date_obj,Musketeer%20hat price
2019-04-09,215362
2019-04-10,212155
2019-04-11,209964
2019-04-12,208615
2019-04-13,205105
2019-04-14,203342
2019-04-15,196197
2019-04-16,189776
2019-04-17,183270
2019-04-18,174540
2019-04-19,171372
2019-04-20,168281
2019-04-21,168281
2019-04-22,167837
2019-04-23,169356
2019-04-24,172138
2019-04-25,167289
2019-04-26,161556
2019-04-27,157304
2019-04-28,156927
2019-04-29,152441
2019-04-30,149429
2019-05-01,150298
2019-05-02,151184
2019-05-03,151326
2019-05-04,151205
2019-05-05,149467
2019-05-06,147191
2019-05-07,149140
2019-05-08,152096
2019-05-09,157683
2019-05-10,158644
2019-05-11,159621
2019-05-12,160628
2019-05-13,160596
2019-05-14,160788
2019-05-15,161326
2019-05-16,162691
2019-05-17,166108
2019-05-18,167157
2019-05-19,166636
2019-05-20,167995
2019-05-21,169546
2019-05-22,170081
2019-05-23,173281
2019-05-24,173073
2019-05-25,176084
2019-05-26,175222
2019-05-27,175682
2019-05-28,177064
2019-05-29,173912
2019-05-30,174389
2019-05-31,174389
2019-06-01,179944
2019-06-02,185818
2019-06-03,191558
2019-06-04,198165
2019-06-05,205404
2019-06-06,213442
2019-06-07,217824
2019-06-08,212022
2019-06-09,207117
2019-06-10,207117
2019-06-11,204736
2019-06-12,202491
2019-06-13,197518
2019-06-14,194577
2019-06-15,187980
2019-06-16,182528
2019-06-17,177406
2019-06-18,171292
2019-06-19,166134
2019-06-20,165604
2019-06-21,161751
2019-06-22,164003
2019-06-23,162262
2019-06-24,162193
2019-06-25,166177
2019-06-26,170196
2019-06-27,172000
2019-06-28,172000
2019-06-29,173810
2019-06-30,173473
2019-07-01,172026
2019-07-02,169842
2019-07-03,170370
2019-07-04,169828
2019-07-05,169997
2019-07-06,168258
2019-07-07,166218
2019-07-08,164535
2019-07-09,166139
2019-07-10,169328
2019-07-11,170240
2019-07-12,169954
2019-07-13,172122
2019-07-14,174541
2019-07-15,174541
2019-07-16,177082
2019-07-17,180391
2019-07-18,184199
2019-07-19,185803
2019-07-20,188094
2019-07-21,186040
2019-07-22,184211
2019-07-23,182257
2019-07-24,182257
2019-07-25,184359
2019-07-26,187729
2019-07-27,188936
2019-07-28,196035
2019-07-29,197142
2019-07-30,199892
2019-07-31,197926
2019-08-01,193035
2019-08-02,193094
2019-08-03,194635
2019-08-04,193176
2019-08-05,193209
2019-08-06,196850
2019-08-07,196984
2019-08-08,196984
2019-08-09,199602
2019-08-10,202307
2019-08-11,205247
2019-08-12,205334
2019-08-13,206807
2019-08-14,207846
2019-08-15,207569
2019-08-16,206514
2019-08-17,206514
2019-08-18,203513
2019-08-19,203858
2019-08-20,203858
2019-08-21,202434
2019-08-22,198288
2019-08-23,196206
2019-08-24,193129
2019-08-24,193129
2019-08-25,193129
2019-08-25,193129
2019-08-26,191566
2019-08-26,191566
2019-08-27,193960
2019-08-27,193960
2019-08-28,192125
2019-08-29,191014
2019-08-30,187694
2019-08-31,187694
2019-09-01,187326
2019-09-02,187326
2019-09-03,186571
2019-09-04,186934
2019-09-05,186934
2019-09-06,183667
2019-09-07,179488
2019-09-08,177440
2019-09-09,177440
2019-09-10,179148
2019-09-11,175962
2019-09-12,176028
2019-09-13,176028
2019-09-14,174458
2019-09-15,174659
2019-09-16,176202
2019-09-17,177458
2019-09-18,173164
2019-09-19,173164
2019-09-20,174305
2019-09-21,174813
2019-09-22,172703
2019-09-23,170030
2019-09-24,170030
2019-09-25,168821
2019-09-26,167546
2019-09-27,167546
2019-09-28,167314
2019-09-29,167314
2019-09-30,167761
2019-10-01,169073
2019-10-02,169073
2019-10-03,167273
2019-10-04,167273
2019-10-05,168040
2019-10-06,167973
2019-10-07,167973
2019-10-08,169943
2019-10-09,169943
2019-10-10,172819
2019-10-11,172819
2019-10-12,171993
2019-10-13,169468
2019-10-14,170544
2019-10-15,170544
2019-10-16,171508
2019-10-17,171508
2019-10-18,174161
2019-10-19,176170
2019-10-20,176170
2019-10-21,177882
2019-10-22,177882
2019-10-23,178330
2019-10-24,178330
2019-10-25,176615
2019-10-26,175907
2019-10-27,172163
2019-10-28,171482
2019-10-29,171482
2019-10-30,171678
2019-10-31,170872
2019-11-01,170872
2019-11-02,170133
2019-11-03,169074
2019-11-04,164834
2019-11-05,164834
2019-11-06,164438
2019-11-07,164438
2019-11-08,160091
2019-11-09,159449
2019-11-10,158864
2019-11-11,156582
2019-11-12,156582
2019-11-13,153910
2019-11-14,151096
2019-11-15,148539
2019-11-16,143331
2019-11-17,143331
2019-11-18,136893
2019-11-19,134951
2019-11-20,129781
2019-11-21,129781
2019-11-22,125744
2019-11-23,123461
2019-11-24,122312
2019-11-25,122194
2019-11-26,120247
2019-11-27,120247
2019-11-28,117867
2019-11-29,116743
2019-11-30,116961
2019-12-01,114684
2019-12-02,112905
2019-12-03,111437
2019-12-04,109137
2019-12-05,109137
2019-12-06,112564
2019-12-07,118100
2019-12-08,121048
2019-12-09,123858
2019-12-10,126752
2019-12-11,123749
2019-12-12,123749
2019-12-13,125931
2019-12-14,125442
2019-12-15,126734
2019-12-16,130076
2019-12-17,135303
2019-12-18,135303
2019-12-19,139657
2019-12-20,144043
2019-12-21,148950
2019-12-22,152510
2019-12-23,152510
2019-12-24,156025
2019-12-25,157704
2019-12-26,157704
2019-12-27,162269
2019-12-28,167667
2019-12-29,171440
2019-12-30,172301
2019-12-31,171400
2020-01-01,174266
2020-01-02,177167
2020-01-03,180242
2020-01-04,181617
2020-01-05,182885
2020-01-06,180109
2020-01-07,179510
2020-01-08,179891
2020-01-09,179939
2020-01-10,181831
2020-01-11,185536
2020-01-12,186442
2020-01-13,186442
2020-01-14,190655
2020-01-15,191764
2020-01-16,194488
2020-01-17,196774
2020-01-18,196774
2020-01-19,198342
2020-01-20,199727
2020-01-21,199727
2020-01-22,197971
2020-01-23,196510
2020-01-24,195268
2020-01-25,193672
2020-01-26,190318
2020-01-27,189291
2020-01-28,185724
2020-01-29,183908
2020-01-30,181899
2020-01-31,181783
2020-02-01,181227
2020-02-02,178492
2020-02-03,172983
2020-02-04,170710
2020-02-05,170541
2020-02-06,169413
2020-02-07,167151
2020-02-08,165934
2020-02-09,164533
2020-02-10,164416
2020-02-11,162253
2020-02-12,159618
2020-02-13,159618
2020-02-14,156689
2020-02-15,159037
2020-02-16,156596
2020-02-17,156903
2020-02-18,154030
2020-02-19,153018
2020-02-20,154348
2020-02-21,154348
2020-02-22,151951
2020-02-23,148397
2020-02-24,147845
2020-02-25,149656
2020-02-26,147894
2020-02-27,150156
2020-02-28,151446
2020-02-29,151446
2020-03-01,151225
2020-03-02,146165
2020-03-03,143688
2020-03-04,143688
2020-03-05,141197
2020-03-06,137701
2020-03-07,136764
2020-03-08,134902
2020-03-09,132343
2020-03-10,131385
2020-03-11,132332
2020-03-12,128889
2020-03-13,126598
2020-03-14,125094
2020-03-15,121711
2020-03-16,119724
2020-03-17,118144
2020-03-18,116194
2020-03-19,117544
2020-03-20,117941
2020-03-21,119122
2020-03-22,120476
2020-03-23,120642
2020-03-24,120929
2020-03-25,122906
2020-03-26,125499
2020-03-27,128471
2020-03-28,129589
2020-03-29,132536
2020-03-30,132135
2020-03-31,132983
2020-04-01,134769
2020-04-02,135741
2020-04-03,135741
2020-04-04,137353
2020-04-05,140845
2020-04-06,142722
2020-04-07,145426
2020-04-08,147000
2020-04-09,147950
2020-04-10,148452
2020-04-11,149022
2020-04-12,146517
2020-04-13,142184
2020-04-14,140382
2020-04-15,141550
2020-04-16,142177
2020-04-17,144207
2020-04-18,145167
2020-04-19,142778
2020-04-20,140601
2020-04-21,139493
2020-04-22,137579
2020-04-23,137731
2020-04-24,134650
2020-04-25,127917
2020-04-26,121521
2020-04-27,115444
2020-04-28,111575
2020-04-29,108229
2020-04-30,103731
2020-05-01,103763
2020-05-02,103691
2020-05-03,104030
2020-05-04,104185
2020-05-05,106076
2020-05-06,107362
2020-05-07,110199
2020-05-08,111295
2020-05-09,111536
2020-05-10,113591
2020-05-11,113900
2020-05-12,111410
2020-05-13,112493
