date_obj,Red%20chinchompa price
2016-05-02,1653
2016-05-03,1680
2016-05-04,1719
2016-05-05,1746
2016-05-06,1746
2016-05-07,1712
2016-05-08,1705
2016-05-09,1773
2016-05-10,1831
2016-05-11,1798
2016-05-12,1757
2016-05-13,1718
2016-05-14,1715
2016-05-15,1701
2016-05-16,1693
2016-05-17,1701
2016-05-18,1717
2016-05-19,1736
2016-05-22,1662
2016-05-23,1606
2016-05-24,1610
2016-05-25,1619
2016-05-26,1636
2016-05-27,1678
2016-05-28,1678
2016-05-29,1705
2016-05-30,1705
2016-05-31,1682
2016-06-01,1676
2016-06-02,1658
2016-06-03,1655
2016-06-04,1666
2016-06-05,1659
2016-06-06,1664
2016-06-07,1664
2016-06-08,1654
2016-06-09,1652
2016-06-10,1641
2016-06-11,1636
2016-06-12,1614
2016-06-13,1605
2016-06-14,1600
2016-06-15,1602
2016-06-16,1607
2016-06-17,1603
2016-06-18,1596
2016-06-19,1566
2016-06-20,1554
2016-06-21,1557
2016-06-22,1548
2016-06-23,1543
2016-06-24,1548
2016-06-25,1569
2016-06-26,1568
2016-06-27,1599
2016-06-28,1609
2016-06-29,1625
2016-06-30,1635
2016-07-01,1643
2016-07-02,1663
2016-07-03,1654
2016-07-04,1618
2016-07-05,1609
2016-07-06,1600
2016-07-07,1603
2016-07-08,1612
2016-07-09,1625
2016-07-10,1610
2016-07-11,1602
2016-07-12,1615
2016-07-13,1625
2016-07-14,1653
2016-07-15,1655
2016-07-16,1637
2016-07-17,1612
2016-07-18,1602
2016-07-23,1563
2016-07-24,1527
2016-07-25,1541
2016-07-26,1541
2016-07-27,1530
2016-07-28,1487
2016-07-29,1472
2016-07-30,1468
2016-07-31,1468
2016-08-01,1429
2016-08-02,1438
2016-08-03,1470
2016-08-04,1518
2016-08-05,1518
2016-08-06,1533
2016-08-07,1457
2016-08-08,1457
2016-08-09,1435
2016-08-10,1473
2016-08-11,1473
2016-08-12,1478
2016-08-13,1470
2016-08-14,1431
2016-08-15,1449
2016-08-16,1465
2016-08-17,1465
2016-08-18,1451
2016-08-19,1418
2016-08-20,1357
2016-08-21,1294
2016-08-22,1285
2016-08-23,1332
2016-08-24,1363
2016-08-25,1346
2016-08-26,1346
2016-08-28,1294
2016-08-31,1284
2016-09-01,1281
2016-09-02,1281
2016-09-03,1265
2016-09-04,1215
2016-09-05,1203
2016-09-06,1251
2016-09-07,1251
2016-09-08,1302
2016-09-09,1302
2016-09-10,1364
2016-09-11,1364
2016-09-12,1357
2016-09-13,1414
2016-09-14,1414
2016-09-15,1459
2016-09-16,1459
2016-09-17,1422
2016-09-18,1352
2016-09-19,1327
2016-09-20,1327
2016-09-21,1348
2016-09-22,1357
2016-09-23,1388
2016-09-24,1388
2016-09-25,1329
2016-09-26,1329
2016-09-27,1314
2016-09-28,1311
2016-09-29,1311
2016-09-30,1309
2016-10-01,1332
2016-10-02,1332
2016-10-03,1315
2016-10-04,1327
2016-10-05,1381
2016-10-06,1420
2016-10-07,1420
2016-10-08,1390
2016-10-09,1390
2016-10-10,1332
2016-10-11,1363
2016-10-12,1363
2016-10-13,1403
2016-10-14,1435
2016-10-15,1482
2016-10-16,1482
2016-10-17,1502
2016-10-18,1502
2016-10-19,1571
2016-10-20,1571
2016-10-21,1605
2016-10-22,1605
2016-10-23,1615
2016-10-24,1575
2016-10-25,1575
2016-10-26,1609
2016-10-27,1609
2016-10-28,1685
2016-10-29,1693
2016-10-30,1611
2016-10-31,1548
2016-11-01,1548
2016-11-02,1578
2016-11-03,1578
2016-11-04,1623
2016-11-05,1623
2016-11-06,1612
2016-11-07,1612
2016-11-08,1636
2016-11-09,1624
2016-11-10,1615
2016-11-11,1615
2016-11-12,1677
2016-11-13,1677
2016-11-14,1713
2016-12-08,1533
2016-12-09,1594
2016-12-10,1594
2016-12-11,1572
2016-12-12,1581
2016-12-13,1568
2016-12-14,1575
2016-12-15,1575
2016-12-16,1628
2016-12-17,1622
2016-12-18,1622
2016-12-19,1603
2016-12-20,1643
2016-12-21,1614
2016-12-22,1614
2016-12-23,1643
2016-12-24,1671
2016-12-25,1649
2016-12-26,1654
2016-12-27,1658
2016-12-28,1664
2016-12-29,1650
2016-12-30,1639
2016-12-31,1622
2017-01-01,1607
2017-01-02,1609
2017-01-03,1599
2017-01-04,1577
2017-01-05,1549
2017-01-06,1600
2017-01-07,1644
2017-01-08,1700
2017-01-09,1732
2017-01-10,1776
2017-01-11,1846
2017-01-12,1801
2017-01-13,1764
2017-01-14,1749
2017-01-15,1723
2017-01-16,1719
2017-01-17,1720
2017-01-18,1710
2017-01-19,1709
2017-01-20,1698
2017-01-21,1688
2017-01-22,1686
2017-01-27,1607
2017-01-28,1591
2017-01-29,1535
2017-01-30,1504
2017-01-31,1524
2017-02-01,1521
2017-02-02,1502
2017-02-03,1488
2017-02-04,1474
2017-02-05,1455
2017-02-06,1445
2017-02-07,1451
2017-02-08,1497
2017-02-09,1497
2017-02-10,1541
2017-02-11,1507
2017-02-12,1507
2017-02-13,1460
2017-02-14,1398
2017-02-15,1398
2017-02-16,1420
2017-02-18,1460
2017-02-19,1401
2017-02-20,1358
2017-02-21,1371
2017-02-22,1371
2017-02-23,1387
2017-02-24,1387
2017-02-25,1416
2017-02-26,1444
2017-02-27,1473
2017-02-28,1496
2017-03-01,1544
2017-03-02,1546
2017-03-03,1560
2017-03-04,1554
2017-03-05,1507
2017-03-06,1479
2017-03-07,1432
2017-03-08,1444
2017-03-09,1438
2017-03-10,1431
2017-03-11,1413
2017-03-12,1395
2017-03-13,1364
2017-03-14,1420
2017-03-15,1458
2017-03-16,1475
2017-03-17,1484
2017-03-18,1482
2017-03-19,1478
2017-03-20,1476
2017-03-21,1466
2017-03-22,1467
2017-03-23,1475
2017-03-24,1488
2017-03-25,1488
2017-03-26,1456
2017-03-27,1433
2017-03-28,1440
2017-03-29,1467
2017-03-30,1489
2017-03-31,1544
2017-04-01,1558
2017-04-02,1581
2017-04-03,1594
2017-04-04,1650
2017-04-12,1656
2017-04-13,1691
2017-04-14,1727
2017-04-15,1692
2017-04-16,1616
2017-04-17,1544
2017-04-18,1557
2017-04-19,1603
2017-04-20,1615
2017-04-21,1642
2017-04-22,1635
2017-04-23,1592
2017-04-24,1584
2017-04-25,1611
2017-04-26,1611
2017-04-27,1651
2017-04-28,1715
2017-04-29,1726
2017-04-30,1676
2017-05-01,1670
2017-05-02,1645
2017-05-03,1629
2017-05-04,1608
2017-05-05,1615
2017-05-06,1608
2017-05-07,1574
2017-05-08,1568
2017-05-09,1583
2017-05-10,1597
2017-05-11,1597
2017-05-12,1596
2017-05-13,1579
2017-05-14,1559
2017-05-15,1562
2017-05-16,1578
2017-05-17,1578
2017-05-18,1563
2017-05-19,1563
2017-05-20,1571
2017-05-21,1571
2017-05-22,1579
2017-05-23,1629
2017-05-24,1655
2017-05-25,1633
2017-05-26,1619
2017-05-27,1586
2017-05-28,1590
2017-05-29,1585
2017-05-30,1602
2017-05-31,1631
2017-06-01,1626
2017-06-02,1658
2017-06-03,1639
2017-06-06,1635
2017-06-07,1666
2017-06-08,1666
2017-06-09,1658
2017-06-10,1604
2017-06-11,1548
2017-06-12,1519
2017-06-13,1481
2017-06-14,1443
2017-06-15,1472
2017-06-16,1513
2017-06-17,1529
2017-06-18,1522
2017-06-19,1522
2017-06-20,1519
2017-06-21,1534
2017-06-22,1527
2017-06-23,1520
2017-06-24,1518
2017-06-25,1483
2017-06-26,1436
2017-06-27,1433
2017-06-28,1447
2017-06-29,1478
2017-06-30,1454
2017-07-01,1454
2017-07-02,1423
2017-07-03,1388
2017-07-04,1334
2017-07-05,1334
2017-07-06,1278
2017-07-07,1278
2017-07-08,1289
2017-07-13,1388
2017-07-14,1424
2017-07-15,1424
2017-07-16,1398
2017-07-17,1395
2017-07-18,1423
2017-07-19,1426
2017-07-20,1463
2017-07-21,1494
2017-07-22,1511
2017-07-23,1500
2017-07-24,1490
2017-07-25,1489
2017-07-26,1500
2017-07-27,1516
2017-07-28,1543
2017-07-29,1573
2017-07-30,1531
2017-07-31,1531
2017-08-01,1532
2017-08-02,1564
2017-08-03,1586
2017-08-04,1600
2017-08-05,1611
2017-08-06,1591
2017-08-09,1634
2017-08-10,1669
2017-08-11,1684
2017-08-12,1664
2017-08-13,1679
2017-08-14,1686
2017-08-15,1718
2017-08-16,1724
2017-08-17,1803
2017-08-18,1803
2017-08-19,1853
2017-08-20,1821
2017-08-22,1756
2017-08-23,1771
2017-08-24,1788
2017-08-25,1839
2017-08-26,1878
2017-08-27,1903
2017-08-28,1888
2017-08-29,1888
2017-08-30,1871
2017-08-31,1881
2017-09-01,1881
2017-09-02,1836
2017-09-03,1836
2017-09-04,1744
2017-09-05,1686
2017-09-06,1672
2017-09-07,1674
2017-09-08,1674
2017-09-09,1666
2017-09-10,1611
2017-09-11,1615
2017-09-12,1625
2017-09-13,1647
2017-09-14,1683
2017-09-15,1683
2017-09-16,1680
2017-09-17,1652
2017-09-19,1633
2017-09-20,1641
2017-09-21,1651
2017-09-22,1656
2017-09-23,1656
2017-09-24,1610
2017-09-25,1537
2017-09-26,1505
2017-09-27,1505
2017-09-28,1478
2017-09-29,1514
2017-09-30,1506
2017-10-01,1486
2017-10-02,1493
2017-10-03,1493
2017-10-04,1504
2017-10-05,1549
2017-10-06,1564
2017-10-07,1558
2017-10-08,1527
2017-10-09,1510
2017-10-10,1525
2017-10-11,1525
2017-10-12,1557
2017-10-13,1561
2017-10-14,1523
2017-10-15,1523
2017-10-16,1509
2017-10-17,1509
2017-10-18,1519
2017-10-19,1531
2017-10-20,1554
2017-10-21,1554
2017-10-22,1529
2017-10-23,1524
2017-10-24,1517
2017-10-25,1501
2017-10-26,1504
2017-10-27,1497
2017-10-28,1497
2017-10-29,1473
2017-10-30,1456
2017-10-31,1470
2017-11-01,1470
2017-11-02,1486
2017-11-03,1500
2017-11-04,1497
2017-11-05,1483
2017-11-06,1479
2017-11-07,1483
2017-11-08,1473
2017-11-09,1477
2017-11-10,1480
2017-11-11,1480
2017-11-12,1473
2017-11-13,1479
2017-11-14,1479
2017-11-15,1489
2017-11-16,1516
2017-11-17,1526
2017-11-18,1546
2017-11-19,1513
2017-11-20,1493
2017-11-21,1500
2017-11-22,1497
2017-11-23,1498
2017-11-24,1492
2017-11-25,1478
2017-11-26,1470
2017-11-27,1470
2017-11-28,1491
2017-11-29,1492
2017-11-30,1483
2017-12-01,1482
2017-12-02,1447
2017-12-03,1437
2017-12-04,1449
2017-12-05,1465
2017-12-06,1475
2017-12-07,1472
2017-12-08,1472
2017-12-09,1468
2017-12-10,1454
2017-12-11,1447
2017-12-12,1442
2017-12-14,1423
2017-12-15,1422
2017-12-16,1412
2017-12-17,1415
2017-12-18,1415
2017-12-19,1407
2017-12-20,1360
2017-12-21,1342
2017-12-22,1308
2017-12-23,1288
2017-12-24,1311
2017-12-25,1365
2017-12-26,1390
2017-12-27,1395
2017-12-28,1390
2017-12-29,1353
2017-12-30,1318
2017-12-31,1303
2018-01-01,1310
2018-01-02,1338
2018-01-03,1368
2018-01-04,1372
2018-01-05,1375
2018-01-06,1378
2018-01-07,1382
2018-01-08,1398
2018-01-09,1400
2018-01-10,1406
2018-01-11,1384
2018-01-12,1354
2018-01-13,1375
2018-01-14,1412
2018-01-15,1438
2018-01-16,1456
2018-01-17,1480
2018-01-18,1523
2018-01-19,1523
2018-01-20,1524
2018-01-21,1523
2018-01-22,1547
2018-01-23,1591
2018-01-24,1598
2018-01-25,1554
2018-01-26,1541
2018-01-27,1553
2018-01-28,1556
2018-01-29,1552
2018-01-31,1535
2018-02-01,1532
2018-02-02,1536
2018-02-03,1553
2018-02-04,1554
2018-02-05,1556
2018-02-06,1555
2018-02-07,1559
2018-02-08,1559
2018-02-09,1584
2018-02-10,1617
2018-02-11,1596
2018-02-12,1614
2018-02-13,1633
2018-02-14,1655
2018-02-15,1671
2018-02-16,1690
2018-02-17,1723
2018-02-18,1721
2018-02-19,1761
2018-02-20,1772
2018-02-21,1780
2018-02-22,1745
2018-02-23,1753
2018-02-24,1736
2018-02-25,1744
2018-02-26,1730
2018-02-27,1734
2018-02-28,1726
2018-03-01,1723
2018-03-02,1729
2018-03-03,1723
2018-03-04,1717
2018-03-05,1711
2018-03-06,1679
2018-03-07,1679
2018-03-08,1675
2018-03-09,1663
2018-03-10,1643
2018-03-11,1629
2018-03-12,1610
2018-03-13,1592
2018-03-14,1565
2018-03-15,1503
2018-03-16,1521
2018-03-17,1557
2018-03-18,1577
2018-03-19,1574
2018-03-20,1569
2018-03-21,1554
2018-03-23,1531
2018-03-24,1526
2018-03-26,1519
2018-03-27,1519
2018-03-28,1546
2018-03-29,1584
2018-03-30,1586
2018-03-31,1573
2018-04-01,1582
2018-04-02,1565
2018-04-03,1546
2018-04-04,1538
2018-04-05,1525
2018-04-06,1508
2018-04-08,1501
2018-04-09,1514
2018-04-10,1511
2018-04-11,1515
2018-04-12,1520
2018-04-13,1523
2018-04-14,1507
2018-04-15,1506
2018-04-16,1508
2018-04-17,1504
2018-04-18,1487
2018-04-19,1479
2018-04-20,1469
2018-04-21,1439
2018-04-22,1423
2018-04-23,1419
2018-04-24,1418
2018-04-25,1424
2018-04-26,1428
2018-04-27,1449
2018-04-28,1440
2018-04-29,1443
2018-04-30,1464
2018-05-01,1473
2018-05-02,1496
2018-05-03,1519
2018-05-04,1552
2018-05-05,1569
2018-05-06,1574
2018-05-07,1581
2018-05-08,1606
2018-05-09,1618
2018-05-10,1652
2018-05-11,1670
2018-05-12,1673
2018-05-13,1689
2018-05-14,1694
2018-05-15,1691
2018-05-16,1731
2018-05-17,1751
2018-05-18,1748
2018-05-19,1773
2018-05-20,1789
2018-05-21,1808
2018-05-22,1775
2018-05-23,1778
2018-05-24,1768
2018-05-25,1705
2018-05-26,1632
2018-05-27,1583
2018-05-28,1571
2018-05-29,1556
2018-05-30,1576
2018-05-31,1601
2018-06-01,1630
2018-06-02,1640
2018-06-03,1659
2018-06-04,1684
2018-06-05,1696
2018-06-06,1704
2018-06-07,1724
2018-06-08,1700
2018-06-09,1683
2018-06-10,1666
2018-06-11,1658
2018-06-12,1634
2018-06-13,1621
2018-06-14,1632
2018-06-15,1617
2018-06-16,1598
2018-06-17,1619
2018-06-18,1660
2018-06-19,1647
2018-06-20,1647
2018-06-21,1648
2018-06-22,1649
2018-06-23,1658
2018-06-24,1722
2018-06-25,1771
2018-06-26,1784
2018-06-27,1762
2018-06-28,1803
2018-06-29,1823
2018-06-30,1823
2018-07-01,1798
2018-07-02,1775
2018-07-03,1728
2018-07-04,1704
2018-07-05,1694
2018-07-06,1691
2018-07-07,1671
2018-07-08,1635
2018-07-09,1651
2018-07-10,1693
2018-07-11,1694
2018-07-12,1669
2018-07-13,1666
2018-07-14,1674
2018-07-15,1683
2018-07-16,1719
2018-07-17,1760
2018-07-18,1771
2018-07-19,1779
2018-07-20,1774
2018-07-21,1759
2018-07-22,1736
2018-07-23,1745
2018-07-24,1765
2018-07-25,1773
2018-07-26,1819
2018-07-27,1850
2018-07-28,1882
2018-07-29,1907
2018-07-30,1943
2018-07-31,1934
2018-08-01,1908
2018-08-02,1872
2018-08-03,1839
2018-08-04,1849
2018-08-05,1893
2018-08-06,1889
2018-08-07,1901
2018-08-08,1933
2018-08-09,1917
2018-08-10,1925
2018-08-11,1911
2018-08-12,1901
2018-08-14,1872
2018-08-16,1849
2018-08-17,1826
2018-08-18,1819
2018-08-19,1858
2018-08-20,1907
2018-08-21,1943
2018-08-22,1946
2018-08-23,1931
2018-08-24,1915
2018-08-25,1922
2018-08-26,1932
2018-08-27,1939
2018-08-28,1935
2018-08-29,1944
2018-08-30,1946
2018-08-31,1936
2018-09-01,1928
2018-09-02,1935
2018-09-03,1966
2018-09-04,1962
2018-09-05,1950
2018-09-06,1941
2018-09-07,1929
2018-09-08,1916
2018-09-09,1908
2018-09-10,1887
2018-09-11,1878
2018-09-12,1847
2018-09-13,1817
2018-09-14,1792
2018-09-15,1793
2018-09-16,1815
2018-09-17,1838
2018-09-18,1855
2018-09-19,1859
2018-09-20,1860
2018-09-21,1844
2018-09-22,1824
2018-09-23,1801
2018-09-24,1788
2018-09-25,1786
2018-09-26,1789
2018-09-27,1789
2018-09-28,1779
2018-09-29,1770
2018-09-30,1770
2018-10-02,1791
2018-10-03,1781
2018-10-04,1775
2018-10-05,1761
2018-10-06,1734
2018-10-07,1704
2018-10-08,1693
2018-10-09,1698
2018-10-10,1704
2018-10-11,1734
2018-10-12,1750
2018-10-13,1782
2018-10-14,1797
2018-10-15,1822
2018-10-16,1836
2018-10-17,1848
2018-10-18,1841
2018-10-19,1823
2018-10-20,1819
2018-10-21,1811
2018-10-22,1813
2018-10-23,1808
2018-10-24,1811
2018-10-25,1814
2018-10-26,1794
2018-10-27,1795
2018-10-28,1835
2018-10-29,1838
2018-10-30,1838
2018-10-31,1825
2018-11-01,1817
2018-11-03,1811
2018-11-04,1831
2018-11-05,1841
2018-11-06,1832
2018-11-07,1829
2018-11-08,1827
2018-11-09,1822
2018-11-10,1811
2018-11-11,1805
2018-11-12,1808
2018-11-13,1814
2018-11-14,1815
2018-11-15,1823
2018-11-16,1837
2018-11-17,1841
2018-11-18,1844
2018-11-19,1840
2018-11-20,1828
2018-11-21,1809
2018-11-22,1782
2018-11-23,1748
2018-11-24,1728
2018-11-25,1723
2018-11-26,1721
2018-11-27,1751
2018-11-28,1748
2018-11-29,1759
2018-12-01,1764
2018-12-02,1769
2018-12-03,1763
2018-12-04,1783
2018-12-05,1797
2018-12-09,1788
2018-12-10,1778
2018-12-11,1774
2018-12-12,1758
2018-12-13,1744
2018-12-14,1726
2018-12-15,1711
2018-12-16,1677
2018-12-17,1658
2018-12-18,1653
2018-12-19,1654
2018-12-20,1666
2018-12-21,1667
2018-12-22,1664
2018-12-23,1660
2018-12-24,1656
2018-12-25,1688
2018-12-26,1703
2018-12-27,1716
2018-12-28,1714
2018-12-29,1693
2018-12-30,1648
2018-12-31,1613
2019-01-01,1612
2019-01-02,1609
2019-01-03,1600
2019-01-04,1596
2019-01-05,1600
2019-01-06,1608
2019-01-08,1627
2019-01-10,1593
2019-01-11,1528
2019-01-12,1510
2019-01-13,1530
2019-01-14,1571
2019-01-15,1602
2019-01-16,1606
2019-01-17,1605
2019-01-18,1607
2019-01-19,1596
2019-01-20,1591
2019-01-21,1596
2019-01-22,1588
2019-01-23,1578
2019-01-24,1578
2019-01-25,1580
2019-01-26,1576
2019-01-27,1580
2019-01-28,1596
2019-01-29,1599
2019-01-30,1594
2019-01-31,1589
2019-02-01,1576
2019-02-02,1551
2019-02-03,1538
2019-02-04,1528
2019-02-05,1525
2019-02-06,1522
2019-02-07,1500
2019-02-08,1461
2019-02-09,1406
2019-02-10,1379
2019-02-11,1344
2019-02-12,1326
2019-02-13,1322
2019-02-14,1329
2019-02-15,1326
2019-02-16,1351
2019-02-17,1364
2019-02-18,1365
2019-02-19,1368
2019-02-20,1365
2019-02-21,1360
2019-02-22,1347
2019-02-23,1338
2019-02-24,1318
2019-02-25,1310
2019-02-26,1319
2019-02-27,1324
2019-02-28,1348
2019-03-01,1370
2019-03-02,1357
2019-03-03,1330
2019-03-04,1331
2019-03-05,1339
2019-03-06,1342
2019-03-07,1362
2019-03-08,1411
2019-03-09,1443
2019-03-10,1474
2019-03-11,1464
2019-03-12,1457
2019-03-13,1440
2019-03-14,1414
2019-03-15,1397
2019-03-16,1372
2019-03-17,1354
2019-03-18,1349
2019-03-19,1340
2019-03-20,1322
2019-03-21,1314
2019-03-22,1312
2019-03-23,1307
2019-03-24,1290
2019-03-25,1291
2019-03-26,1322
2019-03-27,1374
2019-03-28,1390
2019-03-29,1431
2019-03-30,1478
2019-03-31,1466
2019-04-01,1449
2019-04-02,1444
2019-04-03,1435
2019-04-04,1428
2019-04-05,1423
