date_obj,Mystic%20gloves price
2016-03-02,6480
2016-03-03,6372
2016-03-04,6630
2016-03-05,6693
2016-03-06,6763
2016-03-07,6763
2016-03-08,6687
2016-03-09,6581
2016-03-10,6543
2016-03-11,6335
2016-03-12,6289
2016-03-13,6319
2016-03-14,6278
2016-03-15,6052
2016-03-16,5957
2016-03-17,5970
2016-03-18,5994
2016-03-19,6084
2016-03-20,6100
2016-03-21,6249
2016-03-22,6290
2016-03-23,6367
2016-03-24,6451
2016-03-25,6652
2016-03-26,6954
2016-03-27,7228
2016-03-28,7561
2016-03-29,7743
2016-03-30,7743
2016-03-31,7689
2016-04-01,8006
2016-04-02,8406
2016-04-03,8577
2016-04-04,8416
2016-04-05,8355
2016-04-06,8303
2016-04-07,8151
2016-04-08,7823
2016-04-09,7618
2016-04-10,7467
2016-04-11,7467
2016-04-12,7740
2016-04-13,7910
2016-04-14,7589
2016-04-15,7512
2016-04-16,7226
2016-04-17,7258
2016-04-18,7242
2016-04-19,7134
2016-04-20,7139
2016-04-21,7010
2016-04-22,7010
2016-04-23,6754
2016-04-24,6538
2016-04-25,6604
2016-04-26,6935
2016-04-27,7170
2016-04-28,7391
2016-04-29,7500
2016-04-30,7825
2016-05-01,8207
2016-05-02,8443
2016-05-03,8523
2016-05-04,8390
2016-05-05,8082
2016-05-06,8082
2016-05-07,7677
2016-05-08,7353
2016-05-09,6992
2016-05-10,6761
2016-05-11,6719
2016-05-12,6570
2016-05-13,6468
2016-05-14,6423
2016-05-15,6667
2016-05-16,6519
2016-05-17,6436
2016-05-18,6402
2016-05-19,6204
2016-05-22,6200
2016-05-23,6510
2016-05-24,6801
2016-05-25,7008
2016-05-26,6883
2016-05-27,6624
2016-05-28,6624
2016-05-29,6459
2016-05-30,6459
2016-05-31,6598
2016-06-01,6860
2016-06-02,7031
2016-06-03,6810
2016-06-04,6927
2016-06-05,7274
2016-06-06,7628
2016-06-07,7628
2016-06-08,7624
2016-06-09,7443
2016-06-10,7454
2016-06-11,7278
2016-06-12,7200
2016-06-13,7292
2016-06-14,7338
2016-06-15,7366
2016-06-16,7457
2016-06-17,7530
2016-06-18,7489
2016-06-19,7501
2016-06-20,7132
2016-06-21,6876
2016-06-22,6668
2016-06-23,6523
2016-06-24,6637
2016-06-25,6638
2016-06-26,6572
2016-06-27,6818
2016-06-28,7116
2016-06-29,7459
2016-06-30,7332
2016-07-01,7561
2016-07-02,7795
2016-07-03,7875
2016-07-04,8038
2016-07-05,8286
2016-07-06,8124
2016-07-07,7746
2016-07-08,7408
2016-07-09,7107
2016-07-10,6807
2016-07-11,6602
2016-07-12,6539
2016-07-13,6375
2016-07-14,6351
2016-07-15,6208
2016-07-16,6109
2016-07-17,6110
2016-07-18,6134
2016-07-23,6104
2016-07-24,6123
2016-07-25,6166
2016-07-26,6096
2016-07-27,6045
2016-07-28,6109
2016-07-29,6117
2016-07-30,6113
2016-07-31,6113
2016-08-01,6075
2016-08-02,6141
2016-08-03,6100
2016-08-04,6118
2016-08-05,6055
2016-08-06,5882
2016-08-07,5939
2016-08-08,6111
2016-08-09,6142
2016-08-10,6151
2016-08-11,6181
2016-08-12,6126
2016-08-13,6110
2016-08-14,6132
2016-08-15,6029
2016-08-16,5905
2016-08-17,5904
2016-08-18,5800
2016-08-19,5824
2016-08-20,5894
2016-08-21,5917
2016-08-22,5973
2016-08-23,6015
2016-08-24,6058
2016-08-25,5951
2016-08-26,5951
2016-08-28,6036
2016-08-31,6018
2016-09-01,6034
2016-09-02,6034
2016-09-03,6052
2016-09-04,6227
2016-09-05,6506
2016-09-06,6569
2016-09-07,6569
2016-09-08,6561
2016-09-09,6561
2016-09-10,6526
2016-09-11,6526
2016-09-12,6370
2016-09-13,6240
2016-09-14,6240
2016-09-15,6107
2016-09-16,6107
2016-09-17,6048
2016-09-18,5994
2016-09-19,5944
2016-09-20,5944
2016-09-21,5949
2016-09-22,5947
2016-09-23,6004
2016-09-24,6004
2016-09-25,6024
2016-09-26,6024
2016-09-27,6007
2016-09-28,5955
2016-09-29,5955
2016-09-30,5871
2016-10-01,5773
2016-10-02,5773
2016-10-03,5706
2016-10-04,5617
2016-10-05,5687
2016-10-06,5732
2016-10-07,5732
2016-10-08,5689
2016-10-09,5689
2016-10-10,5622
2016-10-11,5720
2016-10-12,5784
2016-10-13,5823
2016-10-14,5879
2016-10-15,5985
2016-10-16,5942
2016-10-17,6030
2016-10-18,6140
2016-10-19,6195
2016-10-20,6126
2016-10-21,6068
2016-10-22,6068
2016-10-23,5957
2016-10-24,6044
2016-10-25,6044
2016-10-26,6142
2016-10-27,6142
2016-10-28,6110
2016-10-29,6065
2016-10-30,6011
2016-10-31,6008
2016-11-01,6008
2016-11-02,6049
2016-11-03,6049
2016-11-04,6190
2016-11-05,6190
2016-11-06,6389
2016-11-07,6307
2016-11-08,6242
2016-11-09,6084
2016-11-10,6014
2016-11-11,6014
2016-11-12,6020
2016-11-13,6020
2016-11-14,6131
2016-12-07,6532
2016-12-08,6489
2016-12-09,6240
2016-12-10,6117
2016-12-11,6033
2016-12-12,6116
2016-12-13,5981
2016-12-14,5998
2016-12-15,5998
2016-12-16,6012
2016-12-17,6122
2016-12-18,6003
2016-12-19,6064
2016-12-20,5942
2016-12-21,5975
2016-12-22,6269
2016-12-23,6403
2016-12-24,6348
2016-12-25,6292
2016-12-26,6292
2016-12-27,6533
2016-12-28,6450
2016-12-29,6431
2016-12-30,6484
2016-12-31,6411
2017-01-01,6355
2017-01-02,6326
2017-01-03,6247
2017-01-04,6253
2017-01-05,6243
2017-01-06,6294
2017-01-07,6206
2017-01-08,6069
2017-01-09,6133
2017-01-10,6174
2017-01-11,6185
2017-01-12,6040
2017-01-13,5867
2017-01-14,5972
2017-01-15,6034
2017-01-16,6013
2017-01-17,6054
2017-01-18,5992
2017-01-19,5887
2017-01-20,5926
2017-01-21,5978
2017-01-22,5945
2017-01-27,5953
2017-01-28,5975
2017-01-29,6018
2017-01-30,5991
2017-01-31,5954
2017-02-01,5918
2017-02-02,5854
2017-02-03,5929
2017-02-04,5951
2017-02-05,5933
2017-02-06,5873
2017-02-07,5898
2017-02-08,5898
2017-02-09,5898
2017-02-10,5975
2017-02-11,5933
2017-02-12,5944
2017-02-13,5929
2017-02-14,5912
2017-02-15,5847
2017-02-16,5834
2017-02-18,5829
2017-02-19,5871
2017-02-20,5941
2017-02-21,6016
2017-02-22,5962
2017-02-23,5934
2017-02-24,5890
2017-02-25,5884
2017-02-26,5916
2017-02-27,5968
2017-02-28,5932
2017-03-01,5932
2017-03-02,5971
2017-03-03,6007
2017-03-04,5973
2017-03-05,6065
2017-03-06,6189
2017-03-07,6160
2017-03-08,6096
2017-03-09,5916
2017-03-10,5982
2017-03-11,5980
2017-03-12,5905
2017-03-13,5908
2017-03-14,5965
2017-03-15,5993
2017-03-16,6043
2017-03-17,6189
2017-03-18,5997
2017-03-19,5988
2017-03-20,5956
2017-03-21,5908
2017-03-22,5881
2017-03-23,5838
2017-03-24,5854
2017-03-25,5854
2017-03-26,5822
2017-03-27,5886
2017-03-28,5927
2017-03-29,5940
2017-03-30,5848
2017-03-31,5815
2017-04-01,5933
2017-04-02,6012
2017-04-03,5903
2017-04-04,5880
2017-04-12,5887
2017-04-13,5924
2017-04-14,5889
2017-04-15,5921
2017-04-16,5942
2017-04-17,5891
2017-04-18,5899
2017-04-19,5872
2017-04-20,5928
2017-04-21,6099
2017-04-22,6306
2017-04-23,6321
2017-04-24,6197
2017-04-25,6076
2017-04-26,5958
2017-04-27,6125
2017-04-28,6432
2017-04-29,6521
2017-04-30,6365
2017-05-01,6271
2017-05-02,6077
2017-05-03,6020
2017-05-04,6023
2017-05-05,5913
2017-05-06,5845
2017-05-07,5744
2017-05-08,5804
2017-05-09,5927
2017-05-10,5908
2017-05-11,5852
2017-05-12,5898
2017-05-13,5894
2017-05-14,5818
2017-05-15,5914
2017-05-16,5965
2017-05-17,5925
2017-05-18,5876
2017-05-19,5959
2017-05-20,5881
2017-05-21,5881
2017-05-22,5867
2017-05-23,5836
2017-05-24,5986
2017-05-25,5871
2017-05-26,5805
2017-05-27,5818
2017-05-28,5792
2017-05-29,5758
2017-05-30,5799
2017-05-31,5871
2017-06-01,5812
2017-06-02,5791
2017-06-03,5758
2017-06-06,5738
2017-06-07,5832
2017-06-08,5833
2017-06-09,5784
2017-06-10,5744
2017-06-11,5744
2017-06-12,5755
2017-06-13,5770
2017-06-14,5755
2017-06-15,5822
2017-06-16,5889
2017-06-17,5884
2017-06-18,5877
2017-06-19,5877
2017-06-20,5909
2017-06-21,5808
2017-06-22,5714
2017-06-23,5633
2017-06-24,5768
2017-06-25,5814
2017-06-26,5846
2017-06-27,5720
2017-06-28,5772
2017-06-29,5748
2017-06-30,5702
2017-07-01,5702
2017-07-02,5805
2017-07-03,5842
2017-07-04,5796
2017-07-05,5796
2017-07-06,5767
2017-07-07,5767
2017-07-08,5757
2017-07-13,5700
2017-07-14,5770
2017-07-15,5788
2017-07-16,5750
2017-07-17,5776
2017-07-18,5765
2017-07-19,5841
2017-07-20,5899
2017-07-21,5831
2017-07-22,5749
2017-07-23,5878
2017-07-24,6013
2017-07-25,6083
2017-07-26,5836
2017-07-27,5819
2017-07-28,5774
2017-07-29,5868
2017-07-30,5932
2017-07-31,5932
2017-08-01,5977
2017-08-02,5986
2017-08-03,6005
2017-08-04,6019
2017-08-05,5977
2017-08-06,5914
2017-08-09,5977
2017-08-10,5962
2017-08-11,6027
2017-08-12,6028
2017-08-13,6122
2017-08-14,6066
2017-08-15,6177
2017-08-16,6280
2017-08-17,6168
2017-08-18,6168
2017-08-19,5936
2017-08-20,5856
2017-08-22,5742
2017-08-23,5816
2017-08-24,5761
2017-08-25,5853
2017-08-26,5793
2017-08-27,5804
2017-08-28,5884
2017-08-29,5950
2017-08-30,5911
2017-08-31,5879
2017-09-01,5827
2017-09-02,5815
2017-09-03,5815
2017-09-04,5917
2017-09-05,5957
2017-09-06,5781
2017-09-07,5772
2017-09-08,5772
2017-09-09,5784
2017-09-10,5883
2017-09-11,5836
2017-09-12,5813
2017-09-13,5808
2017-09-14,5765
2017-09-15,5765
2017-09-16,5789
2017-09-17,5767
2017-09-19,5928
2017-09-20,5872
2017-09-21,5806
2017-09-22,5719
2017-09-23,5719
2017-09-24,5793
2017-09-25,5848
2017-09-26,5873
2017-09-27,5873
2017-09-28,5833
2017-09-29,5778
2017-09-30,5670
2017-10-01,5747
2017-10-02,5790
2017-10-03,5818
2017-10-04,5818
2017-10-05,5823
2017-10-06,5886
2017-10-07,5743
2017-10-08,5670
2017-10-09,5774
2017-10-10,5793
2017-10-11,5793
2017-10-12,5898
2017-10-13,5809
2017-10-14,5762
2017-10-15,5762
2017-10-16,5798
2017-10-17,5798
2017-10-18,5795
2017-10-19,5819
2017-10-20,5673
2017-10-21,5632
2017-10-22,5602
2017-10-23,5614
2017-10-24,5758
2017-10-25,5859
2017-10-26,5964
2017-10-27,6032
2017-10-28,6032
2017-10-29,5748
2017-10-30,5790
2017-10-31,5665
2017-11-01,5665
2017-11-02,5775
2017-11-03,5808
2017-11-04,5786
2017-11-05,5831
2017-11-06,5879
2017-11-07,5921
2017-11-08,5911
2017-11-09,5833
2017-11-10,5844
2017-11-11,5879
2017-11-12,5796
2017-11-13,6015
2017-11-14,6013
2017-11-15,6019
2017-11-16,5867
2017-11-17,5758
2017-11-18,5717
2017-11-19,5757
2017-11-20,5735
2017-11-21,5786
2017-11-22,5795
2017-11-23,5866
2017-11-24,5944
2017-11-25,5980
2017-11-26,6116
2017-11-27,6116
2017-11-28,5994
2017-11-29,5859
2017-11-30,5854
2017-12-01,5834
2017-12-02,5877
2017-12-03,5872
2017-12-04,5819
2017-12-05,5856
2017-12-06,5842
2017-12-07,5845
2017-12-08,5792
2017-12-09,5823
2017-12-10,5800
2017-12-11,5718
2017-12-12,5720
2017-12-14,5743
2017-12-15,5794
2017-12-17,5755
2017-12-18,5784
2017-12-19,5702
2017-12-20,5762
2017-12-21,5729
2017-12-22,5706
2017-12-23,5724
2017-12-24,5675
2017-12-25,5733
2017-12-26,5697
2017-12-27,5681
2017-12-28,5745
2017-12-29,5709
2017-12-30,5722
2017-12-31,5698
2018-01-01,5767
2018-01-02,5739
2018-01-03,5768
2018-01-04,5820
2018-01-05,5834
2018-01-06,5849
2018-01-07,5829
2018-01-08,5799
2018-01-09,5703
2018-01-10,5766
2018-01-11,5662
2018-01-12,5720
2018-01-13,5786
2018-01-14,5841
2018-01-15,5804
2018-01-16,5739
2018-01-17,5822
2018-01-18,5784
2018-01-19,5784
2018-01-20,5837
2018-01-21,5855
2018-01-22,5764
2018-01-23,5820
2018-01-25,5818
2018-01-26,5818
2018-01-27,5803
2018-01-28,5750
2018-01-29,5800
2018-01-31,5897
2018-02-01,5831
2018-02-02,5749
2018-02-03,5828
2018-02-04,5927
2018-02-05,5811
2018-02-06,5712
2018-02-07,5720
2018-02-08,5797
2018-02-09,5754
2018-02-10,5616
2018-02-11,5720
2018-02-12,5906
2018-02-13,5912
2018-02-14,5853
2018-02-15,5730
2018-02-16,5866
2018-02-17,5753
2018-02-18,5643
2018-02-19,5749
2018-02-20,5733
2018-02-21,5711
2018-02-22,5740
2018-02-23,5803
2018-02-24,5760
2018-02-25,5704
2018-02-26,5725
2018-02-27,5700
2018-03-01,5746
2018-03-02,5820
2018-03-03,5787
2018-03-04,5879
2018-03-05,5749
2018-03-06,5812
2018-03-07,5865
2018-03-08,5800
2018-03-09,5714
2018-03-10,5669
2018-03-11,5673
2018-03-12,5767
2018-03-13,5766
2018-03-14,5854
2018-03-15,5752
2018-03-16,5816
2018-03-17,5865
2018-03-18,6074
2018-03-19,6064
2018-03-20,5917
2018-03-21,5868
2018-03-23,5908
2018-03-24,5943
2018-03-26,5796
2018-03-27,5810
2018-03-28,5780
2018-03-29,5805
2018-03-30,5813
2018-03-31,5730
2018-04-01,5744
2018-04-02,5823
2018-04-03,5760
2018-04-04,5811
2018-04-05,5828
2018-04-06,5917
2018-04-07,5872
2018-04-08,5844
2018-04-09,5824
2018-04-10,5869
2018-04-11,5903
2018-04-12,5917
2018-04-13,5835
2018-04-14,5842
2018-04-15,5784
2018-04-16,5812
2018-04-17,5772
2018-04-18,5770
2018-04-19,5834
2018-04-20,5800
2018-04-21,5841
2018-04-22,5827
2018-04-23,5801
2018-04-24,5813
2018-04-25,5736
2018-04-26,5780
2018-04-27,5622
2018-04-28,5778
2018-04-29,5929
2018-04-30,5917
2018-05-01,5771
2018-05-04,5725
2018-05-05,5780
2018-05-06,5792
2018-05-07,5780
2018-05-08,5718
2018-05-09,5870
2018-05-10,5903
2018-05-11,5991
2018-05-12,5995
2018-05-13,5778
2018-05-14,5725
2018-05-15,5730
2018-05-16,5801
2018-05-17,5810
2018-05-18,5770
2018-05-19,5866
2018-05-20,5864
2018-05-21,5819
2018-05-22,5733
2018-05-23,5756
2018-05-24,5710
2018-05-25,5788
2018-05-26,5782
2018-05-27,5760
2018-05-28,5731
2018-05-29,5745
2018-05-30,5759
2018-05-31,5765
2018-06-01,5750
2018-06-02,5611
2018-06-03,5780
2018-06-04,5861
2018-06-05,5940
2018-06-06,5983
2018-06-07,5884
2018-06-08,5731
2018-06-09,5696
2018-06-10,5941
2018-06-11,6021
2018-06-12,5782
2018-06-13,5736
2018-06-14,5735
2018-06-15,5718
2018-06-16,5715
2018-06-17,5772
2018-06-18,5754
2018-06-19,5758
2018-06-20,5749
2018-06-21,5780
2018-06-22,5810
2018-06-23,5761
2018-06-24,5836
2018-06-25,5749
2018-06-26,5735
2018-06-27,5708
2018-06-28,5759
2018-06-29,5790
2018-06-30,5767
2018-07-01,5861
2018-07-02,5895
2018-07-03,5888
2018-07-04,5907
2018-07-05,5965
2018-07-06,5800
2018-07-07,5676
2018-07-08,5770
2018-07-09,5795
2018-07-10,5793
2018-07-11,5733
2018-07-12,5725
2018-07-13,5818
2018-07-14,5745
2018-07-15,5808
2018-07-16,5783
2018-07-17,5722
2018-07-18,5817
2018-07-19,5770
2018-07-20,5750
2018-07-21,5832
2018-07-22,6021
2018-07-23,5975
2018-07-24,5775
2018-07-25,5706
2018-07-26,5847
2018-07-27,6013
2018-07-28,6049
2018-07-29,5863
2018-07-30,5757
2018-07-31,5797
2018-08-01,5885
2018-08-02,5885
2018-08-03,5833
2018-08-04,5847
2018-08-05,6018
2018-08-06,5925
2018-08-07,5946
2018-08-08,5786
2018-08-09,5773
2018-08-10,5847
2018-08-11,5897
2018-08-12,5825
2018-08-14,5896
2018-08-16,5904
2018-08-17,5916
2018-08-18,5796
2018-08-19,5880
2018-08-20,5884
2018-08-21,5799
2018-08-22,5807
2018-08-23,5784
2018-08-24,5715
2018-08-25,5805
2018-08-26,5888
2018-08-27,5908
2018-08-28,5908
2018-08-29,5840
2018-08-30,5745
2018-08-31,5826
2018-09-01,5857
2018-09-02,5873
2018-09-03,5828
2018-09-04,5746
2018-09-05,5732
2018-09-06,5788
2018-09-07,5793
2018-09-08,5834
2018-09-09,5893
2018-09-10,5794
2018-09-11,5821
2018-09-12,5755
2018-09-13,5913
2018-09-14,5958
2018-09-15,6145
2018-09-16,6284
2018-09-17,6406
2018-09-18,6387
2018-09-19,6389
2018-09-20,6178
2018-09-21,6053
2018-09-22,6012
2018-09-23,5835
2018-09-24,5912
2018-09-25,5889
2018-09-26,5940
2018-09-27,5942
2018-09-28,5774
2018-09-29,5822
2018-09-30,5813
2018-10-02,5956
2018-10-03,6065
2018-10-04,6118
2018-10-05,6037
2018-10-06,6224
2018-10-07,6532
2018-10-08,6675
2018-10-09,6651
2018-10-10,6915
2018-10-11,7039
2018-10-12,7243
2018-10-13,7516
2018-10-14,7495
2018-10-15,7576
2018-10-16,7442
2018-10-17,7118
2018-10-18,6961
2018-10-19,6834
2018-10-20,6501
2018-10-21,6241
2018-10-22,6009
2018-10-23,5835
2018-10-24,5862
2018-10-25,5903
2018-10-26,5854
2018-10-27,5866
2018-10-28,5822
2018-10-29,5852
2018-10-30,5873
2018-10-31,5877
2018-11-01,5852
2018-11-03,5851
2018-11-04,5885
2018-11-05,5853
2018-11-06,5820
2018-11-07,5841
2018-11-08,5846
2018-11-09,5791
2018-11-10,5883
2018-11-11,5885
2018-11-12,5918
2018-11-13,5885
2018-11-15,5888
2018-11-16,5867
2018-11-17,5894
2018-11-18,5907
2018-11-19,5844
2018-11-20,5817
2018-11-21,5798
2018-11-22,5872
2018-11-23,5917
2018-11-24,5918
2018-11-25,5924
2018-11-26,5937
2018-11-27,5920
2018-11-28,5898
2018-11-29,5792
2018-12-01,5847
2018-12-02,5870
2018-12-03,5904
2018-12-04,5809
2018-12-05,5799
2018-12-07,5820
2018-12-09,5787
2018-12-10,5831
2018-12-11,5811
2018-12-12,5784
2018-12-13,5820
2018-12-14,5839
2018-12-15,5835
2018-12-16,5872
2018-12-17,5854
2018-12-18,5862
2018-12-19,5855
2018-12-20,5918
2018-12-21,5826
2018-12-22,5823
2018-12-23,5933
2018-12-24,5796
2018-12-25,5815
2018-12-26,5843
2018-12-27,5741
2018-12-28,5784
2018-12-29,5829
2018-12-30,5851
2018-12-31,5787
2019-01-01,5836
2019-01-02,5799
2019-01-03,5838
2019-01-04,5808
2019-01-05,5802
2019-01-06,5848
2019-01-08,5852
2019-01-10,5785
2019-01-11,5786
2019-01-12,5798
2019-01-13,5735
2019-01-14,5830
2019-01-15,5872
2019-01-16,5795
2019-01-17,5826
2019-01-18,5708
2019-01-19,5766
2019-01-20,5779
2019-01-21,5755
2019-01-22,5776
2019-01-23,5870
2019-01-24,5969
2019-01-25,5834
2019-01-26,5768
2019-01-27,5765
2019-01-28,5736
2019-01-29,5843
2019-01-30,5956
2019-01-31,5711
2019-02-01,5751
2019-02-02,5856
2019-02-03,5878
2019-02-04,5849
2019-02-05,5869
2019-02-06,5782
2019-02-07,5769
2019-02-08,5854
2019-02-09,6074
2019-02-10,6160
2019-02-11,5979
2019-02-12,5809
2019-02-13,5753
2019-02-14,5823
2019-02-15,5797
2019-02-16,5794
2019-02-17,5845
2019-02-18,5790
2019-02-19,5786
2019-02-20,5922
2019-02-21,5816
2019-02-22,5805
2019-02-23,5734
2019-02-24,5819
2019-02-25,5761
2019-02-26,5778
2019-02-27,5786
2019-02-28,5857
2019-03-01,6011
2019-03-02,5855
2019-03-03,5858
2019-03-04,5754
2019-03-05,5772
2019-03-06,5749
2019-03-07,5794
2019-03-08,5843
2019-03-09,5879
2019-03-10,5827
2019-03-11,5795
2019-03-12,5817
2019-03-13,5843
2019-03-14,5792
2019-03-15,5784
2019-03-16,5805
2019-03-17,5844
2019-03-18,5922
2019-03-19,5796
2019-03-20,5759
2019-03-21,5753
2019-03-22,5743
2019-03-23,5695
2019-03-24,5801
2019-03-25,5747
2019-03-26,5871
2019-03-27,5828
2019-03-28,5731
2019-03-29,5818
2019-03-30,5921
2019-03-31,5921
2019-04-01,6117
2019-04-02,6291
2019-04-03,5981
2019-04-04,5786
2019-04-05,5765
2019-04-06,5772
2019-04-07,5730
2019-04-08,5797
