date_obj,Frog-leather%20body price
2016-01-13,1541
2016-01-14,1541
2016-01-15,1541
2016-01-16,1507
2016-01-17,1507
2016-01-18,1507
2016-01-19,1470
2016-01-20,1470
2016-01-21,1470
2016-01-22,1400
2016-01-23,1400
2016-01-24,1400
2016-01-25,1387
2016-01-26,1387
2016-01-27,1387
2016-01-28,1387
2016-01-29,1357
2016-01-30,1357
2016-01-31,1357
2016-02-01,1347
2016-02-02,1347
2016-02-03,1347
2016-02-04,1351
2016-02-05,1351
2016-02-06,1351
2016-02-07,1306
2016-02-08,1306
2016-02-09,1306
2016-02-10,1321
2016-02-11,1321
2016-02-12,1321
2016-02-13,1364
2016-02-14,1364
2016-02-15,1364
2016-02-16,1376
2016-02-17,1376
2016-02-18,1376
2016-02-19,1376
2016-02-20,1403
2016-02-21,1403
2016-02-22,1403
2016-02-23,1388
2016-02-24,1388
2016-02-25,1388
2016-02-26,1388
2016-02-27,1406
2016-02-28,1406
2016-02-29,1406
2016-03-01,1413
2016-03-02,1413
2016-03-03,1413
2016-03-04,1366
2016-03-05,1366
2016-03-06,1313
2016-03-07,1313
2016-03-08,1313
2016-03-09,1292
2016-03-10,1292
2016-03-11,1292
2016-03-12,1273
2016-03-13,1273
2016-03-14,1273
2016-03-15,1296
2016-03-16,1296
2016-03-17,1296
2016-03-18,1304
2016-03-19,1304
2016-03-20,1304
2016-03-21,1312
2016-03-22,1312
2016-03-23,1312
2016-03-24,1345
2016-03-25,1345
2016-03-26,1358
2016-03-27,1358
2016-03-28,1302
2016-03-29,1302
2016-03-30,1302
2016-03-31,1275
2016-04-01,1275
2016-04-02,1275
2016-04-03,1256
2016-04-04,1256
2016-04-05,1256
2016-04-06,1248
2016-04-07,1248
2016-04-08,1248
2016-04-09,1213
2016-04-10,1213
2016-04-11,1213
2016-04-12,1215
2016-04-13,1215
2016-04-14,1215
2016-04-15,1199
2016-04-16,1199
2016-04-17,1199
2016-04-18,1154
2016-04-19,1154
2016-04-20,1154
2016-04-21,1139
2016-04-22,1139
2016-04-23,1139
2016-04-24,1174
2016-04-25,1174
2016-04-26,1174
2016-04-27,1179
2016-04-28,1179
2016-04-29,1179
2016-04-30,1173
2016-05-01,1173
2016-05-02,1173
2016-05-03,1197
2016-05-04,1197
2016-05-05,1162
2016-05-06,1162
2016-05-07,1162
2016-05-08,1188
2016-05-09,1188
2016-05-10,1188
2016-05-11,1232
2016-05-12,1232
2016-05-13,1209
2016-05-14,1209
2016-05-15,1149
2016-05-16,1149
2016-05-17,1149
2016-05-18,1121
2016-05-19,1121
2016-05-22,1165
2016-05-23,1118
2016-05-24,1118
2016-05-25,1118
2016-05-26,1062
2016-05-27,1062
2016-05-28,1062
2016-05-29,1008
2016-05-30,1008
2016-05-31,1008
2016-06-01,1008
2016-06-02,1008
2016-06-03,1008
2016-06-04,1004
2016-06-05,1004
2016-06-06,1004
2016-06-07,978
2016-06-08,978
2016-06-09,978
2016-06-10,987
2016-06-11,987
2016-06-12,987
2016-06-13,953
2016-06-14,953
2016-06-15,953
2016-06-16,980
2016-06-17,980
2016-06-18,984
2016-06-19,984
2016-06-20,984
2016-06-21,950
2016-06-22,950
2016-06-23,951
2016-06-24,951
2016-06-25,951
2016-06-26,975
2016-06-27,975
2016-06-28,949
2016-06-29,949
2016-06-30,949
2016-07-01,990
2016-07-02,990
2016-07-03,990
2016-07-04,982
2016-07-05,982
2016-07-06,982
2016-07-07,947
2016-07-08,947
2016-07-09,913
2016-07-10,913
2016-07-11,957
2016-07-12,957
2016-07-13,957
2016-07-14,929
2016-07-15,929
2016-07-16,885
2016-07-17,885
2016-07-18,885
2016-07-23,799
2016-07-24,799
2016-07-25,761
2016-07-26,761
2016-07-27,761
2016-07-28,761
2016-07-29,725
2016-07-30,725
2016-07-31,725
2016-08-01,725
2016-08-02,701
2016-08-03,701
2016-08-04,701
2016-08-05,685
2016-08-06,685
2016-08-07,685
2016-08-08,694
2016-08-09,694
2016-08-10,694
2016-08-11,703
2016-08-12,703
2016-08-13,703
2016-08-14,703
2016-08-15,702
2016-08-16,702
2016-08-17,702
2016-08-18,702
2016-08-19,669
2016-08-20,669
2016-08-21,669
2016-08-22,650
2016-08-23,650
2016-08-24,650
2016-08-25,650
2016-08-26,650
2016-08-28,655
2016-08-31,655
2016-09-01,644
2016-09-02,644
2016-09-03,644
2016-09-04,644
2016-09-05,644
2016-09-06,644
2016-09-07,644
2016-09-08,644
2016-09-09,644
2016-09-10,636
2016-09-11,636
2016-09-12,636
2016-09-13,636
2016-09-14,648
2016-09-15,648
2016-09-16,648
2016-09-17,648
2016-09-18,664
2016-09-19,664
2016-09-20,664
2016-09-21,664
2016-09-22,678
2016-09-23,678
2016-09-24,678
2016-09-25,678
2016-09-26,678
2016-09-27,658
2016-09-28,658
2016-09-29,658
2016-09-30,658
2016-10-01,656
2016-10-02,656
2016-10-03,656
2016-10-04,656
2016-10-05,656
2016-10-06,656
2016-10-07,656
2016-10-08,656
2016-10-09,656
2016-10-10,664
2016-10-11,664
2016-10-12,664
2016-10-13,664
2016-10-14,676
2016-10-15,676
2016-10-16,676
2016-10-17,669
2016-10-18,669
2016-10-19,669
2016-10-20,669
2016-10-21,667
2016-10-22,667
2016-10-23,667
2016-10-24,667
2016-10-25,676
2016-10-26,676
2016-10-27,676
2016-10-28,676
2016-10-29,677
2016-10-30,677
2016-10-31,677
2016-11-01,677
2016-11-02,679
2016-11-03,679
2016-11-04,679
2016-11-05,679
2016-11-06,668
2016-11-07,668
2016-11-08,668
2016-11-09,668
2016-11-10,665
2016-11-11,665
2016-11-12,665
2016-11-13,665
2016-11-14,637
2016-11-15,637
2016-12-07,583
2016-12-08,583
2016-12-09,597
2016-12-10,597
2016-12-11,597
2016-12-12,597
2016-12-13,597
2016-12-14,586
2016-12-15,586
2016-12-16,586
2016-12-17,586
2016-12-18,574
2016-12-19,574
2016-12-20,574
2016-12-21,570
2016-12-22,570
2016-12-23,570
2016-12-24,558
2016-12-25,558
2016-12-26,558
2016-12-27,563
2016-12-28,563
2016-12-29,563
2016-12-30,558
2016-12-31,558
2017-01-01,558
2017-01-02,569
2017-01-03,569
2017-01-04,569
2017-01-05,543
2017-01-06,543
2017-01-07,543
2017-01-08,544
2017-01-09,544
2017-01-10,544
2017-01-11,526
2017-01-12,526
2017-01-13,526
2017-01-14,535
2017-01-15,535
2017-01-16,535
2017-01-17,543
2017-01-18,543
2017-01-19,543
2017-01-20,531
2017-01-21,531
2017-01-22,531
2017-01-23,530
2017-01-27,523
2017-01-28,523
2017-01-29,521
2017-01-30,521
2017-01-31,521
2017-02-01,522
2017-02-02,522
2017-02-03,522
2017-02-04,510
2017-02-05,510
2017-02-06,510
2017-02-07,510
2017-02-08,510
2017-02-09,510
2017-02-10,497
2017-02-11,497
2017-02-12,497
2017-02-13,507
2017-02-14,507
2017-02-15,507
2017-02-16,490
2017-02-18,490
2017-02-19,511
2017-02-20,511
2017-02-21,511
2017-02-22,536
2017-02-23,536
2017-02-24,536
2017-02-25,545
2017-02-26,545
2017-02-27,545
2017-02-28,567
2017-03-01,567
2017-03-02,567
2017-03-03,564
2017-03-04,564
2017-03-05,564
2017-03-06,564
2017-03-07,564
2017-03-08,564
2017-03-09,564
2017-03-10,560
2017-03-11,560
2017-03-12,560
2017-03-13,577
2017-03-14,577
2017-03-15,577
2017-03-16,599
2017-03-17,599
2017-03-18,599
2017-03-19,605
2017-03-20,605
2017-03-21,605
2017-03-22,632
2017-03-23,632
2017-03-24,632
2017-03-25,639
2017-03-26,639
2017-03-27,639
2017-03-28,639
2017-03-29,627
2017-03-30,627
2017-03-31,627
2017-04-01,629
2017-04-02,629
2017-04-03,629
2017-04-04,601
2017-04-12,589
2017-04-13,589
2017-04-14,588
2017-04-15,588
2017-04-16,588
2017-04-17,583
2017-04-18,583
2017-04-19,583
2017-04-20,583
2017-04-21,583
2017-04-22,583
2017-04-23,564
2017-04-24,564
2017-04-25,551
2017-04-26,551
2017-04-27,551
2017-04-28,532
2017-04-29,532
2017-04-30,532
2017-05-01,559
2017-05-02,559
2017-05-03,559
2017-05-04,580
2017-05-05,580
2017-05-06,580
2017-05-07,591
2017-05-08,591
2017-05-09,591
2017-05-10,610
2017-05-11,610
2017-05-12,610
2017-05-13,606
2017-05-14,606
2017-05-15,606
2017-05-16,599
2017-05-17,599
2017-05-18,599
2017-05-19,599
2017-05-20,606
2017-05-21,606
2017-05-22,606
2017-05-23,606
2017-05-24,603
2017-05-25,603
2017-05-26,603
2017-05-27,584
2017-05-28,584
2017-05-29,584
2017-05-30,595
2017-05-31,595
2017-06-01,595
2017-06-02,593
2017-06-03,593
2017-06-04,593
2017-06-05,609
2017-06-06,609
2017-06-07,622
2017-06-08,622
2017-06-09,622
2017-06-10,620
2017-06-11,620
2017-06-12,620
2017-06-13,609
2017-06-14,609
2017-06-15,609
2017-06-16,599
2017-06-17,599
2017-06-18,599
2017-06-19,599
2017-06-20,583
2017-06-21,583
2017-06-22,583
2017-06-23,583
2017-06-24,573
2017-06-25,573
2017-06-26,573
2017-06-27,577
2017-06-28,577
2017-06-29,577
2017-06-30,560
2017-07-01,560
2017-07-02,560
2017-07-03,559
2017-07-04,559
2017-07-05,559
2017-07-06,565
2017-07-07,565
2017-07-08,565
2017-07-13,591
2017-07-14,591
2017-07-15,591
2017-07-16,581
2017-07-17,581
2017-07-18,581
2017-07-19,584
2017-07-20,584
2017-07-21,584
2017-07-22,605
2017-07-23,605
2017-07-24,605
2017-07-25,623
2017-07-26,623
2017-07-27,623
2017-07-28,609
2017-07-29,609
2017-07-30,595
2017-07-31,595
2017-08-01,595
2017-08-02,602
2017-08-03,602
2017-08-04,602
2017-08-05,601
2017-08-06,601
2017-08-09,624
2017-08-10,624
2017-08-11,635
2017-08-12,635
2017-08-13,635
2017-08-14,642
2017-08-15,642
2017-08-16,642
2017-08-17,641
2017-08-18,641
2017-08-19,641
2017-08-20,663
2017-08-21,663
2017-08-22,663
2017-08-23,665
2017-08-24,665
2017-08-25,665
2017-08-26,673
2017-08-27,673
2017-08-28,673
2017-08-29,693
2017-08-30,693
2017-08-31,693
2017-09-01,686
2017-09-02,686
2017-09-03,680
2017-09-04,680
2017-09-05,680
2017-09-06,674
2017-09-07,674
2017-09-08,674
2017-09-09,661
2017-09-10,661
2017-09-11,661
2017-09-12,651
2017-09-13,651
2017-09-14,643
2017-09-15,643
2017-09-16,643
2017-09-17,664
2017-09-18,664
2017-09-19,664
2017-09-20,681
2017-09-21,681
2017-09-22,681
2017-09-23,681
2017-09-24,662
2017-09-25,662
2017-09-26,662
2017-09-27,661
2017-09-28,661
2017-09-29,661
2017-09-30,682
2017-10-01,682
2017-10-02,682
2017-10-03,670
2017-10-04,670
2017-10-05,670
2017-10-06,670
2017-10-07,688
2017-10-08,688
2017-10-09,688
2017-10-10,704
2017-10-11,704
2017-10-12,704
2017-10-13,692
2017-10-14,692
2017-10-15,692
2017-10-16,684
2017-10-17,684
2017-10-18,684
2017-10-19,684
2017-10-20,688
2017-10-21,688
2017-10-22,688
2017-10-23,701
2017-10-24,701
2017-10-25,701
2017-10-26,697
2017-10-27,697
2017-10-28,697
2017-10-29,711
2017-10-30,711
2017-10-31,711
2017-11-01,711
2017-11-02,713
2017-11-03,713
2017-11-04,713
2017-11-05,734
2017-11-06,734
2017-11-07,734
2017-11-08,734
2017-11-09,765
2017-11-10,765
2017-11-11,765
2017-11-12,802
2017-11-13,802
2017-11-14,802
2017-11-15,802
2017-11-16,823
2017-11-17,823
2017-11-18,823
2017-11-19,823
2017-11-20,815
2017-11-21,815
2017-11-22,815
2017-11-23,823
2017-11-24,823
2017-11-25,823
2017-11-26,842
2017-11-27,842
2017-11-28,842
2017-11-29,842
2017-11-30,851
2017-12-01,851
2017-12-02,851
2017-12-03,816
2017-12-04,816
2017-12-05,816
2017-12-06,849
2017-12-07,849
2017-12-08,849
2017-12-09,851
2017-12-10,851
2017-12-11,851
2017-12-12,858
2017-12-13,858
2017-12-14,858
2017-12-15,872
2017-12-16,872
2017-12-17,872
2017-12-18,860
2017-12-19,860
2017-12-20,860
2017-12-21,857
2017-12-22,857
2017-12-23,857
2017-12-24,871
2017-12-25,871
2017-12-26,871
2017-12-27,829
2017-12-28,829
2017-12-29,829
2017-12-30,802
2017-12-31,802
2018-01-01,802
2018-01-02,772
2018-01-03,772
2018-01-04,772
2018-01-05,758
2018-01-06,758
2018-01-07,765
2018-01-08,765
2018-01-09,765
2018-01-10,734
2018-01-11,734
2018-01-12,734
2018-01-13,732
2018-01-14,732
2018-01-15,736
2018-01-16,736
2018-01-17,743
2018-01-18,743
2018-01-19,743
2018-01-20,731
2018-01-21,731
2018-01-22,726
2018-01-23,726
2018-01-24,731
2018-01-25,731
2018-01-26,748
2018-01-27,748
2018-01-28,774
2018-01-29,791
2018-01-30,791
2018-01-31,809
2018-02-01,809
2018-02-02,818
2018-02-03,820
2018-02-04,820
2018-02-05,794
2018-02-06,797
2018-02-07,789
2018-02-08,789
2018-02-09,768
2018-02-10,768
2018-02-11,771
2018-02-12,781
2018-02-13,781
2018-02-14,786
2018-02-15,788
2018-02-16,788
2018-02-17,788
2018-02-18,788
2018-02-19,810
2018-02-20,810
2018-02-21,844
2018-02-22,844
2018-02-23,887
2018-02-24,887
2018-02-25,924
2018-02-26,924
2018-02-27,971
2018-02-28,971
2018-03-01,1012
2018-03-02,1027
2018-03-03,1049
2018-03-04,1049
2018-03-05,1031
2018-03-06,1031
2018-03-07,1054
2018-03-08,1054
2018-03-09,1052
2018-03-10,1052
2018-03-11,1062
2018-03-12,1062
2018-03-13,1040
2018-03-14,1040
2018-03-15,1037
2018-03-16,1037
2018-03-17,1021
2018-03-18,1021
2018-03-20,946
2018-03-21,946
2018-03-23,937
2018-03-24,920
2018-03-25,886
2018-03-26,886
2018-03-27,862
2018-03-28,862
2018-03-29,833
2018-03-30,833
2018-03-31,835
2018-04-01,835
2018-04-02,802
2018-04-03,802
2018-04-04,799
2018-04-05,799
2018-04-06,823
2018-04-07,823
2018-04-08,820
2018-04-09,820
2018-04-10,812
2018-04-11,812
2018-04-12,797
2018-04-13,797
2018-04-14,780
2018-04-15,782
2018-04-16,782
2018-04-17,795
2018-04-18,795
2018-04-19,769
2018-04-20,769
2018-04-21,777
2018-04-22,777
2018-04-23,803
2018-04-24,803
2018-04-25,815
2018-04-26,815
2018-04-27,805
2018-04-28,805
2018-04-29,841
2018-04-30,841
2018-05-01,875
2018-05-02,875
2018-05-03,910
2018-05-04,910
2018-05-05,952
2018-05-06,952
2018-05-07,984
2018-05-08,984
2018-05-09,979
2018-05-10,979
2018-05-11,992
2018-05-12,1027
2018-05-13,1027
2018-05-14,1067
2018-05-15,1067
2018-05-16,1119
2018-05-17,1119
2018-05-18,1175
2018-05-19,1229
2018-05-20,1229
2018-05-21,1291
2018-05-22,1291
2018-05-23,1356
2018-05-24,1356
2018-05-25,1416
2018-05-26,1428
2018-05-27,1428
2018-05-28,1438
2018-05-29,1438
2018-05-30,1436
2018-05-31,1436
2018-06-01,1413
2018-06-02,1385
2018-06-03,1385
2018-06-04,1379
2018-06-05,1373
2018-06-06,1371
2018-06-07,1371
2018-06-08,1410
2018-06-09,1410
2018-06-10,1411
2018-06-11,1411
2018-06-12,1417
2018-06-13,1377
2018-06-14,1377
2018-06-15,1314
2018-06-16,1314
2018-06-17,1248
2018-06-18,1248
2018-06-19,1185
2018-06-20,1185
2018-06-21,1147
2018-06-22,1147
2018-06-23,1104
2018-06-24,1078
2018-06-25,1117
2018-06-26,1117
2018-06-27,1083
2018-06-28,1083
2018-06-29,1066
2018-06-30,1066
2018-07-01,1057
2018-07-02,1057
2018-07-03,1068
2018-07-04,1068
2018-07-05,1056
2018-07-06,1052
2018-07-07,1052
2018-07-08,1012
2018-07-09,1027
2018-07-10,1050
2018-07-11,1031
2018-07-12,1031
2018-07-13,1019
2018-07-14,1006
2018-07-15,1006
2018-07-16,1011
2018-07-17,995
2018-07-18,995
2018-07-19,1003
2018-07-20,1047
2018-07-21,1095
2018-07-22,1146
2018-07-23,1197
2018-07-24,1197
2018-07-25,1226
2018-07-26,1254
2018-07-27,1277
2018-07-28,1320
2018-07-29,1347
2018-07-30,1376
2018-07-31,1368
2018-08-01,1368
2018-08-02,1386
2018-08-03,1435
2018-08-04,1367
2018-08-05,1345
2018-08-06,1348
2018-08-07,1351
2018-08-08,1355
2018-08-09,1355
2018-08-10,1319
2018-08-11,1327
2018-08-12,1353
2018-08-14,1318
2018-08-16,1324
2018-08-17,1357
2018-08-18,1357
2018-08-19,1398
2018-08-20,1406
2018-08-21,1375
2018-08-22,1313
2018-08-23,1326
2018-08-24,1313
2018-08-25,1333
2018-08-26,1291
2018-08-27,1307
2018-08-28,1356
2018-08-29,1418
2018-08-30,1398
2018-08-31,1407
2018-09-01,1409
2018-09-02,1461
2018-09-03,1488
2018-09-04,1483
2018-09-05,1500
2018-09-06,1500
2018-09-07,1469
2018-09-08,1424
2018-09-09,1352
2018-09-10,1307
2018-09-11,1304
2018-09-12,1297
2018-09-13,1309
2018-09-14,1312
2018-09-15,1277
2018-09-16,1284
2018-09-17,1303
2018-09-18,1302
2018-09-19,1333
2018-09-20,1391
2018-09-21,1458
2018-09-22,1494
2018-09-23,1569
2018-09-24,1648
2018-09-25,1671
2018-09-26,1663
2018-09-27,1610
2018-09-28,1624
2018-09-29,1643
2018-09-30,1678
2018-10-01,1682
2018-10-02,1613
2018-10-03,1580
2018-10-04,1580
2018-10-05,1555
2018-10-06,1567
2018-10-07,1567
2018-10-08,1547
2018-10-09,1544
2018-10-10,1547
2018-10-11,1493
2018-10-12,1493
2018-10-13,1544
2018-10-14,1616
2018-10-15,1695
2018-10-16,1703
2018-10-17,1670
2018-10-18,1651
2018-10-19,1633
2018-10-20,1633
2018-10-21,1682
2018-10-22,1700
2018-10-23,1700
2018-10-24,1712
2018-10-25,1660
2018-10-26,1644
2018-10-27,1579
2018-10-28,1543
2018-10-29,1543
2018-10-30,1466
2018-10-31,1436
2018-11-01,1446
2018-11-03,1450
2018-11-04,1484
2018-11-05,1499
2018-11-06,1528
2018-11-07,1561
2018-11-08,1640
2018-11-09,1710
2018-11-10,1796
2018-11-11,1886
2018-11-12,1977
2018-11-13,2021
2018-11-14,2034
2018-11-15,1945
2018-11-16,1884
2018-11-17,1795
2018-11-18,1770
2018-11-19,1763
2018-11-20,1684
2018-11-21,1654
2018-11-22,1629
2018-11-23,1670
2018-11-24,1664
2018-11-25,1649
2018-11-26,1566
2018-11-27,1487
2018-11-28,1412
2018-11-29,1381
2018-12-01,1351
2018-12-02,1336
2018-12-03,1397
2018-12-04,1453
2018-12-05,1488
2018-12-07,1418
2018-12-09,1443
2018-12-10,1425
2018-12-11,1388
2018-12-12,1388
2018-12-13,1452
2018-12-14,1524
2018-12-15,1556
2018-12-16,1634
2018-12-17,1714
2018-12-18,1684
2018-12-19,1599
2018-12-20,1519
2018-12-21,1443
2018-12-22,1370
2018-12-23,1330
2018-12-24,1308
2018-12-25,1262
2018-12-26,1227
2018-12-27,1183
2018-12-28,1182
2018-12-29,1155
2018-12-30,1111
2018-12-31,1068
2019-01-01,1043
2019-01-02,1015
2019-01-03,976
2019-01-04,939
2019-01-05,939
2019-01-06,941
2019-01-08,920
2019-01-10,909
2019-01-11,906
2019-01-12,930
2019-01-13,945
2019-01-14,974
2019-01-15,1001
2019-01-16,1046
2019-01-17,1095
2019-01-18,1062
2019-01-19,1013
2019-01-20,1000
2019-01-21,961
2019-01-22,986
2019-01-23,957
2019-01-24,936
2019-01-25,954
2019-01-26,945
2019-01-27,920
2019-01-28,889
2019-01-29,875
2019-01-30,879
2019-01-31,864
2019-02-01,844
2019-02-02,819
2019-02-03,784
2019-02-04,784
2019-02-05,776
2019-02-06,795
2019-02-07,810
2019-02-08,819
2019-02-09,810
2019-02-10,824
2019-02-11,843
2019-02-12,873
2019-02-13,898
2019-02-14,898
2019-02-15,863
2019-02-16,828
2019-02-17,814
2019-02-18,815
2019-02-19,823
2019-02-20,860
2019-02-21,894
2019-02-22,938
2019-02-23,985
2019-02-24,1004
2019-02-25,995
2019-02-26,962
2019-02-27,921
2019-02-28,940
2019-03-01,919
2019-03-02,924
2019-03-03,957
2019-03-04,995
2019-03-05,1032
2019-03-06,1024
2019-03-07,1012
2019-03-08,1012
2019-03-09,978
2019-03-10,929
2019-03-11,921
2019-03-12,932
2019-03-13,932
2019-03-14,905
2019-03-15,938
2019-03-16,982
2019-03-17,1032
2019-03-18,1032
2019-03-19,1084
2019-03-20,1113
2019-03-21,1121
2019-03-22,1121
2019-03-23,1176
2019-03-24,1169
2019-03-25,1169
2019-03-26,1140
2019-03-27,1140
2019-03-28,1175
2019-03-29,1182
2019-03-30,1182
2019-03-31,1123
2019-04-01,1068
2019-04-02,1022
2019-04-03,970
2019-04-04,921
2019-04-05,899
2019-04-06,912
2019-04-07,907
2019-04-08,905
2019-04-09,869
2019-04-10,864
2019-04-11,838
2019-04-12,799
2019-04-13,785
2019-04-14,778
2019-04-15,778
2019-04-16,797
2019-04-17,797
2019-04-18,777
2019-04-19,790
2019-04-20,819
2019-04-21,819
2019-04-22,834
2019-04-23,820
2019-04-24,820
2019-04-25,818
2019-04-26,854
2019-04-27,854
2019-04-28,856
2019-04-29,849
2019-04-30,834
2019-05-01,834
2019-05-02,842
2019-05-03,860
2019-05-04,846
2019-05-05,846
2019-05-06,853
2019-05-07,845
2019-05-08,871
2019-05-09,871
2019-05-10,877
2019-05-11,896
2019-05-12,904
2019-05-13,905
2019-05-14,893
2019-05-15,893
2019-05-16,902
2019-05-17,902
2019-05-18,886
2019-05-19,886
2019-05-20,881
2019-05-21,881
2019-05-22,884
2019-05-23,926
2019-05-24,926
2019-05-25,968
2019-05-26,1015
2019-05-27,999
2019-05-28,988
2019-05-29,1004
2019-05-30,1004
2019-05-31,1047
2019-06-01,1080
2019-06-02,1130
2019-06-03,1183
2019-06-04,1235
2019-06-05,1294
2019-06-06,1354
2019-06-07,1417
2019-06-08,1487
