date_obj,Big%20pirate%20hat price
2016-01-22,236566
2016-01-23,236566
2016-01-24,233731
2016-01-25,233731
2016-01-26,229050
2016-01-27,229050
2016-01-28,229050
2016-01-29,226389
2016-01-30,226389
2016-01-31,226389
2016-02-01,229113
2016-02-02,229113
2016-02-03,229113
2016-02-04,233069
2016-02-05,233069
2016-02-06,233069
2016-02-07,232804
2016-02-08,232804
2016-02-09,232804
2016-02-10,225642
2016-02-11,225642
2016-02-12,225642
2016-02-13,215573
2016-02-14,215573
2016-02-15,215573
2016-02-16,204794
2016-02-17,204794
2016-02-18,204794
2016-02-19,194554
2016-02-20,194554
2016-02-21,186118
2016-02-22,186118
2016-02-23,186118
2016-02-24,176812
2016-02-25,176812
2016-02-26,167971
2016-02-27,167971
2016-02-28,159572
2016-02-29,159572
2016-03-01,151593
2016-03-02,151593
2016-03-03,144427
2016-03-04,144427
2016-03-05,137547
2016-03-06,133974
2016-03-07,133974
2016-03-08,133974
2016-03-09,136449
2016-03-10,136449
2016-03-11,136449
2016-03-12,142406
2016-03-13,142406
2016-03-14,142406
2016-03-15,138852
2016-03-16,138852
2016-03-17,141847
2016-03-18,141847
2016-03-19,145176
2016-03-20,145176
2016-03-21,144282
2016-03-22,144282
2016-03-23,144282
2016-03-24,145450
2016-03-25,145450
2016-03-26,144875
2016-03-27,144875
2016-03-28,137909
2016-03-29,137909
2016-03-30,137909
2016-03-31,131577
2016-04-01,131577
2016-04-02,131577
2016-04-03,127313
2016-04-04,127313
2016-04-05,123037
2016-04-06,123037
2016-04-07,121519
2016-04-08,121519
2016-04-09,120251
2016-04-10,120251
2016-04-11,120251
2016-04-12,117418
2016-04-13,117418
2016-04-14,115428
2016-04-15,115428
2016-04-16,119841
2016-04-17,119841
2016-04-18,121898
2016-04-19,121898
2016-04-20,126812
2016-04-21,126812
2016-04-22,126812
2016-04-23,126224
2016-04-24,126224
2016-04-25,128892
2016-04-26,128892
2016-04-27,132725
2016-04-28,132725
2016-04-29,132725
2016-04-30,135694
2016-05-01,135694
2016-05-02,137087
2016-05-03,137087
2016-05-04,134833
2016-05-05,134833
2016-05-06,131069
2016-05-07,131069
2016-05-08,125741
2016-05-09,125741
2016-05-10,119644
2016-05-11,119644
2016-05-12,120005
2016-05-13,120005
2016-05-14,122114
2016-05-15,122114
2016-05-16,125566
2016-05-17,125566
2016-05-18,127052
2016-05-19,127052
2016-05-22,128925
2016-05-23,131540
2016-05-24,131540
2016-05-25,131540
2016-05-26,133602
2016-05-27,133602
2016-05-28,133293
2016-05-29,133293
2016-05-30,132826
2016-05-31,132826
2016-06-01,129522
2016-06-02,129522
2016-06-03,129522
2016-06-04,126786
2016-06-05,126786
2016-06-06,126900
2016-06-07,126900
2016-06-08,131360
2016-06-09,131360
2016-06-10,137619
2016-06-11,137619
2016-06-12,137619
2016-06-13,142520
2016-06-14,142520
2016-06-15,142520
2016-06-16,141950
2016-06-17,141950
2016-06-18,137951
2016-06-19,137951
2016-06-20,143280
2016-06-21,143280
2016-06-22,147921
2016-06-23,147921
2016-06-24,153885
2016-06-25,153885
2016-06-26,153885
2016-06-27,159958
2016-06-28,159958
2016-06-29,165636
2016-06-30,165636
2016-07-01,170770
2016-07-02,170770
2016-07-03,170770
2016-07-04,168040
2016-07-05,168040
2016-07-06,168040
2016-07-07,165760
2016-07-08,165760
2016-07-09,160829
2016-07-10,160829
2016-07-11,155912
2016-07-12,155912
2016-07-13,155912
2016-07-14,151644
2016-07-15,151644
2016-07-16,152726
2016-07-17,152726
2016-07-18,152726
2016-07-23,150211
2016-07-24,143364
2016-07-25,143364
2016-07-26,137005
2016-07-27,137005
2016-07-28,137005
2016-07-29,135790
2016-07-30,135790
2016-07-31,135790
2016-08-01,134139
2016-08-02,134139
2016-08-03,133716
2016-08-04,133716
2016-08-05,133716
2016-08-06,132939
2016-08-07,132939
2016-08-08,132939
2016-08-09,132200
2016-08-10,132200
2016-08-11,132200
2016-08-12,132105
2016-08-13,132105
2016-08-14,132105
2016-08-15,131866
2016-08-16,131866
2016-08-17,131866
2016-08-18,131618
2016-08-19,131618
2016-08-20,131618
2016-08-21,129103
2016-08-22,129103
2016-08-23,129103
2016-08-24,129482
2016-08-25,129482
2016-08-26,129482
2016-08-28,130503
2016-08-31,129709
2016-09-01,129709
2016-09-02,129709
2016-09-03,129709
2016-09-04,130051
2016-09-05,130051
2016-09-06,130051
2016-09-07,128836
2016-09-08,128836
2016-09-09,128836
2016-09-10,129157
2016-09-11,129157
2016-09-12,129157
2016-09-13,128677
2016-09-14,128677
2016-09-15,128677
2016-09-16,128677
2016-09-17,127872
2016-09-18,127872
2016-09-19,127872
2016-09-20,126819
2016-09-21,126819
2016-09-22,126819
2016-09-23,127187
2016-09-24,127187
2016-09-25,127187
2016-09-26,127068
2016-09-27,127068
2016-09-28,127068
2016-09-29,126586
2016-09-30,126586
2016-10-01,126586
2016-10-02,127481
2016-10-03,127481
2016-10-04,127481
2016-10-05,127481
2016-10-06,127881
2016-10-07,127881
2016-10-08,127881
2016-10-09,128492
2016-10-10,128492
2016-10-11,128492
2016-10-12,128492
2016-10-13,128079
2016-10-14,128079
2016-10-15,128079
2016-10-16,132731
2016-10-17,132731
2016-10-18,132731
2016-10-19,138136
2016-10-20,138136
2016-10-21,138136
2016-10-22,138136
2016-10-23,142207
2016-10-24,142207
2016-10-25,142207
2016-10-26,148708
2016-10-27,148708
2016-10-28,148708
2016-10-29,148708
2016-10-30,151143
2016-10-31,151143
2016-11-01,151143
2016-11-02,156097
2016-11-03,156097
2016-11-04,156097
2016-11-05,156097
2016-11-06,161053
2016-11-07,161053
2016-11-08,161053
2016-11-09,161053
2016-11-10,168239
2016-11-11,168239
2016-11-12,168239
2016-11-13,175601
2016-11-14,175601
2016-11-15,175601
2016-12-07,216439
2016-12-08,216439
2016-12-09,221748
2016-12-10,221748
2016-12-11,221748
2016-12-12,221748
2016-12-13,226007
2016-12-14,226007
2016-12-15,226007
2016-12-16,226007
2016-12-17,225572
2016-12-18,225572
2016-12-19,225572
2016-12-20,225572
2016-12-21,235006
2016-12-22,235006
2016-12-23,235006
2016-12-24,235006
2016-12-25,244425
2016-12-26,244425
2016-12-27,244425
2016-12-28,244425
2016-12-29,248247
2016-12-30,248247
2016-12-31,248247
2017-01-01,248247
2017-01-02,248247
2017-01-03,237302
2017-01-04,237302
2017-01-05,237302
2017-01-06,237302
2017-01-07,235013
2017-01-08,235013
2017-01-09,235013
2017-01-10,235013
2017-01-11,226889
2017-01-12,226889
2017-01-13,226889
2017-01-14,226889
2017-01-15,220034
2017-01-16,220034
2017-01-17,220034
2017-01-18,228517
2017-01-19,228517
2017-01-20,228517
2017-01-21,228517
2017-01-23,232699
2017-01-27,226749
2017-01-28,226749
2017-01-29,222025
2017-01-30,222025
2017-01-31,222025
2017-02-01,221423
2017-02-02,221423
2017-02-03,221423
2017-02-04,221423
2017-02-05,221939
2017-02-06,221939
2017-02-07,221939
2017-02-08,216292
2017-02-09,216292
2017-02-10,216292
2017-02-11,209464
2017-02-12,209464
2017-02-13,209464
2017-02-14,199767
2017-02-15,199767
2017-02-16,199767
2017-02-18,193122
2017-02-19,193122
2017-02-20,193122
2017-02-21,187103
2017-02-22,187103
2017-02-23,187103
2017-02-24,187103
2017-02-25,179510
2017-02-26,179510
2017-02-27,179510
2017-02-28,175785
2017-03-01,175785
2017-03-02,175785
2017-03-03,175785
2017-03-04,173137
2017-03-05,173137
2017-03-06,173137
2017-03-07,174925
2017-03-08,174925
2017-03-09,174925
2017-03-10,176054
2017-03-11,176054
2017-03-12,176054
2017-03-13,177958
2017-03-14,177958
2017-03-15,177958
2017-03-16,178344
2017-03-17,178344
2017-03-18,178344
2017-03-19,178659
2017-03-20,178659
2017-03-21,178659
2017-03-22,178659
2017-03-23,174603
2017-03-24,174603
2017-03-25,174603
2017-03-26,174603
2017-03-27,168790
2017-03-28,168790
2017-03-29,168790
2017-03-30,163347
2017-03-31,163347
2017-04-01,163347
2017-04-02,163347
2017-04-03,155973
2017-04-04,155973
2017-04-12,146554
2017-04-13,142249
2017-04-14,142249
2017-04-15,138803
2017-04-16,138803
2017-04-17,135796
2017-04-18,135796
2017-04-19,135796
2017-04-20,135796
2017-04-21,132000
2017-04-22,132000
2017-04-23,132000
2017-04-24,129007
2017-04-25,129007
2017-04-26,129007
2017-04-27,123634
2017-04-28,123634
2017-04-29,123634
2017-04-30,117452
2017-05-01,117452
2017-05-02,117452
2017-05-03,114100
2017-05-04,114100
2017-05-05,113228
2017-05-06,113228
2017-05-07,113228
2017-05-08,112787
2017-05-09,112787
2017-05-10,112131
2017-05-11,112131
2017-05-12,112131
2017-05-13,108509
2017-05-14,108509
2017-05-15,108509
2017-05-16,111581
2017-05-17,111581
2017-05-18,111581
2017-05-19,111581
2017-05-20,112628
2017-05-21,112628
2017-05-22,112628
2017-05-23,112628
2017-05-24,115414
2017-05-25,115414
2017-05-26,115414
2017-05-27,115414
2017-05-28,116546
2017-05-29,116546
2017-05-30,116546
2017-05-31,119253
2017-06-01,119253
2017-06-02,119253
2017-06-03,119253
2017-06-04,120107
2017-06-05,120107
2017-06-06,123631
2017-06-07,123631
2017-06-08,123631
2017-06-09,123631
2017-06-10,126569
2017-06-11,126569
2017-06-12,126569
2017-06-13,129729
2017-06-14,129729
2017-06-15,129729
2017-06-16,129729
2017-06-17,129876
2017-06-18,129876
2017-06-19,129876
2017-06-20,129233
2017-06-21,129233
2017-06-22,129233
2017-06-23,129233
2017-06-24,127757
2017-06-25,127757
2017-06-26,127757
2017-06-27,123980
2017-06-28,123980
2017-06-29,123980
2017-06-30,124010
2017-07-01,124010
2017-07-02,124010
2017-07-03,125068
2017-07-04,125068
2017-07-05,125068
2017-07-06,126618
2017-07-07,126618
2017-07-08,126618
2017-07-13,123494
2017-07-14,123494
2017-07-15,123494
2017-07-16,122484
2017-07-17,122484
2017-07-18,122484
2017-07-19,122308
2017-07-20,122308
2017-07-21,122308
2017-07-22,120540
2017-07-23,120540
2017-07-24,120540
2017-07-25,120415
2017-07-26,120415
2017-07-27,120415
2017-07-28,119478
2017-07-29,119478
2017-07-30,118769
2017-07-31,118769
2017-08-01,118769
2017-08-02,117413
2017-08-03,117413
2017-08-04,117413
2017-08-05,120074
2017-08-06,120074
2017-08-07,120074
2017-08-08,120321
2017-08-09,120321
2017-08-10,119326
2017-08-11,119326
2017-08-12,119326
2017-08-13,119919
2017-08-14,119919
2017-08-15,122307
2017-08-16,122307
2017-08-17,125468
2017-08-18,125468
2017-08-19,125468
2017-08-20,123454
2017-08-21,123454
2017-08-22,123454
2017-08-23,123490
2017-08-24,123490
2017-08-25,123490
2017-08-26,123129
2017-08-27,123129
2017-08-28,123129
2017-08-29,125542
2017-08-30,125542
2017-08-31,126970
2017-09-01,126970
2017-09-02,127342
2017-09-03,127342
2017-09-04,127342
2017-09-05,125890
2017-09-06,125890
2017-09-07,125890
2017-09-08,125995
2017-09-09,125995
2017-09-10,125349
2017-09-11,125349
2017-09-12,125349
2017-09-13,123463
2017-09-14,123463
2017-09-15,123463
2017-09-16,123010
2017-09-17,123010
2017-09-18,123010
2017-09-19,121773
2017-09-20,121773
2017-09-22,121824
2017-09-23,121824
2017-09-24,121824
2017-09-25,123156
2017-09-26,123156
2017-09-27,123156
2017-09-28,123156
2017-09-29,122367
2017-09-30,122367
2017-10-01,122367
2017-10-02,122458
2017-10-03,122458
2017-10-04,122458
2017-10-05,125565
2017-10-06,125565
2017-10-07,125565
2017-10-08,126537
2017-10-09,126537
2017-10-10,126537
2017-10-11,125644
2017-10-12,125644
2017-10-13,125644
2017-10-14,124563
2017-10-15,124563
2017-10-16,124563
2017-10-17,123902
2017-10-18,123902
2017-10-19,123902
2017-10-20,123304
2017-10-21,123304
2017-10-22,123304
2017-10-23,122012
2017-10-24,122012
2017-10-25,122012
2017-10-26,120518
2017-10-27,120518
2017-10-28,120518
2017-10-29,119825
2017-10-30,119825
2017-10-31,119825
2017-11-01,120614
2017-11-02,120614
2017-11-03,120614
2017-11-04,119670
2017-11-05,119670
2017-11-06,119670
2017-11-07,119871
2017-11-08,119871
2017-11-09,119871
2017-11-10,119200
2017-11-11,119200
2017-11-12,119200
2017-11-13,118695
2017-11-14,118695
2017-11-15,118695
2017-11-16,117031
2017-11-17,117031
2017-11-18,117031
2017-11-19,117031
2017-11-20,117822
2017-11-21,117822
2017-11-22,117822
2017-11-23,115602
2017-11-24,115602
2017-11-25,115602
2017-11-26,115602
2017-11-27,115242
2017-11-28,115242
2017-11-29,115242
2017-11-30,115242
2017-12-01,114546
2017-12-02,114546
2017-12-03,114546
2017-12-04,114546
2017-12-05,114734
2017-12-06,114734
2017-12-07,114734
2017-12-08,114158
2017-12-09,114158
2017-12-10,114158
2017-12-11,115427
2017-12-12,115427
2017-12-13,115427
2017-12-14,115427
2017-12-15,116654
2017-12-16,116654
2017-12-17,116654
2017-12-18,115548
2017-12-19,115548
2017-12-20,115548
2017-12-21,115548
2017-12-22,114199
2017-12-23,114199
2017-12-24,114199
2017-12-25,114208
2017-12-26,114208
2017-12-27,114208
2017-12-28,118099
2017-12-29,118099
2017-12-30,118099
2017-12-31,120361
2018-01-01,120361
2018-01-02,120361
2018-01-03,121201
2018-01-04,121201
2018-01-05,121201
2018-01-06,117979
2018-01-07,117979
2018-01-08,117979
2018-01-09,118001
2018-01-10,118001
2018-01-11,118001
2018-01-12,118001
2018-01-13,118725
2018-01-14,118725
2018-01-15,118725
2018-01-16,116606
2018-01-17,116606
2018-01-18,116606
2018-01-19,116867
2018-01-20,116867
2018-01-21,116867
2018-01-22,115273
2018-01-23,115273
2018-01-24,113935
2018-01-25,113935
2018-01-26,113935
2018-01-27,114907
2018-01-28,114907
2018-01-29,114907
2018-01-30,115415
2018-01-31,115415
2018-02-01,115415
2018-02-02,115415
2018-02-03,119479
2018-02-04,119479
2018-02-05,119479
2018-02-06,119988
2018-02-07,119988
2018-02-08,119988
2018-02-09,119406
2018-02-10,119406
2018-02-11,119406
2018-02-12,118135
2018-02-13,118135
2018-02-14,117918
2018-02-15,117918
2018-02-16,117918
2018-02-17,118948
2018-02-18,118948
2018-02-19,121237
2018-02-20,121237
2018-02-21,121237
2018-02-22,121035
2018-02-23,121035
2018-02-24,121035
2018-02-25,119539
2018-02-26,119539
2018-02-27,119539
2018-02-28,120726
2018-03-01,120726
2018-03-02,124775
2018-03-03,124775
2018-03-04,124775
2018-03-05,130397
2018-03-06,130397
2018-03-07,130397
2018-03-08,135341
2018-03-09,135341
2018-03-10,135341
2018-03-11,139096
2018-03-12,139096
2018-03-13,139096
2018-03-14,139096
2018-03-15,140084
2018-03-16,140084
2018-03-17,140084
2018-03-18,143522
2018-03-19,143522
2018-03-20,143522
2018-03-21,143522
2018-03-22,145319
2018-03-23,145319
2018-03-24,145319
2018-03-25,143603
2018-03-26,143603
2018-03-27,143603
2018-03-28,143819
2018-03-29,143819
2018-03-30,143819
2018-03-31,141801
2018-04-01,141801
2018-04-02,141801
2018-04-03,137797
2018-04-04,137797
2018-04-05,137797
2018-04-06,135398
2018-04-07,135398
2018-04-08,135398
2018-04-09,135746
2018-04-10,135746
2018-04-11,135746
2018-04-12,135746
2018-04-13,137929
2018-04-14,137929
2018-04-15,137929
2018-04-16,140591
2018-04-17,140591
2018-04-18,140591
2018-04-19,140591
2018-04-20,142829
2018-04-21,142829
2018-04-22,142829
2018-04-23,142829
2018-04-24,139027
2018-04-25,139027
2018-04-26,139027
2018-04-27,134247
2018-04-28,134247
2018-04-29,134247
2018-04-30,131587
2018-05-01,131587
2018-05-02,131587
2018-05-03,131587
2018-05-04,134472
2018-05-05,134472
2018-05-06,134472
2018-05-07,133518
2018-05-08,133518
2018-05-09,133518
2018-05-10,128184
2018-05-11,128184
2018-05-12,128184
2018-05-13,126676
2018-05-14,126676
2018-05-15,126676
2018-05-16,126769
2018-05-17,126769
2018-05-18,126769
2018-05-19,123921
2018-05-20,123921
2018-05-21,123921
2018-05-22,123921
2018-05-23,123046
2018-05-24,123046
2018-05-25,123046
2018-05-26,118560
2018-05-27,118560
2018-05-28,118560
2018-05-29,116123
2018-05-30,116123
2018-05-31,116123
2018-06-01,114795
2018-06-02,114795
2018-06-03,114795
2018-06-04,113528
2018-06-05,113528
2018-06-06,113667
2018-06-07,113667
2018-06-08,113667
2018-06-09,114095
2018-06-10,114095
2018-06-11,114095
2018-06-12,114579
2018-06-13,114579
2018-06-14,114579
2018-06-15,113489
2018-06-16,113489
2018-06-17,113489
2018-06-18,112900
2018-06-19,112900
2018-06-20,112900
2018-06-21,113141
2018-06-22,113141
2018-06-23,113141
2018-06-24,113691
2018-06-25,113691
2018-06-26,113691
2018-06-27,113524
2018-06-28,113524
2018-06-29,113524
2018-06-30,110405
2018-07-01,110405
2018-07-02,110405
2018-07-03,111101
2018-07-04,111101
2018-07-05,111101
2018-07-06,111214
2018-07-07,111214
2018-07-08,111214
2018-07-09,109683
2018-07-10,109683
2018-07-11,109683
2018-07-12,109683
2018-07-13,109683
2018-07-14,108065
2018-07-15,108065
2018-07-16,108065
2018-07-17,112834
2018-07-18,112834
2018-07-19,112834
2018-07-20,116120
2018-07-21,116120
2018-07-22,117722
2018-07-23,117722
2018-07-24,117722
2018-07-25,115993
2018-07-26,115993
2018-07-27,115993
2018-07-28,115265
2018-07-29,115265
2018-07-30,115265
2018-07-31,114795
2018-08-01,114795
2018-08-02,114795
2018-08-03,114012
2018-08-04,114012
2018-08-05,116869
2018-08-06,116869
2018-08-07,116869
2018-08-08,120946
2018-08-09,120946
2018-08-10,120946
2018-08-11,120946
2018-08-12,119373
2018-08-14,119373
2018-08-16,120724
2018-08-17,120724
2018-08-18,123530
2018-08-19,123530
2018-08-20,122763
2018-08-21,122763
2018-08-22,122763
2018-08-23,122763
2018-08-24,121629
2018-08-25,121629
2018-08-26,123674
2018-08-27,123674
2018-08-28,123674
2018-08-29,121618
2018-08-30,121618
2018-08-31,121618
2018-09-01,122308
2018-09-02,122308
2018-09-03,122308
2018-09-04,125624
2018-09-05,125624
2018-09-06,125624
2018-09-07,127561
2018-09-08,127561
2018-09-09,127561
2018-09-10,131502
2018-09-11,131502
2018-09-12,131502
2018-09-13,134983
2018-09-14,134983
2018-09-15,137818
2018-09-16,137818
2018-09-17,137818
2018-09-18,141202
2018-09-19,141202
2018-09-20,141202
2018-09-21,143757
2018-09-22,143757
2018-09-23,145742
2018-09-24,145742
2018-09-25,145742
2018-09-26,148552
2018-09-27,148552
2018-09-28,148552
2018-09-29,150825
2018-09-30,150825
2018-10-01,150825
2018-10-02,154040
2018-10-03,154040
2018-10-04,154040
2018-10-05,157733
2018-10-06,157733
2018-10-07,157733
2018-10-08,159886
2018-10-09,159886
2018-10-10,159886
2018-10-11,160752
2018-10-12,160752
2018-10-13,160752
2018-10-14,162332
2018-10-15,162332
2018-10-16,162332
2018-10-17,162282
2018-10-18,162282
2018-10-19,162282
2018-10-20,163765
2018-10-21,163765
2018-10-22,167837
2018-10-23,167837
2018-10-24,167837
2018-10-25,167621
2018-10-26,167621
2018-10-27,167621
2018-10-28,166255
2018-10-29,166255
2018-10-30,166255
2018-10-31,160924
2018-11-01,160924
2018-11-03,156072
2018-11-04,151786
2018-11-05,151786
2018-11-06,149029
2018-11-07,149029
2018-11-08,148829
2018-11-09,148829
2018-11-10,146958
2018-11-11,146958
2018-11-12,146015
2018-11-13,146015
2018-11-15,147402
2018-11-16,146104
2018-11-17,146104
2018-11-18,145726
2018-11-19,145726
2018-11-20,145938
2018-11-21,145938
2018-11-22,142563
2018-11-23,142563
2018-11-24,136834
2018-11-25,136834
2018-11-26,132990
2018-11-27,132990
2018-11-28,128602
2018-11-29,128602
2018-12-01,125236
2018-12-02,123129
2018-12-03,123129
2018-12-04,125144
2018-12-05,125144
2018-12-07,123112
2018-12-09,125160
2018-12-10,124221
2018-12-11,124221
2018-12-12,124221
2018-12-13,123119
2018-12-14,123119
2018-12-15,120516
2018-12-16,120516
2018-12-17,120516
2018-12-18,117006
2018-12-19,117006
2018-12-20,115430
2018-12-21,115430
2018-12-22,112670
2018-12-23,107498
2018-12-24,107498
2018-12-25,103918
2018-12-26,103918
2018-12-27,99054
2018-12-28,99054
2018-12-29,94340
2018-12-30,94340
2018-12-31,92704
2019-01-01,92704
2019-01-02,90431
2019-01-03,90431
2019-01-04,89059
2019-01-05,89059
2019-01-06,85679
2019-01-08,85679
2019-01-10,78565
2019-01-11,78565
2019-01-12,75105
2019-01-13,75105
2019-01-14,72381
2019-01-15,72381
2019-01-16,70974
2019-01-17,69958
2019-01-18,69958
2019-01-19,67813
2019-01-20,67813
2019-01-21,66540
2019-01-22,66540
2019-01-23,66468
2019-01-24,66468
2019-01-25,68354
2019-01-26,68354
2019-01-27,66888
2019-01-28,66888
2019-01-29,65937
2019-01-30,65937
2019-01-31,65937
2019-02-01,65128
2019-02-02,65128
2019-02-03,64263
2019-02-04,64263
2019-02-05,64781
2019-02-06,64781
2019-02-07,66817
2019-02-08,66817
2019-02-09,66650
2019-02-10,66650
2019-02-11,65371
2019-02-12,65371
2019-02-13,63944
2019-02-14,63944
2019-02-15,63101
2019-02-16,63101
2019-02-17,64536
2019-02-18,64536
2019-02-19,67384
2019-02-20,67384
2019-02-21,69043
2019-02-22,69043
2019-02-23,70889
2019-02-24,70889
2019-02-25,74434
2019-02-26,74434
2019-02-27,77276
2019-02-28,77276
2019-03-01,79839
2019-03-02,79839
2019-03-03,83467
2019-03-04,83467
2019-03-05,87451
2019-03-06,87451
2019-03-07,91409
2019-03-08,91409
2019-03-09,95517
2019-03-10,95517
2019-03-11,100159
2019-03-12,104604
2019-03-13,104604
2019-03-14,109437
2019-03-15,109437
2019-03-16,114323
2019-03-17,114323
2019-03-18,119761
2019-03-19,119761
2019-03-20,125302
2019-03-21,125302
2019-03-22,131057
