date_obj,Plank price
2015-08-15,199
2015-08-16,202
2015-08-17,207
2015-08-18,216
2015-08-19,224
2015-08-20,219
2015-08-21,226
2015-08-22,229
2015-08-23,239
2015-08-24,237
2015-08-25,237
2015-08-26,240
2015-08-27,244
2015-08-28,235
2015-08-29,230
2015-08-30,235
2015-08-31,228
2015-09-01,227
2015-09-02,227
2015-09-03,223
2015-09-04,224
2015-09-05,227
2015-09-06,223
2015-09-07,222
2015-09-08,219
2015-09-09,219
2015-09-10,216
2015-09-11,214
2015-09-12,219
2015-09-13,221
2015-09-14,221
2015-09-15,220
2015-09-16,220
2015-09-17,219
2015-09-18,217
2015-09-19,209
2015-09-20,204
2015-09-21,201
2015-09-22,194
2015-09-23,190
2015-09-24,190
2015-09-25,190
2015-09-27,180
2015-09-28,179
2015-09-29,178
2015-09-30,178
2015-10-05,158
2015-10-06,150
2015-10-07,142
2015-10-08,136
2015-10-09,133
2015-10-10,133
2015-10-11,134
2015-10-12,139
2015-10-13,139
2015-10-14,142
2015-10-15,145
2015-10-16,144
2015-10-17,144
2015-10-18,146
2015-10-19,151
2015-10-20,157
2015-10-22,162
2015-10-23,162
2015-10-24,161
2015-10-25,161
2015-10-26,163
2015-10-27,169
2015-10-29,178
2015-10-30,178
2015-10-31,186
2015-11-01,186
2015-11-02,196
2015-11-03,206
2015-11-04,217
2015-11-05,228
2015-11-06,240
2015-11-07,252
2015-11-08,265
2015-11-09,279
2015-11-10,293
2015-11-11,306
2015-11-12,322
2015-11-13,339
2015-11-14,356
2015-11-15,374
2015-11-16,393
2015-11-17,407
2015-11-18,389
2015-11-19,396
2015-11-20,416
2015-11-21,416
2015-11-22,437
2015-11-23,437
2015-11-24,456
2015-11-25,473
2015-11-26,473
2015-11-27,497
2015-11-28,522
2015-11-29,521
2015-11-30,494
2015-12-01,469
2015-12-02,445
2015-12-03,422
2015-12-04,400
2015-12-05,380
2015-12-06,361
2015-12-07,342
2015-12-08,334
2015-12-09,343
2015-12-10,354
2015-12-11,350
2015-12-12,339
2015-12-13,336
2015-12-14,336
2015-12-15,319
2015-12-16,303
2015-12-17,293
2015-12-18,285
2015-12-19,277
2015-12-20,282
2015-12-21,294
2015-12-22,304
2015-12-23,308
2015-12-24,308
2015-12-25,309
2015-12-26,302
2015-12-27,297
2015-12-28,299
2015-12-29,299
2015-12-30,303
2015-12-31,308
2016-01-01,306
2016-01-02,305
2016-01-03,297
2016-01-04,295
2016-01-05,291
2016-01-06,302
2016-01-07,318
2016-01-08,334
2016-01-09,349
2016-01-10,340
2016-01-11,335
2016-01-12,329
2016-01-13,321
2016-01-14,314
2016-01-15,315
2016-01-16,310
2016-01-17,314
2016-01-18,329
2016-01-19,346
2016-01-20,364
2016-01-21,383
2016-01-22,402
2016-01-23,423
2016-01-24,426
2016-01-25,405
2016-01-26,384
2016-01-27,364
2016-01-28,364
2016-01-29,345
2016-01-30,327
2016-01-31,312
2016-02-01,309
2016-02-02,311
2016-02-03,315
2016-02-04,318
2016-02-05,315
2016-02-06,313
2016-02-07,309
2016-02-08,314
2016-02-09,318
2016-02-10,311
2016-02-11,323
2016-02-12,319
2016-02-13,319
2016-02-14,321
2016-02-15,329
2016-02-16,342
2016-02-17,332
2016-02-18,335
2016-02-19,339
2016-02-20,349
2016-02-21,365
2016-02-22,384
2016-02-23,403
2016-02-24,412
2016-02-25,404
2016-02-26,395
2016-02-27,399
2016-02-28,411
2016-02-29,428
2016-03-01,440
2016-03-02,447
2016-03-03,461
2016-03-04,479
2016-03-05,467
2016-03-06,452
2016-03-07,438
2016-03-08,438
2016-03-09,455
2016-03-10,455
2016-03-11,445
2016-03-12,430
2016-03-13,416
2016-03-14,407
2016-03-15,407
2016-03-16,396
2016-03-17,405
2016-03-18,426
2016-03-19,440
2016-03-20,425
2016-03-21,428
2016-03-22,422
2016-03-23,419
2016-03-24,436
2016-03-25,440
2016-03-26,435
2016-03-27,433
2016-03-28,419
2016-03-29,402
2016-03-30,387
2016-03-31,377
2016-04-01,360
2016-04-02,345
2016-04-03,331
2016-04-04,331
2016-04-05,334
2016-04-06,341
2016-04-07,345
2016-04-08,351
2016-04-09,366
2016-04-10,379
2016-04-11,379
2016-04-12,384
2016-04-14,371
2016-04-15,366
2016-04-16,370
2016-04-17,379
2016-04-18,377
2016-04-19,383
2016-04-20,379
2016-04-21,371
2016-04-22,360
2016-04-23,357
2016-04-24,362
2016-04-25,347
2016-04-26,333
2016-04-27,336
2016-04-28,336
2016-04-29,332
2016-04-30,337
2016-05-01,339
2016-05-02,328
2016-05-03,331
2016-05-04,339
2016-05-05,338
2016-05-06,334
2016-05-07,329
2016-05-08,323
2016-05-09,318
2016-05-10,308
2016-05-11,301
2016-05-12,302
2016-05-13,295
2016-05-14,291
2016-05-15,277
2016-05-16,275
2016-05-17,269
2016-05-18,277
2016-05-19,282
2016-05-22,290
2016-05-23,283
2016-05-24,290
2016-05-25,299
2016-05-26,301
2016-05-27,301
2016-05-28,304
2016-05-29,312
2016-05-30,323
2016-05-31,320
2016-06-01,316
2016-06-02,328
2016-06-03,338
2016-06-04,338
2016-06-05,336
2016-06-06,338
2016-06-07,355
2016-06-08,372
2016-06-09,389
2016-06-10,405
2016-06-11,409
2016-06-12,416
2016-06-13,430
2016-06-14,446
2016-06-15,452
2016-06-16,436
2016-06-17,424
2016-06-18,430
2016-06-19,420
2016-06-20,404
2016-06-21,383
2016-06-22,364
2016-06-23,347
2016-06-24,340
2016-06-25,336
2016-06-26,348
2016-06-27,354
2016-06-28,359
2016-06-29,367
2016-06-30,367
2016-07-01,367
2016-07-02,378
2016-07-03,378
2016-07-04,384
2016-07-05,394
2016-07-06,392
2016-07-07,395
2016-07-08,395
2016-07-09,396
2016-07-10,412
2016-07-11,431
2016-07-12,442
2016-07-13,440
2016-07-14,459
2016-07-15,478
2016-07-16,492
2016-07-17,513
2016-07-18,501
2016-07-23,458
2016-07-24,435
2016-07-25,413
2016-07-26,398
2016-07-27,398
2016-07-28,412
2016-07-29,420
2016-07-30,414
2016-07-31,395
2016-08-01,385
2016-08-02,370
2016-08-03,355
2016-08-04,350
2016-08-05,346
2016-08-06,340
2016-08-07,334
2016-08-08,332
2016-08-09,339
2016-08-10,352
2016-08-11,369
2016-08-12,387
2016-08-13,402
2016-08-14,410
2016-08-15,416
2016-08-16,433
2016-08-17,416
2016-08-18,395
2016-08-19,375
2016-08-20,356
2016-08-21,348
2016-08-22,355
2016-08-23,351
2016-08-24,358
2016-08-25,351
2016-08-26,351
2016-08-28,320
2016-08-31,286
2016-09-01,275
2016-09-02,275
2016-09-03,283
2016-09-04,289
2016-09-05,290
2016-09-06,289
2016-09-07,283
2016-09-08,275
2016-09-09,275
2016-09-10,273
2016-09-11,262
2016-09-12,264
2016-09-13,269
2016-09-14,265
2016-09-15,268
2016-09-16,265
2016-09-17,253
2016-09-18,244
2016-09-19,235
2016-09-20,226
2016-09-21,215
2016-09-22,219
2016-09-23,225
2016-09-24,225
2016-09-25,225
2016-09-26,227
2016-09-27,220
2016-09-28,216
2016-09-29,210
2016-09-30,200
2016-10-01,190
2016-10-02,181
2016-10-03,178
2016-10-04,176
2016-10-05,177
2016-10-06,176
2016-10-07,168
2016-10-08,172
2016-10-09,172
2016-10-10,176
2016-10-11,171
2016-10-12,176
2016-10-13,178
2016-10-14,175
2016-10-15,174
2016-10-16,180
2016-10-17,185
2016-10-18,192
2016-10-19,196
2016-10-20,200
2016-10-21,206
2016-10-22,212
2016-10-23,221
2016-10-24,233
2016-10-25,238
2016-10-26,236
2016-10-27,226
2016-10-28,216
2016-10-29,214
2016-10-30,217
2016-10-31,216
2016-11-01,217
2016-11-02,219
2016-11-03,223
2016-11-04,219
2016-11-05,218
2016-11-06,223
2016-11-07,228
2016-11-08,228
2016-11-09,231
2016-11-10,235
2016-11-11,237
2016-11-12,242
2016-11-13,250
2016-11-14,261
2016-12-07,261
2016-12-08,270
2016-12-09,272
2016-12-10,280
2016-12-11,278
2016-12-12,276
2016-12-13,275
2016-12-14,277
2016-12-15,279
2016-12-16,281
2016-12-17,278
2016-12-18,274
2016-12-19,272
2016-12-20,266
2016-12-21,266
2016-12-22,274
2016-12-23,274
2016-12-24,266
2016-12-25,259
2016-12-26,257
2016-12-27,246
2016-12-28,233
2016-12-29,222
2016-12-30,218
2016-12-31,216
2017-01-01,221
2017-01-02,227
2017-01-03,230
2017-01-04,227
2017-01-05,238
2017-01-06,244
2017-01-07,252
2017-01-08,261
2017-01-09,265
2017-01-10,271
2017-01-11,284
2017-01-12,297
2017-01-13,312
2017-01-14,328
2017-01-15,340
2017-01-16,331
2017-01-17,345
2017-01-18,348
2017-01-19,363
2017-01-20,380
2017-01-21,375
2017-01-22,357
2017-01-27,341
2017-01-28,336
2017-01-29,319
2017-01-30,305
2017-01-31,299
2017-02-01,309
2017-02-02,300
2017-02-03,300
2017-02-04,295
2017-02-05,297
2017-02-06,288
2017-02-07,288
2017-02-08,300
2017-02-09,311
2017-02-10,326
2017-02-11,318
2017-02-12,317
2017-02-13,315
2017-02-14,312
2017-02-15,310
2017-02-16,311
2017-02-18,317
2017-02-19,308
2017-02-20,297
2017-02-21,305
2017-02-22,320
2017-02-23,336
2017-02-24,350
2017-02-25,365
2017-02-26,382
2017-02-27,397
2017-02-28,417
2017-03-01,438
2017-03-02,436
2017-03-03,414
2017-03-04,394
2017-03-05,378
2017-03-06,361
2017-03-07,343
2017-03-08,337
2017-03-09,336
2017-03-10,337
2017-03-11,326
2017-03-12,333
2017-03-13,344
2017-03-14,352
2017-03-15,348
2017-03-16,335
2017-03-17,327
2017-03-18,325
2017-03-19,337
2017-03-20,342
2017-03-21,327
2017-03-22,327
2017-03-23,334
2017-03-24,333
2017-03-25,348
2017-03-26,365
2017-03-27,355
2017-03-28,337
2017-03-29,337
2017-03-30,346
2017-03-31,342
2017-04-01,340
2017-04-02,331
2017-04-03,327
2017-04-04,330
2017-04-12,309
2017-04-13,308
2017-04-14,302
2017-04-15,310
2017-04-16,312
2017-04-17,313
2017-04-18,317
2017-04-19,319
2017-04-20,317
2017-04-21,317
2017-04-22,314
2017-04-23,313
2017-04-24,312
2017-04-25,305
2017-04-26,301
2017-04-27,294
2017-04-28,300
2017-04-29,304
2017-04-30,306
2017-05-01,310
2017-05-02,305
2017-05-03,299
2017-05-04,291
2017-05-05,286
2017-05-06,295
2017-05-07,292
2017-05-08,286
2017-05-09,282
2017-05-10,281
2017-05-11,278
2017-05-12,276
2017-05-13,274
2017-05-14,273
2017-05-15,272
2017-05-16,271
2017-05-17,270
2017-05-18,278
2017-05-19,291
2017-05-20,298
2017-05-21,302
2017-05-22,296
2017-05-23,292
2017-05-24,300
2017-05-25,297
2017-05-26,300
2017-05-27,300
2017-05-28,298
2017-05-29,303
2017-05-30,299
2017-05-31,298
2017-06-01,293
2017-06-02,287
2017-06-03,291
2017-06-06,283
2017-06-07,291
2017-06-08,283
2017-06-09,273
2017-06-10,268
2017-06-11,270
2017-06-12,277
2017-06-13,271
2017-06-14,272
2017-06-15,278
2017-06-16,285
2017-06-17,291
2017-06-18,295
2017-06-19,302
2017-06-20,298
2017-06-21,288
2017-06-22,283
2017-06-23,274
2017-06-24,277
2017-06-25,269
2017-06-26,270
2017-06-27,272
2017-06-28,273
2017-06-29,274
2017-06-30,277
2017-07-01,277
2017-07-02,272
2017-07-03,273
2017-07-04,272
2017-07-05,270
2017-07-06,260
2017-07-07,250
2017-07-08,250
2017-07-13,269
2017-07-14,270
2017-07-15,263
2017-07-16,267
2017-07-17,267
2017-07-18,276
2017-07-19,288
2017-07-20,289
2017-07-21,304
2017-07-22,311
2017-07-23,313
2017-07-24,325
2017-07-25,327
2017-07-26,331
2017-07-27,327
2017-07-28,329
2017-07-29,324
2017-07-30,329
2017-07-31,333
2017-08-01,335
2017-08-02,351
2017-08-03,361
2017-08-04,348
2017-08-05,343
2017-08-06,337
2017-08-09,346
2017-08-10,332
2017-08-11,322
2017-08-12,308
2017-08-13,292
2017-08-14,288
2017-08-15,300
2017-08-17,304
2017-08-18,306
2017-08-19,313
2017-08-20,316
2017-08-22,329
2017-08-23,316
2017-08-24,313
2017-08-25,306
2017-08-26,299
2017-08-27,289
2017-08-28,284
2017-08-29,283
2017-08-30,290
2017-08-31,293
2017-09-01,288
2017-09-02,278
2017-09-03,265
2017-09-04,260
2017-09-05,266
2017-09-06,272
2017-09-07,280
2017-09-08,291
2017-09-09,302
2017-09-10,297
2017-09-11,296
2017-09-12,307
2017-09-13,300
2017-09-14,294
2017-09-15,281
2017-09-16,276
2017-09-17,263
2017-09-19,253
2017-09-20,250
2017-09-21,262
2017-09-22,271
2017-09-23,273
2017-09-24,270
2017-09-25,276
2017-09-26,274
2017-09-27,267
2017-09-28,262
2017-09-29,261
2017-09-30,254
2017-10-01,249
2017-10-02,245
2017-10-03,242
2017-10-04,239
2017-10-05,239
2017-10-06,244
2017-10-07,250
2017-10-08,253
2017-10-09,255
2017-10-10,258
2017-10-11,263
2017-10-12,267
2017-10-13,269
2017-10-14,265
2017-10-15,262
2017-10-16,257
2017-10-17,255
2017-10-18,245
2017-10-19,235
2017-10-20,228
2017-10-21,228
2017-10-22,232
2017-10-23,236
2017-10-24,235
2017-10-25,235
2017-10-26,233
2017-10-27,229
2017-10-28,224
2017-10-29,215
2017-10-30,215
2017-10-31,215
2017-11-01,214
2017-11-02,208
2017-11-03,206
2017-11-04,197
2017-11-05,196
2017-11-06,196
2017-11-07,200
2017-11-08,201
2017-11-09,211
2017-11-10,222
2017-11-11,234
2017-11-12,244
2017-11-13,253
2017-11-14,254
2017-11-15,255
2017-11-16,254
2017-11-17,247
2017-11-18,254
2017-11-19,248
2017-11-20,235
2017-11-21,225
2017-11-22,220
2017-11-23,217
2017-11-24,213
2017-11-25,214
2017-11-26,220
2017-11-27,217
2017-11-28,217
2017-11-29,223
2017-11-30,233
2017-12-01,245
2017-12-02,258
2017-12-03,270
2017-12-04,273
2017-12-05,265
2017-12-06,258
2017-12-07,248
2017-12-08,243
2017-12-09,234
2017-12-10,231
2017-12-11,236
2017-12-12,235
2017-12-14,232
2017-12-15,226
2017-12-16,226
2017-12-17,222
2017-12-18,220
2017-12-19,217
2017-12-20,220
2017-12-21,220
2017-12-22,215
2017-12-23,215
2017-12-24,208
2017-12-25,204
2017-12-26,205
2017-12-27,203
2017-12-28,211
2017-12-29,219
2017-12-30,228
2017-12-31,240
2018-01-01,252
2018-01-02,262
2018-01-03,272
2018-01-04,286
2018-01-05,287
2018-01-06,289
2018-01-07,279
2018-01-08,282
2018-01-09,293
2018-01-10,304
2018-01-11,293
2018-01-12,283
2018-01-13,277
2018-01-14,273
2018-01-15,270
2018-01-16,276
2018-01-17,268
2018-01-18,267
2018-01-19,263
2018-01-20,262
2018-01-21,262
2018-01-22,263
2018-01-23,273
2018-01-24,271
2018-01-25,267
2018-01-26,264
2018-01-27,254
2018-01-28,248
2018-01-29,243
2018-01-31,259
2018-02-01,263
2018-02-02,265
2018-02-03,273
2018-02-04,275
2018-02-05,283
2018-02-06,288
2018-02-07,300
2018-02-08,309
2018-02-09,304
2018-02-10,307
2018-02-11,302
2018-02-12,301
2018-02-13,294
2018-02-14,285
2018-02-15,276
2018-02-16,267
2018-02-17,265
2018-02-18,271
2018-02-19,272
2018-02-20,284
2018-02-21,295
2018-02-22,293
2018-02-23,299
2018-02-24,305
2018-02-25,301
2018-02-26,299
2018-02-27,301
2018-03-01,311
2018-03-02,301
2018-03-03,298
2018-03-05,297
2018-03-06,291
2018-03-07,284
2018-03-08,279
2018-03-09,282
2018-03-10,281
2018-03-11,280
2018-03-12,280
2018-03-13,284
2018-03-14,285
2018-03-15,284
2018-03-16,288
2018-03-17,286
2018-03-18,288
2018-03-19,287
2018-03-20,285
2018-03-21,281
2018-03-23,276
2018-03-24,273
2018-03-26,275
2018-03-27,279
2018-03-28,284
2018-03-29,284
2018-03-30,286
2018-03-31,284
2018-04-01,291
2018-04-02,290
2018-04-03,286
2018-04-04,289
2018-04-05,290
2018-04-06,283
2018-04-08,279
2018-04-09,282
2018-04-10,285
2018-04-11,284
2018-04-12,281
2018-04-13,280
2018-04-14,282
2018-04-15,280
2018-04-16,279
2018-04-17,278
2018-04-18,276
2018-04-19,273
2018-04-20,271
2018-04-21,275
2018-04-22,274
2018-04-23,268
2018-04-24,271
2018-04-25,267
2018-04-26,267
2018-04-27,265
2018-04-28,257
2018-04-29,251
2018-04-30,246
2018-05-01,244
2018-05-02,246
2018-05-03,244
2018-05-04,248
2018-05-05,250
2018-05-06,255
2018-05-07,263
2018-05-08,267
2018-05-09,274
2018-05-10,286
2018-05-11,286
2018-05-12,285
2018-05-13,286
2018-05-14,286
2018-05-15,282
2018-05-16,278
2018-05-17,272
2018-05-18,266
2018-05-19,269
2018-05-20,279
2018-05-21,288
2018-05-22,293
2018-05-23,297
2018-05-24,302
2018-05-25,288
2018-05-26,274
2018-05-27,264
2018-05-28,268
2018-05-29,280
2018-05-30,293
2018-05-31,294
2018-06-01,290
2018-06-02,296
2018-06-03,303
2018-06-04,297
2018-06-05,302
2018-06-06,299
2018-06-07,299
2018-06-08,295
2018-06-09,298
2018-06-10,294
2018-06-11,296
2018-06-12,304
2018-06-13,311
2018-06-14,321
2018-06-15,328
2018-06-16,323
2018-06-17,316
2018-06-18,308
2018-06-19,301
2018-06-20,299
2018-06-21,300
2018-06-22,301
2018-06-23,292
2018-06-24,293
2018-06-25,289
2018-06-26,288
2018-06-27,280
2018-06-28,273
2018-06-29,272
2018-06-30,276
2018-07-01,274
2018-07-02,273
2018-07-03,278
2018-07-04,282
2018-07-05,284
2018-07-06,282
2018-07-07,282
2018-07-08,281
2018-07-09,283
2018-07-10,282
2018-07-11,285
2018-07-12,288
2018-07-13,292
2018-07-14,290
2018-07-15,300
2018-07-16,311
2018-07-17,304
2018-07-18,305
2018-07-19,320
2018-07-20,336
2018-07-21,353
2018-07-22,371
2018-07-23,387
2018-07-24,373
2018-07-25,355
2018-07-26,344
2018-07-27,333
2018-07-28,343
2018-07-29,332
2018-07-30,324
2018-07-31,314
2018-08-01,322
2018-08-02,323
2018-08-03,314
2018-08-04,306
2018-08-05,307
2018-08-06,313
2018-08-07,311
2018-08-08,316
2018-08-09,314
2018-08-10,308
2018-08-11,301
2018-08-12,296
2018-08-14,284
2018-08-16,277
2018-08-17,271
2018-08-18,265
2018-08-19,263
2018-08-20,265
2018-08-21,268
2018-08-22,274
2018-08-23,284
2018-08-24,288
2018-08-25,275
2018-08-26,265
2018-08-27,254
2018-08-28,253
2018-08-29,258
2018-08-30,257
2018-08-31,260
2018-09-01,259
2018-09-02,263
2018-09-03,262
2018-09-04,269
2018-09-05,270
2018-09-06,272
2018-09-07,269
2018-09-08,267
2018-09-09,268
2018-09-10,266
2018-09-11,265
2018-09-12,264
2018-09-13,262
2018-09-14,264
2018-09-15,265
2018-09-16,267
2018-09-17,267
2018-09-18,273
2018-09-19,279
2018-09-20,279
2018-09-21,285
2018-09-22,288
2018-09-23,282
2018-09-24,285
2018-09-25,287
2018-09-26,284
2018-09-27,293
2018-09-28,297
2018-09-29,301
2018-09-30,304
2018-10-02,305
2018-10-03,300
2018-10-04,296
2018-10-05,297
2018-10-06,300
2018-10-07,311
2018-10-08,310
2018-10-09,318
2018-10-10,333
2018-10-11,350
2018-10-12,368
2018-10-13,384
2018-10-14,391
2018-10-15,398
2018-10-16,402
2018-10-17,390
2018-10-18,376
2018-10-19,368
2018-10-20,360
2018-10-21,367
2018-10-22,364
2018-10-23,361
2018-10-24,355
2018-10-25,342
2018-10-26,342
2018-10-27,329
2018-10-28,328
2018-10-29,328
2018-10-30,333
2018-10-31,345
2018-11-01,361
2018-11-03,373
2018-11-04,367
2018-11-05,384
2018-11-06,393
2018-11-07,394
2018-11-08,410
2018-11-09,425
2018-11-10,410
2018-11-11,408
2018-11-12,394
2018-11-13,394
2018-11-15,372
2018-11-16,359
2018-11-17,341
2018-11-18,328
2018-11-19,315
2018-11-20,318
2018-11-21,332
2018-11-22,345
2018-11-23,334
2018-11-24,317
2018-11-25,321
2018-11-26,327
2018-11-27,327
2018-11-28,332
2018-11-29,334
2018-12-01,324
2018-12-02,318
2018-12-03,312
2018-12-05,295
2018-12-07,297
2018-12-09,293
2018-12-10,298
2018-12-11,298
2018-12-12,302
2018-12-13,302
2018-12-14,303
2018-12-15,306
2018-12-16,307
2018-12-17,315
2018-12-18,312
2018-12-19,310
2018-12-20,314
2018-12-21,315
2018-12-22,316
2018-12-23,318
2018-12-24,328
2018-12-25,324
2018-12-26,323
2018-12-27,307
2018-12-28,291
2018-12-29,280
2018-12-30,275
2018-12-31,271
2019-01-01,273
2019-01-02,276
2019-01-03,289
2019-01-04,294
2019-01-05,286
2019-01-06,274
2019-01-08,266
2019-01-10,263
2019-01-11,255
2019-01-12,259
2019-01-13,270
2019-01-14,282
2019-01-15,287
2019-01-16,278
2019-01-17,279
2019-01-18,271
2019-01-19,267
2019-01-20,279
2019-01-21,282
2019-01-22,285
2019-01-23,281
2019-01-24,277
2019-01-25,272
2019-01-26,267
2019-01-27,266
2019-01-28,271
2019-01-29,271
2019-01-30,271
2019-01-31,272
2019-02-01,269
2019-02-02,269
2019-02-03,267
2019-02-04,264
2019-02-05,262
2019-02-06,258
2019-02-07,252
2019-02-08,244
2019-02-09,233
2019-02-10,227
2019-02-11,217
2019-02-12,215
2019-02-13,220
2019-02-14,228
2019-02-15,225
2019-02-16,232
2019-02-17,238
2019-02-18,244
2019-02-19,243
2019-02-20,245
2019-02-21,246
2019-02-22,257
2019-02-23,261
2019-02-24,266
2019-02-25,263
2019-02-26,261
2019-02-27,262
2019-02-28,254
2019-03-01,253
2019-03-02,254
2019-03-03,260
2019-03-04,263
2019-03-05,265
2019-03-06,266
2019-03-07,263
2019-03-08,262
2019-03-09,260
2019-03-10,257
2019-03-11,254
2019-03-12,253
2019-03-13,254
2019-03-14,249
2019-03-15,253
2019-03-16,253
2019-03-17,244
2019-03-18,237
2019-03-19,235
2019-03-20,227
2019-03-21,223
2019-03-22,223
2019-03-23,229
2019-03-24,230
2019-03-25,224
2019-03-26,219
2019-03-27,220
2019-03-28,218
2019-03-29,214
2019-03-30,211
2019-03-31,200
2019-04-01,203
2019-04-02,205
2019-04-03,204
2019-04-04,201
2019-04-05,201
2019-04-06,200
2019-04-07,197
2019-04-08,200
2019-04-09,207
2019-04-10,214
2019-04-11,224
2019-04-12,232
2019-04-13,226
2019-04-14,222
2019-04-15,215
2019-04-16,204
2019-04-17,193
2019-04-18,183
2019-04-19,173
2019-04-20,166
2019-04-21,161
2019-04-22,163
2019-04-23,167
2019-04-24,174
2019-04-25,175
2019-04-26,174
2019-04-27,172
2019-04-28,170
2019-04-29,170
2019-04-30,170
2019-05-01,167
2019-05-02,164
2019-05-03,170
2019-05-04,173
2019-05-05,173
2019-05-06,174
2019-05-07,173
2019-05-08,172
2019-05-09,170
2019-05-10,169
2019-05-11,172
2019-05-12,177
2019-05-13,184
2019-05-14,189
2019-05-15,196
2019-05-16,206
2019-05-17,217
2019-05-18,228
2019-05-19,235
2019-05-20,237
2019-05-21,239
2019-05-22,229
2019-05-23,229
2019-05-24,223
2019-05-25,211
2019-05-26,207
2019-05-27,211
2019-05-28,218
2019-05-29,211
2019-05-30,220
2019-05-31,227
2019-06-01,235
2019-06-02,231
2019-06-03,234
2019-06-04,233
2019-06-05,232
2019-06-06,234
2019-06-07,236
2019-06-08,238
2019-06-09,243
2019-06-10,241
2019-06-11,239
2019-06-12,242
2019-06-13,240
2019-06-14,239
2019-06-15,240
2019-06-16,240
2019-06-17,248
2019-06-18,261
2019-06-19,260
2019-06-20,249
2019-06-21,243
2019-06-22,245
2019-06-23,246
2019-06-24,250
2019-06-25,257
2019-06-26,256
2019-06-27,255
2019-06-28,265
2019-06-29,271
2019-06-30,284
2019-07-01,294
2019-07-02,288
2019-07-03,285
2019-07-04,283
2019-07-05,284
2019-07-06,290
2019-07-07,305
2019-07-08,321
2019-07-09,324
2019-07-10,316
2019-07-11,306
2019-07-12,291
2019-07-13,276
2019-07-14,262
2019-07-15,248
2019-07-16,245
2019-07-17,245
2019-07-18,244
2019-07-19,238
2019-07-20,234
2019-07-21,231
2019-07-22,229
2019-07-23,230
2019-07-24,232
2019-07-25,237
2019-07-26,247
2019-07-27,259
2019-07-28,272
2019-07-29,286
2019-07-30,300
2019-07-31,301
2019-08-01,286
2019-08-02,271
2019-08-03,257
2019-08-04,244
2019-08-05,240
2019-08-06,239
2019-08-07,244
2019-08-08,257
2019-08-09,262
2019-08-10,271
2019-08-11,285
2019-08-12,294
2019-08-13,285
2019-08-14,284
2019-08-15,286
2019-08-16,281
2019-08-17,276
2019-08-18,269
2019-08-19,267
2019-08-20,266
2019-08-21,266
2019-08-22,261
2019-08-23,258
2019-08-24,265
2019-08-24,265
2019-08-25,276
2019-08-25,276
2019-08-26,286
2019-08-26,286
2019-08-27,278
2019-08-27,278
2019-08-28,266
2019-08-29,252
2019-08-30,240
2019-08-31,241
2019-09-01,234
2019-09-02,236
2019-09-03,236
2019-09-04,235
2019-09-05,234
2019-09-06,236
2019-09-07,236
2019-09-08,238
2019-09-09,246
