date_obj,Gilded%20platelegs price
2015-11-25,1944802
2015-11-26,1944802
2015-11-27,1944802
2015-11-28,2013939
2015-11-29,2013939
2015-11-30,2001575
2015-12-01,2001575
2015-12-02,2001575
2015-12-03,2052946
2015-12-04,2052946
2015-12-05,2052946
2015-12-06,2112587
2015-12-07,2112587
2015-12-08,2112587
2015-12-09,2151568
2015-12-10,2151568
2015-12-11,2151568
2015-12-12,2116872
2015-12-13,2116872
2015-12-14,2116872
2015-12-15,2093243
2015-12-16,2093243
2015-12-17,2093243
2015-12-18,2084875
2015-12-19,2084875
2015-12-20,2049310
2015-12-21,2049310
2015-12-22,2049310
2015-12-23,2079871
2015-12-24,2079871
2015-12-25,2079871
2015-12-26,2146903
2015-12-27,2146903
2015-12-28,2207406
2015-12-29,2207406
2015-12-30,2208664
2015-12-31,2208664
2016-01-01,2208664
2016-01-02,2270925
2016-01-03,2270925
2016-01-04,2372857
2016-01-05,2372857
2016-01-06,2372857
2016-01-07,2379618
2016-01-08,2379618
2016-01-09,2379618
2016-01-10,2395182
2016-01-11,2395182
2016-01-12,2412159
2016-01-13,2412159
2016-01-14,2355249
2016-01-15,2355249
2016-01-16,2288351
2016-01-17,2288351
2016-01-18,2263836
2016-01-19,2263836
2016-01-20,2264242
2016-01-21,2264242
2016-01-22,2199978
2016-01-23,2199978
2016-01-24,2199978
2016-01-25,2168180
2016-01-26,2168180
2016-01-27,2072950
2016-01-28,2072950
2016-01-29,1979007
2016-01-30,1979007
2016-01-31,1928634
2016-02-01,1928634
2016-02-02,1924442
2016-02-03,1924442
2016-02-04,1948454
2016-02-05,1948454
2016-02-06,1953466
2016-02-07,1953466
2016-02-08,1953466
2016-02-09,2011873
2016-02-10,2011873
2016-02-11,2018241
2016-02-12,2018241
2016-02-13,1999041
2016-02-14,1999041
2016-02-15,1999041
2016-02-16,2057572
2016-02-17,2057572
2016-02-18,2057572
2016-02-19,2068579
2016-02-20,2068579
2016-02-21,2069189
2016-02-22,2069189
2016-02-23,2069189
2016-02-24,2139593
2016-02-25,2139593
2016-02-26,2114244
2016-02-27,2114244
2016-02-28,2072862
2016-02-29,2072862
2016-03-01,2077877
2016-03-02,2077877
2016-03-03,2104173
2016-03-04,2104173
2016-03-05,2104173
2016-03-06,2124892
2016-03-07,2124892
2016-03-08,2124892
2016-03-09,2124474
2016-03-10,2124474
2016-03-11,2058547
2016-03-12,2058547
2016-03-13,2064904
2016-03-14,2064904
2016-03-15,2064904
2016-03-16,2033997
2016-03-17,2033997
2016-03-18,2050819
2016-03-19,2050819
2016-03-20,2049346
2016-03-21,2049346
2016-03-22,2049346
2016-03-23,1990436
2016-03-24,1990436
2016-03-25,2026762
2016-03-26,2026762
2016-03-27,2057657
2016-03-28,2057657
2016-03-29,2059600
2016-03-30,2059600
2016-03-31,2059600
2016-04-01,2049091
2016-04-02,2049091
2016-04-03,2032826
2016-04-04,2032826
2016-04-05,2016955
2016-04-06,2016955
2016-04-07,1987882
2016-04-08,1987882
2016-04-09,1958259
2016-04-10,1958259
2016-04-11,1906487
2016-04-12,1906487
2016-04-13,1975141
2016-04-14,1975141
2016-04-15,2064488
2016-04-16,2064488
2016-04-17,2158851
2016-04-18,2158851
2016-04-19,2256821
2016-04-20,2256821
2016-04-21,2359074
2016-04-22,2359074
2016-04-23,2359074
2016-04-24,2476588
2016-04-25,2476588
2016-04-26,2580365
2016-04-27,2580365
2016-04-28,2530514
2016-04-29,2530514
2016-04-30,2530514
2016-05-01,2459995
2016-05-02,2459995
2016-05-03,2442490
2016-05-04,2442490
2016-05-05,2380516
2016-05-06,2380516
2016-05-07,2380516
2016-05-08,2268413
2016-05-09,2268413
2016-05-10,2160186
2016-05-11,2160186
2016-05-12,2160186
2016-05-13,2090213
2016-05-14,2090213
2016-05-15,2145336
2016-05-16,2145336
2016-05-17,2206892
2016-05-18,2282320
2016-05-19,2282320
2016-05-22,2458397
2016-05-23,2346331
2016-05-24,2346331
2016-05-25,2248734
2016-05-26,2248734
2016-05-27,2243281
2016-05-28,2243281
2016-05-29,2285312
2016-05-30,2285312
2016-05-31,2362645
2016-06-01,2459443
2016-06-02,2459443
2016-06-03,2570733
2016-06-04,2570733
2016-06-05,2690933
2016-06-06,2690933
2016-06-07,2809305
2016-06-08,2809305
2016-06-09,2930908
2016-06-10,2930908
2016-06-11,2993534
2016-06-12,2993534
2016-06-13,2993534
2016-06-14,3087566
2016-06-15,3087566
2016-06-16,3087566
2016-06-17,3139159
2016-06-18,3139159
2016-06-19,3139159
2016-06-20,3096721
2016-06-21,3096721
2016-06-22,2976924
2016-06-23,2976924
2016-06-24,2930247
2016-06-25,2930247
2016-06-26,2930247
2016-06-27,2866677
2016-06-28,2866677
2016-06-29,2798847
2016-06-30,2798847
2016-07-01,2748699
2016-07-02,2748699
2016-07-03,2748699
2016-07-04,2670817
2016-07-05,2670817
2016-07-06,2629745
2016-07-07,2629745
2016-07-08,2606710
2016-07-09,2606710
2016-07-10,2531424
2016-07-11,2531424
2016-07-12,2473237
2016-07-13,2473237
2016-07-14,2407261
2016-07-15,2407261
2016-07-16,2407261
2016-07-17,2396414
2016-07-18,2396414
2016-07-23,2081690
2016-07-24,2081690
2016-07-25,2042447
2016-07-26,2042447
2016-07-27,2042447
2016-07-28,2069444
2016-07-29,2069444
2016-07-30,2037608
2016-07-31,2037608
2016-08-01,2037608
2016-08-02,2021674
2016-08-03,2021674
2016-08-04,2004261
2016-08-05,2004261
2016-08-06,2004261
2016-08-07,1972234
2016-08-08,1972234
2016-08-09,1972234
2016-08-10,1927373
2016-08-11,1927373
2016-08-12,1927373
2016-08-13,1941847
2016-08-14,1941847
2016-08-15,2010317
2016-08-16,2010317
2016-08-17,2071603
2016-08-18,2071603
2016-08-19,2071603
2016-08-20,2041271
2016-08-21,2041271
2016-08-22,2021853
2016-08-23,2021853
2016-08-24,2087903
2016-08-25,2087903
2016-08-26,2087903
2016-08-28,2183553
2016-08-31,2207186
2016-09-01,2226447
2016-09-02,2226447
2016-09-03,2226447
2016-09-04,2265780
2016-09-05,2265780
2016-09-06,2367666
2016-09-07,2367666
2016-09-08,2367666
2016-09-09,2474574
2016-09-10,2474574
2016-09-11,2474574
2016-09-12,2525564
2016-09-13,2525564
2016-09-14,2525564
2016-09-15,2491205
2016-09-16,2491205
2016-09-17,2491205
2016-09-18,2472595
2016-09-19,2472595
2016-09-20,2472595
2016-09-21,2563348
2016-09-22,2563348
2016-09-23,2566948
2016-09-24,2566948
2016-09-25,2566948
2016-09-26,2566948
2016-09-27,2649168
2016-09-28,2649168
2016-09-29,2649168
2016-09-30,2727464
2016-10-01,2727464
2016-10-02,2727464
2016-10-03,2782078
2016-10-04,2782078
2016-10-05,2782078
2016-10-06,2730722
2016-10-07,2730722
2016-10-08,2783979
2016-10-09,2783979
2016-10-10,2783979
2016-10-11,2787313
2016-10-12,2787313
2016-10-13,2787313
2016-10-14,2869306
2016-10-15,2869306
2016-10-16,2869306
2016-10-17,2962685
2016-10-18,2962685
2016-10-19,2962685
2016-10-20,3021316
2016-10-21,3021316
2016-10-22,3021316
2016-10-23,3012581
2016-10-24,3012581
2016-10-25,3012581
2016-10-26,2936012
2016-10-27,2936012
2016-10-28,2936012
2016-10-29,2951669
2016-10-30,2951669
2016-10-31,2951669
2016-11-01,2958439
2016-11-02,2958439
2016-11-03,2958439
2016-11-04,2873397
2016-11-05,2873397
2016-11-06,2873397
2016-11-07,2886240
2016-11-08,2886240
2016-11-09,2886240
2016-11-10,2863914
2016-11-11,2863914
2016-11-12,2863914
2016-11-13,2914223
2016-11-14,2914223
2016-11-15,2914223
2016-12-07,2894512
2016-12-08,2934720
2016-12-09,2934720
2016-12-10,2934720
2016-12-11,3045742
2016-12-12,3045742
2016-12-13,3045742
2016-12-14,2979172
2016-12-15,2979172
2016-12-16,2979172
2016-12-17,2988671
2016-12-18,2988671
2016-12-19,2988671
2016-12-20,2928555
2016-12-21,2928555
2016-12-22,2928555
2016-12-23,2932060
2016-12-24,2932060
2016-12-25,2996921
2016-12-26,2996921
2016-12-27,2996921
2016-12-28,3000837
2016-12-29,3000837
2016-12-30,3000837
2016-12-31,3006017
2017-01-01,3006017
2017-01-02,2982972
2017-01-03,2982972
2017-01-04,2944594
2017-01-05,2944594
2017-01-06,2944594
2017-01-07,2809992
2017-01-08,2809992
2017-01-09,2673720
2017-01-10,2673720
2017-01-11,2602575
2017-01-12,2602575
2017-01-13,2555327
2017-01-14,2555327
2017-01-15,2544085
2017-01-16,2544085
2017-01-17,2438741
2017-01-18,2438741
2017-01-19,2450560
2017-01-20,2450560
2017-01-21,2424416
2017-01-22,2424416
2017-01-23,2410363
2017-01-27,2488221
2017-01-28,2488221
2017-01-29,2528688
2017-01-30,2528688
2017-01-31,2528688
2017-02-01,2570374
2017-02-02,2570374
2017-02-03,2570374
2017-02-04,2552565
2017-02-05,2552565
2017-02-06,2552565
2017-02-07,2559060
2017-02-08,2559060
2017-02-09,2523871
2017-02-10,2523871
2017-02-11,2521631
2017-02-12,2521631
2017-02-13,2521631
2017-02-14,2509328
2017-02-15,2509328
2017-02-16,2481251
2017-02-18,2481251
2017-02-19,2472975
2017-02-20,2472975
2017-02-21,2532084
2017-02-22,2532084
2017-02-23,2532084
2017-02-24,2610879
2017-02-25,2610879
2017-02-26,2610879
2017-02-27,2609616
2017-02-28,2609616
2017-03-01,2557198
2017-03-02,2557198
2017-03-03,2584543
2017-03-04,2584543
2017-03-05,2632693
2017-03-06,2632693
2017-03-07,2650473
2017-03-08,2650473
2017-03-09,2650473
2017-03-10,2735221
2017-03-11,2735221
2017-03-12,2742409
2017-03-13,2742409
2017-03-14,2808497
2017-03-15,2808497
2017-03-16,2890166
2017-03-17,2890166
2017-03-18,2952114
2017-03-19,2952114
2017-03-20,3022463
2017-03-21,3022463
2017-03-22,3022463
2017-03-23,2931463
2017-03-24,2931463
2017-03-25,2931463
2017-03-26,2876442
2017-03-27,2876442
2017-03-28,2954070
2017-03-29,2954070
2017-03-30,3033507
2017-03-31,3033507
2017-04-01,3116729
2017-04-02,3116729
2017-04-03,3100117
2017-04-04,3100117
2017-04-12,3146522
2017-04-13,3130733
2017-04-14,3130733
2017-04-15,3065215
2017-04-16,3065215
2017-04-17,3008624
2017-04-18,3008624
2017-04-19,3042049
2017-04-20,3042049
2017-04-21,3066885
2017-04-22,3066885
2017-04-23,3066885
2017-04-24,3113497
2017-04-25,3113497
2017-04-26,3124672
2017-04-27,3124672
2017-04-28,3202207
2017-04-29,3202207
2017-04-30,3311191
2017-05-01,3311191
2017-05-02,3313122
2017-05-03,3313122
2017-05-04,3313122
2017-05-05,3392366
2017-05-06,3392366
2017-05-07,3327572
2017-05-08,3327572
2017-05-09,3298945
2017-05-10,3298945
2017-05-11,3298945
2017-05-12,3262025
2017-05-13,3262025
2017-05-14,3297030
2017-05-15,3297030
2017-05-16,3297030
2017-05-17,3253593
2017-05-18,3253593
2017-05-19,3253593
2017-05-20,3191418
2017-05-21,3191418
2017-05-22,3191418
2017-05-23,3138215
2017-05-24,3138215
2017-05-25,3138215
2017-05-26,3114002
2017-05-27,3114002
2017-05-28,3114002
2017-05-29,3034447
2017-05-30,3034447
2017-05-31,3034447
2017-06-01,3015823
2017-06-02,3015823
2017-06-03,3015823
2017-06-04,2938698
2017-06-05,2938698
2017-06-06,2947246
2017-06-07,2947246
2017-06-08,2947246
2017-06-09,2935500
2017-06-10,2935500
2017-06-11,2881460
2017-06-12,2881460
2017-06-13,2912463
2017-06-14,2912463
2017-06-15,2912463
2017-06-16,2905853
2017-06-17,2905853
2017-06-18,2888080
2017-06-19,2888080
2017-06-20,2888080
2017-06-21,2871724
2017-06-22,2871724
2017-06-23,2871724
2017-06-24,2961113
2017-06-25,2961113
2017-06-26,2961113
2017-06-27,2953924
2017-06-28,2953924
2017-06-29,2968760
2017-06-30,2968760
2017-07-01,2968760
2017-07-02,2898961
2017-07-03,2898961
2017-07-04,2904934
2017-07-05,2904934
2017-07-06,2904934
2017-07-07,2883383
2017-07-08,2883383
2017-07-13,2886963
2017-07-14,2904751
2017-07-15,2904751
2017-07-16,2904751
2017-07-17,2998604
2017-07-18,2998604
2017-07-19,2981598
2017-07-20,2981598
2017-07-21,2991749
2017-07-22,2991749
2017-07-23,3139700
2017-07-24,3139700
2017-07-25,3139700
2017-07-26,3273262
2017-07-27,3273262
2017-07-28,3273262
2017-07-29,3327511
2017-07-30,3327511
2017-07-31,3251248
2017-08-01,3251248
2017-08-02,3209061
2017-08-03,3209061
2017-08-04,3209061
2017-08-05,3207970
2017-08-06,3207970
2017-08-09,3226799
2017-08-10,3267184
2017-08-11,3267184
2017-08-12,3267184
2017-08-13,3237200
2017-08-14,3237200
2017-08-15,3237200
2017-08-16,3193167
2017-08-17,3193167
2017-08-18,3193167
2017-08-19,3164833
2017-08-20,3164833
2017-08-21,3164833
2017-08-22,3140493
2017-08-23,3140493
2017-08-24,3140493
2017-08-25,3140493
2017-08-26,3134685
2017-08-27,3134685
2017-08-28,3134685
2017-08-29,3078799
2017-08-30,3078799
2017-08-31,2977216
2017-09-01,2977216
2017-09-02,2837321
2017-09-03,2837321
2017-09-04,2837321
2017-09-05,2750717
2017-09-06,2750717
2017-09-07,2764159
2017-09-08,2764159
2017-09-09,2764159
2017-09-10,2844843
2017-09-11,2844843
2017-09-12,2844843
2017-09-13,2866956
2017-09-14,2866956
2017-09-15,2866956
2017-09-16,2930335
2017-09-17,2930335
2017-09-18,2930335
2017-09-19,2914616
2017-09-20,2914616
2017-09-21,2914616
2017-09-22,2911467
2017-09-23,2911467
2017-09-24,2911467
2017-09-25,2899932
2017-09-26,2899932
2017-09-27,2899932
2017-09-28,2875597
2017-09-29,2875597
2017-09-30,2875597
2017-10-01,2862077
2017-10-02,2862077
2017-10-03,2862077
2017-10-04,2910822
2017-10-05,2910822
2017-10-06,2910822
2017-10-07,2946582
2017-10-08,2946582
2017-10-09,2946582
2017-10-10,3039882
2017-10-11,3039882
2017-10-12,3039882
2017-10-13,3137430
2017-10-14,3137430
2017-10-15,3137430
2017-10-16,3097581
2017-10-17,3097581
2017-10-18,3097581
2017-10-19,3105277
2017-10-20,3105277
2017-10-21,3105277
2017-10-22,3049094
2017-10-23,3049094
2017-10-24,3049094
2017-10-25,3054789
2017-10-26,3054789
2017-10-27,3054789
2017-10-28,3054789
2017-10-29,3042819
2017-10-30,3042819
2017-10-31,3042819
2017-11-01,3021032
2017-11-02,3021032
2017-11-03,3021032
2017-11-04,2996439
2017-11-05,2996439
2017-11-06,2996439
2017-11-07,2986669
2017-11-08,2986669
2017-11-09,2986669
2017-11-10,2988944
2017-11-11,2988944
2017-11-12,2988944
2017-11-13,2993827
2017-11-14,2993827
2017-11-15,2993827
2017-11-16,3105257
2017-11-17,3105257
2017-11-18,3105257
2017-11-19,3084121
2017-11-20,3084121
2017-11-21,3084121
2017-11-22,3073212
2017-11-23,3073212
2017-11-24,3073212
2017-11-25,3040405
2017-11-26,3040405
2017-11-27,3040405
2017-11-28,3029793
2017-11-29,3029793
2017-11-30,3029793
2017-12-01,3123452
2017-12-02,3123452
2017-12-03,3123452
2017-12-04,3137693
2017-12-05,3137693
2017-12-06,3089440
2017-12-07,3089440
2017-12-08,3089440
2017-12-09,3052323
2017-12-10,3052323
2017-12-11,3037112
2017-12-12,3037112
2017-12-13,3037112
2017-12-14,3036216
2017-12-15,3036216
2017-12-16,3036216
2017-12-17,3022262
2017-12-18,3022262
2017-12-19,3013936
2017-12-20,3013936
2017-12-21,3006380
2017-12-22,3006380
2017-12-23,3006380
2017-12-24,2999903
2017-12-25,2999903
2017-12-26,2999903
2017-12-27,3005110
2017-12-28,3005110
2017-12-29,3005110
2017-12-30,3019474
2017-12-31,3019474
2018-01-01,3019474
2018-01-02,3005863
2018-01-03,3005863
2018-01-04,3005863
2018-01-05,2960054
2018-01-06,2960054
2018-01-07,2960054
2018-01-08,2875550
2018-01-09,2875550
2018-01-10,2875550
2018-01-11,2834709
2018-01-12,2834709
2018-01-13,2728895
2018-01-14,2728895
2018-01-15,2660999
2018-01-16,2660999
2018-01-17,2690521
2018-01-18,2690521
2018-01-19,2690521
2018-01-20,2692316
2018-01-21,2692316
2018-01-22,2662512
2018-01-23,2662512
2018-01-24,2658167
2018-01-25,2658167
2018-01-26,2769726
2018-01-27,2834666
2018-01-28,2851538
2018-01-29,2810141
2018-01-30,2835901
2018-01-31,2885491
2018-02-01,2885491
2018-02-02,2842403
2018-02-03,2832301
2018-02-04,2832301
2018-02-05,2819645
2018-02-06,2800520
2018-02-07,2797961
2018-02-08,2797961
2018-02-09,2798405
2018-02-10,2798405
2018-02-11,2806470
2018-02-12,2850517
2018-02-13,2850517
2018-02-14,2845769
2018-02-15,2874575
2018-02-16,2897411
2018-02-17,2886314
2018-02-18,2886314
2018-02-19,2853125
2018-02-20,2853125
2018-02-21,2896123
2018-02-22,2896123
2018-02-23,2904957
2018-02-24,2904957
2018-02-25,2900004
2018-02-26,2900004
2018-02-27,2933046
2018-02-28,2933046
2018-03-01,2970455
2018-03-02,3016420
2018-03-03,3116068
2018-03-04,3116068
2018-03-05,3094419
2018-03-06,3094419
2018-03-07,3064752
2018-03-08,3064752
2018-03-09,3042505
2018-03-10,3042505
2018-03-11,3039319
2018-03-12,3042273
2018-03-13,3042273
2018-03-14,3044222
2018-03-15,3044222
2018-03-16,3049405
2018-03-17,3054828
2018-03-18,3054828
2018-03-20,3048803
2018-03-21,3048803
2018-03-23,3049283
2018-03-24,3063575
2018-03-25,3132666
2018-03-26,3132666
2018-03-27,3120880
2018-03-28,3120880
2018-03-29,3079289
2018-03-30,3079289
2018-03-31,3089387
2018-04-01,3089387
2018-04-02,3085627
2018-04-03,3163900
2018-04-04,3128066
2018-04-05,3128066
2018-04-06,3107959
2018-04-07,3107959
2018-04-08,3248729
2018-04-09,3387904
2018-04-10,3398022
2018-04-11,3406244
2018-04-12,3455833
2018-04-13,3455833
2018-04-14,3453273
2018-04-15,3439434
2018-04-16,3439434
2018-04-17,3404992
2018-04-18,3404992
2018-04-19,3403248
2018-04-20,3403637
2018-04-21,3390139
2018-04-22,3390139
2018-04-23,3335154
2018-04-24,3335154
2018-04-25,3327250
2018-04-26,3327250
2018-04-27,3341205
2018-04-28,3341205
2018-04-29,3348881
2018-04-30,3323674
2018-05-01,3323674
2018-05-02,3347869
2018-05-03,3347869
2018-05-04,3349296
2018-05-05,3293575
2018-05-06,3293575
2018-05-07,3278913
2018-05-08,3246280
2018-05-09,3259226
2018-05-10,3269490
2018-05-11,3269490
2018-05-12,3264836
2018-05-13,3264836
2018-05-14,3233120
2018-05-15,3233120
2018-05-16,3234166
2018-05-17,3234166
2018-05-18,3247565
2018-05-19,3233670
2018-05-20,3233670
2018-05-21,3226665
2018-05-22,3226665
2018-05-23,3211674
2018-05-24,3211674
2018-05-25,3166192
2018-05-26,3157614
2018-05-27,3157614
2018-05-28,3186564
2018-05-29,3223022
2018-05-30,3223022
2018-05-31,3187801
2018-06-01,3141694
2018-06-02,3104243
2018-06-03,3104243
2018-06-04,3085301
2018-06-05,3029950
2018-06-06,2976271
2018-06-07,2976271
2018-06-08,2942441
2018-06-09,2942441
2018-06-10,2938135
2018-06-11,2938135
2018-06-12,2916585
2018-06-13,2868812
2018-06-14,2868812
2018-06-15,2803082
2018-06-16,2803082
2018-06-17,2751357
2018-06-18,2771264
2018-06-19,2764688
2018-06-20,2764688
2018-06-21,2764042
2018-06-22,2846767
2018-06-23,2846767
2018-06-24,2837238
2018-06-25,2843537
2018-06-26,2843537
2018-06-27,2793659
2018-06-28,2795560
2018-06-29,2799490
2018-06-30,2799490
2018-07-01,2877919
2018-07-02,2877919
2018-07-03,2929256
2018-07-04,2929256
2018-07-05,2899241
2018-07-06,2859119
2018-07-07,2859119
2018-07-08,2961478
2018-07-09,2961478
2018-07-10,2962636
2018-07-11,2996279
2018-07-12,2996279
2018-07-13,2997215
2018-07-14,2997434
2018-07-15,2997434
2018-07-16,3004494
2018-07-17,3019995
2018-07-18,3019995
2018-07-19,2994455
2018-07-20,2994455
2018-07-21,3002301
2018-07-22,3008743
2018-07-23,2989723
2018-07-24,2989723
2018-07-25,2979661
2018-07-26,2979661
2018-07-27,2944469
2018-07-28,2944469
2018-07-29,2876992
2018-07-30,2878017
2018-07-31,2931033
2018-08-01,2931033
2018-08-02,3011897
2018-08-03,3011897
2018-08-04,3127213
2018-08-05,3137542
2018-08-06,3137542
2018-08-07,3128964
2018-08-08,3112446
2018-08-09,3112446
2018-08-10,3128903
2018-08-11,3172717
2018-08-12,3162160
2018-08-14,3155024
2018-08-16,3145729
2018-08-17,3173549
2018-08-18,3173549
2018-08-19,3193038
2018-08-20,3180481
2018-08-21,3180481
2018-08-22,3152918
2018-08-23,3152918
2018-08-24,3105938
2018-08-25,3138558
2018-08-26,3138558
2018-08-27,3116904
2018-08-28,3100455
2018-08-29,3100455
2018-08-30,3089744
2018-08-31,3043740
2018-09-01,3038157
2018-09-02,3038157
2018-09-03,3044405
2018-09-04,3082300
2018-09-05,3112462
2018-09-06,3112462
2018-09-07,3112202
2018-09-08,3083252
2018-09-09,3083252
2018-09-10,3097692
2018-09-11,3097692
2018-09-12,3108444
2018-09-13,3108444
2018-09-14,3117145
2018-09-15,3138639
2018-09-16,3138639
2018-09-17,3174692
2018-09-18,3218336
2018-09-19,3218336
2018-09-20,3191936
2018-09-21,3191936
2018-09-22,3270881
2018-09-23,3321731
2018-09-24,3447085
2018-09-25,3447085
2018-09-26,3612330
2018-09-27,3612330
2018-09-28,3791941
2018-09-29,3908823
2018-09-30,3986890
2018-10-01,3991887
2018-10-02,4059317
2018-10-03,4134432
2018-10-04,4134432
2018-10-05,4180317
2018-10-06,4242327
2018-10-07,4242327
2018-10-08,4343783
2018-10-09,4462215
2018-10-10,4523948
2018-10-11,4519324
2018-10-12,4519324
2018-10-13,4542883
2018-10-14,4542883
2018-10-15,4537329
2018-10-16,4537329
2018-10-17,4609980
2018-10-18,4631916
2018-10-19,4651163
2018-10-20,4651163
2018-10-21,4625574
2018-10-22,4596955
2018-10-23,4596955
2018-10-24,4582064
2018-10-25,4589178
2018-10-26,4632573
2018-10-27,4599079
2018-10-28,4620637
2018-10-29,4620637
2018-10-30,4636461
2018-10-31,4668009
2018-11-01,4727396
2018-11-03,4737981
2018-11-04,4738585
2018-11-05,4760677
2018-11-06,4813532
2018-11-07,4858724
2018-11-08,5033238
2018-11-09,5225579
2018-11-10,5486858
2018-11-11,5741433
2018-11-12,6028505
