date_obj,Black%20axe price
2016-09-05,541
2016-09-06,551
2016-09-07,559
2016-09-08,568
2016-09-09,581
2016-09-10,590
2016-09-11,590
2016-09-12,597
2016-09-13,607
2016-09-14,607
2016-09-15,608
2016-09-16,608
2016-09-17,610
2016-09-18,611
2016-09-19,614
2016-09-20,614
2016-09-21,619
2016-09-22,622
2016-09-23,622
2016-09-24,622
2016-09-25,629
2016-09-26,629
2016-09-27,634
2016-09-28,636
2016-09-29,636
2016-09-30,628
2016-10-01,610
2016-10-02,610
2016-10-03,596
2016-10-04,589
2016-10-05,578
2016-10-06,566
2016-10-07,566
2016-10-08,555
2016-10-09,555
2016-10-10,534
2016-10-11,511
2016-10-12,513
2016-10-13,521
2016-10-14,542
2016-10-15,552
2016-10-16,557
2016-10-17,561
2016-10-18,572
2016-10-19,575
2016-10-20,575
2016-10-21,571
2016-10-22,571
2016-10-23,559
2016-10-24,556
2016-10-25,556
2016-10-26,558
2016-10-27,565
2016-10-28,572
2016-10-29,567
2016-10-30,557
2016-10-31,546
2016-11-01,546
2016-11-02,549
2016-11-03,547
2016-11-04,564
2016-11-05,564
2016-11-06,592
2016-11-07,620
2016-11-08,651
2016-11-09,684
2016-11-10,719
2016-11-11,755
2016-11-12,758
2016-11-13,762
2016-11-14,735
2016-11-15,701
2016-12-07,1254
2016-12-08,1314
2016-12-09,1380
2016-12-10,1449
2016-12-11,1516
2016-12-12,1592
2016-12-13,1670
2016-12-14,1730
2016-12-15,1730
2016-12-16,1814
2016-12-17,1905
2016-12-18,2001
2016-12-19,2096
2016-12-20,2185
2016-12-21,2164
2016-12-22,2056
2016-12-23,1953
2016-12-24,1855
2016-12-25,1762
2016-12-26,1673
2016-12-27,1589
2016-12-28,1509
2016-12-29,1433
2016-12-30,1361
2016-12-31,1292
2017-01-01,1227
2017-01-02,1165
2017-01-03,1106
2017-01-04,1050
2017-01-05,997
2017-01-06,947
2017-01-07,903
2017-01-08,906
2017-01-09,908
2017-01-10,892
2017-01-11,862
2017-01-12,854
2017-01-13,857
2017-01-14,857
2017-01-15,845
2017-01-16,827
2017-01-17,824
2017-01-18,830
2017-01-19,827
2017-01-20,810
2017-01-21,799
2017-01-22,790
2017-01-23,782
2017-01-27,759
2017-01-28,736
2017-01-29,733
2017-01-30,735
2017-01-31,741
2017-02-01,751
2017-02-02,747
2017-02-03,767
2017-02-04,788
2017-02-05,820
2017-02-06,840
2017-02-07,834
2017-02-08,839
2017-02-09,839
2017-02-10,816
2017-02-11,803
2017-02-12,788
2017-02-13,795
2017-02-14,802
2017-02-15,786
2017-02-16,787
2017-02-18,789
2017-02-19,787
2017-02-20,800
2017-02-21,812
2017-02-22,810
2017-02-23,820
2017-02-24,815
2017-02-25,811
2017-02-26,798
2017-02-27,803
2017-02-28,798
2017-03-01,796
2017-03-02,795
2017-03-03,784
2017-03-04,776
2017-03-05,780
2017-03-06,782
2017-03-07,777
2017-03-08,772
2017-03-09,766
2017-03-10,754
2017-03-11,758
2017-03-12,766
2017-03-13,784
2017-03-14,815
2017-03-15,832
2017-03-16,842
2017-03-17,850
2017-03-18,856
2017-03-19,867
2017-03-20,897
2017-03-21,942
2017-03-22,989
2017-03-23,1029
2017-03-24,1034
2017-03-25,1029
2017-03-26,1030
2017-03-27,1027
2017-03-28,994
2017-03-29,972
2017-03-30,948
2017-03-31,934
2017-04-01,921
2017-04-02,918
2017-04-03,914
2017-04-04,874
2017-04-12,724
2017-04-13,701
2017-04-14,689
2017-04-15,678
2017-04-16,658
2017-04-17,633
2017-04-18,601
2017-04-19,580
2017-04-20,559
2017-04-21,554
2017-04-22,553
2017-04-23,536
2017-04-24,522
2017-04-25,517
2017-04-26,516
2017-04-27,510
2017-04-28,495
2017-04-29,492
2017-04-30,493
2017-05-01,491
2017-05-02,479
2017-05-03,465
2017-05-04,482
2017-05-05,507
2017-05-06,526
2017-05-07,544
2017-05-08,572
2017-05-09,601
2017-05-10,628
2017-05-11,655
2017-05-12,686
2017-05-13,718
2017-05-14,748
2017-05-15,786
2017-05-16,812
2017-05-17,807
2017-05-18,814
2017-05-19,807
2017-05-20,767
2017-05-21,767
2017-05-22,738
2017-05-23,717
2017-05-24,695
2017-05-25,682
2017-05-26,653
2017-05-27,650
2017-05-28,629
2017-05-29,625
2017-05-30,630
2017-05-31,623
2017-06-01,630
2017-06-02,626
2017-06-03,650
2017-06-04,650
2017-06-05,677
2017-06-06,704
2017-06-07,725
2017-06-08,730
2017-06-09,760
2017-06-10,794
2017-06-11,816
2017-06-12,832
2017-06-13,841
2017-06-14,865
2017-06-15,885
2017-06-16,880
2017-06-17,891
2017-06-18,909
2017-06-19,909
2017-06-20,938
2017-06-21,947
2017-06-22,909
2017-06-23,899
2017-06-24,920
2017-06-25,956
2017-06-26,962
2017-06-27,983
2017-06-28,954
2017-06-29,906
2017-06-30,871
2017-07-01,856
2017-07-02,848
2017-07-03,842
2017-07-04,825
2017-07-05,825
2017-07-06,839
2017-07-07,839
2017-07-08,827
2017-07-13,860
2017-07-14,877
2017-07-15,906
2017-07-16,924
2017-07-17,892
2017-07-18,871
2017-07-19,859
2017-07-20,848
2017-07-21,826
2017-07-22,822
2017-07-23,820
2017-07-24,808
2017-07-25,805
2017-07-26,779
2017-07-27,766
2017-07-28,753
2017-07-29,743
2017-07-30,740
2017-07-31,736
2017-08-01,729
2017-08-02,719
2017-08-03,721
2017-08-04,709
2017-08-05,689
2017-08-06,679
2017-08-07,659
2017-08-08,653
2017-08-09,641
2017-08-10,629
2017-08-11,629
2017-08-12,616
2017-08-13,606
2017-08-14,600
2017-08-15,597
2017-08-16,605
2017-08-17,620
2017-08-18,625
2017-08-19,637
2017-08-20,666
2017-08-21,696
2017-08-22,727
2017-08-23,736
2017-08-24,758
2017-08-25,788
2017-08-26,780
2017-08-27,769
2017-08-28,765
2017-08-29,756
2017-08-30,735
2017-08-31,720
2017-09-01,689
2017-09-02,673
2017-09-03,640
2017-09-04,624
2017-09-05,604
2017-09-06,615
2017-09-07,624
2017-09-08,622
2017-09-09,627
2017-09-10,639
2017-09-11,650
2017-09-12,659
2017-09-13,653
2017-09-14,651
2017-09-15,651
2017-09-16,647
2017-09-17,636
2017-09-18,632
2017-09-19,620
2017-09-20,611
2017-09-22,623
2017-09-23,623
2017-09-24,620
2017-09-25,622
2017-09-26,614
2017-09-27,601
2017-09-28,593
2017-09-29,590
2017-09-30,591
2017-10-01,593
2017-10-02,597
2017-10-03,604
2017-10-04,613
2017-10-05,620
2017-10-06,618
2017-10-07,622
2017-10-08,629
2017-10-09,637
2017-10-10,646
2017-10-11,647
2017-10-12,661
2017-10-13,685
2017-10-14,705
2017-10-15,718
2017-10-16,730
2017-10-17,745
2017-10-18,765
2017-10-19,760
2017-10-20,771
2017-10-21,779
2017-10-22,773
2017-10-23,782
2017-10-24,783
2017-10-25,802
2017-10-26,801
2017-10-27,807
2017-10-28,807
2017-10-29,820
2017-10-30,838
2017-10-31,874
2017-11-01,874
2017-11-02,873
2017-11-03,859
2017-11-04,852
2017-11-05,809
2017-11-06,778
2017-11-07,785
2017-11-08,789
2017-11-09,777
2017-11-10,770
2017-11-11,733
2017-11-12,729
2017-11-13,728
2017-11-14,706
2017-11-15,673
2017-11-16,645
2017-11-17,614
2017-11-18,607
2017-11-19,589
2017-11-20,576
2017-11-21,565
2017-11-22,554
2017-11-23,556
2017-11-24,552
2017-11-25,565
2017-11-26,566
2017-11-27,566
2017-11-28,554
2017-11-29,550
2017-11-30,549
2017-12-01,564
2017-12-02,577
2017-12-03,590
2017-12-04,593
2017-12-05,606
2017-12-06,624
2017-12-07,653
2017-12-08,681
2017-12-09,712
2017-12-10,725
2017-12-11,710
2017-12-12,709
2017-12-13,681
2017-12-14,653
2017-12-15,657
2017-12-16,651
2017-12-17,647
2017-12-18,653
2017-12-19,665
2017-12-20,681
2017-12-21,688
2017-12-22,699
2017-12-23,705
2017-12-24,714
2017-12-25,714
2017-12-26,728
2017-12-27,737
2017-12-28,741
2017-12-29,741
2017-12-30,716
2017-12-31,708
2018-01-01,699
2018-01-02,692
2018-01-03,691
2018-01-04,698
2018-01-05,730
2018-01-06,754
2018-01-07,777
2018-01-08,802
2018-01-09,813
2018-01-10,824
2018-01-11,846
2018-01-12,837
2018-01-13,827
2018-01-14,821
2018-01-15,780
2018-01-16,754
2018-01-17,733
2018-01-18,717
2018-01-19,705
2018-01-20,693
2018-01-21,678
2018-01-22,665
2018-01-23,668
2018-01-24,664
2018-01-25,657
2018-01-26,673
2018-01-27,693
2018-01-28,711
2018-01-29,729
2018-01-30,757
2018-01-31,792
2018-02-01,832
2018-02-02,873
2018-02-03,914
2018-02-04,946
2018-02-05,978
2018-02-06,993
2018-02-07,1026
2018-02-08,1074
2018-02-09,1109
2018-02-10,1155
2018-02-11,1187
2018-02-12,1225
2018-02-13,1276
2018-02-14,1319
2018-02-15,1342
2018-02-16,1369
2018-02-17,1430
2018-02-18,1488
2018-02-19,1514
2018-02-20,1504
2018-02-21,1474
2018-02-22,1428
2018-02-23,1371
2018-02-24,1344
2018-02-25,1319
2018-02-26,1291
2018-02-27,1254
2018-02-28,1193
2018-03-01,1141
2018-03-02,1126
2018-03-03,1111
2018-03-04,1095
2018-03-05,1096
2018-03-06,1076
2018-03-07,1051
2018-03-08,1049
2018-03-09,1057
2018-03-10,1058
2018-03-11,1061
2018-03-12,1071
2018-03-13,1084
2018-03-14,1113
2018-03-15,1109
2018-03-16,1108
2018-03-17,1069
2018-03-18,1015
2018-03-19,982
2018-03-20,954
2018-03-21,920
2018-03-22,900
2018-03-23,888
2018-03-24,892
2018-03-25,882
2018-03-26,903
2018-03-27,922
2018-03-28,919
2018-03-29,899
2018-03-30,884
2018-03-31,895
2018-04-01,903
2018-04-02,903
2018-04-03,907
2018-04-04,895
2018-04-05,902
2018-04-06,902
2018-04-07,887
2018-04-08,879
2018-04-09,892
2018-04-10,916
2018-04-11,915
2018-04-12,918
2018-04-13,914
2018-04-14,921
2018-04-15,915
2018-04-16,915
2018-04-17,913
2018-04-18,881
2018-04-19,866
2018-04-20,859
2018-04-21,845
2018-04-22,845
2018-04-23,836
2018-04-24,829
2018-04-25,829
2018-04-26,826
2018-04-27,829
2018-04-28,824
2018-04-29,823
2018-04-30,825
2018-05-01,829
2018-05-02,835
2018-05-03,836
2018-05-04,824
2018-05-05,808
2018-05-06,797
2018-05-07,785
2018-05-08,779
2018-05-09,762
2018-05-10,725
2018-05-11,688
2018-05-12,666
2018-05-13,651
2018-05-14,650
2018-05-15,635
2018-05-16,622
2018-05-17,619
2018-05-18,615
2018-05-19,607
2018-05-20,596
2018-05-21,589
2018-05-22,592
2018-05-23,604
2018-05-24,622
2018-05-25,634
2018-05-26,628
2018-05-27,617
2018-05-28,618
2018-05-29,623
2018-05-30,626
2018-05-31,646
2018-06-01,667
2018-06-02,675
2018-06-03,674
2018-06-04,659
2018-06-05,645
2018-06-06,643
2018-06-07,637
2018-06-08,628
2018-06-09,620
2018-06-10,608
2018-06-11,616
2018-06-12,634
2018-06-13,643
2018-06-14,641
2018-06-15,626
2018-06-16,628
2018-06-17,622
2018-06-18,605
2018-06-19,604
2018-06-20,575
2018-06-21,571
2018-06-22,572
2018-06-23,579
2018-06-24,582
2018-06-25,567
2018-06-26,565
2018-06-27,561
2018-06-28,559
2018-06-29,553
2018-06-30,540
2018-07-01,539
2018-07-02,531
2018-07-03,532
2018-07-04,532
2018-07-05,529
2018-07-06,533
2018-07-07,536
2018-07-08,518
2018-07-09,525
2018-07-10,536
2018-07-11,542
2018-07-12,548
2018-07-13,553
2018-07-14,558
2018-07-15,561
2018-07-16,560
2018-07-17,566
2018-07-18,580
2018-07-19,592
2018-07-20,604
2018-07-21,614
2018-07-22,614
2018-07-23,618
2018-07-24,627
2018-07-25,626
2018-07-26,628
2018-07-27,630
2018-07-28,644
2018-07-29,669
2018-07-30,697
2018-07-31,730
2018-08-01,761
2018-08-02,772
2018-08-03,790
2018-08-04,804
2018-08-05,818
2018-08-06,829
2018-08-07,849
2018-08-08,886
2018-08-09,931
2018-08-10,973
2018-08-11,1013
2018-08-12,1054
2018-08-14,1121
2018-08-16,1072
2018-08-17,1053
2018-08-18,1028
2018-08-19,1003
2018-08-20,974
2018-08-21,946
2018-08-22,923
2018-08-23,908
2018-08-24,881
2018-08-25,875
2018-08-26,876
2018-08-27,883
2018-08-28,895
2018-08-29,904
2018-08-30,906
2018-08-31,916
2018-09-01,910
2018-09-02,888
2018-09-03,846
2018-09-04,846
2018-09-05,839
2018-09-06,837
2018-09-07,832
2018-09-08,829
2018-09-09,833
2018-09-10,847
2018-09-11,864
2018-09-12,869
2018-09-13,872
2018-09-14,892
2018-09-15,927
2018-09-16,950
2018-09-17,987
2018-09-18,1019
2018-09-19,1027
2018-09-20,1015
2018-09-21,1007
2018-09-22,975
2018-09-23,947
2018-09-24,925
2018-09-25,917
2018-09-26,890
2018-09-27,880
2018-09-28,867
2018-09-29,861
2018-09-30,831
2018-10-01,806
2018-10-02,796
2018-10-03,783
2018-10-04,770
2018-10-05,756
2018-10-06,747
2018-10-07,738
2018-10-08,746
2018-10-09,744
2018-10-10,733
2018-10-11,716
2018-10-12,699
2018-10-13,684
2018-10-14,663
2018-10-15,648
2018-10-16,640
2018-10-17,634
2018-10-18,633
2018-10-19,625
2018-10-20,620
2018-10-21,627
2018-10-22,618
2018-10-23,606
2018-10-24,610
2018-10-25,634
2018-10-26,663
2018-10-27,667
2018-10-28,657
2018-10-29,657
2018-10-30,688
2018-10-31,723
2018-11-01,760
2018-11-03,838
2018-11-04,880
2018-11-05,924
2018-11-06,971
2018-11-07,1020
2018-11-08,1071
2018-11-09,1125
2018-11-10,1182
2018-11-11,1242
2018-11-12,1305
2018-11-13,1371
2018-11-15,1483
2018-11-16,1532
2018-11-17,1558
2018-11-18,1560
2018-11-19,1547
2018-11-20,1529
2018-11-21,1489
2018-11-22,1464
2018-11-23,1412
2018-11-24,1361
2018-11-25,1308
2018-11-26,1257
2018-11-27,1199
2018-11-28,1143
2018-11-29,1096
2018-12-01,1026
2018-12-02,990
2018-12-03,951
2018-12-04,932
2018-12-05,900
2018-12-07,860
2018-12-09,848
2018-12-10,841
2018-12-11,828
2018-12-12,836
2018-12-13,860
2018-12-14,903
2018-12-15,942
2018-12-16,936
2018-12-17,983
2018-12-18,1030
2018-12-19,1071
2018-12-20,1095
2018-12-21,1121
2018-12-22,1115
2018-12-23,1075
2018-12-24,1034
2018-12-25,990
2018-12-26,951
2018-12-27,917
2018-12-28,891
2018-12-29,864
2018-12-30,844
2018-12-31,844
2019-01-01,837
2019-01-02,845
2019-01-03,841
2019-01-04,839
2019-01-05,829
2019-01-06,824
2019-01-08,823
2019-01-10,833
2019-01-11,818
2019-01-12,807
2019-01-13,815
2019-01-14,807
2019-01-15,798
2019-01-16,791
2019-01-17,794
2019-01-18,792
2019-01-19,773
2019-01-20,747
2019-01-21,725
2019-01-22,713
2019-01-23,693
2019-01-24,677
2019-01-25,657
2019-01-26,662
2019-01-27,654
2019-01-28,646
2019-01-29,644
2019-01-30,643
2019-01-31,636
2019-02-01,636
2019-02-02,640
2019-02-03,638
2019-02-04,637
2019-02-05,632
2019-02-06,627
2019-02-07,632
2019-02-08,629
2019-02-09,612
2019-02-10,599
2019-02-11,596
2019-02-12,585
2019-02-13,573
2019-02-14,563
2019-02-15,554
2019-02-16,542
2019-02-17,543
2019-02-18,528
2019-02-19,512
2019-02-20,505
2019-02-21,495
2019-02-22,486
2019-02-23,477
2019-02-24,468
2019-02-25,470
2019-02-26,466
2019-02-27,463
2019-02-28,454
2019-03-01,449
2019-03-02,448
2019-03-03,449
2019-03-04,444
2019-03-05,451
2019-03-06,454
2019-03-07,455
2019-03-08,455
2019-03-09,456
2019-03-10,460
2019-03-11,461
2019-03-12,464
2019-03-13,473
2019-03-14,489
2019-03-15,488
2019-03-16,493
2019-03-17,477
2019-03-18,469
2019-03-19,472
2019-03-20,473
2019-03-21,480
2019-03-22,490
2019-03-23,496
2019-03-24,500
2019-03-25,496
2019-03-26,495
2019-03-27,506
2019-03-28,519
2019-03-29,533
2019-03-30,550
2019-03-31,561
2019-04-01,580
2019-04-02,597
2019-04-03,602
2019-04-04,601
2019-04-05,608
2019-04-06,603
2019-04-07,593
2019-04-08,605
2019-04-09,627
2019-04-10,629
2019-04-11,622
2019-04-12,617
2019-04-13,610
2019-04-14,603
2019-04-15,599
2019-04-16,578
2019-04-17,555
2019-04-18,529
2019-04-19,507
2019-04-20,485
2019-04-21,460
2019-04-22,438
2019-04-23,417
2019-04-24,409
2019-04-25,406
2019-04-26,397
2019-04-27,389
2019-04-28,380
2019-04-29,365
2019-04-30,358
2019-05-01,353
2019-05-02,350
2019-05-03,351
2019-05-04,349
2019-05-05,352
2019-05-06,354
2019-05-07,360
2019-05-08,366
2019-05-09,374
2019-05-10,385
2019-05-11,400
2019-05-12,416
2019-05-13,436
2019-05-14,453
2019-05-15,466
2019-05-16,488
2019-05-17,510
2019-05-18,528
2019-05-19,554
2019-05-20,569
2019-05-21,586
2019-05-22,599
2019-05-23,595
2019-05-24,579
2019-05-25,572
2019-05-26,575
2019-05-27,572
2019-05-28,563
2019-05-29,556
2019-05-30,559
2019-05-31,566
2019-06-01,569
2019-06-02,555
2019-06-03,557
2019-06-04,551
2019-06-05,553
2019-06-06,559
2019-06-07,544
2019-06-08,524
2019-06-09,501
2019-06-10,485
2019-06-11,469
2019-06-12,457
2019-06-13,450
2019-06-14,449
2019-06-15,447
2019-06-16,437
2019-06-17,434
2019-06-18,442
2019-06-19,455
2019-06-20,449
2019-06-21,454
2019-06-22,472
2019-06-23,485
2019-06-24,486
2019-06-25,499
2019-06-26,506
2019-06-27,513
2019-06-28,496
2019-06-29,494
2019-06-30,495
2019-07-01,494
2019-07-02,498
2019-07-03,485
2019-07-04,470
2019-07-05,474
2019-07-06,465
2019-07-07,450
2019-07-08,466
2019-07-09,485
2019-07-10,501
2019-07-11,514
2019-07-12,523
2019-07-13,524
2019-07-14,532
2019-07-15,553
2019-07-16,562
2019-07-17,573
2019-07-18,575
2019-07-19,592
2019-07-20,572
2019-07-21,582
2019-07-22,593
2019-07-23,602
2019-07-24,602
2019-07-25,606
2019-07-26,603
2019-07-27,606
2019-07-28,612
2019-07-29,612
2019-07-30,620
2019-07-31,614
2019-08-01,609
2019-08-02,608
2019-08-03,606
2019-08-04,588
