date_obj,Avantoe%20seed price
2016-05-29,978
2016-05-30,1001
2016-05-31,1031
2016-06-01,1046
2016-06-02,1066
2016-06-03,1085
2016-06-04,1108
2016-06-05,1118
2016-06-06,1152
2016-06-07,1210
2016-06-08,1254
2016-06-09,1314
2016-06-10,1380
2016-06-11,1419
2016-06-12,1489
2016-06-13,1556
2016-06-14,1634
2016-06-15,1716
2016-06-16,1802
2016-06-17,1889
2016-06-18,1941
2016-06-19,1961
2016-06-20,1942
2016-06-21,1909
2016-06-22,1941
2016-06-23,1950
2016-06-24,1972
2016-06-25,1902
2016-06-26,1865
2016-06-27,1783
2016-06-28,1764
2016-06-29,1802
2016-06-30,1817
2016-07-01,1818
2016-07-02,1882
2016-07-03,1918
2016-07-04,1903
2016-07-05,1908
2016-07-06,1870
2016-07-07,1921
2016-07-08,1971
2016-07-09,1972
2016-07-10,1909
2016-07-11,1831
2016-07-12,1833
2016-07-13,1813
2016-07-14,1870
2016-07-15,1942
2016-07-16,1965
2016-07-17,1947
2016-07-18,1954
2016-07-23,2110
2016-07-24,2200
2016-07-25,2289
2016-07-26,2318
2016-07-27,2324
2016-07-28,2396
2016-07-29,2395
2016-07-30,2367
2016-07-31,2367
2016-08-01,2325
2016-08-02,2285
2016-08-03,2383
2016-08-04,2360
2016-08-05,2424
2016-08-06,2397
2016-08-07,2334
2016-08-08,2365
2016-08-09,2388
2016-08-10,2333
2016-08-11,2291
2016-08-12,2202
2016-08-13,2116
2016-08-14,2027
2016-08-15,1950
2016-08-16,1892
2016-08-17,1915
2016-08-18,1919
2016-08-19,1833
2016-08-20,1776
2016-08-21,1744
2016-08-22,1694
2016-08-23,1633
2016-08-24,1567
2016-08-25,1489
2016-08-26,1419
2016-08-28,1288
2016-08-31,1245
2016-09-01,1205
2016-09-02,1149
2016-09-03,1110
2016-09-04,1094
2016-09-05,1075
2016-09-06,1049
2016-09-07,1016
2016-09-08,974
2016-09-09,962
2016-09-10,924
2016-09-11,877
2016-09-12,836
2016-09-13,798
2016-09-14,774
2016-09-15,736
2016-09-16,703
2016-09-17,667
2016-09-18,633
2016-09-19,604
2016-09-20,580
2016-09-21,559
2016-09-22,531
2016-09-23,504
2016-09-24,504
2016-09-25,481
2016-09-26,462
2016-09-27,451
2016-09-28,444
2016-09-29,434
2016-09-30,436
2016-10-01,453
2016-10-02,453
2016-10-03,443
2016-10-04,440
2016-10-05,453
2016-10-06,463
2016-10-07,462
2016-10-08,449
2016-10-09,426
2016-10-10,414
2016-10-11,403
2016-10-12,384
2016-10-13,367
2016-10-14,348
2016-10-15,335
2016-10-16,333
2016-10-17,346
2016-10-18,345
2016-10-19,339
2016-10-20,337
2016-10-21,345
2016-10-22,336
2016-10-23,335
2016-10-24,331
2016-10-25,327
2016-10-26,331
2016-10-27,335
2016-10-28,341
2016-10-29,344
2016-10-30,346
2016-10-31,350
2016-11-01,350
2016-11-02,360
2016-11-03,345
2016-11-04,346
2016-11-05,339
2016-11-06,338
2016-11-07,345
2016-11-08,358
2016-11-09,365
2016-11-10,372
2016-11-11,370
2016-11-12,377
2016-11-13,373
2016-11-14,361
2016-11-15,363
2016-12-07,962
2016-12-08,1011
2016-12-09,1062
2016-12-10,1116
2016-12-11,1172
2016-12-12,1231
2016-12-13,1293
2016-12-14,1358
2016-12-15,1407
2016-12-16,1475
2016-12-17,1541
2016-12-18,1579
2016-12-19,1643
2016-12-20,1662
2016-12-21,1579
2016-12-22,1500
2016-12-23,1425
2016-12-24,1353
2016-12-25,1285
2016-12-26,1220
2016-12-27,1159
2016-12-28,1101
2016-12-29,1045
2016-12-30,992
2016-12-31,942
2017-01-01,896
2017-01-02,866
2017-01-03,846
2017-01-04,812
2017-01-05,780
2017-01-06,773
2017-01-07,792
2017-01-08,806
2017-01-09,808
2017-01-10,833
2017-01-11,828
2017-01-12,838
2017-01-13,874
2017-01-14,902
2017-01-15,916
2017-01-16,908
2017-01-17,918
2017-01-18,923
2017-01-19,895
2017-01-20,873
2017-01-21,848
2017-01-22,822
2017-01-23,793
2017-01-27,841
2017-01-28,858
2017-01-29,861
2017-01-30,847
2017-01-31,833
2017-02-01,823
2017-02-02,804
2017-02-03,788
2017-02-04,766
2017-02-05,749
2017-02-06,719
2017-02-07,697
2017-02-08,688
2017-02-09,686
2017-02-10,713
2017-02-11,722
2017-02-12,726
2017-02-13,730
2017-02-14,734
2017-02-15,747
2017-02-16,742
2017-02-18,693
2017-02-19,699
2017-02-20,686
2017-02-21,703
2017-02-22,725
2017-02-23,745
2017-02-24,759
2017-02-25,769
2017-02-26,780
2017-02-27,807
2017-02-28,824
2017-03-01,825
2017-03-02,827
2017-03-03,797
2017-03-04,785
2017-03-05,767
2017-03-06,785
2017-03-07,797
2017-03-08,822
2017-03-09,837
2017-03-10,829
2017-03-11,823
2017-03-12,856
2017-03-13,891
2017-03-14,914
2017-03-15,919
2017-03-16,950
2017-03-17,971
2017-03-18,1005
2017-03-19,1022
2017-03-20,1073
2017-03-21,1108
2017-03-22,1133
2017-03-23,1188
2017-03-24,1229
2017-03-25,1273
2017-03-26,1245
2017-03-27,1250
2017-03-28,1256
2017-03-29,1207
2017-03-30,1152
2017-03-31,1117
2017-04-01,1083
2017-04-02,1052
2017-04-03,1026
2017-04-04,998
2017-04-05,984
2017-04-12,977
2017-04-13,971
2017-04-14,941
2017-04-15,906
2017-04-16,883
2017-04-17,854
2017-04-18,835
2017-04-19,830
2017-04-20,851
2017-04-21,841
2017-04-22,816
2017-04-23,781
2017-04-24,786
2017-04-25,801
2017-04-26,814
2017-04-27,790
2017-04-28,756
2017-04-29,735
2017-04-30,717
2017-05-01,712
2017-05-02,729
2017-05-03,710
2017-05-04,697
2017-05-05,716
2017-05-06,733
2017-05-07,739
2017-05-08,746
2017-05-09,751
2017-05-10,724
2017-05-11,730
2017-05-12,736
2017-05-13,755
2017-05-14,754
2017-05-15,738
2017-05-16,749
2017-05-17,740
2017-05-18,728
2017-05-19,706
2017-05-20,721
2017-05-21,751
2017-05-22,755
2017-05-23,765
2017-05-24,764
2017-05-25,794
2017-05-26,814
2017-05-27,815
2017-05-28,829
2017-05-29,859
2017-05-30,883
2017-05-31,905
2017-06-01,912
2017-06-02,901
2017-06-03,865
2017-06-04,844
2017-06-05,818
2017-06-06,805
2017-06-07,815
2017-06-08,792
2017-06-09,775
2017-06-10,754
2017-06-11,725
2017-06-12,689
2017-06-13,665
2017-06-14,641
2017-06-15,626
2017-06-16,614
2017-06-17,625
2017-06-18,632
2017-06-19,648
2017-06-20,645
2017-06-21,631
2017-06-22,617
2017-06-23,616
2017-06-24,618
2017-06-25,612
2017-06-26,621
2017-06-27,619
2017-06-28,626
2017-06-29,628
2017-06-30,646
2017-07-01,640
2017-07-02,651
2017-07-03,658
2017-07-04,684
2017-07-05,706
2017-07-06,732
2017-07-07,752
2017-07-08,757
2017-07-09,742
2017-07-13,719
2017-07-14,711
2017-07-15,705
2017-07-16,729
2017-07-17,759
2017-07-18,792
2017-07-19,831
2017-07-20,856
2017-07-21,876
2017-07-22,894
2017-07-23,916
2017-07-24,941
2017-07-25,970
2017-07-26,996
2017-07-27,1026
2017-07-28,1028
2017-07-29,1015
2017-07-30,1029
2017-07-31,1029
2017-08-01,1021
2017-08-02,1010
2017-08-03,1004
2017-08-04,1000
2017-08-05,974
2017-08-06,981
2017-08-07,953
2017-08-08,908
2017-08-09,870
2017-08-10,842
2017-08-11,840
2017-08-12,839
2017-08-13,835
2017-08-14,836
2017-08-15,840
2017-08-16,848
2017-08-17,844
2017-08-18,853
2017-08-19,870
2017-08-20,895
2017-08-21,877
2017-08-22,861
2017-08-23,867
2017-08-24,879
2017-08-25,879
2017-08-26,881
2017-08-27,855
2017-08-28,835
2017-08-29,831
2017-08-30,822
2017-08-31,834
2017-09-01,812
2017-09-02,813
2017-09-03,827
2017-09-04,846
2017-09-05,880
2017-09-06,910
2017-09-07,924
2017-09-08,915
2017-09-09,908
2017-09-10,910
2017-09-11,928
2017-09-12,947
2017-09-13,950
2017-09-14,959
2017-09-15,956
2017-09-16,936
2017-09-17,968
2017-09-18,976
2017-09-19,983
2017-09-20,1008
2017-09-22,1031
2017-09-23,1048
2017-09-24,1061
2017-09-25,1063
2017-09-26,1055
2017-09-27,1031
2017-09-28,1033
2017-09-29,1047
2017-09-30,1030
2017-10-01,1025
2017-10-02,1056
2017-10-03,1098
2017-10-04,1143
2017-10-05,1194
2017-10-06,1236
2017-10-07,1260
2017-10-08,1288
2017-10-09,1328
2017-10-10,1374
2017-10-11,1386
2017-10-12,1444
2017-10-13,1497
2017-10-14,1535
2017-10-15,1524
2017-10-16,1522
2017-10-17,1500
2017-10-18,1462
2017-10-19,1415
2017-10-20,1376
2017-10-21,1346
2017-10-22,1354
2017-10-23,1348
2017-10-24,1322
2017-10-25,1299
2017-10-26,1236
2017-10-27,1225
2017-10-28,1201
2017-10-29,1172
2017-10-30,1173
2017-10-31,1192
2017-11-01,1216
2017-11-02,1198
2017-11-03,1219
2017-11-04,1215
2017-11-05,1199
2017-11-06,1193
2017-11-07,1169
2017-11-08,1110
2017-11-09,1106
2017-11-10,1085
2017-11-11,1055
2017-11-12,1069
2017-11-13,1065
2017-11-14,1072
2017-11-15,1067
2017-11-16,1048
2017-11-17,1056
2017-11-18,1046
2017-11-19,1046
2017-11-20,1043
2017-11-21,1016
2017-11-22,997
2017-11-23,1009
2017-11-24,1024
2017-11-25,1018
2017-11-26,995
2017-11-27,984
2017-11-28,974
2017-11-29,970
2017-11-30,972
2017-12-01,982
2017-12-02,998
2017-12-03,1008
2017-12-04,1016
2017-12-05,1032
2017-12-06,1051
2017-12-07,1073
2017-12-08,1069
2017-12-09,1097
2017-12-10,1130
2017-12-11,1134
2017-12-12,1172
2017-12-13,1219
2017-12-14,1260
2017-12-15,1311
2017-12-16,1364
2017-12-17,1395
2017-12-18,1422
2017-12-19,1434
2017-12-20,1455
2017-12-21,1460
2017-12-22,1468
2017-12-23,1463
2017-12-24,1447
2017-12-25,1439
2017-12-26,1427
2017-12-27,1419
2017-12-28,1418
2017-12-29,1409
2017-12-30,1462
2017-12-31,1482
2018-01-01,1506
2018-01-02,1545
2018-01-03,1584
2018-01-04,1561
2018-01-05,1507
2018-01-06,1435
2018-01-07,1406
2018-01-08,1377
2018-01-09,1342
2018-01-10,1276
2018-01-11,1229
2018-01-12,1169
2018-01-13,1112
2018-01-14,1057
2018-01-15,1007
2018-01-16,959
2018-01-17,925
2018-01-18,922
2018-01-19,912
2018-01-20,908
2018-01-21,900
2018-01-22,913
2018-01-23,924
2018-01-24,950
2018-01-25,954
2018-01-26,973
2018-01-27,965
2018-01-28,984
2018-01-29,999
2018-01-30,1016
2018-01-31,1040
2018-02-01,1063
2018-02-02,1055
2018-02-03,1062
2018-02-04,1026
2018-02-05,1014
2018-02-06,993
2018-02-07,1005
2018-02-08,998
2018-02-09,1002
2018-02-10,983
2018-02-11,968
2018-02-12,966
2018-02-13,960
2018-02-14,979
2018-02-15,999
2018-02-16,1008
2018-02-17,1040
2018-02-18,1063
2018-02-19,1106
2018-02-20,1155
2018-02-21,1196
2018-02-22,1240
2018-02-23,1300
2018-02-24,1365
2018-02-25,1433
2018-02-26,1472
2018-02-27,1526
2018-02-28,1582
2018-03-01,1654
2018-03-02,1736
2018-03-03,1802
2018-03-04,1886
2018-03-05,1957
2018-03-06,1984
2018-03-07,2005
2018-03-08,1988
2018-03-09,1977
2018-03-10,1914
2018-03-11,1916
2018-03-12,1852
2018-03-13,1813
2018-03-14,1739
2018-03-15,1652
2018-03-16,1569
2018-03-17,1500
2018-03-18,1439
2018-03-20,1342
2018-03-22,1222
2018-03-23,1195
2018-03-24,1162
2018-03-25,1130
2018-03-26,1140
2018-03-27,1133
2018-03-28,1109
2018-03-29,1077
2018-03-30,1059
2018-03-31,1028
2018-04-01,1008
2018-04-02,1002
2018-04-03,972
2018-04-04,955
2018-04-05,966
2018-04-06,984
2018-04-07,998
2018-04-08,997
2018-04-09,1029
2018-04-10,1055
2018-04-11,1063
2018-04-12,1082
2018-04-13,1114
2018-04-14,1111
2018-04-15,1116
2018-04-16,1113
2018-04-17,1135
2018-04-18,1166
2018-04-19,1200
2018-04-20,1220
2018-04-21,1241
2018-04-22,1296
2018-04-23,1327
2018-04-24,1328
2018-04-25,1356
2018-04-26,1331
2018-04-27,1332
2018-04-28,1325
2018-04-29,1327
2018-04-30,1281
2018-05-01,1293
2018-05-02,1285
2018-05-03,1249
2018-05-04,1245
2018-05-05,1239
2018-05-06,1251
2018-05-07,1251
2018-05-08,1216
2018-05-09,1202
2018-05-10,1179
2018-05-11,1157
2018-05-12,1140
2018-05-13,1121
2018-05-14,1118
2018-05-15,1097
2018-05-16,1102
2018-05-17,1126
2018-05-18,1120
2018-05-19,1121
2018-05-20,1120
2018-05-21,1108
2018-05-22,1094
2018-05-23,1061
2018-05-24,1032
2018-05-25,1045
2018-05-26,1046
2018-05-27,1052
2018-05-28,1066
2018-05-29,1060
2018-05-30,1045
2018-05-31,1056
2018-06-01,1104
2018-06-02,1145
2018-06-03,1162
2018-06-04,1200
2018-06-05,1251
2018-06-06,1300
2018-06-07,1327
2018-06-08,1380
2018-06-09,1441
2018-06-10,1497
2018-06-11,1558
2018-06-12,1591
2018-06-13,1598
2018-06-14,1645
2018-06-15,1592
2018-06-16,1562
2018-06-17,1511
2018-06-18,1471
2018-06-19,1467
2018-06-20,1423
2018-06-21,1405
2018-06-22,1379
2018-06-23,1321
2018-06-24,1286
2018-06-25,1273
2018-06-26,1249
2018-06-27,1212
2018-06-28,1201
2018-06-29,1211
2018-06-30,1180
2018-07-01,1127
2018-07-02,1080
2018-07-03,1045
2018-07-04,1009
2018-07-05,993
2018-07-06,1026
2018-07-07,1019
2018-07-08,1007
2018-07-09,1013
2018-07-10,1009
2018-07-11,1010
2018-07-12,980
2018-07-13,979
2018-07-14,982
2018-07-15,968
2018-07-16,976
2018-07-17,950
2018-07-18,959
2018-07-19,983
2018-07-20,989
2018-07-21,972
2018-07-22,977
2018-07-23,995
2018-07-24,1011
2018-07-25,1021
2018-07-26,1015
2018-07-27,999
2018-07-28,981
2018-07-29,970
2018-07-30,995
2018-07-31,1005
2018-08-01,1019
2018-08-02,1046
2018-08-03,1075
2018-08-04,1069
2018-08-05,1076
2018-08-06,1094
2018-08-07,1088
2018-08-08,1080
2018-08-09,1059
2018-08-10,1047
2018-08-11,1053
2018-08-12,1069
2018-08-14,1088
2018-08-16,1070
2018-08-17,1076
2018-08-18,1070
2018-08-19,1041
2018-08-20,1049
2018-08-21,1067
2018-08-22,1073
2018-08-23,1084
2018-08-24,1095
2018-08-25,1106
2018-08-26,1117
2018-08-27,1155
2018-08-28,1164
2018-08-29,1138
2018-08-30,1120
2018-08-31,1123
2018-09-01,1147
2018-09-02,1163
2018-09-03,1197
2018-09-04,1205
2018-09-05,1237
2018-09-06,1244
2018-09-07,1304
2018-09-08,1327
2018-09-09,1319
2018-09-10,1366
2018-09-11,1434
2018-09-12,1502
2018-09-13,1534
2018-09-14,1547
2018-09-15,1506
2018-09-16,1465
2018-09-17,1420
2018-09-18,1357
2018-09-19,1295
2018-09-20,1245
2018-09-21,1199
2018-09-22,1175
2018-09-23,1195
2018-09-24,1255
2018-09-25,1318
2018-09-26,1384
2018-09-27,1454
2018-09-28,1518
2018-09-29,1543
2018-09-30,1550
2018-10-01,1579
2018-10-02,1600
2018-10-03,1607
2018-10-04,1573
2018-10-05,1563
2018-10-06,1521
2018-10-07,1500
2018-10-08,1477
2018-10-09,1475
2018-10-10,1528
2018-10-11,1586
2018-10-12,1546
2018-10-13,1553
2018-10-14,1602
2018-10-15,1635
2018-10-16,1634
2018-10-17,1598
2018-10-18,1543
2018-10-19,1480
2018-10-20,1424
2018-10-21,1382
2018-10-22,1350
2018-10-23,1298
2018-10-24,1233
2018-10-25,1186
2018-10-26,1144
2018-10-27,1119
2018-10-28,1096
2018-10-29,1068
2018-10-30,1059
2018-10-31,1093
2018-11-01,1119
2018-11-03,1153
2018-11-04,1211
2018-11-05,1265
2018-11-06,1295
2018-11-07,1269
2018-11-08,1250
2018-11-09,1234
2018-11-10,1198
2018-11-11,1153
2018-11-12,1115
2018-11-13,1064
2018-11-14,1010
2018-11-15,964
2018-11-16,969
2018-11-17,986
2018-11-18,1001
2018-11-19,1050
2018-11-20,1095
2018-11-21,1147
2018-11-22,1197
2018-11-23,1257
2018-11-24,1317
2018-11-25,1380
2018-11-26,1449
2018-11-27,1522
2018-11-28,1599
2018-11-29,1679
2018-12-01,1852
2018-12-02,1942
2018-12-03,2037
2018-12-04,2135
2018-12-05,2224
2018-12-07,2377
2018-12-09,2443
2018-12-10,2429
2018-12-11,2473
2018-12-12,2508
2018-12-13,2439
2018-12-14,2342
2018-12-15,2253
2018-12-16,2164
2018-12-17,2077
2018-12-18,2013
2018-12-19,2035
2018-12-20,2052
2018-12-21,2083
2018-12-22,2041
2018-12-23,1993
2018-12-24,2009
2018-12-25,2094
2018-12-26,2175
2018-12-27,2165
2018-12-28,2082
2018-12-29,2024
2018-12-30,1946
2018-12-31,1913
2019-01-01,1859
2019-01-02,1863
2019-01-03,1902
2019-01-04,1921
2019-01-05,1878
2019-01-06,1795
2019-01-08,1665
2019-01-10,1632
2019-01-11,1574
2019-01-12,1505
2019-01-13,1437
2019-01-14,1417
2019-01-15,1444
2019-01-16,1440
2019-01-17,1435
2019-01-18,1445
2019-01-19,1420
2019-01-20,1386
2019-01-21,1392
2019-01-22,1436
2019-01-23,1506
2019-01-24,1581
2019-01-25,1642
2019-01-26,1673
2019-01-27,1643
2019-01-28,1634
2019-01-29,1615
2019-01-30,1602
2019-01-31,1580
2019-02-01,1536
2019-02-02,1470
2019-02-03,1402
2019-02-04,1341
2019-02-05,1292
2019-02-06,1297
2019-02-07,1317
2019-02-08,1302
2019-02-09,1264
2019-02-10,1208
2019-02-11,1158
2019-02-12,1104
2019-02-13,1049
2019-02-14,1003
2019-02-15,960
2019-02-16,921
2019-02-17,889
2019-02-18,880
2019-02-19,889
2019-02-20,928
2019-02-21,967
2019-02-22,1008
2019-02-23,1050
2019-02-24,1089
2019-02-25,1139
2019-02-26,1196
2019-02-27,1254
2019-02-28,1316
2019-03-01,1375
2019-03-02,1439
2019-03-03,1484
2019-03-04,1504
2019-03-05,1543
2019-03-06,1581
2019-03-07,1643
2019-03-08,1705
2019-03-09,1718
2019-03-10,1727
2019-03-11,1770
2019-03-12,1791
2019-03-13,1749
2019-03-14,1701
2019-03-15,1631
2019-03-16,1555
2019-03-17,1477
2019-03-18,1403
2019-03-19,1334
2019-03-20,1283
2019-03-21,1262
2019-03-22,1229
2019-03-23,1232
2019-03-24,1226
2019-03-25,1266
2019-03-26,1305
2019-03-27,1368
2019-03-28,1429
2019-03-29,1487
2019-03-30,1551
2019-03-31,1552
2019-04-01,1584
2019-04-02,1641
2019-04-03,1689
2019-04-04,1729
2019-04-05,1764
2019-04-06,1755
2019-04-07,1744
2019-04-08,1700
2019-04-09,1669
2019-04-10,1713
2019-04-11,1691
2019-04-12,1637
2019-04-13,1561
2019-04-14,1484
2019-04-15,1410
2019-04-16,1346
2019-04-17,1281
2019-04-18,1221
2019-04-19,1165
2019-04-20,1107
2019-04-21,1056
2019-04-22,1011
2019-04-23,973
2019-04-24,941
2019-04-25,955
2019-04-26,968
2019-04-27,956
2019-04-28,953
2019-04-29,951
2019-04-30,944
2019-05-01,945
2019-05-02,962
2019-05-03,976
2019-05-04,980
2019-05-05,990
2019-05-06,998
2019-05-07,1005
2019-05-08,1008
2019-05-09,1005
2019-05-10,985
2019-05-11,983
2019-05-12,993
2019-05-13,1007
2019-05-14,1024
2019-05-15,1064
2019-05-16,1105
2019-05-17,1144
2019-05-18,1132
2019-05-19,1127
2019-05-20,1137
2019-05-21,1144
2019-05-22,1130
2019-05-23,1107
2019-05-24,1094
2019-05-25,1047
2019-05-26,994
2019-05-27,956
2019-05-28,935
2019-05-29,932
2019-05-30,956
2019-05-31,951
2019-06-01,909
