date_obj,Nardah%20teleport price
2015-03-26,3370
2015-03-27,3370
2015-03-28,3269
2015-03-29,3269
2015-03-30,3142
2015-03-31,3142
2015-04-01,3129
2015-04-02,3129
2015-04-03,3061
2015-04-04,3061
2015-04-05,2998
2015-04-06,2998
2015-04-07,2955
2015-04-08,2955
2015-04-09,2920
2015-04-10,2920
2015-04-11,2856
2015-04-12,2856
2015-04-13,2831
2015-04-14,2831
2015-04-15,2757
2015-04-16,2757
2015-04-17,2682
2015-04-18,2682
2015-04-19,2606
2015-04-20,2606
2015-04-21,2586
2015-04-22,2586
2015-04-23,2531
2015-04-24,2531
2015-04-25,2553
2015-04-26,2553
2015-04-27,2539
2015-04-28,2539
2015-04-29,2438
2015-04-30,2321
2015-05-01,2224
2015-05-02,2283
2015-05-03,2283
2015-05-04,2276
2015-05-05,2276
2015-05-06,2223
2015-05-07,2223
2015-05-08,2197
2015-05-09,2264
2015-05-10,2264
2015-05-11,2303
2015-05-12,2333
2015-05-13,2333
2015-05-14,2439
2015-05-15,2439
2015-05-16,2499
2015-05-17,2482
2015-05-18,2482
2015-05-19,2451
2015-05-20,2451
2015-05-21,2451
2015-05-22,2467
2015-05-23,2467
2015-05-24,2545
2015-05-25,2571
2015-05-26,2571
2015-05-27,2521
2015-05-28,2447
2015-05-29,2386
2015-05-30,2443
2015-05-31,2443
2015-06-01,2387
2015-06-02,2387
2015-06-03,2388
2015-06-04,2388
2015-06-05,2454
2015-06-06,2544
2015-06-07,2544
2015-06-08,2632
2015-06-09,2672
2015-06-10,2687
2015-06-11,2687
2015-06-12,2670
2015-06-13,2682
2015-06-14,2682
2015-06-15,2606
2015-06-16,2546
2015-06-17,2546
2015-06-18,2516
2015-06-19,2516
2015-06-20,2484
2015-06-21,2484
2015-06-22,2494
2015-06-23,2494
2015-06-24,2571
2015-06-25,2571
2015-06-26,2699
2015-06-27,2699
2015-06-28,2834
2015-06-29,2834
2015-06-30,2976
2015-07-01,3125
2015-07-02,3125
2015-07-03,3282
2015-07-04,3447
2015-07-05,3604
2015-07-06,3771
2015-07-07,3960
2015-07-08,4158
2015-07-09,4158
2015-07-10,4366
2015-07-11,4366
2015-07-12,4585
2015-07-13,4815
2015-07-14,5056
2015-07-15,5309
2015-07-16,5575
2015-07-17,5778
2015-07-18,5778
2015-07-19,5820
2015-07-20,5600
2015-07-21,5600
2015-07-22,5348
2015-07-23,5348
2015-07-24,5110
2015-07-25,5110
2015-07-26,5022
2015-07-27,5135
2015-07-28,5351
2015-07-29,5398
2015-07-30,5398
2015-07-31,5614
2015-08-01,5749
2015-08-02,5927
2015-08-03,6142
2015-08-04,6142
2015-08-05,6287
2015-08-06,6287
2015-08-07,6339
2015-08-08,6296
2015-08-09,6027
2015-08-10,5870
2015-08-11,5675
2015-08-12,5675
2015-08-13,5663
2015-08-14,5733
2015-08-15,5733
2015-08-16,5907
2015-08-17,6150
2015-08-18,6367
2015-08-19,6517
2015-08-20,6517
2015-08-21,6426
2015-08-22,6549
2015-08-23,6549
2015-08-24,6560
2015-08-25,6560
2015-08-26,6498
2015-08-27,6373
2015-08-28,6373
2015-08-29,6299
2015-08-30,6299
2015-08-31,6226
2015-09-01,6116
2015-09-02,6116
2015-09-03,5922
2015-09-04,5821
2015-09-05,5821
2015-09-06,5855
2015-09-07,5741
2015-09-08,5927
2015-09-09,6199
2015-09-10,6400
2015-09-11,6230
2015-09-12,6275
2015-09-13,6146
2015-09-14,6146
2015-09-15,6248
2015-09-16,6248
2015-09-17,6083
2015-09-18,6083
2015-09-19,5927
2015-09-20,5927
2015-09-21,5779
2015-09-22,5645
2015-09-23,5573
2015-09-24,5573
2015-09-25,5697
2015-09-27,5775
2015-09-28,5829
2015-09-29,5829
2015-09-30,6028
2015-10-05,6315
2015-10-06,6273
2015-10-07,6273
2015-10-08,6133
2015-10-09,6251
2015-10-10,6251
2015-10-11,6306
2015-10-12,6472
2015-10-13,6472
2015-10-14,6796
2015-10-15,7121
2015-10-16,7374
2015-10-17,7374
2015-10-18,7265
2015-10-19,6913
2015-10-20,6647
2015-10-22,6522
2015-10-23,6468
2015-10-24,6468
2015-10-25,6385
2015-10-26,6263
2015-10-27,6263
2015-10-29,6074
2015-10-30,5856
2015-10-31,5618
2015-11-01,5618
2015-11-02,5632
2015-11-03,5632
2015-11-04,5874
2015-11-05,5731
2015-11-06,5731
2015-11-07,5493
2015-11-08,5493
2015-11-09,5304
2015-11-10,5304
2015-11-11,5098
2015-11-12,5098
2015-11-13,4880
2015-11-14,4880
2015-11-15,4658
2015-11-16,4658
2015-11-17,4550
2015-11-18,4550
2015-11-19,4473
2015-11-20,4613
2015-11-21,4613
2015-11-22,4595
2015-11-23,4595
2015-11-24,4704
2015-11-25,4915
2015-11-26,4915
2015-11-27,4946
2015-11-28,4946
2015-11-29,4725
2015-11-30,4687
2015-12-01,4687
2015-12-02,4809
2015-12-03,4939
2015-12-04,4939
2015-12-05,4801
2015-12-06,4779
2015-12-07,4779
2015-12-08,4717
2015-12-09,4656
2015-12-10,4656
2015-12-11,4654
2015-12-12,4654
2015-12-13,4664
2015-12-14,4664
2015-12-15,4702
2015-12-16,4737
2015-12-17,4737
2015-12-18,4846
2015-12-19,4878
2015-12-20,4962
2015-12-21,4995
2015-12-22,5023
2015-12-23,5132
2015-12-24,5132
2015-12-25,5205
2015-12-26,5325
2015-12-27,5151
2015-12-28,5151
2015-12-29,5196
2015-12-30,5410
2015-12-31,5681
2016-01-01,5681
2016-01-02,5966
2016-01-03,6121
2016-01-04,6161
2016-01-05,5859
2016-01-06,5629
2016-01-07,5505
2016-01-08,5490
2016-01-09,5490
2016-01-10,5395
2016-01-11,5150
2016-01-12,5028
2016-01-13,5028
2016-01-14,5021
2016-01-15,4992
2016-01-16,4880
2016-01-17,4779
2016-01-18,4806
2016-01-19,4806
2016-01-20,4753
2016-01-21,4753
2016-01-22,4742
2016-01-23,4733
2016-01-24,4602
2016-01-25,4662
2016-01-26,4716
2016-01-27,4853
2016-01-28,4853
2016-01-29,4988
2016-01-30,4988
2016-01-31,5030
2016-02-01,4965
2016-02-02,4885
2016-02-03,5012
2016-02-04,5012
2016-02-05,4942
2016-02-06,4829
2016-02-07,4829
2016-02-08,4707
2016-02-09,4634
2016-02-10,4797
2016-02-11,4797
2016-02-12,4769
2016-02-13,4831
2016-02-14,4831
2016-02-15,4880
2016-02-16,4770
2016-02-17,4669
2016-02-18,4669
2016-02-19,4642
2016-02-20,4859
2016-02-21,4862
2016-02-22,4862
2016-02-23,4941
2016-02-24,4764
2016-02-25,4632
2016-02-26,4632
2016-02-27,4517
2016-02-28,4479
2016-02-29,4421
2016-03-01,4346
2016-03-02,4263
2016-03-03,4299
2016-03-04,4185
2016-03-05,4181
2016-03-06,4152
2016-03-07,4152
2016-03-08,4168
2016-03-09,4080
2016-03-10,4158
2016-03-11,4158
2016-03-12,4167
2016-03-13,4066
2016-03-14,4100
2016-03-15,4153
2016-03-16,4124
2016-03-17,4044
2016-03-18,4111
2016-03-19,4168
2016-03-20,4096
2016-03-21,4096
2016-03-22,4076
2016-03-23,4092
2016-03-24,4187
2016-03-25,4213
2016-03-26,4202
2016-03-27,4261
2016-03-28,4227
2016-03-29,4059
2016-03-30,4059
2016-03-31,3946
2016-04-01,3970
2016-04-02,3908
2016-04-03,3851
2016-04-04,3755
2016-04-05,3729
2016-04-06,3767
2016-04-07,3792
2016-04-08,3867
2016-04-09,3929
2016-04-10,3969
2016-04-11,3969
2016-04-12,3911
2016-04-13,3850
2016-04-14,3813
2016-04-15,3858
2016-04-16,3922
2016-04-17,3996
2016-04-18,4077
2016-04-19,4004
2016-04-20,3897
2016-04-21,3875
2016-04-22,3875
2016-04-23,3876
2016-04-24,3957
2016-04-25,3943
2016-04-26,3815
2016-04-27,3872
2016-04-28,3921
2016-04-29,3905
2016-04-30,3899
2016-05-01,3937
2016-05-02,4042
2016-05-03,4238
2016-05-04,4325
2016-05-05,4292
2016-05-06,4292
2016-05-07,4086
2016-05-08,3881
2016-05-09,3745
2016-05-10,3586
2016-05-11,3645
2016-05-12,3628
2016-05-13,3603
2016-05-14,3559
2016-05-15,3598
2016-05-16,3720
2016-05-17,3780
2016-05-18,3823
2016-05-19,3875
2016-05-22,3714
2016-05-23,3626
2016-05-24,3457
2016-05-25,3289
2016-05-26,3288
2016-05-27,3444
2016-05-28,3444
2016-05-29,3578
2016-05-30,3578
2016-05-31,3683
2016-06-01,3746
2016-06-02,3932
2016-06-03,4128
2016-06-04,4335
2016-06-05,4544
2016-06-06,4772
2016-06-07,4772
2016-06-08,5011
2016-06-09,5140
2016-06-10,5294
2016-06-11,5036
2016-06-12,4784
2016-06-13,4544
2016-06-14,4316
2016-06-15,4148
2016-06-16,4003
2016-06-17,3844
2016-06-18,3868
2016-06-19,3881
2016-06-20,3941
2016-06-21,3769
2016-06-22,3582
2016-06-23,3402
2016-06-24,3255
2016-06-25,3160
2016-06-26,3161
2016-06-27,3106
2016-06-28,3034
2016-06-29,2955
2016-06-30,2898
2016-07-01,2845
2016-07-02,2824
2016-07-03,2841
2016-07-04,2795
2016-07-05,2825
2016-07-06,2786
2016-07-07,2834
2016-07-08,2907
2016-07-09,3048
2016-07-10,3157
2016-07-11,3315
2016-07-12,3474
2016-07-13,3629
2016-07-14,3675
2016-07-15,3545
2016-07-16,3526
2016-07-17,3430
2016-07-18,3352
2016-07-23,2879
2016-07-24,2771
2016-07-25,2715
2016-07-26,2726
2016-07-27,2674
2016-07-28,2613
2016-07-29,2564
2016-07-30,2536
2016-07-31,2536
2016-08-01,2464
2016-08-02,2437
2016-08-03,2475
2016-08-04,2597
2016-08-05,2707
2016-08-06,2803
2016-08-07,2896
2016-08-08,3011
2016-08-09,3152
2016-08-10,3310
2016-08-11,3346
2016-08-12,3329
2016-08-13,3306
2016-08-14,3376
2016-08-15,3437
2016-08-16,3521
2016-08-17,3516
2016-08-18,3438
2016-08-19,3346
2016-08-20,3294
2016-08-21,3293
2016-08-22,3335
2016-08-23,3465
2016-08-24,3318
2016-08-25,3170
2016-08-26,3170
2016-08-28,2891
2016-08-31,2763
2016-09-01,2813
2016-09-02,2813
2016-09-03,2838
2016-09-04,2911
2016-09-05,2959
2016-09-06,2995
2016-09-07,2988
2016-09-08,2988
2016-09-09,3109
2016-09-10,3258
2016-09-11,3258
2016-09-12,3421
2016-09-13,3593
2016-09-14,3593
2016-09-15,3773
2016-09-16,3773
2016-09-17,3962
2016-09-18,4161
2016-09-19,4355
2016-09-20,4355
2016-09-21,4486
2016-09-22,4642
2016-09-23,4684
2016-09-24,4684
2016-09-25,4516
2016-09-26,4516
2016-09-27,4329
2016-09-28,4112
2016-09-29,3935
2016-09-30,3745
2016-10-01,3586
2016-10-02,3586
2016-10-03,3442
2016-10-04,3303
2016-10-05,3142
2016-10-06,2984
2016-10-07,2883
2016-10-08,2953
2016-10-09,2953
2016-10-10,3028
2016-10-11,3045
2016-10-12,2999
2016-10-13,3000
2016-10-14,2964
2016-10-15,2984
2016-10-16,3045
2016-10-17,3148
2016-10-18,3213
2016-10-19,3301
2016-10-20,3353
2016-10-21,3411
2016-10-22,3411
2016-10-23,3546
2016-10-24,3575
2016-10-25,3575
2016-10-26,3611
2016-10-27,3673
2016-10-28,3673
2016-10-29,3541
2016-10-30,3363
2016-10-31,3250
2016-11-01,3250
2016-11-02,3161
2016-11-03,3161
2016-11-04,3147
2016-11-05,3147
2016-11-06,3134
2016-11-07,2998
2016-11-08,2930
2016-11-09,2926
2016-11-10,2991
2016-11-11,3141
2016-11-12,3278
2016-11-13,3406
2016-11-14,3576
2016-12-07,5878
2016-12-08,5864
2016-12-09,5838
2016-12-10,5703
2016-12-11,5669
2016-12-12,5664
2016-12-13,5645
2016-12-14,5662
2016-12-15,5731
2016-12-16,5775
2016-12-17,5810
2016-12-18,5726
2016-12-19,5665
2016-12-20,5569
2016-12-21,5513
2016-12-22,5525
2016-12-23,5423
2016-12-24,5377
2016-12-25,5434
2016-12-26,5461
2016-12-27,5479
2016-12-28,5516
2016-12-29,5501
2016-12-30,5526
2016-12-31,5417
2017-01-01,5280
2017-01-02,5419
2017-01-03,5439
2017-01-04,5503
2017-01-05,5326
2017-01-06,5225
2017-01-07,5104
2017-01-08,5003
2017-01-09,4999
2017-01-10,4916
2017-01-11,4764
2017-01-12,4628
2017-01-13,4528
2017-01-14,4514
2017-01-15,4567
2017-01-16,4515
2017-01-17,4444
2017-01-18,4339
2017-01-19,4236
