date_obj,Black%20set%20(lg) price
2019-03-20,7048
2019-03-21,6982
2019-03-22,6973
2019-03-23,6934
2019-03-24,6934
2019-03-25,6891
2019-03-26,6872
2019-03-27,6854
2019-03-28,6832
2019-03-29,6858
2019-03-30,6895
2019-03-31,6911
2019-04-01,6979
2019-04-02,6946
2019-04-03,6904
2019-04-04,7066
2019-04-05,7319
2019-04-06,7625
2019-04-07,7836
2019-04-08,7889
2019-04-09,8117
2019-04-10,8320
2019-04-11,8277
2019-04-12,8207
2019-04-13,8047
2019-04-14,7911
2019-04-15,7872
2019-04-16,7748
2019-04-17,7775
2019-04-18,7863
2019-04-19,7787
2019-04-20,7597
2019-04-21,7407
2019-04-22,7308
2019-04-23,7215
2019-04-24,7081
2019-04-25,7162
2019-04-26,6962
2019-04-27,6822
2019-04-28,6702
2019-04-29,6778
2019-04-30,6700
2019-05-01,6837
2019-05-02,6762
2019-05-03,6704
2019-05-04,6685
2019-05-05,6618
2019-05-06,6575
2019-05-07,6556
2019-05-08,6569
2019-05-09,6420
2019-05-10,6303
2019-05-11,6026
2019-05-12,5918
2019-05-13,5867
2019-05-14,5957
2019-05-15,6024
2019-05-16,6171
2019-05-17,5997
2019-05-18,6085
2019-05-19,6053
2019-05-20,6028
2019-05-21,5983
2019-05-22,5926
2019-05-23,5901
2019-05-24,5843
2019-05-25,5762
2019-05-26,5695
2019-05-27,5685
2019-05-28,5794
2019-05-29,5744
2019-05-30,5685
2019-05-31,5662
2019-06-01,5825
2019-06-02,5889
2019-06-03,5927
2019-06-04,5947
2019-06-05,5936
2019-06-06,5986
2019-06-07,6007
2019-06-08,6103
2019-06-09,6224
2019-06-10,6074
2019-06-11,6023
2019-06-12,5947
2019-06-13,5851
2019-06-14,5782
2019-06-15,5731
2019-06-16,5702
2019-06-17,5579
2019-06-18,5733
2019-06-19,5862
2019-06-20,5673
2019-06-21,5439
2019-06-22,5335
2019-06-23,5106
2019-06-24,4968
2019-06-25,5016
2019-06-26,5099
2019-06-27,5167
2019-06-28,5276
2019-06-29,5368
2019-06-30,5552
2019-07-01,5779
2019-07-02,5816
2019-07-03,5791
2019-07-04,6039
2019-07-05,6231
2019-07-06,6487
2019-07-07,6472
2019-07-08,6513
2019-07-09,6653
2019-07-10,6451
2019-07-11,6423
2019-07-12,6555
2019-07-13,6646
2019-07-14,6750
2019-07-15,6489
2019-07-16,6278
2019-07-17,6137
2019-07-18,6148
2019-07-19,6219
2019-07-20,6214
2019-07-21,6266
2019-07-22,6396
2019-07-23,6238
2019-07-24,5926
2019-07-25,5717
2019-07-26,5446
2019-07-27,5453
2019-07-28,5636
2019-07-29,5838
2019-07-30,6028
2019-07-31,6176
2019-08-01,6288
2019-08-02,6406
2019-08-03,6495
2019-08-04,6649
2019-08-05,6489
2019-08-06,6446
2019-08-07,6393
2019-08-08,6478
2019-08-09,6544
2019-08-10,6495
2019-08-11,6485
2019-08-12,6600
2019-08-13,6834
2019-08-14,7007
2019-08-15,7267
2019-08-16,7308
2019-08-17,7132
2019-08-18,6902
2019-08-19,6643
2019-08-20,6784
2019-08-21,6880
2019-08-22,6900
2019-08-23,6821
2019-08-24,6734
2019-08-24,6734
2019-08-25,6710
2019-08-25,6710
2019-08-26,6654
2019-08-27,6745
2019-08-27,6745
2019-08-28,6768
2019-08-29,6756
2019-08-30,6742
2019-08-31,6705
2019-09-01,6654
2019-09-02,6494
2019-09-03,6368
2019-09-04,6310
2019-09-05,6225
2019-09-06,6182
2019-09-07,6146
2019-09-08,6084
2019-09-09,6221
2019-09-10,6244
2019-09-11,6258
2019-09-12,6310
2019-09-13,6451
2019-09-14,6604
2019-09-15,6596
2019-09-16,6543
2019-09-17,6481
2019-09-18,6463
2019-09-19,6360
2019-09-20,6204
2019-09-21,6329
2019-09-22,6503
2019-09-23,6477
2019-09-24,6388
2019-09-25,6385
2019-09-26,6391
2019-09-27,6441
2019-09-28,6370
2019-09-29,6265
2019-09-30,6315
2019-10-01,6278
2019-10-02,6195
2019-10-03,6152
2019-10-04,6340
2019-10-05,6563
2019-10-06,6792
2019-10-07,7035
2019-10-08,6941
2019-10-09,6593
2019-10-10,6295
2019-10-11,6382
2019-10-12,6521
2019-10-13,6557
2019-10-14,6637
2019-10-15,6694
2019-10-16,6890
2019-10-17,7089
2019-10-18,7273
2019-10-19,7477
2019-10-20,7361
2019-10-21,6992
2019-10-22,6761
2019-10-23,6988
2019-10-24,6888
2019-10-25,7017
2019-10-26,7191
2019-10-27,7260
2019-10-28,7343
2019-10-29,7376
2019-10-30,7476
2019-10-31,7527
2019-11-01,7689
2019-11-02,7739
2019-11-03,7685
2019-11-04,7640
2019-11-05,7548
2019-11-06,7527
2019-11-07,7540
2019-11-08,7454
2019-11-09,7414
2019-11-10,7344
2019-11-11,7370
2019-11-12,7332
2019-11-13,7297
2019-11-14,7370
2019-11-15,7331
2019-11-16,7322
2019-11-17,7340
2019-11-18,7371
2019-11-19,7331
2019-11-20,7174
2019-11-21,7329
2019-11-22,7418
2019-11-23,7449
2019-11-24,7429
2019-11-25,7455
2019-11-26,7604
2019-11-27,7812
2019-11-28,7815
2019-11-29,7824
2019-11-30,7821
2019-12-01,7730
2019-12-02,7685
2019-12-03,7750
2019-12-04,7647
2019-12-05,7608
2019-12-06,7555
2019-12-07,7503
2019-12-08,7440
2019-12-09,7362
2019-12-10,7293
2019-12-11,7205
2019-12-12,7236
2019-12-13,7227
2019-12-14,7348
2019-12-15,7359
2019-12-16,7374
2019-12-17,7394
2019-12-18,7352
2019-12-19,7362
2019-12-20,7396
2019-12-21,7510
2019-12-22,7676
2019-12-23,7544
2019-12-24,7492
2019-12-25,7580
2019-12-26,7687
2019-12-27,7831
2019-12-28,7722
2019-12-29,7669
2019-12-30,7713
2019-12-31,7727
2020-01-01,7693
2020-01-02,7629
2020-01-03,7607
2020-01-04,7544
2020-01-05,7514
2020-01-06,7502
2020-01-07,7458
2020-01-08,7426
2020-01-09,7380
2020-01-10,7258
2020-01-11,7294
2020-01-12,7330
2020-01-13,7236
2020-01-14,7238
2020-01-15,7194
2020-01-16,7359
2020-01-17,7333
2020-01-18,7266
2020-01-19,7366
2020-01-20,7400
2020-01-21,7402
2020-01-22,7330
2020-01-23,7502
2020-01-24,7442
2020-01-25,7471
2020-01-26,7467
2020-01-27,7445
2020-01-28,7286
2020-01-29,7215
2020-01-30,7337
2020-01-31,7521
2020-02-01,7692
2020-02-02,7774
2020-02-03,7989
2020-02-04,8139
2020-02-05,8206
2020-02-06,8470
2020-02-07,8420
2020-02-08,8281
2020-02-09,8032
2020-02-10,7735
2020-02-11,7531
2020-02-12,7386
2020-02-13,7384
2020-02-14,7348
2020-02-15,7363
2020-02-16,7403
2020-02-17,7382
2020-02-18,7394
2020-02-19,7476
2020-02-20,7468
2020-02-21,7333
2020-02-22,7409
2020-02-23,7444
2020-02-24,7416
2020-02-25,7416
2020-02-26,7403
2020-02-27,7244
2020-02-28,7116
2020-02-29,7059
2020-03-01,7217
2020-03-02,7246
2020-03-03,7276
2020-03-04,7430
2020-03-05,7365
2020-03-06,7405
2020-03-07,7428
2020-03-08,7377
2020-03-09,7325
2020-03-10,7220
2020-03-11,7192
2020-03-12,7088
2020-03-13,7003
2020-03-14,6838
2020-03-15,6738
2020-03-16,6935
2020-03-17,7099
2020-03-18,7179
2020-03-19,7152
2020-03-20,7262
2020-03-21,7243
2020-03-22,7247
2020-03-23,7238
2020-03-24,7222
2020-03-25,7219
2020-03-26,7200
2020-03-27,7249
2020-03-28,7319
2020-03-29,7302
2020-03-30,7243
2020-03-31,7219
2020-04-01,7149
2020-04-02,7136
2020-04-03,7341
2020-04-04,7232
2020-04-05,7253
2020-04-06,7316
2020-04-07,7291
2020-04-08,7188
2020-04-09,7205
2020-04-10,7249
2020-04-11,7162
2020-04-12,7188
2020-04-13,7128
2020-04-14,7125
2020-04-15,7055
2020-04-16,7058
2020-04-17,7031
2020-04-18,7040
2020-04-19,6987
2020-04-20,6981
2020-04-21,6894
2020-04-22,6813
2020-04-23,6794
2020-04-24,6757
2020-04-25,6698
2020-04-26,6857
2020-04-27,7017
2020-04-28,6933
2020-04-29,6938
2020-04-30,6946
2020-05-01,6930
2020-05-02,7085
2020-05-03,7082
2020-05-04,7029
2020-05-05,6974
2020-05-06,6902
2020-05-07,6969
2020-05-08,6918
2020-05-09,7014
2020-05-10,6951
2020-05-11,6839
2020-05-12,6811
2020-05-13,6720
