date_obj,Adamant%20platebody%20(g) price
2015-11-01,49336
2015-11-02,49668
2015-11-03,49668
2015-11-04,49668
2015-11-05,49668
2015-11-06,50754
2015-11-07,50754
2015-11-08,50754
2015-11-09,52362
2015-11-10,52362
2015-11-11,52362
2015-11-12,53704
2015-11-13,53704
2015-11-14,53704
2015-11-15,53704
2015-11-16,56062
2015-11-17,56062
2015-11-18,56062
2015-11-19,57913
2015-11-20,57913
2015-11-21,57913
2015-11-22,60104
2015-11-23,60104
2015-11-24,60104
2015-11-25,60104
2015-11-26,62854
2015-11-27,62854
2015-11-28,62854
2015-11-29,65616
2015-11-30,65616
2015-12-01,65616
2015-12-02,68497
2015-12-03,68497
2015-12-04,68497
2015-12-05,68497
2015-12-06,71461
2015-12-07,71461
2015-12-08,71461
2015-12-09,74546
2015-12-10,74546
2015-12-11,74546
2015-12-12,74546
2015-12-13,77720
2015-12-14,77720
2015-12-15,77720
2015-12-16,77720
2015-12-17,80680
2015-12-18,80680
2015-12-19,80680
2015-12-20,81980
2015-12-21,81980
2015-12-22,81980
2015-12-23,83400
2015-12-24,83400
2015-12-25,83400
2015-12-26,83400
2015-12-27,84906
2015-12-28,84906
2015-12-29,84906
2015-12-30,84906
2015-12-31,84387
2016-01-01,84387
2016-01-02,84387
2016-01-03,83051
2016-01-04,83051
2016-01-05,83051
2016-01-06,79731
2016-01-07,79731
2016-01-08,79731
2016-01-09,79731
2016-01-10,76540
2016-01-11,76540
2016-01-12,76540
2016-01-13,74397
2016-01-14,74397
2016-01-15,74397
2016-01-16,71905
2016-01-17,71905
2016-01-18,71905
2016-01-19,71353
2016-01-20,71353
2016-01-21,71353
2016-01-22,70612
2016-01-23,70612
2016-01-24,70612
2016-01-25,70918
2016-01-26,70918
2016-01-27,70918
2016-01-28,70918
2016-01-29,70839
2016-01-30,70839
2016-01-31,70839
2016-02-01,69570
2016-02-02,69570
2016-02-03,69570
2016-02-04,68919
2016-02-05,68919
2016-02-06,68919
2016-02-07,69049
2016-02-08,69049
2016-02-09,69049
2016-02-10,68185
2016-02-11,68185
2016-02-12,68185
2016-02-13,66818
2016-02-14,66818
2016-02-15,66818
2016-02-16,65593
2016-02-17,65593
2016-02-18,65593
2016-02-19,65694
2016-02-20,65694
2016-02-21,66214
2016-02-22,66214
2016-02-23,66214
2016-02-24,64401
2016-02-25,64401
2016-02-26,64401
2016-02-27,62245
2016-02-28,62245
2016-02-29,62245
2016-03-01,60687
2016-03-02,60687
2016-03-03,60687
2016-03-04,62384
2016-03-05,62384
2016-03-06,63152
2016-03-07,63152
2016-03-08,63152
2016-03-09,63820
2016-03-10,63820
2016-03-11,63820
2016-03-12,63614
2016-03-13,63614
2016-03-14,63614
2016-03-15,63000
2016-03-16,63000
2016-03-17,63000
2016-03-18,62131
2016-03-19,62131
2016-03-20,62131
2016-03-21,60085
2016-03-22,60085
2016-03-23,60085
2016-03-24,58429
2016-03-25,58429
2016-03-26,57404
2016-03-27,57404
2016-03-28,55499
2016-03-29,55499
2016-03-30,55499
2016-03-31,54426
2016-04-01,54426
2016-04-02,54426
2016-04-03,54305
2016-04-04,54305
2016-04-05,54305
2016-04-06,54829
2016-04-07,54829
2016-04-08,54829
2016-04-09,54911
2016-04-10,54911
2016-04-11,54911
2016-04-12,55273
2016-04-13,55273
2016-04-14,55273
2016-04-15,53486
2016-04-16,53486
2016-04-17,53486
2016-04-18,51495
2016-04-19,51495
2016-04-20,51495
2016-04-21,50754
2016-04-22,50754
2016-04-23,50754
2016-04-24,50508
2016-04-25,50508
2016-04-26,49125
2016-04-27,49125
2016-04-28,48785
2016-04-29,48785
2016-04-30,48785
2016-05-01,46955
2016-05-02,46955
2016-05-03,45704
2016-05-04,45704
2016-05-05,44341
2016-05-06,44341
2016-05-07,44341
2016-05-08,42838
2016-05-09,42838
2016-05-10,41120
2016-05-11,41120
2016-05-12,41120
2016-05-13,39226
2016-05-14,39226
2016-05-15,38330
2016-05-16,38330
2016-05-17,37754
2016-05-18,37754
2016-05-19,36353
2016-05-21,36879
2016-05-22,36879
2016-05-23,37520
2016-05-24,37520
2016-05-25,38856
2016-05-26,38856
2016-05-27,40593
2016-05-28,40593
2016-05-29,41902
2016-05-30,41902
2016-05-31,41902
2016-06-01,43306
2016-06-02,43306
2016-06-03,43306
2016-06-04,44033
2016-06-05,44033
2016-06-06,45377
2016-06-07,45377
2016-06-08,45377
2016-06-09,46836
2016-06-10,46836
2016-06-11,48764
2016-06-12,48764
2016-06-13,49887
2016-06-14,49887
2016-06-15,50784
2016-06-16,50784
2016-06-17,50337
2016-06-18,50337
2016-06-19,51054
2016-06-20,51054
2016-06-21,51286
2016-06-22,51286
2016-06-23,51990
2016-06-24,51990
2016-06-25,52965
2016-06-26,52965
2016-06-27,52965
2016-06-28,53394
2016-06-29,53394
2016-06-30,54519
2016-07-01,54519
2016-07-02,55400
2016-07-03,55400
2016-07-04,55713
2016-07-05,55713
2016-07-06,54907
2016-07-07,54907
2016-07-08,54582
2016-07-09,54582
2016-07-10,52256
2016-07-11,52256
2016-07-12,50175
2016-07-13,50175
2016-07-14,48804
2016-07-15,48804
2016-07-16,47235
2016-07-17,47235
2016-07-18,45338
2016-07-23,41253
2016-07-24,41253
2016-07-25,39642
2016-07-26,39642
2016-07-27,38585
2016-07-28,38585
2016-07-29,38057
2016-07-30,38057
2016-07-31,38057
2016-08-01,36711
2016-08-02,36711
2016-08-03,36330
2016-08-04,36330
2016-08-05,36330
2016-08-06,36408
2016-08-07,36408
2016-08-08,36408
2016-08-09,37010
2016-08-10,37010
2016-08-11,37010
2016-08-12,37150
2016-08-13,37150
2016-08-14,36938
2016-08-15,36938
2016-08-16,35691
2016-08-17,35691
2016-08-18,35691
2016-08-19,34854
2016-08-20,34854
2016-08-21,33934
2016-08-22,33934
2016-08-23,32601
2016-08-24,32601
2016-08-25,31266
2016-08-26,31266
2016-08-28,30845
2016-08-31,31782
2016-09-01,32747
2016-09-02,32747
2016-09-03,32747
2016-09-04,32812
2016-09-05,32812
2016-09-06,33194
2016-09-07,33194
2016-09-08,33194
2016-09-09,33585
2016-09-10,33585
2016-09-11,32942
2016-09-12,32942
2016-09-13,32942
2016-09-14,32765
2016-09-15,32765
2016-09-16,32765
2016-09-17,32568
2016-09-18,32568
2016-09-19,32568
2016-09-20,32485
2016-09-21,32485
2016-09-22,32485
2016-09-23,32401
2016-09-24,32401
2016-09-25,32401
2016-09-26,32401
2016-09-27,33496
2016-09-28,33496
2016-09-29,33496
2016-09-30,34277
2016-10-01,34277
2016-10-02,34277
2016-10-03,34277
2016-10-04,35105
2016-10-05,35105
2016-10-06,35105
2016-10-07,35628
2016-10-08,35628
2016-10-09,35628
2016-10-10,36123
2016-10-11,36123
2016-10-12,36123
2016-10-13,36547
2016-10-14,36547
2016-10-15,36547
2016-10-16,36557
2016-10-17,36557
2016-10-18,36557
2016-10-19,37492
2016-10-20,37492
2016-10-21,37492
2016-10-22,38335
2016-10-23,38335
2016-10-24,38335
2016-10-25,38749
2016-10-26,38749
2016-10-27,38749
2016-10-28,39202
2016-10-29,39202
2016-10-30,39202
2016-10-31,39908
2016-11-01,39908
2016-11-02,39908
2016-11-03,39509
2016-11-04,39509
2016-11-05,39509
2016-11-06,39884
2016-11-07,39884
2016-11-08,39884
2016-11-09,39141
2016-11-10,39141
2016-11-11,39141
2016-11-12,37926
2016-11-13,37926
2016-11-14,37926
2016-11-15,36535
2016-12-07,38671
2016-12-08,39895
2016-12-09,39895
2016-12-10,39895
2016-12-11,40179
2016-12-12,40179
2016-12-13,41189
2016-12-14,41189
2016-12-15,41189
2016-12-16,42515
2016-12-17,42515
2016-12-18,43863
2016-12-19,43863
2016-12-20,44811
2016-12-21,44811
2016-12-22,44811
2016-12-23,44953
2016-12-24,44953
2016-12-25,44953
2016-12-26,43956
2016-12-27,43956
2016-12-28,43956
2016-12-29,43087
2016-12-30,43087
2016-12-31,43087
2017-01-01,42847
2017-01-02,42847
2017-01-03,43494
2017-01-04,43494
2017-01-05,42706
2017-01-06,42706
2017-01-07,41232
2017-01-08,41232
2017-01-09,39346
2017-01-10,39346
2017-01-11,37637
2017-01-12,37637
2017-01-13,35975
2017-01-14,35975
2017-01-15,34638
2017-01-16,34638
2017-01-17,33355
2017-01-18,33355
2017-01-19,32490
2017-01-20,32490
2017-01-21,31229
2017-01-22,31229
2017-01-23,30953
2017-01-27,31763
2017-01-28,31763
2017-01-29,31066
2017-01-30,31066
2017-01-31,31066
2017-02-01,30505
2017-02-02,30505
2017-02-03,30050
2017-02-04,30050
2017-02-05,30256
2017-02-06,30256
2017-02-07,30063
2017-02-08,30063
2017-02-09,29681
2017-02-10,29382
2017-02-11,29382
2017-02-12,29721
2017-02-13,29721
2017-02-14,30794
2017-02-15,30794
2017-02-16,31714
2017-02-17,31714
2017-02-18,31714
2017-02-19,32460
2017-02-20,32460
2017-02-21,32173
2017-02-22,32173
2017-02-23,32173
2017-02-24,31654
2017-02-25,31654
2017-02-26,30628
2017-02-27,30628
2017-02-28,30296
2017-03-01,30296
2017-03-02,30980
2017-03-03,30980
2017-03-04,30711
2017-03-05,30711
2017-03-06,30081
2017-03-07,30081
2017-03-08,29281
2017-03-09,29281
2017-03-10,28962
2017-03-11,28962
2017-03-12,30157
2017-03-13,30157
2017-03-14,31029
2017-03-15,31029
2017-03-16,32354
2017-03-17,32354
2017-03-18,33139
2017-03-19,33139
2017-03-20,34516
2017-03-21,34516
2017-03-22,35432
2017-03-23,35432
2017-03-24,35261
2017-03-25,35261
2017-03-26,34568
2017-03-27,34568
2017-03-28,33895
2017-03-29,33895
2017-03-30,33466
2017-03-31,33466
2017-04-01,33742
2017-04-02,33742
2017-04-03,32945
2017-04-04,32945
2017-04-05,32062
2017-04-12,30870
2017-04-13,30336
2017-04-14,30336
2017-04-15,30537
2017-04-16,30537
2017-04-17,30148
2017-04-18,30148
2017-04-19,30837
2017-04-20,30837
2017-04-21,32216
2017-04-22,32216
2017-04-23,31901
2017-04-24,31901
2017-04-25,31553
2017-04-26,31553
2017-04-27,31553
2017-04-28,31192
2017-04-29,31192
2017-04-30,30704
2017-05-01,30704
2017-05-02,30599
2017-05-03,30599
2017-05-04,30531
2017-05-05,30531
2017-05-06,30144
2017-05-07,30144
2017-05-08,30430
2017-05-09,30430
2017-05-10,31500
2017-05-11,31500
2017-05-12,31633
2017-05-13,31633
2017-05-14,31526
2017-05-15,31526
2017-05-16,31801
2017-05-17,31801
2017-05-18,32077
2017-05-19,32077
2017-05-20,31816
2017-05-21,31816
2017-05-22,31828
2017-05-23,31828
2017-05-24,31461
2017-05-25,31461
2017-05-26,30711
2017-05-27,30711
2017-05-28,30393
2017-05-29,30393
2017-05-30,30150
2017-05-31,30150
2017-06-01,30805
2017-06-02,30805
2017-06-03,31020
2017-06-04,31020
2017-06-05,30210
2017-06-06,30501
2017-06-07,30501
2017-06-08,30501
2017-06-09,30004
2017-06-10,30004
2017-06-11,30105
2017-06-12,30105
2017-06-13,29936
2017-06-14,29936
2017-06-15,30081
2017-06-16,30081
2017-06-17,30289
2017-06-18,30289
2017-06-19,30399
2017-06-20,30127
2017-06-21,30127
2017-06-22,30101
2017-06-23,30101
2017-06-24,30488
2017-06-25,30488
2017-06-26,30248
2017-06-27,30248
2017-06-28,30206
2017-06-29,30206
2017-06-30,30172
2017-07-01,30172
2017-07-02,30172
2017-07-03,29342
2017-07-04,29342
2017-07-05,29342
2017-07-06,29328
2017-07-07,29328
2017-07-08,29328
2017-07-09,29361
2017-07-13,29327
2017-07-14,29543
2017-07-15,29543
2017-07-16,29594
2017-07-17,29594
2017-07-18,29689
2017-07-19,29689
2017-07-20,29376
2017-07-21,29376
2017-07-22,29139
2017-07-23,29139
2017-07-24,29088
2017-07-25,29088
2017-07-26,29848
2017-07-27,29848
2017-07-28,30103
2017-07-29,30103
2017-07-30,30292
2017-07-31,30292
2017-08-01,30208
2017-08-02,29853
2017-08-03,29853
2017-08-04,29853
2017-08-05,30236
2017-08-06,30236
2017-08-07,30546
2017-08-08,30546
2017-08-09,30764
2017-08-10,30764
2017-08-11,31265
2017-08-12,31265
2017-08-13,31415
2017-08-14,31415
2017-08-15,31697
2017-08-16,31697
2017-08-17,32405
2017-08-18,32405
2017-08-19,32673
2017-08-20,32673
2017-08-21,32663
2017-08-22,32663
2017-08-23,32292
2017-08-24,32292
2017-08-25,32278
2017-08-26,32239
2017-08-27,32239
2017-08-28,32430
2017-08-29,32430
2017-08-30,32457
2017-08-31,32457
2017-09-01,32457
2017-09-02,32303
2017-09-03,32303
2017-09-04,32957
2017-09-05,32957
2017-09-06,33143
2017-09-07,33143
2017-09-08,32503
2017-09-09,33067
2017-09-10,33067
2017-09-11,33982
2017-09-12,33982
2017-09-13,34745
2017-09-14,34745
2017-09-15,35800
2017-09-16,35800
2017-09-17,37077
2017-09-18,37077
2017-09-19,37870
2017-09-20,37870
2017-09-21,37634
2017-09-22,37634
2017-09-23,36731
2017-09-24,36731
2017-09-25,36988
2017-09-26,36988
2017-09-27,38082
2017-09-28,38082
2017-09-29,38495
2017-09-30,38495
2017-10-01,39503
2017-10-02,39503
2017-10-03,40102
2017-10-04,40102
2017-10-05,39910
2017-10-06,39910
2017-10-07,40320
2017-10-08,40320
2017-10-09,40362
2017-10-10,40362
2017-10-11,40531
2017-10-12,40531
2017-10-13,40127
2017-10-14,40127
2017-10-15,40105
2017-10-16,40105
2017-10-17,39884
2017-10-18,39884
2017-10-19,39767
2017-10-20,39767
2017-10-21,39817
2017-10-22,39817
2017-10-23,39444
2017-10-24,39444
2017-10-25,39767
2017-10-26,39767
2017-10-27,39683
2017-10-28,39683
2017-10-29,39577
2017-10-30,39577
2017-10-31,40178
2017-11-01,40178
2017-11-02,40122
2017-11-03,40122
2017-11-04,39800
2017-11-05,39800
2017-11-06,39054
2017-11-07,39054
2017-11-08,38495
2017-11-09,38495
2017-11-10,38377
2017-11-11,38377
2017-11-12,38271
2017-11-13,38271
2017-11-14,38679
2017-11-15,38679
2017-11-16,39634
2017-11-17,39634
2017-11-18,39141
2017-11-19,39141
2017-11-20,38758
2017-11-21,38758
2017-11-22,38847
2017-11-23,38847
2017-11-24,39356
2017-11-25,39356
2017-11-26,38495
2017-11-27,38495
2017-11-28,38605
2017-11-29,38605
2017-11-30,38676
2017-12-01,39460
2017-12-02,39460
2017-12-03,39717
2017-12-04,39717
2017-12-05,39765
2017-12-06,39765
2017-12-07,38754
2017-12-08,38754
2017-12-09,38790
2017-12-10,38076
2017-12-11,38076
2017-12-12,38085
2017-12-13,38085
2017-12-14,38341
2017-12-15,38191
2017-12-16,38191
2017-12-17,38534
2017-12-18,39367
2017-12-19,39367
2017-12-20,39925
2017-12-21,39925
2017-12-22,40150
2017-12-23,40150
2017-12-24,40872
2017-12-25,40872
2017-12-26,39853
2017-12-27,39853
2017-12-28,40129
2017-12-29,40129
2017-12-30,39230
2017-12-31,39230
2018-01-01,37749
2018-01-02,37749
2018-01-03,37639
2018-01-04,37639
2018-01-05,38677
2018-01-06,38677
2018-01-07,39874
2018-01-08,39874
2018-01-09,39816
2018-01-10,39816
2018-01-11,39929
2018-01-12,39929
2018-01-13,41002
2018-01-14,41002
2018-01-15,41000
2018-01-16,41932
2018-01-17,41881
2018-01-18,41881
2018-01-19,42013
2018-01-20,42995
2018-01-21,42995
2018-01-22,43867
2018-01-23,43649
2018-01-24,43354
2018-01-25,43070
2018-01-26,43236
2018-01-27,42409
2018-01-28,42760
2018-01-29,42192
2018-01-30,42620
2018-01-31,43082
2018-02-01,42899
2018-02-02,43333
2018-02-03,43075
2018-02-04,42689
2018-02-05,42322
2018-02-06,41459
2018-02-07,40954
2018-02-08,40954
2018-02-09,41390
2018-02-10,41862
2018-02-11,42591
2018-02-12,43547
2018-02-13,44563
2018-02-14,45915
2018-02-15,46620
2018-02-16,47840
2018-02-17,47680
2018-02-18,47825
2018-02-19,47467
2018-02-20,46423
2018-02-21,46803
2018-02-22,47189
2018-02-23,47371
2018-02-24,47570
2018-02-25,46914
2018-02-26,46387
2018-02-27,46194
2018-02-28,45178
2018-03-01,43707
2018-03-02,43959
2018-03-03,43997
2018-03-04,43997
2018-03-05,42759
2018-03-06,41530
2018-03-07,41006
2018-03-08,40539
2018-03-09,39945
2018-03-10,40305
2018-03-11,40552
2018-03-12,41266
2018-03-13,40378
2018-03-14,40402
2018-03-15,40541
2018-03-16,41048
2018-03-17,40963
2018-03-18,40899
2018-03-19,40899
2018-03-20,40828
2018-03-21,39700
2018-03-22,39547
2018-03-23,38966
2018-03-24,38766
2018-03-25,39316
2018-03-26,40259
2018-03-27,41061
2018-03-28,41357
2018-03-29,42168
2018-03-30,43126
2018-03-31,43370
2018-04-01,44101
2018-04-02,44234
2018-04-03,45121
2018-04-04,45555
2018-04-05,45555
2018-04-06,46675
2018-04-07,46675
2018-04-08,47264
2018-04-09,46546
2018-04-10,46317
2018-04-11,47653
2018-04-12,47901
2018-04-13,47298
2018-04-14,46778
2018-04-15,46470
2018-04-16,46470
2018-04-17,46088
2018-04-18,45580
2018-04-19,45532
2018-04-20,44875
2018-04-21,44593
2018-04-22,43354
2018-04-23,42732
2018-04-24,42463
2018-04-25,42217
2018-04-26,42217
2018-04-27,42295
2018-04-28,42456
2018-04-29,42434
2018-04-30,42226
2018-05-01,43032
2018-05-02,42903
2018-05-03,43054
2018-05-04,43388
2018-05-05,43993
2018-05-06,43993
2018-05-07,44363
2018-05-08,43064
2018-05-09,43449
2018-05-10,43207
2018-05-11,44082
2018-05-12,43080
2018-05-13,41710
2018-05-14,40142
2018-05-15,38894
2018-05-16,38647
2018-05-17,38742
2018-05-18,39135
2018-05-19,39730
2018-05-20,39022
2018-05-21,39424
2018-05-22,39047
2018-05-23,39871
2018-05-24,40310
2018-05-25,40471
2018-05-26,40698
2018-05-27,40817
2018-05-28,40299
2018-05-29,40269
2018-05-30,40018
2018-05-31,40102
2018-06-01,39831
2018-06-02,39965
2018-06-03,39938
2018-06-04,39624
2018-06-05,39463
2018-06-06,38888
2018-06-07,38888
2018-06-08,38397
2018-06-09,38037
2018-06-10,38005
2018-06-11,37612
2018-06-12,37368
2018-06-13,37777
2018-06-14,38424
2018-06-15,38137
2018-06-16,38667
2018-06-17,38146
2018-06-18,38104
2018-06-19,37463
2018-06-20,37463
2018-06-21,36566
2018-06-22,34874
2018-06-23,34536
2018-06-24,33451
2018-06-25,32709
2018-06-26,32730
2018-06-27,32805
2018-06-28,32695
2018-06-29,33601
2018-06-30,33604
2018-07-01,34151
2018-07-02,34508
2018-07-03,34213
2018-07-04,34267
2018-07-05,34267
2018-07-06,33514
2018-07-07,33255
2018-07-08,32174
2018-07-09,31892
2018-07-10,32180
2018-07-11,32259
2018-07-12,32130
2018-07-13,32572
2018-07-14,32342
2018-07-15,32652
2018-07-16,32812
2018-07-17,33216
2018-07-18,33271
2018-07-19,33004
2018-07-20,32740
2018-07-21,32650
2018-07-22,32297
2018-07-23,33017
2018-07-24,33450
2018-07-25,33304
2018-07-26,33910
2018-07-27,34307
2018-07-28,34393
2018-07-29,34541
2018-07-30,34849
2018-07-31,35064
2018-08-01,34595
2018-08-02,34396
2018-08-03,33824
2018-08-04,33486
2018-08-05,33550
2018-08-06,33803
2018-08-07,33120
2018-08-08,33670
2018-08-09,34382
2018-08-10,34904
2018-08-11,35610
2018-08-12,36364
2018-08-14,36646
2018-08-16,35567
2018-08-17,35312
2018-08-18,35695
2018-08-19,35634
2018-08-20,35573
2018-08-21,36307
2018-08-22,36306
2018-08-23,36632
2018-08-24,36703
2018-08-25,36705
2018-08-26,36574
2018-08-27,36278
2018-08-28,35754
2018-08-29,36341
2018-08-30,36708
2018-08-31,37264
2018-09-01,37614
2018-09-02,38041
2018-09-03,38659
2018-09-04,38998
2018-09-05,39712
2018-09-06,40160
2018-09-07,40403
2018-09-08,40600
2018-09-09,40869
2018-09-10,41521
2018-09-11,41563
2018-09-12,41750
2018-09-13,41757
2018-09-14,42140
2018-09-15,42826
2018-09-16,43560
2018-09-17,43162
2018-09-18,43050
2018-09-19,43638
2018-09-20,43341
2018-09-21,43362
2018-09-22,43821
2018-09-23,44280
2018-09-24,45072
2018-09-25,45751
2018-09-26,46797
2018-09-27,47813
2018-09-28,49579
2018-09-29,51273
2018-09-30,52551
2018-10-01,54303
2018-10-02,56265
2018-10-03,57486
2018-10-04,58653
2018-10-05,58225
2018-10-06,58643
2018-10-07,59659
2018-10-08,60177
2018-10-09,60433
2018-10-10,59163
2018-10-11,57676
2018-10-12,58055
2018-10-13,58150
2018-10-14,59366
2018-10-15,59955
2018-10-16,58979
2018-10-17,59395
2018-10-18,59420
2018-10-19,59265
2018-10-20,59265
2018-10-21,58628
2018-10-22,58992
2018-10-23,57898
2018-10-24,55851
2018-10-25,53403
2018-10-26,50732
2018-10-27,48217
2018-10-28,45806
2018-10-29,43515
2018-10-30,41802
2018-10-31,40940
2018-11-01,42218
2018-11-03,45752
2018-11-04,48040
2018-11-05,49504
2018-11-06,51919
2018-11-07,54055
2018-11-08,56673
2018-11-09,59507
2018-11-10,62483
2018-11-11,65595
2018-11-12,68875
2018-11-13,72319
2018-11-14,75935
2018-11-15,79732
2018-11-16,83695
2018-11-17,87880
2018-11-18,92274
2018-11-19,96872
2018-11-20,101711
2018-11-21,106797
2018-11-22,111046
2018-11-23,116076
2018-11-24,121388
2018-11-25,126086
2018-11-26,127456
2018-11-27,127207
2018-11-28,126574
2018-11-29,125170
2018-12-01,128257
2018-12-02,128749
2018-12-03,129956
2018-12-04,127170
2018-12-05,122916
2018-12-07,114854
2018-12-09,109271
2018-12-10,106568
2018-12-11,105555
2018-12-12,103000
2018-12-13,99369
2018-12-14,95652
2018-12-15,92082
2018-12-16,89319
2018-12-17,87793
2018-12-18,85116
2018-12-19,85499
2018-12-20,88587
2018-12-21,86070
2018-12-22,84039
2018-12-23,83510
2018-12-24,82883
2018-12-25,81598
2018-12-26,82121
2018-12-27,84286
2018-12-28,85195
2018-12-29,87162
2018-12-30,87993
2018-12-31,87791
2019-01-01,87432
2019-01-02,87363
2019-01-03,87498
2019-01-04,88009
2019-01-05,88247
2019-01-06,87908
2019-01-08,87686
2019-01-10,84086
2019-01-11,81572
2019-01-12,78419
2019-01-13,75997
2019-01-14,75479
2019-01-15,76483
2019-01-16,77134
2019-01-17,76871
2019-01-18,75149
2019-01-19,73850
2019-01-20,72318
2019-01-21,71213
2019-01-22,70195
2019-01-23,69231
2019-01-24,69985
2019-01-25,69714
2019-01-26,69214
2019-01-27,69861
2019-01-28,69743
2019-01-29,70598
2019-01-30,71201
2019-01-31,70094
2019-02-01,69855
2019-02-02,69621
2019-02-03,69842
2019-02-04,69421
2019-02-05,70260
2019-02-06,70674
2019-02-07,70211
2019-02-08,70031
2019-02-09,68685
2019-02-10,68621
2019-02-11,66754
2019-02-12,64273
2019-02-13,62653
2019-02-14,60275
2019-02-15,58004
2019-02-16,55606
2019-02-17,53816
2019-02-18,53027
2019-02-19,52773
2019-02-20,52497
2019-02-21,52744
2019-02-22,52953
2019-02-23,53636
2019-02-24,54760
2019-02-25,55824
2019-02-26,55927
2019-02-27,54703
2019-02-28,53278
2019-03-01,52634
2019-03-02,52460
2019-03-03,52240
2019-03-04,52324
2019-03-05,51690
2019-03-06,51572
2019-03-07,52485
2019-03-08,52485
2019-03-09,52890
2019-03-10,53531
2019-03-11,52997
2019-03-12,52908
2019-03-13,53460
2019-03-14,53959
