date_obj,Rune%20platebody%20(h3) price
2019-04-11,48000
2019-04-11,50051
2019-04-12,52277
2019-04-13,54576
2019-04-14,57103
2019-04-15,200000
2019-04-16,200000
2019-04-17,200000
2019-04-18,198229
2019-04-19,198229
2019-04-20,193950
2019-04-21,193950
2019-04-22,187744
2019-04-23,187744
2019-04-24,182589
2019-04-25,182589
2019-04-26,176831
2019-04-27,176831
2019-04-28,176831
2019-04-29,169838
2019-04-30,169838
2019-05-01,161890
2019-05-02,161890
2019-05-03,154508
2019-05-04,154508
2019-05-05,147732
2019-05-06,147732
2019-05-07,141867
2019-05-08,141867
2019-05-09,141867
2019-05-10,134773
2019-05-11,134773
2019-05-12,128517
2019-05-13,128517
2019-05-14,123121
2019-05-15,123121
2019-05-16,123121
2019-05-17,117967
2019-05-18,117967
2019-05-19,113617
2019-05-20,113617
2019-05-21,108412
2019-05-22,108412
2019-05-23,104162
2019-05-24,104162
2019-05-25,104162
2019-05-26,99220
2019-05-27,99220
2019-05-28,95856
2019-05-29,95856
2019-05-30,92001
2019-05-31,92001
2019-06-01,92001
2019-06-02,87464
2019-06-03,87464
2019-06-04,83090
2019-06-05,83090
2019-06-06,78958
2019-06-07,78958
2019-06-08,75482
2019-06-09,75482
2019-06-10,75482
2019-06-11,71707
2019-06-12,71707
2019-06-13,68387
2019-06-14,68387
2019-06-15,65301
2019-06-16,65301
2019-06-17,62278
2019-06-18,62278
2019-06-19,62278
2019-06-20,59164
2019-06-21,59164
2019-06-22,59164
2019-06-23,56398
2019-06-24,56398
2019-06-25,54068
2019-06-26,54068
2019-06-27,52273
2019-06-28,52273
2019-06-29,52273
2019-06-30,50447
2019-07-01,50447
2019-07-02,50447
2019-07-03,49205
2019-07-04,49205
2019-07-05,49205
2019-07-06,48145
2019-07-07,48145
2019-07-08,48145
2019-07-09,47595
2019-07-10,47595
2019-07-11,47595
2019-07-12,46074
2019-07-13,46074
2019-07-14,46074
2019-07-15,44890
2019-07-16,44890
2019-07-17,44890
2019-07-18,44776
2019-07-19,44776
2019-07-20,44776
2019-07-21,45129
2019-07-22,45129
2019-07-23,45129
2019-07-24,45422
2019-07-25,45422
2019-07-26,45422
2019-07-27,44998
2019-07-28,44998
2019-07-29,44998
2019-07-30,43620
2019-07-31,43620
2019-08-01,43620
2019-08-02,42573
2019-08-03,42573
2019-08-04,42573
2019-08-05,41851
2019-08-06,41851
2019-08-07,40812
2019-08-08,40812
2019-08-09,40812
2019-08-10,39015
2019-08-11,39015
2019-08-12,39015
2019-08-13,38437
2019-08-14,38437
2019-08-15,38437
2019-08-16,38388
2019-08-17,38388
2019-08-18,38844
2019-08-19,38844
2019-08-20,38844
2019-08-21,39257
