date_obj,Dragonstone%20amulet price
2015-09-01,26152
2015-09-02,26152
2015-09-03,26152
2015-09-04,26152
2015-09-05,26152
2015-09-06,26152
2015-09-07,26152
2015-09-08,26152
2015-09-09,26152
2015-09-10,26152
2015-09-11,26152
2015-09-12,26152
2015-09-13,26152
2015-09-14,26152
2015-09-15,27046
2015-09-16,27046
2015-09-17,27046
2015-09-18,27046
2015-09-19,27046
2015-09-20,27046
2015-09-21,27046
2015-09-22,27046
2015-09-23,27046
2015-09-24,27046
2015-09-25,27046
2015-09-27,27046
2015-09-28,27046
2015-09-29,27046
2015-09-30,27046
2015-10-05,27433
2015-10-06,27433
2015-10-07,27433
2015-10-08,27433
2015-10-09,27433
2015-10-10,27433
2015-10-11,27433
2015-10-12,27433
2015-10-13,27433
2015-10-14,27433
2015-10-15,27433
2015-10-16,27433
2015-10-17,27433
2015-10-18,27433
2015-10-19,27433
2015-10-20,27325
2015-10-22,27325
2015-10-23,27325
2015-10-24,27325
2015-10-25,27325
2015-10-26,27325
2015-10-27,27325
2015-10-29,27325
2015-10-30,27325
2015-10-31,27325
2015-11-01,27325
2015-11-02,27325
2015-11-03,27325
2015-11-04,27325
2015-11-05,27325
2015-11-06,27325
2015-11-07,27636
2015-11-08,27636
2015-11-09,27636
2015-11-10,27636
2015-11-11,27636
2015-11-12,27636
2015-11-13,27636
2015-11-14,27636
2015-11-15,27636
2015-11-16,27636
2015-11-17,27636
2015-11-18,27636
2015-11-19,27636
2015-11-20,27636
2015-11-21,27636
2015-11-22,27636
2015-11-23,27636
2015-11-24,27636
2015-11-25,27636
2015-11-26,28278
2015-11-27,28278
2015-11-28,28278
2015-11-29,28278
2015-11-30,28278
2015-12-01,28278
2015-12-02,28278
2015-12-03,28278
2015-12-04,28278
2015-12-05,28278
2015-12-06,28278
2015-12-07,28278
2015-12-08,28278
2015-12-09,28278
2015-12-10,28278
2015-12-11,28953
2015-12-12,28953
2015-12-13,28953
2015-12-14,28953
2015-12-15,28953
2015-12-16,28953
2015-12-17,28953
2015-12-18,28953
2015-12-19,28953
2015-12-20,28953
2015-12-21,28953
2015-12-22,28953
2015-12-23,28953
2015-12-24,28953
2015-12-25,29070
2015-12-26,29070
2015-12-27,29070
2015-12-28,29070
2015-12-29,29070
2015-12-30,29070
2015-12-31,29070
2016-01-01,29070
2016-01-02,29070
2016-01-03,29070
2016-01-04,29070
2016-01-05,29070
2016-01-06,29624
2016-01-07,29624
2016-01-08,29624
2016-01-09,29624
2016-01-10,29624
2016-01-11,29624
2016-01-12,29624
2016-01-13,29624
2016-01-14,29624
2016-01-15,29624
2016-01-16,29624
2016-01-17,29624
2016-01-18,30829
2016-01-19,30829
2016-01-20,30829
2016-01-21,30829
2016-01-22,30829
2016-01-23,30829
2016-01-24,30829
2016-01-25,30829
2016-01-26,30829
2016-01-27,30829
2016-01-28,30829
2016-01-29,31251
2016-01-30,31251
2016-01-31,31251
2016-02-01,31251
2016-02-02,31251
2016-02-03,31251
2016-02-04,31251
2016-02-05,31251
2016-02-06,31251
2016-02-07,31251
2016-02-08,31251
2016-02-09,31251
2016-02-10,31251
2016-02-11,31251
2016-02-12,30434
2016-02-13,30434
2016-02-14,30434
2016-02-15,30434
2016-02-16,30434
2016-02-17,30434
2016-02-18,30434
2016-02-19,30434
2016-02-20,30434
2016-02-21,30434
2016-02-22,30434
2016-02-23,30434
2016-02-24,30434
2016-02-25,29695
2016-02-26,29695
2016-02-27,29695
2016-02-28,29695
2016-02-29,29695
2016-03-01,29695
2016-03-02,29695
2016-03-03,29695
2016-03-04,29695
2016-03-05,29695
2016-03-06,29695
2016-03-07,30228
2016-03-08,30228
2016-03-09,30228
2016-03-10,30228
2016-03-11,30228
2016-03-12,30228
2016-03-13,30228
2016-03-14,30228
2016-03-15,30228
2016-03-16,30228
2016-03-17,30228
2016-03-18,30228
2016-03-19,29782
2016-03-20,29782
2016-03-21,29782
2016-03-22,29782
2016-03-23,29782
2016-03-24,29782
2016-03-25,29782
2016-03-26,29782
2016-03-27,29782
2016-03-28,30653
2016-03-29,30653
2016-03-30,30653
2016-03-31,30653
2016-04-01,30653
2016-04-02,30653
2016-04-04,30653
2016-04-05,30653
2016-04-06,30653
2016-04-07,30653
2016-04-08,30653
2016-04-09,31147
2016-04-10,31147
2016-04-11,31147
2016-04-12,31147
2016-04-13,31147
2016-04-14,31147
2016-04-15,31147
2016-04-16,31147
2016-04-17,31147
2016-04-18,31147
2016-04-19,31147
2016-04-20,31861
2016-04-21,31861
2016-04-22,31861
2016-04-23,31861
2016-04-24,31861
2016-04-25,31861
2016-04-26,31861
2016-04-27,31861
2016-04-28,31861
2016-04-29,31861
2016-04-30,33106
2016-05-01,33106
2016-05-02,33106
2016-05-03,33106
2016-05-04,33106
2016-05-05,33106
2016-05-06,33106
2016-05-07,33106
2016-05-08,33106
2016-05-09,33106
2016-05-10,32486
2016-05-11,32486
2016-05-12,32486
2016-05-13,32486
2016-05-14,32486
2016-05-15,32486
2016-05-16,32486
2016-05-17,32486
2016-05-18,32486
2016-05-19,32486
2016-05-22,30881
2016-05-23,30881
2016-05-24,30881
2016-05-25,30881
2016-05-26,30881
2016-05-27,30881
2016-05-28,30881
2016-05-29,30881
2016-05-30,29552
2016-05-31,29552
2016-06-01,29552
2016-06-02,29552
2016-06-03,29552
2016-06-04,29552
2016-06-05,29552
2016-06-06,29552
2016-06-07,29552
2016-06-08,29552
2016-06-09,28857
2016-06-10,28857
2016-06-11,28857
2016-06-12,28857
2016-06-13,28857
2016-06-14,28857
2016-06-15,28857
2016-06-16,28857
2016-06-17,28857
2016-06-18,28643
2016-06-19,28643
2016-06-20,28643
2016-06-21,28643
2016-06-22,28643
2016-06-23,28643
2016-06-24,28643
2016-06-25,28643
2016-06-26,28643
2016-06-27,29999
2016-06-28,29999
2016-06-29,29999
2016-06-30,29999
2016-07-01,29999
2016-07-02,29999
2016-07-03,29999
2016-07-04,29999
2016-07-05,30965
2016-07-06,30965
2016-07-07,30965
2016-07-08,30965
2016-07-09,30965
2016-07-10,30965
2016-07-11,30965
2016-07-12,30965
2016-07-13,30965
2016-07-14,30965
2016-07-15,30965
2016-07-16,29465
2016-07-17,29465
2016-07-18,29465
2016-07-23,29465
2016-07-24,29465
2016-07-25,29465
2016-07-26,29465
2016-07-27,29465
2016-07-28,29465
2016-07-29,29269
2016-07-30,29269
2016-07-31,29269
2016-08-01,29269
2016-08-02,29269
2016-08-03,29269
2016-08-04,29269
2016-08-05,29269
2016-08-06,29269
2016-08-07,29269
2016-08-08,29930
2016-08-09,29930
2016-08-10,29930
2016-08-11,29930
2016-08-12,29930
2016-08-13,29930
2016-08-14,29930
2016-08-15,29930
2016-08-16,29930
2016-08-17,29930
2016-08-18,29930
2016-08-19,29930
2016-08-20,28836
2016-08-21,28836
2016-08-22,28836
2016-08-23,28836
2016-08-24,28836
2016-08-25,28836
2016-08-26,28836
2016-08-28,28836
2016-08-31,28836
2016-09-01,28836
2016-09-02,28836
2016-09-03,27561
2016-09-04,27561
2016-09-05,27561
2016-09-06,27561
2016-09-07,27561
2016-09-08,27561
2016-09-09,27561
2016-09-10,27561
2016-09-11,27561
2016-09-12,27561
2016-09-13,27561
2016-09-14,27561
2016-09-15,27561
2016-09-16,27561
2016-09-17,27561
2016-09-18,27561
2016-09-19,27561
2016-09-20,26301
2016-09-21,26301
2016-09-22,26301
2016-09-23,26301
2016-09-24,26301
2016-09-25,26301
2016-09-26,26301
2016-09-27,26301
2016-09-28,26301
2016-09-29,26301
2016-09-30,26301
2016-10-01,26301
2016-10-02,26301
2016-10-03,26301
2016-10-04,26301
2016-10-05,26301
2016-10-06,26301
2016-10-07,26301
2016-10-08,24994
2016-10-09,24994
2016-10-10,24994
2016-10-11,24994
2016-10-12,24994
2016-10-13,24994
2016-10-14,24994
2016-10-15,24994
2016-10-16,24994
2016-10-17,24994
2016-10-18,24994
2016-10-19,24994
2016-10-20,24994
2016-10-21,24994
2016-10-22,24994
2016-10-23,24994
2016-10-24,24994
2016-10-25,24994
2016-10-26,23823
2016-10-27,23823
2016-10-28,23823
2016-10-29,23823
2016-10-30,23823
2016-10-31,23823
2016-11-01,23823
2016-11-02,23823
2016-11-03,23823
2016-11-04,23823
2016-11-05,23823
2016-11-06,22631
2016-11-07,22631
2016-11-08,22631
2016-11-09,22631
2016-11-10,22631
2016-11-11,22631
2016-11-12,22631
2016-11-13,21525
2016-11-14,21525
2016-11-15,21525
2016-12-07,20291
2016-12-08,20291
2016-12-09,20291
2016-12-10,20291
2016-12-11,20291
2016-12-12,20418
2016-12-13,20418
2016-12-14,20418
2016-12-15,20418
2016-12-16,20418
2016-12-17,19961
2016-12-18,19961
2016-12-19,19961
2016-12-20,19961
2016-12-21,19961
2016-12-22,19961
2016-12-23,20045
2016-12-24,20045
2016-12-25,20045
2016-12-26,20045
2016-12-27,20045
2016-12-28,20045
2016-12-29,19744
2016-12-30,19744
2016-12-31,19744
2017-01-01,19744
2017-01-02,19744
2017-01-03,19783
2017-01-04,19783
2017-01-05,19783
2017-01-06,19783
2017-01-07,19783
2017-01-08,19151
2017-01-09,19151
2017-01-10,19151
2017-01-11,19151
2017-01-12,19151
2017-01-13,18218
2017-01-14,18218
2017-01-15,18218
2017-01-16,18218
2017-01-17,18218
2017-01-18,17991
2017-01-19,17991
2017-01-20,17991
2017-01-21,17991
2017-01-22,17991
2017-01-23,17750
2017-01-27,17750
2017-01-28,17746
2017-01-29,17746
2017-01-30,17746
2017-01-31,17746
2017-02-01,17746
2017-02-02,17719
2017-02-03,17719
2017-02-04,17719
2017-02-05,17719
2017-02-06,17719
2017-02-07,17721
2017-02-08,17721
2017-02-09,17721
2017-02-10,17721
2017-02-11,17435
2017-02-12,17435
2017-02-13,17435
2017-02-14,17435
2017-02-15,17435
2017-02-16,17205
2017-02-18,17205
2017-02-19,17205
2017-02-20,17205
2017-02-21,16649
2017-02-22,16649
2017-02-23,16649
2017-02-24,16649
2017-02-25,16649
2017-02-26,16649
2017-02-27,16393
2017-02-28,16393
2017-03-01,16393
2017-03-02,16393
2017-03-03,16393
2017-03-04,16988
2017-03-05,16988
2017-03-06,16988
2017-03-07,16988
2017-03-08,16988
2017-03-09,16988
2017-03-10,17090
2017-03-11,17090
2017-03-12,17090
2017-03-13,17090
2017-03-14,17090
2017-03-15,16755
2017-03-16,16755
2017-03-17,16755
2017-03-18,16755
2017-03-19,16755
2017-03-20,16664
2017-03-21,16664
2017-03-22,16664
2017-03-23,16664
2017-03-24,16664
2017-03-25,16664
2017-03-26,16442
2017-03-27,16442
2017-03-28,16442
2017-03-29,16442
2017-03-30,16442
2017-03-31,16440
2017-04-01,16440
2017-04-02,16440
2017-04-03,16440
2017-04-04,16440
2017-04-12,16893
2017-04-13,16893
2017-04-14,16893
2017-04-15,17083
2017-04-16,17083
2017-04-17,17083
2017-04-18,17083
2017-04-19,17556
2017-04-20,17556
2017-04-21,17556
2017-04-22,17556
2017-04-23,17556
2017-04-24,17453
2017-04-25,17453
2017-04-26,17453
2017-04-27,17453
2017-04-28,17453
2017-04-29,17137
2017-04-30,17137
2017-05-01,17137
2017-05-02,17137
2017-05-03,17137
2017-05-04,17196
2017-05-05,17196
2017-05-06,17196
2017-05-07,17196
2017-05-08,17196
2017-05-09,17459
2017-05-10,17459
2017-05-11,17459
2017-05-12,17459
2017-05-13,17459
2017-05-14,17266
2017-05-15,17266
2017-05-16,17266
2017-05-17,17266
2017-05-18,17266
2017-05-19,17266
2017-05-20,17240
2017-05-21,17240
2017-05-22,17240
2017-05-23,17240
2017-05-24,17240
2017-05-25,17240
2017-05-26,17218
2017-05-27,17218
2017-05-28,17218
2017-05-29,17218
2017-05-30,17218
2017-05-31,16375
2017-06-01,16375
2017-06-02,16375
2017-06-03,16375
2017-06-04,16375
2017-06-05,15910
2017-06-06,15910
2017-06-07,15910
2017-06-08,15910
2017-06-09,15910
2017-06-10,15952
2017-06-11,15952
2017-06-12,15952
2017-06-13,15952
2017-06-14,15952
2017-06-15,15952
2017-06-16,15487
2017-06-17,15487
2017-06-18,15487
2017-06-19,15487
2017-06-20,15487
2017-06-21,15487
2017-06-22,15342
2017-06-23,15342
2017-06-24,15342
2017-06-25,15342
2017-06-26,15342
2017-06-27,15670
2017-06-28,15670
2017-06-29,15670
2017-06-30,15670
2017-07-01,15670
2017-07-02,15670
2017-07-03,16251
2017-07-04,16251
2017-07-05,16251
2017-07-06,16251
2017-07-07,16251
2017-07-08,16251
2017-07-13,16994
2017-07-14,17709
2017-07-15,17709
2017-07-16,17709
2017-07-17,17709
2017-07-18,17709
2017-07-19,17709
2017-07-20,17856
2017-07-21,17856
2017-07-22,17856
2017-07-23,17856
2017-07-24,17856
2017-07-25,17856
2017-07-26,18204
2017-07-27,18204
2017-07-28,18204
2017-07-29,18204
2017-07-30,18204
2017-07-31,18204
2017-08-01,18086
2017-08-02,18086
2017-08-03,18086
2017-08-04,18086
2017-08-05,18086
2017-08-06,17992
2017-08-09,17992
2017-08-10,17992
2017-08-11,17992
2017-08-12,17890
2017-08-13,17890
2017-08-14,17890
2017-08-15,17890
2017-08-16,17890
2017-08-17,17890
2017-08-18,17755
2017-08-19,17755
2017-08-20,17755
2017-08-21,17755
2017-08-22,17755
2017-08-23,18034
2017-08-24,18034
2017-08-25,18034
2017-08-26,18034
2017-08-27,18034
2017-08-28,18317
2017-08-29,18317
2017-08-30,18317
2017-08-31,18317
2017-09-01,18317
2017-09-03,18407
2017-09-04,18407
2017-09-05,18407
2017-09-06,18407
2017-09-07,18674
2017-09-08,18674
2017-09-09,18674
2017-09-10,18674
2017-09-11,18674
2017-09-12,18674
2017-09-13,18763
2017-09-14,18763
2017-09-15,18763
2017-09-16,18763
2017-09-17,18763
2017-09-18,18763
2017-09-19,18569
2017-09-20,18569
2017-09-21,18569
2017-09-22,18569
2017-09-23,18569
2017-09-24,18569
2017-09-25,18429
2017-09-26,18429
2017-09-27,18429
2017-09-28,18429
2017-09-29,18865
2017-09-30,18865
2017-10-01,18865
2017-10-02,18865
2017-10-03,19515
2017-10-04,19515
2017-10-05,19515
2017-10-06,19515
2017-10-07,19515
2017-10-08,20335
2017-10-09,20335
2017-10-10,20335
2017-10-11,20335
2017-10-12,20335
2017-10-13,20932
2017-10-14,20932
2017-10-15,20932
2017-10-16,20932
2017-10-17,20932
2017-10-18,20932
2017-10-19,20745
2017-10-20,20745
2017-10-21,20745
2017-10-22,20745
2017-10-23,20745
2017-10-24,20745
2017-10-25,20177
2017-10-26,20177
2017-10-27,20177
2017-10-28,20177
2017-10-29,20177
2017-10-30,20177
2017-10-31,19996
2017-11-01,19996
2017-11-02,19996
2017-11-03,19996
2017-11-04,19996
2017-11-05,19996
2017-11-06,19996
2017-11-07,19996
2017-11-08,19996
2017-11-09,19996
2017-11-10,19996
2017-11-11,19996
2017-11-12,20057
2017-11-13,20057
2017-11-14,20057
2017-11-15,20057
2017-11-16,20057
2017-11-17,20057
2017-11-18,19843
2017-11-19,19843
2017-11-20,19843
2017-11-21,19843
2017-11-22,19843
2017-11-23,19843
2017-11-24,18982
2017-11-25,18982
2017-11-26,18982
2017-11-27,18982
2017-11-28,18982
2017-11-29,18982
2017-11-30,18820
2017-12-01,18820
2017-12-02,18820
2017-12-03,18820
2017-12-04,18820
2017-12-05,19521
2017-12-06,19521
2017-12-07,19521
2017-12-08,19521
2017-12-09,19521
2017-12-10,19521
2017-12-11,19546
2017-12-12,19546
2017-12-13,19546
2017-12-14,19546
2017-12-15,19546
2017-12-16,19546
2017-12-17,19254
2017-12-18,19254
2017-12-19,19254
2017-12-20,19254
2017-12-21,19254
2017-12-22,19044
2017-12-23,19044
2017-12-24,19044
2017-12-25,19044
2017-12-26,19044
2017-12-27,19044
2017-12-28,18865
2017-12-29,18865
2017-12-30,18865
2017-12-31,18865
2018-01-01,18865
2018-01-02,18821
2018-01-03,18821
2018-01-04,18821
2018-01-05,18821
2018-01-06,18821
2018-01-07,18458
2018-01-08,18458
2018-01-09,18458
2018-01-10,18458
2018-01-11,18458
2018-01-12,17962
2018-01-13,17962
2018-01-14,17962
2018-01-15,17962
2018-01-16,17292
2018-01-17,17292
2018-01-18,17292
2018-01-19,17292
2018-01-20,17292
2018-01-21,16733
2018-01-22,16733
2018-01-23,16733
2018-01-25,16381
2018-01-26,16381
2018-01-27,16381
2018-01-28,16381
2018-01-29,16119
2018-01-30,16119
2018-01-31,16119
2018-02-01,16119
2018-02-02,16119
2018-02-03,15838
2018-02-04,15838
2018-02-05,15838
2018-02-06,15838
2018-02-07,15278
2018-02-08,15278
2018-02-09,15278
2018-02-10,15278
2018-02-11,15278
2018-02-12,15214
2018-02-13,15214
2018-02-14,15214
2018-02-15,15214
2018-02-16,15214
2018-02-17,15139
2018-02-18,15139
2018-02-19,15139
2018-02-20,15139
2018-02-21,14527
2018-02-22,14527
2018-02-23,14527
2018-02-24,14527
2018-02-25,14593
2018-02-26,14593
2018-02-27,14593
2018-02-28,14593
2018-03-01,14593
2018-03-02,13878
2018-03-03,13878
2018-03-04,13878
2018-03-05,13878
2018-03-06,13848
2018-03-07,13848
2018-03-09,13848
2018-03-10,14112
2018-03-11,14112
2018-03-12,14112
2018-03-13,14112
2018-03-14,13745
2018-03-15,13745
2018-03-16,13745
2018-03-17,13745
2018-03-18,13745
2018-03-20,13531
2018-03-21,13531
2018-03-23,13531
2018-03-24,13172
2018-03-25,13172
2018-03-26,13172
2018-03-27,13172
2018-03-28,13172
2018-03-29,12571
2018-03-30,12571
2018-03-31,12571
2018-04-01,12571
2018-04-02,12571
2018-04-03,11966
2018-04-04,11966
2018-04-05,11966
2018-04-06,11966
2018-04-07,11966
2018-04-08,11941
2018-04-09,11941
2018-04-10,11941
2018-04-11,11941
2018-04-12,11941
2018-04-13,11973
2018-04-14,11973
2018-04-15,11973
2018-04-16,11973
2018-04-17,11973
2018-04-18,11905
2018-04-19,11905
2018-04-20,11905
2018-04-21,11905
2018-04-22,11905
2018-04-23,11595
2018-04-24,11595
2018-04-25,11595
2018-04-26,11595
2018-04-27,11595
2018-04-28,11595
2018-04-29,11129
2018-04-30,11129
2018-05-01,11129
2018-05-03,11129
2018-05-04,11376
2018-05-05,11376
2018-05-07,11376
2018-05-08,11581
2018-05-09,11581
2018-05-10,11581
2018-05-11,11581
2018-05-12,11910
2018-05-13,11910
2018-05-14,11910
2018-05-15,11910
2018-05-16,12266
2018-05-17,12266
2018-05-18,12266
2018-05-19,12618
2018-05-20,12618
2018-05-21,12618
2018-05-22,12618
2018-05-23,12821
2018-05-24,12821
2018-05-25,12821
2018-05-26,12821
2018-05-27,12821
2018-05-28,12452
2018-05-29,12452
2018-05-30,12452
2018-05-31,12452
2018-06-01,12062
2018-06-02,12062
2018-06-03,12062
2018-06-04,12062
2018-06-05,11668
2018-06-06,11668
2018-06-07,11668
2018-06-08,11668
2018-06-09,11668
2018-06-10,11498
2018-06-11,11498
2018-06-12,11498
2018-06-13,11498
2018-06-14,11472
2018-06-15,11472
2018-06-16,11472
2018-06-17,11472
2018-06-18,11598
2018-06-19,11598
2018-06-20,11598
2018-06-21,11598
2018-06-22,11598
2018-06-23,11691
2018-06-24,11691
2018-06-25,11691
2018-06-26,11691
2018-06-27,11917
2018-06-28,11917
2018-06-29,11917
2018-06-30,11917
2018-07-01,12034
2018-07-02,12034
2018-07-03,12034
2018-07-04,12034
2018-07-05,12034
2018-07-06,12007
2018-07-07,12007
2018-07-08,12007
2018-07-09,12007
2018-07-10,12258
2018-07-11,12258
2018-07-12,12258
2018-07-13,12258
2018-07-14,12258
2018-07-15,12009
2018-07-16,12009
2018-07-17,12009
2018-07-18,12009
2018-07-19,11855
2018-07-20,11855
2018-07-21,11855
2018-07-22,11805
2018-07-23,11805
2018-07-24,11805
2018-07-25,11805
2018-07-26,11938
2018-07-27,11938
2018-07-28,11938
2018-07-29,11938
2018-07-30,11782
2018-07-31,11782
2018-08-01,11782
2018-08-02,11782
2018-08-03,11728
2018-08-04,11728
2018-08-05,11728
2018-08-06,11728
2018-08-07,11766
2018-08-08,11766
2018-08-09,11766
2018-08-10,11766
2018-08-11,11955
2018-08-12,11955
2018-08-14,12177
2018-08-16,12177
2018-08-17,12184
2018-08-18,12184
2018-08-19,12184
2018-08-20,12184
2018-08-21,11829
2018-08-22,11829
2018-08-23,11829
2018-08-24,11829
2018-08-25,11937
2018-08-26,11937
2018-08-27,11937
2018-08-28,11937
2018-08-29,11876
2018-08-30,11876
2018-08-31,11876
2018-09-01,11781
2018-09-02,11781
2018-09-03,11781
2018-09-04,11781
2018-09-05,11822
2018-09-06,11822
2018-09-07,11822
2018-09-08,11822
2018-09-09,12127
2018-09-10,12127
2018-09-11,12127
2018-09-12,12467
2018-09-13,12467
2018-09-14,12467
2018-09-15,12529
2018-09-16,12529
2018-09-17,12529
2018-09-18,12529
2018-09-19,12354
2018-09-20,12354
2018-09-21,12354
2018-09-22,12371
2018-09-23,12371
2018-09-24,12371
2018-09-25,12371
2018-09-26,12068
2018-09-27,12068
2018-09-28,12068
2018-09-29,12068
2018-09-30,12187
2018-10-01,12187
2018-10-02,12187
2018-10-03,12275
2018-10-04,12275
2018-10-05,12275
2018-10-06,12275
2018-10-07,12163
2018-10-08,12163
2018-10-09,12163
2018-10-10,12018
2018-10-11,12018
2018-10-12,12018
2018-10-13,12018
2018-10-14,12179
2018-10-15,12179
2018-10-16,12179
2018-10-17,12179
2018-10-18,12147
2018-10-19,12147
2018-10-20,12147
2018-10-21,12147
2018-10-22,12155
2018-10-23,12155
2018-10-24,12155
2018-10-25,12155
2018-10-26,12245
2018-10-27,12245
2018-10-28,12245
2018-10-29,12041
2018-10-30,12041
2018-10-31,12041
2018-11-01,12092
2018-11-03,12092
2018-11-04,11988
2018-11-05,11988
2018-11-06,11988
2018-11-07,12046
2018-11-08,12046
2018-11-09,12046
2018-11-10,12065
2018-11-11,12065
2018-11-12,12065
2018-11-13,12099
2018-11-14,12099
2018-11-15,12099
2018-11-16,12392
2018-11-17,12392
2018-11-18,12392
2018-11-19,12632
2018-11-20,12632
2018-11-21,13042
2018-11-22,13042
2018-11-23,13042
2018-11-24,12962
2018-11-25,12962
2018-11-26,12962
2018-11-27,13105
2018-11-28,13105
2018-11-29,13105
2018-12-01,12767
2018-12-02,12363
2018-12-03,12363
2018-12-04,12363
2018-12-05,12535
2018-12-07,12535
2018-12-09,12490
2018-12-10,12490
2018-12-11,12364
2018-12-12,12364
2018-12-13,12364
2018-12-14,12260
2018-12-15,12260
2018-12-16,12260
2018-12-17,12162
2018-12-18,12162
2018-12-19,12162
2018-12-20,12151
2018-12-21,12151
2018-12-22,12151
2018-12-23,11966
2018-12-24,11966
2018-12-25,11966
2018-12-26,12002
2018-12-27,12002
2018-12-28,12002
2018-12-29,12060
2018-12-30,12060
2018-12-31,12060
2019-01-01,12082
2019-01-02,12082
2019-01-03,12082
2019-01-04,12058
2019-01-05,12058
2019-01-06,12161
2019-01-08,12161
2019-01-10,12029
2019-01-11,12029
2019-01-12,12128
2019-01-13,12128
2019-01-14,12128
2019-01-15,12275
2019-01-16,12275
2019-01-17,12275
2019-01-18,12163
2019-01-19,12163
2019-01-20,12027
2019-01-21,12027
2019-01-22,12027
2019-01-23,12172
2019-01-24,12172
2019-01-25,12172
2019-01-26,12291
2019-01-27,12291
2019-01-28,12428
2019-01-29,12428
2019-01-30,12490
2019-01-31,12490
2019-02-01,12379
2019-02-02,12379
2019-02-03,12209
2019-02-04,12209
2019-02-05,12362
2019-02-06,12362
2019-02-07,12362
2019-02-08,12211
2019-02-09,12211
2019-02-10,12211
2019-02-11,11958
2019-02-12,11958
2019-02-13,11958
2019-02-14,12120
2019-02-15,12120
2019-02-16,12070
2019-02-17,12070
2019-02-18,12070
2019-02-19,12073
2019-02-20,12073
2019-02-21,12211
2019-02-22,12211
2019-02-23,12211
2019-02-24,12159
2019-02-25,12159
2019-02-26,12159
2019-02-27,12000
2019-02-28,12000
2019-03-01,12000
2019-03-02,12014
2019-03-03,12014
2019-03-04,12014
2019-03-05,12160
2019-03-06,12160
2019-03-07,12160
2019-03-08,12226
2019-03-09,12226
2019-03-10,12226
2019-03-11,12256
2019-03-12,12256
2019-03-13,12256
2019-03-14,12191
2019-03-15,12191
2019-03-16,12191
2019-03-17,12284
2019-03-18,12284
2019-03-19,12284
2019-03-20,12388
2019-03-21,12388
2019-03-22,12388
2019-03-23,12594
2019-03-24,12594
2019-03-25,12594
2019-03-26,12566
2019-03-27,12566
2019-03-28,12566
2019-03-29,12680
2019-03-30,12680
