date_obj,Mithril%20platelegs%20(g) price
2015-03-26,23578
2015-03-27,23578
2015-03-28,22849
2015-03-29,22415
2015-03-30,21408
2015-03-31,20795
2015-04-01,20795
2015-04-02,20120
2015-04-03,19815
2015-04-04,19558
2015-04-05,19558
2015-04-06,19245
2015-04-07,18877
2015-04-08,18877
2015-04-09,17933
2015-04-10,17451
2015-04-11,16639
2015-04-12,16069
2015-04-13,15420
2015-04-14,15420
2015-04-15,14671
2015-04-16,14002
2015-04-17,13490
2015-04-18,12815
2015-04-19,12258
2015-04-20,12258
2015-04-21,11975
2015-04-22,11714
2015-04-23,11890
2015-04-24,11455
2015-04-25,11167
2015-04-26,11017
2015-04-27,10727
2015-04-28,10252
2015-04-29,10252
2015-04-30,9863
2015-05-01,9630
2015-05-02,9262
2015-05-03,9262
2015-05-04,8913
2015-05-05,8504
2015-05-06,8342
2015-05-07,8389
2015-05-08,8190
2015-05-09,7926
2015-05-10,8003
2015-05-11,8003
2015-05-12,8256
2015-05-13,8606
2015-05-14,8879
2015-05-15,8963
2015-05-16,8949
2015-05-17,9043
2015-05-18,8964
2015-05-19,9195
2015-05-20,9195
2015-05-21,8993
2015-05-22,8768
2015-05-23,8674
2015-05-24,8579
2015-05-25,8617
2015-05-26,8679
2015-05-27,8911
2015-05-28,8911
2015-05-29,9143
2015-05-30,9105
2015-05-31,9105
2015-06-01,9228
2015-06-02,9228
2015-06-03,9357
2015-06-04,9357
2015-06-05,9236
2015-06-06,9236
2015-06-07,9425
2015-06-08,9425
2015-06-09,9775
2015-06-10,10033
2015-06-11,10033
2015-06-12,10380
2015-06-13,10476
2015-06-14,10476
2015-06-15,10711
2015-06-16,11058
2015-06-17,11058
2015-06-18,11479
2015-06-19,11479
2015-06-20,11382
2015-06-21,11382
2015-06-22,11186
2015-06-23,11186
2015-06-24,10783
2015-06-25,10783
2015-06-26,10817
2015-06-27,10817
2015-06-28,10642
2015-06-29,10642
2015-06-30,10385
2015-07-01,10018
2015-07-02,10018
2015-07-03,9880
2015-07-04,9721
2015-07-05,9721
2015-07-06,9430
2015-07-07,9638
2015-07-08,9813
2015-07-09,9813
2015-07-10,10009
2015-07-11,10009
2015-07-12,10137
2015-07-13,10379
2015-07-14,10379
2015-07-15,10339
2015-07-16,10339
2015-07-17,10397
2015-07-18,10397
2015-07-19,10393
2015-07-20,10883
2015-07-21,10883
2015-07-22,11385
2015-07-23,11385
2015-07-24,11884
2015-07-25,11884
2015-07-26,12205
2015-07-27,12205
2015-07-28,12587
2015-07-29,12581
2015-07-30,12581
2015-07-31,12374
2015-08-01,12374
2015-08-02,12169
2015-08-03,12169
2015-08-04,12073
2015-08-05,11910
2015-08-06,11910
2015-08-07,11682
2015-08-08,11203
2015-08-09,10750
2015-08-10,10472
2015-08-11,10230
2015-08-12,10230
2015-08-13,9718
2015-08-14,9420
2015-08-15,9420
2015-08-16,9355
2015-08-17,9526
2015-08-18,9526
2015-08-19,9898
2015-08-20,9898
2015-08-21,9935
2015-08-22,9935
2015-08-23,9596
2015-08-24,9153
2015-08-25,9153
2015-08-26,8830
2015-08-27,8534
2015-08-28,8534
2015-08-29,8772
2015-08-30,8772
2015-08-31,8929
2015-09-01,8976
2015-09-02,8976
2015-09-03,9024
2015-09-04,8665
2015-09-05,8665
2015-09-06,8664
2015-09-07,8317
2015-09-08,8317
2015-09-09,8383
2015-09-10,8383
2015-09-11,8774
2015-09-12,8774
2015-09-13,8849
2015-09-14,8849
2015-09-15,9051
2015-09-16,9051
2015-09-17,9488
2015-09-18,9488
2015-09-19,9370
2015-09-20,9370
2015-09-21,9260
2015-09-22,9214
2015-09-23,9214
2015-09-24,9378
2015-09-25,9378
2015-09-27,9469
2015-09-28,9521
2015-09-29,9521
2015-09-30,9326
2015-10-05,9094
2015-10-06,9136
2015-10-07,9136
2015-10-08,8932
2015-10-09,8908
2015-10-10,8908
2015-10-11,8679
2015-10-12,8799
2015-10-13,8799
2015-10-14,8799
2015-10-15,8955
2015-10-16,8955
2015-10-17,8944
2015-10-18,8944
2015-10-19,8892
2015-10-20,8892
2015-10-22,8548
2015-10-23,8367
2015-10-24,8367
2015-10-25,8219
2015-10-26,8219
2015-10-27,8130
2015-10-29,7887
2015-10-30,7681
2015-10-31,7356
2015-11-01,7356
2015-11-02,7430
2015-11-03,7430
2015-11-04,7368
2015-11-05,7355
2015-11-06,7355
2015-11-07,7088
2015-11-08,7088
2015-11-09,7002
2015-11-10,7002
2015-11-11,6745
2015-11-12,6745
2015-11-13,6433
2015-11-14,6433
2015-11-15,6214
2015-11-16,6214
2015-11-17,6208
2015-11-18,6208
2015-11-19,6270
2015-11-20,6270
2015-11-21,6321
2015-11-22,6312
2015-11-23,6312
2015-11-24,6149
2015-11-25,5946
2015-11-26,5946
2015-11-27,5800
2015-11-28,5842
2015-11-29,5864
2015-11-30,5791
2015-12-01,5791
2015-12-02,5571
2015-12-03,5752
2015-12-04,5752
2015-12-05,5587
2015-12-06,5543
2015-12-07,5543
2015-12-08,5504
2015-12-09,5298
2015-12-10,5298
2015-12-11,5341
2015-12-12,5341
2015-12-13,5406
2015-12-14,5406
2015-12-15,5460
2015-12-16,5460
2015-12-17,5476
2015-12-18,5719
2015-12-19,5719
2015-12-20,5818
2015-12-21,5818
2015-12-22,5845
2015-12-23,6014
2015-12-24,6014
2015-12-25,6292
2015-12-26,6292
2015-12-27,6542
2015-12-28,6542
2015-12-29,6666
2015-12-30,6666
2015-12-31,6944
2016-01-01,6944
2016-01-02,6944
2016-01-03,7261
2016-01-04,7261
2016-01-05,7454
2016-01-06,7454
2016-01-07,7633
2016-01-08,7633
2016-01-09,7902
2016-01-10,7902
2016-01-11,7879
2016-01-12,7734
2016-01-13,7734
2016-01-14,7514
2016-01-15,7514
2016-01-16,7411
2016-01-17,7411
2016-01-18,7568
2016-01-19,7568
2016-01-20,7947
2016-01-21,7947
2016-01-22,8345
2016-01-23,8345
2016-01-24,8763
2016-01-25,9202
2016-01-26,9202
2016-01-27,9663
2016-01-28,9663
2016-01-29,10038
2016-01-30,10038
2016-01-31,10196
2016-02-01,9835
2016-02-02,9835
2016-02-03,9981
2016-02-04,9981
2016-02-05,9962
2016-02-06,9985
2016-02-07,9985
2016-02-08,9949
2016-02-09,9949
2016-02-10,10197
2016-02-11,10197
2016-02-12,10167
2016-02-13,10559
2016-02-14,10559
2016-02-15,10594
2016-02-16,10594
2016-02-17,10853
2016-02-18,10853
2016-02-19,11155
2016-02-20,11155
2016-02-21,11711
2016-02-22,11711
2016-02-23,12124
2016-02-24,12124
2016-02-25,12424
2016-02-26,12424
2016-02-27,12470
2016-02-28,12470
2016-02-29,12520
2016-03-01,12509
2016-03-02,12509
2016-03-03,12380
2016-03-04,12233
2016-03-05,11711
2016-03-06,11147
2016-03-07,11147
2016-03-08,10787
2016-03-09,10577
2016-03-10,10527
2016-03-11,10527
2016-03-12,10401
2016-03-13,10401
2016-03-14,10255
2016-03-15,9971
2016-03-16,9603
2016-03-17,9603
2016-03-18,9368
2016-03-19,9368
2016-03-20,8983
2016-03-21,8983
2016-03-22,8761
2016-03-23,8511
2016-03-24,8511
2016-03-25,8340
2016-03-26,8376
2016-03-27,8376
2016-03-28,8597
2016-03-29,8597
2016-03-30,8742
2016-03-31,8742
2016-04-01,8696
2016-04-02,8696
2016-04-03,8745
2016-04-04,8745
2016-04-05,8530
2016-04-06,8454
2016-04-07,8454
2016-04-08,8430
2016-04-09,8313
2016-04-10,8081
2016-04-11,8081
2016-04-12,7977
2016-04-13,7973
2016-04-14,7973
2016-04-15,7971
2016-04-16,7971
2016-04-17,7658
2016-04-18,7664
2016-04-19,7664
2016-04-20,7823
2016-04-21,7823
2016-04-22,7900
2016-04-23,7822
2016-04-24,7822
2016-04-25,7677
2016-04-26,7643
2016-04-27,7791
2016-04-28,7791
2016-04-29,7856
2016-04-30,7923
2016-05-01,8084
2016-05-02,8267
2016-05-03,8581
2016-05-04,8581
2016-05-05,8588
2016-05-06,8588
2016-05-07,8442
2016-05-08,8442
2016-05-09,8342
2016-05-10,8112
2016-05-11,8112
2016-05-12,7882
2016-05-13,7626
2016-05-14,7530
2016-05-15,7759
2016-05-16,7759
2016-05-17,7735
2016-05-18,7715
2016-05-19,7715
2016-05-22,7345
2016-05-23,7126
2016-05-24,7086
2016-05-25,6815
2016-05-26,6528
2016-05-27,6574
2016-05-28,6574
2016-05-29,6666
2016-05-30,6666
2016-05-31,6772
2016-06-01,6627
2016-06-02,6703
2016-06-03,6703
2016-06-04,6572
2016-06-05,6572
2016-06-06,6469
2016-06-07,6469
2016-06-08,6413
2016-06-09,6198
2016-06-10,6124
2016-06-11,6124
2016-06-12,6391
2016-06-13,6391
2016-06-14,6633
2016-06-15,6633
2016-06-16,6702
2016-06-17,6793
2016-06-18,6793
2016-06-19,6815
2016-06-20,7049
2016-06-21,7388
2016-06-22,7478
2016-06-23,7852
2016-06-24,7852
2016-06-25,7907
2016-06-26,7907
2016-06-27,7937
2016-06-28,8061
2016-06-29,8352
2016-06-30,8270
2016-07-01,8445
2016-07-02,8445
2016-07-03,8526
2016-07-04,8337
2016-07-05,8337
2016-07-06,7996
2016-07-07,7763
2016-07-08,7501
2016-07-09,7125
2016-07-10,6768
2016-07-11,6429
2016-07-12,6131
2016-07-13,5827
2016-07-14,5538
2016-07-15,5271
2016-07-16,5025
2016-07-17,4799
2016-07-18,4574
2016-07-23,3945
2016-07-24,3747
2016-07-25,3559
2016-07-26,3417
2016-07-27,3323
2016-07-28,3245
2016-07-29,3205
2016-07-30,3148
2016-07-31,3148
2016-08-01,3135
2016-08-02,3143
2016-08-03,3115
2016-08-04,3100
2016-08-05,3100
2016-08-06,3066
2016-08-07,3109
2016-08-08,3109
2016-08-09,3163
2016-08-10,3158
2016-08-11,3158
2016-08-12,3142
2016-08-13,3142
2016-08-14,3205
2016-08-15,3278
2016-08-16,3263
2016-08-17,3263
2016-08-18,3424
2016-08-19,3520
2016-08-20,3528
2016-08-21,3528
2016-08-22,3614
2016-08-23,3612
2016-08-24,3612
2016-08-25,3640
2016-08-26,3640
2016-08-28,3552
2016-08-31,3490
2016-09-01,3462
2016-09-02,3462
2016-09-03,3375
2016-09-04,3241
2016-09-05,3108
2016-09-06,3210
2016-09-07,3210
2016-09-08,3230
2016-09-09,3230
2016-09-10,3312
2016-09-11,3312
2016-09-12,3317
2016-09-13,3383
2016-09-14,3383
2016-09-15,3496
2016-09-16,3496
2016-09-17,3579
2016-09-18,3579
2016-09-19,3568
2016-09-20,3568
2016-09-21,3444
2016-09-22,3342
2016-09-23,3342
2016-09-24,3298
2016-09-25,3303
2016-09-26,3303
2016-09-27,3311
2016-09-28,3311
2016-09-29,3309
2016-09-30,3354
2016-10-01,3354
2016-10-02,3432
2016-10-03,3432
2016-10-04,3584
2016-10-05,3584
2016-10-06,3613
2016-10-07,3613
2016-10-08,3587
2016-10-09,3587
2016-10-10,3452
2016-10-11,3346
2016-10-12,3346
2016-10-13,3309
2016-10-14,3314
2016-10-15,3314
2016-10-16,3244
2016-10-17,3266
2016-10-18,3266
2016-10-19,3231
2016-10-20,3231
2016-10-21,3273
2016-10-22,3273
2016-10-23,3351
2016-10-24,3427
2016-10-25,3427
2016-10-26,3403
2016-10-27,3403
2016-10-28,3443
2016-10-29,3395
2016-10-30,3301
2016-10-31,3315
2016-11-01,3315
2016-11-02,3270
2016-11-03,3270
2016-11-04,3276
2016-11-05,3276
2016-11-06,3324
2016-11-07,3324
2016-11-08,3329
2016-11-09,3329
2016-11-10,3348
2016-11-11,3348
2016-11-12,3355
2016-11-13,3355
2016-11-14,3516
2016-12-07,4556
2016-12-08,4672
2016-12-09,4672
2016-12-10,4639
2016-12-11,4749
2016-12-12,4749
2016-12-13,4661
2016-12-14,4762
2016-12-15,4762
2016-12-16,4934
2016-12-17,5060
2016-12-18,5060
2016-12-19,5198
2016-12-20,5311
2016-12-21,5523
2016-12-22,5523
2016-12-23,5707
2016-12-24,5707
2016-12-25,5934
2016-12-26,5934
2016-12-27,5986
2016-12-28,5859
2016-12-29,6039
2016-12-30,6112
2016-12-31,6112
2017-01-01,6217
2017-01-02,6482
2017-01-03,6482
2017-01-04,6741
2017-01-05,6741
2017-01-06,6917
2017-01-07,7177
2017-01-08,7111
2017-01-09,7167
2017-01-10,7135
2017-01-11,6951
2017-01-12,6808
2017-01-13,6808
2017-01-14,7045
2017-01-15,7268
2017-01-16,7225
2017-01-17,7331
2017-01-18,7225
2017-01-19,7225
2017-01-20,6898
2017-01-21,6599
2017-01-22,6367
2017-01-27,5927
2017-01-28,5672
2017-01-29,5601
2017-01-30,5601
2017-01-31,5522
2017-02-01,5689
2017-02-02,5635
2017-02-03,5590
2017-02-04,5764
2017-02-05,5847
2017-02-06,5660
2017-02-07,5660
2017-02-08,5778
2017-02-09,5778
2017-02-10,5830
2017-02-11,5971
2017-02-12,5971
2017-02-13,5988
2017-02-14,6171
2017-02-15,6171
2017-02-16,6392
2017-02-18,6532
2017-02-19,6295
2017-02-20,6038
2017-02-21,5920
2017-02-22,5920
2017-02-23,6090
2017-02-24,6090
2017-02-25,5822
2017-02-26,5822
2017-02-27,5532
2017-02-28,5272
2017-03-01,5278
2017-03-02,5105
2017-03-03,5105
2017-03-04,4940
2017-03-05,4940
2017-03-06,4958
2017-03-07,5072
2017-03-08,5072
2017-03-09,5193
2017-03-10,5359
2017-03-11,5278
2017-03-12,5249
2017-03-13,5317
2017-03-14,5365
2017-03-15,5570
2017-03-16,5439
2017-03-17,5452
2017-03-18,5301
2017-03-19,5215
2017-03-20,5046
2017-03-21,5015
2017-03-22,4803
2017-03-23,4626
2017-03-24,4498
2017-03-25,4498
2017-03-26,4311
2017-03-27,4150
2017-03-28,4129
2017-03-29,4007
2017-03-30,3910
2017-03-31,3863
2017-04-01,3857
2017-04-02,3857
2017-04-03,3752
2017-04-04,3678
2017-04-12,4117
2017-04-13,4188
2017-04-14,4112
2017-04-15,4142
2017-04-16,4145
2017-04-17,4006
2017-04-18,3908
2017-04-19,3910
2017-04-20,4010
2017-04-21,4138
2017-04-22,4048
2017-04-23,3902
2017-04-24,3807
2017-04-25,3708
2017-04-26,3708
2017-04-27,3527
2017-04-28,3439
2017-04-29,3335
2017-04-30,3174
2017-05-01,3099
2017-05-02,3152
2017-05-03,3152
2017-05-04,3062
2017-05-05,3143
2017-05-06,3251
2017-05-07,3263
2017-05-08,3295
2017-05-09,3312
2017-05-10,3226
2017-05-11,3226
2017-05-12,3232
2017-05-13,3207
2017-05-14,3207
2017-05-15,3169
2017-05-16,3076
2017-05-17,3070
2017-05-18,3046
2017-05-19,3046
2017-05-20,3129
2017-05-21,3129
2017-05-22,3264
2017-05-23,3344
2017-05-24,3411
2017-05-25,3411
2017-05-26,3410
2017-05-27,3341
2017-05-28,3341
2017-05-29,3337
2017-05-30,3256
2017-05-31,3318
2017-06-01,3367
2017-06-02,3465
2017-06-03,3572
2017-06-06,3716
2017-06-07,3839
2017-06-08,3839
2017-06-09,3810
2017-06-10,3826
2017-06-11,3894
2017-06-12,3894
2017-06-13,3985
2017-06-14,4133
2017-06-15,4133
2017-06-16,4122
2017-06-17,4049
2017-06-18,4049
2017-06-19,4049
2017-06-20,3996
2017-06-21,3963
2017-06-22,3963
2017-06-23,4047
2017-06-24,4149
2017-06-25,4347
2017-06-26,4501
