date_obj,Mithril%20platelegs%20(g) price
2017-06-27,4335
2017-06-28,4335
2017-06-29,4354
2017-06-30,4448
2017-07-01,4448
2017-07-02,4660
2017-07-03,4829
2017-07-04,4730
2017-07-05,4730
2017-07-06,4588
2017-07-07,4588
2017-07-08,4676
2017-07-13,4499
2017-07-14,4580
2017-07-15,4580
2017-07-16,4508
2017-07-17,4577
2017-07-18,4434
2017-07-19,4327
2017-07-20,4252
2017-07-21,4357
2017-07-22,4530
2017-07-23,4744
2017-07-24,4870
2017-07-25,4910
2017-07-26,5127
2017-07-27,5262
2017-07-28,5508
2017-07-29,5508
2017-07-30,5746
2017-07-31,5746
2017-08-01,6034
2017-08-02,6121
2017-08-03,6399
2017-08-04,6610
2017-08-05,6941
2017-08-06,6941
2017-08-09,7549
2017-08-10,7816
2017-08-11,7869
2017-08-12,8125
2017-08-13,8290
2017-08-14,8079
2017-08-15,7964
2017-08-16,7958
2017-08-17,7808
2017-08-18,7808
2017-08-19,7896
2017-08-20,7932
2017-08-21,7958
2017-08-22,7851
2017-08-23,8028
2017-08-24,8135
2017-08-25,8083
2017-08-26,7888
2017-08-27,8120
2017-08-28,8133
2017-08-29,8133
2017-08-30,8226
2017-08-31,8513
2017-09-01,8513
2017-09-02,8853
2017-09-03,8853
2017-09-04,9245
2017-09-05,9590
2017-09-06,9885
2017-09-07,10378
2017-09-08,10378
2017-09-09,10751
2017-09-10,10673
2017-09-11,10389
2017-09-12,10389
2017-09-13,9952
2017-09-14,9517
2017-09-15,9517
2017-09-16,9162
2017-09-17,9064
2017-09-19,8701
2017-09-20,8426
2017-09-21,8171
2017-09-22,8175
2017-09-23,8175
2017-09-24,7945
2017-09-25,7671
2017-09-26,7478
2017-09-27,7478
2017-09-28,7118
2017-09-29,6762
2017-09-30,6516
2017-10-01,6368
2017-10-02,6233
2017-10-03,6309
2017-10-04,6357
2017-10-05,6375
2017-10-06,6213
2017-10-07,5906
2017-10-08,5813
2017-10-09,5630
2017-10-10,5527
2017-10-11,5527
2017-10-12,5340
2017-10-13,5073
2017-10-14,4922
2017-10-15,4922
2017-10-16,4888
2017-10-17,4888
2017-10-18,4699
2017-10-19,4703
2017-10-20,4703
2017-10-21,4689
2017-10-22,4757
2017-10-23,4927
2017-10-24,4915
2017-10-25,4957
2017-10-26,5176
2017-10-27,5435
2017-10-28,5435
2017-10-29,5666
2017-10-30,5944
2017-10-31,6059
2017-11-01,6059
2017-11-02,5988
2017-11-03,6160
2017-11-04,6360
2017-11-05,6336
2017-11-06,6612
2017-11-07,6612
2017-11-08,6872
2017-11-09,6620
2017-11-10,6369
2017-11-11,6131
2017-11-12,5824
2017-11-13,5730
2017-11-14,5710
2017-11-15,5667
2017-11-16,5736
2017-11-17,5612
2017-11-18,5466
2017-11-19,5347
2017-11-20,5259
2017-11-21,5074
2017-11-22,4927
2017-11-23,4787
2017-11-24,4607
2017-11-25,4467
2017-11-26,4464
2017-11-27,4464
2017-11-28,4443
2017-11-29,4360
2017-11-30,4360
2017-12-01,4523
2017-12-02,4523
2017-12-03,4626
2017-12-04,4720
2017-12-05,4911
2017-12-06,4842
2017-12-07,4911
2017-12-08,4911
2017-12-09,4847
2017-12-10,4674
2017-12-11,4539
2017-12-12,4438
2017-12-14,4225
2017-12-15,4222
2017-12-17,4103
2017-12-18,4004
2017-12-19,4022
2017-12-20,4054
2017-12-21,4133
2017-12-22,4132
2017-12-23,4121
2017-12-24,4313
2017-12-25,4470
2017-12-26,4624
2017-12-27,4846
2017-12-28,4823
2017-12-29,4853
2017-12-30,5074
2017-12-31,5074
2018-01-01,5167
2018-01-02,5422
2018-01-03,5640
2018-01-04,5410
2018-01-05,5309
2018-01-06,5117
2018-01-07,4899
2018-01-08,4798
2018-01-09,4627
2018-01-10,4489
2018-01-11,4451
2018-01-12,4382
2018-01-13,4164
2018-01-14,3991
2018-01-15,3908
2018-01-16,3733
2018-01-17,3833
2018-01-18,3923
2018-01-19,3923
2018-01-20,3831
2018-01-21,3675
2018-01-22,3551
2018-01-23,3435
2018-01-25,3492
2018-01-26,3601
2018-01-27,3746
2018-01-28,3818
2018-01-29,3921
2018-01-31,4169
2018-02-01,4169
2018-02-02,4143
2018-02-03,4065
2018-02-04,4048
2018-02-05,4048
2018-02-06,4244
2018-02-07,4415
2018-02-08,4415
2018-02-09,4455
2018-02-10,4455
2018-02-11,4546
2018-02-12,4633
2018-02-13,4559
2018-02-14,4522
2018-02-15,4470
2018-02-16,4348
2018-02-17,4239
2018-02-18,4135
2018-02-19,4132
2018-02-20,4268
2018-02-21,4426
2018-02-22,4636
2018-02-23,4720
2018-02-24,4707
2018-02-25,4511
2018-02-26,4285
2018-02-27,4112
2018-03-01,4161
2018-03-02,4294
2018-03-03,4425
2018-03-04,4425
2018-03-05,4467
2018-03-06,4619
2018-03-07,4653
2018-03-08,4646
2018-03-09,4727
2018-03-10,4849
2018-03-11,4859
2018-03-12,4917
2018-03-13,4923
2018-03-14,4923
2018-03-15,5096
2018-03-16,5077
2018-03-17,4980
2018-03-18,4955
2018-03-19,4955
2018-03-20,4976
2018-03-21,5155
2018-03-23,5410
2018-03-24,5629
2018-03-26,5734
2018-03-27,5796
2018-03-28,5796
2018-03-29,5712
2018-03-30,5668
2018-03-31,5624
2018-04-01,5528
2018-04-02,5466
2018-04-03,5499
2018-04-04,5586
2018-04-05,5586
2018-04-06,5655
2018-04-07,5655
2018-04-08,5610
2018-04-09,5693
2018-04-10,5844
2018-04-11,5954
2018-04-12,5988
2018-04-13,5988
2018-04-14,6056
2018-04-15,6236
2018-04-16,6236
2018-04-17,6444
2018-04-18,6444
2018-04-19,6310
2018-04-20,6299
2018-04-21,6452
2018-04-22,6491
2018-04-23,6437
2018-04-24,6585
2018-04-25,6655
2018-04-26,6655
2018-04-27,6631
2018-04-28,6530
2018-04-29,6349
2018-04-30,6176
2018-05-01,5925
2018-05-04,5365
2018-05-05,5283
2018-05-06,5283
2018-05-07,5117
2018-05-08,4991
2018-05-09,4796
2018-05-10,4635
2018-05-11,4566
2018-05-12,4404
2018-05-13,4404
2018-05-14,4420
2018-05-15,4534
2018-05-16,4536
2018-05-17,4628
2018-05-18,4702
2018-05-19,4742
2018-05-20,4630
2018-05-21,4493
2018-05-22,4493
2018-05-23,4425
2018-05-24,4452
2018-05-25,4559
2018-05-26,4613
2018-05-27,4613
2018-05-28,4664
2018-05-29,4696
2018-05-30,4785
2018-05-31,4858
2018-06-01,4867
2018-06-02,4874
2018-06-03,4874
2018-06-04,4886
2018-06-05,4999
2018-06-06,5047
2018-06-07,5047
2018-06-08,5015
2018-06-09,4861
2018-06-10,4973
2018-06-11,5133
2018-06-12,5180
2018-06-13,5302
2018-06-14,5428
2018-06-15,5649
2018-06-16,5784
2018-06-17,5774
2018-06-18,5629
2018-06-19,5515
2018-06-20,5515
2018-06-21,5624
2018-06-22,5545
2018-06-23,5545
2018-06-24,5350
2018-06-25,5387
2018-06-26,5616
2018-06-27,5815
2018-06-28,5843
2018-06-29,5946
2018-06-30,5999
2018-07-01,5995
2018-07-02,5995
2018-07-03,5899
2018-07-04,5614
2018-07-05,5614
2018-07-06,5632
2018-07-07,5747
2018-07-08,5703
2018-07-09,5615
2018-07-10,5400
2018-07-11,5314
2018-07-12,5183
2018-07-13,5034
2018-07-14,4999
2018-07-15,4873
2018-07-16,4940
2018-07-17,4884
2018-07-18,4871
2018-07-19,4792
2018-07-20,4720
2018-07-21,4725
2018-07-22,4729
2018-07-23,4786
2018-07-24,4802
2018-07-25,4793
2018-07-26,4816
2018-07-27,4744
2018-07-28,4698
2018-07-29,4693
2018-07-30,4578
2018-07-31,4358
2018-08-01,4358
2018-08-02,4279
2018-08-03,4121
2018-08-04,4096
2018-08-05,4113
2018-08-06,4070
2018-08-07,4070
2018-08-08,4087
2018-08-09,4085
2018-08-10,4167
2018-08-11,4188
2018-08-12,4211
2018-08-14,4106
2018-08-16,4095
2018-08-17,4034
2018-08-18,4000
2018-08-19,4022
2018-08-20,4099
2018-08-21,4127
2018-08-22,4263
2018-08-23,4345
2018-08-24,4437
2018-08-25,4391
2018-08-26,4337
2018-08-27,4197
2018-08-28,4199
2018-08-29,4145
2018-08-30,4097
2018-08-31,4096
2018-09-01,4137
2018-09-02,4170
2018-09-03,4235
2018-09-04,4418
2018-09-05,4535
2018-09-06,4540
2018-09-07,4514
2018-09-08,4493
2018-09-09,4502
2018-09-10,4543
2018-09-11,4530
2018-09-12,4584
2018-09-13,4720
2018-09-14,4845
2018-09-15,4941
2018-09-16,5027
2018-09-17,5048
2018-09-18,5056
2018-09-19,5009
2018-09-20,5040
2018-09-21,5131
2018-09-22,5202
2018-09-23,5161
2018-09-24,5200
2018-09-25,5312
2018-09-26,5291
2018-09-27,5513
2018-09-28,5763
2018-09-29,5955
2018-09-30,6144
2018-10-02,6111
2018-10-03,6283
2018-10-04,6334
2018-10-05,6287
2018-10-06,6284
2018-10-07,6197
2018-10-08,6126
2018-10-09,6138
2018-10-10,6038
2018-10-11,5992
2018-10-12,5944
2018-10-13,5854
2018-10-14,5634
2018-10-15,5598
2018-10-16,5753
2018-10-17,5820
2018-10-18,5993
2018-10-19,6113
2018-10-20,6260
2018-10-21,6353
2018-10-22,6453
2018-10-23,6378
2018-10-24,6515
2018-10-25,6747
2018-10-26,7025
2018-10-27,7374
2018-10-28,7465
2018-10-29,7715
2018-10-30,7822
2018-10-31,8194
2018-11-01,8599
2018-11-03,9479
2018-11-04,9953
2018-11-05,10449
2018-11-06,10958
2018-11-07,11506
2018-11-08,12080
2018-11-09,12684
2018-11-10,13291
2018-11-11,13858
2018-11-12,14548
2018-11-13,15276
2018-11-14,16040
2018-11-15,16721
2018-11-16,17435
2018-11-17,18279
2018-11-18,19193
2018-11-19,19882
2018-11-20,20664
2018-11-21,21628
2018-11-22,22676
2018-11-23,22116
2018-11-24,21833
2018-11-25,21574
2018-11-26,22380
2018-11-27,22610
2018-11-28,22656
2018-11-29,21855
2018-12-01,20077
2018-12-02,19189
2018-12-03,18633
2018-12-04,18118
2018-12-05,17358
2018-12-07,16412
2018-12-09,15441
2018-12-11,14167
2018-12-12,13767
2018-12-13,13722
2018-12-14,13588
2018-12-15,13723
2018-12-16,13328
2018-12-17,13238
2018-12-18,12892
2018-12-19,12578
2018-12-20,12079
2018-12-21,11584
2018-12-22,11343
2018-12-23,11223
2018-12-24,11463
2018-12-25,11423
2018-12-26,11150
2018-12-27,11057
2018-12-28,10874
2018-12-29,10662
2018-12-30,10338
2018-12-31,10445
2019-01-01,10210
2019-01-02,10481
2019-01-03,10989
2019-01-04,11084
2019-01-05,11076
2019-01-06,10837
2019-01-08,10246
2019-01-10,9569
2019-01-11,9516
2019-01-12,9367
2019-01-13,9263
2019-01-14,9133
2019-01-15,9275
2019-01-16,9629
2019-01-17,9713
2019-01-18,9473
2019-01-19,9136
2019-01-20,8984
2019-01-21,8694
2019-01-22,8506
2019-01-23,8288
2019-01-24,8119
2019-01-25,7795
2019-01-26,7416
2019-01-27,7194
2019-01-28,7036
2019-01-29,7015
2019-01-30,7100
2019-01-31,6941
2019-02-01,6906
2019-02-02,7086
2019-02-03,7084
2019-02-04,7104
2019-02-05,7348
2019-02-06,7629
2019-02-07,7974
2019-02-08,8149
2019-02-09,8141
2019-02-10,8355
2019-02-11,8308
2019-02-12,8438
2019-02-13,8505
2019-02-14,8619
2019-02-15,8683
2019-02-16,8823
2019-02-17,8902
2019-02-18,8780
2019-02-19,8652
2019-02-20,8562
2019-02-21,8608
2019-02-22,8687
2019-02-23,8427
2019-02-24,8110
2019-02-25,7926
2019-02-26,7749
2019-02-27,7689
2019-02-28,7768
2019-03-01,7831
2019-03-02,7655
2019-03-03,7640
2019-03-04,7662
2019-03-05,7687
2019-03-06,7747
2019-03-07,7702
2019-03-08,7653
2019-03-09,7573
2019-03-10,7614
2019-03-11,7622
2019-03-12,7751
2019-03-13,7912
2019-03-14,7950
2019-03-15,8124
2019-03-16,8067
2019-03-17,7990
2019-03-18,7759
2019-03-19,7579
2019-03-20,7257
2019-03-21,7164
2019-03-22,7226
2019-03-23,7085
2019-03-24,7008
2019-03-25,6884
2019-03-26,6793
2019-03-27,6585
2019-03-28,6359
2019-03-29,6144
2019-03-30,5905
2019-03-31,5656
2019-04-01,5586
2019-04-02,5669
2019-04-03,5781
2019-04-04,5732
2019-04-05,5869
2019-04-06,5871
