date_obj,Raw%20bear%20meat price
2015-08-24,25
2015-08-25,25
2015-08-26,26
2015-08-27,27
2015-08-28,27
2015-08-29,26
2015-08-30,26
2015-08-31,28
2015-09-01,30
2015-09-02,30
2015-09-03,32
2015-09-04,34
2015-09-05,34
2015-09-06,35
2015-09-07,37
2015-09-08,39
2015-09-09,41
2015-09-10,43
2015-09-11,46
2015-09-12,46
2015-09-13,49
2015-09-14,49
2015-09-15,52
2015-09-16,52
2015-09-17,55
2015-09-18,55
2015-09-19,58
2015-09-20,58
2015-09-21,61
2015-09-22,64
2015-09-23,67
2015-09-24,67
2015-09-25,71
2015-09-27,75
2015-09-28,79
2015-09-29,79
2015-09-30,83
2015-10-05,98
2015-10-06,103
2015-10-07,103
2015-10-08,109
2015-10-09,115
2015-10-10,115
2015-10-11,121
2015-10-12,128
2015-10-13,128
2015-10-14,135
2015-10-15,141
2015-10-16,141
2015-10-17,141
2015-10-18,141
2015-10-19,134
2015-10-20,134
2015-10-22,131
2015-10-23,130
2015-10-24,130
2015-10-25,127
2015-10-26,124
2015-10-27,124
2015-10-29,125
2015-10-30,122
2015-10-31,121
2015-11-01,121
2015-11-02,119
2015-11-03,119
2015-11-04,114
2015-11-05,111
2015-11-06,111
2015-11-07,110
2015-11-08,110
2015-11-09,108
2015-11-10,108
2015-11-11,108
2015-11-12,108
2015-11-13,108
2015-11-14,108
2015-11-15,102
2015-11-16,102
2015-11-17,98
2015-11-18,98
2015-11-19,98
2015-11-20,95
2015-11-21,95
2015-11-22,93
2015-11-23,93
2015-11-24,96
2015-11-25,96
2015-11-26,96
2015-11-27,101
2015-11-28,106
2015-11-29,111
2015-11-30,117
2015-12-01,117
2015-12-02,123
2015-12-03,121
2015-12-04,121
2015-12-05,117
2015-12-06,122
2015-12-07,122
2015-12-08,128
2015-12-09,133
2015-12-10,133
2015-12-11,139
2015-12-12,139
2015-12-13,145
2015-12-14,145
2015-12-15,147
2015-12-16,154
2015-12-17,154
2015-12-18,158
2015-12-19,158
2015-12-20,163
2015-12-21,172
2015-12-22,181
2015-12-23,190
2015-12-24,190
2015-12-25,192
2015-12-26,196
2015-12-27,199
2015-12-28,192
2015-12-29,193
2015-12-30,201
2015-12-31,206
2016-01-01,206
2016-01-02,213
2016-01-03,222
2016-01-04,234
2016-01-05,246
2016-01-06,246
2016-01-07,246
2016-01-08,242
2016-01-09,242
2016-01-10,234
2016-01-11,243
2016-01-12,256
2016-01-13,256
2016-01-14,263
2016-01-15,276
2016-01-16,287
2016-01-17,298
2016-01-18,309
2016-01-19,309
2016-01-20,325
2016-01-21,325
2016-01-22,335
2016-01-23,322
2016-01-24,305
2016-01-25,289
2016-01-26,289
2016-01-27,274
2016-01-28,274
2016-01-29,260
2016-01-30,260
2016-01-31,247
2016-02-01,237
2016-02-02,237
2016-02-03,238
2016-02-04,238
2016-02-05,249
2016-02-06,259
2016-02-07,259
2016-02-08,261
2016-02-09,261
2016-02-10,263
2016-02-11,263
2016-02-12,251
2016-02-13,240
2016-02-14,240
2016-02-15,230
2016-02-16,230
2016-02-17,219
2016-02-18,219
2016-02-19,219
2016-02-20,211
2016-02-21,211
2016-02-22,211
2016-02-23,222
2016-02-24,232
2016-02-25,240
2016-02-26,240
2016-02-27,237
2016-02-28,246
2016-02-29,255
2016-03-01,263
2016-03-02,277
2016-03-03,291
2016-03-04,305
2016-03-05,304
2016-03-06,312
2016-03-07,312
2016-03-08,320
2016-03-09,317
2016-03-10,313
2016-03-11,313
2016-03-12,317
2016-03-13,317
2016-03-14,325
2016-03-15,342
2016-03-16,360
2016-03-17,378
2016-03-18,397
2016-03-19,417
2016-03-20,426
2016-03-21,426
2016-03-22,446
2016-03-23,452
2016-03-24,449
2016-03-25,430
2016-03-26,449
2016-03-27,458
2016-03-28,452
2016-03-29,445
2016-03-30,445
2016-03-31,433
2016-04-01,442
2016-04-02,452
2016-04-03,468
2016-04-04,474
2016-04-05,487
2016-04-06,496
2016-04-07,492
2016-04-08,510
2016-04-09,521
2016-04-10,535
2016-04-11,535
2016-04-12,541
2016-04-13,551
2016-04-14,553
2016-04-15,526
2016-04-16,499
2016-04-17,476
2016-04-18,473
2016-04-19,489
2016-04-20,492
2016-04-21,495
2016-04-22,495
2016-04-23,483
2016-04-24,469
2016-04-25,484
2016-04-26,478
2016-04-27,464
2016-04-28,471
2016-04-29,466
2016-04-30,443
2016-05-01,427
2016-05-02,433
2016-05-03,439
2016-05-04,444
2016-05-05,428
2016-05-06,428
2016-05-07,420
2016-05-08,427
2016-05-09,436
2016-05-10,449
2016-05-11,449
2016-05-12,447
2016-05-13,460
2016-05-14,478
2016-05-15,454
2016-05-16,452
2016-05-17,459
2016-05-18,453
2016-05-19,461
2016-05-22,395
2016-05-23,375
2016-05-24,356
2016-05-25,342
2016-05-26,334
2016-05-27,335
2016-05-28,335
2016-05-29,343
2016-05-30,343
2016-05-31,354
2016-06-01,350
2016-06-02,347
2016-06-03,339
2016-06-04,324
2016-06-05,325
2016-06-06,336
2016-06-07,336
2016-06-08,326
2016-06-09,310
2016-06-10,294
2016-06-11,285
2016-06-12,279
2016-06-13,265
2016-06-14,252
2016-06-15,244
2016-06-16,237
2016-06-17,247
2016-06-18,247
2016-06-19,236
2016-06-20,228
2016-06-21,222
2016-06-22,217
2016-06-23,220
2016-06-24,216
2016-06-25,221
2016-06-26,227
2016-06-27,229
2016-06-28,236
2016-06-29,242
2016-06-30,249
2016-07-01,253
2016-07-02,253
2016-07-03,262
2016-07-04,259
2016-07-05,257
2016-07-06,258
2016-07-07,270
2016-07-08,258
2016-07-09,246
2016-07-10,233
2016-07-11,221
2016-07-12,209
2016-07-13,198
2016-07-14,188
2016-07-15,180
2016-07-16,172
2016-07-17,165
2016-07-18,168
2016-07-23,158
2016-07-24,152
2016-07-25,145
2016-07-26,145
2016-07-27,137
2016-07-28,130
2016-07-29,127
2016-07-30,132
2016-07-31,132
2016-08-01,134
2016-08-02,137
2016-08-03,141
2016-08-04,141
2016-08-05,148
2016-08-06,156
2016-08-07,161
2016-08-08,161
2016-08-09,167
2016-08-10,175
2016-08-11,175
2016-08-12,184
2016-08-13,184
2016-08-14,178
2016-08-15,174
2016-08-16,177
2016-08-17,177
2016-08-18,182
2016-08-19,188
2016-08-20,193
2016-08-21,193
2016-08-22,200
2016-08-23,206
2016-08-24,206
2016-08-25,202
2016-08-26,202
2016-08-28,195
2016-08-31,189
2016-09-01,190
2016-09-02,190
2016-09-03,180
2016-09-04,171
2016-09-05,162
2016-09-06,153
2016-09-07,153
2016-09-08,145
2016-09-09,145
2016-09-10,137
2016-09-11,137
2016-09-12,130
2016-09-13,123
2016-09-14,123
2016-09-15,116
2016-09-16,116
2016-09-17,110
2016-09-18,104
2016-09-19,101
2016-09-20,101
2016-09-21,96
2016-09-22,97
2016-09-23,101
2016-09-24,101
2016-09-25,96
2016-09-26,96
2016-09-27,94
2016-09-28,94
2016-09-29,94
2016-09-30,95
2016-10-01,98
2016-10-02,98
2016-10-03,95
2016-10-04,97
2016-10-05,102
2016-10-06,108
2016-10-07,108
2016-10-08,110
2016-10-09,110
2016-10-10,108
2016-10-11,114
2016-10-12,114
2016-10-13,120
2016-10-14,125
2016-10-15,127
2016-10-16,127
2016-10-17,132
2016-10-18,132
2016-10-19,137
2016-10-20,137
2016-10-21,143
2016-10-22,143
2016-10-23,151
2016-10-24,159
2016-10-25,159
2016-10-26,162
2016-10-27,162
2016-10-28,164
2016-10-29,161
2016-10-30,161
2016-10-31,155
2016-11-01,155
2016-11-02,151
2016-11-03,151
2016-11-04,152
2016-11-05,152
2016-11-06,153
2016-11-07,153
2016-11-08,153
2016-11-09,152
2016-11-10,154
2016-11-11,154
2016-11-12,153
2016-11-13,153
2016-11-14,156
2016-12-08,196
2016-12-09,186
2016-12-10,186
2016-12-11,176
2016-12-12,167
2016-12-13,158
2016-12-14,150
2016-12-15,150
2016-12-16,142
2016-12-17,134
2016-12-18,134
2016-12-19,127
2016-12-20,120
2016-12-21,114
2016-12-22,114
2016-12-23,109
2016-12-24,109
2016-12-25,105
2016-12-26,102
2016-12-27,102
2016-12-28,100
2016-12-29,98
2016-12-30,98
2016-12-31,98
2017-01-01,94
2017-01-02,94
2017-01-03,89
2017-01-04,90
2017-01-05,94
2017-01-06,91
2017-01-07,90
2017-01-08,88
2017-01-09,87
2017-01-10,87
2017-01-11,82
2017-01-12,85
2017-01-13,85
2017-01-14,84
2017-01-15,87
2017-01-16,91
2017-01-17,95
2017-01-18,96
2017-01-19,98
2017-01-20,102
2017-01-21,107
2017-01-22,108
2017-01-27,130
2017-01-28,137
2017-01-29,144
2017-01-30,152
2017-01-31,153
2017-02-01,160
2017-02-02,168
2017-02-03,177
2017-02-04,186
2017-02-05,196
2017-02-06,197
2017-02-07,206
2017-02-08,198
2017-02-09,198
2017-02-10,190
2017-02-11,190
2017-02-12,190
2017-02-13,185
2017-02-14,179
2017-02-15,171
2017-02-16,170
2017-02-18,172
2017-02-19,170
2017-02-20,174
2017-02-21,172
2017-02-22,178
2017-02-23,177
2017-02-24,177
2017-02-25,175
2017-02-26,180
2017-02-27,183
2017-02-28,189
2017-03-01,197
2017-03-02,195
2017-03-03,200
2017-03-04,197
2017-03-05,187
2017-03-06,178
2017-03-07,183
2017-03-08,183
2017-03-09,187
2017-03-10,191
2017-03-11,200
2017-03-12,202
2017-03-13,200
2017-03-14,210
2017-03-15,214
2017-03-16,215
2017-03-17,225
2017-03-18,235
2017-03-19,246
2017-03-20,257
2017-03-21,270
2017-03-22,275
2017-03-23,288
2017-03-24,298
2017-03-25,298
2017-03-26,289
2017-03-27,276
2017-03-28,282
2017-03-29,267
2017-03-30,258
2017-03-31,245
2017-04-01,232
2017-04-02,220
2017-04-03,213
2017-04-04,205
2017-04-12,146
2017-04-13,146
2017-04-14,149
2017-04-15,150
2017-04-16,155
2017-04-17,162
2017-04-18,170
2017-04-19,172
2017-04-20,179
2017-04-21,188
2017-04-22,189
2017-04-23,179
2017-04-24,170
2017-04-25,165
2017-04-26,165
2017-04-27,167
2017-04-28,165
2017-04-29,163
2017-04-30,171
2017-05-01,179
2017-05-02,182
2017-05-03,186
2017-05-04,192
2017-05-05,201
2017-05-06,202
2017-05-07,205
2017-05-08,211
2017-05-09,215
2017-05-10,218
2017-05-11,216
2017-05-12,212
2017-05-13,213
2017-05-14,218
2017-05-15,222
2017-05-16,218
2017-05-17,211
2017-05-18,207
2017-05-19,207
2017-05-20,210
2017-05-21,210
2017-05-22,212
2017-05-23,218
2017-05-24,215
2017-05-25,214
2017-05-26,216
2017-05-27,221
2017-05-28,223
2017-05-29,234
2017-05-30,244
2017-05-31,237
2017-06-01,248
2017-06-02,248
2017-06-03,248
2017-06-06,256
2017-06-07,243
2017-06-08,234
2017-06-09,230
2017-06-10,226
2017-06-11,227
2017-06-12,228
2017-06-13,229
2017-06-14,231
2017-06-15,232
2017-06-16,229
2017-06-17,236
2017-06-18,242
2017-06-19,242
2017-06-20,233
2017-06-21,221
2017-06-22,221
2017-06-23,209
2017-06-24,198
2017-06-25,188
2017-06-26,178
2017-06-27,177
2017-06-28,183
2017-06-29,176
2017-06-30,173
2017-07-01,173
2017-07-02,181
2017-07-03,186
2017-07-04,196
2017-07-05,196
2017-07-06,197
2017-07-07,197
2017-07-08,193
2017-07-13,198
2017-07-14,194
2017-07-15,194
2017-07-16,186
2017-07-17,176
2017-07-18,167
2017-07-19,158
2017-07-20,150
2017-07-21,142
2017-07-22,134
2017-07-23,129
2017-07-24,135
2017-07-25,130
2017-07-26,132
2017-07-27,137
2017-07-28,130
2017-07-29,125
2017-07-30,126
2017-07-31,126
2017-08-01,127
2017-08-02,126
2017-08-03,124
2017-08-04,126
2017-08-05,126
2017-08-06,129
2017-08-09,134
2017-08-10,140
2017-08-11,145
2017-08-12,148
2017-08-13,141
2017-08-14,140
2017-08-15,133
2017-08-16,126
2017-08-17,127
2017-08-18,127
2017-08-19,125
2017-08-20,118
2017-08-22,112
2017-08-23,113
2017-08-24,109
2017-08-25,113
2017-08-26,111
2017-08-27,112
2017-08-28,118
2017-08-29,118
2017-08-30,123
2017-08-31,123
2017-09-01,117
2017-09-02,116
2017-09-03,116
2017-09-04,121
2017-09-05,125
2017-09-06,129
2017-09-07,129
2017-09-08,129
2017-09-09,132
2017-09-10,138
2017-09-11,141
2017-09-12,143
2017-09-13,148
2017-09-14,151
2017-09-15,151
2017-09-16,154
2017-09-17,155
2017-09-19,142
2017-09-20,136
2017-09-21,130
2017-09-22,124
2017-09-23,124
2017-09-24,117
2017-09-25,111
2017-09-26,106
2017-09-27,101
2017-09-28,95
2017-09-29,90
2017-09-30,85
2017-10-01,83
2017-10-02,78
2017-10-03,74
2017-10-04,74
2017-10-05,72
2017-10-06,71
2017-10-07,69
2017-10-08,70
2017-10-09,70
2017-10-10,74
2017-10-11,74
2017-10-12,74
2017-10-13,73
2017-10-14,72
2017-10-15,72
2017-10-16,73
2017-10-17,73
2017-10-18,73
2017-10-19,73
2017-10-20,76
2017-10-21,78
2017-10-22,81
2017-10-23,85
2017-10-24,90
2017-10-25,95
2017-10-26,100
2017-10-27,105
2017-10-28,105
2017-10-29,111
2017-10-30,117
2017-10-31,119
2017-11-01,119
2017-11-02,122
2017-11-03,129
2017-11-04,126
2017-11-05,119
2017-11-06,113
2017-11-07,107
2017-11-08,101
2017-11-09,101
2017-11-10,101
2017-11-11,100
2017-11-12,102
2017-11-13,106
2017-11-14,109
2017-11-15,114
2017-11-16,116
2017-11-17,119
2017-11-18,121
2017-11-19,114
2017-11-20,112
2017-11-21,109
2017-11-22,111
2017-11-23,116
2017-11-24,121
2017-11-25,126
2017-11-26,125
2017-11-27,125
2017-11-28,124
2017-11-29,131
2017-11-30,138
2017-12-01,145
2017-12-02,145
2017-12-03,153
2017-12-04,153
2017-12-05,161
2017-12-06,170
2017-12-07,179
2017-12-08,179
2017-12-09,188
2017-12-10,196
2017-12-11,206
2017-12-12,217
2017-12-14,209
2017-12-15,206
2017-12-16,196
2017-12-17,187
2017-12-18,177
2017-12-19,170
2017-12-20,168
2017-12-21,164
2017-12-22,155
2017-12-23,148
2017-12-24,140
2017-12-25,133
2017-12-26,126
2017-12-27,123
2017-12-28,126
2017-12-29,129
2017-12-30,134
2017-12-31,138
2018-01-01,140
2018-01-02,140
2018-01-03,144
2018-01-04,142
2018-01-05,146
2018-01-06,150
2018-01-07,157
2018-01-08,165
2018-01-09,174
2018-01-10,181
2018-01-11,183
2018-01-12,173
2018-01-13,164
2018-01-14,155
2018-01-15,147
2018-01-16,144
2018-01-17,142
2018-01-18,138
2018-01-19,138
2018-01-20,137
2018-01-21,140
2018-01-22,143
2018-01-23,151
2018-01-24,156
2018-01-25,164
2018-01-26,173
2018-01-27,182
2018-01-28,189
2018-01-29,196
2018-01-31,180
2018-02-01,177
2018-02-02,176
2018-02-03,184
2018-02-04,194
2018-02-05,203
2018-02-06,214
2018-02-07,214
2018-02-08,216
2018-02-09,220
2018-02-10,213
2018-02-11,216
2018-02-12,219
2018-02-13,225
2018-02-14,213
2018-02-15,206
2018-02-16,213
2018-02-17,211
2018-02-18,207
2018-02-19,199
2018-02-20,189
2018-02-21,179
2018-02-22,170
2018-02-23,167
2018-02-24,166
2018-02-25,171
2018-02-26,177
2018-02-27,181
2018-02-28,185
2018-03-01,186
2018-03-02,188
2018-03-03,194
2018-03-04,204
2018-03-05,213
2018-03-06,213
2018-03-07,214
2018-03-08,225
2018-03-09,233
2018-03-10,226
2018-03-11,225
2018-03-12,233
2018-03-13,231
2018-03-14,233
2018-03-15,240
2018-03-16,252
2018-03-17,248
2018-03-18,257
2018-03-19,249
2018-03-20,244
2018-03-21,238
2018-03-23,233
2018-03-24,232
2018-03-26,239
2018-03-27,247
2018-03-28,257
2018-03-29,269
2018-03-30,283
2018-03-31,297
2018-04-01,299
2018-04-02,293
2018-04-03,280
2018-04-04,281
2018-04-05,272
2018-04-06,268
2018-04-08,272
2018-04-09,273
2018-04-10,275
2018-04-11,275
2018-04-12,276
2018-04-13,272
2018-04-14,280
2018-04-15,267
2018-04-16,253
2018-04-17,241
2018-04-18,244
2018-04-19,245
2018-04-20,242
2018-04-21,239
2018-04-22,231
2018-04-23,231
2018-04-24,234
2018-04-25,240
2018-04-26,240
2018-04-27,229
2018-04-28,220
2018-04-29,209
2018-04-30,198
2018-05-01,188
2018-05-02,179
2018-05-03,176
2018-05-04,173
2018-05-05,170
2018-05-06,179
2018-05-07,188
2018-05-08,198
2018-05-09,208
2018-05-10,219
2018-05-11,230
2018-05-12,242
2018-05-13,253
2018-05-14,258
2018-05-15,250
2018-05-16,237
2018-05-17,225
2018-05-18,215
2018-05-19,216
2018-05-20,227
2018-05-21,236
2018-05-22,240
2018-05-23,236
2018-05-24,238
2018-05-25,239
2018-05-26,242
2018-05-27,238
2018-05-28,230
2018-05-29,230
2018-05-30,229
2018-05-31,233
2018-06-01,229
2018-06-02,227
2018-06-03,235
2018-06-04,237
2018-06-05,235
2018-06-06,236
2018-06-07,248
2018-06-08,245
2018-06-09,232
2018-06-10,235
2018-06-11,246
2018-06-12,248
2018-06-13,239
2018-06-14,228
2018-06-15,221
2018-06-16,215
2018-06-17,214
2018-06-18,217
2018-06-19,214
2018-06-20,210
2018-06-21,209
2018-06-22,205
2018-06-23,209
2018-06-24,209
2018-06-25,209
2018-06-26,219
2018-06-27,230
2018-06-28,239
2018-06-29,251
2018-06-30,257
2018-07-01,268
2018-07-02,281
2018-07-03,269
2018-07-04,258
2018-07-05,255
2018-07-06,247
2018-07-07,240
2018-07-08,237
2018-07-09,230
2018-07-10,223
2018-07-11,224
2018-07-12,218
2018-07-13,213
2018-07-14,202
2018-07-15,191
2018-07-16,181
2018-07-17,178
2018-07-18,183
2018-07-19,186
2018-07-20,188
2018-07-21,185
2018-07-22,183
2018-07-23,185
2018-07-24,185
2018-07-25,184
2018-07-26,183
2018-07-27,182
2018-07-28,189
2018-07-29,191
2018-07-30,188
2018-07-31,190
2018-08-01,180
2018-08-02,180
2018-08-03,186
2018-08-04,193
2018-08-05,193
2018-08-06,202
2018-08-07,198
2018-08-08,199
2018-08-09,199
2018-08-10,198
2018-08-11,197
2018-08-12,196
2018-08-14,194
2018-08-16,199
2018-08-17,201
2018-08-18,201
2018-08-19,203
2018-08-20,204
2018-08-21,203
2018-08-22,201
2018-08-23,206
2018-08-24,206
2018-08-25,206
2018-08-26,206
2018-08-27,206
2018-08-28,213
2018-08-29,210
2018-08-30,208
2018-08-31,199
2018-09-01,199
2018-09-02,202
2018-09-03,204
2018-09-04,206
2018-09-05,204
2018-09-06,206
2018-09-07,201
2018-09-08,206
2018-09-09,209
2018-09-10,213
2018-09-11,218
2018-09-12,227
2018-09-13,225
2018-09-14,223
2018-09-15,221
2018-09-16,225
2018-09-17,227
2018-09-18,227
2018-09-19,228
2018-09-20,235
2018-09-21,239
2018-09-22,240
2018-09-23,245
2018-09-24,249
2018-09-25,249
2018-09-26,242
2018-09-27,234
2018-09-28,232
2018-09-29,231
2018-09-30,227
2018-10-02,235
2018-10-03,232
2018-10-04,233
2018-10-05,236
2018-10-06,234
2018-10-07,224
2018-10-08,225
2018-10-09,235
2018-10-10,237
2018-10-11,240
2018-10-12,237
2018-10-13,234
2018-10-14,232
2018-10-15,222
2018-10-16,220
2018-10-17,216
2018-10-18,217
2018-10-19,216
2018-10-20,218
2018-10-21,218
2018-10-22,221
2018-10-23,214
2018-10-24,211
2018-10-25,212
2018-10-26,215
2018-10-27,224
2018-10-28,227
2018-10-29,237
2018-10-30,240
2018-10-31,245
2018-11-01,251
2018-11-03,255
2018-11-04,253
2018-11-05,252
2018-11-06,250
2018-11-07,251
2018-11-08,251
2018-11-09,252
2018-11-10,252
2018-11-11,246
2018-11-12,247
2018-11-13,241
2018-11-14,254
2018-11-15,255
2018-11-16,252
2018-11-17,249
2018-11-18,242
2018-11-19,238
2018-11-20,230
2018-11-21,231
2018-11-22,228
2018-11-23,222
2018-11-24,214
2018-11-25,216
2018-11-26,213
2018-11-27,212
2018-11-28,211
2018-11-29,206
2018-12-01,204
2018-12-02,205
2018-12-03,203
2018-12-04,199
2018-12-05,199
2018-12-07,187
2018-12-09,181
2018-12-10,186
2018-12-11,186
2018-12-13,195
2018-12-14,195
2018-12-15,198
2018-12-16,201
2018-12-17,204
2018-12-18,207
2018-12-19,205
2018-12-20,205
2018-12-21,199
2018-12-22,192
2018-12-23,185
2018-12-24,182
2018-12-25,178
2018-12-26,177
2018-12-27,176
2018-12-28,179
2018-12-29,179
2018-12-30,186
2018-12-31,183
2019-01-01,180
2019-01-02,176
2019-01-03,183
2019-01-04,188
2019-01-05,193
2019-01-06,193
2019-01-08,195
2019-01-10,192
2019-01-11,189
2019-01-12,196
2019-01-13,202
2019-01-14,202
2019-01-15,196
2019-01-16,201
2019-01-17,211
2019-01-18,208
2019-01-19,214
2019-01-20,209
2019-01-21,213
2019-01-22,215
2019-01-23,213
2019-01-24,213
2019-01-25,214
2019-01-26,212
2019-01-27,208
2019-01-28,213
2019-01-29,218
2019-01-30,218
2019-01-31,218
2019-02-01,226
2019-02-02,238
2019-02-03,239
2019-02-04,236
2019-02-05,227
2019-02-06,219
2019-02-07,218
2019-02-08,218
2019-02-09,222
2019-02-10,229
2019-02-11,237
2019-02-12,237
2019-02-13,236
2019-02-14,230
2019-02-15,224
2019-02-16,220
2019-02-17,213
2019-02-18,208
2019-02-19,199
2019-02-20,197
2019-02-21,194
2019-02-22,191
2019-02-23,187
2019-02-24,192
2019-02-25,196
2019-02-26,203
2019-02-27,202
2019-02-28,203
2019-03-01,198
2019-03-02,200
2019-03-03,200
2019-03-04,202
2019-03-05,202
2019-03-06,201
2019-03-07,212
2019-03-08,214
2019-03-09,223
2019-03-10,233
2019-03-11,242
2019-03-12,248
2019-03-13,254
2019-03-14,263
2019-03-15,273
2019-03-16,273
2019-03-17,271
2019-03-18,261
2019-03-19,261
2019-03-20,258
2019-03-21,255
2019-03-22,261
2019-03-23,269
2019-03-24,283
2019-03-25,298
2019-03-26,313
2019-03-27,312
2019-03-28,307
2019-03-29,304
2019-03-30,310
2019-03-31,295
2019-04-01,287
2019-04-02,283
2019-04-03,276
2019-04-04,279
2019-04-05,265
2019-04-06,264
2019-04-07,251
2019-04-08,242
2019-04-09,231
2019-04-10,228
2019-04-11,232
2019-04-12,234
2019-04-13,228
2019-04-14,226
2019-04-15,231
2019-04-16,229
2019-04-17,235
2019-04-18,243
2019-04-19,230
2019-04-20,228
2019-04-21,239
2019-04-22,246
2019-04-23,258
2019-04-24,266
2019-04-25,257
2019-04-26,262
2019-04-27,270
2019-04-28,264
2019-04-29,263
2019-04-30,257
2019-05-01,250
2019-05-02,243
2019-05-03,238
2019-05-04,230
2019-05-05,228
2019-05-06,228
2019-05-07,227
2019-05-08,229
2019-05-09,233
2019-05-10,228
2019-05-11,228
2019-05-12,217
2019-05-13,215
2019-05-14,216
2019-05-15,227
2019-05-16,232
2019-05-17,223
2019-05-18,212
2019-05-19,201
2019-05-20,193
2019-05-21,190
2019-05-22,188
2019-05-23,188
2019-05-24,191
2019-05-25,188
2019-05-26,180
2019-05-27,173
2019-05-28,165
2019-05-29,160
2019-05-30,168
2019-05-31,167
2019-06-01,165
2019-06-02,168
2019-06-03,171
2019-06-04,163
2019-06-05,157
2019-06-06,159
2019-06-07,163
2019-06-08,164
2019-06-09,169
2019-06-10,173
2019-06-11,174
2019-06-12,172
2019-06-13,169
2019-06-14,165
2019-06-15,168
2019-06-16,162
2019-06-17,169
2019-06-18,178
2019-06-19,183
2019-06-20,179
2019-06-21,176
2019-06-22,172
2019-06-23,179
2019-06-24,177
2019-06-25,170
2019-06-26,163
2019-06-27,155
2019-06-28,148
2019-06-29,140
2019-06-30,133
2019-07-01,132
2019-07-02,137
2019-07-03,141
2019-07-04,143
2019-07-05,148
2019-07-06,155
2019-07-07,160
2019-07-08,164
2019-07-09,171
2019-07-10,173
2019-07-11,174
2019-07-12,181
2019-07-13,187
2019-07-14,190
2019-07-15,196
2019-07-16,198
2019-07-17,198
2019-07-18,196
2019-07-19,191
2019-07-20,191
2019-07-21,200
2019-07-22,200
2019-07-23,203
2019-07-24,206
2019-07-25,205
2019-07-26,205
2019-07-27,202
2019-07-28,201
2019-07-29,202
2019-07-30,206
2019-07-31,216
2019-08-01,227
2019-08-02,225
2019-08-03,220
2019-08-04,216
2019-08-05,217
2019-08-06,222
2019-08-07,215
2019-08-08,216
2019-08-09,214
2019-08-10,208
2019-08-11,211
2019-08-12,200
2019-08-13,190
2019-08-14,191
2019-08-15,198
2019-08-16,208
2019-08-17,219
2019-08-18,229
2019-08-19,226
2019-08-20,231
2019-08-21,236
2019-08-22,247
2019-08-23,254
2019-08-24,257
2019-08-24,257
2019-08-25,262
2019-08-25,262
2019-08-26,253
2019-08-26,253
2019-08-27,246
2019-08-27,246
2019-08-28,241
2019-08-29,243
2019-08-30,238
2019-08-31,245
2019-09-01,247
2019-09-02,255
2019-09-03,257
