date_obj,Dragon%20scimitar%20ornament%20kit price
2016-07-06,20602753
2016-07-07,20602753
2016-07-08,20924855
2016-07-09,20924855
2016-07-10,19878612
2016-07-11,19878612
2016-07-12,19878612
2016-07-13,18917409
2016-07-14,18917409
2016-07-15,18917409
2016-07-16,17971538
2016-07-17,17971538
2016-07-18,17971538
2016-07-23,16219312
2016-07-24,16219312
2016-07-25,15408346
2016-07-26,15408346
2016-07-27,15408346
2016-07-28,15408346
2016-07-29,14637928
2016-07-30,14637928
2016-07-31,14637928
2016-08-01,13906031
2016-08-02,13906031
2016-08-03,13210729
2016-08-04,13210729
2016-08-05,13210729
2016-08-06,12550192
2016-08-07,12550192
2016-08-08,12550192
2016-08-09,11922682
2016-08-10,11922682
2016-08-11,11326547
2016-08-12,11326547
2016-08-13,11326547
2016-08-14,10760219
2016-08-15,10760219
2016-08-16,10222208
2016-08-17,10222208
2016-08-18,9713700
2016-08-19,9713700
2016-08-20,9228015
2016-08-21,9228015
2016-08-22,8766614
2016-08-23,8766614
2016-08-24,8332162
2016-08-25,8332162
2016-08-26,8332162
2016-08-28,7915553
2016-08-31,7143786
2016-09-01,7143786
2016-09-02,7143786
2016-09-03,6786596
2016-09-04,6786596
2016-09-05,6447266
2016-09-06,6447266
2016-09-07,6124902
2016-09-08,6124902
2016-09-09,6124902
2016-09-10,5823418
2016-09-11,5823418
2016-09-12,5823418
2016-09-13,5532247
2016-09-14,5532247
2016-09-15,5279374
2016-09-16,5279374
2016-09-17,5279374
2016-09-18,5335177
2016-09-19,5335177
2016-09-20,5292731
2016-09-21,5292731
2016-09-22,5440496
2016-09-23,5440496
2016-09-24,5440496
2016-09-25,5376426
2016-09-26,5376426
2016-09-27,5376426
2016-09-28,5343451
2016-09-29,5343451
2016-09-30,5203561
2016-10-01,5203561
2016-10-02,5156427
2016-10-03,5156427
2016-10-04,5180643
2016-10-05,5180643
2016-10-06,5162447
2016-10-07,5162447
2016-10-08,5270018
2016-10-09,5270018
2016-10-10,5282670
2016-10-11,5282670
2016-10-12,5343745
2016-10-13,5343745
2016-10-14,5316468
2016-10-15,5316468
2016-10-16,5234775
2016-10-17,5234775
2016-10-18,5223800
2016-10-19,5223800
2016-10-20,5201770
2016-10-21,5201770
2016-10-22,5193967
2016-10-23,5193967
2016-10-24,5042922
2016-10-25,5042922
2016-10-26,4839006
2016-10-27,4839006
2016-10-28,4654623
2016-10-29,4608402
2016-10-30,4608402
2016-10-31,4581333
2016-11-01,4581333
2016-11-02,4664196
2016-11-03,4664196
2016-11-04,4536442
2016-11-05,4536442
2016-11-06,4540563
2016-11-07,4540563
2016-11-08,4501888
2016-11-09,4501888
2016-11-10,4505154
2016-11-11,4505154
2016-11-12,4452459
2016-11-13,4452459
2016-11-14,4232639
2016-11-15,4034308
2016-12-07,3852784
2016-12-08,3848901
2016-12-09,3848901
2016-12-10,3879649
2016-12-11,4030189
2016-12-12,4030189
2016-12-13,4226146
2016-12-14,4409554
2016-12-15,4409554
2016-12-16,4556291
2016-12-17,4565313
2016-12-18,4565313
2016-12-19,4719635
2016-12-20,4773009
2016-12-21,4719872
2016-12-22,4719872
2016-12-23,4815226
2016-12-24,4815226
2016-12-25,4851735
2016-12-26,4853539
2016-12-27,4897093
2016-12-28,4934255
2016-12-29,4934255
2016-12-30,5084129
2016-12-31,5084129
2017-01-01,5115432
2017-01-02,5063035
2017-01-03,5063035
2017-01-04,4819469
2017-01-05,4589021
2017-01-06,4373752
2017-01-07,4158338
2017-01-08,3950421
2017-01-09,3752899
2017-01-10,3565254
2017-01-11,3386991
2017-01-12,3217641
2017-01-13,3217641
2017-01-14,3086766
2017-01-15,3067416
2017-01-16,3031341
2017-01-17,3179508
2017-01-18,3338484
2017-01-19,3495714
2017-01-20,3659749
2017-01-21,3842737
2017-01-22,3954509
2017-01-23,3859102
2017-01-27,3574847
2017-01-28,3667632
2017-01-29,3638059
2017-01-30,3638059
2017-01-31,3643897
2017-02-01,3778105
2017-02-02,3851401
2017-02-03,3828721
2017-02-04,3699757
2017-02-05,3626504
2017-02-06,3539267
2017-02-07,3408863
2017-02-08,3307304
2017-02-09,3307304
2017-02-10,3265630
2017-02-11,3204525
2017-02-12,3204525
2017-02-13,3108617
2017-02-14,2971218
2017-02-15,2899016
2017-02-16,2967293
2017-02-18,3115618
2017-02-19,3252009
2017-02-20,3135378
2017-02-21,3050196
2017-02-22,2979050
2017-02-23,2916241
2017-02-24,2863304
2017-02-25,2941157
2017-02-26,2934447
2017-02-27,2945761
2017-02-28,2938753
2017-03-01,2929918
2017-03-02,2867926
2017-03-03,2845754
2017-03-04,2860161
2017-03-05,2880719
2017-03-06,2895899
2017-03-07,2890373
2017-03-08,2890373
2017-03-09,2901048
2017-03-10,2892009
2017-03-11,2884511
2017-03-12,2893978
2017-03-13,2887224
2017-03-14,2906402
2017-03-15,2865858
2017-03-16,2868380
2017-03-17,2918440
2017-03-18,3004794
2017-03-19,3147805
2017-03-20,3232844
2017-03-21,3189002
2017-03-22,3181407
2017-03-23,3165774
2017-03-24,3142410
2017-03-25,3110301
2017-03-26,3144241
2017-03-27,3176943
2017-03-28,3187532
2017-03-29,3193486
2017-03-30,3173296
2017-03-31,3159447
2017-04-01,3140466
2017-04-02,3138872
2017-04-03,3166090
2017-04-04,3263128
2017-04-12,4490591
2017-04-13,4394118
2017-04-14,4250277
2017-04-15,4136876
2017-04-16,4001803
2017-04-17,3822598
2017-04-18,3721676
2017-04-19,3655674
2017-04-20,3574847
2017-04-21,3480734
2017-04-22,3406784
2017-04-23,3359294
2017-04-24,3437732
2017-04-25,3432902
2017-04-26,3432902
2017-04-27,3454551
2017-04-28,3443299
2017-04-29,3441710
2017-04-30,3451686
2017-05-01,3505250
2017-05-02,3487255
2017-05-03,3457371
2017-05-04,3429757
2017-05-05,3448165
2017-05-06,3503048
2017-05-07,3489232
2017-05-08,3374315
2017-05-09,3279443
2017-05-10,3211507
2017-05-11,3184141
2017-05-12,3165858
2017-05-13,3131416
2017-05-14,3125475
2017-05-15,3024286
2017-05-16,2952215
2017-05-17,2962281
2017-05-18,3037944
2017-05-19,3115684
2017-05-20,3147436
2017-05-21,3147436
2017-05-22,3077199
2017-05-23,3017283
2017-05-24,2954198
2017-05-25,2877320
2017-05-26,2753352
2017-05-27,2648316
2017-05-28,2565931
2017-05-29,2538495
2017-05-30,2533354
2017-05-31,2479377
2017-06-01,2358645
2017-06-02,2242237
2017-06-03,2166313
2017-06-04,2107278
2017-06-05,2125081
2017-06-06,2134392
2017-06-07,2135814
2017-06-08,2135814
2017-06-09,2208763
2017-06-10,2272089
2017-06-11,2254935
2017-06-12,2253939
2017-06-13,2271957
2017-06-14,2355095
2017-06-15,2331372
2017-06-16,2414089
2017-06-17,2451632
2017-06-18,2560117
2017-06-19,2560117
2017-06-20,2573689
2017-06-21,2593349
2017-06-22,2574307
2017-06-23,2640234
2017-06-24,2656344
2017-06-25,2626903
2017-06-26,2570288
2017-06-27,2614869
2017-06-28,2659699
2017-06-29,2593811
2017-06-30,2464761
2017-07-01,2381571
2017-07-02,2305797
2017-07-03,2307653
2017-07-04,2401785
2017-07-05,2401785
2017-07-06,2513384
2017-07-07,2513384
2017-07-08,2546784
2017-07-13,2623809
2017-07-14,2497629
2017-07-15,2497629
2017-07-16,2385614
2017-07-17,2299695
2017-07-18,2296645
2017-07-19,2299802
2017-07-20,2296610
2017-07-21,2247280
2017-07-22,2247544
2017-07-23,2235748
2017-07-24,2254369
2017-07-25,2246423
2017-07-26,2176822
2017-07-27,2111872
2017-07-28,2037567
2017-07-29,2054245
2017-07-30,2044910
2017-07-31,2044910
2017-08-01,1972230
2017-08-02,1923967
2017-08-03,1898766
2017-08-04,1896583
2017-08-05,1908323
2017-08-06,1923093
2017-08-09,2070554
2017-08-10,2084646
2017-08-11,2029901
2017-08-12,1983202
2017-08-13,1952982
2017-08-14,1955903
2017-08-15,1948928
2017-08-16,1946353
2017-08-17,1924694
2017-08-18,1924694
2017-08-19,1906251
2017-08-20,1956750
2017-08-21,1955769
2017-08-22,1955236
2017-08-23,1954466
2017-08-24,1963102
2017-08-25,1973401
2017-08-26,1954508
2017-08-27,1918488
2017-08-28,1851917
2017-08-29,1818921
2017-08-30,1836245
2017-08-31,1850821
2017-09-01,1851362
2017-09-03,1863951
2017-09-04,1848251
2017-09-05,1829790
2017-09-06,1821090
2017-09-07,1803711
2017-09-08,1798716
2017-09-09,1807670
2017-09-10,1796460
2017-09-11,1793413
2017-09-12,1785471
2017-09-13,1781234
2017-09-14,1774397
2017-09-15,1774397
2017-09-16,1757493
2017-09-17,1766233
2017-09-18,1767183
2017-09-19,1770805
2017-09-20,1818995
2017-09-21,1821695
2017-09-22,1837975
2017-09-23,1879715
2017-09-24,1904906
2017-09-25,1914560
2017-09-26,1936577
2017-09-27,1942228
2017-09-28,1916875
2017-09-29,1955266
2017-09-30,1974900
2017-10-01,1989502
2017-10-02,2005457
2017-10-03,2018199
2017-10-04,2018547
2017-10-05,2024409
2017-10-06,2016539
2017-10-07,2010150
2017-10-08,1993699
2017-10-09,1969002
2017-10-10,1954252
2017-10-11,1954252
2017-10-12,1937470
2017-10-13,1941755
2017-10-14,1942910
2017-10-15,1940237
2017-10-16,1925912
2017-10-17,1921313
2017-10-18,1892924
2017-10-19,1886102
2017-10-20,1880488
2017-10-21,1879335
2017-10-22,1881692
2017-10-23,1882325
2017-10-24,1873293
2017-10-25,1869299
2017-10-26,1859267
2017-10-27,1859612
2017-10-28,1859612
2017-10-29,1853224
2017-10-30,1842577
2017-10-31,1822802
2017-11-01,1801593
2017-11-02,1824397
2017-11-03,1815404
2017-11-04,1745781
2017-11-05,1777768
2017-11-06,1815348
2017-11-07,1784745
2017-11-08,1762342
2017-11-09,1754076
2017-11-10,1747613
2017-11-11,1748064
2017-11-12,1738834
2017-11-13,1727493
2017-11-14,1777716
2017-11-15,1776695
2017-11-16,1739874
2017-11-17,1751112
2017-11-18,1750213
2017-11-19,1758986
2017-11-20,1767145
2017-11-21,1770389
2017-11-22,1757959
2017-11-23,1731749
2017-11-24,1663368
2017-11-25,1618720
2017-11-26,1582458
2017-11-27,1582458
2017-11-28,1592836
2017-11-29,1567307
2017-11-30,1552327
2017-12-01,1506588
2017-12-02,1515348
2017-12-03,1499367
2017-12-04,1430038
2017-12-05,1367396
2017-12-06,1343668
2017-12-07,1337700
2017-12-08,1335020
2017-12-09,1346333
2017-12-10,1341457
2017-12-11,1341970
2017-12-12,1339477
2017-12-13,1355864
2017-12-14,1413614
2017-12-15,1379076
2017-12-16,1378938
2017-12-17,1398741
2017-12-18,1439062
2017-12-19,1442879
2017-12-20,1444886
2017-12-21,1491862
2017-12-22,1536571
2017-12-23,1566126
2017-12-24,1636945
2017-12-25,1694993
2017-12-26,1732532
2017-12-27,1810847
2017-12-28,1830015
2017-12-29,1830622
2017-12-30,1813244
2017-12-31,1804221
2018-01-01,1761462
2018-01-02,1698975
2018-01-03,1679767
2018-01-04,1681023
2018-01-05,1667335
2018-01-06,1628850
2018-01-07,1597752
2018-01-08,1536560
2018-01-09,1473716
2018-01-10,1440190
2018-01-11,1386126
2018-01-12,1325637
2018-01-13,1309399
2018-01-14,1271246
2018-01-15,1262800
2018-01-16,1248292
2018-01-17,1237927
2018-01-18,1220005
2018-01-19,1220005
2018-01-20,1215578
2018-01-21,1257093
2018-01-22,1265732
2018-01-23,1265509
2018-01-25,1335050
2018-01-26,1383115
2018-01-27,1402723
2018-01-28,1434007
2018-01-29,1416052
2018-01-30,1420070
2018-01-31,1392886
2018-02-01,1380600
2018-02-02,1382114
2018-02-03,1370169
2018-02-04,1402765
2018-02-05,1372963
2018-02-06,1328633
2018-02-07,1300307
2018-02-08,1295360
2018-02-09,1284921
2018-02-10,1284914
2018-02-11,1265096
2018-02-12,1232460
2018-02-13,1183391
2018-02-14,1170876
2018-02-15,1194769
2018-02-16,1191901
2018-02-17,1191569
2018-02-18,1230042
2018-02-19,1243275
2018-02-20,1289422
2018-02-21,1351279
2018-02-22,1399215
2018-02-23,1461291
2018-02-24,1530909
2018-02-25,1507840
2018-02-26,1436762
2018-02-27,1384964
2018-02-28,1380260
2018-03-01,1389223
2018-03-02,1424927
2018-03-03,1459934
2018-03-04,1416790
2018-03-05,1408203
2018-03-06,1384707
2018-03-07,1387245
2018-03-09,1397703
2018-03-10,1423179
2018-03-11,1380353
2018-03-12,1327265
2018-03-13,1279616
2018-03-14,1281252
2018-03-15,1319195
2018-03-16,1381415
2018-03-17,1420235
2018-03-18,1489466
2018-03-20,1604193
2018-03-21,1574754
2018-03-23,1517293
2018-03-24,1490977
2018-03-25,1504346
2018-03-26,1515047
2018-03-27,1505064
2018-03-28,1499511
2018-03-29,1487471
2018-03-30,1487230
2018-03-31,1492617
2018-04-01,1474188
2018-04-02,1470679
2018-04-03,1429347
2018-04-04,1419667
2018-04-05,1419667
2018-04-06,1401437
2018-04-07,1376642
2018-04-08,1374552
2018-04-09,1356979
2018-04-10,1330766
2018-04-11,1348002
2018-04-12,1326065
2018-04-13,1313206
2018-04-14,1313371
2018-04-15,1319104
2018-04-16,1315718
2018-04-17,1322324
2018-04-18,1331945
2018-04-19,1338664
2018-04-20,1336011
2018-04-21,1375960
2018-04-22,1382438
2018-04-23,1385537
2018-04-24,1408512
2018-04-25,1458955
2018-04-26,1520373
2018-04-27,1593574
2018-04-28,1640347
2018-04-29,1636810
2018-04-30,1597524
2018-05-01,1636763
2018-05-03,1766693
2018-05-04,1828877
2018-05-05,1815353
2018-05-07,1841516
2018-05-08,1813749
2018-05-09,1777499
2018-05-10,1747661
2018-05-11,1726124
2018-05-12,1764639
2018-05-13,1754452
2018-05-14,1711822
2018-05-15,1699449
2018-05-16,1647804
2018-05-17,1634412
2018-05-18,1612170
2018-05-19,1621911
2018-05-20,1649556
2018-05-21,1646762
2018-05-22,1659464
2018-05-23,1705717
2018-05-24,1702404
2018-05-25,1704284
2018-05-26,1689213
2018-05-27,1690820
2018-05-28,1714927
2018-05-29,1715035
2018-05-30,1725773
2018-05-31,1750016
2018-06-01,1749912
2018-06-02,1765699
2018-06-03,1759761
2018-06-04,1724495
2018-06-05,1680630
2018-06-06,1623837
2018-06-07,1557851
2018-06-08,1479958
2018-06-09,1405960
2018-06-10,1338908
2018-06-11,1293465
2018-06-12,1308649
2018-06-13,1289265
2018-06-14,1253721
2018-06-15,1202868
2018-06-16,1161282
2018-06-17,1177448
2018-06-18,1153510
2018-06-19,1160906
2018-06-20,1160906
2018-06-21,1172784
2018-06-22,1124034
2018-06-23,1090209
2018-06-24,1105891
2018-06-25,1087170
2018-06-26,1128726
2018-06-27,1171151
2018-06-28,1177971
2018-06-29,1179687
2018-06-30,1139979
2018-07-01,1154397
2018-07-02,1160813
2018-07-03,1165321
2018-07-04,1148620
2018-07-05,1142507
2018-07-06,1176677
2018-07-07,1219100
2018-07-08,1224845
2018-07-09,1200526
2018-07-10,1187724
2018-07-11,1215953
2018-07-12,1235294
2018-07-13,1251484
2018-07-14,1218536
2018-07-15,1212007
2018-07-16,1212221
2018-07-17,1234657
2018-07-18,1281607
2018-07-19,1315177
2018-07-20,1353483
2018-07-21,1385295
2018-07-22,1412024
2018-07-23,1430986
2018-07-24,1415480
2018-07-25,1382447
2018-07-26,1377352
2018-07-27,1373168
2018-07-28,1362495
2018-07-29,1348759
2018-07-30,1357437
2018-07-31,1350101
2018-08-01,1363512
2018-08-02,1393720
2018-08-03,1417800
2018-08-04,1487654
2018-08-05,1562037
2018-08-06,1640139
2018-08-07,1690821
2018-08-08,1708509
2018-08-09,1701440
2018-08-10,1708300
2018-08-11,1678159
2018-08-12,1615601
2018-08-14,1562538
2018-08-16,1474646
2018-08-17,1405022
2018-08-18,1338639
2018-08-19,1298720
2018-08-20,1249252
2018-08-21,1235560
2018-08-22,1222937
2018-08-23,1215321
2018-08-24,1242932
2018-08-25,1264605
2018-08-26,1287422
2018-08-27,1288111
2018-08-28,1290852
2018-08-29,1296193
2018-08-30,1308668
2018-08-31,1342709
2018-09-01,1397675
2018-09-02,1405112
2018-09-03,1398114
2018-09-04,1398279
2018-09-05,1357096
2018-09-06,1357096
2018-09-07,1349998
2018-09-08,1313718
2018-09-09,1300673
2018-09-10,1295793
2018-09-11,1275051
2018-09-12,1246928
2018-09-13,1220123
2018-09-14,1196532
2018-09-15,1242739
2018-09-16,1283875
2018-09-17,1303100
2018-09-18,1310195
2018-09-19,1313611
2018-09-20,1315736
2018-09-21,1315765
2018-09-22,1316940
2018-09-23,1324265
2018-09-24,1371865
2018-09-25,1397742
2018-09-26,1436304
2018-09-27,1434251
2018-09-28,1439948
2018-09-29,1439908
2018-09-30,1444606
2018-10-01,1442412
2018-10-02,1438634
2018-10-03,1431175
2018-10-04,1429612
2018-10-05,1426010
2018-10-06,1372679
2018-10-07,1347388
2018-10-08,1365616
2018-10-09,1402497
2018-10-10,1409769
2018-10-11,1418468
2018-10-12,1398944
2018-10-13,1391200
2018-10-14,1378335
2018-10-15,1390747
2018-10-16,1379850
2018-10-17,1384337
2018-10-18,1372684
2018-10-19,1361045
2018-10-20,1375828
2018-10-21,1364422
2018-10-22,1333396
2018-10-23,1305373
2018-10-24,1288962
2018-10-25,1287061
2018-10-26,1283903
2018-10-27,1272911
2018-10-28,1280967
2018-10-29,1285691
2018-10-30,1266808
2018-10-31,1238763
2018-11-01,1219143
2018-11-03,1237314
2018-11-04,1245100
2018-11-05,1269269
2018-11-06,1281881
2018-11-07,1298139
2018-11-08,1298351
2018-11-09,1302472
2018-11-10,1321529
2018-11-11,1381771
2018-11-12,1449966
2018-11-13,1484980
2018-11-14,1511503
2018-11-15,1554590
2018-11-16,1556081
2018-11-17,1595359
2018-11-18,1618079
2018-11-19,1686952
2018-11-20,1749483
2018-11-21,1750454
2018-11-22,1759901
2018-11-23,1779401
2018-11-24,1822678
2018-11-25,1841584
2018-11-26,1868696
2018-11-27,1888071
2018-11-28,1878174
2018-11-29,1927561
2018-12-01,2125137
2018-12-02,2157761
2018-12-03,2088856
2018-12-05,1953451
2018-12-07,1877473
2018-12-09,1827320
2018-12-10,1834002
2018-12-11,1847413
2018-12-12,1876095
2018-12-13,1874044
2018-12-14,1888195
2018-12-15,1884100
2018-12-16,1910508
2018-12-17,1883466
2018-12-18,1865826
2018-12-19,1856086
2018-12-20,1826492
2018-12-21,1819864
2018-12-22,1756685
2018-12-23,1732452
2018-12-24,1727402
2018-12-25,1710148
2018-12-26,1707128
2018-12-27,1732093
2018-12-28,1737863
2018-12-29,1736852
2018-12-30,1723182
2018-12-31,1688162
2019-01-01,1680244
2019-01-02,1682173
2019-01-03,1670729
2019-01-04,1699696
2019-01-05,1693787
2019-01-06,1652043
2019-01-08,1620408
2019-01-10,1547220
2019-01-11,1492849
2019-01-12,1442818
2019-01-13,1374423
2019-01-14,1305938
2019-01-15,1242134
2019-01-16,1194609
2019-01-17,1151544
2019-01-18,1121918
2019-01-19,1136289
2019-01-20,1148723
2019-01-21,1150841
2019-01-22,1162486
2019-01-23,1155293
2019-01-24,1167214
2019-01-25,1217897
2019-01-26,1272187
2019-01-27,1277017
2019-01-28,1281351
2019-01-29,1250179
2019-01-30,1225537
2019-01-31,1252025
2019-02-01,1313377
2019-02-02,1359703
2019-02-03,1342413
2019-02-04,1312216
2019-02-05,1295624
2019-02-06,1279523
2019-02-07,1261715
2019-02-08,1241931
2019-02-09,1234094
2019-02-10,1228593
2019-02-11,1210704
2019-02-12,1200177
2019-02-13,1179443
2019-02-14,1178042
2019-02-15,1185983
2019-02-16,1213486
2019-02-17,1211946
2019-02-18,1168473
2019-02-19,1142499
2019-02-20,1133228
2019-02-21,1173314
2019-02-22,1203629
2019-02-23,1255748
2019-02-24,1299495
2019-02-25,1302774
2019-02-26,1314258
2019-02-27,1314703
2019-02-28,1302402
2019-03-01,1328791
2019-03-02,1385957
2019-03-03,1397778
2019-03-04,1343453
2019-03-05,1277741
2019-03-06,1220501
2019-03-07,1182417
2019-03-08,1176292
2019-03-09,1160464
2019-03-10,1166116
2019-03-11,1135642
2019-03-12,1096146
2019-03-13,1083861
2019-03-14,1058686
2019-03-15,1058947
2019-03-16,1066937
2019-03-17,1061092
2019-03-18,1077037
2019-03-19,1092132
2019-03-20,1122135
2019-03-21,1133714
2019-03-22,1106846
2019-03-23,1082422
2019-03-24,1098685
2019-03-25,1127740
2019-03-26,1149973
2019-03-27,1154372
2019-03-28,1151271
2019-03-29,1131303
2019-03-30,1114455
2019-03-31,1111797
2019-04-01,1074092
2019-04-02,1043967
2019-04-03,1030255
2019-04-04,1029990
2019-04-05,1046813
2019-04-06,1068753
2019-04-07,1099080
2019-04-08,1114943
2019-04-09,1096374
2019-04-10,1081899
2019-04-11,1105071
2019-04-12,1115703
2019-04-13,1140077
2019-04-14,1163088
2019-04-15,1163024
2019-04-16,1139318
2019-04-17,1112135
2019-04-18,1063846
2019-04-19,1052365
2019-04-20,1044780
2019-04-21,1057778
2019-04-22,1093242
2019-04-23,1108895
2019-04-24,1097465
2019-04-25,1114038
2019-04-26,1097771
2019-04-27,1088332
2019-04-28,1079747
2019-04-29,1076699
2019-04-30,1071134
2019-05-01,1087306
2019-05-02,1105693
2019-05-03,1117080
2019-05-04,1116659
2019-05-05,1119495
2019-05-06,1119788
2019-05-07,1117989
2019-05-08,1109114
2019-05-09,1137809
2019-05-10,1126897
2019-05-11,1132499
2019-05-12,1136881
2019-05-13,1135578
2019-05-14,1134194
2019-05-15,1120777
2019-05-16,1112511
2019-05-17,1115393
2019-05-18,1116423
2019-05-19,1123021
2019-05-20,1120455
2019-05-21,1113534
2019-05-22,1113307
2019-05-23,1101282
2019-05-24,1091896
2019-05-25,1082157
2019-05-26,1089938
2019-05-27,1105531
2019-05-28,1118355
2019-05-29,1153703
2019-05-30,1191258
2019-05-31,1161282
2019-06-01,1176899
2019-06-02,1206245
2019-06-03,1170971
2019-06-04,1161196
2019-06-05,1164468
2019-06-06,1163153
2019-06-07,1164790
2019-06-08,1161577
2019-06-09,1160495
2019-06-10,1149958
2019-06-11,1122162
2019-06-12,1102617
2019-06-13,1078859
2019-06-14,1066884
2019-06-15,1087667
2019-06-16,1122289
2019-06-17,1111214
2019-06-18,1097471
2019-06-19,1060144
2019-06-20,1060945
2019-06-21,1036665
2019-06-22,1048801
2019-06-23,1048541
2019-06-24,1014237
2019-06-25,990670
2019-06-26,974780
2019-06-27,975465
2019-06-28,1000674
2019-06-29,1005590
2019-06-30,1021530
2019-07-01,1021956
2019-07-02,1064817
2019-07-03,1102784
2019-07-04,1155344
2019-07-05,1184149
2019-07-06,1181972
2019-07-07,1154405
2019-07-08,1134463
2019-07-09,1120852
2019-07-10,1083555
2019-07-11,1068587
2019-07-12,1044928
2019-07-13,1047568
2019-07-14,1059326
2019-07-15,1060973
2019-07-16,1053123
2019-07-17,1057519
2019-07-18,1046806
2019-07-19,1059375
