date_obj,Yak-hide%20armour%20(legs) price
2016-11-15,107
2016-11-16,107
2016-11-17,112
2016-11-18,118
2016-11-19,118
2016-11-20,119
2016-11-21,124
2016-11-22,121
2016-11-23,121
2016-11-24,114
2016-11-25,114
2016-11-26,116
2016-11-27,118
2016-11-28,116
2016-11-29,115
2016-11-30,115
2016-12-01,119
2016-12-02,123
2016-12-03,124
2016-12-04,126
2016-12-05,129
2016-12-06,132
2016-12-07,132
2016-12-08,132
2016-12-09,136
2016-12-10,136
2016-12-11,140
2016-12-12,140
2016-12-13,141
2016-12-14,146
2016-12-15,146
2016-12-16,142
2016-12-17,135
2016-12-18,135
2016-12-19,133
2016-12-20,136
2016-12-21,131
2016-12-22,131
2016-12-23,124
2016-12-24,124
2016-12-25,121
2016-12-26,115
2016-12-27,109
2016-12-28,106
2016-12-29,107
2016-12-30,104
2016-12-31,108
2017-01-01,107
2017-01-02,107
2017-01-03,107
2017-01-04,107
2017-01-05,107
2017-01-06,105
2017-01-07,100
2017-01-08,95
2017-01-09,95
2017-01-10,95
2017-01-11,97
2017-01-12,96
2017-01-13,96
2017-01-14,97
2017-01-15,93
2017-01-16,92
2017-01-17,96
2017-01-18,94
2017-01-19,94
2017-01-20,92
2017-01-21,92
2017-01-22,91
2017-01-23,95
2017-01-24,98
2017-01-25,98
2017-01-26,100
2017-01-27,100
2017-01-28,99
2017-01-29,99
2017-01-30,99
2017-01-31,104
2017-02-01,110
2017-02-02,110
2017-02-03,110
2017-02-04,112
2017-02-05,112
2017-02-06,110
2017-02-07,104
2017-02-08,104
2017-02-09,103
2017-02-10,101
2017-02-11,97
2017-02-12,97
2017-02-13,94
2017-02-14,96
2017-02-15,96
2017-02-16,96
2017-02-17,96
2017-02-18,95
2017-02-19,97
2017-02-20,97
2017-02-21,96
2017-02-22,96
2017-02-23,97
2017-02-24,97
2017-02-25,96
2017-02-26,96
2017-02-27,92
2017-02-28,88
2017-03-01,88
2017-03-02,88
2017-03-03,88
2017-03-04,91
2017-03-05,91
2017-03-06,88
2017-03-07,88
2017-03-08,88
2017-03-09,88
2017-03-10,87
2017-03-11,88
2017-03-12,88
2017-03-13,89
2017-03-14,90
2017-03-15,90
2017-03-16,91
2017-03-17,90
2017-03-18,90
2017-03-19,86
2017-03-20,87
2017-03-21,87
2017-03-22,92
2017-03-23,93
2017-03-24,90
2017-03-25,90
2017-03-26,90
2017-03-27,90
2017-03-28,90
2017-03-29,93
2017-03-30,93
2017-03-31,92
2017-04-01,92
2017-04-02,90
2017-04-03,93
2017-04-04,93
2017-04-05,96
2017-04-06,96
2017-04-07,96
2017-04-08,96
2017-04-09,99
2017-04-10,99
2017-04-11,96
2017-04-12,96
2017-04-13,97
2017-04-14,97
2017-04-15,97
2017-04-16,97
2017-04-17,97
2017-04-18,95
2017-04-19,98
2017-04-20,98
2017-04-21,97
2017-04-22,97
2017-04-23,96
2017-04-24,98
2017-04-25,98
2017-04-26,101
2017-04-27,105
2017-04-28,105
2017-04-29,104
2017-04-30,104
2017-05-01,103
2017-05-02,103
2017-05-03,103
2017-05-04,104
2017-05-05,104
2017-05-06,106
2017-05-07,102
2017-05-08,102
2017-05-09,104
2017-05-10,104
2017-05-11,108
2017-05-12,106
2017-05-13,107
2017-05-14,107
2017-05-15,107
2017-05-16,107
2017-05-17,107
2017-05-18,107
2017-05-19,107
2017-05-20,106
2017-05-21,106
2017-05-22,107
2017-05-23,106
2017-05-24,109
2017-05-25,109
2017-05-26,113
2017-05-27,110
2017-05-28,110
2017-05-29,107
2017-05-30,107
2017-05-31,111
2017-06-01,115
2017-06-02,121
2017-06-03,121
2017-06-04,126
2017-06-05,126
2017-06-06,131
2017-06-07,131
2017-06-08,129
2017-06-09,127
2017-06-10,126
2017-06-11,122
2017-06-12,122
2017-06-13,120
2017-06-14,120
2017-06-15,122
2017-06-16,119
2017-06-17,119
2017-06-18,120
2017-06-19,120
2017-06-20,121
2017-06-21,121
2017-06-22,116
2017-06-23,119
2017-06-24,123
2017-06-25,123
2017-06-26,119
2017-06-27,123
2017-06-28,123
2017-06-29,128
2017-06-30,130
2017-07-01,130
2017-07-02,132
2017-07-03,126
2017-07-04,120
2017-07-05,120
2017-07-06,115
2017-07-07,115
2017-07-08,113
2017-07-09,113
2017-07-10,114
2017-07-11,114
2017-07-12,114
2017-07-13,111
2017-07-14,113
2017-07-15,113
2017-07-16,110
2017-07-17,107
2017-07-18,107
2017-07-19,102
2017-07-20,98
2017-07-21,103
2017-07-22,103
2017-07-23,104
2017-07-24,104
2017-07-25,107
2017-07-26,107
2017-07-27,115
2017-07-28,115
2017-07-29,114
2017-07-30,114
2017-07-31,114
2017-08-01,109
2017-08-02,109
2017-08-03,109
2017-08-04,112
2017-08-05,109
2017-08-06,109
2017-08-07,110
2017-08-08,107
2017-08-09,111
2017-08-10,117
2017-08-11,117
2017-08-12,116
2017-08-13,116
2017-08-14,116
2017-08-15,115
2017-08-16,115
2017-08-17,115
2017-08-18,112
2017-08-19,115
2017-08-20,113
2017-08-21,113
2017-08-22,112
2017-08-23,112
2017-08-24,108
2017-08-25,108
2017-08-26,103
2017-08-27,97
2017-08-28,97
2017-08-29,92
2017-08-30,92
2017-08-31,89
2017-09-01,92
2017-09-02,91
2017-09-03,91
2017-09-04,93
2017-09-05,98
2017-09-06,98
2017-09-07,99
2017-09-08,99
2017-09-09,97
2017-09-10,102
2017-09-11,102
2017-09-12,107
2017-09-13,107
2017-09-14,103
2017-09-15,103
2017-09-16,104
2017-09-17,104
2017-09-18,104
2017-09-19,107
2017-09-20,107
2017-09-21,102
2017-09-22,102
2017-09-23,102
2017-09-24,106
2017-09-25,106
2017-09-26,109
2017-09-27,109
2017-09-28,110
2017-09-29,104
2017-09-30,104
2017-10-01,107
2017-10-02,104
2017-10-03,104
2017-10-04,103
2017-10-05,103
2017-10-06,105
2017-10-07,105
2017-10-08,99
2017-10-09,99
2017-10-10,98
2017-10-11,98
2017-10-12,95
2017-10-13,93
2017-10-14,98
2017-10-15,98
2017-10-16,98
2017-10-17,98
2017-10-18,98
2017-10-19,101
2017-10-20,102
2017-10-21,102
2017-10-22,105
2017-10-23,105
2017-10-24,107
2017-10-25,107
2017-10-26,107
2017-10-27,106
2017-10-28,106
2017-10-29,106
2017-10-30,106
2017-10-31,106
2017-11-01,104
2017-11-02,104
2017-11-03,104
2017-11-04,104
2017-11-05,104
2017-11-06,102
2017-11-07,102
2017-11-08,100
2017-11-09,100
2017-11-10,95
2017-11-11,93
2017-11-12,90
2017-11-13,90
2017-11-14,87
2017-11-15,87
2017-11-16,82
2017-11-17,82
2017-11-18,82
2017-11-19,81
2017-11-20,81
2017-11-21,77
2017-11-22,77
2017-11-23,81
2017-11-24,81
2017-11-25,86
2017-11-26,86
2017-11-27,86
2017-11-28,88
2017-11-29,88
2017-11-30,86
2017-12-01,81
2017-12-02,81
2017-12-03,82
2017-12-04,82
2017-12-05,78
2017-12-06,78
2017-12-07,82
2017-12-08,82
2017-12-09,81
2017-12-10,84
2017-12-11,84
2017-12-12,87
2017-12-13,87
2017-12-14,86
2017-12-15,85
2017-12-16,85
2017-12-17,88
2017-12-18,90
2017-12-19,90
2017-12-20,91
2017-12-21,89
2017-12-22,89
2017-12-23,88
2017-12-24,88
2017-12-25,93
2017-12-26,98
2017-12-27,93
2017-12-28,93
2017-12-29,88
2017-12-30,87
2017-12-31,87
2018-01-01,88
2018-01-02,88
2018-01-03,88
2018-01-04,88
2018-01-05,91
2018-01-06,96
2018-01-07,98
2018-01-08,101
2018-01-09,99
2018-01-10,99
2018-01-11,97
2018-01-12,100
2018-01-13,98
2018-01-14,94
2018-01-15,91
2018-01-16,91
2018-01-17,91
2018-01-18,84
2018-01-19,84
2018-01-20,86
2018-01-21,86
2018-01-22,87
2018-01-23,88
2018-01-24,87
2018-01-25,87
2018-01-26,90
2018-01-27,87
2018-01-28,90
2018-01-29,87
2018-01-30,87
2018-02-01,89
2018-02-02,92
2018-02-03,90
2018-02-04,94
2018-02-05,97
2018-02-06,99
2018-02-07,98
2018-02-08,98
2018-02-09,97
2018-02-10,99
2018-02-11,103
2018-02-12,103
2018-02-13,103
2018-02-14,107
2018-02-15,103
2018-02-16,106
2018-02-17,105
2018-02-18,99
2018-02-19,102
2018-02-20,108
2018-02-21,114
2018-02-22,117
2018-02-23,122
2018-02-24,120
2018-02-25,116
2018-02-26,112
2018-02-27,114
2018-02-28,109
2018-03-01,106
2018-03-02,105
2018-03-03,108
2018-03-04,108
2018-03-05,110
2018-03-06,107
2018-03-07,104
2018-03-08,106
2018-03-09,109
2018-03-10,109
2018-03-11,106
2018-03-12,106
2018-03-13,106
2018-03-14,108
2018-03-15,102
2018-03-16,99
2018-03-17,103
2018-03-18,106
2018-03-20,111
2018-03-21,111
2018-03-23,117
2018-03-24,123
2018-03-26,137
2018-03-27,143
2018-03-28,151
2018-03-29,154
2018-03-30,158
2018-03-31,161
2018-04-01,160
2018-04-02,156
2018-04-03,150
2018-04-04,151
2018-04-05,151
2018-04-06,159
2018-04-08,173
2018-04-09,178
2018-04-10,187
2018-04-11,197
2018-04-12,207
2018-04-13,209
2018-04-14,219
2018-04-16,227
2018-04-17,219
2018-04-18,219
2018-04-19,229
2018-04-20,229
2018-04-21,219
2018-04-22,219
2018-04-23,213
2018-04-24,210
2018-04-25,214
2018-04-26,214
2018-04-27,213
2018-04-28,220
2018-04-29,231
2018-04-30,226
2018-05-02,233
2018-05-03,243
2018-05-04,248
2018-05-05,247
2018-05-06,247
2018-05-07,240
2018-05-08,241
2018-05-09,237
2018-05-10,225
2018-05-11,213
2018-05-12,202
2018-05-13,207
2018-05-14,217
2018-05-15,209
2018-05-16,198
2018-05-17,194
2018-05-18,188
2018-05-19,187
2018-05-20,182
2018-05-21,192
2018-05-22,192
2018-05-23,189
2018-05-24,185
2018-05-25,193
2018-05-26,202
2018-05-27,199
2018-05-28,201
2018-05-29,196
2018-05-30,194
2018-05-31,197
2018-06-01,206
2018-06-02,196
2018-06-03,190
2018-06-04,184
2018-06-05,176
2018-06-06,181
2018-06-07,171
2018-06-08,172
2018-06-09,171
2018-06-10,175
2018-06-11,180
2018-06-12,179
2018-06-13,175
2018-06-14,181
2018-06-15,191
2018-06-16,199
2018-06-17,199
2018-06-18,189
2018-06-19,193
2018-06-20,193
2018-06-21,203
2018-06-22,210
2018-06-23,217
2018-06-24,211
2018-06-25,218
2018-06-26,220
2018-06-27,218
2018-06-28,214
2018-06-29,208
2018-06-30,208
2018-07-01,210
2018-07-02,219
2018-07-03,225
2018-07-04,228
2018-07-05,216
2018-07-06,205
2018-07-07,195
2018-07-08,188
2018-07-09,178
2018-07-10,170
2018-07-11,165
2018-07-12,158
2018-07-13,150
2018-07-14,150
2018-07-15,145
2018-07-16,147
2018-07-17,150
2018-07-18,157
2018-07-19,156
2018-07-20,159
2018-07-21,158
2018-07-22,158
2018-07-23,151
2018-07-24,153
2018-07-25,151
2018-07-26,153
2018-07-27,158
2018-07-28,161
2018-07-29,159
2018-07-30,161
2018-07-31,167
2018-08-01,166
2018-08-02,157
2018-08-03,149
2018-08-04,147
2018-08-05,141
2018-08-06,145
2018-08-07,145
2018-08-08,151
2018-08-09,156
2018-08-10,159
2018-08-11,164
2018-08-12,163
2018-08-14,160
2018-08-16,158
2018-08-17,158
2018-08-18,160
2018-08-19,155
2018-08-20,150
2018-08-21,146
2018-08-22,146
2018-08-23,148
2018-08-24,143
2018-08-25,135
2018-08-26,128
2018-08-27,121
2018-08-28,114
2018-08-29,116
2018-08-30,116
2018-08-31,115
2018-09-01,112
2018-09-02,114
2018-09-03,113
2018-09-04,112
2018-09-05,109
2018-09-06,112
2018-09-07,110
2018-09-08,107
2018-09-09,102
2018-09-10,101
2018-09-11,99
2018-09-12,97
2018-09-13,99
2018-09-14,100
2018-09-15,101
2018-09-16,104
2018-09-17,108
2018-09-18,112
2018-09-19,115
2018-09-20,113
2018-09-21,110
2018-09-22,109
2018-09-23,112
2018-09-24,109
2018-09-25,111
2018-09-26,112
2018-09-27,110
2018-09-28,108
2018-09-29,108
2018-09-30,104
2018-10-02,101
2018-10-03,97
2018-10-04,96
2018-10-05,97
2018-10-06,94
2018-10-07,94
2018-10-08,99
2018-10-09,96
2018-10-10,94
2018-10-11,95
2018-10-12,100
2018-10-13,100
2018-10-14,97
2018-10-15,101
2018-10-16,107
2018-10-17,109
2018-10-18,112
2018-10-19,114
2018-10-20,117
2018-10-21,112
2018-10-22,112
2018-10-23,116
2018-10-24,119
2018-10-25,121
2018-10-26,119
2018-10-27,113
2018-10-28,109
2018-10-29,111
2018-10-30,110
2018-10-31,115
2018-11-01,120
2018-11-03,131
2018-11-04,136
2018-11-05,136
2018-11-06,139
2018-11-07,135
2018-11-08,136
2018-11-09,139
2018-11-10,141
2018-11-11,137
2018-11-12,141
2018-11-13,138
2018-11-14,137
2018-11-15,142
2018-11-16,148
2018-11-17,148
2018-11-18,145
2018-11-19,146
2018-11-20,149
2018-11-21,148
2018-11-22,144
2018-11-23,140
2018-11-24,141
2018-11-25,140
2018-11-26,144
2018-11-27,148
2018-11-28,150
2018-11-29,152
2018-12-01,138
2018-12-02,131
2018-12-03,124
2018-12-04,117
2018-12-05,111
2018-12-07,100
2018-12-09,98
2018-12-10,99
2018-12-11,97
2018-12-12,96
2018-12-13,91
2018-12-14,89
2018-12-15,85
2018-12-16,80
2018-12-17,79
2018-12-18,75
2018-12-19,75
2018-12-20,72
2018-12-21,71
2018-12-22,74
2018-12-23,73
2018-12-24,75
2018-12-25,74
2018-12-26,73
2018-12-27,76
2018-12-28,78
2018-12-29,77
2018-12-30,74
2018-12-31,73
2019-01-01,71
2019-01-02,70
2019-01-03,70
2019-01-04,71
2019-01-05,74
2019-01-06,73
2019-01-08,74
2019-01-10,76
2019-01-11,77
2019-01-12,78
2019-01-13,78
2019-01-14,78
2019-01-15,81
2019-01-16,84
2019-01-17,85
2019-01-18,85
2019-01-19,87
2019-01-20,89
2019-01-21,92
2019-01-22,90
2019-01-23,85
2019-01-24,83
2019-01-25,83
2019-01-26,86
2019-01-27,87
2019-01-28,90
2019-01-29,93
2019-01-30,95
2019-01-31,97
2019-02-01,94
2019-02-02,89
2019-02-03,89
2019-02-04,92
2019-02-05,95
2019-02-06,100
2019-02-07,104
2019-02-08,106
2019-02-09,109
2019-02-10,106
2019-02-11,107
2019-02-12,110
2019-02-13,109
2019-02-14,110
2019-02-15,111
2019-02-16,111
2019-02-17,110
2019-02-18,111
2019-02-19,112
2019-02-20,115
2019-02-21,113
2019-02-22,115
2019-02-23,119
2019-02-24,121
2019-02-25,117
2019-02-26,112
2019-02-27,110
2019-02-28,107
2019-03-01,105
2019-03-02,102
2019-03-03,96
2019-03-04,94
2019-03-05,94
2019-03-06,95
2019-03-07,97
2019-03-08,97
2019-03-09,97
2019-03-10,96
2019-03-11,96
2019-03-12,98
2019-03-13,99
2019-03-14,95
2019-03-15,96
2019-03-16,98
2019-03-17,100
2019-03-18,101
2019-03-19,105
2019-03-20,106
2019-03-21,107
2019-03-22,111
2019-03-23,109
2019-03-24,109
2019-03-25,105
2019-03-26,108
2019-03-27,113
2019-03-28,108
2019-03-29,105
2019-03-30,106
2019-03-31,102
2019-04-01,97
2019-04-02,94
2019-04-03,90
2019-04-04,91
2019-04-05,95
2019-04-06,97
2019-04-07,98
2019-04-08,95
2019-04-09,98
2019-04-10,96
2019-04-11,94
2019-04-12,94
2019-04-13,94
2019-04-14,90
2019-04-15,90
2019-04-16,93
2019-04-17,95
2019-04-18,99
2019-04-19,98
2019-04-20,98
2019-04-21,93
2019-04-22,91
2019-04-23,90
2019-04-24,88
2019-04-25,91
2019-04-26,92
2019-04-27,94
2019-04-28,95
2019-04-29,92
2019-04-30,92
2019-05-01,94
2019-05-02,91
2019-05-03,90
2019-05-04,92
2019-05-05,95
2019-05-06,99
2019-05-07,104
2019-05-08,103
2019-05-09,104
2019-05-10,101
2019-05-11,98
2019-05-12,93
2019-05-13,95
2019-05-14,95
2019-05-15,97
2019-05-16,98
2019-05-17,101
2019-05-18,105
2019-05-19,107
