date_obj,Purple%20gloves price
2015-12-24,880
2015-12-25,882
2015-12-26,882
2015-12-27,883
2015-12-28,883
2015-12-29,926
2015-12-30,926
2015-12-31,938
2016-01-01,938
2016-01-02,950
2016-01-03,946
2016-01-04,946
2016-01-05,944
2016-01-06,944
2016-01-07,945
2016-01-08,945
2016-01-09,943
2016-01-10,943
2016-01-11,949
2016-01-12,949
2016-01-13,951
2016-01-14,933
2016-01-15,933
2016-01-16,942
2016-01-17,942
2016-01-18,942
2016-01-19,942
2016-01-20,973
2016-01-21,973
2016-01-22,977
2016-01-23,977
2016-01-24,971
2016-01-25,948
2016-01-26,948
2016-01-27,979
2016-01-28,979
2016-01-29,976
2016-01-30,976
2016-01-31,988
2016-02-01,988
2016-02-02,982
2016-02-03,982
2016-02-04,977
2016-02-05,977
2016-02-06,965
2016-02-07,965
2016-02-08,977
2016-02-09,977
2016-02-10,948
2016-02-11,948
2016-02-12,924
2016-02-13,909
2016-02-14,909
2016-02-15,910
2016-02-16,910
2016-02-17,908
2016-02-18,908
2016-02-19,937
2016-02-20,937
2016-02-21,978
2016-02-22,978
2016-02-23,1020
2016-02-24,1020
2016-02-25,1013
2016-02-26,1013
2016-02-27,999
2016-02-28,999
2016-02-29,989
2016-03-01,994
2016-03-02,994
2016-03-03,1014
2016-03-04,1014
2016-03-05,981
2016-03-06,959
2016-03-07,959
2016-03-08,960
2016-03-09,956
2016-03-10,949
2016-03-11,949
2016-03-12,938
2016-03-13,938
2016-03-14,931
2016-03-15,931
2016-03-16,940
2016-03-17,940
2016-03-18,936
2016-03-19,936
2016-03-20,927
2016-03-21,927
2016-03-22,921
2016-03-23,888
2016-03-24,888
2016-03-25,871
2016-03-26,834
2016-03-27,834
2016-03-28,832
2016-03-29,837
2016-03-30,837
2016-03-31,839
2016-04-01,839
2016-04-02,849
2016-04-03,858
2016-04-04,858
2016-04-05,877
2016-04-06,889
2016-04-07,889
2016-04-08,897
2016-04-09,891
2016-04-10,893
2016-04-11,893
2016-04-12,886
2016-04-13,886
2016-04-14,886
2016-04-15,904
2016-04-16,919
2016-04-17,919
2016-04-18,918
2016-04-19,918
2016-04-20,923
2016-04-21,927
2016-04-22,927
2016-04-23,922
2016-04-24,924
2016-04-25,953
2016-04-26,984
2016-04-27,1016
2016-04-28,1016
2016-04-29,1013
2016-04-30,999
2016-05-01,999
2016-05-02,972
2016-05-03,962
2016-05-04,962
2016-05-05,945
2016-05-06,945
2016-05-07,939
2016-05-08,939
2016-05-09,934
2016-05-10,930
2016-05-11,930
2016-05-12,904
2016-05-13,902
2016-05-14,902
2016-05-15,898
2016-05-16,898
2016-05-17,883
2016-05-18,871
2016-05-19,871
2016-05-22,922
2016-05-23,924
2016-05-24,888
2016-05-25,888
2016-05-26,861
2016-05-27,858
2016-05-28,858
2016-05-29,857
2016-05-30,857
2016-05-31,845
2016-06-01,843
2016-06-02,843
2016-06-03,852
2016-06-04,809
2016-06-05,809
2016-06-06,800
2016-06-07,800
2016-06-08,789
2016-06-09,751
2016-06-10,737
2016-06-11,737
2016-06-12,747
2016-06-13,747
2016-06-14,741
2016-06-15,741
2016-06-16,765
2016-06-17,793
2016-06-18,793
2016-06-19,778
2016-06-20,778
2016-06-21,778
2016-06-22,785
2016-06-23,785
2016-06-24,824
2016-06-25,863
2016-06-26,863
2016-06-27,870
2016-06-28,855
2016-06-29,855
2016-06-30,826
2016-07-01,791
2016-07-02,791
2016-07-03,780
2016-07-04,778
2016-07-05,778
2016-07-06,804
2016-07-07,804
2016-07-08,830
2016-07-09,843
2016-07-10,864
2016-07-11,899
2016-07-12,899
2016-07-13,902
2016-07-14,901
2016-07-15,901
2016-07-16,883
2016-07-17,883
2016-07-18,895
2016-07-23,881
2016-07-24,877
2016-07-25,877
2016-07-26,868
2016-07-27,868
2016-07-28,865
2016-07-29,869
2016-07-30,869
2016-07-31,860
2016-08-01,860
2016-08-02,885
2016-08-03,885
2016-08-04,873
2016-08-05,873
2016-08-06,862
2016-08-07,862
2016-08-08,858
2016-08-09,846
2016-08-10,846
2016-08-11,834
2016-08-12,834
2016-08-13,803
2016-08-14,803
2016-08-15,769
2016-08-16,769
2016-08-17,745
2016-08-18,745
2016-08-19,742
2016-08-20,742
2016-08-21,729
2016-08-22,729
2016-08-23,728
2016-08-24,728
2016-08-25,738
2016-08-26,738
2016-08-28,707
2016-08-31,639
2016-09-01,609
2016-09-02,609
2016-09-03,638
2016-09-04,638
2016-09-05,657
2016-09-06,657
2016-09-07,666
2016-09-08,666
2016-09-09,666
2016-09-10,673
2016-09-11,673
2016-09-12,673
2016-09-13,671
2016-09-14,671
2016-09-15,678
2016-09-16,678
2016-09-17,672
2016-09-18,672
2016-09-19,687
2016-09-20,687
2016-09-21,687
2016-09-22,697
2016-09-23,697
2016-09-24,697
2016-09-25,699
2016-09-26,699
2016-09-27,705
2016-09-28,705
2016-09-29,727
2016-09-30,727
2016-10-01,729
2016-10-02,729
2016-10-03,729
2016-10-04,723
2016-10-05,723
2016-10-06,730
2016-10-07,730
2016-10-08,731
2016-10-09,731
2016-10-10,747
2016-10-11,747
2016-10-12,727
2016-10-13,727
2016-10-14,702
2016-10-15,702
2016-10-16,707
2016-10-17,707
2016-10-18,700
2016-10-19,700
2016-10-20,677
2016-10-21,677
2016-10-22,653
2016-10-23,653
2016-10-24,642
2016-10-25,642
2016-10-26,631
2016-10-27,631
2016-10-28,631
2016-10-29,627
2016-10-30,627
2016-10-31,615
2016-11-01,615
2016-11-02,608
2016-11-03,608
2016-11-04,605
2016-11-05,605
2016-11-06,602
2016-11-07,602
2016-11-08,606
2016-11-09,606
2016-11-10,588
2016-11-11,588
2016-11-12,606
2016-11-13,606
2016-11-14,637
2016-12-08,774
2016-12-09,774
2016-12-10,808
2016-12-11,808
2016-12-12,808
2016-12-13,815
2016-12-14,815
2016-12-15,805
2016-12-16,805
2016-12-17,803
2016-12-18,803
2016-12-19,793
2016-12-20,793
2016-12-21,805
2016-12-22,805
2016-12-23,798
2016-12-24,798
2016-12-25,823
2016-12-26,823
2016-12-27,835
2016-12-28,835
2016-12-29,849
2016-12-30,849
2016-12-31,845
2017-01-01,845
2017-01-02,872
2017-01-03,897
2017-01-04,926
2017-01-05,926
2017-01-06,947
2017-01-07,953
2017-01-08,953
2017-01-09,987
2017-01-10,987
2017-01-11,988
2017-01-12,992
2017-01-13,992
2017-01-14,1013
2017-01-15,1025
2017-01-16,1025
2017-01-17,1001
2017-01-18,990
2017-01-19,990
2017-01-20,985
2017-01-21,970
2017-01-22,970
2017-01-27,838
2017-01-28,796
2017-01-29,771
2017-01-30,771
2017-01-31,754
2017-02-01,740
2017-02-02,740
2017-02-03,711
2017-02-04,684
2017-02-05,684
2017-02-06,660
2017-02-07,660
2017-02-08,656
2017-02-09,656
2017-02-10,643
2017-02-11,619
2017-02-12,619
2017-02-13,606
2017-02-14,619
2017-02-15,619
2017-02-16,641
2017-02-18,647
2017-02-19,649
2017-02-20,649
2017-02-21,674
2017-02-22,674
2017-02-23,695
2017-02-24,695
2017-02-25,698
2017-02-26,698
2017-02-27,709
2017-02-28,707
2017-03-01,707
2017-03-02,703
2017-03-03,703
2017-03-04,670
2017-03-05,670
2017-03-06,652
2017-03-07,652
2017-03-08,640
2017-03-09,640
2017-03-10,632
2017-03-11,623
2017-03-12,623
2017-03-13,616
2017-03-14,622
2017-03-15,622
2017-03-16,610
2017-03-17,610
2017-03-18,599
2017-03-19,590
2017-03-20,573
2017-03-21,563
2017-03-22,563
2017-03-23,557
2017-03-24,545
2017-03-25,545
2017-03-26,539
2017-03-27,539
2017-03-28,528
2017-03-29,524
2017-03-30,524
2017-03-31,531
2017-04-01,531
2017-04-02,527
2017-04-03,521
2017-04-04,521
2017-04-12,574
2017-04-13,566
2017-04-14,566
2017-04-15,554
2017-04-16,551
2017-04-17,539
2017-04-18,539
2017-04-19,540
2017-04-20,540
2017-04-21,539
2017-04-22,539
2017-04-23,538
2017-04-24,538
2017-04-25,548
2017-04-26,548
2017-04-27,561
2017-04-28,561
2017-04-29,562
2017-04-30,562
2017-05-01,583
2017-05-02,591
2017-05-03,591
2017-05-04,602
2017-05-05,602
2017-05-06,612
2017-05-07,612
2017-05-08,614
2017-05-09,633
2017-05-10,633
2017-05-11,654
2017-05-12,666
2017-05-13,665
2017-05-14,665
2017-05-15,659
2017-05-16,646
2017-05-17,646
2017-05-18,645
2017-05-19,645
2017-05-20,646
2017-05-21,646
2017-05-22,646
2017-05-23,646
2017-05-24,634
2017-05-25,634
2017-05-26,632
2017-05-27,632
2017-05-28,626
2017-05-29,626
2017-05-30,629
2017-05-31,629
2017-06-01,633
2017-06-02,633
2017-06-03,630
2017-06-06,612
2017-06-07,601
2017-06-08,601
2017-06-09,590
2017-06-10,582
2017-06-11,598
2017-06-12,598
2017-06-13,608
2017-06-14,608
2017-06-15,606
2017-06-16,606
2017-06-17,601
2017-06-18,599
2017-06-19,599
2017-06-20,596
2017-06-21,596
2017-06-22,591
2017-06-23,591
2017-06-24,585
2017-06-25,585
2017-06-26,570
2017-06-27,546
2017-06-28,546
2017-06-29,527
2017-06-30,527
2017-07-01,517
2017-07-02,517
2017-07-03,511
2017-07-04,511
2017-07-05,503
2017-07-06,503
2017-07-07,495
2017-07-08,495
2017-07-13,502
2017-07-14,512
2017-07-15,512
2017-07-16,513
2017-07-17,513
2017-07-18,521
2017-07-19,521
2017-07-20,520
2017-07-21,520
2017-07-22,508
2017-07-23,508
2017-07-24,501
2017-07-25,501
2017-07-26,512
2017-07-27,512
2017-07-28,507
2017-07-29,507
2017-07-30,508
2017-07-31,508
2017-08-01,523
2017-08-02,550
2017-08-03,550
2017-08-04,578
2017-08-05,607
2017-08-06,607
2017-08-09,632
2017-08-10,630
2017-08-11,630
2017-08-12,635
2017-08-13,635
2017-08-14,634
2017-08-15,634
2017-08-16,625
2017-08-17,651
2017-08-18,651
2017-08-19,649
2017-08-20,629
2017-08-22,628
2017-08-23,628
2017-08-24,602
2017-08-25,602
2017-08-26,586
2017-08-27,586
2017-08-28,562
2017-08-29,562
2017-08-30,558
2017-08-31,558
2017-09-01,546
2017-09-02,534
2017-09-03,534
2017-09-04,523
2017-09-05,530
2017-09-06,530
2017-09-07,515
2017-09-08,515
2017-09-09,515
2017-09-10,519
2017-09-11,519
2017-09-12,530
2017-09-13,530
2017-09-14,536
2017-09-15,536
2017-09-16,530
2017-09-17,516
2017-09-19,522
2017-09-20,538
2017-09-21,538
2017-09-22,539
2017-09-23,539
2017-09-24,537
2017-09-25,537
2017-09-26,536
2017-09-27,536
2017-09-28,537
2017-09-29,537
2017-09-30,549
2017-10-01,549
2017-10-02,560
2017-10-03,560
2017-10-04,560
2017-10-05,553
2017-10-06,553
2017-10-07,558
2017-10-08,558
2017-10-09,555
2017-10-10,555
2017-10-11,544
2017-10-12,544
2017-10-13,538
2017-10-14,538
2017-10-15,540
2017-10-16,564
2017-10-17,564
2017-10-18,593
2017-10-19,593
2017-10-20,623
2017-10-21,623
2017-10-22,610
2017-10-23,610
2017-10-24,607
2017-10-25,607
2017-10-26,586
2017-10-27,586
2017-10-28,571
2017-10-29,555
2017-10-30,555
2017-10-31,552
2017-11-01,552
2017-11-02,546
2017-11-03,546
2017-11-04,574
2017-11-05,574
2017-11-06,601
2017-11-07,601
2017-11-08,608
2017-11-09,608
2017-11-10,589
2017-11-11,589
2017-11-12,576
2017-11-13,576
2017-11-14,573
2017-11-15,573
2017-11-16,568
2017-11-17,568
2017-11-18,565
2017-11-19,565
2017-11-20,581
2017-11-21,581
2017-11-22,555
2017-11-23,555
2017-11-24,563
2017-11-25,563
2017-11-26,562
2017-11-27,562
2017-11-28,556
2017-11-29,556
2017-11-30,534
2017-12-01,522
2017-12-02,522
2017-12-03,519
2017-12-04,519
2017-12-05,516
2017-12-06,516
2017-12-07,517
2017-12-08,517
2017-12-09,516
2017-12-10,528
2017-12-11,528
2017-12-12,537
2017-12-14,541
2017-12-15,541
2017-12-16,559
2017-12-17,559
2017-12-18,563
2017-12-19,563
2017-12-20,573
2017-12-21,573
2017-12-22,566
2017-12-23,566
2017-12-24,541
2017-12-25,541
2017-12-26,532
2017-12-27,532
2017-12-28,526
2017-12-29,526
2017-12-30,523
2017-12-31,523
2018-01-01,525
2018-01-02,525
2018-01-03,522
2018-01-04,522
2018-01-05,518
2018-01-06,517
2018-01-07,517
2018-01-08,507
2018-01-09,507
2018-01-10,500
2018-01-11,500
2018-01-12,501
2018-01-13,502
2018-01-14,510
2018-01-15,515
2018-01-16,509
2018-01-17,507
2018-01-18,507
2018-01-19,502
2018-01-20,505
2018-01-21,505
2018-01-22,522
2018-01-23,523
2018-01-24,511
2018-01-25,503
2018-01-26,524
2018-01-27,551
2018-01-28,577
2018-01-29,606
2018-01-31,631
2018-02-01,618
2018-02-02,647
2018-02-03,680
2018-02-04,714
2018-02-05,750
2018-02-06,771
2018-02-07,802
2018-02-08,802
2018-02-09,803
2018-02-10,803
2018-02-11,797
2018-02-12,818
2018-02-13,830
2018-02-14,858
2018-02-15,883
2018-02-16,880
2018-02-17,877
2018-02-18,835
2018-02-19,812
2018-02-20,799
2018-02-21,812
2018-02-22,786
2018-02-23,783
2018-02-24,783
2018-02-25,774
2018-02-26,761
2018-02-27,735
2018-02-28,735
2018-03-01,722
2018-03-02,714
2018-03-03,703
2018-03-04,703
2018-03-05,697
2018-03-06,699
2018-03-07,687
2018-03-08,656
2018-03-09,654
2018-03-10,655
2018-03-11,661
2018-03-12,652
2018-03-13,646
2018-03-14,648
2018-03-15,650
2018-03-16,661
2018-03-17,674
2018-03-18,685
2018-03-19,685
2018-03-20,673
2018-03-21,670
2018-03-23,667
2018-03-24,671
2018-03-26,665
2018-03-27,670
2018-03-28,670
2018-03-29,679
2018-03-30,686
2018-03-31,685
2018-04-01,672
2018-04-02,673
2018-04-03,672
2018-04-04,669
2018-04-05,669
2018-04-06,671
2018-04-08,669
2018-04-09,677
2018-04-10,684
2018-04-11,685
2018-04-12,697
2018-04-13,697
2018-04-14,691
2018-04-15,694
2018-04-16,694
2018-04-17,727
2018-04-18,727
2018-04-19,742
2018-04-20,753
2018-04-21,762
2018-04-22,762
2018-04-23,754
2018-04-24,728
2018-04-25,725
2018-04-26,725
2018-04-27,727
2018-04-28,729
2018-04-29,726
2018-04-30,725
2018-05-01,720
2018-05-02,720
2018-05-03,703
2018-05-04,703
2018-05-05,683
2018-05-06,683
2018-05-07,666
2018-05-08,675
2018-05-09,679
2018-05-10,682
2018-05-11,691
2018-05-12,698
2018-05-13,698
2018-05-14,702
2018-05-15,702
2018-05-16,696
2018-05-17,688
2018-05-18,668
2018-05-19,666
2018-05-20,671
2018-05-21,671
2018-05-22,671
2018-05-23,663
2018-05-24,672
2018-05-25,664
2018-05-26,669
2018-05-27,669
2018-05-28,678
2018-05-29,689
2018-05-30,688
2018-05-31,667
2018-06-01,635
2018-06-02,627
2018-06-03,625
2018-06-04,630
2018-06-05,634
2018-06-06,630
2018-06-07,630
2018-06-08,636
2018-06-09,636
2018-06-10,639
2018-06-11,638
2018-06-12,636
2018-06-13,629
2018-06-14,626
2018-06-15,628
2018-06-16,622
2018-06-17,645
2018-06-18,661
2018-06-19,667
2018-06-20,667
2018-06-21,661
2018-06-22,656
2018-06-23,656
2018-06-24,636
2018-06-25,623
2018-06-26,611
2018-06-27,604
2018-06-28,602
2018-06-29,593
2018-06-30,580
2018-07-01,600
2018-07-02,600
2018-07-03,627
2018-07-04,658
2018-07-05,658
2018-07-06,691
2018-07-07,726
2018-07-08,763
2018-07-09,802
2018-07-10,826
2018-07-11,821
2018-07-12,806
2018-07-13,787
2018-07-14,792
2018-07-15,792
2018-07-16,779
2018-07-17,759
2018-07-18,749
2018-07-19,750
2018-07-20,749
2018-07-21,758
2018-07-22,754
2018-07-23,753
2018-07-24,746
2018-07-25,751
2018-07-26,741
2018-07-27,741
2018-07-28,755
2018-07-29,793
2018-07-30,788
2018-07-31,793
2018-08-01,793
2018-08-02,765
2018-08-03,747
2018-08-04,734
2018-08-05,711
2018-08-06,707
2018-08-07,699
2018-08-08,670
2018-08-09,640
2018-08-10,638
2018-08-11,628
2018-08-12,604
2018-08-14,635
2018-08-16,650
2018-08-17,665
2018-08-18,644
2018-08-19,636
2018-08-20,638
2018-08-21,627
2018-08-22,610
2018-08-23,603
2018-08-24,592
2018-08-25,601
2018-08-26,600
2018-08-27,592
2018-08-28,596
2018-08-29,615
2018-08-30,630
2018-08-31,627
2018-09-01,629
2018-09-02,633
2018-09-03,633
2018-09-04,628
2018-09-05,628
2018-09-06,628
2018-09-07,631
2018-09-08,638
2018-09-09,640
2018-09-10,649
2018-09-11,651
2018-09-12,651
2018-09-13,669
2018-09-14,661
2018-09-15,664
2018-09-16,677
2018-09-17,676
2018-09-18,673
2018-09-19,674
2018-09-20,672
2018-09-21,684
2018-09-22,680
2018-09-23,682
2018-09-24,683
2018-09-25,676
2018-09-26,683
2018-09-27,710
2018-09-28,721
2018-09-29,742
2018-09-30,761
2018-10-02,786
2018-10-03,812
2018-10-04,828
2018-10-05,835
2018-10-06,853
2018-10-07,854
2018-10-08,859
2018-10-09,862
2018-10-10,862
2018-10-11,872
2018-10-12,899
2018-10-13,909
2018-10-14,919
2018-10-15,911
2018-10-16,900
2018-10-17,878
2018-10-18,835
2018-10-19,826
2018-10-20,826
2018-10-21,837
2018-10-22,871
2018-10-23,890
2018-10-24,904
2018-10-25,949
2018-10-26,974
2018-10-27,973
2018-10-28,947
2018-10-29,939
2018-10-30,948
2018-10-31,967
2018-11-01,1002
2018-11-03,1024
2018-11-04,1038
2018-11-05,1028
2018-11-06,1022
2018-11-07,1024
2018-11-08,1016
2018-11-09,1027
2018-11-10,1034
2018-11-11,1032
2018-11-12,1019
2018-11-13,1044
2018-11-14,1041
2018-11-15,1027
2018-11-16,1018
2018-11-17,1004
2018-11-18,997
2018-11-19,1003
2018-11-20,993
2018-11-21,954
2018-11-22,939
2018-11-23,918
2018-11-24,892
2018-11-25,884
2018-11-26,875
2018-11-27,862
2018-11-28,856
2018-11-29,856
2018-12-01,833
2018-12-02,839
2018-12-03,876
2018-12-04,888
2018-12-05,878
2018-12-07,871
2018-12-09,898
2018-12-10,909
2018-12-11,894
2018-12-12,887
2018-12-13,856
2018-12-14,834
2018-12-15,811
2018-12-16,792
2018-12-17,781
2018-12-18,773
2018-12-19,764
2018-12-20,770
2018-12-21,763
2018-12-22,777
2018-12-23,771
2018-12-24,761
2018-12-25,768
2018-12-26,764
2018-12-27,755
2018-12-28,759
2018-12-29,750
2018-12-30,774
2018-12-31,782
2019-01-01,793
2019-01-02,794
2019-01-03,796
2019-01-04,792
2019-01-05,785
2019-01-06,768
2019-01-08,728
2019-01-10,670
2019-01-11,642
2019-01-12,635
2019-01-13,619
2019-01-14,593
2019-01-15,575
2019-01-16,564
2019-01-17,581
2019-01-18,611
2019-01-19,642
2019-01-20,674
2019-01-21,678
2019-01-22,690
2019-01-23,697
2019-01-24,713
2019-01-25,730
2019-01-26,742
2019-01-27,750
2019-01-28,769
2019-01-29,779
2019-01-30,772
2019-01-31,782
2019-02-01,798
2019-02-02,787
2019-02-03,799
2019-02-04,811
2019-02-05,805
2019-02-06,788
2019-02-07,797
2019-02-08,782
2019-02-09,766
2019-02-10,754
2019-02-11,770
2019-02-12,788
2019-02-13,789
2019-02-14,757
2019-02-15,743
2019-02-16,731
2019-02-17,725
2019-02-18,733
2019-02-19,751
2019-02-20,761
2019-02-21,774
2019-02-22,782
2019-02-23,786
2019-02-24,773
2019-02-25,756
2019-02-26,758
2019-02-27,776
2019-02-28,788
2019-03-01,803
2019-03-02,821
2019-03-03,813
2019-03-04,834
2019-03-05,830
2019-03-06,844
2019-03-07,848
2019-03-08,868
2019-03-09,883
2019-03-10,876
2019-03-11,832
2019-03-12,805
2019-03-13,773
2019-03-14,750
2019-03-15,736
2019-03-16,739
2019-03-17,729
2019-03-18,720
2019-03-19,711
2019-03-20,713
2019-03-21,707
2019-03-22,706
2019-03-23,719
2019-03-24,730
2019-03-25,726
2019-03-26,738
2019-03-27,742
2019-03-28,739
2019-03-29,759
2019-03-30,759
2019-03-31,773
2019-04-01,795
2019-04-02,811
2019-04-03,823
2019-04-04,834
2019-04-05,852
2019-04-06,870
2019-04-07,874
2019-04-08,913
2019-04-09,933
2019-04-10,954
2019-04-11,980
2019-04-12,1007
2019-04-13,1009
2019-04-14,1056
2019-04-15,1109
2019-04-16,1107
2019-04-17,1084
2019-04-18,1045
2019-04-19,992
2019-04-20,977
2019-04-21,951
2019-04-22,937
2019-04-23,917
2019-04-24,913
2019-04-25,906
2019-04-26,903
2019-04-27,888
2019-04-28,885
2019-04-29,871
2019-04-30,862
2019-05-01,857
2019-05-02,841
2019-05-03,827
2019-05-04,795
2019-05-05,774
2019-05-06,770
2019-05-07,755
2019-05-08,738
2019-05-09,732
2019-05-10,728
2019-05-11,724
2019-05-12,730
2019-05-13,738
2019-05-14,740
2019-05-15,754
2019-05-16,773
2019-05-17,758
2019-05-18,758
2019-05-19,775
2019-05-20,790
2019-05-21,809
2019-05-22,825
2019-05-23,832
2019-05-24,844
2019-05-25,867
2019-05-26,868
2019-05-27,867
2019-05-28,875
2019-05-29,875
2019-05-30,882
2019-05-31,875
2019-06-01,856
2019-06-02,843
2019-06-03,839
2019-06-04,862
2019-06-05,903
2019-06-06,924
2019-06-07,931
2019-06-08,941
2019-06-09,940
2019-06-10,940
2019-06-11,937
2019-06-12,925
2019-06-13,918
2019-06-14,922
2019-06-15,934
2019-06-16,949
2019-06-17,953
2019-06-18,950
2019-06-19,948
2019-06-20,947
2019-06-21,967
2019-06-22,968
2019-06-23,955
2019-06-24,956
2019-06-25,923
2019-06-26,898
2019-06-27,878
2019-06-28,878
2019-06-29,886
2019-06-30,897
2019-07-01,870
2019-07-02,876
2019-07-03,874
2019-07-04,859
2019-07-05,843
2019-07-06,819
2019-07-07,811
2019-07-08,815
2019-07-09,829
2019-07-10,829
2019-07-11,816
2019-07-12,775
2019-07-13,737
2019-07-14,700
2019-07-15,687
2019-07-16,676
2019-07-17,671
2019-07-18,688
2019-07-19,699
2019-07-20,694
2019-07-21,699
2019-07-22,712
2019-07-23,704
2019-07-24,719
2019-07-25,726
2019-07-26,715
2019-07-27,706
2019-07-28,686
2019-07-29,693
2019-07-30,697
2019-07-31,693
2019-08-01,658
2019-08-02,680
2019-08-03,709
2019-08-04,737
2019-08-05,737
2019-08-06,734
2019-08-07,741
2019-08-08,730
2019-08-09,741
2019-08-10,754
2019-08-11,774
2019-08-12,769
2019-08-13,777
2019-08-14,809
