date_obj,Rangers'%20tunic price
2018-11-24,12251184
2018-11-25,12039504
2018-11-26,11817969
2018-11-27,11708591
2018-11-28,11682458
2018-11-29,11657157
2018-12-01,12151739
2018-12-02,12265622
2018-12-03,12196360
2018-12-04,12200901
2018-12-05,12245971
2018-12-07,12492874
2018-12-09,12408582
2018-12-10,12431030
2018-12-11,12405780
2018-12-12,12378044
2018-12-13,12352425
2018-12-14,12331118
2018-12-15,12344347
2018-12-16,12430250
2018-12-17,12757639
2018-12-18,12514750
2018-12-19,12423751
2018-12-20,12283175
2018-12-21,12205599
2018-12-22,12160863
2018-12-23,12079420
2018-12-24,12115626
2018-12-25,12325892
2018-12-26,12414228
2018-12-27,12345922
2018-12-28,12265021
2018-12-29,12197920
2018-12-30,12090515
2018-12-31,11932161
2019-01-01,11765649
2019-01-02,11478083
2019-01-03,11286659
2019-01-04,11194189
2019-01-05,11053294
2019-01-06,10948444
2019-01-08,10796409
2019-01-10,10366877
2019-01-11,9980076
2019-01-12,9608125
2019-01-13,9488455
2019-01-14,9354863
2019-01-15,9476926
2019-01-16,9678285
2019-01-17,9682882
2019-01-18,9922365
2019-01-19,10243339
2019-01-20,10588031
2019-01-21,10645139
2019-01-22,10810220
2019-01-23,10895172
2019-01-24,11027504
2019-01-25,11276853
2019-01-26,11330295
2019-01-27,11380138
2019-01-28,11227388
2019-01-29,11100222
2019-01-30,10871350
2019-01-31,10754776
2019-02-01,10334557
2019-02-02,10163744
2019-02-03,10072026
2019-02-04,9870696
2019-02-05,9721987
2019-02-06,9609319
2019-02-07,9363056
2019-02-08,9316741
2019-02-09,9290210
2019-02-10,9294728
2019-02-11,9352037
2019-02-12,9329693
2019-02-13,9369137
2019-02-14,9362047
2019-02-15,9502827
2019-02-16,9596844
2019-02-17,9699177
2019-02-18,9779576
2019-02-19,9872757
2019-02-20,9855452
2019-02-21,9815703
2019-02-22,9767829
2019-02-23,9762798
2019-02-24,9819390
2019-02-25,9777611
2019-02-26,9858279
2019-02-27,9841039
2019-02-28,9794685
2019-03-01,9783697
2019-03-02,9742941
2019-03-03,9745260
2019-03-04,9726423
2019-03-05,9661110
2019-03-06,9607816
2019-03-07,9578924
2019-03-08,9534550
2019-03-09,9546548
2019-03-10,9494609
2019-03-11,9424311
2019-03-12,9382779
2019-03-13,9373784
2019-03-14,9299612
2019-03-15,9283602
2019-03-16,9276300
2019-03-17,9291292
2019-03-18,9252514
2019-03-19,9237371
2019-03-20,9222097
2019-03-21,9398217
2019-03-22,9409934
2019-03-23,9469163
2019-03-24,9661879
2019-03-25,9873068
2019-03-26,10140126
2019-03-27,10162361
2019-03-28,10146614
2019-03-29,10118170
2019-03-30,10068286
2019-03-31,9822706
2019-04-01,9715575
2019-04-02,9585125
2019-04-03,9578574
2019-04-04,9560183
2019-04-05,9569153
2019-04-06,9585178
2019-04-07,9701754
2019-04-08,9750804
2019-04-09,9704576
2019-04-10,9687128
2019-04-11,9781114
2019-04-12,10095073
2019-04-13,9927030
2019-04-14,9805984
2019-04-15,9628878
2019-04-16,9465711
2019-04-17,9143882
2019-04-18,8967553
2019-04-19,8885307
2019-04-20,8801474
2019-04-21,8744867
2019-04-22,8661622
2019-04-23,8522237
2019-04-24,8500646
2019-04-25,8465147
2019-04-26,8432699
2019-04-27,8432973
2019-04-28,8522614
2019-04-29,8624127
2019-04-30,8656603
2019-05-01,8716779
2019-05-02,8877394
2019-05-03,8889580
2019-05-04,8881142
2019-05-05,8900922
2019-05-06,8862685
2019-05-07,8701858
2019-05-08,8606256
2019-05-09,8605819
2019-05-10,8549304
2019-05-11,8510336
2019-05-12,8451713
2019-05-13,8391769
2019-05-14,8328027
2019-05-15,8302073
2019-05-16,8282519
2019-05-17,8267192
2019-05-18,8182820
2019-05-19,8230275
2019-05-20,8328832
2019-05-21,8299645
2019-05-22,8270466
2019-05-23,8255825
2019-05-24,8223906
2019-05-25,8200201
2019-05-26,8145534
2019-05-27,8139670
2019-05-28,8175798
2019-05-29,8221240
2019-05-30,8182104
2019-05-31,8160145
2019-06-01,8127586
2019-06-02,8152766
2019-06-03,8082256
2019-06-04,7958320
2019-06-05,8011671
2019-06-06,8014555
2019-06-07,7993475
2019-06-08,7954401
2019-06-09,7902118
2019-06-10,7857390
2019-06-11,7880616
2019-06-12,7818614
2019-06-13,7809920
2019-06-14,7790147
2019-06-15,7857630
2019-06-16,7977522
2019-06-17,7944626
2019-06-18,7880804
2019-06-19,7875519
2019-06-20,7770743
2019-06-21,7715771
2019-06-22,7656713
2019-06-23,7632557
2019-06-24,7713082
2019-06-25,7809726
2019-06-26,7806751
2019-06-27,7685091
2019-06-28,7626358
2019-06-29,7721130
2019-06-30,8033058
2019-07-01,7953025
2019-07-02,8093966
2019-07-03,8217693
2019-07-04,8202197
2019-07-05,8131614
2019-07-06,8049905
2019-07-07,8001719
2019-07-08,7924759
2019-07-09,7859563
2019-07-10,7814700
2019-07-11,7713218
2019-07-12,7679862
2019-07-13,7596182
2019-07-14,7466720
2019-07-15,7408704
2019-07-16,7394518
2019-07-17,7367596
2019-07-18,7359369
2019-07-19,7338926
2019-07-20,7359007
2019-07-21,7312880
2019-07-22,7286753
2019-07-23,7244928
2019-07-24,7256270
2019-07-25,7099334
2019-07-26,7008652
2019-07-27,6890902
2019-07-28,6846809
2019-07-29,6775657
2019-07-30,6702478
2019-07-31,6531226
2019-08-01,6505209
2019-08-02,6455499
2019-08-03,6393817
2019-08-04,6293577
2019-08-05,6215144
2019-08-06,6169823
2019-08-07,6098520
2019-08-08,6051885
2019-08-09,6051576
2019-08-10,6141284
2019-08-11,6283106
2019-08-12,6343994
2019-08-13,6257665
2019-08-14,6248010
2019-08-15,6274731
2019-08-16,6175125
2019-08-17,6169707
2019-08-18,6154170
2019-08-19,6122250
2019-08-20,6190679
2019-08-21,6471990
2019-08-22,6741117
2019-08-23,6734317
2019-08-24,7000936
2019-08-24,7000936
2019-08-25,7103740
2019-08-25,7103740
2019-08-26,7129024
2019-08-26,7129024
2019-08-27,7165389
2019-08-27,7165389
2019-08-28,7246357
2019-08-29,7249921
2019-08-30,7235872
2019-08-31,7209804
2019-09-01,7126904
2019-09-02,7071652
2019-09-03,7007325
2019-09-04,6979677
2019-09-05,6962106
2019-09-06,6954886
2019-09-07,6948414
2019-09-08,6955064
2019-09-09,6951524
2019-09-10,6950882
2019-09-11,6934857
2019-09-12,6992452
2019-09-13,7121471
2019-09-14,7353469
2019-09-15,7488637
2019-09-16,7474694
2019-09-17,7482222
2019-09-18,7443756
2019-09-19,7421739
2019-09-20,7396781
2019-09-21,7599335
2019-09-22,7512102
2019-09-23,7463008
2019-09-24,7414757
2019-09-25,7350181
2019-09-26,7326822
2019-09-27,7237254
2019-09-28,6964964
2019-09-29,6685046
2019-09-30,6632577
2019-10-01,6739614
2019-10-02,6733331
2019-10-03,6682551
2019-10-04,6573413
2019-10-05,6559360
2019-10-06,6502185
2019-10-07,6469785
2019-10-08,6453855
2019-10-09,6453539
2019-10-10,6526580
2019-10-11,6489194
2019-10-12,6443431
2019-10-13,6546785
2019-10-14,6645091
2019-10-15,6627653
2019-10-16,6566232
2019-10-17,6592477
2019-10-18,6603375
2019-10-19,6640266
2019-10-20,6604673
2019-10-21,6559906
2019-10-22,6509615
2019-10-23,6470353
2019-10-24,6384471
2019-10-25,6437277
2019-10-26,6435776
2019-10-27,6490499
2019-10-28,6531873
2019-10-29,6506252
2019-10-30,6434034
2019-10-31,6387223
2019-11-01,6428849
2019-11-02,6381256
2019-11-03,6361872
2019-11-04,6337754
2019-11-05,6314069
2019-11-06,6296722
2019-11-07,6383234
2019-11-08,6558355
2019-11-09,6741595
2019-11-10,6961725
2019-11-11,6942711
2019-11-12,6839943
2019-11-13,6836953
2019-11-14,6904994
2019-11-15,6926824
2019-11-16,7071241
2019-11-17,7306421
2019-11-18,7359574
2019-11-19,7276316
2019-11-20,7192917
2019-11-21,7120689
2019-11-22,7103631
2019-11-23,7156670
2019-11-24,7114424
2019-11-25,7105992
2019-11-26,7180925
2019-11-27,7417293
2019-11-28,7410646
2019-11-29,7526353
2019-11-30,7838282
2019-12-01,8034307
2019-12-02,7974122
2019-12-03,7921585
2019-12-04,8028480
2019-12-05,8342324
2019-12-06,8558827
2019-12-07,8750584
2019-12-08,8719936
2019-12-09,8883496
2019-12-10,8756183
2019-12-11,8742238
2019-12-12,8660929
2019-12-13,8577611
2019-12-14,8494732
2019-12-15,8447953
2019-12-16,8340108
2019-12-17,8354881
2019-12-18,8292701
2019-12-19,8351427
2019-12-20,8716916
2019-12-21,8908062
2019-12-22,8921243
2019-12-23,8884206
2019-12-24,8847183
2019-12-25,8915401
2019-12-26,9012981
2019-12-27,8935821
2019-12-28,8896360
2019-12-29,9061206
2019-12-30,9001467
2019-12-31,9050855
2020-01-01,9111598
2020-01-02,9091069
2020-01-03,9042554
2020-01-04,8959903
2020-01-05,8813355
2020-01-06,8630735
2020-01-07,8367159
2020-01-08,8026823
2020-01-09,8018636
2020-01-10,8011702
2020-01-11,7814467
2020-01-12,7777883
2020-01-13,7823178
2020-01-14,7928210
2020-01-15,7884051
2020-01-16,7839510
2020-01-17,7823119
2020-01-18,7774311
2020-01-19,7766603
2020-01-20,7733433
2020-01-21,7674049
2020-01-22,7517310
2020-01-23,7300571
2020-01-24,7112169
2020-01-25,7040933
2020-01-26,7003561
2020-01-27,6915011
2020-01-28,6881026
2020-01-29,6767772
2020-01-30,6676716
2020-01-31,6691986
2020-02-01,6592151
2020-02-02,6520928
2020-02-03,6408145
2020-02-04,6359475
2020-02-05,6421887
2020-02-06,6163165
2020-02-07,5902468
2020-02-08,5743874
2020-02-09,5637177
2020-02-10,5643963
2020-02-11,5705295
2020-02-12,5734922
2020-02-13,5885476
2020-02-14,5892405
2020-02-15,5960639
2020-02-16,6012930
2020-02-17,6099620
2020-02-18,6245854
2020-02-19,6240067
2020-02-20,6336968
2020-02-21,6474393
2020-02-22,6571325
2020-02-23,6556593
2020-02-24,6632389
2020-02-25,6575299
2020-02-26,6506530
2020-02-27,6507075
2020-02-28,6459661
2020-02-29,6402803
2020-03-01,6383057
2020-03-02,6347437
2020-03-03,6311155
2020-03-04,6294740
2020-03-05,6227912
2020-03-06,6188123
2020-03-07,6199112
2020-03-08,6193717
2020-03-09,6153990
2020-03-10,6095356
2020-03-11,6088620
2020-03-12,6042264
2020-03-13,6009872
2020-03-14,6013601
2020-03-15,6002759
2020-03-16,5960113
2020-03-17,5975662
2020-03-18,5966925
2020-03-19,5981393
2020-03-20,6067940
2020-03-21,6357078
2020-03-22,6521432
2020-03-23,6767723
2020-03-24,7031883
2020-03-25,7314557
2020-03-26,7318777
2020-03-27,7415244
2020-03-28,7416553
2020-03-29,7340921
2020-03-30,7304296
2020-03-31,7272851
2020-04-01,7220704
2020-04-02,7079645
2020-04-03,7062906
2020-04-04,7051078
2020-04-05,7018469
2020-04-06,7002576
2020-04-07,6933904
2020-04-08,6851023
2020-04-09,6878381
2020-04-10,6709897
2020-04-11,6629087
2020-04-12,6478391
2020-04-13,6392094
2020-04-14,6417812
2020-04-15,6336317
2020-04-16,6292949
2020-04-17,6330690
2020-04-18,6518163
2020-04-19,6613463
2020-04-20,6728772
2020-04-21,6706395
2020-04-22,6701187
2020-04-23,6679762
2020-04-24,6654883
2020-04-25,6530787
2020-04-26,6496518
2020-04-27,6530682
2020-04-28,6615256
2020-04-29,6815421
2020-04-30,6870647
2020-05-01,6764630
2020-05-02,6772426
2020-05-03,6701293
2020-05-04,6689968
2020-05-05,6718215
2020-05-06,6676247
2020-05-07,6604896
2020-05-08,6657565
2020-05-09,6594482
2020-05-10,6612198
2020-05-11,6618932
2020-05-12,6703545
2020-05-13,6650007
