date_obj,Hill%20giant%20club price
2017-03-08,1209215
2017-03-09,1209215
2017-03-10,1209215
2017-03-11,1209215
2017-03-12,1184901
2017-03-13,1184901
2017-03-14,1184901
2017-03-15,1184901
2017-03-16,1149334
2017-03-17,1149334
2017-03-18,1149334
2017-03-19,1149334
2017-03-20,1112777
2017-03-21,1112777
2017-03-22,1112777
2017-03-23,1112777
2017-03-24,1073451
2017-03-25,1073451
2017-03-26,1073451
2017-03-27,1073451
2017-03-28,1068403
2017-03-29,1068403
2017-03-30,1068403
2017-03-31,1068403
2017-04-01,1040695
2017-04-02,1040695
2017-04-03,1040695
2017-04-04,1040695
2017-04-12,1033791
2017-04-13,1033791
2017-04-14,1010930
2017-04-15,1010930
2017-04-16,1010930
2017-04-17,991579
2017-04-18,991579
2017-04-19,991579
2017-04-20,991579
2017-04-21,974612
2017-04-22,974612
2017-04-23,974612
2017-04-24,974612
2017-04-25,931158
2017-04-26,931158
2017-04-27,931158
2017-04-28,905240
2017-04-29,905240
2017-04-30,905240
2017-05-01,923967
2017-05-02,923967
2017-05-03,923967
2017-05-04,930132
2017-05-05,930132
2017-05-06,930132
2017-05-07,930132
2017-05-08,966318
2017-05-09,966318
2017-05-10,966318
2017-05-11,993661
2017-05-12,993661
2017-05-13,993661
2017-05-14,996092
2017-05-15,996092
2017-05-16,996092
2017-05-17,996092
2017-05-18,1011128
2017-05-19,1011128
2017-05-20,1011128
2017-05-21,1011128
2017-05-22,1027623
2017-05-23,1027623
2017-05-24,1027623
2017-05-25,1027623
2017-05-26,1017749
2017-05-27,1017749
2017-05-28,1017749
2017-05-29,1017749
2017-05-30,994260
2017-05-31,994260
2017-06-01,994260
2017-06-02,994260
2017-06-03,964861
2017-06-04,964861
2017-06-06,928699
2017-06-07,928699
2017-06-08,928699
2017-06-09,928699
2017-06-10,934933
2017-06-11,934933
2017-06-12,934933
2017-06-13,934933
2017-06-14,910194
2017-06-15,910194
2017-06-16,910194
2017-06-17,910194
2017-06-18,873697
2017-06-19,873697
2017-06-20,873697
2017-06-21,873697
2017-06-22,838127
2017-06-23,838127
2017-06-24,838127
2017-06-25,838127
2017-06-26,806594
2017-06-27,806594
2017-06-28,806594
2017-06-29,806594
2017-06-30,777073
2017-07-01,777073
2017-07-02,777073
2017-07-03,777073
2017-07-04,777073
2017-07-05,743699
2017-07-06,743699
2017-07-07,743699
2017-07-08,743699
2017-07-13,698753
2017-07-14,698753
2017-07-15,698753
2017-07-16,698753
2017-07-17,701036
2017-07-18,701036
2017-07-19,701036
2017-07-20,727765
2017-07-21,727765
2017-07-22,762215
2017-07-23,762215
2017-07-24,762215
2017-07-25,797552
2017-07-26,797552
2017-07-27,829898
2017-07-28,829898
2017-07-29,829898
2017-07-30,869190
2017-07-31,869190
2017-08-01,869190
2017-08-02,906297
2017-08-03,906297
2017-08-04,906297
2017-08-05,879868
2017-08-06,879868
2017-08-09,865935
2017-08-10,865935
2017-08-11,865935
2017-08-12,899534
2017-08-13,899534
2017-08-14,899534
2017-08-15,936100
2017-08-16,936100
2017-08-17,936100
2017-08-18,936100
2017-08-19,978457
2017-08-20,978457
2017-08-21,978457
2017-08-22,997801
2017-08-23,997801
2017-08-24,997801
2017-08-25,997801
2017-08-26,987078
2017-08-27,987078
2017-08-28,987078
2017-08-29,987078
2017-08-30,975344
2017-08-31,975344
2017-09-01,975344
2017-09-02,975344
2017-09-03,954385
2017-09-04,954385
2017-09-05,954385
2017-09-06,954385
2017-09-07,921241
2017-09-08,921241
2017-09-09,921241
2017-09-10,921241
2017-09-11,892525
2017-09-12,892525
2017-09-13,892525
2017-09-14,892525
2017-09-15,869106
2017-09-16,869106
2017-09-17,869106
2017-09-18,839515
2017-09-19,839515
2017-09-20,839515
2017-09-21,839515
2017-09-22,828390
2017-09-23,828390
2017-09-24,828390
2017-09-25,828390
2017-09-26,813309
2017-09-27,813309
2017-09-28,813309
2017-09-29,813309
2017-09-30,789745
2017-10-01,789745
2017-10-02,789745
2017-10-03,789745
2017-10-04,789745
2017-10-05,755246
2017-10-06,755246
2017-10-07,755246
2017-10-08,719727
2017-10-09,719727
2017-10-10,719727
2017-10-11,719727
2017-10-12,685810
2017-10-13,685810
2017-10-14,685810
2017-10-15,685810
2017-10-16,664290
2017-10-17,664290
2017-10-18,664290
2017-10-19,664290
2017-10-20,664290
2017-10-21,693152
2017-10-22,693152
2017-10-23,693152
2017-10-24,693152
2017-10-25,720649
2017-10-26,720649
2017-10-27,720649
2017-10-28,720649
2017-10-29,729587
2017-10-30,729587
2017-10-31,729587
2017-11-01,729587
2017-11-02,742180
2017-11-03,742180
2017-11-04,742180
2017-11-05,742180
2017-11-06,770523
2017-11-07,770523
2017-11-08,770523
2017-11-09,770523
2017-11-10,770523
2017-11-11,754442
2017-11-12,754442
2017-11-13,754442
2017-11-14,754442
2017-11-15,733971
2017-11-16,733971
2017-11-17,733971
2017-11-18,733971
2017-11-19,710952
2017-11-20,710952
2017-11-21,710952
2017-11-22,685040
2017-11-23,685040
2017-11-24,685040
2017-11-25,652155
2017-11-26,652155
2017-11-27,652155
2017-11-28,652155
2017-11-29,620244
2017-11-30,620244
2017-12-01,620244
2017-12-02,603002
2017-12-03,603002
2017-12-04,603002
2017-12-05,577043
2017-12-06,577043
2017-12-07,577043
2017-12-08,577043
2017-12-09,555431
2017-12-10,555431
2017-12-11,555431
2017-12-12,543149
2017-12-13,543149
2017-12-14,543149
2017-12-15,528340
2017-12-16,528340
2017-12-17,528340
2017-12-18,528340
2017-12-19,530287
2017-12-20,530287
2017-12-21,530287
2017-12-22,533842
2017-12-23,533842
2017-12-24,533842
2017-12-25,527254
2017-12-26,527254
2017-12-27,527254
2017-12-28,527254
2017-12-29,517347
2017-12-30,517347
2017-12-31,517347
2018-01-01,514184
2018-01-02,514184
2018-01-03,514184
2018-01-04,514184
2018-01-05,510414
2018-01-06,510414
2018-01-07,510414
2018-01-08,498478
2018-01-09,498478
2018-01-10,498478
2018-01-11,498478
2018-01-12,482224
2018-01-13,482224
2018-01-14,482224
2018-01-15,482224
2018-01-16,468306
2018-01-17,468306
2018-01-18,468306
2018-01-19,468306
2018-01-20,481496
2018-01-21,481496
2018-01-22,481496
2018-01-23,475492
2018-01-25,478878
2018-01-26,478878
2018-01-27,485145
2018-01-28,485145
2018-01-29,493826
2018-01-30,493826
2018-01-31,496386
2018-02-01,496386
2018-02-02,496386
2018-02-03,519698
2018-02-04,519698
2018-02-05,519698
2018-02-06,542523
2018-02-07,542523
2018-02-08,542523
2018-02-09,569650
2018-02-10,569650
2018-02-11,569650
2018-02-12,598133
2018-02-13,598133
2018-02-14,624710
2018-02-15,624710
2018-02-16,624710
2018-02-17,654149
2018-02-18,654149
2018-02-19,638282
2018-02-20,638282
2018-02-21,638282
2018-02-22,618736
2018-02-23,618736
2018-02-24,597353
2018-02-25,597353
2018-02-26,580953
2018-02-27,580953
2018-02-28,580953
2018-03-01,607305
2018-03-02,607305
2018-03-03,602195
2018-03-04,602195
2018-03-05,602195
2018-03-06,624018
2018-03-07,624018
2018-03-08,624018
2018-03-09,626530
2018-03-10,626530
2018-03-11,640540
2018-03-12,640540
2018-03-13,640540
2018-03-14,662447
2018-03-15,662447
2018-03-16,662447
2018-03-17,636539
2018-03-18,636539
2018-03-19,636539
2018-03-20,624851
2018-03-21,624851
2018-03-23,612045
2018-03-24,612045
2018-03-25,612045
2018-03-26,626748
2018-03-27,626748
2018-03-28,626748
2018-03-29,649392
2018-03-30,649392
2018-03-31,649392
2018-04-01,649392
2018-04-02,668056
2018-04-03,668056
2018-04-04,683187
2018-04-05,683187
2018-04-06,716354
2018-04-07,716354
2018-04-08,752172
2018-04-09,787626
2018-04-10,824503
2018-04-11,861772
2018-04-12,893248
2018-04-13,893248
2018-04-14,911314
2018-04-15,911314
2018-04-16,896614
2018-04-17,896614
2018-04-18,876141
2018-04-19,876141
2018-04-20,864919
2018-04-21,864919
2018-04-22,842906
2018-04-23,842906
2018-04-24,833764
2018-04-25,833764
2018-04-26,814976
2018-04-27,814976
2018-04-28,786123
2018-04-29,786123
2018-04-30,774982
2018-05-01,774982
2018-05-03,763186
2018-05-04,763186
2018-05-05,762417
2018-05-06,762417
2018-05-07,773947
2018-05-08,773947
2018-05-09,785913
2018-05-10,785913
2018-05-11,807351
2018-05-12,807351
2018-05-13,837813
2018-05-14,837813
2018-05-15,864771
2018-05-16,864771
2018-05-17,853544
2018-05-18,853544
2018-05-19,863683
2018-05-20,863683
2018-05-21,869079
2018-05-22,869079
2018-05-23,853002
2018-05-24,853002
2018-05-25,831901
2018-05-26,831901
2018-05-27,837956
2018-05-28,837956
2018-05-29,851970
2018-05-30,851970
2018-05-31,834649
2018-06-01,834649
2018-06-02,827672
2018-06-03,827672
2018-06-04,827672
2018-06-05,821249
2018-06-06,821249
2018-06-07,800822
2018-06-08,800822
2018-06-09,784904
2018-06-10,784904
2018-06-11,768815
2018-06-12,768815
2018-06-13,776685
2018-06-14,776685
2018-06-15,776685
2018-06-16,777951
2018-06-17,777951
2018-06-18,773815
2018-06-19,773815
2018-06-20,773815
2018-06-21,769954
2018-06-22,769954
2018-06-23,783086
2018-06-24,783086
2018-06-25,793525
2018-06-26,793525
2018-06-27,793525
2018-06-28,778537
2018-06-29,778537
2018-06-30,797426
2018-07-01,797426
2018-07-02,794825
2018-07-03,794825
2018-07-04,794825
2018-07-05,814224
2018-07-06,814224
2018-07-07,810392
2018-07-08,810392
2018-07-09,810392
2018-07-10,791870
2018-07-11,791870
2018-07-12,791870
2018-07-13,779280
2018-07-14,779280
2018-07-15,793310
2018-07-16,793310
2018-07-17,791338
2018-07-18,791338
2018-07-19,801672
2018-07-20,801672
2018-07-21,823732
2018-07-22,823732
2018-07-23,826735
2018-07-24,826735
2018-07-25,826735
2018-07-26,847114
2018-07-27,847114
2018-07-28,842881
2018-07-29,842881
2018-07-30,833088
2018-07-31,843230
2018-08-01,843230
2018-08-02,845928
2018-08-03,845928
2018-08-04,846385
2018-08-05,846385
2018-08-06,848262
2018-08-07,848262
2018-08-08,840895
2018-08-09,840895
2018-08-10,840895
2018-08-11,846770
2018-08-12,846770
2018-08-14,848477
2018-08-16,845008
2018-08-17,845008
2018-08-18,842031
2018-08-19,842031
2018-08-20,845407
2018-08-21,845407
2018-08-22,848417
2018-08-23,848417
2018-08-24,846911
2018-08-25,846911
2018-08-26,846449
2018-08-27,846449
2018-08-28,852627
2018-08-29,852627
2018-08-30,852627
2018-08-31,845878
2018-09-01,845878
2018-09-02,833103
2018-09-03,833103
2018-09-04,834211
2018-09-05,834211
2018-09-06,834211
2018-09-07,852990
2018-09-08,852990
2018-09-09,854135
2018-09-10,854135
2018-09-11,844296
2018-09-12,844296
2018-09-13,838206
2018-09-14,838206
2018-09-15,833900
2018-09-16,833900
2018-09-17,833900
2018-09-18,827724
2018-09-19,827724
2018-09-20,826420
2018-09-21,826420
2018-09-22,818998
2018-09-23,818998
2018-09-24,814117
2018-09-25,814117
2018-09-26,799642
2018-09-27,799642
2018-09-28,789701
2018-09-29,789701
2018-09-30,788484
2018-10-01,788484
2018-10-02,785290
2018-10-03,785290
2018-10-04,773333
2018-10-05,773333
2018-10-06,768768
2018-10-07,768768
2018-10-08,768768
2018-10-09,764482
2018-10-10,764482
2018-10-11,753426
2018-10-12,753426
2018-10-13,739847
2018-10-14,739847
2018-10-15,709898
2018-10-16,709898
2018-10-17,694668
2018-10-18,694668
2018-10-19,689421
2018-10-20,689421
2018-10-21,689421
2018-10-22,693485
2018-10-23,693485
2018-10-24,717030
2018-10-25,717030
2018-10-26,740389
2018-10-27,740389
2018-10-28,750763
2018-10-29,750763
2018-10-30,773293
2018-10-31,773293
2018-11-01,784275
2018-11-03,790187
2018-11-04,790187
2018-11-05,782670
2018-11-06,787864
2018-11-07,787864
2018-11-08,786034
2018-11-09,786034
2018-11-10,800300
2018-11-11,800300
2018-11-12,836006
2018-11-13,836006
2018-11-14,877807
2018-11-15,908086
2018-11-16,945291
2018-11-17,945291
2018-11-18,990947
2018-11-19,990947
2018-11-20,1027108
2018-11-21,1027108
2018-11-22,1043431
2018-11-23,1043431
2018-11-24,1018467
2018-11-25,981470
2018-11-26,981470
2018-11-27,970001
2018-11-28,964382
2018-11-29,941975
2018-12-01,932682
2018-12-02,952631
2018-12-03,952631
2018-12-04,957356
2018-12-05,941000
2018-12-07,938460
2018-12-09,936942
2018-12-10,952032
2018-12-11,952032
2018-12-12,943193
2018-12-13,936235
2018-12-14,932991
2018-12-15,932991
2018-12-16,928266
2018-12-17,928266
2018-12-18,921826
2018-12-19,915160
2018-12-20,909076
2018-12-21,909692
2018-12-22,909692
2018-12-23,906295
2018-12-24,914158
2018-12-25,914222
2018-12-26,914222
2018-12-27,904596
2018-12-28,904596
2018-12-29,898715
2018-12-30,887034
2018-12-31,878985
2019-01-01,878985
2019-01-02,864446
2019-01-03,853465
2019-01-04,853465
2019-01-05,824964
2019-01-06,816161
2019-01-08,818297
2019-01-10,810049
2019-01-11,810049
2019-01-12,785258
2019-01-13,746100
2019-01-14,731454
2019-01-15,715556
2019-01-16,699304
2019-01-17,687966
2019-01-18,668124
2019-01-19,663924
2019-01-20,658225
2019-01-21,658225
2019-01-22,655448
2019-01-23,671511
2019-01-24,684874
2019-01-25,700976
2019-01-26,697557
2019-01-27,685438
2019-01-28,683719
2019-01-29,685774
2019-01-30,690011
2019-01-31,690011
2019-02-01,681039
2019-02-02,681039
2019-02-03,680882
2019-02-04,680882
2019-02-05,674500
2019-02-06,674500
2019-02-07,671343
2019-02-08,667170
2019-02-09,667170
2019-02-10,658627
2019-02-11,657286
2019-02-12,657286
2019-02-13,647870
2019-02-14,647870
2019-02-15,647210
2019-02-16,644913
2019-02-17,644913
2019-02-18,640452
2019-02-19,640452
2019-02-20,629839
2019-02-21,627336
2019-02-22,627336
2019-02-23,621069
2019-02-24,616664
2019-02-25,612921
2019-02-26,612921
2019-02-27,607514
2019-02-28,607514
2019-03-01,597316
2019-03-02,591811
2019-03-03,586065
2019-03-04,574412
2019-03-05,569669
2019-03-06,561416
2019-03-07,550430
2019-03-08,550430
2019-03-09,548273
2019-03-10,541922
2019-03-11,541922
2019-03-12,535222
2019-03-13,535222
2019-03-14,545602
2019-03-15,545602
2019-03-16,543725
2019-03-17,547774
2019-03-18,547774
2019-03-19,563076
2019-03-20,568377
2019-03-21,562367
2019-03-22,562367
2019-03-23,573825
2019-03-24,570504
2019-03-25,570504
2019-03-26,564540
2019-03-27,564540
2019-03-28,561781
2019-03-29,560169
2019-03-30,560169
2019-03-31,547815
2019-04-01,553660
2019-04-02,553660
2019-04-03,563630
2019-04-04,587863
2019-04-05,587863
2019-04-06,607725
2019-04-07,604472
2019-04-08,600408
2019-04-09,600408
2019-04-10,596792
2019-04-11,596792
2019-04-12,600546
2019-04-13,604688
2019-04-14,608877
2019-04-15,608877
2019-04-16,603991
2019-04-17,603991
2019-04-18,598467
2019-04-19,598467
2019-04-20,594566
2019-04-21,594566
2019-04-22,590583
2019-04-23,573814
2019-04-24,573814
2019-04-25,572288
2019-04-26,563014
2019-04-27,563014
2019-04-28,555560
2019-04-29,555560
2019-04-30,552466
2019-05-01,552466
2019-05-02,538346
2019-05-03,536005
2019-05-04,537477
2019-05-05,537477
2019-05-06,538411
2019-05-07,538411
2019-05-08,534889
2019-05-09,534889
2019-05-10,527271
2019-05-11,527271
2019-05-12,522622
2019-05-13,534515
2019-05-14,529750
2019-05-15,529750
2019-05-16,532469
2019-05-17,532469
2019-05-18,530362
2019-05-19,530362
2019-05-20,528508
2019-05-21,528508
2019-05-22,533543
2019-05-23,527793
2019-05-24,527793
2019-05-25,542068
2019-05-26,542068
2019-05-27,535572
2019-05-28,521217
2019-05-29,514521
2019-05-30,514521
2019-05-31,520064
2019-06-01,520064
2019-06-02,515125
2019-06-03,522650
2019-06-04,525075
2019-06-05,519451
2019-06-06,527833
2019-06-07,528499
2019-06-08,530159
2019-06-09,532734
2019-06-10,532734
2019-06-11,527772
2019-06-12,527772
2019-06-13,526823
2019-06-14,527358
2019-06-15,527358
2019-06-16,526927
2019-06-17,532036
2019-06-18,532036
2019-06-19,544964
2019-06-20,540341
2019-06-21,540341
2019-06-22,535504
2019-06-23,537663
2019-06-24,537663
2019-06-25,554149
2019-06-26,569141
2019-06-27,558755
2019-06-28,558755
2019-06-29,560129
2019-06-30,564589
2019-07-01,564589
2019-07-02,558174
2019-07-03,558174
2019-07-04,564703
2019-07-05,563793
2019-07-06,563793
2019-07-07,558766
2019-07-08,558766
2019-07-09,556141
2019-07-10,556141
2019-07-11,553123
2019-07-12,543597
2019-07-13,543597
2019-07-14,535556
2019-07-15,535556
2019-07-16,533665
2019-07-17,531525
2019-07-18,531525
2019-07-19,526145
2019-07-20,526145
2019-07-21,522472
2019-07-22,522044
2019-07-23,521549
2019-07-24,521549
2019-07-25,522096
2019-07-26,522096
2019-07-27,532119
2019-07-28,532119
2019-07-29,522412
2019-07-30,522412
2019-07-31,525580
2019-08-01,525580
2019-08-02,531078
2019-08-03,536055
2019-08-04,536055
2019-08-05,545421
2019-08-06,545421
2019-08-07,548891
2019-08-08,548891
2019-08-09,548160
2019-08-10,559387
2019-08-11,559387
2019-08-12,560422
2019-08-13,560422
2019-08-14,555322
2019-08-15,555322
2019-08-16,554549
2019-08-17,554549
2019-08-18,555048
2019-08-19,555048
2019-08-20,558226
2019-08-21,558226
2019-08-22,569964
2019-08-23,569964
2019-08-24,577540
2019-08-24,577540
2019-08-25,577540
2019-08-25,577540
2019-08-26,578642
2019-08-26,578642
2019-08-27,578642
2019-08-27,578642
2019-08-28,578589
2019-08-29,578589
2019-08-30,577410
2019-08-31,577410
2019-09-01,580393
2019-09-02,580393
2019-09-03,589465
2019-09-04,593407
2019-09-05,593407
2019-09-06,608086
2019-09-07,637295
2019-09-08,646252
2019-09-09,646252
2019-09-10,637262
2019-09-11,637613
2019-09-12,637613
2019-09-13,641194
2019-09-14,643003
2019-09-15,643003
2019-09-16,655721
2019-09-17,655721
2019-09-18,661729
2019-09-19,661729
2019-09-20,656964
2019-09-21,647035
2019-09-22,647035
2019-09-23,644012
2019-09-24,644012
2019-09-25,639793
2019-09-26,636380
2019-09-27,636380
2019-09-28,631570
2019-09-29,631570
2019-09-30,628648
2019-10-01,628150
2019-10-02,628150
2019-10-03,631188
2019-10-04,631188
2019-10-05,632248
2019-10-06,625674
2019-10-07,625674
2019-10-08,622240
2019-10-09,622240
2019-10-10,617593
2019-10-11,617593
2019-10-12,612260
2019-10-13,627173
2019-10-14,629567
2019-10-15,629567
2019-10-16,634078
2019-10-17,634078
2019-10-18,642909
2019-10-19,661726
2019-10-20,661726
2019-10-21,690051
2019-10-22,690051
2019-10-23,704048
2019-10-24,704048
2019-10-25,701173
2019-10-26,710863
2019-10-27,710863
2019-10-28,743757
2019-10-29,743757
2019-10-30,755710
2019-10-31,757986
2019-11-01,757986
2019-11-02,769122
2019-11-03,764670
2019-11-04,764670
2019-11-05,765151
2019-11-06,765151
2019-11-07,784417
2019-11-08,784417
2019-11-09,794523
2019-11-10,792185
2019-11-11,785465
2019-11-12,785465
2019-11-13,781325
2019-11-14,781325
2019-11-15,773690
2019-11-16,759485
2019-11-17,759485
2019-11-18,759608
2019-11-19,759608
2019-11-20,745286
2019-11-21,745286
2019-11-22,738454
2019-11-23,726630
2019-11-24,712109
2019-11-25,687156
2019-11-26,677546
2019-11-27,677546
2019-11-28,671714
2019-11-29,671714
2019-11-30,664599
2019-12-01,664599
2019-12-02,659305
2019-12-03,649148
2019-12-04,649148
2019-12-05,649890
2019-12-06,649890
2019-12-07,645077
2019-12-08,645077
2019-12-09,642036
2019-12-10,643262
2019-12-11,643262
2019-12-12,650588
2019-12-13,656686
2019-12-14,658791
2019-12-15,674636
2019-12-16,674636
2019-12-17,677859
2019-12-18,677859
2019-12-19,676479
2019-12-20,671512
2019-12-21,665980
2019-12-22,658661
2019-12-23,658661
2019-12-24,661253
2019-12-25,665158
2019-12-26,665158
2019-12-27,664679
2019-12-28,665313
2019-12-29,665313
2019-12-30,673613
2019-12-31,672813
2020-01-01,696772
2020-01-02,678343
2020-01-03,678343
2020-01-04,678285
2020-01-05,675373
2020-01-06,675373
2020-01-07,671575
2020-01-08,671575
2020-01-09,687925
2020-01-10,681235
2020-01-11,682592
2020-01-12,686302
2020-01-13,686302
2020-01-14,681968
2020-01-15,684378
2020-01-16,675365
2020-01-17,679260
2020-01-18,679260
2020-01-19,687671
2020-01-20,687671
2020-01-21,683430
2020-01-22,680731
2020-01-23,677238
2020-01-24,674194
2020-01-25,674194
2020-01-26,679183
2020-01-27,683411
2020-01-28,683411
2020-01-29,687936
2020-01-30,687936
2020-01-31,692257
2020-02-01,720043
2020-02-02,745647
2020-02-03,745647
2020-02-04,743192
2020-02-05,743192
2020-02-06,729899
2020-02-07,729899
2020-02-08,720844
2020-02-09,709423
2020-02-10,692399
2020-02-11,692399
2020-02-12,671496
2020-02-13,671496
2020-02-14,654848
2020-02-15,654848
2020-02-16,643079
2020-02-17,636887
2020-02-18,622665
2020-02-19,622665
2020-02-20,625009
2020-02-21,625009
2020-02-22,620514
2020-02-23,620514
2020-02-24,625949
2020-02-25,625949
2020-02-26,620175
2020-02-27,620175
2020-02-28,617373
2020-02-29,617373
2020-03-01,615401
2020-03-02,615401
2020-03-03,610567
2020-03-04,610567
2020-03-05,606024
2020-03-06,615143
2020-03-07,615143
2020-03-08,618277
2020-03-09,620636
2020-03-10,621573
2020-03-11,621573
2020-03-12,616998
2020-03-13,616998
2020-03-14,605416
2020-03-15,599418
2020-03-16,588237
2020-03-17,583961
2020-03-18,583961
2020-03-19,578543
2020-03-20,572994
2020-03-21,565576
2020-03-22,556080
2020-03-23,562536
2020-03-24,569667
2020-03-25,566162
2020-03-26,554724
2020-03-27,557363
2020-03-28,554324
2020-03-29,552590
2020-03-30,561678
2020-03-31,561678
2020-04-01,563276
2020-04-02,554262
2020-04-03,554262
2020-04-04,551724
2020-04-05,552715
2020-04-06,562967
2020-04-07,576833
2020-04-08,572696
2020-04-09,550071
2020-04-10,550071
2020-04-11,543372
2020-04-12,540019
2020-04-13,540019
2020-04-14,534572
2020-04-15,527689
2020-04-16,527689
2020-04-17,517225
2020-04-18,506182
2020-04-19,500300
2020-04-20,498625
2020-04-21,499834
2020-04-22,499431
2020-04-23,504345
2020-04-24,496211
2020-04-25,494847
2020-04-26,488380
2020-04-27,486472
2020-04-28,478926
2020-04-29,478926
2020-04-30,483504
2020-05-01,483504
2020-05-02,471091
2020-05-03,462450
2020-05-04,462450
2020-05-05,460499
2020-05-06,469858
2020-05-07,461270
2020-05-08,461270
2020-05-09,456797
2020-05-10,455044
2020-05-11,455044
2020-05-12,450655
2020-05-13,453229
