date_obj,Studded%20body%20(t) price
2015-03-26,8487
2015-03-27,8487
2015-03-28,8062
2015-03-29,7839
2015-03-30,7504
2015-03-31,7504
2015-04-01,7332
2015-04-02,7332
2015-04-03,7108
2015-04-04,6953
2015-04-05,6953
2015-04-06,6777
2015-04-07,6777
2015-04-08,6705
2015-04-09,6705
2015-04-10,6667
2015-04-11,6667
2015-04-12,6520
2015-04-13,6520
2015-04-14,6511
2015-04-15,6511
2015-04-16,6287
2015-04-17,6287
2015-04-18,5990
2015-04-19,5990
2015-04-20,5859
2015-04-21,5859
2015-04-22,5631
2015-04-23,5536
2015-04-24,5536
2015-04-25,5601
2015-04-26,5601
2015-04-27,5473
2015-04-28,5475
2015-04-29,5475
2015-04-30,5316
2015-05-01,5316
2015-05-02,5103
2015-05-03,5103
2015-05-04,4906
2015-05-05,4906
2015-05-06,4780
2015-05-07,4780
2015-05-08,4612
2015-05-09,4663
2015-05-10,4663
2015-05-11,4733
2015-05-12,4773
2015-05-13,4773
2015-05-14,4618
2015-05-15,4618
2015-05-16,4587
2015-05-17,4528
2015-05-18,4528
2015-05-19,4595
2015-05-20,4595
2015-05-21,4595
2015-05-22,4454
2015-05-23,4454
2015-05-24,4415
2015-05-25,4415
2015-05-26,4321
2015-05-27,4321
2015-05-28,4250
2015-05-29,4250
2015-05-30,4116
2015-05-31,4116
2015-06-01,4155
2015-06-02,4155
2015-06-03,4155
2015-06-04,4166
2015-06-05,4166
2015-06-06,4353
2015-06-07,4353
2015-06-08,4353
2015-06-09,4543
2015-06-10,4543
2015-06-11,4543
2015-06-12,4630
2015-06-13,4630
2015-06-14,4596
2015-06-15,4596
2015-06-16,4683
2015-06-17,4683
2015-06-18,4678
2015-06-19,4678
2015-06-20,4704
2015-06-21,4704
2015-06-22,4736
2015-06-23,4736
2015-06-24,4640
2015-06-25,4640
2015-06-26,4523
2015-06-27,4523
2015-06-28,4530
2015-06-29,4530
2015-06-30,4556
2015-07-01,4556
2015-07-02,4556
2015-07-03,4479
2015-07-04,4479
2015-07-05,4479
2015-07-06,4372
2015-07-07,4372
2015-07-08,4372
2015-07-09,4482
2015-07-10,4482
2015-07-11,4394
2015-07-12,4394
2015-07-13,4394
2015-07-14,4429
2015-07-15,4429
2015-07-16,4497
2015-07-17,4493
2015-07-18,4493
2015-07-19,4667
2015-07-20,4667
2015-07-21,4745
2015-07-22,4745
2015-07-23,4896
2015-07-24,4896
2015-07-25,5079
2015-07-26,5079
2015-07-27,4984
2015-07-28,4984
2015-07-29,5197
2015-07-30,5197
2015-07-31,5197
2015-08-01,5305
2015-08-02,5305
2015-08-03,5144
2015-08-04,5144
2015-08-05,5067
2015-08-06,5067
2015-08-07,5067
2015-08-08,4954
2015-08-09,4954
2015-08-10,4960
2015-08-11,4960
2015-08-12,4960
2015-08-13,4998
2015-08-14,4998
2015-08-15,5013
2015-08-16,5013
2015-08-17,5074
2015-08-18,5074
2015-08-19,5054
2015-08-20,5054
2015-08-21,5190
2015-08-22,5190
2015-08-23,5274
2015-08-24,5401
2015-08-25,5401
2015-08-26,5401
2015-08-27,5413
2015-08-28,5413
2015-08-29,5451
2015-08-30,5451
2015-08-31,5451
2015-09-01,5403
2015-09-02,5403
2015-09-03,5403
2015-09-04,5348
2015-09-05,5348
2015-09-06,5449
2015-09-07,5449
2015-09-08,5406
2015-09-09,5406
2015-09-10,5369
2015-09-11,5369
2015-09-12,5299
2015-09-13,5299
2015-09-14,5299
2015-09-15,5345
2015-09-16,5345
2015-09-17,5422
2015-09-18,5422
2015-09-19,5485
2015-09-20,5485
2015-09-21,5485
2015-09-22,5612
2015-09-23,5612
2015-09-24,5612
2015-09-25,5526
2015-09-27,5572
2015-09-28,5572
2015-09-29,5546
2015-09-30,5546
2015-10-05,5391
2015-10-06,5493
2015-10-07,5493
2015-10-08,5493
2015-10-09,5642
2015-10-10,5642
2015-10-11,5642
2015-10-12,5862
2015-10-13,5862
2015-10-14,5862
2015-10-15,6053
2015-10-16,6053
2015-10-17,6053
2015-10-18,6281
2015-10-19,6281
2015-10-20,6421
2015-10-22,6421
2015-10-23,6543
2015-10-24,6543
2015-10-25,6556
2015-10-26,6556
2015-10-27,6556
2015-10-29,6328
2015-10-30,6328
2015-10-31,6159
2015-11-01,6159
2015-11-02,6159
2015-11-03,6159
2015-11-04,6089
2015-11-05,6089
2015-11-06,6089
2015-11-07,6087
2015-11-08,6087
2015-11-09,6087
2015-11-10,6098
2015-11-11,6098
2015-11-12,6111
2015-11-13,6111
2015-11-14,6111
2015-11-15,6154
2015-11-16,6154
2015-11-17,6226
2015-11-18,6226
2015-11-19,6145
2015-11-20,6145
2015-11-21,6145
2015-11-22,6026
2015-11-23,6026
2015-11-24,6026
2015-11-25,5893
2015-11-26,5893
2015-11-27,5979
2015-11-28,5979
2015-11-29,5936
2015-11-30,5936
2015-12-01,5868
2015-12-02,5868
2015-12-03,6062
2015-12-04,6062
2015-12-05,6062
2015-12-06,6168
2015-12-07,6168
2015-12-08,6168
2015-12-09,6030
2015-12-10,6030
2015-12-11,6055
2015-12-13,6033
2015-12-14,6033
2015-12-15,6033
2015-12-16,5956
2015-12-17,5956
2015-12-18,5957
2015-12-19,5957
2015-12-20,6076
2015-12-21,6076
2015-12-22,6079
2015-12-23,6079
2015-12-24,6079
2015-12-25,6088
2015-12-26,6088
2015-12-27,6269
2015-12-28,6269
2015-12-29,6298
2015-12-30,6298
2015-12-31,6450
2016-01-01,6450
2016-01-02,6450
2016-01-03,6486
2016-01-04,6486
2016-01-05,6461
2016-01-06,6461
2016-01-07,6513
2016-01-08,6513
2016-01-09,6499
2016-01-10,6499
2016-01-11,6706
2016-01-12,6706
2016-01-13,6613
2016-01-14,6613
2016-01-15,6546
2016-01-16,6546
2016-01-17,6642
2016-01-18,6642
2016-01-19,6642
2016-01-20,6499
2016-01-21,6499
2016-01-22,6499
2016-01-23,6601
2016-01-24,6601
2016-01-25,6515
2016-01-26,6515
2016-01-27,6510
2016-01-28,6510
2016-01-29,6606
2016-01-30,6606
2016-01-31,6606
2016-02-01,6405
2016-02-02,6405
2016-02-03,6405
2016-02-04,6264
2016-02-05,6264
2016-02-06,6097
2016-02-07,6097
2016-02-08,6097
2016-02-09,5915
2016-02-10,5915
2016-02-11,5845
2016-02-12,5845
2016-02-13,5716
2016-02-14,5716
2016-02-15,5716
2016-02-16,5836
2016-02-17,5836
2016-02-18,5836
2016-02-19,5786
2016-02-20,5786
2016-02-21,5632
2016-02-22,5632
2016-02-23,5472
2016-02-24,5472
2016-02-25,5358
2016-02-26,5358
2016-02-27,5350
2016-02-28,5350
2016-02-29,5350
2016-03-01,5276
2016-03-02,5276
2016-03-03,5276
2016-03-04,5178
2016-03-05,5178
2016-03-06,5233
2016-03-07,5233
2016-03-08,5233
2016-03-09,5261
2016-03-10,5261
2016-03-11,5261
2016-03-12,5297
2016-03-13,5297
2016-03-14,5297
2016-03-15,5530
2016-03-16,5530
2016-03-17,5661
2016-03-18,5661
2016-03-19,5832
2016-03-20,5832
2016-03-21,5955
2016-03-22,5955
2016-03-23,6059
2016-03-24,6059
2016-03-25,5980
2016-03-26,5980
2016-03-27,5855
2016-03-28,5809
2016-03-29,5809
2016-03-30,5913
2016-03-31,5913
2016-04-01,5908
2016-04-02,5908
2016-04-03,6007
2016-04-04,6007
2016-04-05,5941
2016-04-06,5941
2016-04-07,6006
2016-04-08,6006
2016-04-09,5972
2016-04-10,5972
2016-04-11,5856
2016-04-12,5856
2016-04-13,5844
2016-04-14,5844
2016-04-15,5814
2016-04-16,5814
2016-04-17,5772
2016-04-18,5772
2016-04-19,5755
2016-04-20,5755
2016-04-21,5836
2016-04-22,5836
2016-04-23,5836
2016-04-24,5740
2016-04-25,5740
2016-04-26,5716
2016-04-27,5716
2016-04-28,5577
2016-04-29,5577
2016-04-30,5577
2016-05-01,5591
2016-05-02,5591
2016-05-03,5514
2016-05-04,5514
2016-05-05,5542
2016-05-06,5542
2016-05-07,5503
2016-05-08,5503
2016-05-09,5591
2016-05-10,5591
2016-05-11,5591
2016-05-12,5708
2016-05-13,5708
2016-05-14,5934
2016-05-15,5934
2016-05-16,5937
2016-05-17,5937
2016-05-18,5883
2016-05-19,5883
2016-05-22,5661
2016-05-23,5661
2016-05-24,5714
2016-05-25,5714
2016-05-26,5946
2016-05-27,5946
2016-05-28,5903
2016-05-29,5903
2016-05-30,5795
2016-05-31,5795
2016-06-01,5729
2016-06-02,5729
2016-06-03,5729
2016-06-04,5785
2016-06-05,5785
2016-06-06,5620
2016-06-07,5620
2016-06-08,5620
2016-06-09,5596
2016-06-10,5596
2016-06-11,5668
2016-06-12,5668
2016-06-13,5652
2016-06-14,5652
2016-06-15,5685
2016-06-16,5685
2016-06-17,5578
2016-06-18,5578
2016-06-19,5596
2016-06-20,5596
2016-06-21,5438
2016-06-22,5438
2016-06-23,5345
2016-06-24,5345
2016-06-25,5479
2016-06-26,5479
2016-06-27,5522
2016-06-28,5522
2016-06-29,5453
2016-06-30,5453
2016-07-01,5354
2016-07-02,5354
2016-07-03,5436
2016-07-04,5436
2016-07-05,5423
2016-07-06,5266
2016-07-07,5266
2016-07-08,5078
2016-07-09,5078
2016-07-10,4945
2016-07-11,4945
2016-07-12,4779
2016-07-13,4779
2016-07-14,4583
2016-07-15,4583
2016-07-16,4475
2016-07-17,4475
2016-07-18,4371
2016-07-24,3773
2016-07-25,3773
2016-07-26,3592
2016-07-27,3592
2016-07-28,3412
2016-07-29,3253
2016-07-30,3253
2016-07-31,3207
2016-08-01,3207
2016-08-02,3099
2016-08-03,3099
2016-08-04,2994
2016-08-05,2994
2016-08-06,2898
2016-08-07,2898
2016-08-08,2898
2016-08-09,2863
2016-08-10,2863
2016-08-11,2863
2016-08-12,2863
2016-08-13,2863
2016-08-14,2788
2016-08-15,2788
2016-08-16,2745
2016-08-17,2745
2016-08-18,2694
2016-08-19,2694
2016-08-20,2695
2016-08-21,2695
2016-08-22,2752
2016-08-23,2752
2016-08-24,2758
2016-08-25,2758
2016-08-26,2758
2016-08-28,2763
2016-08-31,2856
2016-09-01,2992
2016-09-02,2992
2016-09-03,2992
2016-09-04,3081
2016-09-05,3081
2016-09-06,2998
2016-09-07,2998
2016-09-08,3014
2016-09-09,3014
2016-09-10,3109
2016-09-11,3109
2016-09-12,3109
2016-09-13,3003
2016-09-14,3003
2016-09-15,3006
2016-09-16,3006
2016-09-17,3088
2016-09-18,3088
2016-09-19,3002
2016-09-20,3002
2016-09-21,3002
2016-09-22,2893
2016-09-23,2893
2016-09-24,2893
2016-09-25,2857
2016-09-26,2857
2016-09-27,2857
2016-09-28,2766
2016-09-29,2766
2016-09-30,2791
2016-10-01,2791
2016-10-02,2791
2016-10-03,2810
2016-10-04,2810
2016-10-05,2813
2016-10-06,2813
2016-10-07,2813
2016-10-08,2917
2016-10-09,2917
2016-10-10,2917
2016-10-11,2913
2016-10-12,2913
2016-10-13,2913
2016-10-14,2898
2016-10-15,2898
2016-10-16,2959
2016-10-17,2959
2016-10-18,3007
2016-10-19,3007
2016-10-20,3125
2016-10-21,3125
2016-10-22,3205
2016-10-23,3205
2016-10-24,3147
2016-10-25,3147
2016-10-26,3113
2016-10-27,3113
2016-10-28,3113
2016-10-29,3029
2016-10-30,3029
2016-10-31,2920
2016-11-01,2920
2016-11-02,2920
2016-11-03,2936
2016-11-04,2936
2016-11-05,2934
2016-11-06,2998
2016-11-07,2998
2016-11-08,2998
2016-11-09,3015
2016-11-10,3015
2016-11-11,3015
2016-11-12,3069
2016-11-13,3069
2016-11-14,3069
2016-12-08,3187
2016-12-09,3027
2016-12-10,3027
2016-12-11,2946
2016-12-12,2946
2016-12-13,2901
2016-12-14,2901
2016-12-15,2955
2016-12-16,2955
2016-12-17,2985
2016-12-18,2985
2016-12-19,3055
2016-12-20,3055
2016-12-21,3083
2016-12-22,3083
2016-12-23,3074
2016-12-24,3074
2016-12-25,3206
2016-12-26,3206
2016-12-27,3299
2016-12-28,3299
2016-12-29,3323
2016-12-30,3323
2016-12-31,3323
2017-01-01,3285
2017-01-02,3285
2017-01-03,3340
2017-01-04,3340
2017-01-05,3331
2017-01-06,3331
2017-01-07,3326
2017-01-08,3326
2017-01-09,3390
2017-01-10,3390
2017-01-11,3435
2017-01-12,3435
2017-01-13,3351
2017-01-14,3351
2017-01-15,3434
2017-01-16,3434
2017-01-17,3500
2017-01-18,3500
2017-01-19,3520
2017-01-20,3520
2017-01-21,3579
2017-01-22,3579
2017-01-27,3833
2017-01-28,3833
2017-01-29,3983
2017-01-30,3983
2017-01-31,4126
2017-02-01,4126
2017-02-02,4077
2017-02-03,4077
2017-02-04,3950
2017-02-05,3950
2017-02-06,3883
2017-02-07,3883
2017-02-08,3860
2017-02-09,3860
2017-02-10,3842
2017-02-11,3842
2017-02-12,3937
2017-02-13,3937
2017-02-14,3876
2017-02-15,3876
2017-02-16,3880
2017-02-18,3880
2017-02-19,3829
2017-02-20,3829
2017-02-21,3775
2017-02-22,3775
2017-02-23,3780
2017-02-24,3780
2017-02-25,3705
2017-02-26,3705
2017-02-27,3620
2017-02-28,3620
2017-03-01,3754
2017-03-02,3754
2017-03-03,3822
2017-03-04,3822
2017-03-05,3832
2017-03-06,3826
2017-03-07,3826
2017-03-08,3649
2017-03-09,3649
2017-03-10,3540
2017-03-11,3540
2017-03-12,3676
2017-03-13,3676
2017-03-14,3681
2017-03-15,3786
2017-03-16,3786
2017-03-17,3896
2017-03-18,3896
2017-03-19,3759
2017-03-20,3759
2017-03-21,3770
2017-03-22,3770
2017-03-23,3618
2017-03-24,3618
2017-03-25,3543
2017-03-26,3543
2017-03-27,3510
2017-03-28,3510
2017-03-29,3441
2017-03-30,3441
2017-03-31,3352
2017-04-01,3352
2017-04-02,3387
2017-04-03,3250
2017-04-04,3250
2017-04-12,3311
2017-04-13,3349
2017-04-14,3349
2017-04-15,3266
2017-04-16,3266
2017-04-17,3266
2017-04-18,3262
2017-04-19,3262
2017-04-20,3199
2017-04-21,3199
2017-04-22,3231
2017-04-23,3320
2017-04-24,3320
2017-04-25,3292
2017-04-26,3292
2017-04-27,3450
2017-04-28,3450
2017-04-29,3598
2017-04-30,3598
2017-05-01,3680
2017-05-02,3680
2017-05-03,3726
2017-05-04,3726
2017-05-05,3798
2017-05-06,3798
2017-05-07,3820
2017-05-08,3820
2017-05-09,3788
2017-05-10,3788
2017-05-11,3788
2017-05-12,3699
2017-05-13,3699
2017-05-14,3696
2017-05-15,3696
2017-05-16,3748
2017-05-17,3748
2017-05-18,3765
2017-05-19,3765
2017-05-20,3886
2017-05-21,3886
2017-05-22,3787
2017-05-23,3787
2017-05-24,3923
2017-05-25,3923
2017-05-26,3923
2017-05-27,3855
2017-05-28,3855
2017-05-29,3875
2017-05-30,3875
2017-05-31,3826
2017-06-01,3826
2017-06-02,3797
2017-06-03,3797
2017-06-06,3893
2017-06-07,3893
2017-06-08,4028
2017-06-09,4028
2017-06-10,4109
2017-06-11,4109
2017-06-12,3961
2017-06-13,3892
2017-06-14,3892
2017-06-15,3887
2017-06-16,3887
2017-06-17,3765
2017-06-18,3765
2017-06-19,3822
2017-06-20,3822
2017-06-21,3775
2017-06-22,3775
2017-06-23,3775
2017-06-24,3775
2017-06-25,3775
2017-06-26,3730
2017-06-27,3730
2017-06-28,3642
2017-06-29,3642
2017-06-30,3604
2017-07-01,3604
2017-07-02,3665
2017-07-03,3665
2017-07-04,3633
2017-07-05,3633
2017-07-06,3682
2017-07-07,3682
2017-07-08,3795
2017-07-13,3864
2017-07-14,3983
2017-07-15,3983
2017-07-16,3983
2017-07-17,4139
2017-07-18,4139
2017-07-19,4324
2017-07-20,4324
2017-07-21,4503
2017-07-22,4503
2017-07-23,4432
2017-07-24,4432
2017-07-25,4323
2017-07-26,4323
2017-07-27,4372
2017-07-28,4372
2017-07-29,4329
2017-07-30,4282
2017-07-31,4282
2017-08-01,4405
2017-08-02,4512
2017-08-03,4512
2017-08-04,4621
2017-08-05,4745
2017-08-06,4745
2017-08-09,4727
2017-08-10,4727
2017-08-11,4733
2017-08-12,4733
2017-08-13,4753
2017-08-14,4753
2017-08-15,4868
2017-08-16,4868
2017-08-17,4906
2017-08-18,4906
2017-08-19,4906
2017-08-20,4901
2017-08-21,4901
2017-08-22,5075
2017-08-23,5075
2017-08-24,5075
2017-08-25,5308
2017-08-26,5308
2017-08-27,5553
2017-08-28,5553
2017-08-29,5553
2017-08-30,5827
2017-08-31,5827
2017-09-01,5827
2017-09-02,6106
2017-09-03,6106
2017-09-04,6368
2017-09-05,6368
2017-09-06,6621
2017-09-07,6621
2017-09-08,6621
2017-09-09,6628
2017-09-10,6628
2017-09-11,6698
2017-09-12,6698
2017-09-13,6698
2017-09-14,6833
2017-09-15,6833
2017-09-16,6833
2017-09-17,6887
2017-09-19,7087
2017-09-20,7087
2017-09-21,7177
2017-09-22,7177
2017-09-23,7177
2017-09-24,7098
2017-09-25,7098
2017-09-26,7219
2017-09-27,7219
2017-09-28,7287
2017-09-29,7287
2017-09-30,7287
2017-10-01,7318
2017-10-02,7318
2017-10-03,7466
2017-10-04,7466
2017-10-05,7709
2017-10-06,7709
2017-10-07,7845
2017-10-08,7845
2017-10-09,8197
2017-10-10,8286
2017-10-11,8286
2017-10-12,8266
2017-10-13,8266
2017-10-14,8318
2017-10-15,8318
2017-10-16,8337
2017-10-17,8337
2017-10-18,8450
2017-10-19,8450
2017-10-20,8621
2017-10-21,8621
2017-10-22,8947
2017-10-23,8947
2017-10-24,9182
2017-10-25,8963
2017-10-26,8963
2017-10-27,8764
2017-10-28,8764
2017-10-29,8350
2017-10-30,8350
2017-10-31,8222
2017-11-01,8222
2017-11-02,8222
2017-11-03,8168
2017-11-04,8168
2017-11-05,8139
2017-11-06,8139
2017-11-07,8192
2017-11-08,8192
2017-11-09,8041
2017-11-10,8041
2017-11-11,8076
2017-11-12,8076
2017-11-13,7770
2017-11-14,7770
2017-11-15,7406
2017-11-16,7406
2017-11-17,7258
2017-11-18,7258
2017-11-19,7032
2017-11-20,7032
2017-11-21,6884
2017-11-22,6884
2017-11-23,6696
2017-11-24,6696
2017-11-25,6579
2017-11-26,6579
2017-11-27,6696
2017-11-28,6637
2017-11-29,6637
2017-11-30,6607
2017-12-01,6482
2017-12-02,6482
2017-12-03,6392
2017-12-04,6392
2017-12-05,6317
2017-12-06,6317
2017-12-07,6394
2017-12-08,6394
2017-12-09,6428
2017-12-10,6428
2017-12-11,6425
2017-12-12,6425
2017-12-13,6351
2017-12-14,6351
2017-12-15,6210
2017-12-16,6210
2017-12-17,6118
2017-12-18,6078
2017-12-19,6078
2017-12-20,6134
2017-12-21,6134
2017-12-22,6149
2017-12-23,6149
2017-12-24,5925
2017-12-25,5925
2017-12-26,5807
2017-12-27,5701
2017-12-28,5701
2017-12-29,5654
2017-12-30,5608
2017-12-31,5608
2018-01-01,5606
2018-01-02,5606
2018-01-03,5475
2018-01-04,5475
2018-01-05,5368
2018-01-06,5368
2018-01-07,5274
2018-01-08,5274
2018-01-09,5119
2018-01-10,5119
2018-01-11,5092
2018-01-12,5092
2018-01-13,5207
2018-01-14,5207
2018-01-15,5086
2018-01-16,5086
2018-01-17,5197
2018-01-18,5197
2018-01-19,5420
2018-01-20,5579
2018-01-21,5579
2018-01-22,5711
2018-01-23,5796
2018-01-24,5796
2018-01-25,5868
2018-01-26,5868
2018-01-27,5923
2018-01-28,5982
2018-01-29,5982
2018-01-30,6072
2018-02-01,6101
2018-02-02,6101
2018-02-03,6239
2018-02-04,6239
2018-02-05,6140
2018-02-06,6140
2018-02-07,6276
2018-02-08,6276
2018-02-09,6413
2018-02-10,6413
2018-02-11,6492
2018-02-12,6690
2018-02-13,6690
2018-02-14,6724
2018-02-15,6773
2018-02-16,6773
2018-02-17,6599
2018-02-18,6279
2018-02-19,6297
2018-02-20,6297
2018-02-21,6447
2018-02-22,6447
2018-02-23,6407
2018-02-24,6407
2018-02-25,6541
2018-02-26,6541
2018-02-27,6508
2018-02-28,6508
2018-03-01,6654
2018-03-02,6739
2018-03-03,6739
2018-03-04,6917
2018-03-05,6917
2018-03-06,7097
2018-03-07,7097
2018-03-08,7255
2018-03-09,7255
2018-03-10,7440
2018-03-11,7440
2018-03-12,7596
2018-03-13,7596
2018-03-14,7775
2018-03-15,7775
2018-03-16,7904
2018-03-17,7945
2018-03-18,7945
2018-03-19,8060
2018-03-20,8241
2018-03-21,8241
2018-03-23,8047
2018-03-24,7956
2018-03-26,7968
2018-03-27,8053
2018-03-28,8053
2018-03-29,8142
2018-03-30,8142
2018-03-31,8266
2018-04-01,8266
2018-04-02,8288
2018-04-03,8288
2018-04-04,8286
2018-04-05,8286
2018-04-06,8254
2018-04-08,8409
2018-04-09,8409
2018-04-10,8659
2018-04-11,8659
2018-04-12,8887
2018-04-13,8887
2018-04-14,9039
2018-04-16,9146
2018-04-17,9343
2018-04-18,9343
2018-04-19,9343
2018-04-20,9397
2018-04-21,9397
2018-04-22,9220
2018-04-23,9220
2018-04-24,9238
2018-04-25,9238
2018-04-26,9238
2018-04-27,9255
2018-04-28,9255
2018-04-29,9537
2018-04-30,9537
2018-05-02,9442
2018-05-03,9442
2018-05-04,9596
2018-05-05,9513
2018-05-06,9513
2018-05-07,9688
2018-05-08,9688
2018-05-09,9893
2018-05-10,9893
2018-05-11,10113
2018-05-12,10113
2018-05-13,9865
2018-05-14,10025
2018-05-15,10025
2018-05-16,9918
2018-05-17,9918
2018-05-18,9845
2018-05-19,10097
2018-05-20,10097
2018-05-21,9916
2018-05-22,9916
2018-05-23,9694
2018-05-24,9694
2018-05-25,9849
2018-05-26,9783
2018-05-27,9783
2018-05-28,9881
2018-05-29,9881
2018-05-30,10004
2018-05-31,10004
2018-06-01,9984
2018-06-02,10069
2018-06-03,10069
2018-06-04,10069
2018-06-05,9907
2018-06-06,9907
2018-06-07,9925
2018-06-08,9925
2018-06-09,10043
2018-06-10,10236
2018-06-11,10236
2018-06-12,10088
2018-06-13,9903
2018-06-14,9903
2018-06-15,9622
2018-06-16,9622
2018-06-17,9427
2018-06-18,9427
2018-06-19,9355
2018-06-20,9355
2018-06-21,9240
