date_obj,Mithril%20set%20(sk) price
2016-03-24,8571
2016-03-25,8571
2016-03-26,8571
2016-03-27,8571
2016-03-28,8859
2016-03-29,8859
2016-03-30,8859
2016-03-31,8859
2016-04-01,8859
2016-04-02,8859
2016-04-03,8906
2016-04-04,8906
2016-04-05,8906
2016-04-06,8906
2016-04-07,8906
2016-04-08,8906
2016-04-09,8918
2016-04-10,8918
2016-04-11,8918
2016-04-12,8918
2016-04-13,8918
2016-04-14,8918
2016-04-15,8918
2016-04-16,9175
2016-04-17,9175
2016-04-18,9175
2016-04-19,9175
2016-04-20,9175
2016-04-21,9175
2016-04-22,9175
2016-04-23,9469
2016-04-24,9469
2016-04-25,9469
2016-04-26,9469
2016-04-27,9469
2016-04-28,9469
2016-04-29,9758
2016-04-30,9758
2016-05-01,9758
2016-05-02,9758
2016-05-03,9758
2016-05-04,9736
2016-05-05,9736
2016-05-06,9736
2016-05-07,9736
2016-05-08,9736
2016-05-09,9736
2016-05-10,9432
2016-05-11,9432
2016-05-12,9432
2016-05-13,9432
2016-05-14,9432
2016-05-15,9432
2016-05-16,9731
2016-05-17,9731
2016-05-18,9731
2016-05-19,9731
2016-05-22,9920
2016-05-23,9920
2016-05-24,9920
2016-05-25,9920
2016-05-26,9920
2016-05-27,9670
2016-05-28,9670
2016-05-29,9670
2016-05-30,9670
2016-05-31,9670
2016-06-01,9670
2016-06-02,9768
2016-06-03,9768
2016-06-04,9768
2016-06-05,9768
2016-06-06,9768
2016-06-07,9768
2016-06-08,9979
2016-06-09,9979
2016-06-10,9979
2016-06-11,9979
2016-06-12,10068
2016-06-13,10068
2016-06-14,10068
2016-06-15,10068
2016-06-16,10068
2016-06-17,9986
2016-06-18,9986
2016-06-19,9986
2016-06-20,9986
2016-06-21,9681
2016-06-22,9681
2016-06-23,9681
2016-06-24,9681
2016-06-25,9723
2016-06-26,9723
2016-06-27,9723
2016-06-28,9723
2016-06-29,9723
2016-06-30,9723
2016-07-01,9697
2016-07-02,9697
2016-07-03,9697
2016-07-04,9697
2016-07-05,9697
2016-07-06,9669
2016-07-07,9669
2016-07-08,9669
2016-07-09,9669
2016-07-10,9669
2016-07-11,9685
2016-07-12,9685
2016-07-13,9685
2016-07-14,9685
2016-07-15,9685
2016-07-16,9685
2016-07-17,9685
2016-07-18,9624
2016-07-23,9624
2016-07-24,9624
2016-07-25,9204
2016-07-26,9204
2016-07-27,9204
2016-07-28,9204
2016-07-29,9204
2016-07-30,9204
2016-07-31,9204
2016-08-01,9204
2016-08-02,8915
2016-08-03,8915
2016-08-04,8915
2016-08-05,8915
2016-08-06,8915
2016-08-07,8915
2016-08-08,8915
2016-08-09,8658
2016-08-10,8658
2016-08-11,8658
2016-08-12,8658
2016-08-13,8658
2016-08-14,8658
2016-08-15,8658
2016-08-16,8658
2016-08-17,8236
2016-08-18,8236
2016-08-19,8236
2016-08-20,8236
2016-08-21,8236
2016-08-22,8236
2016-08-23,8236
2016-08-24,7957
2016-08-25,7957
2016-08-26,7957
2016-08-28,7957
2016-08-31,7957
2016-09-01,7559
2016-09-02,7559
2016-09-03,7559
2016-09-04,7559
2016-09-05,7559
2016-09-06,7559
2016-09-07,7559
2016-09-08,7337
2016-09-09,7337
2016-09-10,7337
2016-09-11,7337
2016-09-12,7337
2016-09-13,7337
2016-09-14,7337
2016-09-15,7410
2016-09-16,7410
2016-09-17,7410
2016-09-18,7410
2016-09-19,7410
2016-09-20,7410
2016-09-21,7410
2016-09-22,7410
2016-09-23,7577
2016-09-24,7577
2016-09-25,7577
2016-09-26,7577
2016-09-27,7577
2016-09-28,7577
2016-09-29,7577
2016-09-30,7577
2016-10-01,7721
2016-10-02,7721
2016-10-03,7721
2016-10-04,7721
2016-10-05,7721
2016-10-06,7721
2016-10-07,7721
2016-10-08,7721
2016-10-09,7903
2016-10-10,7903
2016-10-11,7903
2016-10-12,7903
2016-10-13,7903
2016-10-14,7903
2016-10-15,7903
2016-10-16,7903
2016-10-17,7989
2016-10-18,7989
2016-10-19,7989
2016-10-20,7989
2016-10-21,7989
2016-10-22,7989
2016-10-23,7989
2016-10-24,7936
2016-10-25,7936
2016-10-26,7936
2016-10-27,7936
2016-10-28,7936
2016-10-29,7936
2016-10-30,7936
2016-10-31,8214
2016-11-01,8214
2016-11-02,8214
2016-11-03,8214
2016-11-04,8214
2016-11-05,8214
2016-11-06,8214
2016-11-07,8214
2016-11-08,8362
2016-11-09,8362
2016-11-10,8362
2016-11-11,8362
2016-11-12,8362
2016-11-13,8362
2016-11-14,8362
2016-12-07,8944
2016-12-08,8944
2016-12-09,8944
2016-12-10,9075
2016-12-11,9075
2016-12-12,9075
2016-12-13,9075
2016-12-14,9075
2016-12-15,9075
2016-12-16,9075
2016-12-17,9001
2016-12-18,9001
2016-12-19,9001
2016-12-20,9001
2016-12-21,9001
2016-12-22,9001
2016-12-23,8941
2016-12-24,8941
2016-12-25,8941
2016-12-26,8941
2016-12-27,8941
2016-12-28,8941
2016-12-29,9212
2016-12-30,9212
2016-12-31,9212
2017-01-01,9212
2017-01-02,9212
2017-01-03,9212
2017-01-04,9341
2017-01-05,9341
2017-01-06,9341
2017-01-07,9341
2017-01-08,9341
2017-01-09,9567
2017-01-10,9567
2017-01-11,9567
2017-01-12,9567
2017-01-13,9567
2017-01-14,9567
2017-01-15,9678
2017-01-16,9678
2017-01-17,9678
2017-01-18,9678
2017-01-19,9678
2017-01-20,9678
2017-01-21,9374
2017-01-22,9374
2017-01-27,9148
2017-01-28,9148
2017-01-29,9148
2017-01-30,9148
2017-01-31,9148
2017-02-01,8787
2017-02-02,8787
2017-02-03,8787
2017-02-04,8787
2017-02-05,8787
2017-02-06,8787
2017-02-07,8466
2017-02-08,8466
2017-02-09,8466
2017-02-10,8466
2017-02-11,8466
2017-02-12,8242
2017-02-13,8242
2017-02-14,8242
2017-02-15,8242
2017-02-16,8242
2017-02-18,8078
2017-02-19,8078
2017-02-20,8078
2017-02-21,8078
2017-02-22,8078
2017-02-23,8078
2017-02-24,7861
2017-02-25,7861
2017-02-26,7861
2017-02-27,7861
2017-02-28,7861
2017-03-01,7861
2017-03-02,8080
2017-03-03,8080
2017-03-04,8080
2017-03-05,8080
2017-03-06,8080
2017-03-07,8080
2017-03-08,8081
2017-03-09,8081
2017-03-10,8081
2017-03-11,8081
2017-03-12,8081
2017-03-13,8081
2017-03-14,8336
2017-03-15,8336
2017-03-16,8336
2017-03-17,8336
2017-03-18,8336
2017-03-19,8336
2017-03-20,8488
2017-03-21,8488
2017-03-22,8488
2017-03-23,8488
2017-03-24,8488
2017-03-25,8488
2017-03-26,8584
2017-03-27,8584
2017-03-28,8584
2017-03-29,8584
2017-03-30,8584
2017-03-31,8440
2017-04-01,8440
2017-04-02,8440
2017-04-03,8440
2017-04-04,8440
2017-04-12,8669
2017-04-13,8864
2017-04-14,8864
2017-04-15,8864
2017-04-16,8864
2017-04-17,8864
2017-04-18,8886
2017-04-19,8886
2017-04-20,8886
2017-04-21,8886
2017-04-22,8886
2017-04-23,9068
2017-04-24,9068
2017-04-25,9068
2017-04-26,9068
2017-04-27,9068
2017-04-28,9068
2017-04-29,9139
2017-04-30,9139
2017-05-01,9139
2017-05-02,9139
2017-05-03,9139
2017-05-04,9139
2017-05-05,9139
2017-05-06,9279
2017-05-07,9279
2017-05-08,9279
2017-05-09,9279
2017-05-10,9279
2017-05-11,9279
2017-05-12,9372
2017-05-13,9372
2017-05-14,9372
2017-05-15,9372
2017-05-16,9372
2017-05-17,9372
2017-05-18,9422
2017-05-19,9422
2017-05-20,9422
2017-05-21,9422
2017-05-22,9422
2017-05-23,9685
2017-05-24,9685
2017-05-25,9685
2017-05-26,9685
2017-05-27,9685
2017-05-28,9685
2017-05-29,9849
2017-05-30,9849
2017-05-31,9849
2017-06-01,9849
2017-06-02,9849
2017-06-03,9849
2017-06-06,9790
2017-06-07,9790
2017-06-08,9790
2017-06-09,9790
2017-06-10,10001
2017-06-11,10001
2017-06-12,10001
2017-06-13,10001
2017-06-14,10001
2017-06-15,10001
2017-06-16,9856
2017-06-17,9856
2017-06-18,9856
2017-06-19,9856
2017-06-20,9856
2017-06-21,9856
2017-06-22,9387
2017-06-23,9387
2017-06-24,9387
2017-06-25,9387
2017-06-26,9387
2017-06-27,9385
2017-06-28,9385
2017-06-29,9385
2017-06-30,9385
2017-07-01,9385
2017-07-02,9385
2017-07-03,9385
2017-07-04,9614
2017-07-05,9614
2017-07-06,9614
2017-07-07,9614
2017-07-08,9614
2017-07-13,9620
2017-07-14,9620
2017-07-15,9620
2017-07-16,9620
2017-07-17,9620
2017-07-18,9736
2017-07-19,9736
2017-07-20,9736
2017-07-21,9736
2017-07-22,9736
2017-07-23,9527
2017-07-24,9527
2017-07-25,9527
2017-07-26,9527
2017-07-27,9527
2017-07-28,9173
2017-07-29,9173
2017-07-30,9173
2017-07-31,9173
2017-08-01,9173
2017-08-02,9166
2017-08-03,9166
2017-08-04,9166
2017-08-05,9166
2017-08-06,9166
2017-08-09,9153
2017-08-10,9153
2017-08-11,9153
2017-08-12,9061
2017-08-13,9061
2017-08-14,9061
2017-08-15,9061
2017-08-16,9061
2017-08-17,9224
2017-08-18,9224
2017-08-19,9224
2017-08-20,9224
2017-08-21,9224
2017-08-22,9293
2017-08-23,9293
2017-08-24,9293
2017-08-25,9293
2017-08-26,9293
2017-08-27,9293
2017-08-28,9305
2017-08-29,9305
2017-08-30,9305
2017-08-31,9305
2017-09-01,9305
2017-09-02,9305
2017-09-03,9194
2017-09-04,9194
2017-09-05,9194
2017-09-06,9194
2017-09-07,9194
2017-09-08,9209
2017-09-09,9209
2017-09-10,9209
2017-09-11,9209
2017-09-12,9209
2017-09-13,9209
2017-09-14,9154
2017-09-15,9154
2017-09-16,9154
2017-09-17,9154
2017-09-19,9154
2017-09-20,9098
2017-09-21,9098
2017-09-22,9098
2017-09-23,9098
2017-09-24,9098
2017-09-25,9098
2017-09-26,8985
2017-09-27,8985
2017-09-28,8985
2017-09-29,8985
2017-09-30,8985
2017-10-01,8735
2017-10-02,8735
2017-10-03,8735
2017-10-04,8735
2017-10-05,8735
2017-10-06,8735
2017-10-07,8510
2017-10-08,8510
2017-10-09,8510
2017-10-10,8510
2017-10-11,8510
2017-10-12,8296
2017-10-13,8296
2017-10-14,8296
2017-10-15,8296
2017-10-16,8296
2017-10-17,8296
2017-10-18,8213
2017-10-19,8213
2017-10-20,8213
2017-10-21,8213
2017-10-22,8213
2017-10-23,8213
2017-10-24,8074
2017-10-25,8074
2017-10-26,8074
2017-10-27,8074
2017-10-28,8074
2017-10-29,8224
2017-10-30,8224
2017-10-31,8224
2017-11-01,8224
2017-11-02,8224
2017-11-03,8224
2017-11-04,8357
2017-11-05,8357
2017-11-06,8357
2017-11-07,8357
2017-11-08,8357
2017-11-09,8357
2017-11-10,8493
2017-11-11,8493
2017-11-12,8493
2017-11-13,8493
2017-11-14,8493
2017-11-15,8493
2017-11-16,8292
2017-11-17,8292
2017-11-18,8292
2017-11-19,8292
2017-11-20,8292
2017-11-21,8292
2017-11-22,8475
2017-11-23,8475
2017-11-24,8475
2017-11-25,8475
2017-11-26,8475
2017-11-27,8475
2017-11-28,8739
2017-11-29,8739
2017-11-30,8739
2017-12-01,8739
2017-12-02,8739
2017-12-03,8739
2017-12-04,8739
2017-12-05,9041
2017-12-06,9041
2017-12-07,9041
2017-12-08,9041
2017-12-09,9041
2017-12-10,9041
2017-12-11,9098
2017-12-12,9098
2017-12-14,9098
2017-12-15,9098
2017-12-17,8953
2017-12-18,8953
2017-12-19,8953
2017-12-20,8953
2017-12-21,8953
2017-12-22,9088
2017-12-23,9088
2017-12-24,9088
2017-12-25,9088
2017-12-26,9088
2017-12-27,9139
2017-12-28,9139
2017-12-29,9139
2017-12-30,9139
2017-12-31,9139
2018-01-01,9360
2018-01-02,9360
2018-01-03,9360
2018-01-04,9360
2018-01-05,9500
2018-01-06,9500
2018-01-07,9500
2018-01-08,9500
2018-01-09,9518
2018-01-10,9518
2018-01-11,9518
2018-01-12,9518
2018-01-13,9253
2018-01-14,9253
2018-01-15,9253
2018-01-16,9253
2018-01-17,9124
2018-01-18,9124
2018-01-19,9124
2018-01-20,9124
2018-01-21,8822
2018-01-22,8822
2018-01-23,8822
2018-01-25,8779
2018-01-26,8779
2018-01-27,8878
2018-01-28,8878
2018-01-29,8863
2018-01-31,8863
2018-02-01,9023
2018-02-02,9023
2018-02-03,8831
2018-02-04,8831
2018-02-05,8831
2018-02-06,8484
2018-02-07,8484
2018-02-08,8111
2018-02-09,7890
2018-02-10,7890
2018-02-11,7674
2018-02-12,7674
2018-02-13,7674
2018-02-14,7855
2018-02-15,7855
2018-02-16,7855
2018-02-17,7875
2018-02-18,7875
2018-02-19,7875
2018-02-20,8090
2018-02-21,8090
2018-02-22,8090
2018-02-23,8185
2018-02-24,8185
2018-02-25,7803
2018-02-26,7803
2018-02-27,7627
2018-03-01,7627
2018-03-02,7739
2018-03-03,7739
2018-03-04,7739
2018-03-05,8044
2018-03-06,8044
2018-03-07,8044
2018-03-08,8276
2018-03-09,8276
2018-03-10,8276
2018-03-11,8549
2018-03-12,8549
2018-03-13,8606
2018-03-14,8606
2018-03-15,8606
2018-03-16,8584
2018-03-17,8584
2018-03-18,8668
2018-03-19,8668
2018-03-20,8562
2018-03-21,8562
2018-03-23,8412
2018-03-24,8412
2018-03-26,8487
2018-03-27,8549
2018-03-28,8549
2018-03-29,8874
2018-03-30,8874
2018-03-31,8874
2018-04-01,8787
2018-04-02,8787
2018-04-03,9125
2018-04-04,9125
2018-04-05,9125
2018-04-06,9400
2018-04-07,9400
2018-04-08,9400
2018-04-09,9797
2018-04-10,9797
2018-04-11,9797
2018-04-12,10161
2018-04-13,10161
2018-04-14,10161
2018-04-15,10195
2018-04-16,10195
2018-04-17,10195
2018-04-18,9949
2018-04-19,9949
2018-04-20,9949
2018-04-21,9829
2018-04-22,9829
2018-04-23,9829
2018-04-24,9829
2018-04-25,9344
2018-04-26,9344
2018-04-27,9344
2018-04-28,9593
2018-04-29,9593
2018-04-30,9593
2018-05-01,9456
2018-05-04,9059
2018-05-05,9059
2018-05-06,8750
2018-05-07,8750
2018-05-08,8324
2018-05-09,8324
2018-05-10,7927
2018-05-11,7927
2018-05-12,7658
2018-05-13,7658
2018-05-14,7526
2018-05-15,7526
2018-05-16,7775
2018-05-17,7775
2018-05-18,7644
2018-05-19,7644
2018-05-20,7285
2018-05-21,7285
2018-05-22,6926
2018-05-23,6926
2018-05-24,6759
2018-05-25,6759
2018-05-26,6998
2018-05-27,6998
2018-05-28,6998
2018-05-29,6830
2018-05-30,6830
2018-05-31,6830
2018-06-01,6737
2018-06-02,6737
2018-06-03,6884
2018-06-04,6884
2018-06-05,6664
2018-06-06,6664
2018-06-07,6664
2018-06-08,6912
2018-06-09,6912
2018-06-10,6979
2018-06-11,6979
2018-06-12,6979
2018-06-13,6950
2018-06-14,6950
2018-06-15,6950
2018-06-16,6747
2018-06-17,6747
2018-06-18,6747
2018-06-19,6840
2018-06-20,6840
2018-06-21,6840
2018-06-22,7121
2018-06-23,7121
2018-06-24,7121
2018-06-25,7394
2018-06-26,7394
2018-06-27,7394
2018-06-28,7490
2018-06-29,7490
2018-06-30,7321
2018-07-01,7321
2018-07-02,7321
2018-07-03,7627
2018-07-04,7627
2018-07-05,7627
2018-07-06,7525
2018-07-07,7525
2018-07-08,7282
2018-07-09,7282
2018-07-10,7050
2018-07-11,7050
2018-07-12,7050
2018-07-13,7112
2018-07-14,7112
2018-07-15,7020
2018-07-16,7020
2018-07-17,7184
2018-07-18,7184
2018-07-19,7184
2018-07-20,7272
2018-07-21,7272
2018-07-22,7026
2018-07-23,7026
2018-07-24,7096
2018-07-25,7096
2018-07-26,7096
2018-07-27,7355
2018-07-28,7355
2018-07-29,7578
2018-07-30,7578
2018-07-31,7416
2018-08-01,7416
2018-08-02,7537
2018-08-03,7537
2018-08-04,7163
2018-08-05,7163
2018-08-06,7093
2018-08-07,7093
2018-08-08,7087
2018-08-09,7087
2018-08-10,7168
2018-08-11,7168
2018-08-12,7384
2018-08-14,7545
2018-08-16,7614
2018-08-17,7614
2018-08-18,7559
2018-08-19,7559
2018-08-20,7753
2018-08-21,7753
2018-08-22,7939
2018-08-23,7939
2018-08-24,8076
2018-08-25,8076
2018-08-26,7867
2018-08-27,7867
2018-08-28,8162
2018-08-29,8162
2018-08-30,8467
2018-08-31,8467
2018-09-01,8447
2018-09-02,8447
2018-09-03,8355
2018-09-04,8355
2018-09-05,8508
2018-09-06,8508
2018-09-07,8318
2018-09-08,8212
2018-09-09,8212
2018-09-10,8030
2018-09-11,8030
2018-09-12,7913
2018-09-13,7913
2018-09-14,7897
2018-09-15,7828
2018-09-16,7828
2018-09-17,7774
2018-09-18,7774
2018-09-19,7488
2018-09-20,7488
2018-09-21,7319
2018-09-22,7074
2018-09-23,7074
2018-09-24,7011
2018-09-25,7011
2018-09-26,7171
2018-09-27,7171
2018-09-28,7165
2018-09-29,7165
2018-09-30,7277
2018-10-02,7442
2018-10-03,7442
2018-10-04,7105
2018-10-05,7105
2018-10-06,7184
2018-10-07,7184
2018-10-08,7147
2018-10-09,7147
2018-10-10,7170
2018-10-11,7170
2018-10-12,7335
2018-10-13,7335
2018-10-14,7286
2018-10-15,7286
2018-10-16,7583
2018-10-17,7583
2018-10-18,7588
2018-10-19,7588
2018-10-20,7454
2018-10-21,7454
2018-10-22,7537
2018-10-23,7537
2018-10-24,7639
2018-10-25,7639
2018-10-26,7620
2018-10-27,7483
2018-10-28,7483
2018-10-29,7609
2018-10-30,7872
2018-10-31,8111
2018-11-01,8418
2018-11-03,8287
2018-11-04,8130
2018-11-05,7924
2018-11-06,7712
2018-11-07,7590
2018-11-08,7308
2018-11-09,7187
2018-11-10,7351
2018-11-11,7427
2018-11-12,7265
2018-11-13,7048
2018-11-14,6985
2018-11-15,7005
2018-11-16,6805
2018-11-17,6699
2018-11-18,6554
2018-11-19,6320
2018-11-20,6079
2018-11-21,5793
2018-11-22,5827
2018-11-23,5974
2018-11-24,6119
2018-11-25,6303
2018-11-26,6567
2018-11-27,6600
2018-11-28,6607
2018-11-29,6424
2018-12-01,6533
2018-12-02,6632
2018-12-03,6632
2018-12-05,6874
2018-12-07,6838
2018-12-09,6654
2018-12-10,6612
2018-12-11,6589
2018-12-12,6567
2018-12-13,6561
2018-12-14,6540
2018-12-15,6520
2018-12-16,6457
2018-12-17,6457
2018-12-18,6351
2018-12-19,6399
2018-12-20,6639
2018-12-21,6708
2018-12-22,6898
2018-12-23,7066
2018-12-24,7103
2018-12-25,7158
2018-12-26,7158
2018-12-27,7235
2018-12-28,7235
2018-12-29,7193
2018-12-30,7222
2018-12-31,7123
2019-01-01,6900
2019-01-02,6920
2019-01-03,7103
2019-01-04,7103
2019-01-05,7211
2019-01-06,7199
2019-01-08,7095
2019-01-10,6568
2019-01-11,6410
2019-01-12,6174
2019-01-13,5990
2019-01-14,6108
2019-01-15,6268
2019-01-16,6462
2019-01-17,6529
2019-01-18,6464
2019-01-19,6538
2019-01-20,6679
2019-01-21,6679
2019-01-22,6714
2019-01-23,6731
2019-01-24,6731
2019-01-25,6647
2019-01-26,6548
2019-01-27,6547
2019-01-28,6515
2019-01-29,6494
2019-01-30,6469
2019-01-31,6469
2019-02-01,6562
2019-02-02,6562
2019-02-03,6731
2019-02-04,6731
2019-02-05,6585
2019-02-06,6585
2019-02-07,6273
2019-02-08,6475
2019-02-09,6463
2019-02-10,6484
2019-02-11,6484
2019-02-12,6623
2019-02-13,6846
2019-02-14,6846
2019-02-15,7069
2019-02-16,7069
2019-02-17,7175
2019-02-18,7175
2019-02-19,7372
2019-02-20,7372
2019-02-21,7295
2019-02-22,7295
2019-02-23,6936
2019-02-24,7052
2019-02-25,7321
2019-02-26,7321
2019-02-27,7346
2019-02-28,7346
2019-03-01,7449
2019-03-02,7449
2019-03-03,7404
2019-03-04,7357
2019-03-05,7357
2019-03-06,7502
2019-03-07,7502
2019-03-08,7491
2019-03-09,7491
2019-03-10,7441
2019-03-11,7441
2019-03-12,7189
2019-03-13,7189
2019-03-14,7128
2019-03-15,7128
2019-03-16,6777
2019-03-17,6602
2019-03-18,6602
2019-03-19,6306
2019-03-20,6262
2019-03-21,6125
2019-03-22,6125
2019-03-23,6199
2019-03-24,6370
2019-03-25,6370
2019-03-26,6386
2019-03-27,6386
2019-03-28,6348
2019-03-29,6327
2019-03-30,6327
2019-03-31,6327
2019-04-01,6291
2019-04-02,6291
2019-04-03,6344
2019-04-04,6344
2019-04-05,6455
2019-04-06,6455
2019-04-07,6456
