date_obj,Steel%20platelegs%20(g) price
2017-04-17,16446
2017-04-18,16446
2017-04-19,16446
2017-04-20,16446
2017-04-21,16446
2017-04-22,16816
2017-04-23,16816
2017-04-24,16816
2017-04-25,16816
2017-04-26,16816
2017-04-27,16816
2017-04-28,16816
2017-04-29,16816
2017-04-30,16816
2017-05-01,16378
2017-05-02,16378
2017-05-03,16378
2017-05-04,16378
2017-05-05,16378
2017-05-06,16378
2017-05-07,16378
2017-05-08,16378
2017-05-09,16378
2017-05-10,16378
2017-05-11,16757
2017-05-12,16757
2017-05-13,16757
2017-05-14,16757
2017-05-15,16757
2017-05-16,16757
2017-05-17,16757
2017-05-18,16757
2017-05-19,16757
2017-05-20,16757
2017-05-21,16757
2017-05-22,16125
2017-05-23,16125
2017-05-24,16125
2017-05-25,16125
2017-05-26,16125
2017-05-27,16125
2017-05-28,16125
2017-05-29,16125
2017-05-30,16125
2017-05-31,15358
2017-06-01,15358
2017-06-02,15358
2017-06-03,15358
2017-06-06,15358
2017-06-07,15358
2017-06-08,15358
2017-06-09,14618
2017-06-10,14618
2017-06-11,14618
2017-06-12,14618
2017-06-13,14618
2017-06-14,14618
2017-06-15,14618
2017-06-16,14618
2017-06-17,14618
2017-06-18,14528
2017-06-19,14528
2017-06-20,14528
2017-06-21,14528
2017-06-22,14528
2017-06-23,14528
2017-06-24,14528
2017-06-25,14528
2017-06-26,14528
2017-06-27,14528
2017-06-28,14525
2017-06-29,14525
2017-06-30,14525
2017-07-01,14525
2017-07-02,14525
2017-07-03,14525
2017-07-04,14525
2017-07-05,14525
2017-07-06,14525
2017-07-07,14525
2017-07-08,14525
2017-07-13,13983
2017-07-14,13983
2017-07-15,13983
2017-07-16,13983
2017-07-17,13983
2017-07-18,13348
2017-07-19,13348
2017-07-20,13348
2017-07-21,13348
2017-07-22,13348
2017-07-23,13348
2017-07-24,13348
2017-07-25,12714
2017-07-26,12714
2017-07-27,12714
2017-07-28,12714
2017-07-29,12714
2017-07-30,12714
2017-07-31,12149
2017-08-01,12149
2017-08-02,12149
2017-08-03,12149
2017-08-04,12149
2017-08-05,12149
2017-08-06,12149
2017-08-09,11570
2017-08-10,11570
2017-08-11,11570
2017-08-12,11570
2017-08-13,11570
2017-08-14,11127
2017-08-15,11127
2017-08-17,11127
2017-08-18,11127
2017-08-19,11127
2017-08-20,11127
2017-08-21,10691
2017-08-22,10691
2017-08-23,10691
2017-08-24,10691
2017-08-25,10691
2017-08-26,10691
2017-08-27,10691
2017-08-28,10691
2017-08-29,10691
2017-08-30,10825
2017-08-31,10825
2017-09-01,10825
2017-09-02,10825
2017-09-03,10825
2017-09-04,10825
2017-09-05,10825
2017-09-06,10825
2017-09-07,10825
2017-09-08,10825
2017-09-09,10825
2017-09-10,11221
2017-09-11,11221
2017-09-12,11221
2017-09-13,11221
2017-09-14,11221
2017-09-15,11221
2017-09-16,11221
2017-09-17,11221
2017-09-19,11221
2017-09-20,11637
2017-09-21,11637
2017-09-22,11637
2017-09-23,11637
2017-09-24,11637
2017-09-25,11637
2017-09-26,11637
2017-09-27,11637
2017-09-28,11637
2017-09-29,11218
2017-09-30,11218
2017-10-01,11218
2017-10-02,11218
2017-10-03,11218
2017-10-04,11218
2017-10-05,11218
2017-10-06,11218
2017-10-07,11218
2017-10-08,11218
2017-10-09,11419
2017-10-10,11419
2017-10-11,11419
2017-10-12,11419
2017-10-13,11419
2017-10-14,11419
2017-10-15,11419
2017-10-16,11419
2017-10-17,11419
2017-10-18,11419
2017-10-19,11568
2017-10-20,11568
2017-10-21,11568
2017-10-22,11568
2017-10-23,11568
2017-10-24,11568
2017-10-25,11568
2017-10-26,11568
2017-10-27,11568
2017-10-28,11568
2017-10-29,11537
2017-10-30,11537
2017-10-31,11537
2017-11-01,11537
2017-11-02,11537
2017-11-03,11537
2017-11-04,11537
2017-11-05,11537
2017-11-06,11537
2017-11-07,11537
2017-11-08,11241
2017-11-09,11241
2017-11-10,11241
2017-11-11,11241
2017-11-12,11241
2017-11-13,11241
2017-11-14,11241
2017-11-15,11241
2017-11-16,11241
2017-11-17,11030
2017-11-18,11030
2017-11-19,11030
2017-11-20,11030
2017-11-21,11030
2017-11-22,11030
2017-11-23,11030
2017-11-24,11030
2017-11-25,11030
2017-11-26,10643
2017-11-27,10643
2017-11-28,10643
2017-11-29,10643
2017-11-30,10643
2017-12-01,10643
2017-12-02,10643
2017-12-03,10643
2017-12-04,10277
2017-12-05,10277
2017-12-06,10277
2017-12-07,10277
2017-12-08,10277
2017-12-09,10277
2017-12-10,10277
2017-12-11,10173
2017-12-12,10173
2017-12-13,10173
2017-12-14,10173
2017-12-15,10173
2017-12-16,10173
2017-12-17,10173
2017-12-18,10173
2017-12-19,10050
2017-12-20,10050
2017-12-21,10050
2017-12-22,10050
2017-12-23,10050
2017-12-24,10050
2017-12-25,10050
2017-12-26,10050
2017-12-27,10050
2017-12-28,9723
2017-12-29,9723
2017-12-30,9723
2017-12-31,9723
2018-01-01,9723
2018-01-02,9723
2018-01-03,9723
2018-01-04,9620
2018-01-05,9620
2018-01-06,9620
2018-01-07,9620
2018-01-08,9620
2018-01-09,9620
2018-01-10,9620
2018-01-11,9620
2018-01-12,9565
2018-01-13,9565
2018-01-14,9565
2018-01-15,9565
2018-01-16,9565
2018-01-17,9565
2018-01-18,9565
2018-01-19,9396
2018-01-20,9396
2018-01-21,9396
2018-01-22,9396
2018-01-23,9396
2018-01-24,9517
2018-01-25,9517
2018-01-26,9517
2018-01-27,9517
2018-01-28,9513
2018-01-29,9513
2018-01-30,9513
2018-02-01,9394
2018-02-02,9394
2018-02-03,9394
2018-02-04,9394
2018-02-05,9394
2018-02-06,9543
2018-02-07,9543
2018-02-08,9543
2018-02-09,9543
2018-02-10,9712
2018-02-11,9712
2018-02-12,9712
2018-02-13,9712
2018-02-14,9905
2018-02-15,9905
2018-02-16,9905
2018-02-17,9905
2018-02-18,9905
2018-02-19,10018
2018-02-20,10018
2018-02-21,10018
2018-02-22,10018
2018-02-23,10018
2018-02-24,9928
2018-02-25,9928
2018-02-26,9928
2018-02-27,9601
2018-02-28,9601
2018-03-01,9601
2018-03-02,9601
2018-03-03,9575
2018-03-04,9575
2018-03-05,9575
2018-03-06,9575
2018-03-07,9835
2018-03-08,9835
2018-03-09,9835
2018-03-10,10182
2018-03-11,10182
2018-03-12,10182
2018-03-13,10182
2018-03-14,10253
2018-03-15,10253
2018-03-16,10253
2018-03-17,10253
2018-03-18,9787
2018-03-19,9787
2018-03-20,9787
2018-03-21,9787
2018-03-23,9382
2018-03-24,9382
2018-03-26,9382
2018-03-27,9236
2018-03-28,9236
2018-03-29,9236
2018-03-30,8864
2018-03-31,8864
2018-04-01,8864
2018-04-02,8864
2018-04-03,8864
2018-04-04,8854
2018-04-05,8854
2018-04-06,8854
2018-04-08,8854
2018-04-09,8854
2018-04-10,8715
2018-04-11,8715
2018-04-12,8715
2018-04-13,8715
2018-04-14,8603
2018-04-16,8603
2018-04-17,8603
2018-04-18,8650
2018-04-19,8650
2018-04-20,8650
2018-04-21,8650
2018-04-22,8703
2018-04-23,8703
2018-04-24,8703
2018-04-25,8703
2018-04-26,8703
2018-04-27,8541
2018-04-28,8541
2018-04-29,8541
2018-04-30,8541
2018-05-01,8362
2018-05-02,8362
2018-05-03,8362
2018-05-04,8362
2018-05-05,8362
2018-05-06,8528
2018-05-07,8528
2018-05-08,8528
2018-05-09,8528
2018-05-10,8528
2018-05-11,8190
2018-05-12,8190
2018-05-13,8190
2018-05-14,8190
2018-05-15,8190
2018-05-16,7941
2018-05-17,7941
2018-05-18,7941
2018-05-19,7941
2018-05-20,7941
2018-05-21,8023
2018-05-22,8023
2018-05-23,8023
2018-05-24,8023
2018-05-25,8023
2018-05-26,8137
2018-05-27,8137
2018-05-28,8137
2018-05-29,8137
2018-05-30,8137
2018-05-31,8148
2018-06-01,8148
2018-06-02,8148
2018-06-03,8148
2018-06-04,8344
2018-06-05,8344
2018-06-06,8344
2018-06-07,8344
2018-06-08,8211
2018-06-09,8211
2018-06-10,8211
2018-06-11,8211
2018-06-12,8211
2018-06-13,8208
2018-06-14,8208
2018-06-15,8208
2018-06-16,8208
2018-06-17,8137
2018-06-18,8137
2018-06-19,8137
2018-06-20,8137
2018-06-21,8325
2018-06-22,8325
2018-06-23,8325
2018-06-24,8325
2018-06-25,8405
2018-06-26,8405
2018-06-27,8405
2018-06-28,8405
2018-06-29,8417
2018-06-30,8417
2018-07-01,8417
2018-07-02,8417
2018-07-03,8436
2018-07-04,8436
2018-07-05,8436
2018-07-06,8436
2018-07-07,8436
2018-07-08,8596
2018-07-09,8596
2018-07-10,8596
2018-07-11,8596
2018-07-12,8596
2018-07-13,8596
2018-07-14,8596
2018-07-15,8945
2018-07-16,8945
2018-07-17,8945
2018-07-18,8945
2018-07-19,8882
2018-07-20,8882
2018-07-21,8882
2018-07-22,8882
2018-07-23,9186
2018-07-24,9186
2018-07-25,9186
2018-07-26,9186
2018-07-27,9225
2018-07-28,9225
2018-07-29,9225
2018-07-30,9225
2018-07-31,9306
2018-08-01,9306
2018-08-02,9306
2018-08-03,9306
2018-08-04,9496
2018-08-05,9496
2018-08-06,9496
2018-08-07,9496
2018-08-08,9538
2018-08-09,9538
2018-08-10,9538
2018-08-11,9538
2018-08-12,9406
2018-08-14,9406
2018-08-16,9738
2018-08-17,9738
2018-08-18,9738
2018-08-19,10127
2018-08-20,10127
2018-08-21,10127
2018-08-22,10370
2018-08-23,10370
2018-08-24,10370
2018-08-25,10370
2018-08-26,10587
2018-08-27,10587
2018-08-28,10587
2018-08-29,10106
2018-08-30,10106
2018-08-31,10106
2018-09-01,9874
2018-09-02,9874
2018-09-03,9874
2018-09-04,9671
2018-09-05,9671
2018-09-06,9671
2018-09-07,9761
2018-09-08,9761
2018-09-09,9761
2018-09-10,9821
2018-09-11,9821
2018-09-12,9821
2018-09-13,10001
2018-09-14,10001
2018-09-15,10001
2018-09-16,10001
2018-09-17,10437
2018-09-18,10437
2018-09-19,10437
2018-09-20,10290
2018-09-21,10290
2018-09-22,10290
2018-09-23,10146
2018-09-24,10146
2018-09-25,10146
2018-09-26,9835
2018-09-27,9835
2018-09-28,9835
2018-09-29,9835
2018-09-30,10019
2018-10-02,10019
2018-10-03,9800
2018-10-04,9800
2018-10-05,9800
2018-10-06,9573
2018-10-07,9573
2018-10-08,9573
2018-10-09,9808
2018-10-10,9808
2018-10-11,9808
2018-10-12,9994
2018-10-13,9994
2018-10-14,9994
2018-10-15,10367
2018-10-16,10367
2018-10-17,10367
2018-10-18,10367
2018-10-19,10716
2018-10-20,10716
2018-10-21,10716
2018-10-22,10716
2018-10-23,11190
2018-10-24,11190
2018-10-25,11190
2018-10-26,11190
2018-10-27,11670
2018-10-28,11670
2018-10-29,11670
2018-10-30,12103
2018-10-31,12582
2018-11-01,13140
2018-11-03,13797
2018-11-04,14109
2018-11-05,14806
2018-11-06,15347
2018-11-07,15347
2018-11-08,16106
2018-11-09,16106
2018-11-10,16903
2018-11-11,16903
2018-11-12,17737
2018-11-13,18589
2018-11-14,18589
2018-11-15,19468
2018-11-16,20377
2018-11-17,20377
2018-11-18,21335
2018-11-19,21335
2018-11-20,22401
2018-11-21,22401
2018-11-22,23489
2018-11-23,23489
2018-11-24,24664
2018-11-25,25766
2018-11-26,25766
2018-11-27,27055
2018-11-28,28149
2018-11-29,29391
2018-12-01,30361
2018-12-02,30361
2018-12-03,31449
2018-12-04,31449
2018-12-05,32396
2018-12-07,32396
2018-12-09,31869
2018-12-11,30793
2018-12-12,29347
2018-12-13,29347
2018-12-14,27879
2018-12-15,27879
2018-12-16,26524
2018-12-17,26524
2018-12-18,25465
2018-12-19,25465
2018-12-20,24491
2018-12-21,24491
2018-12-22,23283
2018-12-23,22428
2018-12-24,22303
2018-12-25,22303
2018-12-26,22303
2018-12-27,21747
2018-12-28,21747
2018-12-29,21275
2018-12-30,21275
2018-12-31,21244
2019-01-01,21244
2019-01-02,20657
2019-01-03,20657
2019-01-04,20068
2019-01-05,19454
2019-01-06,19045
2019-01-08,19205
2019-01-10,19665
2019-01-11,19665
2019-01-12,18748
2019-01-13,18748
2019-01-14,18054
2019-01-15,18054
2019-01-16,17531
2019-01-17,17531
2019-01-18,17137
2019-01-19,17137
2019-01-20,16453
2019-01-21,16453
2019-01-22,15788
2019-01-23,15788
2019-01-24,15293
2019-01-25,15293
2019-01-26,15655
2019-01-27,15655
2019-01-28,16047
2019-01-29,16047
2019-01-30,16522
2019-01-31,16522
2019-02-01,16936
2019-02-02,16936
2019-02-03,17206
2019-02-04,17206
2019-02-05,17206
2019-02-06,17551
2019-02-07,17551
2019-02-08,18023
2019-02-09,18023
2019-02-10,18023
2019-02-11,18868
2019-02-12,18868
2019-02-13,19227
2019-02-14,19227
2019-02-15,19227
2019-02-16,19549
2019-02-17,19549
2019-02-18,19549
2019-02-19,19984
2019-02-20,19984
2019-02-21,19984
2019-02-22,20215
2019-02-23,20215
2019-02-24,20215
2019-02-25,20781
2019-02-26,20781
2019-02-27,20781
2019-02-28,20781
2019-03-01,20781
2019-03-02,21117
2019-03-03,21117
2019-03-04,21686
2019-03-05,21686
2019-03-06,21686
2019-03-07,22278
2019-03-08,22278
2019-03-09,22278
2019-03-10,22883
2019-03-11,22883
2019-03-12,23475
2019-03-13,23475
2019-03-14,23475
2019-03-15,24097
2019-03-16,24097
2019-03-17,24097
2019-03-18,24406
2019-03-19,24406
2019-03-20,24406
2019-03-21,24907
2019-03-22,24907
2019-03-23,24907
2019-03-24,25317
2019-03-25,25317
2019-03-26,25317
2019-03-27,25947
2019-03-28,25947
2019-03-29,26779
2019-03-30,26779
2019-03-31,26779
2019-04-01,27512
2019-04-02,27512
2019-04-03,27512
2019-04-04,27693
2019-04-05,27693
2019-04-06,27693
2019-04-07,27693
2019-04-08,28029
2019-04-09,28029
2019-04-10,28029
2019-04-11,29353
2019-04-12,29353
2019-04-13,29132
2019-04-14,29132
2019-04-15,29632
2019-04-16,29632
2019-04-17,30279
2019-04-18,30279
2019-04-19,30179
2019-04-20,30179
2019-04-21,30648
2019-04-22,30648
2019-04-23,31071
2019-04-24,31071
2019-04-25,31221
2019-04-26,31221
2019-04-27,29989
2019-04-28,29989
2019-04-29,29989
2019-04-30,30563
2019-05-01,30563
2019-05-02,30563
2019-05-03,30943
2019-05-04,30943
2019-05-05,30779
2019-05-06,30779
2019-05-07,30779
2019-05-08,31017
2019-05-09,31017
2019-05-10,31017
2019-05-11,30826
2019-05-12,30826
2019-05-13,30981
2019-05-14,30981
2019-05-15,30981
2019-05-16,31409
2019-05-17,31409
2019-05-18,31409
2019-05-19,31229
2019-05-20,31229
2019-05-21,31229
2019-05-22,31229
2019-05-23,31002
2019-05-24,31002
2019-05-25,31002
2019-05-26,31002
2019-05-27,30965
2019-05-28,30965
2019-05-29,30965
2019-05-30,31132
2019-05-31,31132
2019-06-01,31132
2019-06-02,31132
2019-06-03,31764
2019-06-04,31764
2019-06-05,31764
2019-06-06,31544
2019-06-07,31544
2019-06-08,31544
2019-06-09,31479
2019-06-10,31479
2019-06-11,31479
2019-06-12,31479
2019-06-13,31889
2019-06-14,31889
2019-06-15,31889
2019-06-16,32120
2019-06-17,32120
2019-06-18,32120
2019-06-19,32120
2019-06-20,32965
2019-06-21,32965
2019-06-22,32965
2019-06-23,32965
2019-06-24,32661
2019-06-25,32661
2019-06-26,32661
2019-06-27,33152
2019-06-28,33152
2019-06-29,33152
2019-06-30,33152
2019-07-01,33593
2019-07-02,33593
2019-07-03,33593
2019-07-04,33593
2019-07-05,35186
2019-07-06,35186
2019-07-07,35186
2019-07-08,35186
2019-07-09,36746
2019-07-10,36746
2019-07-11,36746
2019-07-12,38445
2019-07-13,38445
2019-07-14,38445
2019-07-15,38445
2019-07-16,40280
2019-07-17,40280
2019-07-18,40280
2019-07-19,40280
2019-07-20,42202
2019-07-21,42202
2019-07-22,42202
2019-07-23,42202
2019-07-24,41490
2019-07-25,41490
2019-07-26,41490
2019-07-27,40227
2019-07-28,40227
2019-07-29,40227
2019-07-30,38265
2019-07-31,38265
2019-08-01,38265
2019-08-02,36895
2019-08-03,36895
2019-08-04,36895
2019-08-05,35995
2019-08-06,35995
2019-08-07,35995
2019-08-08,34885
2019-08-09,34885
2019-08-10,34885
2019-08-11,33428
2019-08-12,33428
2019-08-13,33428
2019-08-14,32619
2019-08-15,32619
2019-08-16,31431
2019-08-17,31431
2019-08-18,31431
2019-08-19,30637
2019-08-20,30637
2019-08-21,30637
2019-08-22,29755
2019-08-23,29755
2019-08-24,29755
2019-08-24,29755
2019-08-25,29084
2019-08-25,29084
2019-08-26,29084
2019-08-26,29084
2019-08-27,29084
2019-08-27,29084
2019-08-28,27947
2019-08-29,27947
2019-08-30,27947
2019-08-31,26799
2019-09-01,26799
2019-09-02,26799
2019-09-03,26976
2019-09-04,26976
2019-09-05,26976
2019-09-06,26976
2019-09-07,27510
2019-09-08,27510
2019-09-09,27510
2019-09-10,26632
2019-09-11,26632
2019-09-12,26632
2019-09-13,26632
2019-09-14,25989
2019-09-15,25989
2019-09-16,25989
2019-09-17,25244
2019-09-18,25244
2019-09-19,25244
2019-09-20,25244
2019-09-21,24192
2019-09-22,24192
2019-09-23,24192
2019-09-24,24192
2019-09-25,23200
2019-09-26,23200
2019-09-27,23200
2019-09-28,22154
2019-09-29,22154
2019-09-30,21259
2019-10-01,21259
2019-10-02,20328
2019-10-03,20328
2019-10-04,20328
2019-10-05,19629
2019-10-06,19629
2019-10-07,19629
2019-10-08,19015
2019-10-09,19015
2019-10-10,19015
2019-10-11,19015
2019-10-12,18874
2019-10-13,18874
2019-10-14,18874
2019-10-15,19134
2019-10-16,19134
2019-10-17,19134
2019-10-18,19134
2019-10-19,19950
2019-10-20,19950
2019-10-21,19950
2019-10-22,19950
2019-10-23,19240
2019-10-24,19240
2019-10-25,19240
2019-10-26,18774
2019-10-27,18774
2019-10-28,18774
2019-10-29,18237
2019-10-30,18237
2019-10-31,18237
2019-11-01,18237
2019-11-02,17653
2019-11-03,17653
2019-11-04,17653
2019-11-05,17034
2019-11-06,17034
2019-11-07,17034
2019-11-08,16475
2019-11-09,16475
2019-11-10,15773
2019-11-11,15773
2019-11-12,15773
2019-11-13,15773
2019-11-14,15046
2019-11-15,15046
2019-11-16,15046
2019-11-17,15046
2019-11-18,14709
2019-11-19,14709
2019-11-20,14709
2019-11-21,14709
2019-11-22,14740
2019-11-23,14740
2019-11-24,14740
2019-11-25,15154
2019-11-26,15154
2019-11-27,15154
2019-11-28,15154
2019-11-29,15290
2019-11-30,15290
2019-12-01,15290
2019-12-02,14938
2019-12-03,14938
2019-12-04,14938
2019-12-05,14938
2019-12-06,15006
2019-12-07,15006
2019-12-08,15006
2019-12-09,15006
2019-12-10,14731
2019-12-11,14731
2019-12-12,14731
2019-12-13,14044
2019-12-14,14044
2019-12-15,14044
2019-12-16,14044
2019-12-17,13478
2019-12-18,13478
2019-12-19,13478
2019-12-20,13478
2019-12-21,13607
2019-12-22,13607
2019-12-23,13607
2019-12-24,13443
2019-12-25,13443
2019-12-26,13443
2019-12-27,13443
2019-12-28,13279
2019-12-29,13279
2019-12-30,13279
2019-12-31,13279
2020-01-01,13083
2020-01-02,13083
2020-01-03,13083
2020-01-04,13083
2020-01-05,13406
2020-01-06,13406
2020-01-07,13406
2020-01-08,13406
2020-01-09,13101
2020-01-10,13101
2020-01-11,13101
2020-01-12,13274
2020-01-13,13274
2020-01-14,13274
2020-01-15,13274
2020-01-16,13904
2020-01-17,13904
2020-01-18,13904
2020-01-19,14436
2020-01-20,14436
2020-01-21,14436
2020-01-22,14436
2020-01-23,14949
2020-01-24,14949
2020-01-25,14949
2020-01-26,15617
2020-01-27,15617
2020-01-28,15617
2020-01-29,16167
2020-01-30,16167
2020-01-31,16167
2020-02-01,16167
2020-02-02,16019
2020-02-03,16019
2020-02-04,16019
2020-02-05,16019
2020-02-06,15629
2020-02-07,15629
2020-02-08,15629
2020-02-09,15629
2020-02-10,15183
2020-02-11,15183
2020-02-12,15183
2020-02-13,15183
2020-02-14,14563
2020-02-15,14563
2020-02-16,14563
2020-02-17,14295
2020-02-18,14295
2020-02-19,14295
2020-02-20,14031
2020-02-21,14031
2020-02-22,14031
2020-02-23,13434
2020-02-24,13434
2020-02-25,13434
2020-02-26,13030
2020-02-27,13030
2020-02-28,13030
2020-02-29,13030
2020-03-01,12587
2020-03-02,12587
2020-03-03,12587
2020-03-04,12587
2020-03-05,12274
2020-03-06,12274
2020-03-07,12274
2020-03-08,12274
2020-03-09,12020
2020-03-10,12020
2020-03-11,12014
2020-03-12,12014
2020-03-13,12014
2020-03-14,11826
2020-03-15,11826
2020-03-16,11826
2020-03-17,11406
2020-03-18,11406
2020-03-19,11406
2020-03-20,11478
2020-03-21,11478
2020-03-22,11478
2020-03-23,11872
2020-03-24,11872
2020-03-25,11872
2020-03-26,12428
2020-03-27,12428
2020-03-28,12428
2020-03-29,12685
2020-03-30,12685
2020-03-31,12685
2020-04-01,12989
2020-04-02,12989
2020-04-03,12989
2020-04-04,13304
2020-04-05,13304
2020-04-06,13857
2020-04-07,13857
2020-04-08,13583
2020-04-09,13583
2020-04-10,13583
2020-04-11,12997
2020-04-12,12997
2020-04-13,12427
2020-04-14,12427
2020-04-15,12012
2020-04-16,12012
2020-04-17,12012
2020-04-18,12304
2020-04-19,12304
2020-04-20,12283
2020-04-21,12283
2020-04-22,11726
2020-04-23,11726
2020-04-24,11726
2020-04-25,11415
2020-04-26,11415
2020-04-27,11042
2020-04-28,11042
2020-04-29,10575
2020-04-30,10575
2020-05-01,10575
2020-05-02,10164
2020-05-03,10164
2020-05-04,10164
2020-05-05,9699
2020-05-06,9699
2020-05-07,9304
2020-05-08,9304
2020-05-09,9049
2020-05-10,9049
2020-05-11,9049
2020-05-12,9095
2020-05-13,9095
