date_obj,Cat%20mask price
2016-08-26,14261
2016-08-28,14015
2016-08-31,14040
2016-09-01,14040
2016-09-02,14163
2016-09-03,14163
2016-09-04,14480
2016-09-05,14480
2016-09-06,14718
2016-09-07,14718
2016-09-08,14718
2016-09-09,14833
2016-09-10,14833
2016-09-11,15064
2016-09-12,15064
2016-09-13,15339
2016-09-14,15339
2016-09-15,15339
2016-09-16,15728
2016-09-17,15728
2016-09-18,15728
2016-09-19,15815
2016-09-20,15815
2016-09-21,15815
2016-09-22,15676
2016-09-23,15676
2016-09-24,15676
2016-09-25,15778
2016-09-26,15778
2016-09-27,15778
2016-09-28,15531
2016-09-29,15531
2016-09-30,15531
2016-10-01,15312
2016-10-02,15312
2016-10-03,15312
2016-10-04,15312
2016-10-05,15607
2016-10-06,15607
2016-10-07,15607
2016-10-08,15828
2016-10-09,15828
2016-10-10,15828
2016-10-11,16531
2016-10-12,16531
2016-10-13,16531
2016-10-14,17292
2016-10-15,17292
2016-10-16,17292
2016-10-17,18081
2016-10-18,18081
2016-10-19,18081
2016-10-20,18834
2016-10-21,18834
2016-10-22,18834
2016-10-23,19604
2016-10-24,19604
2016-10-25,19604
2016-10-26,20429
2016-10-27,20429
2016-10-28,20429
2016-10-29,21267
2016-10-30,21267
2016-10-31,21267
2016-11-01,21058
2016-11-02,21058
2016-11-03,21058
2016-11-04,21131
2016-11-05,21131
2016-11-06,21131
2016-11-07,21745
2016-11-08,21745
2016-11-09,22186
2016-11-10,22186
2016-11-11,22186
2016-11-12,22169
2016-11-13,22169
2016-11-14,22169
2016-11-15,22278
2016-12-07,20498
2016-12-08,20498
2016-12-09,19844
2016-12-10,19844
2016-12-11,19844
2016-12-12,20164
2016-12-13,20164
2016-12-14,20239
2016-12-15,20239
2016-12-16,20239
2016-12-17,19256
2016-12-18,19256
2016-12-19,19256
2016-12-20,18293
2016-12-21,18293
2016-12-22,17433
2016-12-23,17236
2016-12-24,17236
2016-12-25,17144
2016-12-26,17144
2016-12-27,16860
2016-12-28,16860
2016-12-29,16860
2016-12-30,17168
2016-12-31,17168
2017-01-01,17168
2017-01-02,17748
2017-01-03,17748
2017-01-04,18191
2017-01-05,18191
2017-01-06,17791
2017-01-07,17791
2017-01-08,18041
2017-01-09,18041
2017-01-10,17199
2017-01-11,17199
2017-01-12,16749
2017-01-13,16749
2017-01-14,16267
2017-01-15,16267
2017-01-16,15684
2017-01-17,15684
2017-01-18,15296
2017-01-19,15296
2017-01-20,14712
2017-01-21,14712
2017-01-22,13981
2017-01-23,13981
2017-01-27,12100
2017-01-28,11535
2017-01-29,11535
2017-01-30,11006
2017-01-31,11006
2017-02-01,10455
2017-02-02,10455
2017-02-03,9943
2017-02-04,9943
2017-02-05,9445
2017-02-06,9445
2017-02-07,9309
2017-02-08,9512
2017-02-09,9512
2017-02-10,9717
2017-02-11,9717
2017-02-12,9781
2017-02-13,9781
2017-02-14,10076
2017-02-15,10076
2017-02-16,10060
2017-02-18,10210
2017-02-19,10210
2017-02-20,10204
2017-02-21,10204
2017-02-22,10388
2017-02-23,10388
2017-02-24,10670
2017-02-25,10670
2017-02-26,10762
2017-02-27,10762
2017-02-28,10782
2017-03-01,10782
2017-03-02,10934
2017-03-03,10934
2017-03-04,10753
2017-03-05,10753
2017-03-06,10803
2017-03-07,10803
2017-03-08,11022
2017-03-09,11022
2017-03-10,11156
2017-03-11,11071
2017-03-12,11071
2017-03-13,11211
2017-03-14,11211
2017-03-15,11287
2017-03-16,11287
2017-03-17,11067
2017-03-18,11067
2017-03-19,10606
2017-03-20,10606
2017-03-21,10179
2017-03-22,10179
2017-03-23,9684
2017-03-24,9684
2017-03-25,9238
2017-03-26,9238
2017-03-27,8796
2017-03-28,8796
2017-03-29,8356
2017-03-30,8356
2017-03-31,7942
2017-04-01,7942
2017-04-02,7580
2017-04-03,7580
2017-04-04,7202
2017-04-12,6084
2017-04-13,6028
2017-04-14,6028
2017-04-15,5966
2017-04-16,5966
2017-04-17,6232
2017-04-18,6232
2017-04-19,6523
2017-04-20,6523
2017-04-21,6850
2017-04-22,6850
2017-04-23,7193
2017-04-24,7193
2017-04-25,7527
2017-04-26,7527
2017-04-27,7867
2017-04-28,7867
2017-04-29,8248
2017-04-30,8248
2017-05-01,8547
2017-05-02,8547
2017-05-03,8916
2017-05-04,8916
2017-05-05,9362
2017-05-06,9362
2017-05-07,9816
2017-05-08,9816
2017-05-09,10300
2017-05-10,10300
2017-05-11,10647
2017-05-12,10647
2017-05-13,11036
2017-05-14,11036
2017-05-15,11036
2017-05-16,11341
2017-05-17,11341
2017-05-18,11204
2017-05-19,11204
2017-05-20,11382
2017-05-21,11382
2017-05-22,11382
2017-05-23,11408
2017-05-24,11408
2017-05-25,10921
2017-05-26,10921
2017-05-27,10495
2017-05-28,10495
2017-05-29,10098
2017-05-30,10098
2017-05-31,9672
2017-06-01,9672
2017-06-02,9279
2017-06-03,9279
2017-06-04,9233
2017-06-05,9233
2017-06-06,9315
2017-06-07,9315
2017-06-08,9494
2017-06-09,9494
2017-06-10,9369
2017-06-11,9369
2017-06-12,9225
2017-06-13,9225
2017-06-14,9199
2017-06-15,9199
2017-06-16,9044
2017-06-17,9044
2017-06-18,9044
2017-06-19,9044
2017-06-20,9196
2017-06-21,9196
2017-06-22,9551
2017-06-23,9551
2017-06-24,9710
2017-06-25,9710
2017-06-26,9937
2017-06-27,9937
2017-06-28,9866
2017-06-29,9866
2017-06-30,9545
2017-07-01,9545
2017-07-02,9545
2017-07-03,9070
2017-07-04,9070
2017-07-05,9070
2017-07-06,8787
2017-07-07,8787
2017-07-08,8787
2017-07-13,8207
2017-07-14,7796
2017-07-15,7796
2017-07-16,7467
2017-07-17,7307
2017-07-18,7307
2017-07-19,7295
2017-07-20,7295
2017-07-21,7263
2017-07-22,7263
2017-07-23,7252
2017-07-24,7252
2017-07-25,7315
2017-07-26,7315
2017-07-27,7337
2017-07-28,7337
2017-07-29,7337
2017-07-30,7457
2017-07-31,7457
2017-08-01,7457
2017-08-02,7511
2017-08-03,7511
2017-08-04,7511
2017-08-05,7552
2017-08-06,7552
2017-08-09,7462
2017-08-10,7462
2017-08-11,7656
2017-08-12,7656
2017-08-13,7664
2017-08-14,7664
2017-08-15,7806
2017-08-16,7806
2017-08-17,7848
2017-08-18,7848
2017-08-19,7848
2017-08-20,7879
2017-08-21,7879
2017-08-22,7810
2017-08-23,7810
2017-08-24,7520
2017-08-25,7520
2017-08-26,7372
2017-08-27,7372
2017-08-28,7331
2017-08-29,7331
2017-08-30,7447
2017-08-31,7447
2017-09-01,7447
2017-09-02,7698
2017-09-03,7698
2017-09-04,7650
2017-09-05,7650
2017-09-06,7578
2017-09-07,7578
2017-09-08,7685
2017-09-09,7685
2017-09-10,7743
2017-09-11,7743
2017-09-12,7972
2017-09-13,7972
2017-09-14,8146
2017-09-15,8146
2017-09-16,7895
2017-09-17,7675
2017-09-18,7675
2017-09-19,7635
2017-09-20,7635
2017-09-21,7499
2017-09-22,7177
2017-09-23,7177
2017-09-24,7177
2017-09-25,6990
2017-09-26,6990
2017-09-27,6773
2017-09-28,6773
2017-09-29,6881
2017-09-30,6881
2017-10-01,6904
2017-10-02,6904
2017-10-03,7076
2017-10-04,7076
2017-10-05,6841
2017-10-06,6841
2017-10-07,6589
2017-10-08,6589
2017-10-09,6486
2017-10-10,6323
2017-10-11,6323
2017-10-12,6096
2017-10-13,6096
2017-10-14,5919
2017-10-15,5919
2017-10-16,5782
2017-10-17,5782
2017-10-18,5882
2017-10-19,5882
2017-10-20,5945
2017-10-21,5945
2017-10-22,6073
2017-10-23,6073
2017-10-24,6073
2017-10-25,6262
2017-10-26,6262
2017-10-27,6262
2017-10-28,6358
2017-10-29,6358
2017-10-30,6565
2017-10-31,6565
2017-11-01,6565
2017-11-02,6631
2017-11-03,6631
2017-11-04,6604
2017-11-05,6604
2017-11-06,6699
2017-11-07,6699
2017-11-08,6815
2017-11-09,6815
2017-11-10,6962
2017-11-11,6962
2017-11-12,7104
2017-11-13,7104
2017-11-14,7104
2017-11-15,7445
2017-11-16,7445
2017-11-17,7818
2017-11-18,7818
2017-11-19,8132
2017-11-20,8132
2017-11-21,8504
2017-11-22,8504
2017-11-23,8899
2017-11-24,8899
2017-11-25,9184
2017-11-26,9184
2017-11-27,9184
2017-11-28,9303
2017-11-29,9303
2017-11-30,9522
2017-12-01,9522
2017-12-02,9615
2017-12-03,9615
2017-12-04,10010
2017-12-05,10010
2017-12-06,10220
2017-12-07,10220
2017-12-08,10220
2017-12-09,10557
2017-12-10,10557
2017-12-11,10845
2017-12-12,10845
2017-12-13,10845
2017-12-14,10848
2017-12-15,10848
2017-12-16,10324
2017-12-17,10324
2017-12-18,9850
2017-12-19,9850
2017-12-20,9485
2017-12-21,9485
2017-12-22,9102
2017-12-23,9102
2017-12-24,8731
2017-12-25,8731
2017-12-26,8585
2017-12-27,8585
2017-12-28,8272
2017-12-29,8272
2017-12-30,7906
2017-12-31,7906
2018-01-01,7580
2018-01-02,7580
2018-01-03,7213
2018-01-04,7213
2018-01-05,6852
2018-01-06,6517
2018-01-07,6517
2018-01-08,6233
2018-01-09,6008
2018-01-10,6008
2018-01-11,5727
2018-01-12,5727
2018-01-13,5519
2018-01-14,5519
2018-01-15,5352
2018-01-16,5352
2018-01-17,5197
2018-01-18,5197
2018-01-19,5177
2018-01-20,5232
2018-01-21,5232
2018-01-22,5369
2018-01-23,5568
2018-01-24,5568
2018-01-25,5713
2018-01-26,5713
2018-01-27,5754
2018-01-28,5871
2018-01-29,5779
2018-01-30,5779
2018-01-31,5858
2018-02-01,5858
2018-02-02,5868
2018-02-03,5949
2018-02-04,5949
2018-02-05,5934
2018-02-06,5925
2018-02-07,5871
2018-02-08,5871
2018-02-09,5987
2018-02-10,5987
2018-02-11,6184
2018-02-12,6184
2018-02-13,6333
2018-02-14,6333
2018-02-15,6484
2018-02-16,6484
2018-02-17,6582
2018-02-18,6582
2018-02-19,6889
2018-02-20,7204
2018-02-21,7204
2018-02-22,7414
2018-02-23,7615
2018-02-24,7615
2018-02-25,7700
2018-02-26,7700
2018-02-27,7495
2018-02-28,7495
2018-03-01,7466
2018-03-02,7584
2018-03-03,7584
2018-03-04,7860
2018-03-05,7993
2018-03-06,7993
2018-03-07,8043
2018-03-08,8043
2018-03-09,7808
2018-03-10,7808
2018-03-11,7612
2018-03-12,7612
2018-03-13,7338
2018-03-14,7338
2018-03-15,7474
2018-03-16,7474
2018-03-17,7571
2018-03-18,7571
2018-03-20,7546
2018-03-21,7546
2018-03-23,7819
2018-03-24,7955
2018-03-25,7955
2018-03-26,8048
2018-03-27,7822
2018-03-28,7822
2018-03-29,7559
2018-03-30,7559
2018-03-31,7431
2018-04-01,7431
2018-04-02,7289
2018-04-03,7041
2018-04-04,7041
2018-04-05,7179
2018-04-06,7212
2018-04-07,7212
2018-04-08,7162
2018-04-09,7162
2018-04-10,7284
2018-04-11,7284
2018-04-12,7281
2018-04-13,7281
2018-04-14,7354
2018-04-15,7410
2018-04-16,7410
2018-04-17,7354
2018-04-18,7354
2018-04-19,7177
2018-04-20,7177
2018-04-21,7215
2018-04-22,7215
2018-04-23,7065
2018-04-24,7065
2018-04-25,7223
2018-04-26,7223
2018-04-27,7503
2018-04-28,7503
2018-04-29,7759
2018-04-30,7759
2018-05-01,7878
2018-05-02,7878
2018-05-03,7707
2018-05-04,7707
2018-05-05,7663
2018-05-06,7663
2018-05-07,7807
2018-05-08,7807
2018-05-09,7883
2018-05-10,7883
2018-05-11,7984
2018-05-12,8206
2018-05-13,8206
2018-05-14,8345
2018-05-15,8345
2018-05-16,8317
2018-05-17,8317
2018-05-18,8520
2018-05-19,8520
2018-05-20,8645
2018-05-21,8642
2018-05-22,8642
2018-05-23,8659
2018-05-24,8659
2018-05-25,8651
2018-05-26,8613
2018-05-27,8613
2018-05-28,8492
2018-05-29,8492
2018-05-30,8406
2018-05-31,8406
2018-06-01,8745
2018-06-02,8953
2018-06-03,8953
2018-06-04,9308
2018-06-05,9000
2018-06-06,8703
2018-06-07,8703
2018-06-08,8518
2018-06-09,8518
2018-06-10,8342
2018-06-11,8342
2018-06-12,8328
2018-06-13,8465
2018-06-14,8465
2018-06-15,8759
2018-06-16,8759
2018-06-17,9098
2018-06-18,9098
2018-06-19,9352
2018-06-20,9352
2018-06-21,9489
2018-06-22,9489
2018-06-23,9588
2018-06-24,9588
2018-06-25,9786
2018-06-26,9786
2018-06-27,9860
2018-06-28,9860
2018-06-29,9668
2018-06-30,9668
2018-07-01,9556
2018-07-02,9556
2018-07-03,9428
2018-07-04,9428
2018-07-05,9076
2018-07-06,8627
2018-07-07,8627
2018-07-08,8197
2018-07-09,7927
2018-07-10,7609
2018-07-11,7491
2018-07-12,7491
2018-07-13,7193
2018-07-14,6833
2018-07-15,6833
2018-07-16,6723
2018-07-17,6828
2018-07-18,6828
2018-07-19,6800
2018-07-20,6800
2018-07-21,6719
2018-07-22,6719
2018-07-23,6445
2018-07-24,6445
2018-07-25,6385
2018-07-26,6317
2018-07-27,6139
2018-07-28,6139
2018-07-29,6057
2018-07-30,6057
2018-07-31,6123
2018-08-01,6123
2018-08-02,6233
2018-08-03,6233
2018-08-04,6322
2018-08-05,6322
2018-08-06,6346
2018-08-07,6346
2018-08-08,6333
2018-08-09,6333
2018-08-10,6256
2018-08-11,6267
2018-08-12,6085
2018-08-14,6069
2018-08-16,5988
2018-08-17,5953
2018-08-18,5953
2018-08-19,6096
2018-08-20,6186
2018-08-21,6186
2018-08-22,6230
2018-08-23,6230
2018-08-24,6420
2018-08-25,6593
2018-08-26,6593
2018-08-27,6706
2018-08-28,6792
2018-08-29,6792
2018-08-30,6863
2018-08-31,7014
2018-09-01,7008
2018-09-02,7008
2018-09-03,7138
2018-09-04,7244
2018-09-05,7268
2018-09-06,7268
2018-09-07,7383
2018-09-08,7358
2018-09-09,7358
2018-09-10,7367
2018-09-11,7367
2018-09-12,7600
2018-09-13,7600
2018-09-14,7833
2018-09-15,8044
2018-09-16,8044
2018-09-17,8208
2018-09-18,8398
2018-09-19,8398
2018-09-20,8418
2018-09-21,8418
2018-09-22,8473
2018-09-23,8473
2018-09-24,8809
2018-09-25,8809
2018-09-26,8865
2018-09-27,8865
2018-09-28,9085
2018-09-29,9085
2018-09-30,9122
2018-10-01,9117
2018-10-02,9117
2018-10-03,9358
2018-10-04,9358
2018-10-05,9424
2018-10-06,9540
2018-10-07,9540
2018-10-08,9664
2018-10-09,9755
2018-10-10,10051
2018-10-11,10124
2018-10-12,10124
2018-10-13,10190
2018-10-14,10190
2018-10-15,10037
2018-10-16,9975
2018-10-17,9975
2018-10-18,9958
2018-10-19,10200
2018-10-20,10200
2018-10-21,10302
2018-10-22,10225
2018-10-23,10225
2018-10-24,10112
2018-10-25,10112
2018-10-26,9907
2018-10-27,9852
2018-10-28,9529
2018-10-29,9529
2018-10-30,9125
2018-10-31,8933
2018-11-01,8937
2018-11-03,9091
2018-11-04,9009
2018-11-05,8944
2018-11-06,9195
2018-11-07,9195
2018-11-08,9650
2018-11-09,9650
2018-11-10,9997
2018-11-11,10072
2018-11-12,10471
2018-11-13,10874
2018-11-14,10874
2018-11-15,11259
2018-11-16,11667
2018-11-17,11667
2018-11-18,11980
2018-11-19,12264
2018-11-20,12347
2018-11-21,12347
2018-11-22,12152
2018-11-23,11982
2018-11-24,11805
2018-11-25,11478
2018-11-26,11478
2018-11-27,11053
2018-11-28,10608
2018-11-29,10092
2018-12-01,9727
2018-12-02,9293
2018-12-03,9293
2018-12-04,8990
2018-12-05,8676
2018-12-07,8242
2018-12-09,7540
2018-12-10,7313
2018-12-11,7313
2018-12-12,7012
2018-12-13,6935
2018-12-14,6615
2018-12-15,6288
2018-12-16,6066
2018-12-17,6066
2018-12-18,5762
2018-12-19,5762
2018-12-20,5480
2018-12-21,5377
2018-12-22,5510
2018-12-23,5653
2018-12-24,5740
2018-12-25,5740
2018-12-26,5778
2018-12-27,5697
2018-12-28,5697
2018-12-29,5590
2018-12-30,5590
2018-12-31,5490
2019-01-01,5469
2019-01-02,5608
2019-01-03,5708
2019-01-04,5662
2019-01-05,5579
2019-01-06,5351
2019-01-08,5209
2019-01-10,5019
2019-01-11,4842
2019-01-12,4637
2019-01-13,4576
2019-01-14,4432
2019-01-15,4555
2019-01-16,4411
2019-01-17,4218
2019-01-18,4197
2019-01-19,4133
2019-01-20,4182
2019-01-21,4182
2019-01-22,4091
2019-01-23,4144
2019-01-24,4144
2019-01-25,4179
2019-01-26,4245
2019-01-27,4395
2019-01-28,4540
2019-01-29,4659
2019-01-30,4618
2019-01-31,4618
2019-02-01,4634
2019-02-02,4634
2019-02-03,4701
2019-02-04,4701
2019-02-05,4741
2019-02-06,4741
2019-02-07,4701
2019-02-08,4757
2019-02-09,4647
2019-02-10,4705
2019-02-11,4722
2019-02-12,4722
2019-02-13,4843
2019-02-14,4843
2019-02-15,4976
2019-02-16,5047
2019-02-17,4972
2019-02-18,4985
2019-02-19,4985
2019-02-20,4996
2019-02-21,4951
2019-02-22,4951
2019-02-23,4840
2019-02-24,4786
2019-02-25,4693
2019-02-26,4711
2019-02-27,4711
2019-02-28,4711
2019-03-01,4679
2019-03-02,4565
2019-03-03,4439
2019-03-04,4403
2019-03-05,4386
2019-03-06,4361
2019-03-07,4277
2019-03-08,4277
2019-03-09,4240
2019-03-10,4110
2019-03-11,4043
2019-03-12,4057
2019-03-13,4057
2019-03-14,4151
2019-03-15,4151
2019-03-16,4257
2019-03-17,4346
2019-03-18,4346
2019-03-19,4468
2019-03-20,4444
2019-03-21,4319
2019-03-22,4319
2019-03-23,4391
2019-03-24,4440
2019-03-25,4440
