date_obj,Grape%20seed price
2016-02-25,720
2016-02-26,720
2016-02-27,720
2016-02-28,720
2016-02-29,720
2016-03-01,720
2016-03-02,720
2016-03-03,720
2016-03-04,720
2016-03-05,720
2016-03-06,720
2016-03-07,720
2016-03-08,720
2016-03-09,720
2016-03-10,720
2016-03-11,720
2016-03-12,720
2016-03-13,720
2016-03-14,720
2016-03-15,720
2016-03-16,720
2016-03-17,720
2016-03-18,720
2016-03-19,720
2016-03-20,720
2016-03-21,720
2016-03-22,720
2016-03-23,750
2016-03-24,750
2016-03-25,750
2016-03-26,750
2016-03-27,750
2016-03-28,750
2016-03-29,750
2016-03-30,750
2016-03-31,750
2016-04-01,750
2016-04-02,750
2016-04-03,750
2016-04-04,750
2016-04-05,750
2016-04-06,750
2016-04-07,750
2016-04-08,750
2016-04-09,750
2016-04-10,750
2016-04-11,750
2016-04-12,750
2016-04-13,750
2016-04-14,750
2016-04-15,750
2016-04-16,750
2016-04-17,750
2016-04-18,750
2016-04-19,750
2016-04-20,750
2016-04-21,750
2016-04-22,750
2016-04-23,750
2016-04-24,750
2016-04-25,750
2016-04-26,750
2016-04-27,750
2016-04-28,750
2016-04-29,750
2016-04-30,750
2016-05-01,750
2016-05-02,750
2016-05-03,750
2016-05-04,750
2016-05-05,750
2016-05-06,750
2016-05-07,750
2016-05-08,750
2016-05-09,750
2016-05-10,750
2016-05-11,750
2016-05-12,750
2016-05-13,750
2016-05-14,750
2016-05-15,750
2016-05-16,750
2016-05-17,750
2016-05-18,750
2016-05-19,750
2016-05-22,750
2016-05-23,750
2016-05-24,750
2016-05-25,750
2016-05-26,750
2016-05-27,750
2016-05-28,750
2016-05-29,750
2016-05-30,750
2016-05-31,750
2016-06-01,784
2016-06-02,784
2016-06-03,784
2016-06-04,784
2016-06-05,784
2016-06-06,784
2016-06-07,784
2016-06-08,784
2016-06-09,784
2016-06-10,784
2016-06-11,784
2016-06-12,784
2016-06-13,784
2016-06-14,784
2016-06-15,784
2016-06-16,784
2016-06-17,784
2016-06-18,784
2016-06-19,784
2016-06-20,784
2016-06-21,784
2016-06-22,784
2016-06-23,784
2016-06-24,784
2016-06-25,784
2016-06-26,784
2016-06-27,784
2016-06-28,784
2016-06-29,784
2016-06-30,784
2016-07-01,784
2016-07-02,784
2016-07-03,784
2016-07-04,784
2016-07-05,784
2016-07-06,784
2016-07-07,784
2016-07-08,784
2016-07-09,784
2016-07-10,784
2016-07-11,822
2016-07-12,822
2016-07-13,822
2016-07-14,822
2016-07-15,822
2016-07-16,822
2016-07-17,822
2016-07-18,822
2016-07-23,822
2016-07-24,822
2016-07-25,822
2016-07-26,822
2016-07-27,822
2016-07-28,822
2016-07-29,822
2016-07-30,822
2016-07-31,822
2016-08-01,822
2016-08-02,822
2016-08-03,822
2016-08-04,822
2016-08-05,822
2016-08-06,822
2016-08-07,822
2016-08-08,822
2016-08-09,822
2016-08-10,822
2016-08-11,822
2016-08-12,822
2016-08-13,822
2016-08-14,822
2016-08-15,822
2016-08-16,822
2016-08-17,822
2016-08-18,822
2016-08-19,822
2016-08-20,822
2016-08-21,822
2016-08-22,822
2016-08-23,822
2016-08-24,862
2016-08-25,862
2016-08-26,862
2016-08-28,862
2016-08-31,862
2016-09-01,862
2016-09-02,862
2016-09-03,862
2016-09-04,862
2016-09-05,862
2016-09-06,862
2016-09-07,862
2016-09-08,862
2016-09-09,862
2016-09-10,862
2016-09-11,862
2016-09-12,862
2016-09-13,862
2016-09-14,862
2016-09-15,862
2016-09-16,862
2016-09-17,862
2016-09-18,862
2016-09-19,862
2016-09-20,862
2016-09-21,862
2016-09-22,862
2016-09-23,862
2016-09-24,862
2016-09-25,862
2016-09-26,862
2016-09-27,862
2016-09-28,862
2016-09-29,901
2016-09-30,901
2016-10-01,901
2016-10-02,901
2016-10-03,901
2016-10-04,901
2016-10-05,901
2016-10-06,901
2016-10-07,901
2016-10-08,901
2016-10-09,901
2016-10-10,901
2016-10-11,901
2016-10-12,901
2016-10-13,901
2016-10-14,901
2016-10-15,901
2016-10-16,901
2016-10-17,901
2016-10-18,901
2016-10-19,901
2016-10-20,901
2016-10-21,901
2016-10-22,901
2016-10-23,901
2016-10-24,901
2016-10-25,901
2016-10-26,901
2016-10-27,901
2016-10-28,901
2016-10-29,901
2016-10-30,901
2016-10-31,901
2016-11-01,901
2016-11-02,901
2016-11-03,901
2016-11-04,901
2016-11-05,901
2016-11-06,901
2016-11-07,901
2016-11-08,901
2016-11-09,901
2016-11-10,901
2016-11-11,901
2016-11-12,901
2016-11-13,901
2016-11-14,901
2016-11-15,901
2016-12-07,945
2016-12-08,945
2016-12-09,945
2016-12-10,945
2016-12-11,945
2016-12-12,945
2016-12-13,945
2016-12-14,945
2016-12-15,945
2016-12-16,945
2016-12-17,945
2016-12-18,945
2016-12-19,945
2016-12-20,945
2016-12-21,945
2016-12-22,945
2016-12-23,945
2016-12-24,945
2016-12-25,945
2016-12-26,945
2016-12-27,945
2016-12-28,945
2016-12-29,945
2016-12-30,945
2016-12-31,945
2017-01-01,945
2017-01-02,945
2017-01-03,991
2017-01-04,991
2017-01-05,991
2017-01-06,991
2017-01-07,991
2017-01-08,991
2017-01-09,991
2017-01-10,991
2017-01-11,991
2017-01-12,991
2017-01-13,991
2017-01-14,991
2017-01-15,991
2017-01-16,991
2017-01-17,991
2017-01-18,991
2017-01-19,991
2017-01-20,991
2017-01-21,991
2017-01-22,991
2017-01-23,991
2017-01-27,991
2017-01-28,991
2017-01-29,991
2017-01-30,991
2017-01-31,991
2017-02-01,991
2017-02-02,991
2017-02-03,991
2017-02-04,991
2017-02-05,991
2017-02-06,991
2017-02-07,991
2017-02-08,1038
2017-02-09,1038
2017-02-10,1038
2017-02-11,1038
2017-02-12,1038
2017-02-13,1038
2017-02-14,1038
2017-02-15,1038
2017-02-16,1038
2017-02-18,1038
2017-02-19,1038
2017-02-20,1038
2017-02-21,1038
2017-02-22,1038
2017-02-23,1038
2017-02-24,1038
2017-02-25,1038
2017-02-26,1038
2017-02-27,1038
2017-02-28,1038
2017-03-01,1038
2017-03-02,1038
2017-03-03,1038
2017-03-04,1038
2017-03-05,1038
2017-03-06,1038
2017-03-07,1038
2017-03-08,1038
2017-03-09,1038
2017-03-10,1038
2017-03-11,1038
2017-03-12,1038
2017-03-13,1038
2017-03-14,1038
2017-03-15,1038
2017-03-16,1038
2017-03-17,1087
2017-03-18,1087
2017-03-19,1087
2017-03-20,1087
2017-03-21,1087
2017-03-22,1087
2017-03-23,1087
2017-03-24,1087
2017-03-25,1087
2017-03-26,1087
2017-03-27,1087
2017-03-28,1087
2017-03-29,1087
2017-03-30,1087
2017-03-31,1087
2017-04-01,1087
2017-04-02,1087
2017-04-03,1087
2017-04-04,1087
2017-04-12,1087
2017-04-13,1087
2017-04-14,1087
2017-04-15,1087
2017-04-16,1087
2017-04-17,1087
2017-04-18,1087
2017-04-19,1087
2017-04-20,1087
2017-04-21,1087
2017-04-22,1087
2017-04-23,1087
2017-04-24,1087
2017-04-25,1139
2017-04-26,1139
2017-04-27,1139
2017-04-28,1139
2017-04-29,1139
2017-04-30,1139
2017-05-01,1139
2017-05-02,1139
2017-05-03,1139
2017-05-04,1139
2017-05-05,1139
2017-05-06,1139
2017-05-07,1139
2017-05-08,1139
2017-05-09,1139
2017-05-10,1139
2017-05-11,1139
2017-05-12,1139
2017-05-13,1139
2017-05-14,1139
2017-05-15,1139
2017-05-16,1139
2017-05-17,1139
2017-05-18,1139
2017-05-19,1139
2017-05-20,1139
2017-05-21,1139
2017-05-22,1139
2017-05-23,1139
2017-05-24,1139
2017-05-25,1139
2017-05-26,1139
2017-05-27,1139
2017-05-28,1139
2017-05-29,1139
2017-05-30,1139
2017-05-31,1139
2017-06-01,1139
2017-06-02,1139
2017-06-03,1194
2017-06-04,1194
2017-06-05,1194
2017-06-06,1194
2017-06-07,1194
2017-06-08,1194
2017-06-09,1194
2017-06-10,1194
2017-06-11,1194
2017-06-12,1194
2017-06-13,1194
2017-06-14,1194
2017-06-15,1194
2017-06-16,1194
2017-06-17,1194
2017-06-18,1194
2017-06-19,1194
2017-06-20,1194
2017-06-21,1194
2017-06-22,1194
2017-06-23,1194
2017-06-24,1194
2017-06-25,1194
2017-06-26,1194
2017-06-27,1194
2017-06-28,1194
2017-06-29,1194
2017-06-30,1194
2017-07-01,1194
2017-07-02,1194
2017-07-03,1251
2017-07-04,1251
2017-07-05,1251
2017-07-06,1251
2017-07-07,1251
2017-07-08,1251
2017-07-13,1251
2017-07-14,1251
2017-07-15,1251
2017-07-16,1251
2017-07-17,1251
2017-07-18,1251
2017-07-19,1251
2017-07-20,1251
2017-07-21,1251
2017-07-22,1251
2017-07-23,1251
2017-07-24,1251
2017-07-25,1251
2017-07-26,1251
2017-07-27,1251
2017-07-28,1251
2017-07-29,1251
2017-07-30,1251
2017-07-31,1251
2017-08-01,1311
2017-08-02,1311
2017-08-03,1311
2017-08-04,1311
2017-08-05,1311
2017-08-06,1311
2017-08-09,1311
2017-08-10,1311
2017-08-11,1311
2017-08-12,1311
2017-08-13,1311
2017-08-14,1311
2017-08-15,1311
2017-08-16,1311
2017-08-17,1311
2017-08-18,1311
2017-08-19,1311
2017-08-20,1311
2017-08-21,1311
2017-08-22,1311
2017-08-23,1311
2017-08-24,1311
2017-08-25,1374
2017-08-26,1374
2017-08-27,1374
2017-08-28,1374
2017-08-29,1374
2017-08-30,1374
2017-08-31,1374
2017-09-01,1374
2017-09-02,1374
2017-09-03,1374
2017-09-04,1374
2017-09-05,1374
2017-09-06,1374
2017-09-07,1374
2017-09-08,1374
2017-09-09,1374
2017-09-10,1374
2017-09-11,1374
2017-09-12,1374
2017-09-13,1374
2017-09-14,1374
2017-09-15,1374
2017-09-16,1374
2017-09-17,1374
2017-09-18,1439
2017-09-19,1439
2017-09-20,1439
2017-09-21,1439
2017-09-22,1439
2017-09-23,1439
2017-09-24,1439
2017-09-25,1439
2017-09-26,1439
2017-09-27,1439
2017-09-28,1439
2017-09-29,1439
2017-09-30,1439
2017-10-01,1439
2017-10-02,1439
2017-10-03,1439
2017-10-04,1439
2017-10-05,1439
2017-10-06,1439
2017-10-07,1439
2017-10-08,1439
2017-10-09,1439
2017-10-10,1439
2017-10-11,1439
2017-10-12,1439
2017-10-13,1439
2017-10-14,1439
2017-10-15,1439
2017-10-16,1439
2017-10-17,1439
2017-10-18,1508
2017-10-19,1508
2017-10-20,1508
2017-10-21,1508
2017-10-22,1508
2017-10-23,1508
2017-10-24,1508
2017-10-25,1508
2017-10-26,1508
2017-10-27,1508
2017-10-28,1508
2017-10-29,1508
2017-10-30,1508
2017-10-31,1508
2017-11-01,1508
2017-11-02,1508
2017-11-03,1508
2017-11-04,1508
2017-11-05,1508
2017-11-06,1508
2017-11-07,1508
2017-11-08,1508
2017-11-09,1508
2017-11-10,1508
2017-11-11,1508
2017-11-12,1508
2017-11-13,1508
2017-11-14,1582
2017-11-15,1582
2017-11-16,1582
2017-11-17,1582
2017-11-18,1582
2017-11-19,1582
2017-11-20,1582
2017-11-21,1582
2017-11-22,1582
2017-11-23,1582
2017-11-24,1582
2017-11-25,1582
2017-11-26,1582
2017-11-27,1582
2017-11-28,1582
2017-11-29,1582
2017-11-30,1582
2017-12-01,1582
2017-12-02,1582
2017-12-03,1582
2017-12-04,1582
2017-12-05,1582
2017-12-06,1582
2017-12-07,1582
2017-12-08,1582
2017-12-09,1582
2017-12-10,1582
2017-12-11,1660
2017-12-12,1660
2017-12-13,1660
2017-12-14,1660
2017-12-15,1660
2017-12-16,1660
2017-12-17,1660
2017-12-18,1660
2017-12-19,1660
2017-12-20,1660
2017-12-21,1660
2017-12-22,1660
2017-12-23,1660
2017-12-24,1660
2017-12-25,1660
2017-12-26,1660
2017-12-27,1660
2017-12-28,1660
2017-12-29,1660
2017-12-30,1660
2017-12-31,1660
2018-01-01,1660
