date_obj,Leaf-bladed%20sword price
2019-04-05,40553
2019-04-06,40515
2019-04-07,40248
2019-04-08,40548
2019-04-09,40501
2019-04-10,40575
2019-04-11,40373
2019-04-12,40447
2019-04-13,40542
2019-04-14,40442
2019-04-15,40479
2019-04-16,40383
2019-04-17,40389
2019-04-18,40356
2019-04-19,40307
2019-04-20,40172
2019-04-21,40342
2019-04-22,40341
2019-04-23,40374
2019-04-24,40317
2019-04-25,40294
2019-04-26,40439
2019-04-27,41006
2019-04-28,40545
2019-04-29,40298
2019-04-30,40364
2019-05-01,40405
2019-05-02,40320
2019-05-03,40344
2019-05-04,40305
2019-05-05,40308
2019-05-06,40290
2019-05-07,40368
2019-05-08,40355
2019-05-09,40354
2019-05-10,40221
2019-05-11,40222
2019-05-12,40330
2019-05-13,40333
2019-05-14,40290
2019-05-15,40341
2019-05-16,40402
2019-05-17,40381
2019-05-18,40325
2019-05-19,40310
2019-05-20,40409
2019-05-21,40397
2019-05-22,40301
2019-05-23,40327
2019-05-24,40332
2019-05-25,40268
2019-05-26,40340
2019-05-27,40310
2019-05-28,40392
2019-05-29,40423
2019-05-30,40359
2019-05-31,40423
2019-06-01,40385
2019-06-02,40358
2019-06-03,40369
2019-06-04,40302
2019-06-05,40328
2019-06-06,40305
2019-06-07,40371
2019-06-08,40362
2019-06-09,40360
2019-06-10,40371
2019-06-11,40373
2019-06-12,40349
2019-06-13,40481
2019-06-14,40501
2019-06-15,40703
2019-06-16,40820
2019-06-17,40422
2019-06-18,40495
2019-06-19,40922
2019-06-20,40329
2019-06-21,40388
2019-06-22,40681
2019-06-23,40987
2019-06-24,40628
2019-06-25,40420
2019-06-26,40413
2019-06-27,40382
2019-06-28,40309
2019-06-29,40364
2019-06-30,40382
2019-07-01,40380
2019-07-02,40393
2019-07-03,40421
2019-07-04,40381
2019-07-05,40384
2019-07-06,40425
2019-07-07,40443
2019-07-08,40389
2019-07-09,40331
2019-07-10,40402
2019-07-11,40368
2019-07-12,40363
2019-07-13,40419
2019-07-14,40336
2019-07-15,40329
2019-07-16,40356
2019-07-17,40328
2019-07-18,40440
2019-07-19,40823
2019-07-20,40661
2019-07-21,40703
2019-07-22,41006
2019-07-23,40415
2019-07-24,40292
2019-07-25,40543
2019-07-26,40572
2019-07-27,40453
2019-07-28,40198
2019-07-29,40282
2019-07-30,40358
2019-07-31,40346
2019-08-01,40156
2019-08-02,40382
2019-08-03,40296
2019-08-04,40327
2019-08-05,40193
2019-08-06,40309
2019-08-07,40324
2019-08-08,40230
2019-08-09,40266
2019-08-10,40262
2019-08-11,40266
2019-08-12,40235
2019-08-13,40235
2019-08-14,40152
2019-08-15,40279
2019-08-16,40269
2019-08-17,40123
2019-08-18,40294
2019-08-19,40378
2019-08-20,40345
2019-08-21,40404
2019-08-22,40297
2019-08-23,40317
2019-08-24,40351
2019-08-24,40351
2019-08-25,40316
2019-08-25,40316
2019-08-26,40367
2019-08-26,40367
2019-08-27,40405
2019-08-27,40405
2019-08-28,40278
2019-08-29,40329
2019-08-30,40326
2019-08-31,40371
2019-09-01,40260
2019-09-02,40303
2019-09-03,40320
2019-09-04,40231
2019-09-05,40319
2019-09-06,40246
2019-09-07,40323
2019-09-08,40274
2019-09-09,40339
2019-09-10,40266
2019-09-11,40308
2019-09-12,40331
2019-09-13,40352
2019-09-14,40321
2019-09-15,40339
2019-09-16,40299
2019-09-17,40207
2019-09-18,40249
2019-09-19,40297
2019-09-20,40275
2019-09-21,40217
2019-09-22,40152
2019-09-23,40245
2019-09-24,40258
2019-09-25,40264
2019-09-26,40249
2019-09-27,40271
2019-09-28,40116
2019-09-29,40118
2019-09-30,40035
2019-10-01,40210
2019-10-02,40312
2019-10-03,40230
2019-10-04,40214
2019-10-05,40243
2019-10-06,39979
2019-10-07,40220
2019-10-08,40221
2019-10-09,40313
2019-10-10,40317
2019-10-11,40194
2019-10-12,40236
2019-10-13,40221
2019-10-14,40208
2019-10-15,40104
2019-10-16,40214
2019-10-17,40219
2019-10-18,40143
2019-10-19,40167
2019-10-20,40211
2019-10-21,40335
2019-10-22,40177
2019-10-23,40130
2019-10-24,40194
2019-10-25,40172
2019-10-26,40216
2019-10-27,40264
2019-10-28,40227
2019-10-29,40280
2019-10-30,40249
2019-10-31,40209
2019-11-01,40243
2019-11-02,40114
2019-11-03,40258
2019-11-04,40187
2019-11-05,40201
2019-11-06,40238
2019-11-07,40258
2019-11-08,40040
2019-11-09,40066
2019-11-10,40151
2019-11-11,40244
2019-11-12,40215
2019-11-13,40203
2019-11-14,40297
2019-11-15,40149
2019-11-16,40003
2019-11-17,40151
2019-11-18,40061
2019-11-19,40169
2019-11-20,40180
2019-11-21,40242
2019-11-22,40187
2019-11-23,40226
2019-11-24,40081
2019-11-25,40144
2019-11-26,40189
2019-11-27,40242
2019-11-28,40128
2019-11-29,40897
2019-11-30,40268
2019-12-01,40357
2019-12-02,40109
2019-12-03,40082
2019-12-04,40556
2019-12-05,40676
2019-12-06,40302
2019-12-07,40652
2019-12-08,40422
2019-12-09,40155
2019-12-10,40530
2019-12-11,40097
2019-12-12,40409
2019-12-13,40459
2019-12-14,40135
2019-12-15,40145
2019-12-16,40311
2019-12-17,40383
2019-12-18,40468
2019-12-19,40334
2019-12-20,40519
2019-12-21,40372
2019-12-22,40286
2019-12-23,40224
2019-12-24,40541
2019-12-25,40469
2019-12-26,40526
2019-12-27,40344
2019-12-28,40202
2019-12-29,40152
2019-12-30,40369
2019-12-31,40195
2020-01-01,40149
2020-01-02,40103
2020-01-03,40150
2020-01-04,40125
2020-01-05,40190
2020-01-06,40102
2020-01-07,40254
2020-01-08,40548
2020-01-09,41662
2020-01-10,40649
2020-01-11,40254
2020-01-12,40277
2020-01-13,40232
2020-01-14,40238
2020-01-15,40270
2020-01-16,40320
2020-01-17,40383
2020-01-18,40223
2020-01-19,40231
2020-01-20,40146
2020-01-21,40173
2020-01-22,40271
2020-01-23,40201
2020-01-24,40342
2020-01-25,39978
2020-01-26,40205
2020-01-27,40397
2020-01-28,40335
2020-01-29,40230
2020-01-30,40463
2020-01-31,40338
2020-02-01,40395
2020-02-02,40224
2020-02-03,40251
2020-02-04,40378
2020-02-05,40525
2020-02-06,40385
2020-02-07,40317
2020-02-08,40361
2020-02-09,40281
2020-02-10,40222
2020-02-11,40249
2020-02-12,40220
2020-02-13,40362
2020-02-14,40263
2020-02-15,40232
2020-02-16,40172
2020-02-17,40171
2020-02-18,40086
2020-02-19,40338
2020-02-20,40384
2020-02-21,40138
2020-02-22,40297
2020-02-23,40286
2020-02-24,40420
2020-02-25,40471
2020-02-26,40320
2020-02-27,40210
2020-02-28,40400
2020-02-29,40227
2020-03-01,40204
2020-03-02,40205
2020-03-03,40380
2020-03-04,40208
2020-03-05,40383
2020-03-06,40374
2020-03-07,40148
2020-03-08,40467
2020-03-09,40323
2020-03-10,40339
2020-03-11,40452
2020-03-12,40191
2020-03-13,40400
2020-03-14,40268
2020-03-15,40366
2020-03-16,40069
2020-03-17,40260
2020-03-18,40452
2020-03-19,40414
2020-03-20,40413
2020-03-21,40247
2020-03-22,40269
2020-03-23,40099
2020-03-24,40341
2020-03-25,40404
2020-03-26,40376
2020-03-27,40307
2020-03-28,40335
2020-03-29,40311
2020-03-30,40463
2020-03-31,40494
2020-04-01,40369
2020-04-02,40307
2020-04-03,40669
2020-04-04,40273
2020-04-05,40385
2020-04-06,40346
2020-04-07,40301
2020-04-08,40400
2020-04-09,40465
2020-04-10,40248
2020-04-11,40214
2020-04-12,40257
2020-04-13,40238
2020-04-14,40281
2020-04-15,40263
2020-04-16,40263
2020-04-17,40219
2020-04-18,40277
2020-04-19,40293
2020-04-20,40345
2020-04-21,40318
2020-04-22,40286
2020-04-23,40305
2020-04-24,40273
2020-04-25,40248
2020-04-26,40250
2020-04-27,40234
2020-04-28,40239
2020-04-29,40301
2020-04-30,40251
2020-05-01,40275
2020-05-02,40221
2020-05-03,40247
2020-05-04,40485
2020-05-05,40312
2020-05-06,40245
2020-05-07,40104
2020-05-08,40627
2020-05-09,40403
2020-05-10,40212
2020-05-11,40253
2020-05-12,40283
2020-05-13,40574
