date_obj,Lantadyme%20potion%20(unf) price
2015-03-26,1245
2015-03-27,1245
2015-03-28,1245
2015-03-29,1228
2015-03-30,1228
2015-03-31,1228
2015-04-01,1228
2015-04-02,1228
2015-04-03,1228
2015-04-04,1228
2015-04-05,1228
2015-04-06,1228
2015-04-07,1228
2015-04-08,1228
2015-04-09,1228
2015-04-10,1228
2015-04-11,1228
2015-04-12,1228
2015-04-13,1228
2015-04-14,1228
2015-04-15,1228
2015-04-16,1228
2015-04-17,1234
2015-04-18,1234
2015-04-19,1234
2015-04-20,1234
2015-04-21,1234
2015-04-22,1234
2015-04-23,1234
2015-04-24,1234
2015-04-25,1234
2015-04-26,1234
2015-04-27,1234
2015-04-28,1234
2015-04-29,1234
2015-04-30,1234
2015-05-01,1234
2015-05-02,1234
2015-05-03,1234
2015-05-04,1234
2015-05-05,1234
2015-05-06,1188
2015-05-07,1188
2015-05-08,1188
2015-05-09,1188
2015-05-10,1188
2015-05-11,1188
2015-05-12,1188
2015-05-13,1188
2015-05-14,1188
2015-05-15,1188
2015-05-16,1188
2015-05-17,1188
2015-05-18,1188
2015-05-19,1188
2015-05-20,1188
2015-05-21,1188
2015-05-22,1188
2015-05-23,1188
2015-05-24,1188
2015-05-25,1162
2015-05-26,1162
2015-05-27,1162
2015-05-28,1162
2015-05-29,1162
2015-05-30,1162
2015-05-31,1162
2015-06-01,1162
2015-06-02,1162
2015-06-03,1162
2015-06-04,1162
2015-06-05,1162
2015-06-06,1200
2015-06-07,1200
2015-06-08,1200
2015-06-09,1200
2015-06-10,1200
2015-06-11,1200
2015-06-12,1200
2015-06-13,1200
2015-06-14,1200
2015-06-15,1200
2015-06-16,1200
2015-06-17,1200
2015-06-18,1200
2015-06-19,1247
2015-06-20,1247
2015-06-21,1247
2015-06-22,1247
2015-06-23,1247
2015-06-24,1247
2015-06-25,1247
2015-06-26,1247
2015-06-27,1247
2015-06-28,1247
2015-06-29,1247
2015-06-30,1247
2015-07-01,1247
2015-07-02,1247
2015-07-03,1300
2015-07-04,1300
2015-07-05,1300
2015-07-06,1300
2015-07-07,1300
2015-07-08,1300
2015-07-09,1300
2015-07-10,1300
2015-07-11,1300
2015-07-12,1300
2015-07-13,1300
2015-07-14,1300
2015-07-15,1300
2015-07-16,1300
2015-07-17,1344
2015-07-18,1344
2015-07-19,1344
2015-07-20,1344
2015-07-21,1344
2015-07-22,1344
2015-07-23,1344
2015-07-24,1344
2015-07-25,1344
2015-07-26,1344
2015-07-27,1344
2015-07-28,1344
2015-07-29,1327
2015-07-30,1327
2015-07-31,1327
2015-08-01,1327
2015-08-02,1327
2015-08-03,1327
2015-08-04,1327
2015-08-05,1327
2015-08-06,1327
2015-08-07,1327
2015-08-08,1327
2015-08-09,1327
2015-08-10,1353
2015-08-11,1353
2015-08-12,1353
2015-08-13,1353
2015-08-14,1353
2015-08-15,1353
2015-08-16,1353
2015-08-17,1353
2015-08-18,1353
2015-08-19,1353
2015-08-20,1384
2015-08-21,1384
2015-08-22,1384
2015-08-23,1384
2015-08-24,1384
2015-08-25,1384
2015-08-26,1384
2015-08-27,1384
2015-08-28,1384
2015-08-29,1384
2015-08-30,1384
2015-08-31,1442
2015-09-01,1442
2015-09-02,1442
2015-09-03,1442
2015-09-04,1442
2015-09-05,1442
2015-09-06,1442
2015-09-07,1442
2015-09-08,1442
2015-09-09,1442
2015-09-10,1442
2015-09-11,1469
2015-09-12,1469
2015-09-13,1469
2015-09-14,1469
2015-09-15,1469
2015-09-16,1469
2015-09-17,1469
2015-09-18,1469
2015-09-19,1469
2015-09-20,1469
2015-09-21,1469
2015-09-22,1469
2015-09-23,1419
2015-09-24,1419
2015-09-25,1419
2015-09-27,1419
2015-09-28,1419
2015-09-29,1419
2015-09-30,1419
2015-10-05,1395
2015-10-06,1395
2015-10-07,1395
2015-10-08,1395
2015-10-09,1395
2015-10-10,1395
2015-10-11,1395
2015-10-12,1395
2015-10-13,1395
2015-10-14,1395
2015-10-15,1395
2015-10-16,1428
2015-10-17,1428
2015-10-18,1428
2015-10-19,1428
2015-10-20,1428
2015-10-22,1428
2015-10-23,1428
2015-10-24,1428
2015-10-25,1428
2015-10-26,1428
2015-10-27,1499
2015-10-29,1499
2015-10-30,1499
2015-10-31,1499
2015-11-01,1499
2015-11-02,1499
2015-11-03,1499
2015-11-04,1499
2015-11-05,1499
2015-11-06,1499
2015-11-07,1499
2015-11-08,1499
2015-11-09,1573
2015-11-10,1573
2015-11-11,1573
2015-11-12,1573
2015-11-13,1573
2015-11-14,1573
2015-11-15,1573
2015-11-16,1573
2015-11-17,1573
2015-11-18,1573
2015-11-19,1573
2015-11-20,1573
2015-11-21,1573
2015-11-22,1651
2015-11-23,1651
2015-11-24,1651
2015-11-25,1651
2015-11-26,1651
2015-11-27,1651
2015-11-28,1651
2015-11-29,1651
2015-11-30,1651
2015-12-01,1651
2015-12-02,1651
2015-12-03,1651
2015-12-04,1651
2015-12-05,1731
2015-12-06,1731
2015-12-07,1731
2015-12-08,1731
2015-12-09,1731
2015-12-10,1731
2015-12-11,1731
2015-12-12,1731
2015-12-13,1731
2015-12-14,1731
2015-12-15,1731
2015-12-16,1815
2015-12-17,1815
2015-12-18,1815
2015-12-19,1815
2015-12-20,1815
2015-12-21,1815
2015-12-22,1815
2015-12-23,1815
2015-12-24,1815
2015-12-25,1815
2015-12-26,1815
2015-12-27,1815
2015-12-28,1905
2015-12-29,1905
2015-12-30,1905
2015-12-31,1905
2016-01-01,1905
2016-01-02,1905
2016-01-03,1905
2016-01-04,1905
2016-01-05,1905
2016-01-06,1994
2016-01-07,1994
2016-01-08,1994
2016-01-09,1994
2016-01-10,1994
2016-01-11,1994
2016-01-12,1994
2016-01-13,1994
2016-01-14,1994
2016-01-15,2014
2016-01-16,2014
2016-01-17,2014
2016-01-18,2014
2016-01-19,2014
2016-01-20,2014
2016-01-21,2014
2016-01-22,2014
2016-01-23,2014
2016-01-24,2060
2016-01-25,2060
2016-01-26,2060
2016-01-27,2060
2016-01-28,2060
2016-01-29,2060
2016-01-30,2060
2016-01-31,2060
2016-02-01,2084
2016-02-02,2084
2016-02-03,2084
2016-02-04,2084
2016-02-05,2084
2016-02-06,2084
2016-02-07,2084
2016-02-08,2084
2016-02-09,2084
2016-02-10,2084
2016-02-11,2084
2016-02-12,2052
2016-02-13,2052
2016-02-14,2052
2016-02-15,2052
2016-02-16,2052
2016-02-17,2052
2016-02-18,2052
2016-02-19,2052
2016-02-20,2052
2016-02-21,2006
2016-02-22,2006
2016-02-23,2006
2016-02-24,2006
2016-02-25,2006
2016-02-26,2006
2016-02-27,2006
2016-02-28,2006
2016-02-29,2006
2016-03-01,1947
2016-03-02,1947
2016-03-03,1947
2016-03-04,1947
2016-03-05,1947
2016-03-06,1947
2016-03-07,1947
2016-03-08,1947
2016-03-09,1947
2016-03-10,1987
2016-03-11,1987
2016-03-12,1987
2016-03-13,1987
2016-03-14,1987
2016-03-15,1987
2016-03-16,1987
2016-03-17,1987
2016-03-18,1987
2016-03-19,1987
2016-03-20,1945
2016-03-21,1945
2016-03-22,1945
2016-03-23,1945
2016-03-24,1945
2016-03-25,1945
2016-03-26,1945
2016-03-27,1945
2016-03-28,1945
2016-03-29,1955
2016-03-30,1955
2016-03-31,1955
2016-04-01,1955
2016-04-02,1955
2016-04-03,1955
2016-04-04,1955
2016-04-05,1955
2016-04-06,1955
2016-04-07,1955
2016-04-08,1955
2016-04-09,1930
2016-04-10,1930
2016-04-11,1930
2016-04-12,1930
2016-04-13,1930
2016-04-14,1930
2016-04-15,1930
2016-04-16,1930
2016-04-17,1930
2016-04-18,2006
2016-04-19,2006
2016-04-20,2006
2016-04-21,2006
2016-04-22,2006
2016-04-23,2006
2016-04-24,2006
2016-04-25,2006
2016-04-26,2006
2016-04-27,1982
2016-04-28,1982
2016-04-29,1982
2016-04-30,1982
2016-05-01,1982
2016-05-02,1982
2016-05-03,1982
2016-05-04,1982
2016-05-05,1982
2016-05-06,1982
2016-05-07,1932
2016-05-08,1932
2016-05-09,1932
2016-05-10,1932
2016-05-11,1932
2016-05-12,1932
2016-05-13,1932
2016-05-14,1932
2016-05-15,1932
2016-05-16,1895
2016-05-17,1895
2016-05-18,1895
2016-05-19,1895
2016-05-22,1895
2016-05-23,1895
2016-05-24,1862
2016-05-25,1862
2016-05-26,1862
2016-05-27,1862
2016-05-28,1862
2016-05-29,1862
2016-05-30,1862
2016-05-31,1862
2016-06-01,1797
2016-06-02,1797
2016-06-03,1797
2016-06-04,1797
2016-06-05,1797
2016-06-06,1797
2016-06-07,1797
2016-06-08,1797
2016-06-09,1851
2016-06-10,1851
2016-06-11,1851
2016-06-12,1851
2016-06-13,1851
2016-06-14,1851
2016-06-15,1851
2016-06-16,1935
2016-06-17,1935
2016-06-18,1935
2016-06-19,1935
2016-06-20,1935
2016-06-21,1935
2016-06-22,1935
2016-06-23,2026
2016-06-24,2026
2016-06-25,2026
2016-06-26,2026
2016-06-27,2026
2016-06-28,2026
2016-06-29,2026
2016-06-30,2026
2016-07-01,2123
2016-07-02,2123
2016-07-03,2123
2016-07-04,2123
2016-07-05,2123
2016-07-06,2123
2016-07-07,2123
2016-07-08,2123
2016-07-09,2120
2016-07-10,2120
2016-07-11,2120
2016-07-12,2120
2016-07-13,2120
2016-07-14,2120
2016-07-15,2120
2016-07-16,2192
2016-07-17,2192
2016-07-18,2192
2016-07-23,2192
2016-07-24,2237
2016-07-25,2237
2016-07-26,2237
2016-07-27,2237
2016-07-28,2237
2016-07-29,2237
2016-07-30,2237
2016-07-31,2237
2016-08-01,2237
