date_obj,Mithril%20platebody%20(g) price
2019-04-07,11044
2019-04-08,10985
2019-04-09,11190
2019-04-10,11267
2019-04-11,11070
2019-04-12,10781
2019-04-13,10423
2019-04-14,10135
2019-04-15,9795
2019-04-16,9405
2019-04-17,9116
2019-04-18,8845
2019-04-19,8539
2019-04-20,8314
2019-04-21,7987
2019-04-22,7943
2019-04-23,7652
2019-04-24,7480
2019-04-25,7403
2019-04-26,7229
2019-04-27,7151
2019-04-28,7073
2019-04-29,6958
2019-04-30,6861
2019-05-01,6885
2019-05-02,6709
2019-05-03,6566
2019-05-04,6473
2019-05-05,6360
2019-05-06,6538
2019-05-07,6619
2019-05-08,6593
2019-05-09,6503
2019-05-10,6518
2019-05-11,6633
2019-05-12,6777
2019-05-13,6820
2019-05-14,6706
2019-05-15,6733
2019-05-16,6555
2019-05-17,6326
2019-05-18,6377
2019-05-19,6404
2019-05-20,6450
2019-05-21,6602
2019-05-22,6708
2019-05-23,6854
2019-05-24,6941
2019-05-25,6955
2019-05-26,7069
2019-05-27,7136
2019-05-28,7047
2019-05-29,7014
2019-05-30,7039
2019-05-31,7261
2019-06-01,7227
2019-06-02,7208
2019-06-03,7153
2019-06-04,7225
2019-06-05,7203
2019-06-06,7207
2019-06-07,7088
2019-06-08,7001
2019-06-09,6919
2019-06-10,6788
2019-06-11,6832
2019-06-12,6827
2019-06-13,6782
2019-06-14,6523
2019-06-15,6348
2019-06-16,6230
2019-06-17,6071
2019-06-18,5956
2019-06-19,5815
2019-06-20,5645
2019-06-21,5883
2019-06-22,6058
2019-06-23,6279
2019-06-24,6353
2019-06-25,6537
2019-06-26,6738
2019-06-27,6981
2019-06-28,7102
2019-06-29,7331
2019-06-30,7532
2019-07-01,7530
2019-07-02,7445
2019-07-03,7656
2019-07-04,7575
2019-07-05,7745
2019-07-06,7847
2019-07-07,7907
2019-07-08,7946
2019-07-09,8103
2019-07-10,8256
2019-07-11,8232
2019-07-12,8351
2019-07-13,8492
2019-07-14,8475
2019-07-15,8473
2019-07-16,8497
2019-07-17,8567
2019-07-18,8713
2019-07-19,8782
2019-07-20,8852
2019-07-21,9075
2019-07-22,9376
2019-07-23,9283
2019-07-24,9162
2019-07-25,9381
2019-07-26,9420
2019-07-27,9443
2019-07-28,9623
2019-07-29,9977
2019-07-30,10132
2019-07-31,10254
2019-08-01,10559
2019-08-02,10887
2019-08-03,11074
2019-08-04,11108
2019-08-05,11190
2019-08-06,10838
2019-08-07,10508
2019-08-08,10184
2019-08-09,9893
2019-08-10,9814
2019-08-11,9743
2019-08-12,10114
2019-08-13,10451
2019-08-14,10732
2019-08-15,10586
2019-08-16,10950
2019-08-17,11136
2019-08-18,11316
2019-08-19,11578
2019-08-20,11464
2019-08-21,10939
2019-08-22,10633
2019-08-23,10362
2019-08-24,10130
2019-08-24,10130
2019-08-25,10244
2019-08-25,10244
2019-08-26,10249
2019-08-26,10249
2019-08-27,10470
2019-08-27,10470
2019-08-28,10680
2019-08-29,11030
2019-08-30,11254
2019-08-31,11471
2019-09-01,11725
2019-09-02,11856
2019-09-03,12113
2019-09-04,12272
2019-09-05,12161
2019-09-06,11882
2019-09-07,12022
2019-09-08,12158
2019-09-09,12163
2019-09-10,12201
2019-09-11,12393
2019-09-12,12488
2019-09-13,12422
2019-09-14,12699
2019-09-15,12619
2019-09-16,12603
2019-09-17,12387
2019-09-18,11977
2019-09-19,11631
2019-09-20,11587
2019-09-21,11682
2019-09-22,11790
2019-09-23,11492
2019-09-24,11290
2019-09-25,11061
2019-09-26,11091
2019-09-27,11076
2019-09-28,11275
2019-09-29,11407
2019-09-30,11033
2019-10-01,11307
2019-10-02,11104
2019-10-03,10861
2019-10-04,10843
2019-10-05,10843
2019-10-06,10902
2019-10-07,11010
2019-10-08,11054
2019-10-09,11054
2019-10-10,10817
2019-10-11,10521
2019-10-12,10110
2019-10-13,10214
2019-10-14,10133
2019-10-15,10313
2019-10-16,10637
2019-10-17,10720
2019-10-18,10620
2019-10-19,10593
2019-10-20,10280
2019-10-21,10111
2019-10-22,10140
2019-10-23,9971
2019-10-24,10215
2019-10-25,10590
2019-10-26,11027
2019-10-27,11387
2019-10-28,11747
2019-10-29,11881
2019-10-30,12056
2019-10-31,12169
2019-11-01,11885
2019-11-02,12076
2019-11-03,12439
2019-11-04,12414
2019-11-05,12110
2019-11-06,11953
2019-11-07,11904
2019-11-08,11867
2019-11-09,11983
2019-11-10,11869
2019-11-11,11812
2019-11-12,11746
2019-11-13,11848
2019-11-14,11825
2019-11-15,11636
2019-11-16,11861
2019-11-17,12050
2019-11-18,12276
2019-11-19,12078
2019-11-20,11652
2019-11-21,11394
2019-11-22,11056
2019-11-23,11304
2019-11-24,11295
2019-11-25,11261
2019-11-26,11217
2019-11-27,11217
2019-11-28,11307
2019-11-29,11252
2019-11-30,11429
2019-12-01,11576
2019-12-02,11418
2019-12-03,11453
2019-12-04,11614
2019-12-05,11957
2019-12-06,12085
2019-12-07,12368
2019-12-08,12327
2019-12-09,11941
2019-12-10,11420
2019-12-11,10877
2019-12-12,10561
2019-12-13,10480
2019-12-14,10600
2019-12-15,10923
2019-12-16,10852
2019-12-17,10716
2019-12-18,10260
2019-12-19,10273
2019-12-20,10460
2019-12-21,10482
2019-12-22,10328
2019-12-23,10551
2019-12-24,10707
2019-12-25,10708
2019-12-26,10750
2019-12-27,10622
2019-12-28,10858
2019-12-29,10915
2019-12-30,11212
2019-12-31,11124
2020-01-01,10695
2020-01-02,10586
2020-01-03,10229
2020-01-04,10108
2020-01-05,9798
2020-01-06,9654
2020-01-07,9485
2020-01-08,9538
2020-01-09,9534
2020-01-10,9521
2020-01-11,9709
2020-01-12,9637
2020-01-13,9637
2020-01-14,9998
2020-01-15,9988
2020-01-16,10083
2020-01-17,10212
2020-01-18,10223
2020-01-19,10324
2020-01-20,10407
2020-01-21,10869
2020-01-22,11078
2020-01-23,11069
2020-01-24,10716
2020-01-25,10720
2020-01-26,10493
2020-01-27,10389
2020-01-28,10779
2020-01-29,10792
2020-01-30,10772
2020-01-31,11046
2020-02-01,10929
2020-02-02,10685
2020-02-03,10943
2020-02-04,11282
2020-02-05,11250
2020-02-06,11277
2020-02-07,11338
2020-02-08,11737
2020-02-09,11737
2020-02-10,11403
2020-02-11,11343
2020-02-12,11431
2020-02-13,11559
2020-02-14,11991
2020-02-15,11922
2020-02-16,11851
2020-02-17,11947
2020-02-18,12286
2020-02-19,12328
2020-02-20,12522
2020-02-21,12522
2020-02-22,12571
2020-02-23,12412
2020-02-24,12459
2020-02-25,11987
2020-02-26,12177
2020-02-27,12055
2020-02-28,12097
2020-02-29,12097
2020-03-01,12331
2020-03-02,12734
2020-03-03,12356
2020-03-04,12086
2020-03-05,11853
2020-03-06,11619
2020-03-07,11563
2020-03-08,11220
2020-03-09,11047
2020-03-10,10942
2020-03-11,10799
2020-03-12,10604
2020-03-13,10431
2020-03-14,10077
2020-03-15,9795
2020-03-16,9530
2020-03-17,9630
2020-03-18,9454
2020-03-19,9693
2020-03-20,9845
2020-03-21,10198
2020-03-22,10245
2020-03-23,10146
2020-03-24,9910
2020-03-25,9447
2020-03-26,8997
2020-03-27,8826
2020-03-28,8940
2020-03-29,8767
2020-03-30,8492
2020-03-31,8703
2020-04-01,8809
2020-04-02,8854
2020-04-03,8807
2020-04-04,8910
2020-04-05,8928
2020-04-06,8996
2020-04-07,8896
2020-04-08,8661
2020-04-09,8816
2020-04-10,8799
2020-04-11,8693
2020-04-12,8472
2020-04-13,8451
2020-04-14,8660
2020-04-15,8751
2020-04-16,8554
2020-04-17,8617
2020-04-18,8859
2020-04-19,9161
2020-04-20,9286
2020-04-21,9218
2020-04-22,9363
2020-04-23,9461
2020-04-24,9538
2020-04-25,9602
2020-04-26,9505
2020-04-27,9612
2020-04-28,9315
2020-04-29,9131
2020-04-30,8903
2020-05-01,8828
2020-05-02,8785
2020-05-03,8707
2020-05-04,8702
2020-05-05,8591
2020-05-06,8745
2020-05-07,8802
2020-05-08,9011
2020-05-09,9020
2020-05-10,9132
2020-05-11,9289
2020-05-12,9132
2020-05-13,9217
