date_obj,Bucket%20helm price
2017-05-30,115379
2017-05-31,115379
2017-06-01,115625
2017-06-02,115625
2017-06-03,115625
2017-06-04,113014
2017-06-05,113014
2017-06-06,113014
2017-06-07,111817
2017-06-08,111817
2017-06-09,111817
2017-06-10,113125
2017-06-11,113125
2017-06-12,113125
2017-06-13,113615
2017-06-14,113615
2017-06-15,113615
2017-06-16,117075
2017-06-17,117075
2017-06-18,115400
2017-06-19,115400
2017-06-20,115400
2017-06-21,114677
2017-06-22,114677
2017-06-23,114677
2017-06-24,114677
2017-06-25,112149
2017-06-26,112149
2017-06-27,111578
2017-06-28,111578
2017-06-29,111578
2017-06-30,111034
2017-07-01,111034
2017-07-02,111034
2017-07-03,114291
2017-07-04,114291
2017-07-05,114291
2017-07-06,114901
2017-07-07,114901
2017-07-08,114901
2017-07-13,119859
2017-07-14,121340
2017-07-15,121340
2017-07-16,121340
2017-07-17,122482
2017-07-18,122482
2017-07-19,120945
2017-07-20,120945
2017-07-21,119852
2017-07-22,119852
2017-07-23,117586
2017-07-24,117586
2017-07-25,117586
2017-07-26,116963
2017-07-27,116963
2017-07-28,119250
2017-07-29,119250
2017-07-30,119250
2017-07-31,120190
2017-08-01,120190
2017-08-02,120180
2017-08-03,120180
2017-08-04,120180
2017-08-05,118950
2017-08-06,118950
2017-08-09,117076
2017-08-10,116203
2017-08-11,116203
2017-08-12,116203
2017-08-13,121026
2017-08-14,121026
2017-08-15,121026
2017-08-16,117519
2017-08-17,117519
2017-08-18,116037
2017-08-19,116037
2017-08-20,115770
2017-08-21,115770
2017-08-22,115115
2017-08-23,115115
2017-08-24,115115
2017-08-25,115961
2017-08-26,115961
2017-08-27,115961
2017-08-28,114292
2017-08-29,114292
2017-08-30,114292
2017-08-31,113359
2017-09-01,113359
2017-09-02,113359
2017-09-03,114818
2017-09-04,114818
2017-09-05,114818
2017-09-06,115672
2017-09-07,115672
2017-09-08,115672
2017-09-09,115128
2017-09-10,115128
2017-09-11,115128
2017-09-12,113114
2017-09-13,113114
2017-09-14,113114
2017-09-15,113911
2017-09-16,113911
2017-09-17,113911
2017-09-18,114061
2017-09-19,114061
2017-09-20,114061
2017-09-21,114061
2017-09-22,113857
2017-09-23,113857
2017-09-24,113857
2017-09-25,112943
2017-09-26,112943
2017-09-27,112943
2017-09-28,112187
2017-09-29,112187
2017-09-30,112187
2017-10-01,112452
2017-10-02,112452
2017-10-03,112452
2017-10-04,112622
2017-10-05,112622
2017-10-06,112622
2017-10-07,111858
2017-10-08,111858
2017-10-09,111858
2017-10-10,111162
2017-10-11,111162
2017-10-12,111162
2017-10-13,110683
2017-10-14,110683
2017-10-15,110683
2017-10-16,108729
2017-10-17,108729
2017-10-18,108729
2017-10-19,107522
2017-10-20,107522
2017-10-21,107522
2017-10-22,105874
2017-10-23,105874
2017-10-24,105874
2017-10-25,101893
2017-10-26,101893
2017-10-27,101893
2017-10-28,101893
2017-10-29,99908
2017-10-30,99908
2017-10-31,96002
2017-11-01,96002
2017-11-02,96002
2017-11-03,96002
2017-11-04,91264
2017-11-05,91264
2017-11-06,91264
2017-11-07,89292
2017-11-08,89292
2017-11-09,89292
2017-11-10,87323
2017-11-11,87323
2017-11-12,87323
2017-11-13,86168
2017-11-14,86168
2017-11-15,86168
2017-11-16,82203
2017-11-17,82203
2017-11-18,82203
2017-11-19,82203
2017-11-20,78285
2017-11-21,78285
2017-11-22,78285
2017-11-23,74401
2017-11-24,74401
2017-11-25,71746
2017-11-26,71746
2017-11-27,71746
2017-11-28,68980
2017-11-29,68980
2017-11-30,68980
2017-12-01,67409
2017-12-02,67409
2017-12-03,67409
2017-12-04,67369
2017-12-05,67369
2017-12-06,66528
2017-12-07,66528
2017-12-08,66528
2017-12-09,66776
2017-12-10,66776
2017-12-11,66484
2017-12-12,66484
2017-12-13,66484
2017-12-14,69358
2017-12-15,69358
2017-12-16,69358
2017-12-17,71293
2017-12-18,71293
2017-12-19,71293
2017-12-20,73773
2017-12-21,73773
2017-12-22,74613
2017-12-23,74613
2017-12-24,74613
2017-12-25,74432
2017-12-26,74432
2017-12-27,73920
2017-12-28,73920
2017-12-29,73920
2017-12-30,75224
2017-12-31,75224
2018-01-01,76593
2018-01-02,76593
2018-01-03,77707
2018-01-04,77707
2018-01-05,78410
2018-01-06,78410
2018-01-07,80432
2018-01-08,80432
2018-01-09,80607
2018-01-10,80607
2018-01-11,80607
2018-01-12,81209
2018-01-13,81209
2018-01-14,82048
2018-01-15,82048
2018-01-16,82126
2018-01-17,82126
2018-01-18,83105
2018-01-19,83105
2018-01-20,82703
2018-01-21,82703
2018-01-22,82625
2018-01-23,82625
2018-01-24,83153
2018-01-25,83153
2018-01-26,84004
2018-01-27,84004
2018-01-28,83899
2018-01-29,83899
2018-01-30,84443
2018-01-31,84443
2018-02-01,84773
2018-02-02,84773
2018-02-03,84918
2018-02-04,84918
2018-02-05,84665
2018-02-06,84665
2018-02-07,84347
2018-02-08,84347
2018-02-09,85375
2018-02-10,85375
2018-02-11,87396
2018-02-12,87396
2018-02-13,88066
2018-02-14,88066
2018-02-15,89548
2018-02-16,89548
2018-02-17,89992
2018-02-18,89992
2018-02-19,88819
2018-02-20,88819
2018-02-21,88837
2018-02-22,88837
2018-02-23,87518
2018-02-24,87518
2018-02-25,86695
2018-02-26,86695
2018-02-27,85187
2018-02-28,85187
2018-03-01,85187
2018-03-02,83394
2018-03-03,83394
2018-03-04,83394
2018-03-05,82913
2018-03-06,82913
2018-03-07,83795
2018-03-08,83795
2018-03-09,83637
2018-03-10,83637
2018-03-11,84878
2018-03-12,84878
2018-03-13,86201
2018-03-14,86201
2018-03-15,86201
2018-03-16,84935
2018-03-17,84935
2018-03-18,82480
2018-03-19,82480
2018-03-20,80119
2018-03-21,80119
2018-03-23,80226
2018-03-24,80226
2018-03-25,79125
2018-03-26,79125
2018-03-27,79125
2018-03-28,79678
2018-03-29,79678
2018-03-30,81854
2018-03-31,81854
2018-04-01,81854
2018-04-02,85644
2018-04-03,85644
2018-04-04,89578
2018-04-05,89578
2018-04-06,89578
2018-04-07,93872
2018-04-08,93872
2018-04-09,98178
2018-04-10,98178
2018-04-11,98178
2018-04-12,100788
2018-04-13,100788
2018-04-14,100788
2018-04-15,97340
2018-04-16,97340
2018-04-17,97340
2018-04-18,93966
2018-04-19,93966
2018-04-20,91028
2018-04-21,91028
2018-04-22,86964
2018-04-23,86964
2018-04-24,83157
2018-04-25,83157
2018-04-26,79399
2018-04-27,79399
2018-04-28,75429
2018-04-29,75429
2018-04-30,71880
2018-05-01,71880
2018-05-02,71880
2018-05-03,69301
2018-05-04,69301
2018-05-05,66213
2018-05-06,66213
2018-05-07,63882
2018-05-08,63882
2018-05-09,63126
2018-05-10,63126
2018-05-11,63539
2018-05-12,63539
2018-05-13,64148
2018-05-14,64148
2018-05-15,64042
2018-05-16,64042
2018-05-17,64042
2018-05-18,64131
2018-05-19,64131
2018-05-20,65304
2018-05-21,65304
2018-05-22,65304
2018-05-23,65237
2018-05-24,65237
2018-05-25,66071
2018-05-26,66071
2018-05-27,64664
2018-05-28,64664
2018-05-29,64863
2018-05-30,64863
2018-05-31,64863
2018-06-01,65475
2018-06-02,65475
2018-06-03,65038
2018-06-04,65038
2018-06-05,65782
2018-06-06,65782
2018-06-07,65399
2018-06-08,65399
2018-06-09,65495
2018-06-10,65495
2018-06-11,64002
2018-06-12,64002
2018-06-13,62316
2018-06-14,62316
2018-06-15,60695
2018-06-16,60695
2018-06-17,58736
2018-06-18,58736
2018-06-19,57865
2018-06-20,57865
2018-06-21,57865
2018-06-22,57133
2018-06-23,57133
2018-06-24,56068
2018-06-25,56068
2018-06-26,55434
2018-06-27,55434
2018-06-28,55434
2018-06-29,55452
2018-06-30,55452
2018-07-01,57064
2018-07-02,57064
2018-07-03,59023
2018-07-04,59023
2018-07-05,59023
2018-07-06,60068
2018-07-07,60068
2018-07-08,60068
2018-07-09,59703
2018-07-10,59703
2018-07-11,60929
2018-07-12,60929
2018-07-13,61158
2018-07-14,61158
2018-07-15,62210
2018-07-16,62210
2018-07-17,62376
2018-07-18,62376
2018-07-19,62376
2018-07-20,61656
2018-07-21,61656
2018-07-22,61240
2018-07-23,61240
2018-07-24,60894
2018-07-25,60894
2018-07-26,60894
2018-07-27,60724
2018-07-28,60724
2018-07-29,59942
2018-07-30,59942
2018-07-31,60244
2018-08-01,60244
2018-08-02,60203
2018-08-03,60203
2018-08-04,60203
2018-08-05,59368
2018-08-06,59368
2018-08-07,59368
2018-08-08,59964
2018-08-09,59964
2018-08-10,60800
2018-08-11,61795
2018-08-12,61795
2018-08-14,61429
2018-08-16,61794
2018-08-17,61715
2018-08-18,61715
2018-08-19,61715
2018-08-20,62936
2018-08-21,62936
2018-08-22,63220
2018-08-23,63220
2018-08-24,63220
2018-08-25,62981
2018-08-26,62981
2018-08-27,62981
2018-08-28,63182
2018-08-29,63182
2018-08-30,62061
2018-08-31,62061
2018-09-01,63991
2018-09-02,63991
2018-09-03,63991
2018-09-04,62695
2018-09-05,62695
2018-09-06,60632
2018-09-07,60632
2018-09-08,61298
2018-09-09,61298
2018-09-10,61917
2018-09-11,61917
2018-09-12,61917
2018-09-13,61286
2018-09-14,61286
2018-09-15,60118
2018-09-16,60118
2018-09-17,60118
2018-09-18,59161
2018-09-19,59161
2018-09-20,61143
2018-09-21,61143
2018-09-22,59721
2018-09-23,59721
2018-09-24,58549
2018-09-25,58549
2018-09-26,57318
2018-09-27,57318
2018-09-28,57968
2018-09-29,57968
2018-09-30,57443
2018-10-01,57443
2018-10-02,59751
2018-10-03,59751
2018-10-04,61559
2018-10-05,61559
2018-10-06,62647
2018-10-07,62647
2018-10-08,62647
2018-10-09,62833
2018-10-10,62833
2018-10-11,64947
2018-10-12,64947
2018-10-13,64736
2018-10-14,64736
2018-10-15,62705
2018-10-16,62705
2018-10-17,61538
2018-10-18,61538
2018-10-19,58795
2018-10-20,58795
2018-10-21,58795
2018-10-22,57083
2018-10-23,57083
2018-10-24,57083
2018-10-25,54799
2018-10-26,54799
2018-10-27,54097
2018-10-28,54097
2018-10-29,53430
2018-10-30,53430
2018-10-31,52351
2018-11-01,52351
2018-11-03,51780
2018-11-04,51059
2018-11-05,51059
2018-11-06,50570
2018-11-07,50570
2018-11-08,51071
2018-11-09,51071
2018-11-10,50880
2018-11-11,50880
2018-11-12,49793
2018-11-13,49793
2018-11-15,50853
2018-11-16,49707
2018-11-17,49707
2018-11-18,49641
2018-11-19,49641
2018-11-20,49970
2018-11-21,49970
2018-11-22,49094
2018-11-23,49094
2018-11-24,48374
2018-11-25,48128
2018-11-26,48128
2018-11-27,47055
2018-11-28,47330
2018-11-29,47330
2018-12-01,45642
2018-12-02,45642
2018-12-03,46752
2018-12-04,48078
2018-12-05,48078
2018-12-07,49976
2018-12-09,50707
2018-12-10,52298
2018-12-11,52298
2018-12-12,52409
2018-12-13,52409
2018-12-14,53083
2018-12-15,53083
2018-12-16,52395
2018-12-17,52395
2018-12-18,50964
2018-12-19,50964
2018-12-20,50364
2018-12-21,50364
2018-12-22,49283
2018-12-23,47914
2018-12-24,47914
2018-12-25,47308
2018-12-26,47308
2018-12-27,46865
2018-12-28,46865
2018-12-29,45834
2018-12-30,45834
2018-12-31,44500
2019-01-01,44500
2019-01-02,43952
2019-01-03,43952
2019-01-04,43330
2019-01-05,42354
2019-01-06,41602
2019-01-08,40620
2019-01-10,39483
2019-01-11,39483
2019-01-12,39736
2019-01-13,39736
2019-01-14,39797
2019-01-15,39797
2019-01-16,38987
2019-01-17,38987
2019-01-18,38406
2019-01-19,38681
2019-01-20,38681
2019-01-21,37185
2019-01-22,36484
2019-01-23,37282
2019-01-24,37282
2019-01-25,37555
2019-01-26,38736
2019-01-27,39271
2019-01-28,39271
2019-01-29,39930
2019-01-30,39930
2019-01-31,40000
2019-02-01,39736
2019-02-02,39736
2019-02-03,39636
2019-02-04,39636
2019-02-05,39914
2019-02-06,39914
2019-02-07,40781
2019-02-08,40781
2019-02-09,42498
2019-02-10,42498
2019-02-11,43095
2019-02-12,43095
2019-02-13,43706
2019-02-14,43706
2019-02-15,43364
2019-02-16,43364
2019-02-17,44422
2019-02-18,44422
2019-02-19,46070
2019-02-20,46070
2019-02-21,48347
2019-02-22,48347
2019-02-23,50758
2019-02-24,53091
2019-02-25,55491
2019-02-26,55491
2019-02-27,57695
2019-02-28,57695
2019-03-01,59366
2019-03-02,59366
2019-03-03,61382
2019-03-04,61382
2019-03-05,61619
2019-03-06,61619
2019-03-07,60154
2019-03-08,60154
2019-03-09,59452
2019-03-10,60341
2019-03-11,60341
2019-03-12,60260
2019-03-13,60260
2019-03-14,60462
2019-03-15,60462
2019-03-16,60020
2019-03-17,58385
2019-03-18,58385
2019-03-19,59405
2019-03-20,58828
2019-03-21,58828
2019-03-22,57925
2019-03-23,58676
2019-03-24,58676
2019-03-25,59433
2019-03-26,61384
2019-03-27,61384
2019-03-28,62634
2019-03-29,63705
2019-03-30,63705
2019-03-31,63369
2019-04-01,63369
2019-04-02,64688
2019-04-03,64688
2019-04-04,64486
2019-04-05,64486
2019-04-06,61824
2019-04-07,61824
2019-04-08,59306
2019-04-09,59306
2019-04-10,56528
2019-04-11,55293
2019-04-12,52710
2019-04-13,50406
2019-04-14,48524
2019-04-15,48524
2019-04-16,46097
2019-04-17,46097
2019-04-18,43905
2019-04-19,43905
2019-04-20,41747
2019-04-21,41747
2019-04-22,40178
2019-04-23,40178
2019-04-24,38677
2019-04-25,38042
2019-04-26,36356
2019-04-27,36356
2019-04-28,35007
2019-04-29,35007
2019-04-30,35932
2019-05-01,35932
2019-05-02,36337
2019-05-03,35864
2019-05-04,35527
2019-05-05,35527
2019-05-06,35896
2019-05-07,35896
2019-05-08,34497
2019-05-09,34497
2019-05-10,33436
2019-05-11,33436
2019-05-12,32419
2019-05-13,32419
2019-05-14,31748
2019-05-15,31748
2019-05-16,31542
2019-05-17,31542
2019-05-18,31008
2019-05-19,31008
2019-05-20,29619
2019-05-21,29619
2019-05-22,29462
2019-05-23,29462
2019-05-24,30473
2019-05-25,30473
2019-05-26,30869
2019-05-27,30926
2019-05-28,30926
2019-05-29,31430
2019-05-30,31430
2019-05-31,30481
2019-06-01,30481
2019-06-02,29638
2019-06-03,29638
2019-06-04,30280
2019-06-05,30280
2019-06-06,30723
2019-06-07,30723
2019-06-08,30449
2019-06-09,30449
2019-06-10,30514
2019-06-11,30514
2019-06-12,31795
2019-06-13,31795
2019-06-14,32190
2019-06-15,32190
2019-06-16,31414
2019-06-17,31414
2019-06-18,31686
2019-06-19,31686
2019-06-20,33037
2019-06-21,33037
2019-06-22,33037
2019-06-23,34029
2019-06-24,34029
2019-06-25,35437
2019-06-26,35437
2019-06-27,37209
2019-06-28,37209
2019-06-29,37209
2019-06-30,39070
2019-07-01,39070
2019-07-02,39070
2019-07-03,40671
2019-07-04,40671
2019-07-05,41925
2019-07-06,41925
2019-07-07,41378
2019-07-08,41378
2019-07-09,39749
2019-07-10,39749
2019-07-11,38600
2019-07-12,38600
2019-07-13,37588
2019-07-14,37588
2019-07-15,37413
2019-07-16,37413
2019-07-17,38323
2019-07-18,38323
2019-07-19,37257
2019-07-20,37257
2019-07-21,36634
2019-07-22,36634
2019-07-23,35862
2019-07-24,35862
2019-07-25,35862
2019-07-26,34226
2019-07-27,34226
2019-07-28,33768
2019-07-29,33768
2019-07-30,33861
2019-07-31,33861
2019-08-01,33226
2019-08-02,33226
2019-08-03,32670
2019-08-04,32670
2019-08-05,32023
2019-08-06,32023
2019-08-07,31784
2019-08-08,31784
2019-08-09,31784
2019-08-10,31358
2019-08-11,31358
2019-08-12,31623
2019-08-13,31623
2019-08-14,30367
2019-08-15,30367
2019-08-16,30437
2019-08-17,30437
2019-08-18,29360
2019-08-19,29360
2019-08-20,28953
2019-08-21,28953
2019-08-22,29523
2019-08-23,29523
2019-08-24,30033
2019-08-24,30033
2019-08-25,30033
2019-08-25,30033
2019-08-26,30218
2019-08-27,30218
2019-08-27,30218
2019-08-28,29400
2019-08-29,29400
2019-08-30,28805
2019-08-31,28805
2019-09-01,28769
2019-09-02,28769
2019-09-03,27408
2019-09-04,27408
2019-09-05,26540
2019-09-06,26540
2019-09-07,26532
2019-09-08,26532
2019-09-09,26384
2019-09-10,26384
2019-09-11,26391
2019-09-12,26391
2019-09-13,26391
2019-09-14,27439
2019-09-15,27439
2019-09-16,28199
2019-09-17,28199
2019-09-18,29285
2019-09-19,29285
2019-09-20,29285
2019-09-21,30377
2019-09-22,30377
2019-09-23,30512
2019-09-24,30512
2019-09-25,31192
2019-09-26,31192
2019-09-27,31192
2019-09-28,32183
2019-09-29,32183
2019-09-30,32183
2019-10-01,31999
2019-10-02,31999
2019-10-03,31999
2019-10-04,30996
2019-10-05,30996
2019-10-06,30366
2019-10-07,30366
2019-10-08,31200
2019-10-09,31200
2019-10-10,31361
2019-10-11,31361
2019-10-12,30974
2019-10-13,30974
2019-10-14,31618
2019-10-15,31618
2019-10-16,31618
2019-10-17,30534
2019-10-18,30534
2019-10-19,30709
2019-10-20,30709
2019-10-21,30356
2019-10-22,30356
2019-10-23,29777
2019-10-24,29777
2019-10-25,29777
2019-10-26,29336
2019-10-27,29336
2019-10-28,29111
2019-10-29,29111
2019-10-30,29111
2019-10-31,29615
2019-11-01,29615
2019-11-02,28662
2019-11-03,28662
2019-11-04,27378
2019-11-05,27378
2019-11-06,27378
2019-11-07,27162
2019-11-08,27162
2019-11-09,28285
2019-11-10,29522
2019-11-11,29522
2019-11-12,29522
2019-11-13,30591
2019-11-14,30591
2019-11-15,30962
2019-11-16,30962
2019-11-17,30962
2019-11-18,31346
2019-11-19,31346
2019-11-20,31346
2019-11-21,31740
2019-11-22,31740
2019-11-23,31919
2019-11-24,31919
2019-11-25,32884
2019-11-26,32884
2019-11-27,32776
2019-11-28,32776
2019-11-29,32776
2019-11-30,33029
2019-12-01,33029
2019-12-02,33029
2019-12-03,33423
2019-12-04,33423
2019-12-05,33423
2019-12-06,33934
2019-12-07,33934
2019-12-08,33665
2019-12-09,33665
2019-12-10,33021
2019-12-11,33021
2019-12-12,33021
2019-12-13,32634
2019-12-14,32634
2019-12-15,31918
2019-12-16,31918
2019-12-17,31074
2019-12-18,31074
2019-12-19,31074
2019-12-20,30812
2019-12-21,30812
2019-12-22,29750
2019-12-23,29750
2019-12-24,30266
2019-12-25,30266
2019-12-26,30764
2019-12-27,30764
2019-12-28,29853
2019-12-29,29853
2019-12-30,29839
2019-12-31,29839
2020-01-01,29500
2020-01-02,29500
2020-01-03,28376
2020-01-04,28376
2020-01-05,28409
2020-01-06,28409
2020-01-07,27695
2020-01-08,27695
2020-01-09,27695
2020-01-10,27246
2020-01-11,27246
2020-01-12,26594
2020-01-13,26594
2020-01-14,26594
2020-01-15,26898
2020-01-16,26898
2020-01-17,25842
2020-01-18,25842
2020-01-19,25364
2020-01-20,25364
2020-01-21,25364
2020-01-22,25207
2020-01-23,25207
2020-01-24,24645
2020-01-25,24645
2020-01-26,23528
2020-01-27,23528
2020-01-28,22363
2020-01-29,22363
2020-01-30,21492
2020-01-31,21492
2020-02-01,20908
2020-02-02,20908
2020-02-03,20730
2020-02-04,20730
2020-02-05,20676
2020-02-06,20676
2020-02-07,20072
2020-02-08,20072
2020-02-09,19679
2020-02-10,19679
2020-02-11,19459
2020-02-12,19459
2020-02-13,19691
2020-02-14,19691
2020-02-15,20022
2020-02-16,20022
2020-02-17,19867
2020-02-18,19867
2020-02-19,19699
2020-02-20,19699
2020-02-21,19699
2020-02-22,19487
2020-02-23,19487
2020-02-24,19786
2020-02-25,19786
2020-02-26,19450
2020-02-27,19450
2020-02-28,19989
2020-02-29,19989
2020-03-01,19989
2020-03-02,19470
2020-03-03,19470
2020-03-04,19170
2020-03-05,19170
2020-03-06,18740
2020-03-07,18740
2020-03-08,18707
2020-03-09,18707
2020-03-10,19529
2020-03-11,19529
2020-03-12,20231
2020-03-13,20231
2020-03-14,20733
2020-03-15,20733
2020-03-16,20771
2020-03-17,20771
2020-03-18,21071
2020-03-19,21071
2020-03-20,21379
2020-03-21,21379
2020-03-22,21471
2020-03-23,21471
2020-03-24,20747
2020-03-25,20747
2020-03-26,20352
2020-03-27,20144
2020-03-28,20144
2020-03-29,19542
2020-03-30,19358
2020-03-31,19358
2020-04-01,19290
2020-04-02,19290
2020-04-03,18718
2020-04-04,18886
2020-04-05,18886
2020-04-06,18846
2020-04-07,18846
2020-04-08,19063
2020-04-09,19063
2020-04-10,18420
2020-04-11,18024
2020-04-12,18024
2020-04-13,17167
2020-04-14,17167
2020-04-15,16622
2020-04-16,16622
2020-04-17,16382
2020-04-18,16888
2020-04-19,16817
2020-04-20,16817
2020-04-21,16964
2020-04-22,17305
2020-04-23,17305
2020-04-24,17407
2020-04-25,17407
2020-04-26,17387
2020-04-27,17847
2020-04-28,18003
2020-04-29,18003
2020-04-30,17942
2020-05-01,17942
2020-05-02,17923
2020-05-03,17827
2020-05-04,17827
2020-05-05,17456
2020-05-06,16870
2020-05-07,16870
2020-05-08,16586
2020-05-09,16432
2020-05-10,16286
2020-05-11,16286
2020-05-12,16157
2020-05-13,16457
