date_obj,Xerician%20top price
2020-01-10,9893
2020-01-11,10282
2020-01-12,10713
2020-01-13,11009
2020-01-14,11101
2020-01-15,11247
2020-01-16,11504
2020-01-17,11467
2020-01-18,11772
2020-01-19,11710
2020-01-20,11497
2020-01-21,11457
2020-01-22,11349
2020-01-23,11165
2020-01-24,10990
2020-01-25,10723
2020-01-26,10567
2020-01-27,10401
2020-01-28,10313
2020-01-29,10127
2020-01-30,9814
2020-01-31,9783
2020-02-01,9841
2020-02-02,10174
2020-02-03,10439
2020-02-04,10502
2020-02-05,10458
2020-02-06,10365
2020-02-07,10321
2020-02-08,10111
2020-02-09,10107
2020-02-10,9992
2020-02-11,9870
2020-02-12,9549
2020-02-13,9521
2020-02-14,9365
2020-02-15,9152
2020-02-16,8914
2020-02-17,8723
2020-02-18,8606
2020-02-19,8437
2020-02-20,8253
2020-02-21,8372
2020-02-22,8356
2020-02-23,8443
2020-02-24,8631
2020-02-25,9021
2020-02-26,9451
2020-02-27,9916
2020-02-28,10283
2020-02-29,10362
2020-03-01,10477
2020-03-02,10865
2020-03-03,10909
2020-03-04,10855
2020-03-05,10880
2020-03-06,10999
2020-03-07,11113
2020-03-08,11093
2020-03-09,11047
2020-03-10,11357
2020-03-11,11859
2020-03-12,12221
2020-03-13,11854
2020-03-14,11624
2020-03-15,11837
2020-03-16,12117
2020-03-17,12462
2020-03-18,13031
2020-03-19,13316
2020-03-20,13658
2020-03-21,13903
2020-03-22,13430
2020-03-23,12768
2020-03-24,12152
2020-03-25,11577
2020-03-26,11274
2020-03-27,10874
2020-03-28,10628
2020-03-29,10274
2020-03-30,9783
2020-03-31,9316
2020-04-01,9020
2020-04-02,8847
2020-04-03,8884
2020-04-04,8714
2020-04-05,8709
2020-04-06,8542
2020-04-07,8454
2020-04-08,8570
2020-04-09,8755
2020-04-10,9021
2020-04-11,9052
2020-04-12,9270
2020-04-13,9644
2020-04-14,9791
2020-04-15,9843
2020-04-16,9719
2020-04-17,9865
2020-04-18,10036
2020-04-19,10028
2020-04-20,9958
2020-04-21,9819
2020-04-22,9567
2020-04-23,9175
2020-04-24,8868
2020-04-25,8541
2020-04-26,8265
2020-04-27,8037
2020-04-28,7894
2020-04-29,7945
2020-04-30,7909
2020-05-01,7856
2020-05-02,7573
2020-05-03,7582
2020-05-04,7695
2020-05-05,7638
2020-05-06,7708
2020-05-07,7761
2020-05-08,7646
2020-05-09,7667
2020-05-10,7555
2020-05-11,7441
2020-05-12,7422
2020-05-13,7433
