date_obj,Black%20gold-trimmed%20set%20(lg) price
2015-09-07,364227
2015-09-08,364227
2015-09-09,364227
2015-09-10,364227
2015-09-11,364979
2015-09-12,364979
2015-09-13,364979
2015-09-14,364979
2015-09-15,373505
2015-09-16,373505
2015-09-17,373505
2015-09-18,373505
2015-09-19,373505
2015-09-20,382438
2015-09-21,382438
2015-09-22,382438
2015-09-23,382438
2015-09-24,382438
2015-09-25,397262
2015-09-27,397262
2015-09-28,397262
2015-09-29,397262
2015-09-30,413073
2015-10-05,413073
2015-10-06,411423
2015-10-07,411423
2015-10-08,411423
2015-10-09,411423
2015-10-10,411423
2015-10-11,415372
2015-10-12,415372
2015-10-13,415372
2015-10-14,415372
2015-10-15,415372
2015-10-16,415372
2015-10-17,424182
2015-10-18,424182
2015-10-19,424182
2015-10-20,424182
2015-10-22,420672
2015-10-23,420672
2015-10-24,420672
2015-10-25,420672
2015-10-26,420672
2015-10-27,415074
2015-10-29,415074
2015-10-30,415074
2015-10-31,415074
2015-11-01,424567
2015-11-02,424567
2015-11-03,424567
2015-11-04,424567
2015-11-05,424567
2015-11-06,441919
2015-11-07,441919
2015-11-08,441919
2015-11-09,441919
2015-11-10,441919
2015-11-11,459743
2015-11-12,459743
2015-11-13,459743
2015-11-14,459743
2015-11-15,459743
2015-11-16,459743
2015-11-17,479941
2015-11-18,479941
2015-11-19,479941
2015-11-20,479941
2015-11-21,479941
2015-11-22,500881
2015-11-23,500881
2015-11-24,500881
2015-11-25,500881
2015-11-26,500881
2015-11-27,515680
2015-11-28,515680
2015-11-29,515680
2015-11-30,515680
2015-12-01,515680
2015-12-02,528539
2015-12-03,528539
2015-12-04,528539
2015-12-05,528539
2015-12-06,528539
2015-12-07,528539
2015-12-08,549242
2015-12-09,549242
2015-12-10,549242
2015-12-11,549242
2015-12-12,549242
2015-12-13,549242
2015-12-14,564597
2015-12-15,564597
2015-12-16,564597
2015-12-17,564597
2015-12-18,564597
2015-12-19,564597
2015-12-20,581341
2015-12-21,581341
2015-12-22,581341
2015-12-23,581341
2015-12-24,581341
2015-12-25,581341
2015-12-26,580632
2015-12-27,580632
2015-12-28,580632
2015-12-29,580632
2015-12-30,580632
2015-12-31,572736
2016-01-01,572736
2016-01-02,572736
2016-01-03,572736
2016-01-04,572736
2016-01-05,563300
2016-01-06,563300
2016-01-07,563300
2016-01-08,563300
2016-01-09,563300
2016-01-10,563300
2016-01-11,552405
2016-01-12,552405
2016-01-13,552405
2016-01-14,552405
2016-01-15,552405
2016-01-16,541166
2016-01-17,541166
2016-01-18,541166
2016-01-19,541166
2016-01-20,541166
2016-01-21,527613
2016-01-22,527613
2016-01-23,527613
2016-01-24,527613
2016-01-25,527613
2016-01-26,519190
2016-01-27,519190
2016-01-28,519190
2016-01-29,519190
2016-01-30,519190
2016-01-31,519474
2016-02-01,519474
2016-02-02,519474
2016-02-03,519474
2016-02-04,519474
2016-02-05,525708
2016-02-06,525708
2016-02-07,525708
2016-02-08,525708
2016-02-09,525708
2016-02-10,522126
2016-02-11,522126
2016-02-12,522126
2016-02-13,522126
2016-02-14,522126
2016-02-15,514434
2016-02-16,514434
2016-02-17,514434
2016-02-18,514434
2016-02-19,514434
2016-02-20,510629
2016-02-21,510629
2016-02-22,510629
2016-02-23,510629
2016-02-24,510629
2016-02-25,503144
2016-02-26,503144
2016-02-27,503144
2016-02-28,503144
2016-02-29,503144
2016-03-01,496219
2016-03-02,496219
2016-03-03,496219
2016-03-04,496219
2016-03-05,496219
2016-03-06,492904
2016-03-07,492904
2016-03-08,492904
2016-03-09,492904
2016-03-10,492904
2016-03-11,485891
2016-03-12,485891
2016-03-13,485891
2016-03-14,485891
2016-03-15,485891
2016-03-16,474006
2016-03-17,474006
2016-03-18,474006
2016-03-19,474006
2016-03-20,474506
2016-03-21,474506
2016-03-22,474506
2016-03-23,474506
2016-03-24,474506
2016-03-25,468825
2016-03-26,468825
2016-03-27,468825
2016-03-28,468825
2016-03-29,455514
2016-03-30,455514
2016-03-31,455514
2016-04-01,455514
2016-04-02,455514
2016-04-03,442188
2016-04-04,442188
2016-04-05,442188
2016-04-06,442188
2016-04-07,442188
2016-04-08,437481
2016-04-09,437481
2016-04-10,437481
2016-04-11,437481
2016-04-12,437481
2016-04-13,427749
2016-04-14,427749
2016-04-15,427749
2016-04-16,427749
2016-04-17,431592
2016-04-18,431592
2016-04-19,431592
2016-04-20,431592
2016-04-21,431592
2016-04-22,430636
2016-04-23,430636
2016-04-24,430636
2016-04-25,430636
2016-04-26,420567
2016-04-27,420567
2016-04-28,420567
2016-04-29,420567
2016-04-30,416597
2016-05-01,416597
2016-05-02,416597
2016-05-03,416597
2016-05-04,416597
2016-05-05,417303
2016-05-06,417303
2016-05-07,417303
2016-05-08,417303
2016-05-09,417303
2016-05-10,424704
2016-05-11,424704
2016-05-12,424704
2016-05-13,424704
2016-05-14,424704
2016-05-15,419902
2016-05-16,419902
2016-05-17,419902
2016-05-18,419902
2016-05-19,414259
2016-05-22,414259
2016-05-23,420217
2016-05-24,420217
2016-05-25,420217
2016-05-26,420217
2016-05-27,430453
2016-05-28,430453
2016-05-29,430453
2016-05-30,430453
2016-05-31,430600
2016-06-01,430600
2016-06-02,430600
2016-06-03,430600
2016-06-04,432310
2016-06-05,432310
2016-06-06,432310
2016-06-07,432310
2016-06-08,439764
2016-06-09,439764
2016-06-10,439764
2016-06-11,439764
2016-06-12,450853
2016-06-13,450853
2016-06-14,450853
2016-06-15,450853
2016-06-16,460235
2016-06-17,460235
2016-06-18,460235
2016-06-19,460235
2016-06-20,452037
2016-06-21,452037
2016-06-22,452037
2016-06-23,452037
2016-06-24,456626
2016-06-25,456626
2016-06-26,456626
2016-06-27,456626
2016-06-28,455441
2016-06-29,455441
2016-06-30,455441
2016-07-01,455441
2016-07-02,455441
2016-07-03,449608
2016-07-04,449608
2016-07-05,449608
2016-07-06,449608
2016-07-07,440149
2016-07-08,440149
2016-07-09,440149
2016-07-10,440149
2016-07-11,419779
2016-07-12,419779
2016-07-13,419779
2016-07-14,419779
2016-07-15,398867
2016-07-16,398867
2016-07-17,398867
2016-07-18,398867
2016-07-23,362057
2016-07-24,362057
2016-07-25,362057
2016-07-26,362057
2016-07-27,344339
2016-07-28,344339
2016-07-29,344339
2016-07-30,327987
2016-07-31,327987
2016-08-01,327987
2016-08-02,327987
2016-08-03,316849
2016-08-04,316849
2016-08-05,316849
2016-08-06,316849
2016-08-07,316849
2016-08-08,301475
2016-08-09,301475
2016-08-10,301475
2016-08-11,288118
2016-08-12,288118
2016-08-13,288118
2016-08-14,288118
2016-08-15,273898
2016-08-16,273898
2016-08-17,273898
2016-08-18,273898
2016-08-19,260213
2016-08-20,260213
2016-08-21,260213
2016-08-22,260213
2016-08-23,250904
2016-08-24,250904
2016-08-25,250904
2016-08-26,250904
2016-08-28,248254
2016-08-31,248254
2016-09-01,243468
2016-09-02,243468
2016-09-03,243468
2016-09-04,243468
2016-09-05,238977
2016-09-06,238977
2016-09-07,238977
2016-09-08,238977
2016-09-09,238977
2016-09-10,241398
2016-09-11,241398
2016-09-12,241398
2016-09-13,241398
2016-09-14,245565
2016-09-15,245565
2016-09-16,245565
2016-09-17,245565
2016-09-18,255544
2016-09-19,255544
2016-09-20,255544
2016-09-21,255544
2016-09-22,260635
2016-09-23,260635
2016-09-24,260635
2016-09-25,260635
2016-09-26,260635
2016-09-27,269286
2016-09-28,269286
2016-09-29,269286
2016-09-30,269286
2016-10-01,277809
2016-10-02,277809
2016-10-03,277809
2016-10-04,277809
2016-10-05,277809
2016-10-06,277809
2016-10-07,287985
2016-10-08,287985
2016-10-09,287985
2016-10-10,287985
2016-10-11,295496
2016-10-12,295496
2016-10-13,295496
2016-10-14,295496
2016-10-15,304667
2016-10-16,304667
2016-10-17,304667
2016-10-18,304667
2016-10-19,304667
2016-10-20,313191
2016-10-21,313191
2016-10-22,313191
2016-10-23,313191
2016-10-24,326380
2016-10-25,326380
2016-10-26,326380
2016-10-27,326380
2016-10-28,326380
2016-10-29,327988
2016-10-30,327988
2016-10-31,327988
2016-11-01,327988
2016-11-02,327988
2016-11-03,334059
2016-11-04,334059
2016-11-05,334059
2016-11-06,334059
2016-11-07,334059
2016-11-08,343448
2016-11-09,343448
2016-11-10,343448
2016-11-11,343448
2016-11-12,355627
2016-11-13,355627
2016-11-14,355627
2016-11-15,355627
2016-12-07,420857
2016-12-08,420857
2016-12-09,423778
2016-12-10,423778
2016-12-11,423778
2016-12-12,423778
2016-12-13,423778
2016-12-14,431452
2016-12-15,431452
2016-12-16,431452
2016-12-17,431452
2016-12-18,431452
2016-12-19,430349
2016-12-20,430349
2016-12-21,430349
2016-12-22,430349
2016-12-23,427522
2016-12-24,427522
2016-12-25,427522
2016-12-26,427522
2016-12-27,432667
2016-12-28,432667
2016-12-29,432667
2016-12-30,432667
2016-12-31,432667
2017-01-01,429229
2017-01-02,429229
2017-01-03,429229
2017-01-04,429229
2017-01-05,429229
2017-01-06,424224
2017-01-07,424224
2017-01-08,424224
2017-01-09,424224
2017-01-10,415266
2017-01-11,415266
2017-01-12,415266
2017-01-13,415266
2017-01-14,405890
2017-01-15,405890
2017-01-16,405890
2017-01-17,401252
2017-01-18,401252
2017-01-19,401252
2017-01-20,401252
2017-01-21,392696
2017-01-22,392696
2017-01-23,392696
2017-01-27,387811
2017-01-28,387811
2017-01-29,390658
2017-01-30,390658
2017-01-31,390658
2017-02-01,390658
2017-02-02,398782
2017-02-03,398782
2017-02-04,398782
2017-02-05,398782
2017-02-06,410124
2017-02-07,410124
2017-02-08,410124
2017-02-09,410124
2017-02-10,398150
2017-02-11,398150
2017-02-12,398150
2017-02-13,398150
2017-02-14,390078
2017-02-15,390078
2017-02-16,390078
2017-02-18,392796
2017-02-19,392796
2017-02-20,392796
2017-02-21,392796
2017-02-22,395034
2017-02-23,395034
2017-02-24,395034
2017-02-25,395034
2017-02-26,395034
2017-02-27,395034
2017-02-28,395476
2017-03-01,395476
2017-03-02,395476
2017-03-03,395476
2017-03-04,395476
2017-03-05,386481
2017-03-06,386481
2017-03-07,386481
2017-03-08,386481
2017-03-09,374259
2017-03-10,374259
2017-03-11,374259
2017-03-12,374259
2017-03-13,375395
2017-03-14,375395
2017-03-15,375395
2017-03-16,375395
2017-03-17,375395
2017-03-18,375692
2017-03-19,375692
2017-03-20,375692
2017-03-21,380137
2017-03-22,380137
2017-03-23,380137
2017-03-24,380137
2017-03-25,378717
2017-03-26,378717
2017-03-27,378717
2017-03-28,379858
2017-03-29,379858
2017-03-30,379858
2017-03-31,379858
2017-04-01,381317
2017-04-02,381317
2017-04-03,381317
2017-04-04,381317
2017-04-12,388361
2017-04-13,388361
2017-04-14,396181
2017-04-15,396181
2017-04-16,396181
2017-04-17,410318
2017-04-18,410318
2017-04-19,410318
2017-04-20,410318
2017-04-21,410318
2017-04-22,422348
2017-04-23,422348
2017-04-24,422348
2017-04-25,422348
2017-04-26,421081
2017-04-27,421081
2017-04-28,421081
2017-04-29,421081
2017-04-30,418905
2017-05-01,418905
2017-05-02,418905
2017-05-03,418905
2017-05-04,418905
2017-05-05,420854
2017-05-06,420854
2017-05-07,420854
2017-05-08,420854
2017-05-09,420854
2017-05-10,420908
2017-05-11,420908
2017-05-12,420908
2017-05-13,420908
2017-05-14,420908
2017-05-15,419498
2017-05-16,419498
2017-05-17,419498
2017-05-18,419498
2017-05-19,419498
2017-05-20,426502
2017-05-21,426502
2017-05-22,426502
2017-05-23,426502
2017-05-24,426502
2017-05-25,426502
2017-05-26,432668
2017-05-27,432668
2017-05-28,432668
2017-05-29,432668
2017-05-30,432668
2017-05-31,426896
2017-06-01,426896
2017-06-02,426896
2017-06-03,426896
2017-06-04,426896
2017-06-05,424583
2017-06-06,424583
2017-06-07,424583
2017-06-08,424583
2017-06-09,424583
2017-06-10,426000
2017-06-11,426000
2017-06-12,426000
2017-06-13,426000
2017-06-14,426000
2017-06-15,426000
2017-06-16,419386
2017-06-17,419386
2017-06-18,419386
2017-06-19,419386
2017-06-20,419386
2017-06-21,411812
2017-06-22,411812
2017-06-23,411812
2017-06-24,411812
2017-06-25,411812
2017-06-26,411812
2017-06-27,403429
2017-06-28,403429
2017-06-29,403429
2017-06-30,403429
2017-07-01,403429
2017-07-02,403429
2017-07-03,400659
2017-07-04,400659
2017-07-05,400659
2017-07-06,400659
2017-07-07,400659
2017-07-08,400659
2017-07-13,395375
2017-07-14,392923
2017-07-15,392923
2017-07-16,392923
2017-07-17,392923
2017-07-18,392923
2017-07-19,392923
2017-07-20,390664
2017-07-21,390664
2017-07-22,390664
2017-07-23,398499
2017-07-24,398499
2017-07-25,398499
2017-07-26,398499
2017-07-27,399194
2017-07-28,399194
2017-07-29,399194
2017-07-30,399194
2017-07-31,400166
2017-08-01,400166
2017-08-02,400166
2017-08-03,400166
2017-08-04,396280
2017-08-05,396280
2017-08-06,396280
2017-08-07,396280
2017-08-08,392617
2017-08-09,392617
2017-08-10,392617
2017-08-11,392617
2017-08-12,392617
2017-08-13,392150
2017-08-14,392150
2017-08-15,392150
2017-08-16,392150
2017-08-17,394347
2017-08-18,394347
2017-08-19,394347
2017-08-20,394347
2017-08-21,394347
2017-08-22,400403
2017-08-23,400403
2017-08-24,400403
2017-08-25,400403
2017-08-26,400403
2017-08-27,397352
2017-08-28,397352
2017-08-29,397352
2017-08-30,397352
2017-08-31,397352
2017-09-01,397319
2017-09-02,397319
2017-09-03,397319
2017-09-04,397319
2017-09-05,401825
2017-09-06,401825
2017-09-07,401825
2017-09-08,401825
2017-09-09,401825
2017-09-10,412076
2017-09-11,412076
2017-09-12,412076
2017-09-13,412076
2017-09-14,412076
2017-09-15,418009
2017-09-16,418009
2017-09-17,418009
2017-09-18,418009
2017-09-19,418009
2017-09-20,423281
2017-09-22,423281
2017-09-23,423281
2017-09-24,423281
2017-09-25,426119
2017-09-26,426119
2017-09-27,426119
2017-09-28,426119
2017-09-29,426119
2017-09-30,414254
2017-10-01,414254
2017-10-02,414254
2017-10-03,414254
2017-10-04,415315
2017-10-05,415315
2017-10-06,415315
2017-10-07,415315
2017-10-08,423118
2017-10-09,423118
2017-10-10,423118
2017-10-11,423118
2017-10-12,432844
2017-10-13,432844
2017-10-14,432844
2017-10-15,432844
2017-10-16,432844
2017-10-17,433040
2017-10-18,433040
2017-10-19,433040
2017-10-20,433040
2017-10-21,433040
2017-10-22,429081
2017-10-23,429081
2017-10-24,429081
2017-10-25,429081
2017-10-26,429081
2017-10-27,429792
2017-10-28,429792
2017-10-29,429792
2017-10-30,429792
2017-10-31,429792
2017-11-01,429792
2017-11-02,430692
2017-11-03,430692
2017-11-04,430692
2017-11-05,430692
2017-11-06,430692
2017-11-07,427349
2017-11-08,427349
2017-11-09,427349
2017-11-10,427349
2017-11-11,427349
2017-11-12,434267
2017-11-13,434267
2017-11-14,434267
2017-11-15,434267
2017-11-16,434267
2017-11-17,434267
2017-11-18,444534
2017-11-19,444534
2017-11-20,444534
2017-11-21,444534
2017-11-22,444534
2017-11-23,451274
2017-11-24,451274
2017-11-25,451274
2017-11-26,451274
2017-11-27,451274
2017-11-28,451274
2017-11-29,460353
2017-11-30,460353
2017-12-01,460353
2017-12-02,460353
2017-12-03,460353
2017-12-04,470962
2017-12-05,470962
2017-12-06,470962
2017-12-07,470962
2017-12-08,470962
2017-12-09,477253
2017-12-10,477253
2017-12-11,477253
2017-12-12,477253
2017-12-13,476513
2017-12-14,476513
2017-12-15,476513
2017-12-16,476513
2017-12-17,476513
2017-12-18,471675
2017-12-19,471675
2017-12-20,471675
2017-12-21,471675
2017-12-22,471675
2017-12-23,464363
2017-12-24,464363
2017-12-25,464363
2017-12-26,464363
2017-12-27,468843
2017-12-28,468843
2017-12-29,468843
2017-12-30,468843
2017-12-31,478201
2018-01-01,478201
2018-01-02,478201
2018-01-03,478201
2018-01-04,474575
2018-01-05,474575
2018-01-06,474575
2018-01-07,474575
2018-01-08,467915
2018-01-09,467915
2018-01-10,467915
2018-01-11,467915
2018-01-12,467292
2018-01-13,467292
2018-01-14,467292
2018-01-15,467292
2018-01-16,471169
2018-01-17,471169
2018-01-18,471169
2018-01-19,471169
2018-01-20,474158
2018-01-21,474158
2018-01-22,474158
2018-01-23,474158
2018-01-24,467175
2018-01-25,467175
2018-01-26,467175
2018-01-27,469113
2018-01-28,469113
2018-01-29,463176
2018-01-30,463176
2018-01-31,453606
2018-02-01,453606
2018-02-02,453606
2018-02-03,450221
2018-02-04,450221
2018-02-05,450221
2018-02-06,449428
2018-02-07,449428
2018-02-08,449428
2018-02-09,451486
2018-02-10,451486
2018-02-11,452331
2018-02-12,452331
2018-02-13,452331
2018-02-14,451777
2018-02-15,451777
2018-02-16,451777
2018-02-17,450181
2018-02-18,450181
2018-02-19,453939
2018-02-20,453939
2018-02-21,462349
2018-02-22,462349
2018-02-23,456955
2018-02-24,456955
2018-02-25,462654
2018-02-26,462654
2018-02-27,462654
2018-02-28,461602
2018-03-01,461602
2018-03-02,462239
2018-03-03,462239
2018-03-04,462239
2018-03-05,459226
2018-03-06,459226
2018-03-07,452236
2018-03-08,452236
2018-03-09,452236
2018-03-10,450376
2018-03-11,450376
2018-03-12,448697
2018-03-13,448697
2018-03-14,456118
2018-03-15,456118
2018-03-16,456118
2018-03-17,458720
2018-03-18,458720
2018-03-20,457268
2018-03-21,457268
2018-03-22,457268
2018-03-23,461425
2018-03-24,461425
2018-03-25,467069
2018-03-26,467069
2018-03-27,482836
2018-03-28,482836
2018-03-29,482836
2018-03-30,503093
2018-03-31,503093
2018-04-01,503093
2018-04-02,524741
2018-04-03,524741
2018-04-04,547504
2018-04-05,547504
2018-04-06,547504
2018-04-07,572096
2018-04-08,572096
2018-04-09,598093
2018-04-10,598093
2018-04-11,598093
2018-04-12,621896
2018-04-13,621896
2018-04-14,621896
2018-04-15,640697
2018-04-16,640697
2018-04-17,640697
2018-04-18,664269
2018-04-19,664269
2018-04-20,664269
2018-04-21,657993
2018-04-22,657993
2018-04-23,657993
2018-04-24,625597
2018-04-25,625597
2018-04-26,625597
2018-04-27,597313
2018-04-28,597313
2018-04-29,575860
2018-04-30,575860
2018-05-01,572584
2018-05-02,572584
2018-05-03,572584
2018-05-04,569086
2018-05-05,574361
2018-05-06,574361
2018-05-07,574361
2018-05-08,567815
2018-05-09,567815
2018-05-10,564903
2018-05-11,564903
2018-05-12,573045
2018-05-13,573045
2018-05-14,578409
2018-05-15,578409
2018-05-16,582085
2018-05-17,582085
2018-05-18,573350
2018-05-19,573350
2018-05-20,568064
2018-05-21,568064
2018-05-22,568144
2018-05-23,566453
2018-05-24,566453
2018-05-25,568305
2018-05-26,568305
2018-05-27,572026
2018-05-28,572026
2018-05-29,572134
2018-05-30,572134
2018-05-31,571323
2018-06-01,571323
2018-06-02,571113
2018-06-03,571113
2018-06-04,571113
2018-06-05,564563
2018-06-06,564563
2018-06-07,564563
2018-06-08,559423
2018-06-09,559423
2018-06-10,545983
2018-06-11,545983
2018-06-12,545983
2018-06-13,532894
2018-06-14,532894
2018-06-15,532894
2018-06-16,526098
2018-06-17,526098
2018-06-18,521514
2018-06-19,521514
2018-06-20,521514
2018-06-21,509614
2018-06-22,509614
2018-06-23,509614
2018-06-24,509637
2018-06-25,509637
2018-06-26,509637
2018-06-27,504554
2018-06-28,504554
2018-06-29,504554
2018-06-30,507088
2018-07-01,507088
2018-07-02,507088
2018-07-03,508774
2018-07-04,508774
2018-07-05,508774
2018-07-06,516520
2018-07-07,516520
2018-07-08,516520
2018-07-09,524960
2018-07-10,524960
2018-07-11,533662
2018-07-12,533662
2018-07-13,541908
2018-07-14,541908
2018-07-15,540167
2018-07-16,540167
2018-07-17,533842
2018-07-18,533842
2018-07-19,536975
2018-07-20,536975
2018-07-21,540523
2018-07-22,540523
2018-07-23,545342
2018-07-24,545342
2018-07-25,557815
2018-07-26,557815
2018-07-27,557453
2018-07-28,557453
2018-07-29,565450
2018-07-30,565450
2018-07-31,577460
2018-08-01,577460
2018-08-02,584396
2018-08-03,584396
2018-08-04,585916
2018-08-05,585916
2018-08-06,594948
2018-08-07,594948
2018-08-08,605639
2018-08-09,605639
2018-08-10,610440
2018-08-11,610440
2018-08-12,608932
2018-08-14,606794
2018-08-16,606794
2018-08-17,604161
2018-08-18,604161
2018-08-19,601323
2018-08-20,592817
2018-08-21,592817
2018-08-22,585751
2018-08-23,585751
2018-08-24,581505
2018-08-25,576378
2018-08-26,576378
2018-08-27,580927
2018-08-28,581525
2018-08-29,581525
2018-08-30,587460
2018-08-31,587998
2018-09-01,597189
2018-09-02,597189
2018-09-03,605972
2018-09-04,615504
2018-09-05,615504
2018-09-06,626862
2018-09-07,625521
2018-09-08,634145
2018-09-09,634145
2018-09-10,658910
2018-09-11,658910
2018-09-12,686388
2018-09-13,686388
2018-09-14,714074
2018-09-15,738031
2018-09-16,738031
2018-09-17,727663
2018-09-18,703998
2018-09-19,703998
2018-09-20,690738
2018-09-21,690738
2018-09-22,684301
2018-09-23,684301
2018-09-24,680545
2018-09-25,680545
2018-09-26,686705
2018-09-27,686705
2018-09-28,688492
2018-09-29,688492
2018-09-30,697360
2018-10-01,697360
2018-10-02,689071
2018-10-03,683655
2018-10-04,683655
2018-10-05,683655
2018-10-06,680452
2018-10-07,680452
2018-10-08,683995
2018-10-09,683995
2018-10-10,686418
2018-10-11,686418
2018-10-12,698750
2018-10-13,698750
2018-10-14,709421
2018-10-15,709421
2018-10-16,723061
2018-10-17,723061
2018-10-18,715790
2018-10-19,715790
2018-10-20,711224
2018-10-21,711224
2018-10-22,706548
2018-10-23,706548
2018-10-24,703572
2018-10-25,703572
2018-10-26,704841
2018-10-27,704841
2018-10-28,711027
2018-10-29,711027
2018-10-30,713447
2018-10-31,747749
2018-11-01,778014
2018-11-03,847830
2018-11-04,890222
2018-11-05,933648
2018-11-06,978544
2018-11-08,1069984
2018-11-09,1119194
2018-11-10,1174720
2018-11-11,1226791
2018-11-12,1288131
2018-11-13,1352538
2018-11-15,1483373
2018-11-16,1557542
2018-11-17,1623892
2018-11-18,1705087
2018-11-19,1778163
2018-11-20,1866887
2018-11-21,1924860
2018-11-22,1935458
2018-11-23,1932510
2018-11-24,1898400
2018-11-25,1874383
2018-11-26,1874383
2018-11-27,1855605
2018-11-28,1830446
2018-11-29,1801965
2018-12-01,1742877
2018-12-02,1701803
2018-12-03,1701803
2018-12-04,1659831
2018-12-05,1611487
2018-12-07,1557477
2018-12-09,1506486
2018-12-10,1453291
2018-12-11,1411404
2018-12-12,1371850
2018-12-13,1347527
2018-12-14,1305036
2018-12-15,1261749
2018-12-16,1225624
2018-12-17,1225624
2018-12-18,1193844
2018-12-19,1149141
2018-12-20,1108125
2018-12-21,1076025
2018-12-22,1076331
2018-12-23,1065255
2018-12-24,1035689
2018-12-25,1033241
2018-12-26,1033241
2018-12-27,1030272
2018-12-28,1030272
2018-12-29,1024428
2018-12-30,1024428
2018-12-31,1023270
2019-01-01,1023270
2019-01-02,1018437
2019-01-03,1022866
2019-01-04,1022866
2019-01-05,1023132
2019-01-06,1023186
2019-01-08,1021393
2019-01-10,1020529
2019-01-11,1020529
2019-01-12,1012211
2019-01-13,998830
2019-01-14,986667
2019-01-15,959005
2019-01-16,931394
2019-01-17,928329
2019-01-18,928329
2019-01-19,936001
2019-01-20,952076
2019-01-21,952076
2019-01-22,939441
2019-01-23,928757
2019-01-24,928757
2019-01-25,920933
2019-01-26,911383
2019-01-27,903785
2019-01-28,895001
2019-01-29,879563
2019-01-30,878518
2019-01-31,878518
2019-02-01,888789
2019-02-02,888789
2019-02-03,884090
2019-02-04,884090
2019-02-05,876550
2019-02-06,876550
2019-02-07,866434
2019-02-08,866434
2019-02-09,862683
2019-02-10,862683
2019-02-11,848885
2019-02-12,848885
2019-02-13,838330
2019-02-14,838330
2019-02-15,836611
2019-02-16,832903
2019-02-17,832903
2019-02-18,826408
2019-02-19,826408
2019-02-20,819576
2019-02-21,813734
2019-02-22,822474
2019-02-23,825251
2019-02-24,828983
2019-02-25,822697
2019-02-26,822697
2019-02-27,818683
2019-02-28,818683
2019-03-01,807533
2019-03-02,807533
2019-03-03,798436
2019-03-04,797452
2019-03-05,797452
2019-03-06,789302
2019-03-07,784596
2019-03-08,784596
2019-03-09,779492
2019-03-10,787717
2019-03-11,787717
2019-03-12,788809
2019-03-13,788809
2019-03-14,793030
2019-03-15,793030
2019-03-16,798690
