date_obj,Samurai%20greaves price
2016-10-10,4050808
2016-10-11,3851079
2016-10-12,3851079
2016-10-13,3851079
2016-10-14,3851079
2016-10-15,3851079
2016-10-16,3851079
2016-10-17,3659830
2016-10-18,3659830
2016-10-19,3659830
2016-10-20,3659830
2016-10-21,3659830
2016-10-22,3659830
2016-10-23,3659830
2016-10-24,3478098
2016-10-25,3478098
2016-10-26,3478098
2016-10-27,3478098
2016-10-28,3478098
2016-10-29,3478098
2016-10-30,3478098
2016-10-31,3478098
2016-11-01,3306452
2016-11-02,3306452
2016-11-03,3306452
2016-11-04,3306452
2016-11-05,3306452
2016-11-06,3306452
2016-11-07,3306452
2016-11-08,3141977
2016-11-09,3141977
2016-11-10,3141977
2016-11-11,3141977
2016-11-12,3141977
2016-11-13,3141977
2016-11-14,3141977
2016-12-08,2565551
2016-12-09,2565551
2016-12-10,2565551
2016-12-11,2565551
2016-12-12,2565551
2016-12-13,2565551
2016-12-14,2438731
2016-12-15,2438731
2016-12-16,2438731
2016-12-17,2438731
2016-12-18,2438731
2016-12-19,2438731
2016-12-20,2438731
2016-12-21,2318670
2016-12-22,2318670
2016-12-23,2318670
2016-12-24,2318670
2016-12-25,2318670
2016-12-26,2318670
2016-12-27,2318670
2016-12-28,2204466
2016-12-29,2204466
2016-12-30,2204466
2016-12-31,2204466
2017-01-01,2204466
2017-01-02,2094899
2017-01-03,2094899
2017-01-04,2094899
2017-01-05,2094899
2017-01-06,2094899
2017-01-07,2094899
2017-01-08,1991887
2017-01-09,1991887
2017-01-10,1991887
2017-01-11,1991887
2017-01-12,1991887
2017-01-13,1991887
2017-01-14,1892803
2017-01-15,1892803
2017-01-16,1892803
2017-01-17,1892803
2017-01-18,1799118
2017-01-19,1799118
2017-01-20,1799118
2017-01-21,1799118
2017-01-22,1799118
2017-01-27,1709755
2017-01-28,1709755
2017-01-29,1625559
2017-01-30,1625559
2017-01-31,1625559
2017-02-01,1625559
2017-02-02,1625559
2017-02-03,1625559
2017-02-04,1544896
2017-02-05,1544896
2017-02-06,1544896
2017-02-07,1544896
2017-02-08,1544896
2017-02-09,1544896
2017-02-10,1468665
2017-02-11,1468665
2017-02-12,1468665
2017-02-13,1468665
2017-02-14,1468665
2017-02-15,1396181
2017-02-16,1396181
2017-02-18,1396181
2017-02-19,1396181
2017-02-20,1327562
2017-02-21,1327562
2017-02-22,1327562
2017-02-23,1327562
2017-02-24,1327562
2017-02-25,1327562
2017-02-26,1261885
2017-02-27,1261885
2017-02-28,1261885
2017-03-01,1261885
2017-03-02,1261885
2017-03-03,1199926
2017-03-05,1199926
2017-03-06,1199926
2017-03-07,1199926
2017-03-08,1140583
2017-03-09,1140583
2017-03-10,1140583
2017-03-11,1140583
2017-03-12,1140583
2017-03-13,1083841
2017-03-14,1083841
2017-03-15,1083841
2017-03-16,1083841
2017-03-17,1083841
2017-03-18,1083841
2017-03-19,1030627
2017-03-20,1030627
2017-03-21,1030627
2017-03-22,1030627
2017-03-23,1030627
2017-03-24,979095
2017-03-25,979095
2017-03-26,979095
2017-03-27,979095
2017-03-28,979095
2017-03-29,979095
2017-03-30,931220
2017-03-31,931220
2017-04-01,931220
2017-04-02,931220
2017-04-03,886139
2017-04-04,886139
2017-04-12,360123
2017-04-13,360123
2017-04-14,360123
2017-04-15,360123
2017-04-16,342555
2017-04-17,342555
2017-04-18,342555
2017-04-19,342555
2017-04-20,342555
2017-04-21,328715
2017-04-22,328715
2017-04-23,328715
2017-04-24,328715
2017-04-25,317075
2017-04-26,317075
2017-04-27,317075
2017-04-28,317075
2017-04-29,317075
2017-04-30,301221
2017-05-01,301221
2017-05-02,301221
2017-05-03,301221
2017-05-04,286194
2017-05-05,286194
2017-05-06,286194
2017-05-07,286194
2017-05-08,272812
2017-05-09,272812
2017-05-10,272812
2017-05-11,272812
2017-05-12,260658
2017-05-13,260658
2017-05-14,260658
2017-05-15,260658
2017-05-16,257291
2017-05-17,257291
2017-05-18,257291
2017-05-19,257291
2017-05-20,257291
2017-05-21,252972
2017-05-22,252972
2017-05-23,252972
2017-05-24,252972
2017-05-25,249534
2017-05-26,249534
2017-05-27,249534
2017-05-28,249534
2017-05-29,241779
2017-05-30,241779
2017-05-31,241779
2017-06-01,241779
2017-06-02,242719
2017-06-03,242719
2017-06-06,237895
2017-06-07,237895
2017-06-08,237895
2017-06-09,237895
2017-06-10,237330
2017-06-11,237330
2017-06-12,237330
2017-06-13,237330
2017-06-14,237190
2017-06-15,237190
2017-06-16,237190
2017-06-17,237190
2017-06-18,237190
2017-06-19,232214
2017-06-20,232214
2017-06-21,232214
2017-06-22,232214
2017-06-23,232214
2017-06-24,229749
2017-06-25,229749
2017-06-26,229749
2017-06-27,229749
2017-06-28,239674
2017-06-29,239674
2017-06-30,239674
2017-07-01,239674
2017-07-02,239674
2017-07-03,247860
2017-07-04,247860
2017-07-05,247860
2017-07-06,247860
2017-07-07,247860
2017-07-08,255141
2017-07-13,266531
2017-07-14,266531
2017-07-15,266531
2017-07-16,266531
2017-07-17,266531
2017-07-18,264216
2017-07-19,264216
2017-07-20,264216
2017-07-21,264216
2017-07-22,264216
2017-07-23,253776
2017-07-24,253776
2017-07-25,253776
2017-07-26,253776
2017-07-27,253776
2017-07-28,245230
2017-07-29,245230
2017-07-30,245230
2017-07-31,245230
2017-08-01,245230
2017-08-02,241297
2017-08-03,241297
2017-08-04,241297
2017-08-05,241297
2017-08-06,241297
2017-08-09,237600
2017-08-10,237600
2017-08-11,228393
2017-08-12,228393
2017-08-13,228393
2017-08-14,228393
2017-08-15,228393
2017-08-17,217243
2017-08-18,217243
2017-08-19,217243
2017-08-20,206614
2017-08-21,206614
2017-08-22,206614
2017-08-23,206614
2017-08-24,198235
2017-08-25,198235
2017-08-26,198235
2017-08-27,198235
2017-08-28,188531
2017-08-29,188531
2017-08-30,188531
2017-08-31,188531
2017-09-01,188531
2017-09-02,179212
2017-09-03,179212
2017-09-04,179212
2017-09-05,179212
2017-09-06,179212
2017-09-07,170339
2017-09-08,170339
2017-09-09,170339
2017-09-10,170339
2017-09-11,162070
2017-09-12,162070
2017-09-13,162070
2017-09-14,162070
2017-09-15,162070
2017-09-16,155455
2017-09-17,155455
2017-09-19,155455
2017-09-20,147903
2017-09-21,147903
2017-09-22,147903
2017-09-23,147903
2017-09-24,147903
2017-09-25,142586
2017-09-26,142586
2017-09-27,142586
2017-09-28,142586
2017-09-29,142586
2017-09-30,141866
2017-10-01,141866
2017-10-02,141866
2017-10-03,141866
2017-10-04,141866
2017-10-05,141495
2017-10-06,141495
2017-10-07,141495
2017-10-08,141495
2017-10-09,141495
2017-10-10,140215
2017-10-11,140215
2017-10-12,140215
2017-10-13,140215
2017-10-14,140215
2017-10-15,139797
2017-10-16,139797
2017-10-17,139797
2017-10-18,139797
2017-10-19,139797
2017-10-20,139797
2017-10-21,136633
2017-10-22,136633
2017-10-23,136633
2017-10-24,136633
2017-10-25,136633
2017-10-26,129804
2017-10-27,129804
2017-10-28,129804
2017-10-29,129804
2017-10-30,123638
2017-10-31,123638
2017-11-01,123638
2017-11-02,123638
2017-11-03,123638
2017-11-04,117456
2017-11-05,117456
2017-11-06,117456
2017-11-07,117456
2017-11-08,117456
2017-11-09,113516
2017-11-10,113516
2017-11-11,113516
2017-11-12,113516
2017-11-13,113516
2017-11-14,113516
2017-11-15,109083
2017-11-16,109083
2017-11-17,109083
2017-11-18,109083
2017-11-19,109083
2017-11-20,104873
2017-11-21,104873
2017-11-22,104873
2017-11-23,104873
2017-11-24,104873
2017-11-25,101787
2017-11-26,101787
2017-11-27,101787
2017-11-28,101787
2017-11-29,101787
2017-11-30,101787
2017-12-01,96955
2017-12-02,96955
2017-12-03,96955
2017-12-04,96955
2017-12-05,92320
2017-12-06,92320
2017-12-07,92320
2017-12-08,92320
2017-12-09,89358
2017-12-10,89358
2017-12-11,89358
2017-12-12,89358
2017-12-13,86959
2017-12-14,86959
2017-12-15,86959
2017-12-16,86959
2017-12-17,86959
2017-12-18,87521
2017-12-19,87521
2017-12-20,87521
2017-12-21,87521
2017-12-22,91773
2017-12-23,91773
2017-12-24,91773
2017-12-25,91773
2017-12-26,91773
2017-12-27,94919
2017-12-28,94919
2017-12-29,94919
2017-12-30,94919
2017-12-31,94919
2018-01-01,91196
2018-01-02,91196
2018-01-03,91196
2018-01-04,91196
2018-01-05,86636
2018-01-06,86636
2018-01-07,86636
2018-01-08,86636
2018-01-09,82304
2018-01-10,82304
2018-01-11,82304
2018-01-12,82304
2018-01-13,79096
2018-01-14,79096
2018-01-15,79096
2018-01-16,79096
2018-01-17,78706
2018-01-18,78706
2018-01-19,78706
2018-01-20,78706
2018-01-21,80816
2018-01-22,80816
2018-01-23,80816
2018-01-24,84210
2018-01-25,84210
2018-01-26,87944
2018-01-27,87944
2018-01-28,88168
2018-01-29,88168
2018-01-30,87972
2018-02-01,87722
2018-02-02,87722
2018-02-03,87303
2018-02-04,87303
2018-02-05,85183
2018-02-06,85183
2018-02-07,83799
2018-02-08,83799
2018-02-09,82690
2018-02-10,82690
2018-02-11,81287
2018-02-12,81287
2018-02-13,81435
2018-02-14,81435
2018-02-15,81027
2018-02-16,81027
2018-02-17,80539
2018-02-18,80539
2018-02-19,82721
2018-02-20,82721
2018-02-21,86858
2018-02-22,86858
2018-02-23,91201
2018-02-24,91201
2018-02-25,95392
2018-02-26,95392
2018-02-27,100162
2018-02-28,100162
2018-03-01,100162
2018-03-02,105171
2018-03-03,105171
2018-03-04,105171
2018-03-05,107550
2018-03-06,107550
2018-03-07,105310
2018-03-08,105310
2018-03-09,102183
2018-03-10,102183
2018-03-11,97766
2018-03-12,97766
2018-03-13,95984
2018-03-14,95984
2018-03-15,92373
2018-03-16,92373
2018-03-17,89618
2018-03-18,89618
2018-03-19,89618
2018-03-20,87661
2018-03-21,87661
2018-03-23,85410
2018-03-24,83859
2018-03-26,80862
2018-03-27,79545
2018-03-28,79545
2018-03-29,77916
2018-03-30,77916
2018-03-31,77916
2018-04-01,75906
2018-04-02,75906
2018-04-03,78964
2018-04-04,78964
2018-04-05,81034
2018-04-06,81034
2018-04-08,80556
2018-04-09,80390
2018-04-10,80390
2018-04-11,80390
2018-04-12,78583
2018-04-13,78583
2018-04-14,78583
2018-04-15,77655
2018-04-16,77655
2018-04-17,76188
2018-04-18,76188
2018-04-19,76188
2018-04-20,73513
2018-04-21,73513
2018-04-22,75897
2018-04-23,75897
2018-04-24,77139
2018-04-25,77139
2018-04-26,77139
2018-04-27,78860
2018-04-28,78860
2018-04-29,79065
2018-04-30,79065
2018-05-01,78432
2018-05-02,78432
2018-05-03,78432
2018-05-04,77084
2018-05-05,77084
2018-05-06,75027
2018-05-07,75027
2018-05-08,72185
2018-05-09,72185
2018-05-10,74253
2018-05-11,74253
2018-05-12,77456
2018-05-13,77456
2018-05-14,77456
2018-05-15,80021
2018-05-16,80021
2018-05-17,82636
2018-05-18,82636
2018-05-19,85198
2018-05-20,85198
2018-05-21,89005
2018-05-22,89005
2018-05-23,93407
2018-05-24,93407
2018-05-25,93407
2018-05-26,97820
2018-05-27,97820
2018-05-28,97820
2018-05-29,98640
2018-05-30,98640
2018-05-31,98640
2018-06-01,100495
2018-06-02,100495
2018-06-03,99525
2018-06-04,99525
2018-06-05,100334
2018-06-06,100334
2018-06-07,100334
2018-06-08,102705
2018-06-09,102705
2018-06-10,101426
2018-06-11,101426
2018-06-12,100023
2018-06-13,100023
2018-06-14,97333
2018-06-15,97333
2018-06-16,92641
2018-06-17,92641
2018-06-18,88903
2018-06-19,88903
2018-06-20,88903
2018-06-21,86176
2018-06-22,86176
2018-06-23,84660
2018-06-24,84660
2018-06-25,84387
2018-06-26,84387
2018-06-27,84387
2018-06-28,84394
2018-06-29,84394
2018-06-30,84394
2018-07-01,83717
2018-07-02,83717
2018-07-03,83717
2018-07-04,84275
2018-07-05,84275
2018-07-06,83042
2018-07-07,83042
2018-07-08,83042
2018-07-09,85068
2018-07-10,85068
2018-07-11,85756
2018-07-12,85756
2018-07-13,86238
2018-07-14,90059
2018-07-15,90059
2018-07-16,91421
2018-07-17,92579
2018-07-18,92579
2018-07-19,92579
2018-07-20,94958
2018-07-21,94958
2018-07-22,99535
2018-07-23,99535
2018-07-24,104498
2018-07-25,104498
2018-07-26,107128
2018-07-27,107128
2018-07-28,106084
2018-07-29,106084
2018-07-30,106000
2018-07-31,106966
2018-08-01,106966
2018-08-02,110341
2018-08-03,110341
2018-08-04,115859
2018-08-05,115859
2018-08-06,120465
2018-08-07,120465
2018-08-08,124556
2018-08-09,124556
2018-08-10,128396
2018-08-11,128396
2018-08-12,129682
2018-08-14,126545
2018-08-16,121821
2018-08-17,121821
2018-08-18,118263
2018-08-19,118263
2018-08-20,115615
2018-08-21,115615
2018-08-22,111827
2018-08-23,111827
2018-08-24,111382
2018-08-25,110306
2018-08-26,110306
2018-08-27,110505
2018-08-28,111174
2018-08-29,111174
2018-08-30,112615
2018-08-31,112615
2018-09-01,116402
2018-09-02,116402
2018-09-03,118779
2018-09-04,121779
2018-09-05,121779
2018-09-06,126642
2018-09-07,128027
2018-09-08,128027
2018-09-09,131708
2018-09-10,131708
2018-09-11,135850
2018-09-12,135850
2018-09-13,136818
2018-09-14,136818
2018-09-15,132327
2018-09-16,132327
2018-09-17,128492
2018-09-18,128492
2018-09-19,124862
2018-09-20,124862
2018-09-21,120824
2018-09-22,118534
2018-09-23,118534
2018-09-24,118373
2018-09-25,118373
2018-09-26,116270
2018-09-27,116270
2018-09-28,117290
2018-09-29,117290
2018-09-30,122456
2018-10-02,127473
2018-10-03,127473
2018-10-04,133186
2018-10-05,133186
2018-10-06,136399
2018-10-07,136399
2018-10-08,136399
2018-10-09,134000
2018-10-10,134000
2018-10-11,131318
2018-10-12,131318
2018-10-13,132069
2018-10-14,132069
2018-10-15,132075
2018-10-16,132075
2018-10-17,128515
2018-10-18,128515
2018-10-19,126214
2018-10-20,126214
2018-10-21,126214
2018-10-22,124071
2018-10-23,124071
2018-10-24,122582
2018-10-25,122582
2018-10-26,120522
2018-10-27,120522
2018-10-28,119958
2018-10-29,119958
2018-10-30,119958
2018-10-31,123923
2018-11-01,129432
2018-11-03,135904
2018-11-04,141274
2018-11-05,145663
2018-11-06,148543
2018-11-07,148543
2018-11-08,151676
2018-11-09,151676
2018-11-10,157336
2018-11-11,157336
2018-11-12,163402
2018-11-13,168076
2018-11-14,168076
2018-11-15,175422
2018-11-16,177182
2018-11-17,181100
2018-11-18,176785
2018-11-19,176785
2018-11-20,176260
2018-11-21,176260
2018-11-22,181635
2018-11-23,186600
2018-11-24,189996
2018-11-25,188756
2018-11-26,188756
2018-11-27,190065
2018-11-28,187321
2018-11-29,186492
2018-12-01,186376
2018-12-02,183534
2018-12-03,183534
2018-12-04,182545
2018-12-05,181902
2018-12-09,177207
2018-12-10,174966
2018-12-11,174966
2018-12-12,171891
2018-12-13,169332
2018-12-14,165211
2018-12-15,162090
2018-12-16,157183
2018-12-17,157183
2018-12-18,150504
2018-12-19,146481
2018-12-20,139976
2018-12-21,134868
2018-12-22,134868
2018-12-23,128124
2018-12-24,121717
2018-12-25,121799
2018-12-26,121799
2018-12-27,120110
2018-12-28,120110
2018-12-29,118787
2018-12-30,118787
2018-12-31,118356
2019-01-01,118356
2019-01-02,118275
2019-01-03,118416
2019-01-04,118416
2019-01-05,118442
2019-01-06,115998
2019-01-08,116148
2019-01-10,112242
2019-01-11,112242
2019-01-12,106764
2019-01-13,101803
2019-01-14,97905
2019-01-15,95886
2019-01-16,94769
2019-01-17,92291
2019-01-18,89650
2019-01-19,87144
2019-01-20,85708
2019-01-21,85708
2019-01-22,84860
2019-01-23,83979
2019-01-24,83979
2019-01-25,83375
2019-01-26,83306
2019-01-27,84135
2019-01-28,83861
2019-01-29,83351
2019-01-30,82093
2019-01-31,82093
2019-02-01,80482
2019-02-02,80482
2019-02-03,79518
2019-02-04,79518
2019-02-05,78963
2019-02-06,78963
2019-02-07,79361
2019-02-08,79361
2019-02-09,82854
2019-02-10,86794
2019-02-11,90871
2019-02-12,90871
2019-02-13,94246
2019-02-14,94246
2019-02-15,96051
2019-02-16,96051
2019-02-17,96560
2019-02-18,96392
2019-02-19,96392
2019-02-20,95044
2019-02-21,96250
2019-02-22,96250
2019-02-23,94432
2019-02-24,91961
2019-02-25,91175
2019-02-26,91175
2019-02-27,89891
2019-02-28,89891
2019-03-01,90695
2019-03-02,90695
2019-03-03,91780
2019-03-04,94726
2019-03-05,94726
2019-03-06,95892
2019-03-07,95892
2019-03-08,96041
2019-03-09,96041
2019-03-10,93369
2019-03-11,90922
2019-03-12,89385
2019-03-13,89385
2019-03-14,86435
2019-03-15,86435
2019-03-16,82264
2019-03-17,78654
2019-03-18,78654
2019-03-19,76849
2019-03-20,77392
2019-03-21,81048
2019-03-22,81048
2019-03-23,83997
2019-03-24,83997
2019-03-25,83823
2019-03-26,81983
2019-03-27,81983
2019-03-28,82795
2019-03-29,83214
2019-03-30,83214
2019-03-31,83768
2019-04-01,83768
2019-04-02,81446
2019-04-03,80212
2019-04-04,80540
2019-04-05,80540
2019-04-06,77404
2019-04-07,75840
2019-04-08,75840
2019-04-09,75943
2019-04-10,75943
2019-04-11,74972
2019-04-12,72901
2019-04-13,70211
2019-04-14,67297
2019-04-15,67297
2019-04-16,64356
2019-04-17,64356
2019-04-18,61925
2019-04-19,61925
2019-04-20,60614
2019-04-21,60614
2019-04-22,59410
2019-04-23,57577
2019-04-24,57577
2019-04-25,56105
2019-04-26,54577
2019-04-27,54577
2019-04-28,53571
2019-04-29,53571
2019-04-30,52907
2019-05-01,52907
2019-05-02,52722
2019-05-03,54374
2019-05-04,56976
2019-05-05,56976
2019-05-06,59825
2019-05-07,62636
2019-05-08,62636
2019-05-09,65768
2019-05-10,69057
2019-05-11,69057
2019-05-12,72499
2019-05-13,75392
2019-05-14,75392
2019-05-15,77465
2019-05-16,77465
2019-05-17,79510
2019-05-18,80702
2019-05-19,80702
2019-05-20,81109
2019-05-21,81109
2019-05-22,82653
2019-05-23,82653
2019-05-24,84111
2019-05-25,84111
2019-05-26,87286
2019-05-27,85221
2019-05-28,85221
2019-05-29,81235
2019-05-30,81235
2019-05-31,77779
2019-06-01,77779
2019-06-02,75209
2019-06-03,75209
2019-06-04,73570
2019-06-05,73570
2019-06-06,73318
2019-06-07,73318
2019-06-08,70356
2019-06-09,67910
2019-06-10,67910
2019-06-11,65792
2019-06-12,65792
2019-06-13,65432
2019-06-14,65738
2019-06-15,65738
2019-06-16,65544
2019-06-17,65544
2019-06-18,64998
2019-06-19,64998
2019-06-20,64201
2019-06-21,64201
2019-06-22,64684
2019-06-23,65934
2019-06-24,65934
2019-06-25,68259
2019-06-26,68259
2019-06-27,71293
2019-06-28,71293
2019-06-29,74164
2019-06-30,73650
2019-07-01,73650
2019-07-02,71114
2019-07-03,68353
2019-07-04,68353
2019-07-05,65891
2019-07-06,65891
2019-07-07,63645
2019-07-08,63645
2019-07-09,61171
2019-07-10,59029
2019-07-11,59029
2019-07-12,57321
2019-07-13,57321
2019-07-14,55351
2019-07-15,55351
2019-07-16,53849
2019-07-17,51910
2019-07-18,51910
2019-07-19,51616
2019-07-20,51616
2019-07-21,50319
2019-07-22,50319
2019-07-23,48842
2019-07-24,48842
2019-07-25,47779
2019-07-26,47779
2019-07-27,46781
2019-07-28,46781
2019-07-29,44774
2019-07-30,42936
2019-07-31,42936
2019-08-01,42830
2019-08-02,42830
2019-08-03,41675
2019-08-04,41675
2019-08-05,41748
2019-08-06,41748
2019-08-07,43769
2019-08-08,43769
2019-08-09,45598
2019-08-10,47878
2019-08-11,47878
2019-08-12,49629
2019-08-13,49629
2019-08-14,51955
2019-08-15,51955
2019-08-16,54059
2019-08-17,54059
2019-08-18,56762
2019-08-19,56762
2019-08-20,59601
2019-08-21,59601
2019-08-22,61592
2019-08-23,61592
2019-08-24,62141
2019-08-24,62141
2019-08-25,62141
2019-08-25,62141
2019-08-26,60366
2019-08-26,60366
2019-08-27,60366
2019-08-27,60366
2019-08-28,57796
2019-08-29,57796
2019-08-30,54906
2019-08-31,54906
2019-09-01,52438
2019-09-02,52438
2019-09-03,50414
2019-09-04,50414
2019-09-05,47893
2019-09-06,47893
2019-09-07,45562
2019-09-08,45562
2019-09-09,45979
2019-09-10,45979
2019-09-11,45175
2019-09-12,45175
2019-09-13,43530
2019-09-14,43530
2019-09-15,42517
2019-09-16,42517
2019-09-17,41892
2019-09-18,41892
2019-09-19,40719
2019-09-20,40719
2019-09-21,40189
2019-09-22,40189
2019-09-23,39200
2019-09-24,39200
2019-09-25,38977
2019-09-26,38977
2019-09-27,38880
2019-09-28,38880
2019-09-29,39900
2019-09-30,39900
2019-10-01,40123
2019-10-02,40123
2019-10-03,40123
2019-10-04,38586
2019-10-05,38586
2019-10-06,38051
2019-10-07,38051
2019-10-08,39649
2019-10-09,39649
2019-10-10,39202
2019-10-11,39202
2019-10-12,40558
2019-10-13,40558
2019-10-14,40625
2019-10-15,40625
2019-10-16,42573
2019-10-17,42573
2019-10-18,44666
2019-10-19,44666
2019-10-20,46900
2019-10-21,46900
2019-10-22,49204
2019-10-23,49204
2019-10-24,49358
2019-10-25,49358
2019-10-26,48250
2019-10-27,48250
2019-10-28,46295
2019-10-29,46295
2019-10-30,46295
2019-10-31,44288
2019-11-01,44288
2019-11-02,42579
2019-11-03,42579
2019-11-04,41112
2019-11-05,41112
2019-11-06,41112
2019-11-07,40481
2019-11-08,40481
2019-11-09,39341
2019-11-10,39341
2019-11-11,38596
2019-11-12,38596
2019-11-13,38263
2019-11-14,38263
2019-11-15,39342
2019-11-16,41206
2019-11-17,41206
2019-11-18,42492
2019-11-19,42492
2019-11-20,44589
2019-11-21,44589
2019-11-22,44589
2019-11-23,46266
2019-11-24,46266
2019-11-25,47418
2019-11-26,47418
2019-11-27,47418
2019-11-28,48846
2019-11-29,48846
2019-11-30,49397
2019-12-01,49397
2019-12-02,50577
2019-12-03,50577
2019-12-04,53035
2019-12-05,53035
2019-12-06,53035
2019-12-07,55546
2019-12-08,55546
2019-12-09,57421
2019-12-10,57421
2019-12-11,60280
2019-12-12,60280
2019-12-13,62733
2019-12-14,62733
2019-12-15,64048
2019-12-16,64048
2019-12-17,65446
2019-12-18,65446
2019-12-19,66021
2019-12-20,66021
2019-12-21,67474
2019-12-22,67474
2019-12-23,67127
2019-12-24,67127
2019-12-25,66545
2019-12-26,66545
2019-12-27,65550
2019-12-28,65550
2019-12-29,64850
2019-12-30,64850
2019-12-31,64029
2020-01-01,64029
2020-01-02,63560
2020-01-03,63560
2020-01-04,63295
2020-01-05,63295
2020-01-06,62611
2020-01-07,62531
2020-01-08,62531
2020-01-09,62531
2020-01-10,61624
2020-01-11,61624
2020-01-12,61160
2020-01-13,61160
2020-01-14,61160
2020-01-15,60412
2020-01-16,60412
2020-01-17,59689
2020-01-18,59689
2020-01-19,58155
2020-01-20,58155
2020-01-21,58155
2020-01-22,57067
2020-01-23,57067
2020-01-24,56284
2020-01-25,56284
2020-01-26,55317
2020-01-27,55317
2020-01-28,53357
2020-01-29,53357
2020-01-30,51397
2020-01-31,51397
2020-02-01,49170
2020-02-02,49170
2020-02-03,47808
2020-02-04,47808
2020-02-05,47639
2020-02-06,47639
2020-02-07,46172
2020-02-08,46172
2020-02-09,45050
2020-02-10,44856
2020-02-11,44856
2020-02-12,43528
2020-02-13,43528
2020-02-14,42778
2020-02-15,42778
2020-02-16,44242
2020-02-17,44242
2020-02-18,45336
2020-02-19,45336
2020-02-20,45954
2020-02-21,45954
2020-02-22,47181
2020-02-23,47181
2020-02-24,48091
2020-02-25,48091
2020-02-26,47604
2020-02-27,47604
2020-02-28,49555
2020-02-29,49555
2020-03-01,51549
2020-03-02,51549
2020-03-03,53141
2020-03-04,53141
2020-03-05,55025
2020-03-06,55025
2020-03-07,55838
2020-03-08,55838
2020-03-09,57974
2020-03-10,59162
2020-03-11,59162
2020-03-12,60606
2020-03-13,60606
2020-03-14,61006
2020-03-15,61006
2020-03-16,62140
2020-03-17,62140
2020-03-18,63720
2020-03-19,63720
2020-03-20,66739
2020-03-21,66739
2020-03-22,69738
2020-03-23,69738
2020-03-24,73037
2020-03-25,73037
2020-03-26,76689
2020-03-27,76689
2020-03-28,80377
2020-03-29,81714
2020-03-30,82874
2020-03-31,82874
2020-04-01,86862
2020-04-02,90883
2020-04-03,90883
2020-04-04,90352
2020-04-05,90352
2020-04-06,86161
2020-04-07,82047
2020-04-08,77944
2020-04-09,74241
2020-04-10,74241
2020-04-11,70796
2020-04-12,67744
2020-04-13,65532
2020-04-14,62342
2020-04-15,59224
2020-04-16,59224
2020-04-17,56501
2020-04-18,53675
2020-04-19,51794
2020-04-20,50266
2020-04-21,50266
2020-04-22,49523
2020-04-23,49523
2020-04-24,48943
2020-04-25,48332
2020-04-26,47721
2020-04-27,47068
2020-04-28,46204
2020-04-29,46204
2020-04-30,44600
2020-05-01,44600
2020-05-02,43878
2020-05-03,42647
2020-05-04,42647
2020-05-05,42530
2020-05-06,42327
2020-05-07,41529
2020-05-08,41529
2020-05-09,39512
2020-05-10,37745
2020-05-11,37745
2020-05-12,35857
2020-05-13,34064
