date_obj,Dragon%20plateskirt price
2016-08-28,185725
2016-08-31,186973
2016-09-01,186716
2016-09-02,186716
2016-09-03,186871
2016-09-04,186742
2016-09-05,187436
2016-09-06,187192
2016-09-07,186037
2016-09-08,185138
2016-09-09,184054
2016-09-10,183880
2016-09-11,183880
2016-09-12,185744
2016-09-13,186203
2016-09-14,186203
2016-09-15,186621
2016-09-16,187021
2016-09-17,186725
2016-09-18,186911
2016-09-19,186612
2016-09-20,186326
2016-09-21,186495
2016-09-22,186516
2016-09-23,186201
2016-09-24,186201
2016-09-25,185388
2016-09-26,185388
2016-09-27,182452
2016-09-28,181863
2016-09-29,182564
2016-09-30,183714
2016-10-01,184258
2016-10-02,186052
2016-10-03,186531
2016-10-04,185914
2016-10-05,185502
2016-10-06,186033
2016-10-07,187800
2016-10-08,186925
2016-10-09,186818
2016-10-10,186424
2016-10-11,185982
2016-10-12,186569
2016-10-13,187040
2016-10-14,186896
2016-10-15,186182
2016-10-16,186133
2016-10-17,186210
2016-10-18,186321
2016-10-19,185651
2016-10-20,185354
2016-10-21,186504
2016-10-22,185762
2016-10-23,184484
2016-10-24,183752
2016-10-25,183752
2016-10-26,184174
2016-10-27,185663
2016-10-28,185262
2016-10-29,185146
2016-10-30,185845
2016-10-31,184791
2016-11-01,184791
2016-11-02,185669
2016-11-03,183981
2016-11-04,185304
2016-11-05,185304
2016-11-06,185688
2016-11-07,182500
2016-11-08,184446
2016-11-09,184134
2016-11-10,184658
2016-11-11,185600
2016-11-12,186170
2016-11-13,186161
2016-11-14,185376
2016-11-15,186089
2016-12-07,186563
2016-12-08,186424
2016-12-09,186276
2016-12-10,185081
2016-12-11,183975
2016-12-12,183876
2016-12-13,185658
2016-12-14,183820
2016-12-15,184918
2016-12-16,185771
2016-12-17,185978
2016-12-18,186383
2016-12-19,184518
2016-12-20,184227
2016-12-21,184752
2016-12-22,179875
2016-12-23,184021
2016-12-24,185219
2016-12-25,185875
2016-12-26,185882
2016-12-27,185992
2016-12-28,186339
2016-12-29,186165
2016-12-30,185178
2016-12-31,185837
2017-01-01,185700
2017-01-02,183627
2017-01-03,185071
2017-01-04,184371
2017-01-05,182161
2017-01-06,184801
2017-01-07,185857
2017-01-08,186061
2017-01-09,186116
2017-01-10,185077
2017-01-11,186337
2017-01-12,186416
2017-01-13,187282
2017-01-14,187045
2017-01-15,186526
2017-01-16,186628
2017-01-17,185168
2017-01-18,184846
2017-01-19,185702
2017-01-20,184612
2017-01-21,185176
2017-01-22,183897
2017-01-23,186524
2017-01-27,185692
2017-01-28,186076
2017-01-29,186393
2017-01-30,186140
2017-01-31,186118
2017-02-01,186412
2017-02-02,186656
2017-02-03,187411
2017-02-04,186779
2017-02-05,186006
2017-02-06,186406
2017-02-07,186550
2017-02-08,186635
2017-02-09,186635
2017-02-10,186591
2017-02-11,185229
2017-02-12,184262
2017-02-13,185202
2017-02-14,185122
2017-02-15,185420
2017-02-16,185797
2017-02-18,186375
2017-02-19,186788
2017-02-20,186478
2017-02-21,186985
2017-02-22,186892
2017-02-23,186797
2017-02-24,187823
2017-02-25,185455
2017-02-26,186277
2017-02-27,184467
2017-02-28,186414
2017-03-01,186126
2017-03-02,186621
2017-03-03,186658
2017-03-04,186603
2017-03-05,186980
2017-03-06,186873
2017-03-07,186871
2017-03-08,186885
2017-03-09,186842
2017-03-10,187322
2017-03-11,186918
2017-03-12,185801
2017-03-13,186676
2017-03-14,186590
2017-03-15,186899
2017-03-16,186962
2017-03-17,186755
2017-03-18,186861
2017-03-19,186830
2017-03-20,187031
2017-03-21,185254
2017-03-22,186258
2017-03-23,185109
2017-03-24,182875
2017-03-25,184903
2017-03-26,186032
2017-03-27,186442
2017-03-28,186700
2017-03-29,186789
2017-03-30,187262
2017-03-31,187286
2017-04-01,187469
2017-04-02,187434
2017-04-03,186794
2017-04-04,186565
2017-04-12,186450
2017-04-13,186477
2017-04-14,183204
2017-04-15,186221
2017-04-16,183226
2017-04-17,184146
2017-04-18,184645
2017-04-19,184360
2017-04-20,185094
2017-04-21,183172
2017-04-22,182088
2017-04-23,177133
2017-04-24,175930
2017-04-25,175814
2017-04-26,178164
2017-04-27,182277
2017-04-28,183921
2017-04-29,184665
2017-04-30,184755
2017-05-01,184522
2017-05-02,185660
2017-05-03,185708
2017-05-04,185929
2017-05-05,185764
2017-05-06,185696
2017-05-07,185555
2017-05-08,185722
2017-05-09,185506
2017-05-10,185651
2017-05-11,185671
2017-05-12,186087
2017-05-13,186369
2017-05-14,186332
2017-05-15,186863
2017-05-16,186169
2017-05-17,186478
2017-05-18,186546
2017-05-19,186334
2017-05-20,186350
2017-05-21,185884
2017-05-22,186031
2017-05-23,186243
2017-05-24,186371
2017-05-25,179742
2017-05-26,170754
2017-05-27,162216
2017-05-28,161457
2017-05-29,161660
2017-05-30,161721
2017-05-31,161452
2017-06-01,161318
2017-06-02,161054
2017-06-03,161256
2017-06-04,161181
2017-06-05,161487
2017-06-06,161464
2017-06-07,161289
2017-06-08,161286
2017-06-09,161363
2017-06-10,161071
2017-06-11,161337
2017-06-12,161532
2017-06-13,161329
2017-06-14,161357
2017-06-15,161417
2017-06-16,161153
2017-06-17,161260
2017-06-18,161376
2017-06-19,161376
2017-06-20,161447
2017-06-21,161346
2017-06-22,161378
2017-06-23,161519
2017-06-24,161523
2017-06-25,161104
2017-06-26,161351
2017-06-27,161447
2017-06-28,161733
2017-06-29,161350
2017-06-30,161481
2017-07-01,161825
2017-07-02,161413
2017-07-03,162062
2017-07-04,162452
2017-07-05,162452
2017-07-06,161930
2017-07-07,161620
2017-07-08,161581
2017-07-13,161184
2017-07-14,161302
2017-07-15,161408
2017-07-16,161369
2017-07-17,161305
2017-07-18,161312
2017-07-19,161578
2017-07-20,161534
2017-07-21,161536
2017-07-22,161544
2017-07-23,161510
2017-07-24,161436
2017-07-25,161425
2017-07-26,161445
2017-07-27,161540
2017-07-28,162966
2017-07-29,162010
2017-07-30,161469
2017-07-31,161469
2017-08-01,162415
2017-08-02,161819
2017-08-03,161593
2017-08-04,161273
2017-08-05,161570
2017-08-06,161713
2017-08-09,161418
2017-08-10,161558
2017-08-11,161481
2017-08-12,161392
2017-08-13,161463
2017-08-14,161544
2017-08-15,161487
2017-08-16,161459
2017-08-17,161484
2017-08-18,161484
2017-08-19,161618
2017-08-20,161540
2017-08-21,161439
2017-08-22,161431
2017-08-23,161466
2017-08-24,161517
2017-08-25,161585
2017-08-26,161445
2017-08-27,161407
2017-08-28,161495
2017-08-29,161513
2017-08-30,161930
2017-08-31,161614
2017-09-01,161400
2017-09-03,161397
2017-09-04,161551
2017-09-05,161596
2017-09-06,161384
2017-09-07,161373
2017-09-08,161468
2017-09-09,161419
2017-09-10,161302
2017-09-11,161442
2017-09-12,161367
2017-09-13,161443
2017-09-14,161480
2017-09-15,161480
2017-09-16,161499
2017-09-17,161462
2017-09-18,161515
2017-09-19,161531
2017-09-20,161556
2017-09-21,161568
2017-09-22,161588
2017-09-23,161686
2017-09-24,161460
2017-09-25,161441
2017-09-26,161526
2017-09-27,161490
2017-09-28,161611
2017-09-29,161628
2017-09-30,161510
2017-10-01,161474
2017-10-02,161507
2017-10-03,161529
2017-10-04,161464
2017-10-05,161406
2017-10-06,161337
2017-10-07,160499
2017-10-08,160878
2017-10-09,161073
2017-10-10,161265
2017-10-11,161265
2017-10-12,162200
2017-10-13,161418
2017-10-14,161409
2017-10-15,161490
2017-10-16,161376
2017-10-17,161281
2017-10-18,161296
2017-10-19,161447
2017-10-20,161531
2017-10-21,161522
2017-10-22,161452
2017-10-23,161458
2017-10-24,161529
2017-10-25,161482
2017-10-26,161357
2017-10-27,161362
2017-10-28,161362
2017-10-29,162002
2017-10-30,161534
2017-10-31,161305
2017-11-01,161305
2017-11-02,161355
2017-11-03,161325
2017-11-04,162209
2017-11-05,161617
2017-11-06,161385
2017-11-07,161426
2017-11-08,161314
2017-11-09,161437
2017-11-10,161435
2017-11-11,161525
2017-11-12,163285
2017-11-13,161410
2017-11-14,161436
2017-11-15,161916
2017-11-16,161904
2017-11-17,161988
2017-11-18,161350
2017-11-19,161236
2017-11-20,161412
2017-11-21,161445
2017-11-22,161656
2017-11-23,161321
2017-11-24,161333
2017-11-25,161429
2017-11-26,161459
2017-11-27,161604
2017-11-28,161489
2017-11-29,161448
2017-11-30,161624
2017-12-01,161304
2017-12-02,161309
2017-12-03,161389
2017-12-04,161450
2017-12-05,161501
2017-12-06,161730
2017-12-07,161594
2017-12-08,161973
2017-12-09,161412
2017-12-10,161368
2017-12-11,161367
2017-12-12,161591
2017-12-13,161521
2017-12-14,161706
2017-12-15,161520
2017-12-16,161553
2017-12-17,161818
2017-12-18,161493
2017-12-19,161715
2017-12-20,161617
2017-12-21,161446
2017-12-22,161640
2017-12-23,161485
2017-12-24,161473
2017-12-25,161998
2017-12-26,161450
2017-12-27,161981
2017-12-28,161714
2017-12-29,161654
2017-12-30,161431
2017-12-31,161474
2018-01-01,161787
2018-01-02,162252
2018-01-03,161477
2018-01-04,160784
2018-01-05,161191
2018-01-06,160800
2018-01-07,161090
2018-01-08,160783
2018-01-09,161110
2018-01-10,161155
2018-01-11,161248
2018-01-12,161289
2018-01-13,161357
2018-01-14,161273
2018-01-15,161318
2018-01-16,161414
2018-01-17,161320
2018-01-18,161581
2018-01-19,161494
2018-01-20,161333
2018-01-21,161449
2018-01-22,161350
2018-01-23,161430
2018-01-25,161298
2018-01-26,161475
2018-01-27,161491
2018-01-28,161473
2018-01-29,161497
2018-01-30,161365
2018-01-31,161325
2018-02-01,161380
2018-02-02,161362
2018-02-03,161387
2018-02-04,161404
2018-02-05,161719
2018-02-06,161395
2018-02-07,161391
2018-02-08,161130
2018-02-09,161090
2018-02-10,161088
2018-02-11,161155
2018-02-12,161258
2018-02-13,161292
2018-02-14,161307
2018-02-15,161219
2018-02-16,161261
2018-02-17,161335
2018-02-18,161307
2018-02-19,161316
2018-02-20,161315
2018-02-21,161301
2018-02-22,161388
2018-02-23,161448
2018-02-24,161464
2018-02-25,161441
2018-02-26,161482
2018-02-27,161482
2018-02-28,161622
2018-03-01,161378
2018-03-02,161451
2018-03-03,161416
2018-03-04,161367
2018-03-05,161483
2018-03-06,161409
2018-03-07,161441
2018-04-20,161294
2018-04-21,161419
2018-04-22,161276
2018-04-23,161381
2018-04-24,161413
2018-04-25,161384
2018-04-26,161420
2018-04-27,161373
2018-04-28,161478
2018-04-29,161369
2018-04-30,161402
2018-05-01,161444
2018-05-03,161446
2018-05-04,161526
2018-05-05,161440
2018-05-07,161358
2018-05-08,161352
2018-05-09,161332
2018-05-10,161294
2018-05-11,161277
2018-05-12,161220
2018-05-13,161253
2018-05-14,161309
2018-05-15,161329
2018-05-16,161291
2018-05-17,161330
2018-05-18,161336
2018-05-19,161376
2018-05-20,161378
2018-05-21,161377
2018-05-22,161391
2018-05-23,161347
2018-05-24,161410
2018-05-25,161493
2018-05-26,161102
2018-05-27,161289
2018-05-28,161301
2018-05-29,161311
2018-05-30,161336
2018-05-31,161314
2018-06-01,161141
2018-06-02,161160
2018-06-03,161283
2018-06-04,161310
2018-06-05,161333
2018-06-06,161212
2018-06-07,161270
2018-06-08,161237
2018-06-09,161249
2018-06-10,161256
2018-06-11,161203
2018-06-12,161283
2018-06-13,161320
2018-06-14,161291
2018-06-15,161293
2018-06-16,161310
2018-06-17,161277
2018-06-18,161252
2018-06-19,161259
2018-06-20,161253
2018-06-21,161334
2018-06-22,161438
2018-06-23,161586
2018-06-24,161485
2018-06-25,161462
2018-06-26,161401
2018-06-27,161395
2018-06-28,161387
2018-06-29,161399
2018-06-30,161333
2018-07-01,161356
2018-07-02,161380
2018-07-03,161353
2018-07-04,161395
2018-07-05,161389
2018-07-06,161344
2018-07-07,161440
2018-07-08,161338
2018-07-09,161348
2018-07-10,161458
2018-07-11,161393
2018-07-12,161187
2018-07-13,161276
2018-07-14,161331
2018-07-15,161288
2018-07-16,161282
2018-07-17,161290
2018-07-18,161307
2018-07-19,161288
2018-07-20,161285
2018-07-21,161343
2018-07-22,161391
2018-07-23,161371
2018-07-24,161449
2018-07-25,161428
2018-07-26,161296
2018-07-27,161306
2018-07-28,161290
2018-07-29,161293
2018-07-30,161421
2018-07-31,161331
2018-08-01,161334
2018-08-02,161307
2018-08-03,161254
2018-08-04,161268
2018-08-05,161286
2018-08-06,161268
2018-08-07,161256
2018-08-08,161301
2018-08-09,161317
2018-08-10,161421
2018-08-11,161343
2018-08-12,161322
2018-08-14,161326
2018-08-16,161280
2018-08-17,161270
2018-08-18,161329
2018-08-19,161358
2018-08-20,161399
2018-08-21,161419
2018-08-22,161435
2018-08-23,161448
2018-08-24,161448
2018-08-25,161391
2018-08-26,161411
2018-08-27,161395
2018-08-28,161385
2018-08-29,161402
2018-08-30,161401
2018-08-31,161427
2018-09-01,161406
2018-09-02,161426
2018-09-03,161430
2018-09-04,161461
2018-09-05,161388
2018-09-06,161414
2018-09-07,161457
2018-09-08,161525
2018-09-09,161678
2018-09-10,161270
2018-09-11,161334
2018-09-12,161342
2018-09-13,161417
2018-09-14,161410
2018-09-15,161430
2018-09-16,161422
2018-09-17,161350
2018-09-18,161365
2018-09-19,161341
2018-09-20,161350
2018-09-21,161381
2018-09-22,161374
2018-09-23,161409
2018-09-24,161401
2018-09-25,161394
2018-09-26,161391
2018-09-27,161360
2018-09-28,161317
2018-09-29,161190
2018-09-30,161245
2018-10-01,161306
2018-10-02,161321
2018-10-03,161275
2018-10-04,161289
2018-10-05,161256
2018-10-06,161262
2018-10-07,161354
2018-10-08,161353
2018-10-09,161347
2018-10-10,161281
2018-10-11,161348
2018-10-12,161384
2018-10-13,161355
2018-10-14,161333
2018-10-15,161347
2018-10-16,161436
2018-10-17,161463
2018-10-18,161420
2018-10-19,161335
2018-10-20,161362
2018-10-21,161352
2018-10-22,161357
2018-10-23,161320
2018-10-24,161344
2018-10-25,161372
2018-10-26,161390
2018-10-27,161389
2018-10-28,161373
2018-10-29,161338
2018-10-30,161391
2018-10-31,161442
2018-11-01,161450
2018-11-03,161419
2018-11-04,161364
2018-11-05,161380
2018-11-06,161417
2018-11-07,161442
2018-11-08,161445
2018-11-09,161470
2018-11-10,161427
2018-11-11,161392
2018-11-12,161295
2018-11-13,161368
2018-11-14,161398
2018-11-15,161421
2018-11-16,161340
2018-11-17,161374
2018-11-18,161393
2018-11-19,161388
2018-11-20,161414
2018-11-21,161500
2018-11-22,161464
2018-11-23,161414
2018-11-24,161423
2018-11-25,161557
2018-11-26,161728
2018-11-27,161505
2018-11-28,161522
2018-11-29,161436
2018-12-01,161446
2018-12-02,161515
2018-12-03,161504
2018-12-04,161614
2018-12-05,161469
2018-12-07,161403
2018-12-09,161531
2018-12-10,161501
2018-12-11,161506
2018-12-12,161553
2018-12-13,161555
2018-12-14,161575
2018-12-15,161506
2018-12-16,161443
2018-12-17,161409
2018-12-18,161405
2018-12-19,161583
2018-12-20,161508
2018-12-21,161337
2018-12-22,161549
2018-12-23,161489
2018-12-24,161494
2018-12-25,161589
2018-12-26,161515
2018-12-27,161453
2018-12-28,161420
2018-12-29,161403
2018-12-30,161437
2018-12-31,161422
2019-01-01,161438
2019-01-02,161413
2019-01-03,161466
2019-01-04,161506
2019-01-05,161510
2019-01-06,161397
2019-01-08,161439
2019-01-10,161361
2019-01-11,161300
2019-01-12,161372
2019-01-13,161380
2019-01-14,161413
2019-01-15,161373
2019-01-16,161389
2019-01-17,161395
2019-01-18,161407
2019-01-19,161418
2019-01-20,161409
2019-01-21,161411
2019-01-22,161442
2019-01-23,161436
2019-01-24,161425
2019-01-25,161419
2019-01-26,161445
2019-01-27,161440
2019-01-28,161449
2019-01-29,161408
2019-01-30,161406
2019-01-31,161438
2019-02-01,161411
2019-02-02,161406
2019-02-03,161366
2019-02-04,161381
2019-02-05,161406
2019-02-06,161423
2019-02-07,161448
2019-02-08,161423
2019-02-09,161451
2019-02-10,161482
2019-02-11,161465
2019-02-12,161476
2019-02-13,161430
2019-02-14,161441
2019-02-15,161340
2019-02-16,161403
2019-02-17,161434
2019-02-18,161428
2019-02-19,161447
2019-02-20,161418
2019-02-21,161429
2019-02-22,161442
2019-02-23,161443
2019-02-24,161437
2019-02-25,161441
2019-02-26,161446
2019-02-27,161447
2019-02-28,161402
2019-03-01,161410
2019-03-02,161432
2019-03-03,161448
2019-03-04,161467
2019-03-05,161529
2019-03-06,161504
2019-03-07,161506
2019-03-08,161512
2019-03-09,161503
2019-03-10,161535
2019-03-11,161459
2019-03-12,161412
2019-03-13,161420
2019-03-14,161366
2019-03-15,161230
2019-03-16,161327
2019-03-17,161329
2019-03-18,161330
2019-03-19,161386
2019-03-20,161405
2019-03-21,161410
2019-03-22,161421
2019-03-23,161402
2019-03-24,161413
2019-03-25,161452
2019-03-26,161433
2019-03-27,161430
2019-03-28,161383
2019-03-29,161305
2019-03-30,161376
2019-03-31,161318
2019-04-01,161371
2019-04-02,161385
2019-04-03,161397
2019-04-04,161361
2019-04-05,161358
2019-04-06,161369
2019-04-07,161359
2019-04-08,161398
2019-04-09,161335
2019-04-10,161369
2019-04-11,161363
2019-04-12,161373
2019-04-13,161353
2019-04-14,161353
2019-04-15,161401
2019-04-16,161409
2019-04-17,161429
2019-04-18,161455
2019-04-19,161449
2019-04-20,161410
2019-04-21,161396
2019-04-22,161333
2019-04-23,161380
2019-04-24,161382
2019-04-25,161334
2019-04-26,161368
2019-04-27,161411
2019-04-28,161425
2019-04-29,161431
2019-04-30,161335
2019-05-01,161389
2019-05-02,161407
2019-05-03,161357
2019-05-04,161371
2019-05-05,161352
2019-05-06,161363
2019-05-07,161323
2019-05-08,161264
