date_obj,Verac's%20armour%20set price
2018-11-14,1719824
2018-11-15,1726196
2018-11-16,1759169
2018-11-17,1798443
2018-11-18,1829913
2018-11-19,1815095
2018-11-20,1799716
2018-11-21,1776207
2018-11-22,1742223
2018-11-23,1730815
2018-11-24,1730117
2018-11-25,1720020
2018-11-26,1701338
2018-11-27,1714072
2018-11-28,1690301
2018-11-29,1683521
2018-12-01,1711705
2018-12-02,1747032
2018-12-03,1813612
2018-12-04,1797371
2018-12-05,1788547
2018-12-07,1792202
2018-12-09,1819392
2018-12-10,1812983
2018-12-11,1803766
2018-12-12,1799234
2018-12-13,1778082
2018-12-14,1769549
2018-12-15,1758916
2018-12-16,1767499
2018-12-17,1752274
2018-12-18,1733128
2018-12-19,1725385
2018-12-20,1722240
2018-12-21,1697984
2018-12-22,1679840
2018-12-23,1718326
2018-12-24,1792223
2018-12-25,1797161
2018-12-26,1831797
2018-12-27,1887818
2018-12-28,1879284
2018-12-29,1902667
2018-12-30,1884548
2018-12-31,1891113
2019-01-01,1876804
2019-01-02,1856156
2019-01-03,1892602
2019-01-04,1917097
2019-01-05,1923909
2019-01-06,1965749
2019-01-08,1977373
2019-01-10,1870301
2019-01-11,1779472
2019-01-12,1695332
2019-01-13,1640722
2019-01-14,1617504
2019-01-15,1596457
2019-01-16,1568876
2019-01-17,1546291
2019-01-18,1526666
2019-01-19,1582323
2019-01-20,1606654
2019-01-21,1622566
2019-01-22,1624058
2019-01-23,1595430
2019-01-24,1591208
2019-01-25,1575935
2019-01-26,1585057
2019-01-27,1582309
2019-01-28,1579715
2019-01-29,1603060
2019-01-30,1618311
2019-01-31,1630215
2019-02-01,1613804
2019-02-02,1605357
2019-02-03,1601749
2019-02-04,1585954
2019-02-05,1594560
2019-02-06,1605153
2019-02-07,1605410
2019-02-08,1600000
2019-02-09,1594645
2019-02-10,1577862
2019-02-11,1580693
2019-02-12,1569337
2019-02-13,1557698
2019-02-14,1539874
2019-02-15,1516017
2019-02-16,1520303
2019-02-17,1520449
2019-02-18,1520366
2019-02-19,1535423
2019-02-20,1552600
2019-02-21,1570158
2019-02-22,1586289
2019-02-23,1589738
2019-02-24,1586825
2019-02-25,1567035
2019-02-26,1541336
2019-02-27,1537231
2019-02-28,1522390
2019-03-01,1523092
2019-03-02,1531455
2019-03-03,1531535
2019-03-04,1526459
2019-03-05,1523623
2019-03-06,1506792
2019-03-07,1521147
2019-03-08,1522848
2019-03-09,1543194
2019-03-10,1524988
2019-03-11,1515672
2019-03-12,1503644
2019-03-13,1496487
2019-03-14,1486733
2019-03-15,1477080
2019-03-16,1498791
2019-03-17,1478227
2019-03-18,1464028
2019-03-19,1467882
2019-03-20,1446169
2019-03-21,1432204
2019-03-22,1448612
2019-03-23,1454836
2019-03-24,1472313
2019-03-25,1449157
2019-03-26,1445056
2019-03-27,1466894
2019-03-28,1437426
2019-03-29,1414977
2019-03-30,1426093
2019-03-31,1428242
2019-04-01,1413796
2019-04-02,1399246
2019-04-03,1380018
2019-04-04,1358384
2019-04-05,1350627
2019-04-06,1342606
2019-04-07,1369388
2019-04-08,1369552
2019-04-09,1367159
2019-04-10,1378158
2019-04-11,1352838
2019-04-12,1341381
2019-04-13,1346222
2019-04-14,1314619
2019-04-15,1271958
2019-04-16,1246279
2019-04-17,1188402
2019-04-18,1170502
2019-04-19,1212263
2019-04-20,1235758
2019-04-21,1221311
2019-04-22,1251740
2019-04-23,1237084
2019-04-24,1255541
2019-04-25,1244124
2019-04-26,1256369
2019-04-27,1265377
2019-04-28,1291592
2019-04-29,1282141
2019-04-30,1274311
2019-05-01,1268956
2019-05-02,1318150
2019-05-03,1329294
2019-05-04,1376861
2019-05-05,1436142
2019-05-06,1410716
2019-05-07,1379215
2019-05-08,1368551
2019-05-09,1345746
2019-05-10,1330030
2019-05-11,1336313
2019-05-12,1359706
2019-05-13,1375851
2019-05-14,1365950
2019-05-15,1387199
2019-05-16,1394302
2019-05-17,1380641
2019-05-18,1358465
2019-05-19,1348925
2019-05-20,1352906
2019-05-21,1349991
2019-05-22,1344582
2019-05-23,1321398
2019-05-24,1318894
2019-05-25,1336142
2019-05-26,1357854
2019-05-27,1380754
2019-05-28,1411667
2019-05-29,1394177
2019-05-30,1380869
2019-05-31,1370665
2019-06-01,1364696
2019-06-02,1360891
2019-06-03,1346135
2019-06-04,1340006
2019-06-05,1329500
2019-06-06,1320849
2019-06-07,1335425
2019-06-08,1336838
2019-06-09,1343759
2019-06-10,1332024
2019-06-11,1338021
2019-06-12,1347243
2019-06-13,1326125
2019-06-14,1305789
2019-06-15,1306386
2019-06-16,1303824
2019-06-17,1291937
2019-06-18,1284815
2019-06-19,1272236
2019-06-20,1264132
2019-06-21,1260741
2019-06-22,1258441
2019-06-23,1254222
2019-06-24,1247548
2019-06-25,1247443
2019-06-26,1239409
2019-06-27,1244121
2019-06-28,1244578
2019-06-29,1257546
2019-06-30,1289810
2019-07-01,1290117
2019-07-02,1285853
2019-07-03,1290875
2019-07-04,1319537
2019-07-05,1328871
2019-07-06,1331972
2019-07-07,1311124
2019-07-08,1304647
2019-07-09,1306653
2019-07-10,1287278
2019-07-11,1277645
2019-07-12,1267601
2019-07-13,1268818
2019-07-14,1320646
2019-07-15,1315645
2019-07-16,1297221
2019-07-17,1290498
2019-07-18,1278791
2019-07-19,1264324
2019-07-20,1255623
2019-07-21,1261475
2019-07-22,1266371
2019-07-23,1277333
2019-07-24,1274351
2019-07-25,1255331
2019-07-26,1267371
2019-07-27,1254679
2019-07-28,1261657
2019-07-29,1267245
2019-07-30,1240133
2019-07-31,1246325
2019-08-01,1268238
2019-08-02,1258991
2019-08-03,1268576
2019-08-04,1272788
2019-08-05,1254454
2019-08-06,1248066
2019-08-07,1270957
2019-08-08,1276800
2019-08-09,1280695
2019-08-10,1302052
2019-08-11,1343939
2019-08-12,1318830
2019-08-13,1317301
2019-08-14,1337176
2019-08-15,1383146
2019-08-16,1370890
2019-08-17,1367317
2019-08-18,1388849
2019-08-19,1367742
2019-08-20,1348759
2019-08-21,1327413
2019-08-22,1310197
2019-08-23,1292684
2019-08-24,1307906
2019-08-24,1307906
2019-08-25,1298474
2019-08-25,1298474
2019-08-26,1306493
2019-08-26,1306493
2019-08-27,1302941
2019-08-27,1302941
2019-08-28,1315624
2019-08-29,1305913
2019-08-30,1277994
2019-08-31,1263291
2019-09-01,1268069
2019-09-02,1274614
2019-09-03,1308822
2019-09-04,1285285
2019-09-05,1286344
2019-09-06,1268091
2019-09-07,1283428
2019-09-08,1269742
2019-09-09,1253977
2019-09-10,1236758
2019-09-11,1222638
2019-09-12,1228988
2019-09-13,1208820
2019-09-14,1196978
2019-09-15,1186334
2019-09-16,1172074
2019-09-17,1147864
2019-09-18,1158930
2019-09-19,1174768
2019-09-20,1185370
2019-09-21,1176991
2019-09-22,1178966
2019-09-23,1164536
2019-09-24,1167453
2019-09-25,1178886
2019-09-26,1232970
2019-09-27,1210218
2019-09-28,1189365
2019-09-29,1182597
2019-09-30,1170412
2019-10-01,1162813
2019-10-02,1151329
2019-10-03,1150669
2019-10-04,1147302
2019-10-05,1139349
2019-10-06,1135429
2019-10-07,1121471
2019-10-08,1081594
2019-10-09,1098691
2019-10-10,1096174
2019-10-11,1086641
2019-10-12,1097315
2019-10-13,1101400
2019-10-14,1100541
2019-10-15,1107387
2019-10-16,1097472
2019-10-17,1081861
2019-10-18,1075445
2019-10-19,1071681
2019-10-20,1073244
2019-10-21,1076859
2019-10-22,1099919
2019-10-23,1117284
2019-10-24,1110310
2019-10-25,1107423
2019-10-26,1105829
2019-10-27,1093008
2019-10-28,1081223
2019-10-29,1042628
2019-10-30,1049353
2019-10-31,1028718
2019-11-01,1006311
2019-11-02,1007530
2019-11-03,1010308
2019-11-04,1011209
2019-11-05,1005886
2019-11-06,1006246
2019-11-07,1013195
2019-11-08,1007876
2019-11-09,998274
2019-11-10,1014920
2019-11-11,1003548
2019-11-12,996384
2019-11-13,989830
2019-11-14,988091
2019-11-15,985596
2019-11-16,998074
2019-11-17,1026939
2019-11-18,1036714
2019-11-19,1038862
2019-11-20,1071060
2019-11-21,1041277
2019-11-22,1085378
2019-11-23,1120975
2019-11-24,1147406
2019-11-25,1105328
2019-11-26,1075311
2019-11-27,1064326
2019-11-28,1038850
2019-11-29,1022172
2019-11-30,1009931
2019-12-01,1009365
2019-12-02,1038319
2019-12-03,1021850
2019-12-04,1046904
2019-12-05,1018857
2019-12-06,1012700
2019-12-07,1017071
2019-12-08,1004483
2019-12-09,998646
2019-12-10,987064
2019-12-11,964594
2019-12-12,955259
2019-12-13,990225
2019-12-14,1001332
2019-12-15,1007985
2019-12-16,1033154
2019-12-17,1037191
2019-12-18,1036799
2019-12-19,1033796
2019-12-20,1034049
2019-12-21,1033917
2019-12-22,1014711
2019-12-23,997316
2019-12-24,979789
2019-12-25,977214
2019-12-26,977740
2019-12-27,978503
2019-12-28,987331
2019-12-29,1012488
2019-12-30,997318
2019-12-31,993260
2020-01-01,1001529
2020-01-02,1039307
2020-01-03,1045857
2020-01-04,1047600
2020-01-05,1044551
2020-01-06,1042966
2020-01-07,1037720
2020-01-08,1024964
2020-01-09,1016713
2020-01-10,1009216
2020-01-11,1019521
2020-01-12,1023667
2020-01-13,1042572
2020-01-14,1035936
2020-01-15,1033715
2020-01-16,1023154
2020-01-17,1022341
2020-01-18,1040697
2020-01-19,1028295
2020-01-20,1015666
2020-01-21,1005516
2020-01-22,1002250
2020-01-23,1004051
2020-01-24,1001880
2020-01-25,1014049
2020-01-26,1037334
2020-01-27,1026506
2020-01-28,1009962
2020-01-29,1002961
2020-01-30,999503
2020-01-31,985878
2020-02-01,993036
2020-02-02,1011644
2020-02-03,990410
2020-02-04,987492
2020-02-05,988201
2020-02-06,1027878
2020-02-07,978138
2020-02-08,968344
2020-02-09,972407
2020-02-10,955244
2020-02-11,954701
2020-02-12,945060
2020-02-13,941463
2020-02-14,924269
2020-02-15,917616
2020-02-16,923059
2020-02-17,941694
2020-02-18,935876
2020-02-19,963088
2020-02-20,955155
2020-02-21,954813
2020-02-22,984666
2020-02-23,990881
2020-02-24,990658
2020-02-25,980254
2020-02-26,979505
2020-02-27,983868
2020-02-28,992798
2020-02-29,994912
2020-03-01,1011602
2020-03-02,1002139
2020-03-03,1050674
2020-03-04,1094144
2020-03-05,1128089
2020-03-06,1114905
2020-03-07,1109185
2020-03-08,1109023
2020-03-09,1067915
2020-03-10,1027648
2020-03-11,1013272
2020-03-12,1005519
2020-03-13,994478
2020-03-14,991055
2020-03-15,982716
2020-03-16,969319
2020-03-17,973684
2020-03-18,984576
2020-03-19,997899
2020-03-20,1011505
2020-03-21,993567
2020-03-22,1024414
2020-03-23,1010187
2020-03-24,1028806
2020-03-25,1026132
2020-03-26,1035958
2020-03-27,1035436
2020-03-28,1029800
2020-03-29,1023842
2020-03-30,1012404
2020-03-31,1007446
2020-04-01,998530
2020-04-02,1007398
2020-04-03,997571
2020-04-04,1013018
2020-04-05,1009719
2020-04-06,993432
2020-04-07,989642
2020-04-08,990165
2020-04-09,1007536
2020-04-10,1004169
2020-04-11,1029144
2020-04-12,1022613
2020-04-13,1026148
2020-04-14,1056174
2020-04-15,1071378
2020-04-16,1104610
2020-04-17,1122985
2020-04-18,1160461
2020-04-19,1162350
2020-04-20,1144382
2020-04-21,1132087
2020-04-22,1114110
2020-04-23,1115033
2020-04-24,1106827
2020-04-25,1103532
2020-04-26,1081628
2020-04-27,1080307
2020-04-28,1075624
2020-04-29,1067888
2020-04-30,1054073
2020-05-01,1068431
2020-05-02,1070317
2020-05-03,1066576
2020-05-04,1068831
2020-05-05,1054800
2020-05-06,1035944
2020-05-07,1014243
2020-05-08,1010486
2020-05-09,1027432
2020-05-10,1022102
2020-05-11,1031101
2020-05-12,1016415
2020-05-13,1008384
