date_obj,Uncut%20red%20topaz price
2015-07-19,1449
2015-07-20,1449
2015-07-21,1449
2015-07-22,1376
2015-07-23,1376
2015-07-24,1376
2015-07-25,1376
2015-07-26,1376
2015-07-27,1308
2015-07-28,1308
2015-07-29,1308
2015-07-30,1243
2015-07-31,1243
2015-08-01,1243
2015-08-02,1243
2015-08-03,1180
2015-08-04,1180
2015-08-05,1180
2015-08-06,1180
2015-08-07,1124
2015-08-08,1124
2015-08-09,1124
2015-08-10,1124
2015-08-11,1078
2015-08-12,1078
2015-08-13,1078
2015-08-14,1078
2015-08-15,1078
2015-08-16,1038
2015-08-17,1038
2015-08-18,1038
2015-08-19,1038
2015-08-20,1038
2015-08-21,1062
2015-08-22,1062
2015-08-23,1062
2015-08-24,1062
2015-08-25,1062
2015-08-26,1091
2015-08-27,1091
2015-08-28,1091
2015-08-29,1106
2015-08-30,1106
2015-08-31,1106
2015-09-01,1106
2015-09-02,1106
2015-09-03,1121
2015-09-04,1121
2015-09-05,1121
2015-09-06,1121
2015-09-07,1121
2015-09-08,1122
2015-09-09,1122
2015-09-10,1122
2015-09-11,1122
2015-09-12,1170
2015-09-13,1170
2015-09-14,1170
2015-09-15,1170
2015-09-16,1170
2015-09-17,1200
2015-09-18,1200
2015-09-19,1200
2015-09-20,1200
2015-09-21,1200
2015-09-22,1218
2015-09-23,1218
2015-09-24,1218
2015-09-25,1218
2015-09-27,1260
2015-09-28,1260
2015-09-29,1260
2015-09-30,1260
2015-10-05,1271
2015-10-06,1271
2015-10-07,1271
2015-10-08,1271
2015-10-09,1269
2015-10-10,1269
2015-10-11,1269
2015-10-12,1269
2015-10-13,1269
2015-10-14,1269
2015-10-15,1269
2015-10-16,1207
2015-10-17,1207
2015-10-18,1207
2015-10-19,1207
2015-10-20,1207
2015-10-22,1195
2015-10-23,1195
2015-10-24,1195
2015-10-25,1195
2015-10-26,1195
2015-10-27,1156
2015-10-29,1156
2015-10-30,1156
2015-10-31,1156
2015-11-01,1156
2015-11-02,1193
2015-11-03,1193
2015-11-04,1193
2015-11-05,1193
2015-11-06,1193
2015-11-07,1193
2015-11-08,1158
2015-11-09,1158
2015-11-10,1158
2015-11-11,1158
2015-11-12,1158
2015-11-13,1158
2015-11-14,1158
2015-11-15,1101
2015-11-16,1101
2015-11-17,1101
2015-11-18,1101
2015-11-19,1101
2015-11-20,1101
2015-11-21,1101
2015-11-22,1046
2015-11-23,1046
2015-11-24,1046
2015-11-25,1046
2015-11-26,1046
2015-11-27,1046
2015-11-28,996
2015-11-29,996
2015-11-30,996
2015-12-01,996
2015-12-02,996
2015-12-03,955
2015-12-04,955
2015-12-05,955
2015-12-06,955
2015-12-07,955
2015-12-08,955
2015-12-09,908
2015-12-10,908
2015-12-11,908
2015-12-13,908
2015-12-14,863
2015-12-15,863
2015-12-16,863
2015-12-17,863
2015-12-18,824
2015-12-19,824
2015-12-20,824
2015-12-21,824
2015-12-22,824
2015-12-23,784
2015-12-24,784
2015-12-25,784
2015-12-26,784
2015-12-27,784
2015-12-28,747
2015-12-29,747
2015-12-30,747
2015-12-31,725
2016-01-01,725
2016-01-02,725
2016-01-03,725
2016-01-04,758
2016-01-05,758
2016-01-06,758
2016-01-07,758
2016-01-08,788
2016-01-09,788
2016-01-10,788
2016-01-11,788
2016-01-12,788
2016-01-13,790
2016-01-14,790
2016-01-15,790
2016-01-16,790
2016-01-17,811
2016-01-18,811
2016-01-19,811
2016-01-20,811
2016-01-21,811
2016-01-22,835
2016-01-23,835
2016-01-24,835
2016-01-25,835
2016-01-26,872
2016-01-27,872
2016-01-28,872
2016-01-29,872
2016-01-30,900
2016-01-31,900
2016-02-01,900
2016-02-02,900
2016-02-03,888
2016-02-04,888
2016-02-05,888
2016-02-06,888
2016-02-07,926
2016-02-08,926
2016-02-09,926
2016-02-10,926
2016-02-11,942
2016-02-12,942
2016-02-13,942
2016-02-14,942
2016-02-15,969
2016-02-16,969
2016-02-17,969
2016-02-18,969
2016-02-19,1017
2016-02-20,1017
2016-02-21,1017
2016-02-22,1017
2016-02-23,1031
2016-02-24,1031
2016-02-25,1031
2016-02-26,1031
2016-02-27,1000
2016-02-28,1000
2016-02-29,1000
2016-03-01,1000
2016-03-02,1000
2016-03-03,970
2016-03-04,970
2016-03-05,970
2016-03-06,970
2016-03-07,948
2016-03-08,948
2016-03-09,948
2016-03-10,991
2016-03-11,991
2016-03-12,991
2016-03-13,991
2016-03-14,1038
2016-03-15,1038
2016-03-16,1038
2016-03-17,1038
2016-03-18,1089
2016-03-19,1089
2016-03-20,1089
2016-03-21,1089
2016-03-22,1140
2016-03-23,1140
2016-03-24,1140
2016-03-25,1140
2016-03-26,1095
2016-03-27,1095
2016-03-28,1095
2016-03-29,1095
2016-03-30,1063
2016-03-31,1063
2016-04-01,1063
2016-04-02,1063
2016-04-03,1021
2016-04-04,1021
2016-04-05,1021
2016-04-06,1021
2016-04-07,1021
2016-04-08,993
2016-04-09,993
2016-04-10,993
2016-04-11,993
2016-04-12,1024
2016-04-13,1024
2016-04-14,1024
2016-04-15,1062
2016-04-16,1062
2016-04-17,1062
2016-04-18,1107
2016-04-19,1107
2016-04-20,1107
2016-04-21,1107
2016-04-22,1162
2016-04-23,1162
2016-04-24,1162
2016-04-25,1219
2016-04-26,1219
2016-04-27,1219
2016-04-28,1219
2016-04-29,1280
2016-04-30,1280
2016-05-01,1280
2016-05-02,1331
2016-05-03,1331
2016-05-04,1331
2016-05-05,1392
2016-05-06,1392
2016-05-07,1392
2016-05-08,1392
2016-05-09,1382
2016-05-10,1382
2016-05-11,1382
2016-05-12,1382
2016-05-13,1337
2016-05-14,1337
2016-05-15,1337
2016-05-16,1337
2016-05-17,1271
2016-05-18,1271
2016-05-19,1271
2016-05-22,1263
2016-05-23,1239
2016-05-24,1239
2016-05-25,1239
2016-05-26,1239
2016-05-27,1275
2016-05-28,1275
2016-05-29,1275
2016-05-30,1275
2016-05-31,1299
2016-06-01,1299
2016-06-02,1299
2016-06-03,1256
2016-06-04,1256
2016-06-05,1256
2016-06-06,1217
2016-06-07,1217
2016-06-08,1217
2016-06-09,1217
2016-06-10,1230
2016-06-11,1230
2016-06-12,1230
2016-06-13,1230
2016-06-14,1277
2016-06-15,1277
2016-06-16,1277
2016-06-17,1318
2016-06-18,1318
2016-06-19,1318
2016-06-20,1307
2016-06-21,1307
2016-06-22,1307
2016-06-23,1314
2016-06-24,1314
2016-06-25,1314
2016-06-26,1314
2016-06-27,1327
2016-06-28,1327
2016-06-29,1327
2016-06-30,1368
2016-07-01,1368
2016-07-02,1368
2016-07-03,1412
2016-07-04,1412
2016-07-05,1412
2016-07-06,1405
2016-07-07,1405
2016-07-08,1405
2016-07-09,1370
2016-07-10,1370
2016-07-11,1370
2016-07-12,1355
2016-07-13,1355
2016-07-14,1355
2016-07-15,1407
2016-07-16,1407
2016-07-17,1407
2016-07-18,1422
2016-07-24,1388
2016-07-25,1354
2016-07-26,1354
2016-07-27,1354
2016-07-28,1354
2016-07-29,1313
2016-07-30,1313
2016-07-31,1313
2016-08-01,1313
2016-08-02,1310
2016-08-03,1310
2016-08-04,1310
2016-08-05,1310
2016-08-06,1369
2016-08-07,1369
2016-08-08,1369
2016-08-09,1316
2016-08-10,1316
2016-08-11,1316
2016-08-12,1316
2016-08-13,1353
2016-08-14,1353
2016-08-15,1353
2016-08-16,1353
2016-08-17,1408
2016-08-18,1408
2016-08-19,1408
2016-08-20,1408
2016-08-21,1401
2016-08-22,1401
2016-08-23,1401
2016-08-24,1348
2016-08-25,1348
2016-08-26,1348
2016-08-28,1293
2016-08-31,1231
2016-09-01,1170
2016-09-02,1170
2016-09-03,1170
2016-09-04,1111
2016-09-05,1111
2016-09-06,1057
2016-09-07,1057
2016-09-08,1057
2016-09-09,1006
2016-09-10,1006
2016-09-11,971
2016-09-12,971
2016-09-13,942
2016-09-14,942
2016-09-15,942
2016-09-16,942
2016-09-17,937
2016-09-18,937
2016-09-19,937
2016-09-20,931
2016-09-21,931
2016-09-22,931
2016-09-23,917
2016-09-24,917
2016-09-25,917
2016-09-26,917
2016-09-27,890
2016-09-28,890
2016-09-29,890
2016-09-30,853
2016-10-01,853
2016-10-02,853
2016-10-03,853
2016-10-04,812
2016-10-05,812
2016-10-06,812
2016-10-07,780
2016-10-08,780
2016-10-09,780
2016-10-10,745
2016-10-11,745
2016-10-12,745
2016-10-13,712
2016-10-14,712
2016-10-15,712
2016-10-16,682
2016-10-17,682
2016-10-18,682
2016-10-19,651
2016-10-20,651
2016-10-21,651
2016-10-22,675
2016-10-23,675
2016-10-24,679
2016-10-25,679
2016-10-26,679
2016-10-27,679
2016-10-28,706
2016-10-29,706
2016-10-30,706
2016-10-31,714
2016-11-01,714
2016-11-02,714
2016-11-03,714
2016-11-04,739
2016-11-05,739
2016-11-06,739
2016-11-07,752
2016-11-08,752
2016-11-09,788
2016-11-10,788
2016-11-11,828
2016-11-12,828
2016-11-13,869
2016-11-14,869
2016-12-08,738
2016-12-09,738
2016-12-10,738
2016-12-11,715
2016-12-12,715
2016-12-13,714
2016-12-14,714
2016-12-15,714
2016-12-16,733
2016-12-17,733
2016-12-18,732
2016-12-19,732
2016-12-20,752
2016-12-21,752
2016-12-22,752
2016-12-23,744
2016-12-24,744
2016-12-25,744
2016-12-26,743
2016-12-27,743
2016-12-28,739
2016-12-29,739
2016-12-30,706
2016-12-31,706
2017-01-01,673
2017-01-02,673
2017-01-03,644
2017-01-04,617
2017-01-05,617
2017-01-06,603
2017-01-07,603
2017-01-08,634
2017-01-09,634
2017-01-10,666
2017-01-11,666
2017-01-12,699
2017-01-13,699
2017-01-14,734
2017-01-15,734
2017-01-16,771
2017-01-17,771
2017-01-18,810
2017-01-19,810
2017-01-20,849
2017-01-21,849
2017-01-22,892
2017-01-27,984
2017-01-28,966
2017-01-29,966
2017-01-30,924
2017-01-31,924
2017-02-01,924
2017-02-02,880
2017-02-03,838
2017-02-04,796
2017-02-05,796
2017-02-06,756
2017-02-07,756
2017-02-08,718
2017-02-09,718
2017-02-10,682
2017-02-11,682
2017-02-12,647
2017-02-13,647
2017-02-14,614
2017-02-15,614
2017-02-16,583
2017-02-18,553
2017-02-19,526
2017-02-20,526
2017-02-21,500
2017-02-22,500
2017-02-23,525
2017-02-24,525
2017-02-25,552
2017-02-26,552
2017-02-27,560
2017-02-28,560
2017-03-01,541
2017-03-02,541
2017-03-03,529
2017-03-04,529
2017-03-05,510
2017-03-06,510
2017-03-07,521
2017-03-08,521
2017-03-09,521
2017-03-10,521
2017-03-11,521
2017-03-12,518
2017-03-13,518
2017-03-14,536
2017-03-15,536
2017-03-16,549
2017-03-17,549
2017-03-18,549
2017-03-19,551
2017-03-20,551
2017-03-21,571
2017-03-22,571
2017-03-23,571
2017-03-24,561
2017-03-25,561
2017-03-26,561
2017-03-27,556
2017-03-28,556
2017-03-29,575
2017-03-30,575
2017-04-01,587
2017-04-02,587
2017-04-03,596
2017-04-04,596
2017-04-12,651
2017-04-13,663
2017-04-14,663
2017-04-15,663
2017-04-16,657
2017-04-17,657
2017-04-18,653
2017-04-19,653
2017-04-20,653
2017-04-21,674
2017-04-22,674
2017-04-23,674
2017-04-24,706
2017-04-25,706
2017-04-26,734
2017-04-27,734
2017-04-28,734
2017-04-29,724
2017-04-30,724
2017-05-01,724
2017-05-02,710
2017-05-03,710
2017-05-04,707
2017-05-05,707
2017-05-06,707
2017-05-07,703
2017-05-08,703
2017-05-09,697
2017-05-10,697
2017-05-11,697
2017-05-12,711
2017-05-13,711
2017-05-14,711
2017-05-15,707
2017-05-16,707
2017-05-17,707
2017-05-18,714
2017-05-19,714
2017-05-20,714
2017-05-21,727
2017-05-22,727
2017-05-23,727
2017-05-24,703
2017-05-25,703
2017-05-26,703
2017-05-27,687
2017-05-28,687
2017-05-29,687
2017-05-30,682
2017-05-31,682
2017-06-01,682
2017-06-02,693
2017-06-03,693
2017-06-06,666
2017-06-07,677
2017-06-08,677
2017-06-09,677
2017-06-10,691
2017-06-11,691
2017-06-12,691
2017-06-13,680
2017-06-14,680
2017-06-15,680
2017-06-16,666
2017-06-17,666
2017-06-18,666
2017-06-19,653
2017-06-20,653
2017-06-21,674
2017-06-22,674
2017-06-23,674
2017-06-24,696
2017-06-25,696
2017-06-26,696
2017-06-27,710
2017-06-28,710
2017-06-29,710
2017-06-30,728
2017-07-01,728
2017-07-02,728
2017-07-03,733
2017-07-04,733
2017-07-05,733
2017-07-06,750
2017-07-07,750
2017-07-08,750
2017-07-13,807
2017-07-14,807
2017-07-15,832
2017-07-16,832
2017-07-17,866
2017-07-18,866
2017-07-19,866
2017-07-20,910
2017-07-21,910
2017-07-22,955
2017-07-23,955
2017-07-24,1002
2017-07-25,1002
2017-07-26,1047
2017-07-27,1047
2017-07-28,1096
2017-07-29,1096
2017-07-30,1149
2017-07-31,1149
2017-08-01,1149
2017-08-02,1207
2017-08-03,1207
2017-08-04,1207
2017-08-05,1268
2017-08-06,1268
2017-08-09,1320
2017-08-10,1343
2017-08-11,1343
2017-08-12,1343
2017-08-13,1366
2017-08-14,1366
2017-08-15,1370
2017-08-16,1370
2017-08-17,1398
2017-08-18,1398
2017-08-19,1398
2017-08-20,1416
2017-08-21,1416
2017-08-22,1400
2017-08-23,1400
2017-08-24,1400
2017-08-25,1427
2017-08-26,1427
2017-08-27,1489
2017-08-28,1489
2017-08-29,1489
2017-08-30,1545
2017-08-31,1545
2017-09-01,1545
2017-09-02,1585
2017-09-03,1585
2017-09-04,1585
2017-09-05,1582
2017-09-06,1582
2017-09-07,1551
2017-09-08,1551
2017-09-09,1559
2017-09-10,1559
2017-09-11,1606
2017-09-12,1606
2017-09-13,1667
2017-09-14,1667
2017-09-15,1667
2017-09-16,1737
2017-09-17,1737
2017-09-19,1788
2017-09-20,1802
2017-09-21,1802
2017-09-22,1784
2017-09-23,1784
2017-09-24,1784
2017-09-25,1719
2017-09-26,1719
2017-09-27,1719
2017-09-28,1758
2017-09-29,1758
2017-09-30,1758
2017-10-01,1758
2017-10-02,1762
2017-10-03,1762
2017-10-04,1762
2017-10-05,1711
2017-10-06,1711
2017-10-07,1632
2017-10-08,1632
2017-10-09,1653
2017-10-10,1653
2017-10-11,1653
2017-10-12,1692
2017-10-13,1692
2017-10-14,1735
2017-10-15,1735
2017-10-16,1770
2017-10-17,1770
2017-10-18,1813
2017-10-19,1813
2017-10-20,1813
2017-10-21,1857
2017-10-22,1857
2017-10-23,1867
2017-10-24,1867
2017-10-25,1936
2017-10-26,1936
2017-10-27,2032
2017-10-28,2032
2017-10-29,2123
2017-10-30,2123
2017-10-31,2222
2017-11-01,2222
2017-11-02,2222
2017-11-03,2334
2017-11-04,2442
2017-11-05,2442
2017-11-06,2560
2017-11-07,2560
2017-11-08,2642
2017-11-09,2642
2017-11-10,2540
2017-11-11,2540
2017-11-12,2447
2017-11-13,2447
2017-11-14,2414
2017-11-15,2414
2017-11-16,2349
2017-11-17,2349
2017-11-18,2256
2017-11-19,2256
2017-11-20,2157
2017-11-21,2157
2017-11-22,2064
2017-11-23,2064
2017-11-24,2053
2017-11-25,2053
2017-11-26,2156
2017-11-27,2156
2017-11-28,2264
2017-11-29,2264
2017-11-30,2378
2017-12-01,2497
2017-12-02,2497
2017-12-03,2622
2017-12-04,2622
2017-12-05,2754
2017-12-06,2754
2017-12-07,2892
2017-12-08,2892
2017-12-09,3036
2017-12-10,3036
2017-12-11,3102
2017-12-12,3102
2017-12-13,3175
2017-12-14,3175
2017-12-15,3028
2017-12-16,3028
2017-12-17,2878
2017-12-18,2734
2017-12-19,2734
2017-12-20,2609
2017-12-21,2609
2017-12-22,2478
2017-12-23,2478
2017-12-24,2354
2017-12-25,2354
2017-12-26,2236
2017-12-27,2236
2017-12-28,2124
2017-12-29,2124
2017-12-30,2019
2017-12-31,2019
2018-01-01,1944
2018-01-02,1944
2018-01-03,1869
2018-01-04,1869
2018-01-05,1826
2018-01-06,1826
2018-01-07,1773
2018-01-08,1773
2018-01-09,1712
2018-01-10,1712
2018-01-11,1640
2018-01-12,1640
2018-01-13,1646
2018-01-14,1646
2018-01-15,1694
2018-01-16,1694
2018-01-17,1768
2018-01-18,1768
2018-01-19,1835
2018-01-20,1835
2018-01-21,1806
2018-01-22,1806
2018-01-23,1862
2018-01-24,1948
2018-01-25,1948
2018-01-26,2043
2018-01-27,2141
2018-01-28,2240
2018-01-29,2351
2018-01-30,2436
2018-02-01,2658
2018-02-02,2789
2018-02-03,2895
2018-02-04,2984
2018-02-05,2999
2018-02-06,2978
2018-02-07,2938
2018-02-08,2938
2018-02-09,2921
2018-02-10,2921
2018-02-11,2842
2018-02-12,2791
2018-02-13,2734
2018-02-14,2760
2018-02-15,2898
2018-02-16,3043
2018-02-17,3196
2018-02-18,3356
2018-02-19,3524
2018-02-20,3701
2018-02-21,3839
2018-02-22,3919
2018-02-23,3848
2018-02-24,3896
2018-02-25,3843
2018-02-26,3762
2018-02-27,3690
2018-02-28,3709
2018-03-01,3872
2018-03-02,4055
2018-03-03,4153
2018-03-04,4153
2018-03-05,4016
2018-03-06,3868
2018-03-07,3859
2018-03-08,4008
2018-03-09,4094
2018-03-10,4108
2018-03-11,4268
2018-03-12,4266
2018-03-13,4215
2018-03-14,4218
2018-03-15,4135
2018-03-16,4013
2018-03-17,3853
2018-03-18,3685
2018-03-19,3576
2018-03-20,3535
2018-03-21,3543
2018-03-23,3493
2018-03-24,3318
2018-03-26,3132
2018-03-27,3218
2018-03-28,3329
2018-03-29,3402
2018-03-30,3487
2018-03-31,3638
2018-04-01,3635
2018-04-02,3571
2018-04-03,3529
2018-04-04,3507
2018-04-05,3507
2018-04-06,3456
2018-04-08,3336
2018-04-09,3318
2018-04-10,3299
2018-04-11,3352
2018-04-12,3388
2018-04-13,3458
2018-04-14,3396
2018-04-16,3289
2018-04-17,3282
2018-04-18,3282
2018-04-19,3205
2018-04-20,3286
2018-04-21,3278
2018-04-22,3407
2018-04-23,3376
2018-04-24,3375
2018-04-25,3470
2018-04-26,3470
2018-04-27,3575
2018-04-28,3576
2018-04-29,3578
2018-04-30,3581
2018-05-02,3635
2018-05-03,3630
2018-05-04,3472
2018-05-05,3359
2018-05-06,3359
2018-05-07,3340
2018-05-08,3457
2018-05-09,3476
2018-05-10,3523
2018-05-11,3489
2018-05-12,3441
2018-05-13,3441
2018-05-14,3508
2018-05-15,3640
2018-05-16,3742
2018-05-17,3861
2018-05-18,3910
2018-05-19,4007
2018-05-20,4084
2018-05-21,4217
2018-05-22,4380
2018-05-23,4539
2018-05-24,4663
2018-05-25,4612
2018-05-26,4644
2018-05-27,4644
2018-05-28,4580
2018-05-29,4574
2018-05-30,4667
2018-05-31,4573
2018-06-01,4537
2018-06-02,4547
2018-06-03,4603
2018-06-04,4664
2018-06-05,4487
2018-06-06,4298
2018-06-07,4138
2018-06-08,4005
2018-06-09,4044
2018-06-10,4118
2018-06-11,4012
2018-06-12,4010
2018-06-13,3914
2018-06-14,3964
2018-06-15,3899
2018-06-16,3908
2018-06-17,4012
2018-06-18,4035
2018-06-19,4090
2018-06-20,4090
2018-06-21,4117
2018-06-22,4149
2018-06-23,4149
2018-06-24,4121
2018-06-25,4064
2018-06-26,4020
2018-06-27,4057
2018-06-28,4050
2018-06-29,4120
2018-06-30,4213
2018-07-01,4307
2018-07-02,4412
2018-07-03,4519
2018-07-04,4342
2018-07-05,4417
2018-07-06,4469
2018-07-07,4586
2018-07-08,4678
2018-07-09,4806
2018-07-10,4906
2018-07-11,4927
2018-07-12,4859
2018-07-13,4934
2018-07-14,4885
2018-07-15,4856
2018-07-16,4834
2018-07-17,4935
2018-07-18,4827
2018-07-19,4861
2018-07-20,4838
2018-07-21,4879
2018-07-22,5076
2018-07-23,5270
2018-07-24,5184
2018-07-25,5153
2018-07-26,5193
2018-07-27,5049
2018-07-28,4796
2018-07-29,4600
2018-07-30,4507
2018-07-31,4545
2018-08-01,4544
2018-08-02,4600
2018-08-03,4567
2018-08-04,4639
2018-08-05,4715
2018-08-06,4684
2018-08-07,4655
2018-08-08,4628
2018-08-09,4622
2018-08-10,4643
2018-08-11,4715
2018-08-12,4767
2018-08-14,4722
2018-08-16,4711
2018-08-17,4720
2018-08-18,4701
2018-08-19,4728
2018-08-20,4725
2018-08-21,4760
2018-08-22,4758
2018-08-23,4733
2018-08-24,4719
2018-08-25,4690
2018-08-26,4626
2018-08-27,4505
2018-08-28,4506
2018-08-29,4529
2018-08-30,4618
2018-08-31,4595
2018-09-01,4550
2018-09-02,4548
2018-09-03,4548
2018-09-04,4584
2018-09-05,4748
2018-09-06,4701
2018-09-07,4726
2018-09-08,4678
2018-09-09,4652
2018-09-10,4721
2018-09-11,4741
2018-09-12,4731
2018-09-13,4721
2018-09-14,4727
2018-09-15,4660
2018-09-16,4641
2018-09-17,4646
2018-09-18,4727
2018-09-19,4704
2018-09-20,4655
2018-09-21,4663
2018-09-22,4559
2018-09-23,4525
2018-09-24,4625
2018-09-25,4685
2018-09-26,4683
2018-09-27,4605
2018-09-28,4553
2018-09-29,4499
2018-09-30,4435
2018-10-02,4358
2018-10-03,4287
2018-10-04,4337
2018-10-05,4295
2018-10-06,4233
2018-10-07,4080
2018-10-08,4106
2018-10-09,4090
2018-10-10,4146
2018-10-11,4082
2018-10-12,4078
2018-10-13,4060
2018-10-14,3951
2018-10-15,3873
2018-10-16,3899
2018-10-17,3855
2018-10-18,3747
2018-10-19,3740
2018-10-20,3717
2018-10-21,3698
2018-10-22,3751
2018-10-23,3681
2018-10-24,3689
2018-10-25,3680
2018-10-26,3683
2018-10-27,3800
2018-10-28,3812
2018-10-29,3919
2018-10-30,4038
2018-10-31,4114
2018-11-01,4175
2018-11-03,4119
2018-11-04,4077
2018-11-05,4035
2018-11-06,4073
2018-11-07,4064
2018-11-08,4011
2018-11-09,3926
2018-11-10,3906
2018-11-11,3925
2018-11-12,3946
2018-11-13,3986
2018-11-14,4065
2018-11-15,4101
2018-11-16,4023
2018-11-17,3947
2018-11-18,3968
2018-11-19,3918
2018-11-20,3965
2018-11-21,4048
2018-11-22,4010
2018-11-23,3982
2018-11-24,3975
2018-11-25,4017
2018-11-26,4075
2018-11-27,4012
2018-11-28,4072
2018-11-29,4035
2018-12-01,4025
2018-12-02,4026
2018-12-03,4050
2018-12-04,4061
2018-12-05,4083
2018-12-07,4053
2018-12-09,4174
2018-12-10,4245
2018-12-11,4209
2018-12-12,4203
2018-12-13,4217
2018-12-14,4248
2018-12-15,4239
2018-12-16,4310
2018-12-17,4262
2018-12-18,4303
2018-12-19,4317
2018-12-20,4328
2018-12-21,4288
2018-12-22,4252
2018-12-23,4209
2018-12-24,4181
2018-12-25,4253
2018-12-26,4237
2018-12-27,4155
2018-12-28,4123
2018-12-29,4142
2018-12-30,4163
2018-12-31,4266
2019-01-01,4235
2019-01-02,4279
2019-01-03,4329
2019-01-04,4313
2019-01-05,4279
2019-01-06,4320
2019-01-08,4462
2019-01-10,4433
2019-01-11,4265
2019-01-12,4229
2019-01-13,4161
2019-01-14,4221
2019-01-15,4268
2019-01-16,4275
2019-01-17,4297
2019-01-18,4264
2019-01-19,4243
2019-01-20,4256
2019-01-21,4246
2019-01-22,4238
2019-01-23,4245
2019-01-24,4227
2019-01-25,4216
2019-01-26,4225
2019-01-27,4221
2019-01-28,4211
2019-01-29,4167
2019-01-30,4194
2019-01-31,4164
2019-02-01,4131
2019-02-02,4092
2019-02-03,3974
2019-02-04,3953
2019-02-05,3964
2019-02-06,3990
2019-02-07,3981
2019-02-08,3946
2019-02-09,3927
2019-02-10,3808
2019-02-11,3660
2019-02-12,3521
2019-02-13,3405
2019-02-14,3430
2019-02-15,3375
2019-02-16,3332
2019-02-17,3249
2019-02-18,3200
2019-02-19,3115
2019-02-20,3074
2019-02-21,3083
2019-02-22,3141
2019-02-23,3209
2019-02-24,3198
2019-02-25,3129
2019-02-26,3134
2019-02-27,3227
2019-02-28,3221
2019-03-01,3307
2019-03-02,3298
2019-03-03,3308
2019-03-04,3230
2019-03-05,3138
2019-03-06,3118
2019-03-07,3113
2019-03-08,3121
2019-03-09,3099
2019-03-10,3077
2019-03-11,3073
2019-03-12,3001
2019-03-13,2971
2019-03-14,2919
2019-03-15,2887
2019-03-16,2971
2019-03-17,2969
2019-03-18,2944
2019-03-19,2905
2019-03-20,2975
2019-03-21,3073
2019-03-22,3088
2019-03-23,3097
2019-03-24,3088
2019-03-25,3098
2019-03-26,3133
2019-03-27,3152
2019-03-28,3050
2019-03-29,2975
2019-03-30,2937
2019-03-31,2849
2019-04-01,2830
2019-04-02,2781
2019-04-03,2753
2019-04-04,2752
2019-04-05,2771
2019-04-06,2805
2019-04-07,2883
2019-04-08,2903
2019-04-09,2893
2019-04-10,2948
2019-04-11,2952
2019-04-12,2859
2019-04-13,2937
2019-04-14,3036
2019-04-15,2957
2019-04-16,2960
2019-04-17,2880
2019-04-18,2874
2019-04-19,2811
2019-04-20,2815
2019-04-21,2817
2019-04-22,2802
2019-04-23,2917
2019-04-24,2964
2019-04-25,3022
2019-04-26,2940
2019-04-27,2918
2019-04-28,2901
2019-04-29,2970
2019-04-30,3001
2019-05-01,3042
2019-05-02,3095
2019-05-03,3095
2019-05-04,3116
2019-05-05,3022
2019-05-06,2963
2019-05-07,2937
2019-05-08,2862
2019-05-09,2855
2019-05-10,2893
2019-05-11,2901
2019-05-12,2937
2019-05-13,2928
2019-05-14,2945
