date_obj,Amethyst%20arrowtips price
2018-02-10,233
2018-02-11,233
2018-02-12,233
2018-02-13,233
2018-02-14,238
2018-02-15,238
2018-02-16,238
2018-02-17,238
2018-02-18,238
2018-02-19,238
2018-02-20,238
2018-02-21,240
2018-02-22,240
2018-02-23,240
2018-02-24,240
2018-02-25,243
2018-02-26,243
2018-02-27,243
2018-02-28,253
2018-03-01,253
2018-03-02,253
2018-03-03,249
2018-03-04,249
2018-03-05,249
2018-03-06,250
2018-03-07,250
2018-03-08,249
2018-03-09,249
2018-03-10,249
2018-03-11,247
2018-03-12,247
2018-03-13,247
2018-03-14,250
2018-03-15,250
2018-03-16,250
2018-03-17,246
2018-03-18,246
2018-03-19,246
2018-03-20,246
2018-03-22,238
2018-03-23,238
2018-03-24,238
2018-03-25,237
2018-03-26,237
2018-03-27,237
2018-03-28,237
2018-03-29,231
2018-03-30,231
2018-03-31,231
2018-04-01,231
2018-04-02,238
2018-04-03,238
2018-04-04,238
2018-04-05,238
2018-04-06,238
2018-04-07,236
2018-04-08,236
2018-04-09,236
2018-04-10,236
2018-04-11,241
2018-04-12,241
2018-04-13,241
2018-04-14,241
2018-04-15,231
2018-04-16,231
2018-04-17,231
2018-04-18,231
2018-04-19,233
2018-04-20,233
2018-04-21,233
2018-04-22,233
2018-04-23,240
2018-04-24,240
2018-04-25,240
2018-04-26,240
2018-04-27,238
2018-04-28,238
2018-04-29,238
2018-04-30,237
2018-05-01,237
2018-05-02,237
2018-05-03,237
2018-05-04,240
2018-05-05,240
2018-05-06,240
2018-05-07,240
2018-05-08,238
2018-05-09,238
2018-05-10,238
2018-05-11,236
2018-05-12,236
2018-05-13,236
2018-05-14,236
2018-05-15,236
2018-05-16,234
2018-05-17,234
2018-05-18,234
2018-05-19,232
2018-05-20,232
2018-05-21,232
2018-05-22,232
2018-05-23,235
2018-05-24,235
2018-05-25,235
2018-05-26,235
2018-05-27,235
2018-05-28,236
2018-05-29,236
2018-05-30,236
2018-05-31,236
2018-06-01,236
2018-06-02,233
2018-06-03,233
2018-06-04,233
2018-06-05,233
2018-06-06,226
2018-06-07,226
2018-06-08,226
2018-06-09,226
2018-06-10,226
2018-06-11,226
2018-06-12,225
2018-06-13,225
2018-06-14,225
2018-06-15,225
2018-06-16,225
2018-06-17,227
2018-06-18,227
2018-06-19,227
2018-06-20,227
2018-06-21,235
2018-06-22,235
2018-06-23,235
2018-06-24,235
2018-06-25,234
2018-06-26,234
2018-06-27,234
2018-06-28,241
2018-06-29,241
2018-06-30,241
2018-07-01,241
2018-07-02,241
2018-07-03,242
2018-07-04,242
2018-07-05,242
2018-07-06,242
2018-07-07,237
2018-07-08,237
2018-07-09,237
2018-07-10,237
2018-07-11,235
2018-07-12,235
2018-07-13,235
2018-07-14,229
2018-07-15,229
2018-07-16,229
2018-07-17,229
2018-07-18,229
2018-07-19,234
2018-07-20,234
2018-07-21,234
2018-07-22,234
2018-07-23,242
2018-07-24,242
2018-07-25,242
2018-07-26,242
2018-07-27,246
2018-07-28,246
2018-07-29,246
2018-07-30,246
2018-07-31,251
2018-08-01,251
2018-08-02,251
2018-08-03,251
2018-08-04,250
2018-08-05,250
2018-08-06,250
2018-08-07,250
2018-08-08,254
2018-08-09,254
2018-08-10,254
2018-08-11,254
2018-08-12,251
2018-08-14,251
2018-08-16,248
2018-08-17,248
2018-08-18,248
2018-08-19,248
2018-08-20,250
2018-08-21,250
2018-08-22,250
2018-08-23,257
2018-08-24,257
2018-08-25,262
2018-08-26,262
2018-08-27,262
2018-08-28,265
2018-08-29,265
2018-08-30,265
2018-08-31,265
2018-09-01,264
2018-09-02,264
2018-09-03,264
2018-09-04,265
2018-09-05,265
2018-09-06,265
2018-09-07,265
2018-09-08,266
2018-09-09,266
2018-09-10,266
2018-09-11,266
2018-09-12,259
2018-09-13,259
2018-09-14,259
2018-09-15,254
2018-09-16,254
2018-09-17,254
2018-09-18,254
2018-09-19,250
2018-09-20,250
2018-09-21,250
2018-09-22,246
2018-09-23,246
2018-09-24,246
2018-09-25,241
2018-09-26,241
2018-09-27,241
2018-09-28,241
2018-09-29,237
2018-09-30,237
2018-10-02,229
2018-10-03,238
2018-10-04,238
2018-10-05,238
2018-10-06,244
2018-10-07,244
2018-10-08,244
2018-10-09,244
2018-10-10,242
2018-10-11,242
2018-10-12,242
2018-10-13,242
2018-10-14,242
2018-10-15,242
2018-10-16,242
2018-10-17,242
2018-10-18,240
2018-10-19,240
2018-10-20,240
2018-10-21,240
2018-10-22,241
2018-10-23,241
2018-10-24,241
2018-10-25,241
2018-10-26,239
2018-10-27,239
2018-10-28,239
2018-10-29,239
2018-10-30,239
2018-10-31,244
2018-11-01,244
2018-11-03,243
2018-11-04,243
2018-11-05,247
2018-11-06,247
2018-11-07,247
2018-11-08,244
2018-11-09,244
2018-11-10,242
2018-11-11,242
2018-11-12,247
2018-11-13,247
2018-11-14,247
2018-11-15,246
2018-11-16,246
2018-11-17,252
2018-11-18,252
2018-11-19,251
2018-11-20,253
2018-11-21,253
2018-11-22,253
2018-11-23,255
2018-11-24,255
2018-11-25,252
2018-11-26,252
2018-11-27,252
2018-11-28,249
2018-11-29,249
2018-12-01,245
2018-12-02,245
2018-12-03,245
2018-12-04,243
2018-12-05,243
2018-12-07,241
2018-12-09,240
2018-12-10,239
2018-12-11,239
2018-12-12,239
2018-12-13,246
2018-12-14,246
2018-12-15,246
2018-12-16,246
2018-12-17,246
2018-12-18,244
2018-12-19,244
2018-12-20,244
2018-12-21,241
2018-12-22,241
2018-12-23,241
2018-12-24,240
2018-12-25,240
2018-12-26,240
2018-12-27,238
2018-12-28,238
2018-12-29,240
2018-12-30,240
2018-12-31,242
2019-01-01,242
2019-01-02,242
2019-01-03,242
2019-01-04,242
2019-01-05,238
2019-01-06,238
2019-01-08,233
2019-01-10,230
2019-01-11,230
2019-01-12,221
2019-01-13,221
2019-01-14,220
2019-01-15,220
2019-01-16,219
2019-01-17,219
2019-01-18,219
2019-01-19,225
2019-01-20,225
2019-01-21,228
2019-01-22,228
2019-01-23,227
2019-01-24,227
2019-01-25,231
2019-01-26,231
2019-01-27,229
2019-01-28,229
2019-01-29,224
2019-01-30,224
2019-01-31,225
2019-02-01,229
2019-02-02,229
2019-02-03,232
2019-02-04,232
2019-02-05,232
2019-02-06,232
2019-02-07,229
2019-02-08,229
2019-02-09,229
2019-02-10,232
2019-02-11,232
2019-02-12,234
2019-02-13,236
2019-02-14,236
2019-02-15,238
2019-02-16,238
2019-02-17,236
2019-02-18,236
2019-02-19,234
2019-02-20,234
2019-02-21,235
2019-02-22,235
2019-02-23,234
2019-02-24,234
2019-02-25,231
2019-02-26,231
2019-02-27,231
2019-02-28,231
2019-03-01,232
2019-03-02,232
2019-03-03,236
2019-03-04,236
2019-03-05,237
2019-03-06,237
2019-03-07,237
2019-03-08,237
2019-03-09,237
2019-03-10,233
2019-03-11,233
2019-03-12,232
2019-03-13,232
2019-03-14,232
2019-03-15,230
2019-03-16,230
2019-03-17,223
2019-03-18,223
2019-03-19,223
2019-03-20,226
2019-03-21,226
2019-03-22,226
2019-03-23,230
2019-03-24,230
2019-03-25,230
2019-03-26,227
2019-03-27,227
2019-03-28,227
2019-03-29,226
2019-03-30,226
2019-03-31,226
2019-04-01,223
2019-04-02,223
2019-04-03,223
2019-04-04,220
2019-04-05,220
2019-04-06,220
2019-04-07,223
2019-04-08,223
2019-04-09,223
2019-04-10,228
2019-04-11,228
2019-04-12,228
2019-04-13,225
2019-04-14,225
2019-04-15,222
2019-04-16,222
2019-04-17,222
2019-04-18,226
2019-04-19,226
2019-04-20,226
2019-04-21,221
2019-04-22,221
2019-04-23,215
2019-04-24,215
2019-04-25,220
2019-04-26,220
2019-04-27,220
2019-04-28,225
2019-04-29,225
2019-04-30,227
2019-05-01,227
2019-05-02,227
2019-05-03,224
2019-05-04,221
2019-05-05,221
2019-05-06,227
2019-05-07,227
2019-05-08,232
2019-05-09,232
2019-05-10,232
2019-05-11,230
2019-05-12,230
2019-05-13,232
2019-05-14,232
2019-05-15,232
2019-05-16,233
2019-05-17,233
2019-05-18,231
2019-05-19,231
2019-05-20,233
2019-05-21,233
2019-05-22,233
2019-05-23,227
2019-05-24,227
2019-05-25,227
2019-05-26,225
2019-05-27,225
2019-05-28,225
2019-05-29,231
2019-05-30,231
2019-05-31,231
2019-06-01,235
2019-06-02,235
2019-06-03,235
2019-06-04,233
2019-06-05,233
2019-06-06,233
2019-06-07,227
2019-06-08,227
2019-06-09,223
2019-06-10,223
2019-06-11,223
2019-06-12,232
2019-06-13,232
2019-06-14,232
2019-06-15,233
2019-06-16,233
2019-06-17,233
2019-06-18,233
2019-06-19,233
2019-06-20,232
2019-06-21,232
2019-06-22,232
2019-06-23,229
2019-06-24,229
2019-06-25,229
2019-06-26,227
2019-06-27,227
2019-06-28,227
2019-06-29,226
2019-06-30,226
2019-07-01,226
2019-07-02,232
2019-07-03,232
2019-07-04,234
2019-07-05,234
2019-07-06,230
2019-07-07,230
2019-07-08,230
2019-07-09,233
2019-07-10,233
2019-07-11,233
2019-07-12,236
2019-07-13,236
2019-07-14,236
2019-07-15,236
2019-07-16,236
2019-07-17,236
2019-07-18,236
2019-07-19,236
2019-07-20,236
2019-07-21,236
2019-07-22,232
2019-07-23,232
2019-07-24,232
2019-07-25,232
2019-07-26,228
2019-07-27,228
2019-07-28,228
2019-07-29,226
2019-07-30,226
2019-07-31,226
2019-08-01,226
2019-08-02,226
2019-08-03,225
2019-08-04,225
2019-08-05,225
2019-08-06,223
2019-08-07,223
2019-08-08,221
2019-08-09,221
2019-08-10,220
2019-08-11,220
2019-08-12,220
2019-08-13,218
2019-08-14,218
2019-08-15,218
2019-08-16,223
2019-08-17,223
2019-08-18,223
2019-08-19,225
2019-08-20,225
2019-08-21,225
2019-08-22,231
2019-08-23,231
2019-08-24,227
2019-08-24,227
2019-08-25,227
2019-08-25,227
2019-08-26,227
2019-08-27,227
2019-08-27,227
2019-08-28,227
2019-08-29,232
2019-08-30,232
2019-08-31,232
2019-09-01,230
2019-09-02,230
2019-09-03,226
2019-09-04,226
2019-09-05,226
2019-09-06,226
2019-09-07,226
2019-09-08,223
2019-09-09,223
2019-09-10,223
2019-09-11,222
2019-09-12,222
2019-09-13,222
2019-09-14,225
2019-09-15,225
2019-09-16,225
2019-09-17,224
2019-09-18,224
2019-09-19,224
2019-09-20,227
2019-09-21,227
2019-09-22,226
2019-09-23,226
2019-09-24,226
2019-09-25,228
2019-09-26,228
2019-09-27,228
2019-09-28,225
2019-09-29,225
2019-09-30,225
2019-10-01,224
2019-10-02,224
2019-10-03,224
2019-10-04,230
2019-10-05,230
2019-10-06,230
2019-10-07,230
2019-10-08,230
2019-10-09,230
2019-10-10,228
2019-10-11,228
2019-10-12,228
2019-10-13,227
2019-10-14,227
2019-10-15,224
2019-10-16,224
2019-10-17,226
2019-10-18,226
2019-10-19,227
2019-10-20,227
2019-10-21,224
2019-10-22,224
2019-10-23,218
2019-10-24,218
2019-10-25,218
2019-10-26,216
2019-10-27,216
2019-10-28,221
2019-10-29,221
2019-10-30,221
2019-10-31,226
2019-11-01,226
2019-11-02,226
2019-11-03,228
2019-11-04,228
2019-11-05,224
2019-11-06,224
2019-11-07,222
2019-11-08,222
2019-11-09,221
2019-11-10,221
2019-11-11,226
2019-11-12,226
2019-11-13,226
2019-11-14,225
2019-11-15,225
2019-11-16,225
2019-11-17,225
2019-11-18,226
2019-11-19,226
2019-11-20,228
2019-11-21,228
2019-11-22,228
2019-11-23,226
2019-11-24,226
2019-11-25,224
2019-11-26,224
2019-11-27,223
2019-11-28,223
2019-11-29,229
2019-11-30,229
2019-12-01,222
2019-12-02,222
2019-12-03,216
2019-12-04,216
2019-12-05,216
2019-12-06,221
2019-12-07,221
2019-12-08,222
2019-12-09,222
2019-12-10,229
2019-12-11,229
2019-12-12,229
2019-12-13,226
2019-12-14,226
2019-12-15,228
2019-12-16,228
2019-12-17,228
2019-12-18,228
2019-12-19,228
2019-12-20,230
2019-12-21,230
2019-12-22,230
2019-12-23,230
2019-12-24,233
2019-12-25,233
2019-12-26,234
2019-12-27,234
2019-12-28,233
2019-12-29,233
2019-12-30,233
2019-12-31,233
2020-01-01,232
2020-01-02,232
2020-01-03,232
2020-01-04,232
2020-01-05,231
2020-01-06,231
2020-01-07,231
2020-01-08,231
2020-01-09,231
2020-01-10,234
2020-01-11,234
2020-01-12,238
2020-01-13,238
2020-01-14,238
2020-01-15,237
2020-01-16,237
2020-01-17,238
2020-01-18,238
2020-01-19,238
2020-01-20,238
2020-01-21,238
2020-01-22,234
2020-01-23,234
2020-01-24,237
2020-01-25,237
2020-01-26,243
2020-01-27,243
2020-01-28,237
2020-01-29,237
2020-01-30,234
2020-01-31,234
2020-02-01,233
2020-02-02,235
2020-02-03,235
2020-02-04,241
2020-02-05,241
2020-02-06,245
2020-02-07,245
2020-02-08,240
2020-02-09,240
2020-02-10,240
2020-02-11,240
2020-02-12,233
2020-02-13,233
2020-02-14,232
2020-02-15,232
2020-02-16,232
2020-02-17,230
2020-02-18,230
2020-02-19,230
2020-02-20,229
2020-02-21,229
2020-02-22,234
2020-02-23,234
2020-02-24,238
2020-02-25,238
2020-02-26,244
2020-02-27,244
2020-02-28,240
2020-02-29,240
2020-03-01,240
2020-03-02,236
2020-03-03,236
2020-03-04,237
2020-03-05,237
2020-03-06,240
2020-03-07,240
2020-03-08,240
2020-03-09,234
2020-03-10,230
2020-03-11,230
2020-03-12,227
2020-03-13,227
2020-03-14,230
2020-03-15,230
2020-03-16,235
2020-03-17,235
2020-03-18,240
2020-03-19,240
2020-03-20,241
2020-03-21,241
2020-03-22,242
2020-03-23,238
2020-03-24,238
2020-03-25,238
2020-03-26,242
2020-03-27,242
2020-03-28,243
2020-03-29,241
2020-03-30,236
2020-03-31,236
2020-04-01,233
2020-04-02,233
2020-04-03,233
2020-04-04,233
2020-04-05,233
2020-04-06,230
2020-04-07,230
2020-04-08,226
2020-04-09,226
2020-04-10,226
2020-04-11,227
2020-04-12,227
2020-04-13,225
2020-04-14,228
2020-04-15,232
2020-04-16,232
2020-04-17,229
2020-04-18,230
2020-04-19,229
2020-04-20,231
2020-04-21,232
2020-04-22,230
2020-04-23,233
2020-04-24,233
2020-04-25,230
2020-04-26,235
2020-04-27,231
2020-04-28,232
2020-04-29,232
2020-04-30,230
2020-05-01,230
2020-05-02,235
2020-05-03,237
2020-05-04,237
2020-05-05,235
2020-05-06,235
2020-05-07,235
2020-05-08,237
2020-05-09,236
2020-05-10,236
2020-05-11,227
2020-05-12,227
2020-05-13,229
