date_obj,Jogre%20bones price
2015-12-29,966
2015-12-30,937
2015-12-31,937
2016-01-01,937
2016-01-02,937
2016-01-03,907
2016-01-04,907
2016-01-05,907
2016-01-06,890
2016-01-07,890
2016-01-08,890
2016-01-09,894
2016-01-10,894
2016-01-11,894
2016-01-12,904
2016-01-13,904
2016-01-14,904
2016-01-15,942
2016-01-16,942
2016-01-17,942
2016-01-18,975
2016-01-19,975
2016-01-20,975
2016-01-21,989
2016-01-22,989
2016-01-23,989
2016-01-24,1022
2016-01-25,1022
2016-01-26,1014
2016-01-27,1014
2016-01-28,1014
2016-01-29,1023
2016-01-30,1023
2016-01-31,1023
2016-02-01,988
2016-02-02,988
2016-02-03,988
2016-02-04,998
2016-02-05,998
2016-02-06,998
2016-02-07,1001
2016-02-08,1001
2016-02-09,1001
2016-02-10,1027
2016-02-11,1027
2016-02-12,1027
2016-02-13,984
2016-02-14,984
2016-02-15,984
2016-02-16,968
2016-02-17,968
2016-02-18,968
2016-02-19,983
2016-02-20,983
2016-02-21,993
2016-02-22,993
2016-02-23,993
2016-02-24,1020
2016-02-25,1020
2016-02-26,1020
2016-02-27,1027
2016-02-28,1027
2016-02-29,1027
2016-03-01,1028
2016-03-02,1028
2016-03-03,1028
2016-03-04,1052
2016-03-05,1052
2016-03-06,1059
2016-03-07,1059
2016-03-08,1059
2016-03-09,1044
2016-03-10,1044
2016-03-11,1044
2016-03-12,1015
2016-03-13,1015
2016-03-14,1015
2016-03-15,990
2016-03-16,990
2016-03-17,990
2016-03-18,988
2016-03-19,988
2016-03-20,952
2016-03-21,952
2016-03-22,952
2016-03-23,943
2016-03-24,943
2016-03-25,943
2016-03-26,948
2016-03-27,948
2016-03-28,938
2016-03-29,938
2016-03-30,938
2016-03-31,913
2016-04-01,913
2016-04-02,913
2016-04-03,919
2016-04-04,919
2016-04-05,919
2016-04-06,907
2016-04-07,907
2016-04-08,907
2016-04-09,870
2016-04-10,870
2016-04-11,870
2016-04-12,879
2016-04-13,879
2016-04-14,879
2016-04-15,873
2016-04-16,873
2016-04-17,873
2016-04-18,883
2016-04-19,883
2016-04-20,883
2016-04-21,871
2016-04-22,871
2016-04-23,871
2016-04-24,894
2016-04-25,894
2016-04-26,898
2016-04-27,898
2016-04-28,919
2016-04-29,919
2016-04-30,919
2016-05-01,945
2016-05-02,945
2016-05-03,935
2016-05-04,935
2016-05-05,926
2016-05-06,926
2016-05-07,926
2016-05-08,905
2016-05-09,905
2016-05-10,863
2016-05-11,863
2016-05-12,863
2016-05-13,877
2016-05-14,877
2016-05-15,882
2016-05-16,882
2016-05-17,917
2016-05-18,917
2016-05-19,917
2016-05-22,879
2016-05-23,837
2016-05-24,837
2016-05-25,837
2016-05-26,802
2016-05-27,802
2016-05-28,821
2016-05-29,821
2016-05-30,847
2016-05-31,847
2016-06-01,859
2016-06-02,859
2016-06-03,859
2016-06-04,873
2016-06-05,873
2016-06-06,857
2016-06-07,857
2016-06-08,857
2016-06-09,853
2016-06-10,853
2016-06-11,868
2016-06-12,868
2016-06-13,872
2016-06-14,872
2016-06-15,896
2016-06-16,896
2016-06-17,916
2016-06-18,916
2016-06-19,944
2016-06-20,944
2016-06-21,973
2016-06-22,973
2016-06-23,996
2016-06-24,996
2016-06-25,1018
2016-06-26,1018
2016-06-27,1018
2016-06-28,1021
2016-06-29,1021
2016-06-30,969
2016-07-01,969
2016-07-02,920
2016-07-03,920
2016-07-04,903
2016-07-05,903
2016-07-06,903
2016-07-07,949
2016-07-08,949
2016-07-09,969
2016-07-10,969
2016-07-11,951
2016-07-12,951
2016-07-13,943
2016-07-14,943
2016-07-15,955
2016-07-16,955
2016-07-17,955
2016-07-18,932
2016-07-23,925
2016-07-24,944
2016-07-25,944
2016-07-26,944
2016-07-27,959
2016-07-28,959
2016-07-29,937
2016-07-30,937
2016-07-31,937
2016-08-01,941
2016-08-02,941
2016-08-03,913
2016-08-04,913
2016-08-05,913
2016-08-06,874
2016-08-07,874
2016-08-08,874
2016-08-09,837
2016-08-10,837
2016-08-11,837
2016-08-12,818
2016-08-13,818
2016-08-14,818
2016-08-15,794
2016-08-16,794
2016-08-17,794
2016-08-18,775
2016-08-19,775
2016-08-20,775
2016-08-21,770
2016-08-22,770
2016-08-23,774
2016-08-24,774
2016-08-25,774
2016-08-26,782
2016-08-28,782
2016-08-31,759
2016-09-01,776
2016-09-02,776
2016-09-03,776
2016-09-04,792
2016-09-05,792
2016-09-06,792
2016-09-07,812
2016-09-08,812
2016-09-09,812
2016-09-10,820
2016-09-11,820
2016-09-12,820
2016-09-13,813
2016-09-14,813
2016-09-15,813
2016-09-16,813
2016-09-17,815
2016-09-18,815
2016-09-19,815
2016-09-20,845
2016-09-21,845
2016-09-22,845
2016-09-23,887
2016-09-24,887
2016-09-25,887
2016-09-26,887
2016-09-27,932
2016-09-28,932
2016-09-29,932
2016-09-30,979
2016-10-01,979
2016-10-02,979
2016-10-03,979
2016-10-04,1028
2016-10-05,1028
2016-10-06,1028
2016-10-07,1028
2016-10-08,1079
2016-10-09,1079
2016-10-10,1079
2016-10-11,1124
2016-10-12,1124
2016-10-13,1124
2016-10-14,1135
2016-10-15,1135
2016-10-16,1135
2016-10-17,1109
2016-10-18,1109
2016-10-19,1109
2016-10-20,1109
2016-10-21,1101
2016-10-22,1101
2016-10-23,1101
2016-10-24,1101
2016-10-25,1101
2016-10-26,1101
2016-10-27,1121
2016-10-28,1121
2016-10-29,1121
2016-10-30,1117
2016-10-31,1117
2016-11-01,1117
2016-11-02,1102
2016-11-03,1102
2016-11-04,1102
2016-11-05,1092
2016-11-06,1092
2016-11-07,1092
2016-11-08,1042
2016-11-09,1042
2016-11-10,1042
2016-11-11,1036
2016-11-12,1036
2016-11-13,1036
2016-11-14,1010
2016-12-07,1096
2016-12-08,1148
2016-12-09,1148
2016-12-10,1148
2016-12-11,1189
2016-12-12,1189
2016-12-13,1189
2016-12-14,1209
2016-12-15,1209
2016-12-16,1209
2016-12-17,1238
2016-12-18,1238
2016-12-19,1238
2016-12-20,1208
2016-12-21,1208
2016-12-22,1208
2016-12-23,1159
2016-12-24,1159
2016-12-25,1159
2016-12-26,1101
2016-12-27,1101
2016-12-28,1045
2016-12-29,1045
2016-12-30,1045
2016-12-31,1006
2017-01-01,1006
2017-01-02,969
2017-01-03,969
2017-01-04,976
2017-01-05,976
2017-01-06,1002
2017-01-07,1002
2017-01-08,1007
2017-01-09,1007
2017-01-10,956
2017-01-11,956
2017-01-12,928
2017-01-13,928
2017-01-14,928
2017-01-15,910
2017-01-16,910
2017-01-17,922
2017-01-18,922
2017-01-19,922
2017-01-20,924
2017-01-21,924
2017-01-22,921
2017-01-27,1008
2017-01-28,1050
2017-01-29,1050
2017-01-30,1050
2017-01-31,1050
2017-02-01,1050
2017-02-02,1071
2017-02-03,1071
2017-02-04,1125
2017-02-05,1125
2017-02-06,1139
2017-02-07,1139
2017-02-08,1143
2017-02-09,1143
2017-02-10,1137
2017-02-11,1137
2017-02-12,1104
2017-02-13,1104
2017-02-14,1077
2017-02-15,1077
2017-02-16,1023
2017-02-18,1023
2017-02-19,971
2017-02-20,971
2017-02-21,922
2017-02-22,922
2017-02-23,922
2017-02-24,875
2017-02-25,875
2017-02-26,875
2017-02-27,875
2017-02-28,896
2017-03-01,896
2017-03-02,928
2017-03-03,928
2017-03-04,896
2017-03-05,896
2017-03-06,852
2017-03-07,852
2017-03-08,852
2017-03-09,809
2017-03-10,809
2017-03-11,805
2017-03-12,805
2017-03-13,814
2017-03-14,814
2017-03-15,851
2017-03-16,851
2017-03-17,894
2017-03-18,894
2017-03-19,914
2017-03-20,914
2017-03-21,911
2017-03-22,911
2017-03-23,880
2017-03-24,880
2017-03-25,880
2017-03-26,884
2017-03-27,884
2017-03-28,883
2017-03-29,883
2017-03-30,893
2017-03-31,893
2017-04-01,911
2017-04-02,911
2017-04-03,912
2017-04-04,912
2017-04-12,966
2017-04-13,1015
2017-04-14,1015
2017-04-15,1066
2017-04-16,1066
2017-04-17,1120
2017-04-18,1120
2017-04-19,1176
2017-04-20,1176
2017-04-21,1217
2017-04-22,1217
2017-04-23,1158
2017-04-24,1158
2017-04-25,1121
2017-04-26,1121
2017-04-27,1121
2017-04-28,1095
2017-04-29,1095
2017-04-30,1089
2017-05-01,1089
2017-05-02,1096
2017-05-03,1096
2017-05-04,1041
2017-05-05,1041
2017-05-06,1043
2017-05-07,1043
2017-05-08,1025
2017-05-09,1025
2017-05-10,996
2017-05-11,996
2017-05-12,981
2017-05-13,981
2017-05-14,995
2017-05-15,995
2017-05-16,1004
2017-05-17,1004
2017-05-18,1005
2017-05-19,1005
2017-05-20,1001
2017-05-21,1001
2017-05-22,1001
2017-05-23,1013
2017-05-24,1013
2017-05-25,1001
2017-05-26,1001
2017-05-27,1001
2017-05-28,1001
2017-05-29,1001
2017-05-30,979
2017-05-31,979
2017-06-01,958
2017-06-02,958
2017-06-03,946
2017-06-04,946
2017-06-06,959
2017-06-07,974
2017-06-08,974
2017-06-09,974
2017-06-10,959
2017-06-11,959
2017-06-12,967
2017-06-13,967
2017-06-14,975
2017-06-15,975
2017-06-16,957
2017-06-17,957
2017-06-18,944
2017-06-19,944
2017-06-20,928
2017-06-21,928
2017-06-22,928
2017-06-23,930
2017-06-24,930
2017-06-25,922
2017-06-26,922
2017-06-27,929
2017-06-28,929
2017-06-29,915
2017-06-30,915
2017-07-01,915
2017-07-02,917
2017-07-03,917
2017-07-04,915
2017-07-05,915
2017-07-06,911
2017-07-07,911
2017-07-08,911
2017-07-13,923
2017-07-14,930
2017-07-15,930
2017-07-16,930
2017-07-17,936
2017-07-18,936
2017-07-19,976
2017-07-20,976
2017-07-21,1007
2017-07-22,1007
2017-07-23,1049
2017-07-24,1049
2017-07-25,1049
2017-07-26,1037
2017-07-27,1037
2017-07-28,1015
2017-07-29,1015
2017-07-30,998
2017-07-31,998
2017-08-01,998
2017-08-02,1017
2017-08-03,1017
2017-08-04,1017
2017-08-05,1024
2017-08-06,1024
2017-08-09,1033
2017-08-10,1033
2017-08-11,1050
2017-08-12,1050
2017-08-13,1087
2017-08-14,1087
2017-08-15,1086
2017-08-16,1086
2017-08-17,1035
2017-08-18,1035
2017-08-19,1035
2017-08-20,1009
2017-08-21,1009
2017-08-22,989
2017-08-23,989
2017-08-24,989
2017-08-25,1008
2017-08-26,1008
2017-08-27,1005
2017-08-28,1005
2017-08-29,1005
2017-08-30,1053
2017-08-31,1053
2017-09-01,1053
2017-09-02,1083
2017-09-03,1083
2017-09-04,1083
2017-09-05,1138
2017-09-06,1138
2017-09-07,1113
2017-09-08,1113
2017-09-09,1167
2017-09-10,1167
2017-09-11,1205
2017-09-12,1205
2017-09-13,1205
2017-09-14,1239
2017-09-15,1239
2017-09-16,1239
2017-09-17,1178
2017-09-19,1178
2017-09-20,1119
2017-09-21,1119
2017-09-22,1063
2017-09-23,1063
2017-09-24,1063
2017-09-25,1009
2017-09-26,1009
2017-09-27,1009
2017-09-28,958
2017-09-29,958
2017-09-30,910
2017-10-01,910
2017-10-02,864
2017-10-03,864
2017-10-04,864
2017-10-05,820
2017-10-06,820
2017-10-07,786
2017-10-08,786
2017-10-09,786
2017-10-10,750
2017-10-11,750
2017-10-12,750
2017-10-13,729
2017-10-14,729
2017-10-15,729
2017-10-16,730
2017-10-17,730
2017-10-18,730
2017-10-19,741
2017-10-20,741
2017-10-21,741
2017-10-22,758
2017-10-23,758
2017-10-24,758
2017-10-25,755
2017-10-26,755
2017-10-27,755
2017-10-28,757
2017-10-29,757
2017-10-30,770
2017-10-31,770
2017-11-01,770
2017-11-02,794
2017-11-03,794
2017-11-04,832
2017-11-05,832
2017-11-06,832
2017-11-07,812
2017-11-08,812
2017-11-09,803
2017-11-10,803
2017-11-11,803
2017-11-12,810
2017-11-13,810
2017-11-14,810
2017-11-15,807
2017-11-16,807
2017-11-17,792
2017-11-18,792
2017-11-19,792
2017-11-20,790
2017-11-21,790
2017-11-22,790
2017-11-23,805
2017-11-24,805
2017-11-25,805
2017-11-26,823
2017-11-27,823
2017-11-28,823
2017-11-29,813
2017-11-30,813
2017-12-01,805
2017-12-02,805
2017-12-03,805
2017-12-04,766
2017-12-05,766
2017-12-06,727
2017-12-07,727
2017-12-08,727
2017-12-09,698
2017-12-10,698
2017-12-11,703
2017-12-12,703
2017-12-14,708
2017-12-15,708
2017-12-16,711
2017-12-17,711
2017-12-18,713
2017-12-19,713
2017-12-20,713
2017-12-21,703
2017-12-22,703
2017-12-23,703
2017-12-24,712
2017-12-25,712
2017-12-26,712
2017-12-27,714
2017-12-28,714
2017-12-29,714
2017-12-30,724
2017-12-31,724
2018-01-01,735
2018-01-02,735
2018-01-03,742
2018-01-04,742
2018-01-05,756
2018-01-06,756
2018-01-07,760
2018-01-08,760
2018-01-09,762
2018-01-10,762
2018-01-11,799
2018-01-12,799
2018-01-13,826
2018-01-14,826
2018-01-15,811
2018-01-16,811
2018-01-17,795
2018-01-18,795
2018-01-19,795
2018-01-20,775
2018-01-21,775
2018-01-22,762
2018-01-23,762
2018-01-25,777
2018-01-26,801
2018-01-27,799
2018-01-28,768
2018-01-29,742
2018-01-30,721
2018-01-31,721
2018-02-01,717
2018-02-02,717
2018-02-03,719
2018-02-04,718
2018-02-05,718
2018-02-06,693
2018-02-07,698
2018-02-08,698
2018-02-09,666
2018-02-10,666
2018-02-11,655
2018-02-12,664
2018-02-13,664
2018-02-14,656
2018-02-15,688
2018-02-16,688
2018-02-17,723
2018-02-18,737
2018-02-19,774
2018-02-20,774
2018-02-21,777
2018-02-22,777
2018-02-23,766
2018-02-24,766
2018-02-25,769
2018-02-26,769
2018-02-27,738
2018-02-28,738
2018-03-01,734
2018-03-02,736
2018-03-03,748
2018-03-04,748
2018-03-05,747
2018-03-06,747
2018-03-07,751
2018-03-08,751
2018-03-09,765
2018-03-10,765
2018-03-11,784
2018-03-12,819
2018-03-13,819
2018-03-14,825
2018-03-15,825
2018-03-16,853
2018-03-17,862
2018-03-18,862
2018-03-19,868
2018-03-20,876
2018-03-21,876
2018-03-23,849
2018-03-24,849
2018-03-25,872
2018-03-26,872
2018-03-27,892
2018-03-28,892
2018-03-29,921
2018-03-30,921
2018-03-31,963
2018-04-01,963
2018-04-02,967
2018-04-03,984
2018-04-04,1005
2018-04-05,1005
2018-04-06,989
2018-04-07,989
2018-04-08,1006
2018-04-09,1018
2018-04-10,1018
2018-04-11,1032
2018-04-12,1059
2018-04-13,1059
2018-04-14,1099
2018-04-15,1053
2018-04-16,1053
2018-04-17,1011
2018-04-18,1011
2018-04-19,962
2018-04-20,962
2018-04-21,934
2018-04-22,934
2018-04-23,898
2018-04-24,898
2018-04-25,875
2018-04-26,875
2018-04-27,888
2018-04-28,888
2018-04-29,901
2018-04-30,901
2018-05-01,894
2018-05-04,883
2018-05-05,844
2018-05-06,844
2018-05-07,855
2018-05-08,855
2018-05-09,846
2018-05-10,846
2018-05-11,853
2018-05-12,896
2018-05-13,896
2018-05-14,941
2018-05-15,941
2018-05-16,989
2018-05-17,989
2018-05-18,1020
2018-05-19,1066
2018-05-20,1066
2018-05-21,1033
2018-05-22,1033
2018-05-23,981
2018-05-24,981
2018-05-25,962
2018-05-26,933
2018-05-27,933
2018-05-28,928
2018-05-29,944
2018-05-30,944
2018-05-31,947
2018-06-01,947
2018-06-02,958
2018-06-03,958
2018-06-04,977
2018-06-05,956
2018-06-06,967
2018-06-07,967
2018-06-08,965
2018-06-09,965
2018-06-10,951
2018-06-11,951
2018-06-12,936
2018-06-13,922
2018-06-14,885
2018-06-15,885
2018-06-16,882
2018-06-17,859
2018-06-18,855
2018-06-19,824
2018-06-20,824
2018-06-21,822
2018-06-22,825
2018-06-23,825
2018-06-24,855
2018-06-25,855
2018-06-26,833
2018-06-27,833
2018-06-28,862
2018-06-29,891
2018-06-30,891
2018-07-01,936
2018-07-02,936
2018-07-03,983
2018-07-04,983
2018-07-05,1016
2018-07-06,1024
2018-07-07,1024
2018-07-08,1003
2018-07-09,981
2018-07-10,977
2018-07-11,958
2018-07-12,958
2018-07-13,937
2018-07-14,943
2018-07-15,943
2018-07-16,925
2018-07-17,895
2018-07-18,895
2018-07-19,850
2018-07-20,822
2018-07-21,780
2018-07-22,768
2018-07-23,784
2018-07-24,784
2018-07-25,783
2018-07-26,767
2018-07-27,785
2018-07-28,785
2018-07-29,805
2018-07-30,846
2018-07-31,847
2018-08-01,847
2018-08-02,882
2018-08-03,926
2018-08-04,973
2018-08-05,1022
2018-08-06,1074
2018-08-07,1126
2018-08-08,1156
2018-08-09,1156
2018-08-10,1153
2018-08-11,1208
2018-08-12,1211
2018-08-14,1138
2018-08-16,1088
2018-08-17,1066
2018-08-18,1066
2018-08-19,1018
2018-08-20,977
2018-08-21,977
2018-08-22,934
2018-08-23,934
2018-08-24,904
2018-08-25,918
2018-08-26,918
2018-08-27,915
2018-08-28,930
2018-08-29,950
2018-08-30,950
2018-08-31,966
2018-09-01,980
2018-09-02,980
2018-09-03,971
2018-09-04,945
2018-09-05,941
2018-09-06,941
2018-09-07,922
2018-09-08,943
2018-09-09,943
2018-09-10,914
2018-09-11,914
2018-09-12,944
2018-09-13,944
2018-09-14,941
2018-09-15,957
2018-09-16,957
2018-09-17,1002
2018-09-18,986
2018-09-19,986
2018-09-20,1003
2018-09-21,1003
2018-09-22,999
2018-09-23,1044
2018-09-24,1085
2018-09-25,1085
2018-09-26,1091
2018-09-27,1091
2018-09-28,1070
2018-09-29,1063
2018-09-30,1109
2018-10-02,1214
2018-10-03,1250
2018-10-04,1250
2018-10-05,1212
2018-10-06,1232
2018-10-07,1232
2018-10-08,1173
2018-10-09,1114
2018-10-10,1059
2018-10-11,1014
2018-10-12,1014
2018-10-13,963
2018-10-14,948
2018-10-15,940
2018-10-16,940
2018-10-17,916
2018-10-18,897
2018-10-19,905
2018-10-20,905
2018-10-21,908
2018-10-22,909
2018-10-23,909
2018-10-24,899
2018-10-25,863
2018-10-26,863
2018-10-27,874
2018-10-28,888
2018-10-29,888
2018-10-30,933
2018-10-31,980
2018-11-01,969
2018-11-03,960
2018-11-04,943
2018-11-05,973
2018-11-06,979
2018-11-07,979
2018-11-08,975
2018-11-09,965
2018-11-10,965
2018-11-11,946
2018-11-12,929
2018-11-13,908
2018-11-14,867
2018-11-15,848
2018-11-16,888
2018-11-17,933
2018-11-18,980
2018-11-19,998
2018-11-20,997
2018-11-21,958
2018-11-22,937
2018-11-23,949
2018-11-24,976
2018-11-25,972
2018-11-26,959
2018-11-27,966
2018-11-28,970
2018-11-29,961
2018-12-01,970
2018-12-02,985
2018-12-03,985
2018-12-04,973
2018-12-05,979
2018-12-07,963
2018-12-09,953
2018-12-10,960
2018-12-11,947
2018-12-12,948
2018-12-13,982
2018-12-14,974
2018-12-15,954
2018-12-16,928
2018-12-17,897
2018-12-18,871
2018-12-19,827
2018-12-20,786
2018-12-21,766
2018-12-22,786
2018-12-23,749
2018-12-24,711
2018-12-25,707
2018-12-26,696
2018-12-27,712
2018-12-28,748
2018-12-29,767
2018-12-30,774
2018-12-31,741
2019-01-01,703
2019-01-02,702
2019-01-03,701
2019-01-04,711
2019-01-05,704
2019-01-06,724
2019-01-08,767
2019-01-10,786
2019-01-11,803
2019-01-12,803
2019-01-13,829
2019-01-14,847
2019-01-15,849
2019-01-16,854
2019-01-17,860
2019-01-18,887
2019-01-19,892
2019-01-20,890
2019-01-21,896
2019-01-22,875
2019-01-23,883
2019-01-24,885
2019-01-25,891
2019-01-26,900
2019-01-27,874
2019-01-28,877
2019-01-29,858
2019-01-30,857
2019-01-31,849
2019-02-01,814
2019-02-02,795
2019-02-03,801
2019-02-04,807
2019-02-05,804
2019-02-06,781
2019-02-07,776
2019-02-08,753
2019-02-09,765
2019-02-10,773
2019-02-11,782
2019-02-12,767
2019-02-13,748
2019-02-14,748
2019-02-15,733
2019-02-16,721
2019-02-17,706
2019-02-18,678
2019-02-19,661
2019-02-20,649
2019-02-21,639
2019-02-22,639
2019-02-23,624
2019-02-24,636
2019-02-25,653
2019-02-26,656
2019-02-27,637
2019-02-28,611
2019-03-01,634
2019-03-02,665
2019-03-03,699
2019-03-04,704
2019-03-05,708
2019-03-06,685
2019-03-07,691
2019-03-08,691
2019-03-09,695
2019-03-10,706
2019-03-11,718
2019-03-12,732
2019-03-13,740
2019-03-14,770
2019-03-15,809
2019-03-16,774
2019-03-17,764
2019-03-18,764
2019-03-19,742
2019-03-20,756
2019-03-21,753
2019-03-22,718
2019-03-23,690
2019-03-24,676
2019-03-25,676
2019-03-26,678
2019-03-27,678
2019-03-28,706
2019-03-29,738
2019-03-30,738
2019-03-31,775
2019-04-01,814
2019-04-02,855
2019-04-03,882
2019-04-04,877
2019-04-05,864
2019-04-06,863
2019-04-07,868
2019-04-08,895
2019-04-09,880
2019-04-10,857
2019-04-11,833
2019-04-12,811
2019-04-13,814
2019-04-14,819
2019-04-15,823
2019-04-16,832
2019-04-17,849
2019-04-18,876
2019-04-19,902
2019-04-20,861
2019-04-21,858
2019-04-22,843
2019-04-23,860
2019-04-24,869
2019-04-25,878
2019-04-26,875
2019-04-27,835
2019-04-28,834
2019-04-29,818
2019-04-30,816
2019-05-01,799
2019-05-02,794
2019-05-03,761
2019-05-04,743
2019-05-05,736
2019-05-06,726
2019-05-07,704
2019-05-08,708
2019-05-09,704
2019-05-10,719
2019-05-11,699
2019-05-12,692
2019-05-13,713
2019-05-14,698
2019-05-15,698
2019-05-16,672
2019-05-17,701
2019-05-18,712
2019-05-19,709
2019-05-20,735
2019-05-21,740
2019-05-22,757
2019-05-23,771
2019-05-24,809
2019-05-25,850
2019-05-26,893
2019-05-27,938
2019-05-28,983
2019-05-29,1012
2019-05-30,1000
2019-05-31,994
2019-06-01,1008
2019-06-02,996
2019-06-03,988
2019-06-04,1013
2019-06-05,962
2019-06-06,913
2019-06-07,867
2019-06-08,851
2019-06-09,833
2019-06-10,833
2019-06-11,835
2019-06-12,843
2019-06-13,858
2019-06-14,874
2019-06-15,904
2019-06-16,887
2019-06-17,869
2019-06-18,857
2019-06-19,846
2019-06-20,865
2019-06-21,872
2019-06-22,911
2019-06-23,940
2019-06-24,950
2019-06-25,934
2019-06-26,902
2019-06-27,883
2019-06-28,883
2019-06-29,873
2019-06-30,886
2019-07-01,886
2019-07-02,874
2019-07-03,866
2019-07-04,900
2019-07-05,898
2019-07-06,892
2019-07-07,907
2019-07-08,937
