date_obj,Common%20kebbit%20fur price
2016-02-21,4088
2016-02-22,4088
2016-02-23,4088
2016-02-24,4088
2016-02-25,4088
2016-02-26,4088
2016-02-27,4088
2016-02-28,4088
2016-02-29,4088
2016-03-01,4088
2016-03-02,3946
2016-03-03,3946
2016-03-04,3946
2016-03-05,3946
2016-03-06,3946
2016-03-07,3946
2016-03-08,3946
2016-03-09,3946
2016-03-10,3946
2016-03-11,3946
2016-03-12,3946
2016-03-13,3946
2016-03-14,3946
2016-03-15,3946
2016-03-16,3946
2016-03-17,3946
2016-03-18,3946
2016-03-19,3946
2016-03-20,3946
2016-03-21,3946
2016-03-22,3946
2016-03-23,3946
2016-03-24,3946
2016-03-25,3946
2016-03-26,3946
2016-03-27,3946
2016-03-28,3946
2016-03-29,3946
2016-03-30,3946
2016-03-31,3946
2016-04-01,3946
2016-04-02,3946
2016-04-03,3946
2016-04-04,3946
2016-04-05,3946
2016-04-06,3946
2016-04-07,3946
2016-04-08,3946
2016-04-09,3876
2016-04-10,3876
2016-04-11,3876
2016-04-12,3876
2016-04-13,3876
2016-04-14,3876
2016-04-15,3876
2016-04-16,3876
2016-04-17,3876
2016-04-18,3876
2016-04-19,3876
2016-04-20,3876
2016-04-21,3876
2016-04-22,3876
2016-04-23,3876
2016-04-24,3876
2016-04-25,3876
2016-04-26,3876
2016-04-27,3876
2016-04-28,3876
2016-04-29,3876
2016-04-30,3876
2016-05-01,3876
2016-05-02,3876
2016-05-03,3876
2016-05-04,3876
2016-05-05,3876
2016-05-06,3876
2016-05-07,3876
2016-05-08,3876
2016-05-09,3876
2016-05-10,3876
2016-05-11,3876
2016-05-12,3876
2016-05-13,3747
2016-05-14,3747
2016-05-15,3747
2016-05-16,3747
2016-05-17,3747
2016-05-18,3747
2016-05-19,3747
2016-05-22,3747
2016-05-23,3747
2016-05-24,3747
2016-05-25,3747
2016-05-26,3747
2016-05-27,3747
2016-05-28,3747
2016-05-29,3747
2016-05-30,3747
2016-05-31,3747
2016-06-01,3747
2016-06-02,3747
2016-06-03,3747
2016-06-04,3747
2016-06-05,3747
2016-06-06,3747
2016-06-07,3747
2016-06-08,3747
2016-06-09,3747
2016-06-10,3747
2016-06-11,3747
2016-06-12,3747
2016-06-13,3747
2016-06-14,3747
2016-06-15,3747
2016-06-16,3747
2016-06-17,3634
2016-06-18,3634
2016-06-19,3634
2016-06-20,3634
2016-06-21,3634
2016-06-22,3634
2016-06-23,3634
2016-06-24,3634
2016-06-25,3634
2016-06-26,3634
2016-06-27,3634
2016-06-28,3634
2016-06-29,3634
2016-06-30,3634
2016-07-01,3634
2016-07-02,3634
2016-07-03,3634
2016-07-04,3634
2016-07-05,3634
2016-07-06,3634
2016-07-07,3634
2016-07-08,3634
2016-07-09,3634
2016-07-10,3634
2016-07-11,3634
2016-07-12,3634
2016-07-13,3634
2016-07-14,3634
2016-07-15,3634
2016-07-16,3634
2016-07-17,3634
2016-07-18,3634
2016-07-23,3634
2016-07-24,3634
2016-07-25,3634
2016-07-26,3634
2016-07-27,3634
2016-07-28,3507
2016-07-29,3507
2016-07-30,3507
2016-07-31,3507
2016-08-01,3507
2016-08-02,3507
2016-08-03,3507
2016-08-04,3507
2016-08-05,3507
2016-08-06,3507
2016-08-07,3507
2016-08-08,3507
2016-08-09,3507
2016-08-10,3507
2016-08-11,3507
2016-08-12,3507
2016-08-13,3507
2016-08-14,3507
2016-08-15,3507
2016-08-16,3507
2016-08-17,3507
2016-08-18,3507
2016-08-19,3507
2016-08-20,3507
2016-08-21,3507
2016-08-22,3507
2016-08-23,3507
2016-08-24,3507
2016-08-25,3507
2016-08-26,3507
2016-08-28,3507
2016-08-31,3507
2016-09-01,3507
2016-09-02,3507
2016-09-03,3507
2016-09-04,3507
2016-09-05,3507
2016-09-06,3507
2016-09-07,3507
2016-09-08,3507
2016-09-09,3503
2016-09-10,3503
2016-09-11,3503
2016-09-12,3503
2016-09-13,3503
2016-09-14,3503
2016-09-15,3503
2016-09-16,3503
2016-09-17,3503
2016-09-18,3503
2016-09-19,3503
2016-09-20,3503
2016-09-21,3503
2016-09-22,3503
2016-09-23,3503
2016-09-24,3503
2016-09-25,3503
2016-09-26,3503
2016-09-27,3503
2016-09-28,3503
2016-09-29,3503
2016-09-30,3503
2016-10-01,3503
2016-10-02,3503
2016-10-03,3503
2016-10-04,3503
2016-10-05,3503
2016-10-06,3503
2016-10-07,3503
2016-10-08,3503
2016-10-09,3503
2016-10-10,3503
2016-10-11,3503
2016-10-12,3503
2016-10-13,3503
2016-10-14,3503
2016-10-15,3503
2016-10-16,3503
2016-10-17,3503
2016-10-18,3503
2016-10-19,3494
2016-10-20,3494
2016-10-21,3494
2016-10-22,3494
2016-10-23,3494
2016-10-24,3494
2016-10-25,3494
2016-10-26,3494
2016-10-27,3494
2016-10-28,3494
2016-10-29,3494
2016-10-30,3494
2016-10-31,3494
2016-11-01,3494
2016-11-02,3494
2016-11-03,3494
2016-11-04,3494
2016-11-05,3494
2016-11-06,3494
2016-11-07,3494
2016-11-08,3494
2016-11-09,3494
2016-11-10,3494
2016-11-11,3494
2016-11-12,3494
2016-11-13,3494
2016-11-14,3494
2016-11-15,3494
2016-12-07,3374
2016-12-08,3374
2016-12-09,3374
2016-12-10,3374
2016-12-11,3374
2016-12-12,3374
2016-12-13,3374
2016-12-14,3374
2016-12-15,3374
2016-12-16,3374
2016-12-17,3374
2016-12-18,3374
2016-12-19,3374
2016-12-20,3374
2016-12-21,3374
2016-12-22,3374
2016-12-23,3374
2016-12-24,3374
2016-12-25,3374
2016-12-26,3374
2016-12-27,3374
2016-12-28,3374
2016-12-29,3374
2016-12-30,3374
2016-12-31,3374
2017-01-01,3374
2017-01-02,3374
2017-01-03,3374
2017-01-04,3374
2017-01-05,3374
2017-01-06,3374
2017-01-07,3374
2017-01-08,3374
2017-01-09,3374
2017-01-10,3374
2017-01-11,3374
2017-01-12,3400
2017-01-13,3400
2017-01-14,3400
2017-01-15,3400
2017-01-16,3400
2017-01-17,3400
2017-01-18,3400
2017-01-19,3400
2017-01-20,3400
2017-01-21,3400
2017-01-22,3400
2017-01-23,3400
2017-01-27,3400
2017-01-28,3400
2017-01-29,3400
2017-01-30,3400
2017-01-31,3400
2017-02-01,3400
2017-02-02,3400
2017-02-03,3400
2017-02-04,3400
2017-02-05,3400
2017-02-06,3400
2017-02-07,3400
2017-02-08,3400
2017-02-09,3400
2017-02-10,3400
2017-02-11,3400
2017-02-12,3400
2017-02-13,3400
2017-02-14,3400
2017-02-15,3400
2017-02-16,3400
2017-02-18,3400
2017-02-19,3400
2017-02-20,3400
2017-02-21,3400
2017-02-22,3400
2017-02-23,3400
2017-02-24,3400
2017-02-25,3330
2017-02-26,3330
2017-02-27,3330
2017-02-28,3330
2017-03-01,3330
2017-03-02,3330
2017-03-03,3330
2017-03-04,3330
2017-03-05,3330
2017-03-06,3330
2017-03-07,3330
2017-03-08,3330
2017-03-09,3330
2017-03-10,3330
2017-03-11,3330
2017-03-12,3330
2017-03-13,3330
2017-03-14,3330
2017-03-15,3330
2017-03-16,3330
2017-03-17,3330
2017-03-18,3330
2017-03-19,3330
2017-03-20,3330
2017-03-21,3330
2017-03-22,3330
2017-03-23,3330
2017-03-24,3330
2017-03-25,3330
2017-03-26,3330
2017-03-27,3330
2017-03-28,3330
2017-03-29,3330
2017-03-30,3330
2017-03-31,3365
2017-04-02,3365
2017-04-03,3365
2017-04-04,3365
2017-04-12,3365
2017-04-13,3365
2017-04-14,3365
2017-04-15,3365
2017-04-16,3365
2017-04-17,3365
2017-04-18,3365
2017-04-19,3365
2017-04-20,3365
2017-04-21,3365
2017-04-22,3365
2017-04-23,3365
2017-04-24,3365
2017-04-25,3365
2017-04-26,3365
2017-04-27,3365
2017-04-28,3365
2017-04-29,3365
2017-04-30,3365
2017-05-01,3365
2017-05-02,3365
2017-05-03,3365
2017-05-04,3365
2017-05-05,3365
2017-05-06,3365
2017-05-07,3419
2017-05-08,3419
2017-05-09,3419
2017-05-10,3419
2017-05-11,3419
2017-05-12,3419
2017-05-13,3419
2017-05-14,3419
2017-05-15,3419
2017-05-16,3419
2017-05-17,3419
2017-05-18,3419
2017-05-19,3419
2017-05-20,3419
2017-05-21,3419
2017-05-22,3419
2017-05-23,3419
2017-05-24,3419
2017-05-25,3419
2017-05-26,3419
2017-05-27,3419
2017-05-28,3419
2017-05-29,3419
2017-05-30,3419
2017-05-31,3419
2017-06-01,3419
2017-06-02,3419
2017-06-03,3419
2017-06-04,3419
2017-06-05,3419
2017-06-06,3419
2017-06-07,3419
2017-06-08,3419
2017-06-09,3419
2017-06-10,3419
2017-06-11,3419
2017-06-12,3419
2017-06-13,3419
2017-06-14,3419
2017-06-15,3388
2017-06-16,3388
2017-06-17,3388
2017-06-18,3388
2017-06-19,3388
2017-06-20,3388
2017-06-21,3388
2017-06-22,3388
2017-06-23,3388
2017-06-24,3388
2017-06-25,3388
2017-06-26,3388
2017-06-27,3388
2017-06-28,3388
2017-06-29,3388
2017-06-30,3388
2017-07-01,3388
2017-07-02,3388
2017-07-03,3388
2017-07-04,3388
2017-07-05,3388
2017-07-06,3388
2017-07-07,3388
2017-07-08,3388
2017-07-13,3388
2017-07-14,3388
2017-07-15,3388
2017-07-16,3388
2017-07-17,3388
2017-07-18,3388
2017-07-19,3388
2017-07-20,3388
2017-07-21,3388
2017-07-22,3388
2017-07-23,3388
2017-07-24,3381
2017-07-25,3381
2017-07-26,3381
2017-07-27,3381
2017-07-28,3381
2017-07-29,3381
2017-07-30,3381
2017-07-31,3381
2017-08-01,3381
2017-08-02,3381
2017-08-03,3381
2017-08-04,3381
2017-08-05,3381
2017-08-06,3381
2017-08-09,3381
2017-08-10,3381
2017-08-11,3381
2017-08-12,3381
2017-08-13,3381
2017-08-14,3381
2017-08-15,3381
2017-08-16,3381
2017-08-17,3381
2017-08-18,3381
2017-08-19,3381
2017-08-20,3381
2017-08-21,3381
2017-08-22,3381
2017-08-23,3381
2017-08-24,3381
2017-08-25,3381
2017-08-26,3381
2017-08-27,3381
2017-08-28,3381
2017-08-29,3381
2017-08-30,3381
2017-08-31,3381
2017-09-01,3366
2017-09-03,3366
2017-09-04,3366
2017-09-05,3366
2017-09-06,3366
2017-09-07,3366
2017-09-08,3366
2017-09-09,3366
2017-09-10,3366
2017-09-11,3366
2017-09-12,3366
2017-09-13,3366
2017-09-14,3366
2017-09-15,3366
2017-09-16,3366
2017-09-17,3366
2017-09-18,3366
2017-09-19,3366
2017-09-20,3366
2017-09-21,3366
2017-09-22,3366
2017-09-23,3366
2017-09-24,3366
2017-09-25,3366
2017-09-26,3366
2017-09-27,3366
2017-09-28,3366
2017-09-29,3366
2017-09-30,3366
2017-10-01,3366
2017-10-02,3366
2017-10-03,3366
2017-10-04,3366
2017-10-05,3366
2017-10-06,3366
2017-10-07,3366
2017-10-08,3366
2017-10-09,3366
2017-10-10,3366
2017-10-11,3366
2017-10-12,3366
2017-10-13,3366
2017-10-14,3366
2017-10-15,3366
2017-10-16,3366
2017-10-17,3366
2017-10-18,3366
2017-10-19,3295
2017-10-20,3295
2017-10-21,3295
2017-10-22,3295
2017-10-23,3295
2017-10-24,3295
2017-10-25,3295
2017-10-26,3295
2017-10-27,3295
2017-10-28,3295
2017-10-29,3295
2017-10-30,3295
2017-10-31,3295
2017-11-01,3295
2017-11-02,3295
2017-11-03,3295
2017-11-04,3295
2017-11-05,3295
2017-11-06,3295
2017-11-07,3295
2017-11-08,3295
2017-11-09,3295
2017-11-10,3295
2017-11-11,3295
2017-11-12,3295
2017-11-13,3295
2017-11-14,3295
2017-11-15,3295
2017-11-16,3295
2017-11-17,3295
2017-11-18,3295
2017-11-19,3295
2017-11-20,3295
2017-11-21,3295
2017-11-22,3295
2017-11-23,3295
2017-11-24,3295
2017-11-25,3295
2017-11-26,3295
2017-11-27,3295
2017-11-28,3295
2017-11-29,3295
2017-11-30,3295
2017-12-01,3295
2017-12-02,3295
2017-12-03,3360
2017-12-04,3360
2017-12-05,3360
2017-12-06,3360
2017-12-07,3360
2017-12-08,3360
2017-12-09,3360
2017-12-10,3360
2017-12-11,3360
2017-12-12,3360
2017-12-13,3360
2017-12-14,3360
2017-12-15,3360
2017-12-16,3360
2017-12-17,3360
2017-12-18,3360
2017-12-19,3360
2017-12-20,3360
2017-12-21,3360
2017-12-22,3360
2017-12-23,3360
2017-12-24,3360
2017-12-25,3360
2017-12-26,3360
2017-12-27,3360
2017-12-28,3360
2017-12-29,3360
2017-12-30,3360
2017-12-31,3360
2018-01-01,3360
2018-01-02,3360
2018-01-03,3360
2018-01-04,3360
2018-01-05,3360
2018-01-06,3360
2018-01-07,3360
2018-01-08,3360
2018-01-09,3360
2018-01-10,3360
2018-01-11,3360
2018-01-12,3360
2018-01-13,3360
2018-01-14,3360
2018-01-15,3360
2018-01-16,3360
2018-01-17,3360
2018-01-18,3360
2018-01-19,3360
2018-01-20,3360
2018-01-21,3360
2018-01-22,3252
2018-01-23,3252
2018-01-24,3252
2018-01-25,3252
2018-01-26,3252
2018-01-27,3252
2018-01-28,3252
2018-01-29,3252
2018-01-30,3252
2018-01-31,3252
2018-02-01,3252
2018-02-02,3252
2018-02-03,3252
2018-02-04,3252
2018-02-05,3252
2018-02-06,3252
2018-02-07,3252
2018-02-08,3252
2018-02-09,3252
2018-02-10,3157
2018-02-11,3157
2018-02-12,3157
2018-02-13,3157
2018-02-14,3157
2018-02-15,3157
2018-02-16,3157
2018-02-17,3157
2018-02-18,3157
2018-02-19,3157
2018-02-20,3157
2018-02-21,3157
2018-02-22,3157
2018-02-23,3157
2018-02-24,3157
2018-02-25,3157
2018-02-26,3157
2018-02-27,3157
2018-02-28,3157
2018-03-01,3090
2018-03-02,3090
2018-03-03,3090
2018-03-04,3090
2018-03-05,3090
2018-03-06,3090
2018-03-07,3090
2018-03-08,3090
2018-03-09,3090
2018-03-10,3090
2018-03-11,3090
2018-03-12,3090
2018-03-13,3090
2018-03-14,3090
2018-03-15,3090
2018-03-16,3090
2018-03-17,3090
2018-03-18,3090
2018-03-19,3090
2018-03-20,3090
2018-03-21,3090
2018-03-23,3090
2018-03-24,3114
2018-03-25,3114
2018-03-26,3114
2018-03-27,3114
2018-03-28,3114
2018-03-29,3114
2018-03-30,3114
2018-03-31,3114
2018-04-02,3114
2018-04-03,3114
2018-04-04,3114
2018-04-05,3114
2018-04-06,3114
2018-04-07,3114
2018-04-08,3114
2018-04-09,3114
2018-04-10,3114
2018-04-11,3114
2018-04-12,3114
2018-04-13,3114
2018-04-14,3114
2018-04-15,3039
2018-04-16,3039
2018-04-17,3039
2018-04-18,3039
2018-04-19,3039
2018-04-20,3039
2018-04-21,3039
2018-04-22,3039
2018-04-23,3039
2018-04-24,3039
2018-04-25,3039
2018-04-26,3039
2018-04-27,3039
2018-04-28,3039
2018-04-29,3039
2018-04-30,3039
2018-05-01,3039
2018-05-03,3039
2018-05-04,3039
2018-05-05,3039
2018-05-07,3039
2018-05-08,3039
2018-05-09,3039
2018-05-10,3039
2018-05-11,2959
2018-05-12,2959
2018-05-13,2959
2018-05-14,2959
2018-05-15,2959
2018-05-16,2959
2018-05-17,2959
2018-05-18,2959
2018-05-19,2959
2018-05-20,2959
2018-05-21,2959
2018-05-22,2959
2018-05-23,2959
2018-05-24,2959
2018-05-25,2959
2018-05-26,2959
2018-05-27,2959
2018-05-28,2959
2018-05-29,2959
2018-05-30,2959
2018-05-31,2959
2018-06-01,2959
2018-06-02,2849
2018-06-03,2849
2018-06-04,2849
2018-06-05,2849
2018-06-06,2849
2018-06-07,2849
2018-06-08,2849
2018-06-09,2849
2018-06-10,2849
2018-06-11,2849
2018-06-12,2849
2018-06-13,2849
2018-06-14,2849
2018-06-15,2849
2018-06-16,2849
2018-06-17,2849
2018-06-18,2849
2018-06-19,2849
2018-06-20,2849
2018-06-21,2849
2018-06-22,2938
2018-06-23,2938
2018-06-24,2938
2018-06-25,2938
2018-06-26,2938
2018-06-27,2938
2018-06-28,2938
2018-06-29,2938
2018-06-30,2938
2018-07-01,2938
2018-07-02,2938
2018-07-03,2938
2018-07-04,2938
2018-07-05,2938
2018-07-06,2938
2018-07-07,2938
2018-07-08,2938
2018-07-09,2938
2018-07-10,2936
2018-07-11,2936
2018-07-12,2936
2018-07-13,2936
2018-07-14,2936
2018-07-15,2936
2018-07-16,2936
2018-07-17,2936
2018-07-18,2936
2018-07-19,2936
2018-07-20,2936
2018-07-21,2936
2018-07-22,2936
2018-07-23,2936
2018-07-24,2936
2018-07-25,2936
2018-07-26,2936
2018-07-27,2814
2018-07-28,2814
2018-07-29,2814
2018-07-30,2814
2018-07-31,2814
2018-08-01,2814
2018-08-02,2814
2018-08-03,2814
2018-08-04,2814
2018-08-05,2814
2018-08-06,2814
2018-08-07,2814
2018-08-08,2814
2018-08-09,2814
2018-08-10,2815
2018-08-11,2815
2018-08-12,2815
2018-08-14,2815
2018-08-16,2815
2018-08-17,2815
2018-08-18,2815
2018-08-19,2815
2018-08-20,2815
2018-08-21,2815
2018-08-22,2815
2018-08-23,2841
2018-08-24,2841
2018-08-25,2841
2018-08-26,2841
2018-08-27,2841
2018-08-28,2841
2018-08-29,2841
2018-08-30,2841
2018-08-31,2841
2018-09-01,2841
2018-09-02,2841
2018-09-03,2841
2018-09-04,2841
2018-09-05,2753
2018-09-06,2753
2018-09-07,2753
2018-09-08,2753
2018-09-09,2753
2018-09-10,2753
2018-09-11,2753
2018-09-12,2753
2018-09-13,2753
2018-09-14,2753
2018-09-15,2753
2018-09-16,2753
2018-09-17,2753
2018-09-18,2721
2018-09-19,2721
2018-09-20,2721
2018-09-21,2721
2018-09-22,2721
2018-09-23,2721
2018-09-24,2721
2018-09-25,2721
2018-09-26,2721
2018-09-27,2721
2018-09-28,2721
2018-09-29,2721
2018-09-30,2721
2018-10-01,2721
2018-10-02,2721
2018-10-03,2643
2018-10-04,2643
2018-10-05,2643
2018-10-06,2643
2018-10-07,2643
2018-10-08,2643
2018-10-09,2643
2018-10-10,2643
2018-10-11,2643
2018-10-12,2643
2018-10-13,2643
2018-10-14,2643
2018-10-15,2643
2018-10-16,2546
2018-10-17,2546
2018-10-18,2546
2018-10-19,2546
2018-10-20,2546
2018-10-21,2546
2018-10-22,2546
2018-10-23,2546
2018-10-24,2546
2018-10-25,2546
2018-10-26,2546
2018-10-27,2546
2018-10-28,2546
2018-10-29,2546
2018-10-30,2546
2018-10-31,2434
2018-11-01,2434
2018-11-03,2434
2018-11-04,2434
2018-11-05,2434
2018-11-06,2434
2018-11-07,2434
2018-11-08,2434
2018-11-09,2434
2018-11-10,2326
2018-11-11,2326
2018-11-12,2326
2018-11-13,2326
2018-11-14,2326
2018-11-15,2326
2018-11-16,2326
2018-11-17,2326
2018-11-18,2217
2018-11-19,2217
2018-11-20,2217
2018-11-21,2217
2018-11-22,2217
2018-11-23,2217
2018-11-24,2120
2018-11-25,2120
2018-11-26,2120
2018-11-27,2120
2018-11-28,2120
2018-11-29,2120
2018-12-01,2022
2018-12-02,2022
2018-12-03,2022
2018-12-04,2022
2018-12-05,1952
2018-12-07,1952
2018-12-09,1952
2018-12-10,1866
2018-12-11,1866
2018-12-12,1866
2018-12-13,1866
2018-12-14,1866
2018-12-15,1866
2018-12-16,1805
2018-12-17,1805
2018-12-18,1805
2018-12-19,1805
2018-12-20,1805
2018-12-21,1805
2018-12-22,1805
2018-12-23,1805
2018-12-24,1729
2018-12-25,1729
2018-12-26,1729
2018-12-27,1729
2018-12-28,1729
2018-12-29,1729
2018-12-30,1729
2018-12-31,1680
2019-01-01,1680
2019-01-02,1680
2019-01-03,1680
2019-01-04,1680
2019-01-05,1680
2019-01-06,1680
2019-01-08,1616
2019-01-10,1616
2019-01-11,1616
2019-01-12,1616
2019-01-13,1616
2019-01-14,1558
2019-01-15,1558
2019-01-16,1558
2019-01-17,1558
2019-01-18,1558
2019-01-19,1558
2019-01-20,1558
2019-01-21,1558
2019-01-22,1558
2019-01-23,1545
2019-01-24,1545
2019-01-25,1545
2019-01-26,1545
2019-01-27,1545
2019-01-28,1545
2019-01-29,1545
2019-01-30,1545
2019-01-31,1545
2019-02-01,1472
2019-02-02,1472
2019-02-03,1472
2019-02-04,1472
2019-02-05,1472
2019-02-06,1472
2019-02-07,1472
2019-02-08,1443
2019-02-09,1443
2019-02-10,1443
2019-02-11,1443
2019-02-12,1443
2019-02-13,1443
2019-02-14,1443
2019-02-15,1443
2019-02-16,1443
2019-02-17,1443
2019-02-18,1388
2019-02-19,1388
2019-02-20,1388
2019-02-21,1388
2019-02-22,1388
2019-02-23,1388
2019-02-24,1388
2019-02-25,1388
2019-02-26,1388
2019-02-27,1388
2019-02-28,1388
2019-03-01,1388
2019-03-02,1388
2019-03-03,1388
2019-03-04,1388
2019-03-05,1388
2019-03-06,1388
2019-03-07,1388
2019-03-08,1331
2019-03-09,1331
2019-03-10,1331
2019-03-11,1331
2019-03-12,1331
2019-03-13,1331
2019-03-14,1331
2019-03-15,1331
2019-03-16,1331
2019-03-17,1302
2019-03-18,1302
2019-03-19,1302
2019-03-20,1302
2019-03-21,1302
2019-03-22,1302
2019-03-23,1302
2019-03-24,1302
2019-03-25,1302
2019-03-26,1302
2019-03-27,1302
2019-03-28,1302
