date_obj,Black%20dagger price
2015-11-24,43
2015-11-25,45
2015-11-26,45
2015-11-27,45
2015-11-28,45
2015-11-29,45
2015-11-30,45
2015-12-01,45
2015-12-02,44
2015-12-03,44
2015-12-04,44
2015-12-05,44
2015-12-06,45
2015-12-07,45
2015-12-08,45
2015-12-09,43
2015-12-10,43
2015-12-11,43
2015-12-12,43
2015-12-13,43
2015-12-14,43
2015-12-15,43
2015-12-16,43
2015-12-17,43
2015-12-18,44
2015-12-19,44
2015-12-20,43
2015-12-21,43
2015-12-22,43
2015-12-23,44
2015-12-24,44
2015-12-25,44
2015-12-26,44
2015-12-27,45
2015-12-28,45
2015-12-29,45
2015-12-30,46
2015-12-31,46
2016-01-01,46
2016-01-02,48
2016-01-03,48
2016-01-04,46
2016-01-05,46
2016-01-06,46
2016-01-07,45
2016-01-08,45
2016-01-09,45
2016-01-10,43
2016-01-11,43
2016-01-12,43
2016-01-13,46
2016-01-14,46
2016-01-15,46
2016-01-16,48
2016-01-17,48
2016-01-18,48
2016-01-19,46
2016-01-20,46
2016-01-21,46
2016-01-22,46
2016-01-23,46
2016-01-24,46
2016-01-25,44
2016-01-26,44
2016-01-27,44
2016-01-28,42
2016-01-29,42
2016-01-30,42
2016-01-31,42
2016-02-01,42
2016-02-02,42
2016-02-03,45
2016-02-04,45
2016-02-05,45
2016-02-06,46
2016-02-07,46
2016-02-08,46
2016-02-09,48
2016-02-10,48
2016-02-11,48
2016-02-12,51
2016-02-13,51
2016-02-14,50
2016-02-15,50
2016-02-16,50
2016-02-17,49
2016-02-18,49
2016-02-19,49
2016-02-20,49
2016-02-21,49
2016-02-22,48
2016-02-23,48
2016-02-24,46
2016-02-25,46
2016-02-26,46
2016-02-27,43
2016-02-28,43
2016-02-29,41
2016-03-01,41
2016-03-02,41
2016-03-03,41
2016-03-04,41
2016-03-05,41
2016-03-06,40
2016-03-07,40
2016-03-08,40
2016-03-09,39
2016-03-10,39
2016-03-11,39
2016-03-12,41
2016-03-13,41
2016-03-14,41
2016-03-15,39
2016-03-16,39
2016-03-17,39
2016-03-18,38
2016-03-19,38
2016-03-20,38
2016-03-21,38
2016-03-22,38
2016-03-23,39
2016-03-24,39
2016-03-25,39
2016-03-26,39
2016-03-27,39
2016-03-28,40
2016-03-29,40
2016-03-30,40
2016-03-31,42
2016-04-01,42
2016-04-02,42
2016-04-03,40
2016-04-04,40
2016-04-05,40
2016-04-06,41
2016-04-07,41
2016-04-08,41
2016-04-09,42
2016-04-10,42
2016-04-11,42
2016-04-12,41
2016-04-13,41
2016-04-14,41
2016-04-15,44
2016-04-16,44
2016-04-17,44
2016-04-18,47
2016-04-19,47
2016-04-20,47
2016-04-21,47
2016-04-22,47
2016-04-23,47
2016-04-24,50
2016-04-25,50
2016-04-26,53
2016-04-27,53
2016-04-28,56
2016-04-29,56
2016-04-30,56
2016-05-01,59
2016-05-02,59
2016-05-03,59
2016-05-04,62
2016-05-05,62
2016-05-06,62
2016-05-07,66
2016-05-08,66
2016-05-09,66
2016-05-10,64
2016-05-11,64
2016-05-12,64
2016-05-13,60
2016-05-14,60
2016-05-15,59
2016-05-16,59
2016-05-17,59
2016-05-18,60
2016-05-19,60
2016-05-22,55
2016-05-23,55
2016-05-24,52
2016-05-25,52
2016-05-26,51
2016-05-27,51
2016-05-28,53
2016-05-29,53
2016-05-30,55
2016-05-31,55
2016-06-01,55
2016-06-02,55
2016-06-03,55
2016-06-04,56
2016-06-05,56
2016-06-06,58
2016-06-07,58
2016-06-08,58
2016-06-09,60
2016-06-10,60
2016-06-11,60
2016-06-12,62
2016-06-13,62
2016-06-14,62
2016-06-15,66
2016-06-16,66
2016-06-17,70
2016-06-18,70
2016-06-19,72
2016-06-20,72
2016-06-21,72
2016-06-22,73
2016-06-23,73
2016-06-24,73
2016-06-25,77
2016-06-26,77
2016-06-27,77
2016-06-28,81
2016-06-29,81
2016-06-30,81
2016-07-01,85
2016-07-02,85
2016-07-03,85
2016-07-04,87
2016-07-05,87
2016-07-06,89
2016-07-07,89
2016-07-08,88
2016-07-09,88
2016-07-10,84
2016-07-11,80
2016-07-12,80
2016-07-13,76
2016-07-14,76
2016-07-15,78
2016-07-16,78
2016-07-17,79
2016-07-18,79
2016-07-23,75
2016-07-24,75
2016-07-25,71
2016-07-26,71
2016-07-27,67
2016-07-28,67
2016-07-29,63
2016-07-30,63
2016-07-31,64
2016-08-01,64
2016-08-02,68
2016-08-03,68
2016-08-04,68
2016-08-05,68
2016-08-06,68
2016-08-07,69
2016-08-08,69
2016-08-09,69
2016-08-10,68
2016-08-11,68
2016-08-12,68
2016-08-13,68
2016-08-14,68
2016-08-15,68
2016-08-16,67
2016-08-17,67
2016-08-18,67
2016-08-19,67
2016-08-20,67
2016-08-21,67
2016-08-22,68
2016-08-23,68
2016-08-24,68
2016-08-25,69
2016-08-26,69
2016-08-28,69
2016-08-31,72
2016-09-01,75
2016-09-02,75
2016-09-03,75
2016-09-04,78
2016-09-05,78
2016-09-06,78
2016-09-07,78
2016-09-08,78
2016-09-09,78
2016-09-10,78
2016-09-11,78
2016-09-12,78
2016-09-13,78
2016-09-14,78
2016-09-15,78
2016-09-16,78
2016-09-17,79
2016-09-18,79
2016-09-19,79
2016-09-20,79
2016-09-21,81
2016-09-22,81
2016-09-23,81
2016-09-24,81
2016-09-25,82
2016-09-26,82
2016-09-27,82
2016-09-28,82
2016-09-29,83
2016-09-30,83
2016-10-01,83
2016-10-02,82
2016-10-03,82
2016-10-04,82
2016-10-05,83
2016-10-06,83
2016-10-07,83
2016-10-08,83
2016-10-09,83
2016-10-10,83
2016-10-11,83
2016-10-12,84
2016-10-13,84
2016-10-14,84
2016-10-15,83
2016-10-16,83
2016-10-17,83
2016-10-18,85
2016-10-19,85
2016-10-20,85
2016-10-21,84
2016-10-22,84
2016-10-23,84
2016-10-24,86
2016-10-25,86
2016-10-26,86
2016-10-27,87
2016-10-28,87
2016-10-29,87
2016-10-30,88
2016-10-31,88
2016-11-01,88
2016-11-02,93
2016-11-03,93
2016-11-04,93
2016-11-05,98
2016-11-06,98
2016-11-07,98
2016-11-08,103
2016-11-09,103
2016-11-10,103
2016-11-11,103
2016-11-12,103
2016-11-13,103
2016-11-14,105
2016-11-15,105
2016-12-07,118
2016-12-08,118
2016-12-09,112
2016-12-10,112
2016-12-11,112
2016-12-12,107
2016-12-13,107
2016-12-14,106
2016-12-15,106
2016-12-16,106
2016-12-17,106
2016-12-18,106
2016-12-19,106
2016-12-20,109
2016-12-21,109
2016-12-22,109
2016-12-23,107
2016-12-24,107
2016-12-25,107
2016-12-26,106
2016-12-27,106
2016-12-28,106
2016-12-29,106
2016-12-30,106
2016-12-31,106
2017-01-01,106
2017-01-02,107
2017-01-03,107
2017-01-04,106
2017-01-05,106
2017-01-06,106
2017-01-07,107
2017-01-08,107
2017-01-09,105
2017-01-10,105
2017-01-11,104
2017-01-12,104
2017-01-13,107
2017-01-14,107
2017-01-15,106
2017-01-16,106
2017-01-17,106
2017-01-18,106
2017-01-19,106
2017-01-20,106
2017-01-21,106
2017-01-22,106
2017-01-23,106
2017-01-27,106
2017-01-28,106
2017-01-29,106
2017-01-30,106
2017-01-31,106
2017-02-01,106
2017-02-02,106
2017-02-03,106
2017-02-04,106
2017-02-05,106
2017-02-06,106
2017-02-07,106
2017-02-08,106
2017-02-09,106
2017-02-10,106
2017-02-11,106
2017-02-12,106
2017-02-13,106
2017-02-14,106
2017-02-15,106
2017-02-16,106
2017-02-18,106
2017-02-19,109
2017-02-20,109
2017-02-21,110
2017-02-22,110
2017-02-23,110
2017-02-24,109
2017-02-25,109
2017-02-26,109
2017-02-27,109
2017-02-28,110
2017-03-01,110
2017-03-02,111
2017-03-03,111
2017-03-04,108
2017-03-05,108
2017-03-06,109
2017-03-07,109
2017-03-08,109
2017-03-09,111
2017-03-10,111
2017-03-11,112
2017-03-12,112
2017-03-13,113
2017-03-14,113
2017-03-15,113
2017-03-16,113
2017-03-17,113
2017-03-18,113
2017-03-19,113
2017-03-20,113
2017-03-21,113
2017-03-22,111
2017-03-23,111
2017-03-24,111
2017-03-25,111
2017-03-26,111
2017-03-27,113
2017-03-28,113
2017-03-29,113
2017-03-30,113
2017-03-31,114
2017-04-01,114
2017-04-02,114
2017-04-03,113
2017-04-04,113
2017-04-12,114
2017-04-13,113
2017-04-14,113
2017-04-15,113
2017-04-16,113
2017-04-17,114
2017-04-18,114
2017-04-19,114
2017-04-20,114
2017-04-21,114
2017-04-22,114
2017-04-23,114
2017-04-24,115
2017-04-25,115
2017-04-26,118
2017-04-27,118
2017-04-28,120
2017-04-29,120
2017-04-30,122
2017-05-01,122
2017-05-02,122
2017-05-03,119
2017-05-04,119
2017-05-05,119
2017-05-06,119
2017-05-07,119
2017-05-08,118
2017-05-09,118
2017-05-10,120
2017-05-11,120
2017-05-12,120
2017-05-13,119
2017-05-14,119
2017-05-15,119
2017-05-16,119
2017-05-17,119
2017-05-18,119
2017-05-19,120
2017-05-20,120
2017-05-21,120
2017-05-22,120
2017-05-23,120
2017-05-24,120
2017-05-25,120
2017-05-26,120
2017-05-27,120
2017-05-28,120
2017-05-29,120
2017-05-30,120
2017-05-31,120
2017-06-01,120
2017-06-02,116
2017-06-03,116
2017-06-04,115
2017-06-05,115
2017-06-06,116
2017-06-07,116
2017-06-08,116
2017-06-09,116
2017-06-10,116
2017-06-11,117
2017-06-12,117
2017-06-13,117
2017-06-14,119
2017-06-15,119
2017-06-16,119
2017-06-17,120
2017-06-18,120
2017-06-19,120
2017-06-20,120
2017-06-21,120
2017-06-22,120
2017-06-23,120
2017-06-24,119
2017-06-25,119
2017-06-26,119
2017-06-27,120
2017-06-28,120
2017-06-29,120
2017-07-01,120
2017-07-02,120
2017-07-03,120
2017-07-04,120
2017-07-05,120
2017-07-06,122
2017-07-07,122
2017-07-08,122
2017-07-13,122
2017-07-14,122
2017-07-15,122
2017-07-16,122
2017-07-17,122
2017-07-18,122
2017-07-19,122
2017-07-20,122
2017-07-21,122
2017-07-22,122
2017-07-23,122
2017-07-24,122
2017-07-25,122
2017-07-26,122
2017-07-27,122
2017-07-28,122
2017-07-29,122
2017-07-30,123
2017-07-31,123
2017-08-01,123
2017-08-02,122
2017-08-03,122
2017-08-04,122
2017-08-05,123
2017-08-06,123
2017-08-07,123
2017-08-08,125
2017-08-09,125
2017-08-10,123
2017-08-11,123
2017-08-12,123
2017-08-13,123
2017-08-14,123
2017-08-15,123
2017-08-16,123
2017-08-17,123
2017-08-18,123
2017-08-19,123
2017-08-20,123
2017-08-21,119
2017-08-22,119
2017-08-23,114
2017-08-24,114
2017-08-25,114
2017-08-26,115
2017-08-27,115
2017-08-28,115
2017-08-29,115
2017-08-30,115
2017-08-31,115
2017-09-01,115
2017-09-02,115
2017-09-03,116
2017-09-04,116
2017-09-05,116
2017-09-06,116
2017-09-07,116
2017-09-08,116
2017-09-09,120
2017-09-10,120
2017-09-11,120
2017-09-12,117
2017-09-13,117
2017-09-14,111
2017-09-15,111
2017-09-16,111
2017-09-17,106
2017-09-18,106
2017-09-19,106
2017-09-20,109
2017-09-22,109
2017-09-23,106
2017-09-24,106
2017-09-25,108
2017-09-26,108
2017-09-27,108
2017-09-28,106
2017-09-29,106
2017-09-30,106
2017-10-01,106
2017-10-02,106
2017-10-03,106
2017-10-04,107
2017-10-05,107
2017-10-06,107
2017-10-07,107
2017-10-08,107
2017-10-09,107
2017-10-10,105
2017-10-11,105
2017-10-12,105
2017-10-13,106
2017-10-14,106
2017-10-15,106
2017-10-16,106
2017-10-17,106
2017-10-18,106
2017-10-19,107
2017-10-20,107
2017-10-21,107
2017-10-22,107
2017-10-23,107
2017-10-24,107
2017-10-25,105
2017-10-26,105
2017-10-27,105
2017-10-28,105
2017-10-29,107
2017-10-30,107
2017-10-31,107
2017-11-01,108
2017-11-02,108
2017-11-03,108
2017-11-04,107
2017-11-05,107
2017-11-06,107
2017-11-07,105
2017-11-08,105
2017-11-09,102
2017-11-10,102
2017-11-11,102
2017-11-12,101
2017-11-13,101
2017-11-14,101
2017-11-15,106
2017-11-16,106
2017-11-17,106
2017-11-18,106
2017-11-19,106
2017-11-20,106
2017-11-21,106
2017-11-22,106
2017-11-23,106
2017-11-24,105
2017-11-25,105
2017-11-26,105
2017-11-27,107
2017-11-28,107
2017-11-29,107
2017-11-30,111
2017-12-01,111
2017-12-02,111
2017-12-03,109
2017-12-04,109
2017-12-05,109
2017-12-06,107
2017-12-07,107
2017-12-08,107
2017-12-09,107
2017-12-10,107
2017-12-11,110
2017-12-12,110
2017-12-13,110
2017-12-14,109
2017-12-15,109
2017-12-16,108
2017-12-17,108
2017-12-18,110
2017-12-19,110
2017-12-20,110
2017-12-21,111
2017-12-22,111
2017-12-23,111
2017-12-24,111
2017-12-25,111
2017-12-26,112
2017-12-27,112
2017-12-28,112
2017-12-29,114
2017-12-30,114
2017-12-31,114
2018-01-01,114
2018-01-02,114
2018-01-03,114
2018-01-04,115
2018-01-05,115
2018-01-06,115
2018-01-07,115
2018-01-08,115
2018-01-09,115
2018-01-10,115
2018-01-11,115
2018-01-12,115
2018-01-13,115
2018-01-14,116
2018-01-15,116
2018-01-16,116
2018-01-17,116
2018-01-18,116
2018-01-19,116
2018-01-20,116
2018-01-21,117
2018-01-22,117
2018-01-23,117
2018-01-24,118
2018-01-25,118
2018-01-26,119
2018-01-27,119
2018-01-28,118
2018-01-29,118
2018-01-30,118
2018-01-31,119
2018-02-01,119
2018-02-02,114
2018-02-03,112
2018-02-04,112
2018-02-05,115
2018-02-06,115
2018-02-07,115
2018-02-08,115
2018-02-09,115
2018-02-10,115
2018-02-11,114
2018-02-12,114
2018-02-13,113
2018-02-14,113
2018-02-15,114
2018-02-16,114
2018-02-17,114
2018-02-18,114
2018-02-19,111
2018-02-20,111
2018-02-21,106
2018-02-22,106
2018-02-23,109
2018-02-24,109
2018-02-25,106
2018-02-26,106
2018-02-27,110
2018-02-28,110
2018-03-01,112
2018-03-02,112
2018-03-03,112
2018-03-04,112
2018-03-05,112
2018-03-06,112
2018-03-07,112
2018-03-08,112
2018-03-09,113
2018-03-10,113
2018-03-11,113
2018-03-12,113
2018-03-13,114
2018-03-14,114
2018-03-15,115
2018-03-16,115
2018-03-17,117
2018-03-18,117
2018-03-20,115
2018-03-21,115
2018-03-22,115
2018-03-23,115
2018-03-24,118
2018-03-25,117
2018-03-26,117
2018-03-27,116
2018-03-28,116
2018-03-29,117
2018-03-30,117
2018-03-31,116
2018-04-01,116
2018-04-02,115
2018-04-03,117
2018-04-04,117
2018-04-05,116
2018-04-06,116
2018-04-07,120
2018-04-08,120
2018-04-09,120
2018-04-10,120
2018-04-11,120
2018-04-12,121
2018-04-13,121
2018-04-14,125
2018-04-15,130
2018-04-16,130
2018-04-17,134
2018-04-18,134
2018-04-19,131
2018-04-20,131
2018-04-21,135
2018-04-22,135
2018-04-23,134
2018-04-24,134
2018-04-25,134
2018-04-26,134
2018-04-27,139
2018-04-28,139
2018-04-29,143
2018-04-30,143
2018-05-01,150
2018-05-02,150
2018-05-03,150
2018-05-04,153
2018-05-05,159
2018-05-06,159
2018-05-07,160
2018-05-08,160
2018-05-09,153
2018-05-10,153
2018-05-11,146
2018-05-12,139
2018-05-13,139
2018-05-14,138
2018-05-15,138
2018-05-16,141
2018-05-17,141
2018-05-18,141
2018-05-19,141
2018-05-20,141
2018-05-21,142
2018-05-22,142
2018-05-23,145
2018-05-24,145
2018-05-25,153
2018-05-26,161
2018-05-27,161
2018-05-28,170
2018-05-29,170
2018-05-30,179
2018-05-31,179
2018-06-01,184
2018-06-02,175
2018-06-03,175
2018-06-04,168
2018-06-05,160
2018-06-06,153
2018-06-07,153
2018-06-08,149
2018-06-09,149
2018-06-10,154
2018-06-11,154
2018-06-12,146
2018-06-13,139
2018-06-14,139
2018-06-15,133
2018-06-16,133
2018-06-17,129
2018-06-18,128
2018-06-19,128
2018-06-20,132
2018-06-21,134
2018-06-22,134
2018-06-23,140
2018-06-24,140
2018-06-25,135
2018-06-26,135
2018-06-27,133
2018-06-28,133
2018-06-29,134
2018-06-30,134
2018-07-01,139
2018-07-02,139
2018-07-03,137
2018-07-04,137
2018-07-05,134
2018-07-06,132
2018-07-07,132
2018-07-08,130
2018-07-09,134
2018-07-10,134
2018-07-11,132
2018-07-12,132
2018-07-13,138
2018-07-14,141
2018-07-15,141
2018-07-16,146
2018-07-17,154
2018-07-18,154
2018-07-19,154
2018-07-20,154
2018-07-21,152
2018-07-22,153
2018-07-23,154
2018-07-24,154
2018-07-25,154
2018-07-26,154
2018-07-27,155
2018-07-28,155
2018-07-29,157
2018-07-30,160
2018-07-31,168
2018-08-01,168
2018-08-02,177
2018-08-03,177
2018-08-04,186
2018-08-05,193
2018-08-06,193
2018-08-07,193
2018-08-08,203
2018-08-09,203
2018-08-10,213
2018-08-11,213
2018-08-12,224
2018-08-14,231
2018-08-16,233
2018-08-17,235
2018-08-18,235
2018-08-19,233
2018-08-20,225
2018-08-21,225
2018-08-22,233
2018-08-23,233
2018-08-24,234
2018-08-25,231
2018-08-26,231
2018-08-27,221
2018-08-28,213
2018-08-29,204
2018-08-30,198
2018-08-31,194
2018-09-01,192
2018-09-02,192
2018-09-03,191
2018-09-04,185
2018-09-05,191
2018-09-06,191
2018-09-07,191
2018-09-08,188
2018-09-09,188
2018-09-10,195
2018-09-11,195
2018-09-12,197
2018-09-13,197
2018-09-14,195
2018-09-15,200
2018-09-16,200
2018-09-17,204
2018-09-18,214
2018-09-19,214
2018-09-20,223
2018-09-21,223
2018-09-22,235
2018-09-23,225
2018-09-24,215
2018-09-25,215
2018-09-26,208
2018-09-27,208
2018-09-28,197
2018-09-29,189
2018-09-30,183
2018-10-01,177
2018-10-02,170
2018-10-03,171
2018-10-04,171
2018-10-05,174
2018-10-06,175
2018-10-07,175
2018-10-08,168
2018-10-09,163
2018-10-10,159
2018-10-11,152
2018-10-12,152
2018-10-13,149
2018-10-14,149
2018-10-15,141
2018-10-16,134
2018-10-17,128
2018-10-18,123
2018-10-19,116
2018-10-20,117
2018-10-21,121
2018-10-22,128
2018-10-23,128
2018-10-24,135
2018-10-25,135
2018-10-26,142
2018-10-27,150
2018-10-28,158
2018-10-29,158
2018-10-30,163
2018-10-31,168
2018-11-01,175
2018-11-03,192
2018-11-04,202
2018-11-05,206
2018-11-06,199
2018-11-07,195
2018-11-08,198
2018-11-09,207
2018-11-10,210
2018-11-11,212
2018-11-12,219
2018-11-13,224
2018-11-15,246
2018-11-16,257
2018-11-17,255
2018-11-18,244
2018-11-19,234
2018-11-20,222
2018-11-21,216
2018-11-22,206
2018-11-23,201
2018-11-24,194
2018-11-25,187
2018-11-26,191
2018-11-27,195
2018-11-28,197
2018-11-29,199
2018-12-01,214
2018-12-02,215
2018-12-03,208
2018-12-04,200
2018-12-05,190
2018-12-07,173
2018-12-09,156
2018-12-10,150
2018-12-11,146
2018-12-12,148
2018-12-13,144
2018-12-14,138
2018-12-15,134
2018-12-16,130
2018-12-17,134
2018-12-18,136
2018-12-19,137
2018-12-20,136
2018-12-21,140
2018-12-22,147
2018-12-23,146
2018-12-24,147
2018-12-25,150
2018-12-26,150
2018-12-27,144
2018-12-28,137
2018-12-29,130
2018-12-30,123
2018-12-31,116
2019-01-01,110
2019-01-02,104
2019-01-03,98
2019-01-04,99
2019-01-05,102
2019-01-06,101
2019-01-08,97
2019-01-10,89
2019-01-11,84
2019-01-12,83
2019-01-13,80
2019-01-14,78
2019-01-15,76
2019-01-16,79
2019-01-17,79
2019-01-18,78
2019-01-19,76
2019-01-20,73
2019-01-21,73
2019-01-22,77
2019-01-23,81
2019-01-24,86
2019-01-25,88
2019-01-26,85
2019-01-27,83
2019-01-28,79
2019-01-29,78
2019-01-30,78
2019-01-31,75
2019-02-01,72
2019-02-02,70
2019-02-03,72
2019-02-04,72
2019-02-05,74
2019-02-06,77
2019-02-07,81
2019-02-08,84
2019-02-09,88
2019-02-10,91
2019-02-11,87
2019-02-12,87
2019-02-13,86
2019-02-14,86
2019-02-15,88
2019-02-16,91
2019-02-17,89
2019-02-18,90
2019-02-19,92
2019-02-20,93
2019-02-21,93
2019-02-22,93
2019-02-23,94
2019-02-24,94
2019-02-25,94
2019-02-26,94
2019-02-27,93
2019-02-28,93
2019-03-01,97
2019-03-02,99
2019-03-03,97
2019-03-04,96
2019-03-05,97
2019-03-06,98
2019-03-07,98
2019-03-08,98
2019-03-09,97
2019-03-10,95
2019-03-11,93
2019-03-12,96
2019-03-13,96
2019-03-14,98
2019-03-15,97
2019-03-16,97
2019-03-17,98
2019-03-18,98
2019-03-19,97
2019-03-20,94
2019-03-21,93
2019-03-22,93
2019-03-23,97
2019-03-24,100
2019-03-25,100
2019-03-26,101
2019-03-27,101
2019-03-28,101
2019-03-29,101
2019-03-30,101
2019-03-31,100
2019-04-01,100
2019-04-02,99
2019-04-03,101
2019-04-04,101
2019-04-05,100
2019-04-06,100
2019-04-07,100
2019-04-08,102
2019-04-09,101
2019-04-10,98
2019-04-11,94
2019-04-12,90
2019-04-13,87
2019-04-14,85
2019-04-15,81
2019-04-16,77
2019-04-17,73
2019-04-18,71
2019-04-19,67
2019-04-20,66
2019-04-21,66
2019-04-22,67
2019-04-23,68
2019-04-24,68
2019-04-25,69
2019-04-26,68
2019-04-27,68
2019-04-28,70
2019-04-29,73
2019-04-30,71
2019-05-01,72
2019-05-02,75
2019-05-03,73
2019-05-04,72
2019-05-05,70
2019-05-06,69
2019-05-07,69
2019-05-08,71
2019-05-09,71
2019-05-10,72
2019-05-11,71
2019-05-12,71
2019-05-13,72
2019-05-14,70
2019-05-15,70
2019-05-16,68
2019-05-17,68
2019-05-18,69
2019-05-19,69
2019-05-20,71
2019-05-21,71
2019-05-22,73
2019-05-23,76
2019-05-24,74
2019-05-25,74
2019-05-26,78
2019-05-27,78
2019-05-28,81
2019-05-29,79
2019-05-30,79
2019-05-31,79
2019-06-01,82
2019-06-02,80
2019-06-03,82
2019-06-04,81
2019-06-05,78
2019-06-06,78
2019-06-07,77
2019-06-08,75
2019-06-09,74
2019-06-10,74
2019-06-11,76
2019-06-12,80
2019-06-13,83
2019-06-14,79
2019-06-15,79
2019-06-16,77
2019-06-17,74
2019-06-18,73
2019-06-19,70
2019-06-20,67
2019-06-21,67
2019-06-22,63
2019-06-23,62
2019-06-24,62
2019-06-25,60
2019-06-26,58
2019-06-27,56
2019-06-28,56
2019-06-29,58
2019-06-30,61
2019-07-01,61
2019-07-02,63
2019-07-03,63
2019-07-04,63
2019-07-05,64
2019-07-06,63
2019-07-07,64
2019-07-08,64
2019-07-09,63
2019-07-10,65
2019-07-11,65
2019-07-12,64
2019-07-13,64
2019-07-14,63
2019-07-15,63
2019-07-16,60
2019-07-17,58
2019-07-18,56
2019-07-19,54
2019-07-20,54
2019-07-21,53
2019-07-22,51
2019-07-23,50
2019-07-24,53
2019-07-25,56
2019-07-26,59
2019-07-27,62
2019-07-28,66
2019-07-29,69
2019-07-30,73
2019-07-31,76
2019-08-01,80
2019-08-02,83
2019-08-03,88
2019-08-04,93
2019-08-05,96
2019-08-06,100
2019-08-07,101
2019-08-08,100
2019-08-09,100
2019-08-10,99
2019-08-11,97
2019-08-12,99
2019-08-13,100
2019-08-14,104
2019-08-15,110
2019-08-16,116
2019-08-17,122
2019-08-18,129
2019-08-19,136
2019-08-20,143
2019-08-21,151
