date_obj,Saradomin%20robe%20top price
2019-04-05,160094
2019-04-06,160652
2019-04-07,164121
2019-04-08,166678
2019-04-09,168676
2019-04-10,165678
2019-04-11,161704
2019-04-12,158402
2019-04-13,150630
2019-04-14,143263
2019-04-15,136716
2019-04-16,129989
2019-04-17,123489
2019-04-18,117744
2019-04-19,112736
2019-04-20,108393
2019-04-21,103979
2019-04-22,99729
2019-04-23,96114
2019-04-24,92745
2019-04-25,89436
2019-04-26,87451
2019-04-27,87502
2019-04-28,86400
2019-04-29,86325
2019-04-30,85817
2019-05-01,87011
2019-05-02,86689
2019-05-03,87392
2019-05-04,87637
2019-05-05,90437
2019-05-06,91758
2019-05-07,95184
2019-05-08,99505
2019-05-09,104437
2019-05-10,109659
2019-05-11,114817
2019-05-12,120558
2019-05-13,126575
2019-05-14,132904
2019-05-15,139432
2019-05-16,146192
2019-05-17,152214
2019-05-18,154684
2019-05-19,155337
2019-05-20,155863
2019-05-21,157611
2019-05-22,160821
2019-05-23,168863
2019-05-24,177176
2019-05-25,185949
2019-05-26,191846
2019-05-27,195439
2019-05-28,203335
2019-05-29,199978
2019-05-30,193826
2019-05-31,192061
2019-06-01,191934
2019-06-02,191834
2019-06-03,198646
2019-06-04,204485
2019-06-05,205522
2019-06-06,205689
2019-06-07,201060
2019-06-08,196849
2019-06-09,196503
2019-06-10,196503
2019-06-11,194609
2019-06-12,194999
2019-06-13,194790
2019-06-14,193074
2019-06-15,193248
2019-06-16,194240
2019-06-17,192861
2019-06-18,192713
2019-06-19,193274
2019-06-20,193345
2019-06-21,191893
2019-06-22,183745
2019-06-23,174557
2019-06-24,165829
2019-06-25,159570
2019-06-26,156042
2019-06-27,156273
2019-06-28,156329
2019-06-29,157357
2019-06-30,158177
2019-07-01,157648
2019-07-02,157672
2019-07-03,157971
2019-07-04,156955
2019-07-05,157034
2019-07-06,157637
2019-07-07,156848
2019-07-08,152246
2019-07-09,148006
2019-07-10,144403
2019-07-11,140320
2019-07-12,138765
2019-07-13,139588
2019-07-14,140529
2019-07-15,141557
2019-07-16,139392
2019-07-17,142792
2019-07-18,144578
2019-07-19,145066
2019-07-20,146511
2019-07-21,150242
2019-07-22,152334
2019-07-23,149916
2019-07-24,153014
2019-07-25,153850
2019-07-26,155934
2019-07-27,157601
2019-07-28,159186
2019-07-29,161120
2019-07-30,159499
2019-07-31,156170
2019-08-01,160584
2019-08-02,162245
2019-08-03,164524
2019-08-04,167433
2019-08-05,169411
2019-08-06,173362
2019-08-07,179239
2019-08-08,182806
2019-08-09,187126
2019-08-10,190695
2019-08-11,189104
2019-08-12,184848
2019-08-13,179929
2019-08-14,176317
2019-08-15,174616
2019-08-16,176713
2019-08-17,178857
2019-08-18,178475
2019-08-19,178531
2019-08-20,180049
2019-08-21,178070
2019-08-22,178279
2019-08-23,176786
2019-08-24,177090
2019-08-24,177090
2019-08-25,178339
2019-08-25,178339
2019-08-26,175371
2019-08-26,175371
2019-08-27,175754
2019-08-27,175754
2019-08-28,175948
2019-08-29,178708
2019-08-30,183470
2019-08-31,187128
2019-09-01,190951
2019-09-02,193354
2019-09-03,198071
2019-09-04,200247
2019-09-05,199872
2019-09-06,202646
2019-09-07,207312
2019-09-08,210083
2019-09-09,212011
2019-09-10,212187
2019-09-11,215698
2019-09-12,214719
2019-09-13,218651
2019-09-14,216719
2019-09-15,210996
2019-09-16,208163
2019-09-17,206344
2019-09-18,204190
2019-09-19,202710
2019-09-20,201567
2019-09-21,201679
2019-09-22,204822
2019-09-23,200883
2019-09-24,200883
2019-09-25,196193
2019-09-26,190862
2019-09-27,189293
2019-09-28,190124
2019-09-29,190162
2019-09-30,190078
2019-10-01,188870
2019-10-02,188580
2019-10-03,190407
2019-10-04,197383
2019-10-05,203164
2019-10-06,210040
2019-10-07,213338
2019-10-08,216601
2019-10-09,216601
2019-10-10,218314
2019-10-11,217106
2019-10-12,217533
2019-10-13,217373
2019-10-14,216534
2019-10-15,218035
2019-10-16,216434
2019-10-17,216434
2019-10-18,217184
2019-10-19,218413
2019-10-20,217943
2019-10-21,216506
2019-10-22,215838
2019-10-23,213978
2019-10-24,209782
2019-10-25,209324
2019-10-26,207391
2019-10-27,205030
2019-10-28,201920
2019-10-29,201920
2019-10-30,198294
2019-10-31,196748
2019-11-01,194079
2019-11-02,191210
2019-11-03,189251
2019-11-04,187827
2019-11-05,183843
2019-11-06,184204
2019-11-07,183582
2019-11-08,181914
2019-11-09,182273
2019-11-10,183121
2019-11-11,188590
2019-11-12,195545
2019-11-13,199028
2019-11-14,204592
2019-11-15,202174
2019-11-16,196228
2019-11-17,196228
2019-11-18,191542
2019-11-19,190804
2019-11-20,192144
2019-11-21,192144
2019-11-22,191429
2019-11-23,191791
2019-11-24,192417
2019-11-25,193478
2019-11-26,193159
2019-11-27,193159
2019-11-28,192561
2019-11-29,191977
2019-11-30,196004
2019-12-01,193626
2019-12-02,198189
2019-12-03,203386
2019-12-04,213339
2019-12-05,220702
2019-12-06,229462
2019-12-07,240521
2019-12-08,245109
2019-12-09,247981
2019-12-10,251864
2019-12-11,258241
2019-12-12,264349
2019-12-13,270546
2019-12-14,279931
2019-12-15,290172
2019-12-16,294488
2019-12-17,295090
2019-12-18,292805
2019-12-19,289984
2019-12-20,292310
2019-12-21,294884
2019-12-22,295339
2019-12-23,300049
2019-12-24,306843
2019-12-25,309742
2019-12-26,308464
2019-12-27,315447
2019-12-28,320094
2019-12-29,320652
2019-12-30,324966
2019-12-31,324061
2020-01-01,322430
2020-01-02,316432
2020-01-03,314593
2020-01-04,311264
2020-01-05,306803
2020-01-06,303227
2020-01-07,304931
2020-01-08,301929
2020-01-09,303290
2020-01-10,307153
2020-01-11,305440
2020-01-12,308617
2020-01-13,308617
2020-01-14,309072
2020-01-15,313502
2020-01-16,317168
2020-01-17,312908
2020-01-18,313028
2020-01-19,317993
2020-01-20,318638
2020-01-21,318654
2020-01-22,316034
2020-01-23,312734
2020-01-24,314642
2020-01-25,312413
2020-01-26,311759
2020-01-27,308390
2020-01-28,302790
2020-01-29,298319
2020-01-30,298139
2020-01-31,296436
2020-02-01,293804
2020-02-02,295443
2020-02-03,292444
2020-02-04,294875
2020-02-05,294841
2020-02-06,293520
2020-02-07,292951
2020-02-08,289825
2020-02-09,282287
2020-02-10,283047
2020-02-11,281614
2020-02-12,275879
2020-02-13,271969
2020-02-14,269322
2020-02-15,267829
2020-02-16,260036
2020-02-17,255789
2020-02-18,256066
2020-02-19,257078
2020-02-20,254972
2020-02-21,254972
2020-02-22,253234
2020-02-23,246548
2020-02-24,243064
2020-02-25,240491
2020-02-26,235593
2020-02-27,236558
2020-02-28,233725
2020-02-29,233725
2020-03-01,233885
2020-03-02,237121
2020-03-03,233836
2020-03-04,229903
2020-03-05,227316
2020-03-06,223525
2020-03-07,222762
2020-03-08,221209
2020-03-09,219379
2020-03-10,218997
2020-03-11,218391
2020-03-12,218808
2020-03-13,216578
2020-03-14,218958
2020-03-15,218800
2020-03-16,218076
2020-03-17,218562
2020-03-18,218804
2020-03-19,218544
2020-03-20,215154
2020-03-21,216140
2020-03-22,213974
2020-03-23,209243
2020-03-24,208096
2020-03-25,211517
2020-03-26,219441
2020-03-27,224667
2020-03-28,230684
2020-03-29,237328
2020-03-30,240363
2020-03-31,239793
2020-04-01,236804
2020-04-02,236042
2020-04-03,241904
2020-04-04,245491
2020-04-05,253012
2020-04-06,257368
2020-04-07,261407
2020-04-08,268585
2020-04-09,272777
2020-04-10,275145
2020-04-11,273782
2020-04-12,278825
2020-04-13,283953
2020-04-14,287893
2020-04-15,294772
2020-04-16,299964
2020-04-17,304297
2020-04-18,309482
2020-04-19,314102
2020-04-20,321594
2020-04-21,325139
2020-04-22,328928
2020-04-23,328737
2020-04-24,332770
2020-04-25,339378
2020-04-26,337372
2020-04-27,340080
2020-04-28,344476
2020-04-29,347084
2020-04-30,346635
2020-05-01,346496
2020-05-02,344897
2020-05-03,340294
2020-05-04,330315
2020-05-05,323399
2020-05-06,316962
2020-05-07,317452
2020-05-08,318698
2020-05-09,320298
2020-05-10,321822
2020-05-11,322704
2020-05-12,320768
2020-05-13,320369
