date_obj,Papaya%20tree%20seed price
2015-12-07,12005
2015-12-08,11644
2015-12-09,11973
2015-12-10,11653
2015-12-11,11241
2015-12-12,10748
2015-12-13,10297
2015-12-14,9858
2015-12-15,9689
2015-12-16,9566
2015-12-17,9392
2015-12-18,9401
2015-12-19,9473
2015-12-20,9668
2015-12-21,9609
2015-12-22,9534
2015-12-23,9486
2015-12-24,9366
2015-12-25,8986
2015-12-26,8547
2015-12-27,8257
2015-12-28,8168
2015-12-29,7886
2015-12-30,8105
2015-12-31,8242
2016-01-01,8444
2016-01-02,8556
2016-01-03,8507
2016-01-04,8341
2016-01-05,8417
2016-01-06,8492
2016-01-07,8708
2016-01-08,8934
2016-01-09,9162
2016-01-10,9073
2016-01-11,8824
2016-01-12,8950
2016-01-13,9395
2016-01-14,9774
2016-01-15,9757
2016-01-16,9791
2016-01-17,10072
2016-01-18,10456
2016-01-19,10285
2016-01-20,10444
2016-01-21,10675
2016-01-22,10764
2016-01-23,10603
2016-01-24,10160
2016-01-25,9673
2016-01-26,9256
2016-01-27,9190
2016-01-28,9168
2016-01-29,8945
2016-01-30,8669
2016-01-31,8774
2016-02-01,8877
2016-02-02,9225
2016-02-03,9404
2016-02-04,9499
2016-02-05,9384
2016-02-06,9155
2016-02-07,9166
2016-02-08,9423
2016-02-09,9373
2016-02-10,9487
2016-02-11,9562
2016-02-12,9699
2016-02-13,9738
2016-02-14,9946
2016-02-15,10000
2016-02-16,10063
2016-02-17,9780
2016-02-18,9460
2016-02-19,9205
2016-02-20,9209
2016-02-21,9138
2016-02-22,9476
2016-02-23,9662
2016-02-24,9833
2016-02-25,9978
2016-02-26,9856
2016-02-27,9375
2016-02-28,9020
2016-02-29,9117
2016-03-01,9317
2016-03-02,8983
2016-03-03,9238
2016-03-04,9426
2016-03-05,9477
2016-03-06,9516
2016-03-07,9495
2016-03-08,9434
2016-03-09,9621
2016-03-10,9464
2016-03-11,9436
2016-03-12,9592
2016-03-13,9711
2016-03-14,9660
2016-03-15,9567
2016-03-16,9649
2016-03-17,9654
2016-03-18,9497
2016-03-19,9102
2016-03-20,9006
2016-03-21,9083
2016-03-22,9230
2016-03-23,9229
2016-03-24,9496
2016-03-25,9588
2016-03-26,9549
2016-03-27,9276
2016-03-28,9299
2016-03-29,9446
2016-03-30,9411
2016-03-31,9364
2016-04-01,9322
2016-04-02,9329
2016-04-03,9403
2016-04-04,9523
2016-04-05,9427
2016-04-06,9413
2016-04-07,9599
2016-04-08,9415
2016-04-09,9095
2016-04-10,8951
2016-04-11,8739
2016-04-12,8819
2016-04-13,9031
2016-04-14,8980
2016-04-15,8986
2016-04-16,8904
2016-04-17,8708
2016-04-18,8486
2016-04-19,8591
2016-04-20,8554
2016-04-21,8304
2016-04-22,8297
2016-04-23,8477
2016-04-24,8579
2016-04-25,8723
2016-04-26,8781
2016-04-27,8946
2016-04-28,8891
2016-04-29,8876
2016-04-30,8690
2016-05-01,8432
2016-05-02,8166
2016-05-03,7821
2016-05-04,7695
2016-05-05,7864
2016-05-06,7470
2016-05-07,7554
2016-05-08,7283
2016-05-09,7309
2016-05-10,7247
2016-05-11,7223
2016-05-12,7030
2016-05-13,6793
2016-05-14,6760
2016-05-15,6433
2016-05-16,6334
2016-05-17,6582
2016-05-18,6910
2016-05-19,7229
2016-05-22,7474
2016-05-23,7701
2016-05-24,7903
2016-05-25,8240
2016-05-26,8422
2016-05-27,8489
2016-05-28,8298
2016-05-29,8059
2016-05-30,7661
2016-05-31,7745
2016-06-01,8028
2016-06-02,8122
2016-06-03,8283
2016-06-04,8367
2016-06-05,8210
2016-06-06,8230
2016-06-07,8313
2016-06-08,8589
2016-06-09,8661
2016-06-10,8846
2016-06-11,9204
2016-06-12,9499
2016-06-13,9766
2016-06-14,9856
2016-06-15,9564
2016-06-16,9780
2016-06-17,9899
2016-06-18,9859
2016-06-19,10010
2016-06-20,10160
2016-06-21,10364
2016-06-22,10265
2016-06-23,10727
2016-06-24,11163
2016-06-25,11321
2016-06-26,11522
2016-06-27,11799
2016-06-28,12158
2016-06-29,12494
2016-06-30,12895
2016-07-01,13336
2016-07-02,13931
2016-07-03,14305
2016-07-04,14332
2016-07-05,14280
2016-07-06,14211
2016-07-07,14647
2016-07-08,14754
2016-07-09,14111
2016-07-10,13405
2016-07-11,12734
2016-07-12,12097
2016-07-13,11492
2016-07-14,11179
2016-07-15,11542
2016-07-16,11891
2016-07-17,12251
2016-07-18,12361
2016-07-23,13869
2016-07-24,14463
2016-07-25,15148
2016-07-26,15297
2016-07-27,15886
2016-07-28,15914
2016-07-29,15380
2016-07-30,15164
2016-07-31,14928
2016-08-01,14554
2016-08-02,14906
2016-08-03,14976
2016-08-04,14586
2016-08-05,14094
2016-08-06,14088
2016-08-07,13519
2016-08-08,12917
2016-08-09,12384
2016-08-10,11953
2016-08-11,11357
2016-08-12,10945
2016-08-13,10808
2016-08-14,11199
2016-08-15,11495
2016-08-16,11836
2016-08-17,11931
2016-08-18,11846
2016-08-19,12037
2016-08-20,12412
2016-08-21,12876
2016-08-22,12811
2016-08-23,12915
2016-08-24,12698
2016-08-25,12236
2016-08-26,12072
2016-08-28,11128
2016-08-31,10718
2016-09-01,11240
2016-09-02,11676
2016-09-03,12164
2016-09-04,12346
2016-09-05,12363
2016-09-06,12849
2016-09-07,13088
2016-09-08,12966
2016-09-09,12579
2016-09-10,13022
2016-09-11,13661
2016-09-12,14317
2016-09-13,15033
2016-09-14,15785
2016-09-15,16575
2016-09-16,17404
2016-09-17,18184
2016-09-18,19092
2016-09-19,20047
2016-09-20,21050
2016-09-21,22103
2016-09-22,23207
2016-09-23,22548
2016-09-24,22815
2016-09-25,23496
2016-09-26,24050
2016-09-27,24713
2016-09-28,24951
2016-09-29,24469
2016-09-30,23595
2016-10-01,22415
2016-10-02,21294
2016-10-03,20229
2016-10-04,19481
2016-10-05,20171
2016-10-06,20418
2016-10-07,19539
2016-10-08,18711
2016-10-09,17781
2016-10-10,16936
2016-10-11,16413
2016-10-12,16670
2016-10-13,17060
2016-10-14,17295
2016-10-15,17934
2016-10-16,17950
2016-10-17,17895
2016-10-18,17886
2016-10-19,18013
2016-10-20,18385
2016-10-21,18287
2016-10-22,18430
2016-10-23,17684
2016-10-24,17063
2016-10-25,16981
2016-10-26,16279
2016-10-27,15590
2016-10-28,15082
2016-10-29,14603
2016-10-30,14489
2016-10-31,14175
2016-11-01,13839
2016-11-02,13446
2016-11-03,12851
2016-11-04,12482
2016-11-05,12695
2016-11-06,13111
2016-11-07,13366
2016-11-08,12947
2016-11-09,12958
2016-11-10,13112
2016-11-11,13348
2016-11-12,13165
2016-11-13,12743
2016-11-14,12848
2016-12-07,14134
2016-12-08,14235
2016-12-09,13801
2016-12-10,13380
2016-12-11,13045
2016-12-12,12772
2016-12-13,12947
2016-12-14,13040
2016-12-15,13169
2016-12-16,13131
2016-12-17,13252
2016-12-18,13140
2016-12-19,12855
2016-12-20,13004
2016-12-21,12619
2016-12-22,12289
2016-12-23,11733
2016-12-24,11361
2016-12-25,10955
2016-12-26,10438
2016-12-27,10157
2016-12-28,10201
2016-12-29,10364
2016-12-30,10248
2016-12-31,10219
2017-01-01,10129
2017-01-02,10338
2017-01-03,10623
2017-01-04,10486
2017-01-05,10046
2017-01-06,9971
2017-01-07,9739
2017-01-08,9577
2017-01-09,9766
2017-01-10,9769
2017-01-11,9793
2017-01-12,9819
2017-01-13,9475
2017-01-14,9232
2017-01-15,8770
2017-01-16,8331
2017-01-17,8294
2017-01-18,8624
2017-01-19,8814
2017-01-20,8885
2017-01-21,8999
2017-01-22,9052
2017-01-27,8618
2017-01-28,8731
2017-01-29,8835
2017-01-30,9160
2017-01-31,9212
2017-02-01,9352
2017-02-02,9502
2017-02-03,9584
2017-02-04,9644
2017-02-05,9717
2017-02-06,9875
2017-02-07,9774
2017-02-08,9677
2017-02-09,9482
2017-02-10,9586
2017-02-11,9448
2017-02-12,9161
2017-02-13,9187
2017-02-14,9152
2017-02-15,8991
2017-02-16,9019
2017-02-18,8877
2017-02-19,8606
2017-02-20,8415
2017-02-21,8670
2017-02-22,8547
2017-02-23,8698
2017-02-24,8646
2017-02-25,8649
2017-02-26,8633
2017-02-27,8697
2017-02-28,8915
2017-03-01,9061
2017-03-02,9081
2017-03-03,8965
2017-03-04,8649
2017-03-05,8449
2017-03-06,8193
2017-03-07,8105
2017-03-08,8264
2017-03-09,8189
2017-03-10,7846
2017-03-11,7484
2017-03-12,7214
2017-03-13,7260
2017-03-14,7305
2017-03-15,7416
2017-03-16,7491
2017-03-17,7424
2017-03-18,7491
2017-03-19,7497
2017-03-20,7450
2017-03-21,7270
2017-03-22,7092
2017-03-23,6838
2017-03-24,6699
2017-03-25,6580
2017-03-26,6741
2017-03-27,6974
2017-03-28,7019
2017-03-29,6942
2017-03-30,7059
2017-03-31,7165
2017-04-01,7239
2017-04-02,7239
2017-04-03,7320
2017-04-04,7389
2017-04-12,6423
2017-04-13,6255
2017-04-14,6310
2017-04-15,6365
2017-04-16,6368
2017-04-17,6405
2017-04-18,6424
2017-04-19,6459
2017-04-20,6457
2017-04-21,6360
2017-04-22,6239
2017-04-23,6162
2017-04-24,6216
2017-04-25,6154
2017-04-26,6097
2017-04-27,6254
2017-04-28,6251
2017-04-29,6212
2017-04-30,6198
2017-05-01,6178
2017-05-02,6196
2017-05-03,6108
2017-05-04,6001
2017-05-05,5845
2017-05-06,5703
2017-05-07,5601
2017-05-08,5405
2017-05-09,5338
2017-05-10,5429
2017-05-11,5410
2017-05-12,5402
2017-05-13,5248
2017-05-14,5229
2017-05-15,5229
2017-05-16,5230
2017-05-17,5238
2017-05-18,5250
2017-05-19,5244
2017-05-20,5274
2017-05-21,5222
2017-05-22,5218
2017-05-23,5331
2017-05-24,5386
2017-05-25,5336
2017-05-26,5405
2017-05-27,5469
2017-05-28,5558
2017-05-29,5606
2017-05-30,5860
2017-05-31,6123
2017-06-01,6382
2017-06-02,6656
2017-06-03,6798
2017-06-06,7064
2017-06-07,7400
2017-06-08,7770
2017-06-09,8157
2017-06-10,8564
2017-06-11,8844
2017-06-12,8795
2017-06-13,8634
2017-06-14,8520
2017-06-15,8596
2017-06-16,8638
2017-06-17,8721
2017-06-18,8847
2017-06-19,8814
2017-06-20,8983
2017-06-21,9353
2017-06-22,9395
2017-06-23,9509
2017-06-24,9610
2017-06-25,9753
2017-06-26,10003
2017-06-27,10418
2017-06-28,10939
2017-06-29,11286
2017-06-30,11705
2017-07-01,11897
2017-07-02,12124
2017-07-03,12253
2017-07-04,12359
2017-07-05,12444
2017-07-06,12460
2017-07-07,12525
2017-07-08,12612
2017-07-13,12522
2017-07-14,12411
2017-07-15,11816
2017-07-16,11332
2017-07-17,11146
2017-07-18,11121
2017-07-19,11087
2017-07-20,10895
2017-07-21,10967
2017-07-22,10896
2017-07-23,10941
2017-07-24,10930
2017-07-25,10837
2017-07-26,10921
2017-07-27,10967
2017-07-28,10972
2017-07-29,10909
2017-07-30,10799
2017-07-31,10759
2017-08-01,10805
2017-08-02,10866
2017-08-03,10879
2017-08-04,10856
2017-08-05,10892
2017-08-06,10775
2017-08-09,10368
2017-08-10,10412
2017-08-11,10281
2017-08-12,10355
2017-08-13,10234
2017-08-14,10174
2017-08-15,10177
2017-08-17,9920
2017-08-18,9639
2017-08-19,9695
2017-08-20,9764
2017-08-21,9866
2017-08-22,9730
2017-08-23,9625
2017-08-24,9673
2017-08-25,9643
2017-08-26,9578
2017-08-27,9478
2017-08-28,9344
2017-08-29,9046
2017-08-30,8773
2017-08-31,8537
2017-09-01,8629
2017-09-02,8561
2017-09-03,8600
2017-09-04,8635
2017-09-05,8744
2017-09-06,8764
2017-09-07,8733
2017-09-08,8808
2017-09-09,8849
2017-09-10,8816
2017-09-11,8795
2017-09-12,8733
2017-09-13,8630
2017-09-14,8448
2017-09-15,8373
2017-09-16,8453
2017-09-17,8419
2017-09-19,8456
2017-09-20,8398
2017-09-21,8273
2017-09-22,8205
2017-09-23,8161
2017-09-24,8145
2017-09-25,8060
2017-09-26,7920
2017-09-27,7905
2017-09-28,7872
2017-09-29,7872
2017-09-30,7807
2017-10-01,7829
2017-10-02,7858
2017-10-03,7944
2017-10-04,7966
2017-10-05,8020
2017-10-06,8136
2017-10-07,8220
2017-10-08,8412
2017-10-09,8615
2017-10-10,8967
2017-10-11,9185
2017-10-12,9541
2017-10-13,9568
2017-10-14,9532
2017-10-15,9434
2017-10-16,9160
2017-10-17,9009
2017-10-18,8902
2017-10-19,8796
2017-10-20,8659
2017-10-21,8565
2017-10-22,8568
2017-10-23,8443
2017-10-24,8486
2017-10-25,8436
2017-10-26,8325
2017-10-27,8154
2017-10-28,8078
2017-10-29,8004
2017-10-30,8015
2017-10-31,8089
2017-11-01,8115
2017-11-02,8105
2017-11-03,8155
2017-11-04,8172
2017-11-05,8212
2017-11-06,8236
2017-11-07,8259
2017-11-08,8143
2017-11-09,8312
2017-11-10,8366
2017-11-11,8599
2017-11-12,8781
2017-11-13,8883
2017-11-14,8932
2017-11-15,8868
2017-11-16,8716
2017-11-17,8475
2017-11-18,8331
2017-11-19,8308
2017-11-20,8266
2017-11-21,8290
2017-11-22,8283
2017-11-23,8365
2017-11-24,8042
2017-11-25,7738
2017-11-26,7535
2017-11-27,7613
2017-11-28,7715
2017-11-29,7591
2017-11-30,7297
2017-12-01,7329
2017-12-02,7323
2017-12-03,7072
2017-12-04,6804
2017-12-05,6774
2017-12-06,6793
2017-12-07,6771
2017-12-08,6539
2017-12-09,6289
2017-12-10,6340
2017-12-11,6423
2017-12-12,6425
2017-12-14,6330
2017-12-15,6212
2017-12-16,6147
2017-12-17,5958
2017-12-18,5982
2017-12-19,5930
2017-12-20,5913
2017-12-21,5858
2017-12-22,5819
2017-12-23,5846
2017-12-24,5760
2017-12-25,5756
2017-12-26,5713
2017-12-27,5777
2017-12-28,5804
2017-12-29,5836
2017-12-30,5891
2017-12-31,5938
2018-01-01,5943
2018-01-02,5951
2018-01-03,5816
2018-01-04,5772
2018-01-05,5629
2018-01-06,5629
2018-01-07,5592
2018-01-08,5604
2018-01-09,5692
2018-01-10,5688
2018-01-11,5720
2018-01-12,5680
2018-01-13,5621
2018-01-14,5504
2018-01-15,5456
2018-01-16,5374
2018-01-17,5426
2018-01-18,5544
2018-01-19,5558
2018-01-20,5553
2018-01-21,5567
2018-01-22,5567
2018-01-23,5646
2018-01-24,5684
2018-01-25,5743
2018-01-26,5788
2018-01-27,5841
2018-01-28,5950
2018-01-29,6091
2018-01-31,6260
2018-02-01,6414
2018-02-02,6555
2018-02-03,6752
2018-02-04,6787
2018-02-05,6740
2018-02-06,6566
2018-02-07,6576
2018-02-08,6553
2018-02-09,6570
2018-02-10,6536
2018-02-11,6599
2018-02-12,6767
2018-02-13,7090
2018-02-14,7412
2018-02-15,7783
2018-02-16,8173
2018-02-17,8581
2018-02-18,8982
2018-02-19,8922
2018-02-20,9096
2018-02-21,9274
2018-02-22,9533
2018-02-23,9930
2018-02-24,10062
2018-02-25,10109
2018-02-26,10146
2018-02-27,10045
2018-03-01,10777
2018-03-02,10970
2018-03-03,10583
2018-03-04,10431
2018-03-05,10584
2018-03-06,10563
2018-03-07,10278
2018-03-08,10075
2018-03-09,10132
2018-03-10,10213
2018-03-11,10248
2018-03-12,10363
2018-03-13,10416
2018-03-14,10515
2018-03-15,10564
2018-03-16,10549
2018-03-17,10336
2018-03-18,10492
2018-03-19,10642
2018-03-20,10736
2018-03-21,10995
2018-03-23,11206
2018-03-24,11260
2018-03-26,11495
2018-03-27,11601
2018-03-28,11836
2018-03-29,12192
2018-03-30,12606
2018-03-31,12789
2018-04-01,13021
2018-04-02,13388
2018-04-03,13637
2018-04-04,13925
2018-04-05,14113
2018-04-06,14496
2018-04-08,14829
2018-04-09,14925
2018-04-10,14701
2018-04-11,14284
2018-04-12,13722
2018-04-13,13226
2018-04-14,12642
2018-04-15,12087
2018-04-16,12115
2018-04-17,12262
2018-04-18,12365
2018-04-19,12414
2018-04-20,12598
2018-04-21,12771
2018-04-22,12872
2018-04-23,13012
2018-04-24,13213
2018-04-25,13259
2018-04-26,13408
2018-04-27,13390
2018-04-28,13509
2018-04-29,13599
2018-04-30,13635
2018-05-01,13694
2018-05-02,13784
2018-05-04,14005
2018-05-05,14016
2018-05-06,13746
2018-05-07,13064
2018-05-08,12410
2018-05-09,11969
2018-05-10,11716
2018-05-11,11458
2018-05-12,11582
2018-05-13,12053
2018-05-14,12218
2018-05-15,12176
2018-05-16,12353
2018-05-17,12352
2018-05-18,12601
2018-05-19,12726
2018-05-20,12747
2018-05-21,12793
2018-05-22,12870
2018-05-23,12834
2018-05-24,12897
2018-05-25,13006
2018-05-26,13130
2018-05-27,13145
2018-05-28,12755
2018-05-29,12120
2018-05-30,11515
2018-05-31,10946
2018-06-01,10795
2018-06-02,10456
2018-06-03,9973
2018-06-04,9537
2018-06-05,9542
2018-06-06,9376
2018-06-07,9092
2018-06-08,8658
2018-06-09,8526
2018-06-10,8569
2018-06-11,8402
2018-06-12,8441
2018-06-13,8565
2018-06-14,8723
2018-06-15,8516
2018-06-16,8191
2018-06-17,8021
2018-06-18,8069
2018-06-19,8369
2018-06-20,8425
2018-06-21,8608
2018-06-22,8705
2018-06-23,8784
2018-06-24,9068
2018-06-25,9522
2018-06-26,9999
2018-06-27,10497
2018-06-28,11009
2018-06-29,10854
2018-06-30,11180
2018-07-01,11127
2018-07-02,11259
2018-07-03,10854
2018-07-04,10643
2018-07-05,10723
2018-07-06,10712
2018-07-07,10657
2018-07-08,10208
2018-07-09,9832
2018-07-10,10089
2018-07-11,9981
2018-07-12,9772
2018-07-13,9815
2018-07-14,9526
2018-07-15,9175
2018-07-16,8970
2018-07-17,8963
2018-07-18,8892
2018-07-19,8987
2018-07-20,8785
2018-07-21,8422
2018-07-22,8011
2018-07-23,7881
2018-07-24,8133
2018-07-25,8172
2018-07-26,8295
2018-07-27,8444
2018-07-28,8460
2018-07-29,8495
2018-07-30,8551
2018-07-31,8774
2018-08-01,9036
2018-08-02,9136
2018-08-03,9186
2018-08-04,9284
2018-08-05,9374
2018-08-06,9427
2018-08-07,9156
2018-08-08,8753
2018-08-09,8528
2018-08-10,8542
2018-08-11,8609
2018-08-12,8663
2018-08-14,9061
2018-08-16,9313
2018-08-17,9469
2018-08-18,9692
2018-08-19,9788
2018-08-20,10088
2018-08-21,10394
2018-08-22,10667
2018-08-23,11031
2018-08-24,11214
2018-08-25,11373
2018-08-26,11604
2018-08-27,11853
2018-08-28,12161
2018-08-29,12436
2018-08-30,12748
2018-08-31,12652
2018-09-01,12690
2018-09-02,12783
2018-09-03,12955
2018-09-04,13082
2018-09-05,13134
2018-09-06,13288
2018-09-07,13032
2018-09-08,12954
2018-09-09,12909
2018-09-10,12754
2018-09-11,12807
2018-09-12,12919
2018-09-13,13157
2018-09-14,13273
2018-09-15,13012
2018-09-16,12468
2018-09-17,12261
2018-09-18,12399
2018-09-19,12545
2018-09-20,12634
2018-09-21,12731
2018-09-22,12667
2018-09-23,12782
2018-09-24,13125
2018-09-25,13357
2018-09-26,13577
2018-09-27,13932
2018-09-28,14075
2018-09-29,14189
2018-09-30,14256
2018-10-02,14139
2018-10-03,13732
2018-10-04,13170
2018-10-05,12819
2018-10-06,12451
2018-10-07,12263
2018-10-08,12350
2018-10-09,12526
2018-10-10,12802
2018-10-11,12906
2018-10-12,13086
2018-10-13,13259
2018-10-14,13198
2018-10-15,13280
2018-10-16,13358
2018-10-17,13326
2018-10-18,13311
2018-10-19,13188
2018-10-20,12649
2018-10-21,12583
2018-10-22,12649
2018-10-23,12646
2018-10-24,12324
2018-10-25,12045
2018-10-26,12041
2018-10-27,11895
2018-10-28,11530
2018-10-29,11289
2018-10-30,10946
2018-10-31,10853
2018-11-01,10381
2018-11-03,9904
2018-11-04,9748
2018-11-05,9682
2018-11-06,9566
2018-11-07,9460
2018-11-08,9534
2018-11-09,9516
2018-11-10,9440
2018-11-11,9366
2018-11-12,9274
2018-11-13,9085
2018-11-15,9069
2018-11-16,9206
2018-11-17,9232
2018-11-18,9219
2018-11-19,9138
2018-11-20,8804
2018-11-21,8472
2018-11-22,8341
2018-11-23,8400
2018-11-24,8469
2018-11-25,8815
2018-11-26,9232
2018-11-27,9449
2018-11-28,9891
2018-11-29,10351
2018-12-01,10487
2018-12-02,10303
2018-12-03,9979
2018-12-04,9749
2018-12-05,9339
2018-12-07,8501
2018-12-09,7820
2018-12-10,8041
2018-12-11,8012
2018-12-12,8197
2018-12-13,8291
2018-12-14,8280
2018-12-15,8231
2018-12-16,7978
2018-12-17,7797
2018-12-18,7611
2018-12-19,7445
2018-12-20,7379
2018-12-21,7137
2018-12-22,6929
2018-12-23,6784
2018-12-24,6770
2018-12-25,6819
2018-12-26,6836
2018-12-27,6851
2018-12-28,6727
2018-12-29,6524
2018-12-30,6205
2018-12-31,5894
2019-01-01,5637
2019-01-02,5843
2019-01-03,6132
2019-01-04,6439
2019-01-05,6761
2019-01-06,7100
2019-01-08,7828
2019-01-10,8055
2019-01-11,8045
2019-01-12,8284
2019-01-13,8406
2019-01-14,8595
2019-01-15,8609
2019-01-16,8809
2019-01-17,9179
2019-01-18,9483
2019-01-19,9659
2019-01-20,9838
2019-01-21,9902
2019-01-22,9807
2019-01-23,9585
2019-01-24,9177
2019-01-25,8765
2019-01-26,8493
2019-01-27,8416
2019-01-28,8420
2019-01-29,8620
2019-01-30,8863
2019-01-31,9046
2019-02-01,9098
2019-02-02,8832
2019-02-03,8423
2019-02-04,8012
2019-02-05,7674
2019-02-06,7301
2019-02-07,6946
2019-02-08,6602
2019-02-09,6311
2019-02-10,6226
2019-02-11,6256
2019-02-12,6296
2019-02-13,6252
2019-02-14,5990
2019-02-15,5811
2019-02-16,5548
2019-02-17,5277
2019-02-18,5023
2019-02-19,4917
2019-02-20,5075
2019-02-21,5308
2019-02-22,5526
2019-02-23,5627
2019-02-24,5652
2019-02-25,5717
2019-02-26,5726
2019-02-27,5776
2019-02-28,5852
2019-03-01,5807
2019-03-02,5634
2019-03-03,5433
2019-03-04,5234
2019-03-05,5132
2019-03-06,5219
2019-03-07,5180
2019-03-08,5136
2019-03-09,5178
2019-03-10,5095
2019-03-11,5058
2019-03-12,5047
2019-03-13,5042
2019-03-14,4983
2019-03-15,4786
2019-03-16,4626
2019-03-17,4412
2019-03-18,4199
2019-03-19,4092
2019-03-20,4057
2019-03-21,3957
2019-03-22,3795
2019-03-23,3637
2019-03-24,3457
2019-03-25,3318
2019-03-26,3226
2019-03-27,3283
2019-03-28,3309
2019-03-29,3333
2019-03-30,3314
2019-03-31,3348
