date_obj,Cooked%20rabbit price
2015-09-15,3766
2015-09-16,3582
2015-09-17,3582
2015-09-18,3582
2015-09-19,3582
2015-09-20,3582
2015-09-21,3582
2015-09-22,3582
2015-09-23,3402
2015-09-24,3402
2015-09-25,3402
2015-09-27,3402
2015-09-28,3402
2015-09-29,3402
2015-09-30,3235
2015-10-05,3235
2015-10-06,3235
2015-10-07,3077
2015-10-08,3077
2015-10-09,3077
2015-10-10,3077
2015-10-11,3077
2015-10-12,3077
2015-10-13,2930
2015-10-14,2930
2015-10-15,2930
2015-10-16,2930
2015-10-17,2930
2015-10-18,2930
2015-10-19,2930
2015-10-20,2930
2015-10-22,2783
2015-10-23,2783
2015-10-24,2783
2015-10-25,2783
2015-10-26,2783
2015-10-27,2783
2015-10-29,2647
2015-10-30,2647
2015-10-31,2647
2015-11-01,2647
2015-11-02,2647
2015-11-03,2647
2015-11-04,2647
2015-11-05,2647
2015-11-06,2519
2015-11-07,2519
2015-11-08,2519
2015-11-09,2519
2015-11-10,2519
2015-11-11,2519
2015-11-12,2519
2015-11-13,2519
2015-11-14,2519
2015-11-15,2397
2015-11-16,2397
2015-11-17,2397
2015-11-18,2397
2015-11-19,2397
2015-11-20,2397
2015-11-21,2397
2015-11-22,2279
2015-11-23,2279
2015-11-24,2279
2015-11-25,2279
2015-11-26,2279
2015-11-27,2279
2015-11-28,2279
2015-11-29,2186
2015-11-30,2186
2015-12-01,2186
2015-12-02,2186
2015-12-03,2186
2015-12-04,2186
2015-12-05,2186
2015-12-06,2115
2015-12-07,2115
2015-12-08,2115
2015-12-09,2115
2015-12-10,2115
2015-12-11,2115
2015-12-12,2115
2015-12-13,2009
2015-12-14,2009
2015-12-15,2009
2015-12-16,2009
2015-12-17,2009
2015-12-18,2009
2015-12-19,1908
2015-12-20,1908
2015-12-21,1908
2015-12-22,1908
2015-12-23,1908
2015-12-24,1908
2015-12-25,1864
2015-12-26,1864
2015-12-27,1864
2015-12-28,1864
2015-12-29,1775
2015-12-30,1775
2015-12-31,1775
2016-01-01,1775
2016-01-02,1775
2016-01-03,1775
2016-01-04,1686
2016-01-05,1686
2016-01-06,1686
2016-01-07,1686
2016-01-08,1686
2016-01-09,1686
2016-01-10,1601
2016-01-11,1601
2016-01-12,1601
2016-01-13,1601
2016-01-14,1601
2016-01-15,1526
2016-01-16,1526
2016-01-17,1526
2016-01-18,1526
2016-01-19,1526
2016-01-20,1461
2016-01-21,1461
2016-01-22,1461
2016-01-23,1461
2016-01-24,1461
2016-01-25,1392
2016-01-26,1392
2016-01-27,1392
2016-01-28,1392
2016-01-29,1392
2016-01-30,1392
2016-01-31,1351
2016-02-01,1351
2016-02-02,1351
2016-02-03,1351
2016-02-04,1351
2016-02-05,1351
2016-02-06,1284
2016-02-07,1284
2016-02-08,1284
2016-02-09,1284
2016-02-10,1284
2016-02-11,1284
2016-02-12,1239
2016-02-13,1239
2016-02-14,1239
2016-02-15,1239
2016-02-16,1239
2016-02-17,1222
2016-02-18,1222
2016-02-19,1222
2016-02-20,1222
2016-02-21,1222
2016-02-22,1200
2016-02-23,1200
2016-02-24,1200
2016-02-25,1200
2016-02-26,1200
2016-02-27,1157
2016-02-28,1157
2016-02-29,1157
2016-03-01,1157
2016-03-02,1157
2016-03-03,1115
2016-03-04,1115
2016-03-05,1115
2016-03-06,1115
2016-03-07,1115
2016-03-08,1123
2016-03-09,1123
2016-03-10,1123
2016-03-11,1123
2016-03-12,1074
2016-03-13,1074
2016-03-14,1074
2016-03-15,1074
2016-03-16,1020
2016-03-17,1020
2016-03-18,1020
2016-03-19,1020
2016-03-20,969
2016-03-21,969
2016-03-22,969
2016-03-23,969
2016-03-24,927
2016-03-25,927
2016-03-26,927
2016-03-27,927
2016-03-28,880
2016-03-29,880
2016-03-30,880
2016-03-31,880
2016-04-01,880
2016-04-02,836
2016-04-03,836
2016-04-04,836
2016-04-05,836
2016-04-06,794
2016-04-07,794
2016-04-08,794
2016-04-09,794
2016-04-10,763
2016-04-11,763
2016-04-12,763
2016-04-13,763
2016-04-14,763
2016-04-15,727
2016-04-16,727
2016-04-17,727
2016-04-18,727
2016-04-19,690
2016-04-20,690
2016-04-21,690
2016-04-22,690
2016-04-23,690
2016-04-24,655
2016-04-25,655
2016-04-26,655
2016-04-27,655
2016-04-28,655
2016-04-29,622
2016-04-30,622
2016-05-01,622
2016-05-02,622
2016-05-03,593
2016-05-04,593
2016-05-05,593
2016-05-06,593
2016-05-07,584
2016-05-08,584
2016-05-09,584
2016-05-10,584
2016-05-11,584
2016-05-12,575
2016-05-13,575
2016-05-14,575
2016-05-15,596
2016-05-16,596
2016-05-17,596
2016-05-18,596
2016-05-19,600
2016-05-22,600
2016-05-23,595
2016-05-24,595
2016-05-25,595
2016-05-26,595
2016-05-27,601
2016-05-28,601
2016-05-29,601
2016-05-30,601
2016-05-31,610
2016-06-01,610
2016-06-02,610
2016-06-03,610
2016-06-04,587
2016-06-05,587
2016-06-06,587
2016-06-07,587
2016-06-08,571
2016-06-09,571
2016-06-10,571
2016-06-11,571
2016-06-12,551
2016-06-13,551
2016-06-14,551
2016-06-15,551
2016-06-16,523
2016-06-17,523
2016-06-18,523
2016-06-19,496
2016-06-20,496
2016-06-21,496
2016-06-22,473
2016-06-23,473
2016-06-24,473
2016-06-25,451
2016-06-26,451
2016-06-27,451
2016-06-28,451
2016-06-29,428
2016-06-30,428
2016-07-01,428
2016-07-02,406
2016-07-03,406
2016-07-04,406
2016-07-05,386
2016-07-06,386
2016-07-07,386
2016-07-08,366
2016-07-09,366
2016-07-10,349
2016-07-11,349
2016-07-12,349
2016-07-13,334
2016-07-14,334
2016-07-15,334
2016-07-16,334
2016-07-17,334
2016-07-18,334
2016-07-23,333
2016-07-24,349
2016-07-25,349
2016-07-26,349
2016-07-27,349
2016-07-28,357
2016-07-29,357
2016-07-30,357
2016-07-31,339
2016-08-01,339
2016-08-02,339
2016-08-03,322
2016-08-04,322
2016-08-05,322
2016-08-06,322
2016-08-07,305
2016-08-08,305
2016-08-09,305
2016-08-10,291
2016-08-11,291
2016-08-12,291
2016-08-13,291
2016-08-14,293
2016-08-15,293
2016-08-16,293
2016-08-17,293
2016-08-18,306
2016-08-19,306
2016-08-20,306
2016-08-21,316
2016-08-22,316
2016-08-23,316
2016-08-24,316
2016-08-25,328
2016-08-26,328
2016-08-28,328
2016-08-31,338
2016-09-01,338
2016-09-02,338
2016-09-03,346
2016-09-04,346
2016-09-05,346
2016-09-06,346
2016-09-07,346
2016-09-08,346
2016-09-09,346
2016-09-10,346
2016-09-11,346
2016-09-12,329
2016-09-13,329
2016-09-14,329
2016-09-15,329
2016-09-16,329
2016-09-17,313
2016-09-18,313
2016-09-19,313
2016-09-20,313
2016-09-21,313
2016-09-22,297
2016-09-23,297
2016-09-24,297
2016-09-25,297
2016-09-26,297
2016-09-27,282
2016-09-28,282
2016-09-29,282
2016-09-30,282
2016-10-01,267
2016-10-02,267
2016-10-03,267
2016-10-04,267
2016-10-05,267
2016-10-06,255
2016-10-07,255
2016-10-08,255
2016-10-09,255
2016-10-10,267
2016-10-11,267
2016-10-12,267
2016-10-13,267
2016-10-14,276
2016-10-15,276
2016-10-16,276
2016-10-17,276
2016-10-18,286
2016-10-19,286
2016-10-20,286
2016-10-21,286
2016-10-22,300
2016-10-23,300
2016-10-24,300
2016-10-25,300
2016-10-26,291
2016-10-27,291
2016-10-28,291
2016-10-29,291
2016-10-30,283
2016-10-31,283
2016-11-01,283
2016-11-02,283
2016-11-03,291
2016-11-04,291
2016-11-05,291
2016-11-06,303
2016-11-07,303
2016-11-08,303
2016-11-09,303
2016-11-10,313
2016-11-11,313
2016-11-12,313
2016-11-13,313
2016-11-14,321
2016-11-15,321
2016-12-07,332
2016-12-08,332
2016-12-09,332
2016-12-10,330
2016-12-11,330
2016-12-12,330
2016-12-13,340
2016-12-14,340
2016-12-15,340
2016-12-16,350
2016-12-17,350
2016-12-18,350
2016-12-19,355
2016-12-20,355
2016-12-21,355
2016-12-22,368
2016-12-23,368
2016-12-24,368
2016-12-25,373
2016-12-26,373
2016-12-27,373
2016-12-28,391
2016-12-29,391
2016-12-30,391
2016-12-31,409
2017-01-01,409
2017-01-02,409
2017-01-03,424
2017-01-04,424
2017-01-05,424
2017-01-06,439
2017-01-07,439
2017-01-08,420
2017-01-09,420
2017-01-10,420
2017-01-11,416
2017-01-12,416
2017-01-13,416
2017-01-14,417
2017-01-15,417
2017-01-16,417
2017-01-17,403
2017-01-18,403
2017-01-19,403
2017-01-20,382
2017-01-21,382
2017-01-22,373
2017-01-23,373
2017-01-27,380
2017-01-28,388
2017-01-29,388
2017-01-30,388
2017-01-31,387
2017-02-01,387
2017-02-02,400
2017-02-03,400
2017-02-04,411
2017-02-05,411
2017-02-06,411
2017-02-07,421
2017-02-08,421
2017-02-09,421
2017-02-10,409
2017-02-11,409
2017-02-12,409
2017-02-13,401
2017-02-14,401
2017-02-15,401
2017-02-16,380
2017-02-18,380
2017-02-19,366
2017-02-20,366
2017-02-21,366
2017-02-22,347
2017-02-23,347
2017-02-24,347
2017-02-25,329
2017-02-26,329
2017-02-27,329
2017-02-28,321
2017-03-01,321
2017-03-02,321
2017-03-03,326
2017-03-04,326
2017-03-05,326
2017-03-06,337
2017-03-07,337
2017-03-08,337
2017-03-09,342
2017-03-10,342
2017-03-11,339
2017-03-12,339
2017-03-13,342
2017-03-14,342
2017-03-15,351
2017-03-16,351
2017-03-17,351
2017-03-18,363
2017-03-19,363
2017-03-20,376
2017-03-21,376
2017-03-22,376
2017-03-23,378
2017-03-24,378
2017-03-25,378
2017-03-26,368
2017-03-27,368
2017-03-28,368
2017-03-29,361
2017-03-30,361
2017-03-31,361
2017-04-01,347
2017-04-02,347
2017-04-03,329
2017-04-04,329
2017-04-12,281
2017-04-13,281
2017-04-14,281
2017-04-15,278
2017-04-16,278
2017-04-17,276
2017-04-18,276
2017-04-19,276
2017-04-20,274
2017-04-21,274
2017-04-22,274
2017-04-23,276
2017-04-24,276
2017-04-25,263
2017-04-26,263
2017-04-27,263
2017-04-28,258
2017-04-29,258
2017-04-30,268
2017-05-01,268
2017-05-02,268
2017-05-03,258
2017-05-04,258
2017-05-05,267
2017-05-06,267
2017-05-07,267
2017-05-08,279
2017-05-09,279
2017-05-10,279
2017-05-11,285
2017-05-12,285
2017-05-13,291
2017-05-14,291
2017-05-15,291
2017-05-16,293
2017-05-17,293
2017-05-18,293
2017-05-19,282
2017-05-20,282
2017-05-21,282
2017-05-22,295
2017-05-23,295
2017-05-24,295
2017-05-25,309
2017-05-26,309
2017-05-27,309
2017-05-28,307
2017-05-29,307
2017-05-30,307
2017-05-31,300
2017-06-01,300
2017-06-02,300
2017-06-03,300
2017-06-04,298
2017-06-05,298
2017-06-06,298
2017-06-07,308
2017-06-08,308
2017-06-09,308
2017-06-10,308
2017-06-11,309
2017-06-12,309
2017-06-13,309
2017-06-14,310
2017-06-15,310
2017-06-16,310
2017-06-17,310
2017-06-18,312
2017-06-19,312
2017-06-20,312
2017-06-21,317
2017-06-22,317
2017-06-23,317
2017-06-24,317
2017-06-25,320
2017-06-26,320
2017-06-27,320
2017-06-28,311
2017-06-29,311
2017-06-30,311
2017-07-01,311
2017-07-02,320
2017-07-03,320
2017-07-04,320
2017-07-05,331
2017-07-06,331
2017-07-07,331
2017-07-08,331
2017-07-13,353
2017-07-14,353
2017-07-15,353
2017-07-16,365
2017-07-17,365
2017-07-18,365
2017-07-19,362
2017-07-20,362
2017-07-21,362
2017-07-22,346
2017-07-23,346
2017-07-24,346
2017-07-25,346
2017-07-26,328
2017-07-27,328
2017-07-28,328
2017-07-29,328
2017-07-30,311
2017-07-31,311
2017-08-01,311
2017-08-02,310
2017-08-03,310
2017-08-04,310
2017-08-05,300
2017-08-06,300
2017-08-09,303
2017-08-10,303
2017-08-11,303
2017-08-12,290
2017-08-13,290
2017-08-14,290
2017-08-15,296
2017-08-16,296
2017-08-17,296
2017-08-18,281
2017-08-19,281
2017-08-20,281
2017-08-21,284
2017-08-22,284
2017-08-23,284
2017-08-24,298
2017-08-25,298
2017-08-26,298
2017-08-27,298
2017-08-28,298
2017-08-29,298
2017-08-30,295
2017-08-31,295
2017-09-01,295
2017-09-03,297
2017-09-04,297
2017-09-05,297
2017-09-06,301
2017-09-07,301
2017-09-08,301
2017-09-09,298
2017-09-10,298
2017-09-11,298
2017-09-12,298
2017-09-13,302
2017-09-14,302
2017-09-15,302
2017-09-16,302
2017-09-17,298
2017-09-18,298
2017-09-19,298
2017-09-20,304
2017-09-21,304
2017-09-22,304
2017-09-23,304
2017-09-24,311
2017-09-25,311
2017-09-26,311
2017-09-27,311
2017-09-28,312
2017-09-29,312
2017-09-30,312
2017-10-01,323
2017-10-02,323
2017-10-03,323
2017-10-04,323
2017-10-05,327
2017-10-06,327
2017-10-07,327
2017-10-08,338
2017-10-09,338
2017-10-10,338
2017-10-11,338
2017-10-12,324
2017-10-13,324
2017-10-14,324
2017-10-15,314
2017-10-16,314
2017-10-17,314
2017-10-18,298
2017-10-19,298
2017-10-20,298
2017-10-21,284
2017-10-22,284
2017-10-23,284
2017-10-24,291
2017-10-25,291
2017-10-26,291
2017-10-27,301
2017-10-28,301
2017-10-29,301
2017-10-30,298
2017-10-31,298
2017-11-01,298
2017-11-02,298
2017-11-03,301
2017-11-04,301
2017-11-05,285
2017-11-06,285
2017-11-07,285
2017-11-08,271
2017-11-09,271
2017-11-10,271
2017-11-11,262
2017-11-12,262
2017-11-13,262
2017-11-14,270
2017-11-15,270
2017-11-16,270
2017-11-17,262
2017-11-18,262
2017-11-19,262
2017-11-20,273
2017-11-21,273
2017-11-22,273
2017-11-23,278
2017-11-24,278
2017-11-25,278
2017-11-26,271
2017-11-27,271
2017-11-28,271
2017-11-29,271
2017-11-30,257
2017-12-01,257
2017-12-02,257
2017-12-03,244
2017-12-04,244
2017-12-05,244
2017-12-06,238
2017-12-07,238
2017-12-08,238
2017-12-09,238
2017-12-10,238
2017-12-11,238
2017-12-12,228
2017-12-13,228
2017-12-14,228
2017-12-15,229
2017-12-16,229
2017-12-17,229
2017-12-18,221
2017-12-19,221
2017-12-20,221
2017-12-21,217
2017-12-22,217
2017-12-23,217
2017-12-24,218
2017-12-25,218
2017-12-26,218
2017-12-27,223
2017-12-28,223
2017-12-29,223
2017-12-30,225
2017-12-31,225
2018-01-01,225
2018-01-02,223
2018-01-03,223
2018-01-04,223
2018-01-05,227
2018-01-06,227
2018-01-07,227
2018-01-08,219
2018-01-09,219
2018-01-10,219
2018-01-11,208
2018-01-12,208
2018-01-13,208
2018-01-14,206
2018-01-15,206
2018-01-16,210
2018-01-17,210
2018-01-18,210
2018-01-19,216
2018-01-20,216
2018-01-21,225
2018-01-22,225
2018-01-23,225
2018-01-24,225
2018-01-25,236
2018-01-26,236
2018-01-27,232
2018-01-28,227
2018-01-29,227
2018-01-30,226
2018-01-31,226
2018-02-01,234
2018-02-02,234
2018-02-03,230
2018-02-04,230
2018-02-05,218
2018-02-06,218
2018-02-07,207
2018-02-08,207
2018-02-09,198
2018-02-10,198
2018-02-11,191
2018-02-12,191
2018-02-13,186
2018-02-14,186
2018-02-15,184
2018-02-16,184
2018-02-17,183
2018-02-18,183
2018-02-19,184
2018-02-20,184
2018-02-21,181
2018-02-22,181
2018-02-23,186
2018-02-24,186
2018-02-25,179
2018-02-26,179
2018-02-27,184
2018-02-28,184
2018-03-01,184
2018-03-02,184
2018-03-03,186
2018-03-04,186
2018-03-05,186
2018-03-06,186
2018-03-07,185
2018-03-08,185
2018-03-09,186
2018-03-10,186
2018-03-11,186
2018-03-12,186
2018-03-13,183
2018-03-14,183
2018-03-15,173
2018-03-16,173
2018-03-17,164
2018-03-18,164
2018-03-19,155
2018-03-20,148
2018-03-21,148
2018-03-23,147
2018-03-24,143
2018-03-25,135
2018-03-26,135
2018-03-27,135
2018-03-28,135
2018-03-29,139
2018-03-30,139
2018-03-31,142
2018-04-02,146
2018-04-03,148
2018-04-04,148
2018-04-05,140
2018-04-06,139
2018-04-07,139
2018-04-08,139
2018-04-09,139
2018-04-10,140
2018-04-11,140
2018-04-12,140
2018-04-13,140
2018-04-14,140
2018-04-15,137
2018-04-16,137
2018-04-17,135
2018-04-18,135
2018-04-19,133
2018-04-20,133
2018-04-21,135
2018-04-22,135
2018-04-23,139
2018-04-24,139
2018-04-25,136
2018-04-26,136
2018-04-27,137
2018-04-28,137
2018-04-29,136
2018-04-30,136
2018-05-01,137
2018-05-03,137
2018-05-04,140
2018-05-05,146
2018-05-07,152
2018-05-08,152
2018-05-09,159
2018-05-10,159
2018-05-11,165
2018-05-12,165
2018-05-13,165
2018-05-14,166
2018-05-15,166
2018-05-16,173
2018-05-17,173
2018-05-18,181
2018-05-19,181
2018-05-20,188
2018-05-21,198
2018-05-22,198
2018-05-23,208
2018-05-24,208
2018-05-25,214
2018-05-26,203
2018-05-27,203
2018-05-28,211
2018-05-29,213
2018-05-30,213
2018-05-31,218
2018-06-01,218
2018-06-02,224
2018-06-03,224
2018-06-04,217
2018-06-05,227
2018-06-06,235
2018-06-07,235
2018-06-08,237
2018-06-09,237
2018-06-10,242
2018-06-11,242
2018-06-12,253
2018-06-13,257
2018-06-14,257
2018-06-15,266
2018-06-16,266
2018-06-17,278
2018-06-18,270
2018-06-19,270
2018-06-20,262
2018-06-21,257
2018-06-22,254
2018-06-23,254
2018-06-24,265
2018-06-25,265
2018-06-26,274
2018-06-27,274
2018-06-28,282
2018-06-29,290
2018-06-30,290
2018-07-01,299
2018-07-02,299
2018-07-03,310
2018-07-04,310
2018-07-05,323
2018-07-06,336
2018-07-07,336
2018-07-08,340
2018-07-09,352
2018-07-10,352
2018-07-11,370
2018-07-12,370
2018-07-13,379
2018-07-14,388
2018-07-15,388
2018-07-16,373
2018-07-17,365
2018-07-18,365
2018-07-19,358
2018-07-20,357
2018-07-21,357
2018-07-22,351
2018-07-23,338
2018-07-24,333
2018-07-25,333
2018-07-26,336
2018-07-27,347
2018-07-28,347
2018-07-29,350
2018-07-30,351
2018-07-31,353
2018-08-01,353
2018-08-02,344
2018-08-03,344
2018-08-04,333
2018-08-05,333
2018-08-06,333
2018-08-07,325
2018-08-08,308
2018-08-09,308
2018-08-10,292
2018-08-11,277
2018-08-12,283
2018-08-14,294
2018-08-16,301
2018-08-17,301
2018-08-18,301
2018-08-19,308
2018-08-20,306
2018-08-21,306
2018-08-22,301
2018-08-23,301
2018-08-24,299
2018-08-25,298
2018-08-26,298
2018-08-27,297
2018-08-28,295
2018-08-29,295
2018-08-30,287
2018-08-31,286
2018-09-01,293
2018-09-02,293
2018-09-03,287
2018-09-04,272
2018-09-05,261
2018-09-06,261
2018-09-07,247
2018-09-08,234
2018-09-09,234
2018-09-10,222
2018-09-11,222
2018-09-12,221
2018-09-13,221
2018-09-14,226
2018-09-15,228
2018-09-16,228
2018-09-17,229
2018-09-18,229
2018-09-19,229
2018-09-20,238
2018-09-21,238
2018-09-22,236
2018-09-23,236
2018-09-24,227
2018-09-25,227
2018-09-26,231
2018-09-27,231
2018-09-28,238
2018-09-29,238
2018-09-30,238
2018-10-01,237
2018-10-02,237
2018-10-03,243
2018-10-04,243
2018-10-05,248
2018-10-06,257
2018-10-07,257
2018-10-08,264
2018-10-09,269
2018-10-10,265
2018-10-11,271
2018-10-12,271
2018-10-13,269
2018-10-14,269
2018-10-15,267
2018-10-16,267
2018-10-17,278
2018-10-18,287
2018-10-19,298
2018-10-20,298
2018-10-21,305
2018-10-22,305
2018-10-23,305
2018-10-24,320
2018-10-25,320
2018-10-26,336
2018-10-27,353
2018-10-28,371
2018-10-29,371
2018-10-30,390
2018-10-31,410
2018-11-01,431
2018-11-03,418
2018-11-04,403
2018-11-05,400
2018-11-06,410
2018-11-07,410
2018-11-08,412
2018-11-09,412
2018-11-10,424
2018-11-11,424
2018-11-12,414
2018-11-13,394
2018-11-14,394
2018-11-15,381
2018-11-16,364
2018-11-17,364
2018-11-18,353
2018-11-19,353
2018-11-20,345
2018-11-21,345
2018-11-22,339
2018-11-23,332
2018-11-24,323
2018-11-25,319
2018-11-26,319
2018-11-27,303
2018-11-28,297
2018-11-29,294
2018-12-01,282
2018-12-02,278
2018-12-03,278
2018-12-04,276
2018-12-05,273
2018-12-07,273
2018-12-09,271
2018-12-10,276
2018-12-11,276
2018-12-12,264
2018-12-13,250
2018-12-14,242
2018-12-15,233
2018-12-16,227
2018-12-17,227
2018-12-18,225
2018-12-19,232
2018-12-20,233
2018-12-21,235
2018-12-22,230
2018-12-23,225
2018-12-24,216
2018-12-25,216
2018-12-26,218
2018-12-27,214
2018-12-28,214
2018-12-29,204
2018-12-30,199
2018-12-31,201
2019-01-01,201
2019-01-02,207
2019-01-03,214
2019-01-04,224
2019-01-05,223
2019-01-06,214
2019-01-08,209
2019-01-10,217
2019-01-11,209
2019-01-12,199
2019-01-13,200
2019-01-14,198
2019-01-15,196
2019-01-16,191
2019-01-17,192
2019-01-18,194
2019-01-19,196
2019-01-20,198
2019-01-21,189
2019-01-22,191
2019-01-23,192
2019-01-24,199
2019-01-25,198
2019-01-26,205
2019-01-27,211
2019-01-28,210
2019-01-29,216
2019-01-30,219
2019-01-31,219
2019-02-01,227
2019-02-02,226
2019-02-03,234
2019-02-04,234
2019-02-05,225
2019-02-06,225
2019-02-07,213
2019-02-08,202
2019-02-09,200
2019-02-10,198
2019-02-11,199
2019-02-12,194
2019-02-13,198
2019-02-14,198
2019-02-15,199
2019-02-16,199
2019-02-17,198
2019-02-18,196
2019-02-19,188
2019-02-20,188
2019-02-21,188
2019-02-22,188
2019-02-23,178
2019-02-24,176
2019-02-25,180
2019-02-26,185
2019-02-27,192
2019-02-28,192
2019-03-01,195
2019-03-02,198
2019-03-03,197
2019-03-04,197
2019-03-05,196
2019-03-06,195
2019-03-07,198
2019-03-08,198
2019-03-09,198
2019-03-10,201
2019-03-11,211
2019-03-12,221
2019-03-13,221
2019-03-14,233
2019-03-15,233
2019-03-16,245
2019-03-17,258
2019-03-18,258
2019-03-19,271
2019-03-20,285
2019-03-21,300
2019-03-22,300
2019-03-23,315
2019-03-24,331
2019-03-25,331
2019-03-26,348
2019-03-27,348
2019-03-28,338
2019-03-29,327
2019-03-30,327
2019-03-31,311
2019-04-01,306
2019-04-02,306
2019-04-03,304
2019-04-04,299
2019-04-05,293
2019-04-06,293
2019-04-07,289
2019-04-08,277
2019-04-09,264
2019-04-10,251
2019-04-11,238
2019-04-12,234
2019-04-13,236
2019-04-14,244
2019-04-15,247
2019-04-16,258
2019-04-17,268
2019-04-18,279
2019-04-19,287
2019-04-20,300
2019-04-21,300
2019-04-22,307
2019-04-23,323
2019-04-24,340
2019-04-25,352
2019-04-26,363
2019-04-27,380
2019-04-28,394
2019-04-29,390
2019-04-30,384
2019-05-01,384
2019-05-02,364
2019-05-03,345
2019-05-04,327
2019-05-05,310
2019-05-06,310
2019-05-07,294
2019-05-08,279
2019-05-09,265
2019-05-10,251
2019-05-11,238
2019-05-12,226
2019-05-13,214
2019-05-14,203
2019-05-15,203
2019-05-16,195
2019-05-17,195
2019-05-18,188
2019-05-19,188
2019-05-20,178
2019-05-21,178
2019-05-22,170
2019-05-23,170
2019-05-24,169
2019-05-25,162
2019-05-26,162
2019-05-27,160
2019-05-28,152
2019-05-29,151
2019-05-30,151
2019-05-31,150
2019-06-01,154
2019-06-02,157
2019-06-03,150
2019-06-04,152
2019-06-05,150
2019-06-06,154
2019-06-07,154
2019-06-08,152
2019-06-09,152
2019-06-10,152
2019-06-11,151
2019-06-12,151
2019-06-13,153
2019-06-14,145
2019-06-15,145
2019-06-16,145
2019-06-17,150
2019-06-18,150
2019-06-19,154
2019-06-20,152
2019-06-21,152
2019-06-22,150
2019-06-23,151
2019-06-24,151
2019-06-25,152
2019-06-26,149
2019-06-27,152
2019-06-28,152
2019-06-29,152
2019-06-30,153
2019-07-01,153
2019-07-02,156
2019-07-03,161
2019-07-04,161
2019-07-05,165
2019-07-06,165
2019-07-07,164
2019-07-08,164
2019-07-09,157
2019-07-10,161
2019-07-11,161
2019-07-12,168
2019-07-13,168
2019-07-14,176
2019-07-15,176
2019-07-16,176
2019-07-17,185
2019-07-18,185
2019-07-19,186
2019-07-20,186
2019-07-21,178
