date_obj,Black%20boots price
2015-03-26,1583
2015-03-27,1583
2015-03-28,1507
2015-03-29,1435
2015-03-30,1368
2015-03-31,1302
2015-04-01,1302
2015-04-02,1239
2015-04-03,1180
2015-04-04,1124
2015-04-05,1071
2015-04-06,1019
2015-04-07,972
2015-04-08,972
2015-04-09,928
2015-04-10,886
2015-04-11,845
2015-04-12,806
2015-04-13,770
2015-04-14,770
2015-04-15,731
2015-04-16,731
2015-04-17,694
2015-04-18,694
2015-04-19,661
2015-04-20,661
2015-04-21,631
2015-04-22,631
2015-04-23,600
2015-04-24,600
2015-04-25,570
2015-04-26,570
2015-04-27,542
2015-04-28,542
2015-04-29,517
2015-04-30,517
2015-05-01,491
2015-05-02,491
2015-05-03,467
2015-05-04,467
2015-05-05,445
2015-05-06,445
2015-05-07,422
2015-05-08,422
2015-05-09,402
2015-05-10,402
2015-05-11,383
2015-05-12,366
2015-05-13,366
2015-05-14,348
2015-05-15,348
2015-05-16,339
2015-05-17,339
2015-05-18,330
2015-05-19,330
2015-05-20,330
2015-05-21,317
2015-05-22,317
2015-05-23,303
2015-05-24,303
2015-05-25,292
2015-05-26,292
2015-05-27,279
2015-05-28,279
2015-05-29,266
2015-05-30,254
2015-05-31,254
2015-06-01,244
2015-06-02,244
2015-06-03,233
2015-06-04,233
2015-06-05,241
2015-06-06,241
2015-06-07,251
2015-06-08,251
2015-06-09,264
2015-06-10,264
2015-06-11,278
2015-06-12,278
2015-06-13,289
2015-06-14,289
2015-06-15,296
2015-06-16,296
2015-06-17,300
2015-06-18,290
2015-06-19,290
2015-06-20,294
2015-06-21,294
2015-06-22,293
2015-06-23,293
2015-06-24,300
2015-06-25,300
2015-06-26,302
2015-06-27,302
2015-06-28,304
2015-06-29,304
2015-06-30,292
2015-07-01,292
2015-07-02,278
2015-07-03,276
2015-07-04,276
2015-07-05,287
2015-07-06,287
2015-07-07,298
2015-07-08,298
2015-07-09,298
2015-07-10,298
2015-07-11,302
2015-07-12,302
2015-07-13,305
2015-07-14,305
2015-07-15,304
2015-07-16,304
2015-07-17,302
2015-07-18,302
2015-07-19,302
2015-07-20,302
2015-07-21,302
2015-07-22,289
2015-07-23,289
2015-07-24,277
2015-07-25,277
2015-07-26,275
2015-07-27,275
2015-07-28,268
2015-07-29,268
2015-07-30,274
2015-07-31,274
2015-08-01,262
2015-08-02,251
2015-08-03,251
2015-08-04,242
2015-08-05,232
2015-08-06,232
2015-08-07,221
2015-08-08,221
2015-08-09,210
2015-08-10,203
2015-08-11,203
2015-08-12,199
2015-08-13,199
2015-08-14,206
2015-08-15,206
2015-08-16,216
2015-08-17,216
2015-08-18,227
2015-08-19,227
2015-08-20,239
2015-08-21,239
2015-08-22,251
2015-08-23,251
2015-08-24,264
2015-08-25,264
2015-08-26,278
2015-08-27,289
2015-08-28,289
2015-08-29,302
2015-08-30,302
2015-08-31,303
2015-09-01,303
2015-09-02,303
2015-09-03,303
2015-09-04,306
2015-09-05,306
2015-09-06,321
2015-09-07,321
2015-09-08,338
2015-09-09,338
2015-09-10,352
2015-09-11,352
2015-09-12,348
2015-09-13,348
2015-09-14,331
2015-09-15,315
2015-09-16,315
2015-09-17,312
2015-09-18,312
2015-09-19,327
2015-09-20,327
2015-09-21,344
2015-09-22,344
2015-09-23,358
2015-09-24,358
2015-09-25,358
2015-09-27,359
2015-09-28,372
2015-09-29,372
2015-09-30,391
2015-10-05,383
2015-10-06,383
2015-10-07,393
2015-10-08,393
2015-10-09,413
2015-10-10,413
2015-10-11,425
2015-10-12,425
2015-10-13,425
2015-10-14,435
2015-10-15,435
2015-10-16,439
2015-10-17,439
2015-10-18,439
2015-10-19,421
2015-10-20,421
2015-10-22,410
2015-10-23,397
2015-10-24,397
2015-10-25,380
2015-10-26,364
2015-10-27,364
2015-10-28,347
2015-10-29,346
2015-10-30,346
2015-10-31,364
2015-11-01,364
2015-11-02,383
2015-11-03,383
2015-11-04,401
2015-11-05,401
2015-11-06,422
2015-11-07,422
2015-11-08,426
2015-11-09,426
2015-11-10,426
2015-11-11,425
2015-11-12,425
2015-11-13,425
2015-11-14,427
2015-11-15,427
2015-11-16,425
2015-11-17,425
2015-11-18,425
2015-11-19,439
2015-11-20,439
2015-11-21,439
2015-11-22,447
2015-11-23,447
2015-11-24,447
2015-11-25,448
2015-11-26,448
2015-11-27,448
2015-11-28,451
2015-11-29,451
2015-11-30,466
2015-12-01,466
2015-12-02,475
2015-12-03,475
2015-12-04,489
2015-12-05,489
2015-12-06,491
2015-12-07,491
2015-12-08,491
2015-12-09,478
2015-12-10,478
2015-12-11,494
2015-12-12,494
2015-12-13,519
2015-12-14,519
2015-12-15,543
2015-12-16,543
2015-12-17,536
2015-12-18,536
2015-12-19,511
2015-12-20,489
2015-12-21,489
2015-12-22,481
2015-12-23,481
2015-12-24,477
2015-12-25,477
2015-12-26,456
2015-12-27,456
2015-12-28,438
2015-12-29,438
2015-12-30,435
2015-12-31,435
2016-01-01,429
2016-01-02,429
2016-01-03,409
2016-01-04,401
2016-01-05,401
2016-01-06,382
2016-01-07,382
2016-01-08,363
2016-01-09,363
2016-01-10,344
2016-01-11,344
2016-01-12,326
2016-01-13,326
2016-01-14,309
2016-01-15,309
2016-01-16,294
2016-01-17,294
2016-01-18,283
2016-01-19,283
2016-01-20,283
2016-01-21,283
2016-01-22,293
2016-01-23,293
2016-01-24,299
2016-01-25,312
2016-01-26,312
2016-01-27,325
2016-01-28,325
2016-01-29,341
2016-01-30,341
2016-01-31,359
2016-02-01,359
2016-02-02,377
2016-02-03,377
2016-02-04,395
2016-02-05,395
2016-02-06,399
2016-02-07,399
2016-02-08,399
2016-02-09,399
2016-02-10,418
2016-02-11,418
2016-02-12,439
2016-02-13,424
2016-02-14,424
2016-02-15,404
2016-02-16,404
2016-02-17,387
2016-02-18,387
2016-02-19,393
2016-02-20,393
2016-02-21,381
2016-02-22,381
2016-02-23,362
2016-02-24,362
2016-02-25,348
2016-02-26,348
2016-02-27,330
2016-02-28,330
2016-02-29,322
2016-03-01,321
2016-03-02,321
2016-03-03,310
2016-03-04,310
2016-03-05,300
2016-03-06,289
2016-03-07,289
2016-03-08,276
2016-03-09,276
2016-03-10,263
2016-03-11,263
2016-03-12,253
2016-03-13,253
2016-03-14,240
2016-03-15,233
2016-03-16,233
2016-03-17,231
2016-03-18,231
2016-03-19,221
2016-03-20,217
2016-03-21,217
2016-03-22,217
2016-03-23,217
2016-03-24,214
2016-03-25,210
2016-03-26,210
2016-03-27,209
2016-03-28,219
2016-03-29,219
2016-03-30,223
2016-03-31,223
2016-04-01,216
2016-04-02,216
2016-04-03,226
2016-04-04,226
2016-04-05,235
2016-04-06,233
2016-04-07,233
2016-04-08,230
2016-04-09,230
2016-04-10,229
2016-04-11,229
2016-04-12,218
2016-04-13,218
2016-04-14,215
2016-04-15,215
2016-04-16,222
2016-04-17,222
2016-04-18,217
2016-04-19,217
2016-04-20,211
2016-04-21,211
2016-04-22,208
2016-04-23,208
2016-04-24,198
2016-04-25,198
2016-04-26,198
2016-04-27,202
2016-04-28,202
2016-04-29,202
2016-04-30,202
2016-05-01,207
2016-05-02,207
2016-05-03,218
2016-05-04,218
2016-05-05,228
2016-05-06,228
2016-05-07,240
2016-05-08,240
2016-05-09,252
2016-05-10,265
2016-05-11,265
2016-05-12,277
2016-05-13,273
2016-05-14,273
2016-05-15,265
2016-05-16,265
2016-05-17,260
2016-05-18,248
2016-05-19,248
2016-05-22,226
2016-05-23,215
2016-05-24,205
2016-05-25,205
2016-05-26,195
2016-05-27,196
2016-05-28,196
2016-05-29,203
2016-05-30,203
2016-05-31,202
2016-06-01,210
2016-06-02,210
2016-06-03,214
2016-06-04,214
2016-06-05,210
2016-06-06,200
2016-06-07,200
2016-06-08,191
2016-06-09,189
2016-06-10,189
2016-06-11,190
2016-06-12,193
2016-06-13,193
2016-06-14,194
2016-06-15,194
2016-06-16,204
2016-06-17,211
2016-06-18,211
2016-06-19,203
2016-06-20,203
2016-06-21,204
2016-06-22,204
2016-06-23,210
2016-06-24,210
2016-06-25,221
2016-06-26,221
2016-06-27,233
2016-06-28,245
2016-06-29,245
2016-06-30,256
2016-07-01,264
2016-07-02,264
2016-07-03,267
2016-07-04,264
2016-07-05,264
2016-07-06,254
2016-07-07,254
2016-07-08,246
2016-07-09,246
2016-07-10,244
2016-07-11,244
2016-07-12,244
2016-07-13,244
2016-07-14,238
2016-07-15,238
2016-07-16,229
2016-07-17,229
2016-07-18,239
2016-07-23,250
2016-07-24,243
2016-07-25,243
2016-07-26,235
2016-07-27,235
2016-07-28,241
2016-07-29,241
2016-07-30,244
2016-07-31,244
2016-08-01,244
2016-08-02,236
2016-08-03,236
2016-08-04,229
2016-08-05,229
2016-08-06,237
2016-08-07,237
2016-08-08,238
2016-08-09,238
2016-08-10,235
2016-08-11,235
2016-08-12,235
2016-08-13,237
2016-08-14,237
2016-08-15,244
2016-08-16,244
2016-08-17,237
2016-08-18,237
2016-08-19,228
2016-08-20,228
2016-08-21,221
2016-08-22,221
2016-08-23,213
2016-08-24,213
2016-08-25,205
2016-08-26,205
2016-08-28,198
2016-08-31,186
2016-09-01,186
2016-09-02,190
2016-09-03,190
2016-09-04,186
2016-09-05,186
2016-09-06,181
2016-09-07,181
2016-09-08,181
2016-09-09,189
2016-09-10,189
2016-09-11,189
2016-09-12,189
2016-09-13,195
2016-09-14,195
2016-09-15,188
2016-09-16,188
2016-09-17,179
2016-09-18,179
2016-09-19,181
2016-09-20,181
2016-09-21,181
2016-09-22,191
2016-09-23,191
2016-09-24,191
2016-09-25,198
2016-09-26,198
2016-09-27,188
2016-09-28,188
2016-09-29,184
2016-09-30,184
2016-10-01,182
2016-10-02,182
2016-10-03,182
2016-10-04,187
2016-10-05,187
2016-10-06,187
2016-10-07,187
2016-10-08,191
2016-10-09,191
2016-10-10,195
2016-10-11,195
2016-10-12,186
2016-10-13,186
2016-10-14,183
2016-10-15,183
2016-10-16,185
2016-10-17,185
2016-10-18,185
2016-10-19,185
2016-10-20,183
2016-10-21,183
2016-10-22,187
2016-10-23,187
2016-10-24,187
2016-10-25,187
2016-10-26,180
2016-10-27,180
2016-10-28,180
2016-10-29,186
2016-10-30,186
2016-10-31,185
2016-11-01,185
2016-11-02,184
2016-11-03,184
2016-11-04,177
2016-11-05,177
2016-11-06,179
2016-11-07,179
2016-11-08,183
2016-11-09,183
2016-11-10,188
2016-11-11,188
2016-11-12,198
2016-11-13,198
2016-11-14,208
2016-11-15,208
2016-12-07,201
2016-12-08,197
2016-12-09,197
2016-12-10,192
2016-12-11,192
2016-12-12,195
2016-12-13,195
2016-12-14,195
2016-12-15,195
2016-12-16,203
2016-12-17,207
2016-12-18,207
2016-12-19,213
2016-12-20,213
2016-12-21,213
2016-12-22,213
2016-12-23,206
2016-12-24,206
2016-12-25,204
2016-12-26,204
2016-12-27,203
2016-12-28,203
2016-12-29,198
2016-12-30,198
2016-12-31,197
2017-01-01,197
2017-01-02,198
2017-01-03,198
2017-01-04,202
2017-01-05,202
2017-01-06,197
2017-01-07,191
2017-01-08,191
2017-01-09,183
2017-01-10,183
2017-01-11,179
2017-01-12,185
2017-01-13,185
2017-01-14,186
2017-01-15,186
2017-01-16,186
2017-01-17,184
2017-01-18,194
2017-01-19,194
2017-01-20,204
2017-01-21,215
2017-01-22,215
2017-01-23,224
2017-01-27,208
2017-01-28,206
2017-01-29,206
2017-01-30,203
2017-01-31,203
2017-02-01,202
2017-02-02,202
2017-02-03,199
2017-02-04,198
2017-02-05,198
2017-02-06,195
2017-02-07,195
2017-02-08,189
2017-02-09,189
2017-02-10,185
2017-02-11,185
2017-02-12,192
2017-02-13,192
2017-02-14,185
2017-02-15,185
2017-02-16,178
2017-02-18,184
2017-02-19,193
2017-02-20,193
2017-02-21,187
2017-02-22,187
2017-02-23,185
2017-02-24,185
2017-02-25,184
2017-02-26,184
2017-02-27,192
2017-02-28,193
2017-03-01,193
2017-03-02,194
2017-03-03,194
2017-03-04,191
2017-03-05,191
2017-03-06,196
2017-03-07,196
2017-03-08,199
2017-03-09,199
2017-03-10,202
2017-03-11,202
2017-03-12,203
2017-03-13,203
2017-03-14,203
2017-03-15,205
2017-03-16,205
2017-03-17,204
2017-03-18,204
2017-03-19,197
2017-03-20,197
2017-03-21,193
2017-03-22,193
2017-03-23,185
2017-03-24,185
2017-03-25,186
2017-03-26,186
2017-03-27,185
2017-03-28,185
2017-03-29,184
2017-03-30,184
2017-03-31,187
2017-04-01,187
2017-04-02,197
2017-04-03,207
2017-04-04,207
2017-04-12,208
2017-04-13,209
2017-04-14,209
2017-04-15,218
2017-04-16,225
2017-04-17,217
2017-04-18,217
2017-04-19,227
2017-04-20,227
2017-04-21,239
2017-04-22,239
2017-04-23,244
2017-04-24,244
2017-04-25,243
2017-04-26,243
2017-04-27,245
2017-04-28,245
2017-04-29,248
2017-04-30,248
2017-05-01,237
2017-05-02,230
2017-05-03,230
2017-05-04,222
2017-05-05,211
2017-05-06,211
2017-05-07,222
2017-05-08,222
2017-05-09,227
2017-05-10,227
2017-05-11,226
2017-05-12,227
2017-05-13,230
2017-05-14,230
2017-05-15,229
2017-05-16,221
2017-05-17,221
2017-05-18,216
2017-05-19,216
2017-05-20,227
2017-05-21,227
2017-05-22,239
2017-05-23,239
2017-05-24,245
2017-05-25,245
2017-05-26,258
2017-05-27,267
2017-05-28,267
2017-05-29,281
2017-05-30,281
2017-05-31,292
2017-06-01,280
2017-06-02,270
2017-06-03,270
2017-06-04,257
2017-06-05,257
2017-06-06,248
2017-06-07,248
2017-06-08,248
2017-06-09,240
2017-06-10,235
2017-06-11,224
2017-06-12,224
2017-06-13,228
2017-06-14,228
2017-06-15,221
2017-06-16,221
2017-06-17,218
2017-06-18,212
2017-06-19,212
2017-06-20,204
2017-06-21,204
2017-06-22,198
2017-06-23,198
2017-06-24,193
2017-06-25,193
2017-06-26,197
2017-06-27,197
2017-06-28,202
