date_obj,Black%20boots price
2017-06-29,213
2017-06-30,213
2017-07-01,224
2017-07-02,224
2017-07-03,236
2017-07-04,229
2017-07-05,229
2017-07-06,236
2017-07-07,236
2017-07-08,241
2017-07-13,224
2017-07-14,230
2017-07-15,230
2017-07-16,242
2017-07-17,242
2017-07-18,242
2017-07-19,246
2017-07-20,252
2017-07-21,262
2017-07-22,276
2017-07-23,290
2017-07-24,290
2017-07-25,304
2017-07-26,318
2017-07-27,316
2017-07-28,316
2017-07-29,308
2017-07-30,317
2017-07-31,317
2017-08-01,327
2017-08-02,329
2017-08-03,329
2017-08-04,329
2017-08-05,324
2017-08-06,324
2017-08-07,309
2017-08-08,309
2017-08-09,301
2017-08-10,303
2017-08-11,303
2017-08-12,317
2017-08-13,317
2017-08-14,333
2017-08-15,348
2017-08-16,348
2017-08-17,359
2017-08-18,359
2017-08-19,367
2017-08-20,367
2017-08-21,367
2017-08-22,374
2017-08-23,374
2017-08-24,393
2017-08-25,393
2017-08-26,413
2017-08-27,425
2017-08-28,425
2017-08-29,431
2017-08-30,428
2017-08-31,428
2017-09-01,413
2017-09-02,398
2017-09-03,398
2017-09-04,401
2017-09-05,404
2017-09-06,404
2017-09-07,405
2017-09-08,405
2017-09-09,417
2017-09-10,420
2017-09-11,420
2017-09-12,428
2017-09-13,442
2017-09-14,460
2017-09-15,460
2017-09-16,445
2017-09-17,465
2017-09-18,465
2017-09-19,484
2017-09-20,461
2017-09-22,440
2017-09-23,440
2017-09-24,432
2017-09-25,432
2017-09-26,431
2017-09-27,431
2017-09-28,423
2017-09-29,423
2017-09-30,415
2017-10-01,415
2017-10-02,415
2017-10-03,415
2017-10-04,418
2017-10-05,418
2017-10-06,426
2017-10-07,410
2017-10-08,410
2017-10-09,401
2017-10-10,383
2017-10-11,383
2017-10-12,364
2017-10-13,348
2017-10-14,332
2017-10-15,332
2017-10-16,315
2017-10-17,315
2017-10-18,300
2017-10-19,293
2017-10-20,293
2017-10-21,282
2017-10-22,282
2017-10-23,282
2017-10-24,273
2017-10-25,262
2017-10-26,262
2017-10-27,268
2017-10-28,268
2017-10-29,282
2017-10-30,282
2017-10-31,297
2017-11-01,297
2017-11-02,312
2017-11-03,312
2017-11-04,328
2017-11-05,328
2017-11-06,321
2017-11-07,321
2017-11-08,310
2017-11-09,313
2017-11-10,313
2017-11-11,301
2017-11-12,303
2017-11-13,303
2017-11-14,305
2017-11-15,305
2017-11-16,304
2017-11-17,304
2017-11-18,305
2017-11-19,292
2017-11-20,292
2017-11-21,288
2017-11-22,288
2017-11-23,303
2017-11-24,303
2017-11-25,319
2017-11-26,319
2017-11-27,334
2017-11-28,334
2017-11-29,334
2017-11-30,334
2017-12-01,319
2017-12-02,319
2017-12-03,321
2017-12-04,321
2017-12-05,338
2017-12-06,338
2017-12-07,344
2017-12-08,344
2017-12-09,328
2017-12-10,315
2017-12-11,315
2017-12-12,308
2017-12-13,308
2017-12-14,293
2017-12-15,281
2017-12-16,281
2017-12-17,267
2017-12-18,256
2017-12-19,256
2017-12-20,244
2017-12-21,233
2017-12-22,233
2017-12-23,224
2017-12-24,224
2017-12-25,215
2017-12-26,215
2017-12-27,216
2017-12-28,216
2017-12-29,209
2017-12-30,201
2017-12-31,201
2018-01-01,206
2018-01-02,206
2018-01-03,198
2018-01-04,198
2018-01-05,208
2018-01-06,219
2018-01-07,219
2018-01-08,222
2018-01-09,222
2018-01-10,217
2018-01-11,217
2018-01-12,210
2018-01-13,204
2018-01-14,204
2018-01-15,195
2018-01-16,188
2018-01-17,180
2018-01-18,175
2018-01-19,175
2018-01-20,179
2018-01-21,179
2018-01-22,188
2018-01-23,196
2018-01-24,206
2018-01-25,215
2018-01-26,218
2018-01-27,229
2018-01-28,223
2018-01-29,217
2018-01-30,208
2018-01-31,200
2018-02-01,197
2018-02-02,205
2018-02-03,207
2018-02-04,218
2018-02-05,222
2018-02-06,223
2018-02-07,224
2018-02-08,224
2018-02-09,236
2018-02-10,245
2018-02-11,254
2018-02-12,251
2018-02-13,259
2018-02-14,265
2018-02-15,264
2018-02-16,255
2018-02-17,251
2018-02-18,242
2018-02-19,233
2018-02-20,222
2018-02-21,219
2018-02-22,214
2018-02-23,207
2018-02-24,207
2018-02-25,197
2018-02-26,190
2018-02-27,193
2018-02-28,194
2018-03-01,192
2018-03-02,194
2018-03-03,195
2018-03-04,195
2018-03-05,197
2018-03-06,200
2018-03-07,197
2018-03-08,200
2018-03-09,190
2018-03-10,187
2018-03-11,182
2018-03-12,178
2018-03-13,185
2018-03-14,186
2018-03-15,182
2018-03-16,186
2018-03-17,192
2018-03-18,191
2018-03-19,191
2018-03-20,200
2018-03-21,210
2018-03-22,221
2018-03-23,219
2018-03-24,214
2018-03-25,214
2018-03-26,210
2018-03-27,206
2018-03-28,206
2018-03-29,207
2018-03-30,204
2018-03-31,208
2018-04-01,207
2018-04-02,209
2018-04-03,205
2018-04-04,197
2018-04-05,197
2018-04-06,203
2018-04-07,203
2018-04-08,197
2018-04-09,202
2018-04-10,213
2018-04-11,215
2018-04-12,215
2018-04-13,226
2018-04-14,238
2018-04-15,250
2018-04-16,250
2018-04-17,263
2018-04-18,277
2018-04-19,291
2018-04-20,306
2018-04-21,322
2018-04-22,336
2018-04-23,353
2018-04-24,357
2018-04-25,350
2018-04-26,350
2018-04-27,344
2018-04-28,340
2018-04-29,328
2018-04-30,315
2018-05-01,308
2018-05-02,308
2018-05-03,307
2018-05-04,307
2018-05-05,310
2018-05-06,310
2018-05-07,322
2018-05-08,324
2018-05-09,322
2018-05-10,313
2018-05-11,307
2018-05-12,307
2018-05-13,307
2018-05-14,300
2018-05-15,293
2018-05-16,285
2018-05-17,271
2018-05-18,271
2018-05-19,285
2018-05-20,300
2018-05-21,307
2018-05-22,307
2018-05-23,309
2018-05-24,316
2018-05-25,311
2018-05-26,314
2018-05-27,316
2018-05-28,308
2018-05-29,309
2018-05-30,311
2018-05-31,315
2018-06-01,320
2018-06-02,319
2018-06-03,311
2018-06-04,306
2018-06-05,307
2018-06-06,307
2018-06-07,307
2018-06-08,312
2018-06-09,312
2018-06-10,310
2018-06-11,319
2018-06-12,320
2018-06-13,311
2018-06-14,313
2018-06-15,314
2018-06-16,309
2018-06-17,324
2018-06-18,330
2018-06-19,331
2018-06-20,331
2018-06-21,335
2018-06-22,333
2018-06-23,333
2018-06-24,338
2018-06-25,336
2018-06-26,325
2018-06-27,317
2018-06-28,315
2018-06-29,312
2018-06-30,307
2018-07-01,311
2018-07-02,311
2018-07-03,301
2018-07-04,296
2018-07-05,288
2018-07-06,288
2018-07-07,277
2018-07-08,270
2018-07-09,264
2018-07-10,260
2018-07-11,256
2018-07-12,244
2018-07-13,245
2018-07-14,236
2018-07-15,228
2018-07-16,224
2018-07-17,216
2018-07-18,215
2018-07-19,206
2018-07-20,200
2018-07-21,198
2018-07-22,192
2018-07-23,196
2018-07-24,204
2018-07-25,215
2018-07-26,216
2018-07-27,226
2018-07-28,238
2018-07-29,247
2018-07-30,254
2018-07-31,267
2018-08-01,267
2018-08-02,281
2018-08-03,296
2018-08-04,311
2018-08-05,327
2018-08-06,344
2018-08-07,339
2018-08-08,333
2018-08-09,329
2018-08-10,327
2018-08-11,321
2018-08-12,315
2018-08-14,308
2018-08-16,325
2018-08-17,330
2018-08-18,327
2018-08-19,327
2018-08-20,340
2018-08-21,335
2018-08-22,328
2018-08-23,318
2018-08-24,313
2018-08-25,307
2018-08-26,299
2018-08-27,306
2018-08-28,306
2018-08-29,299
2018-08-30,306
2018-08-31,313
2018-09-01,317
2018-09-02,322
2018-09-03,327
2018-09-04,338
2018-09-05,350
2018-09-06,350
2018-09-07,362
2018-09-08,373
2018-09-09,377
2018-09-10,375
2018-09-11,365
2018-09-12,360
2018-09-13,360
2018-09-14,364
2018-09-15,367
2018-09-16,362
2018-09-17,362
2018-09-18,360
2018-09-19,361
2018-09-20,361
2018-09-21,359
2018-09-22,359
2018-09-23,359
2018-09-24,353
2018-09-25,353
2018-09-26,352
2018-09-27,352
2018-09-28,351
2018-09-29,352
2018-09-30,351
2018-10-01,352
2018-10-02,353
2018-10-03,355
2018-10-04,357
2018-10-05,357
2018-10-06,372
2018-10-07,372
2018-10-08,365
2018-10-09,365
2018-10-10,363
2018-10-11,365
2018-10-12,361
2018-10-13,359
2018-10-14,359
2018-10-15,363
2018-10-16,365
2018-10-17,360
2018-10-18,357
2018-10-19,356
2018-10-20,356
2018-10-21,353
2018-10-22,353
2018-10-23,349
2018-10-24,355
2018-10-25,361
2018-10-26,363
2018-10-27,363
2018-10-28,364
2018-10-29,368
2018-10-30,377
2018-10-31,382
2018-11-01,387
2018-11-03,381
2018-11-04,384
2018-11-05,378
2018-11-06,391
2018-11-07,398
2018-11-08,404
2018-11-09,424
2018-11-10,419
2018-11-11,401
2018-11-12,388
2018-11-13,368
2018-11-15,333
2018-11-16,320
2018-11-17,307
2018-11-18,295
2018-11-19,290
2018-11-20,287
2018-11-21,285
2018-11-22,270
2018-11-23,256
2018-11-24,249
2018-11-25,241
2018-11-26,235
2018-11-27,240
2018-11-28,240
2018-11-29,235
2018-12-01,223
2018-12-02,216
2018-12-03,211
2018-12-04,202
2018-12-05,195
2018-12-07,184
2018-12-09,179
2018-12-10,176
2018-12-11,178
2018-12-12,177
2018-12-13,179
2018-12-14,179
2018-12-15,179
2018-12-16,183
2018-12-17,179
2018-12-18,185
2018-12-19,195
2018-12-20,204
2018-12-21,206
2018-12-22,207
2018-12-23,213
2018-12-24,207
2018-12-25,200
2018-12-26,193
2018-12-27,186
2018-12-28,179
2018-12-29,181
2018-12-30,180
2018-12-31,182
2019-01-01,180
2019-01-02,184
2019-01-03,181
2019-01-04,180
2019-01-05,178
2019-01-06,177
2019-01-08,172
2019-01-10,175
2019-01-11,184
2019-01-12,192
2019-01-13,201
2019-01-14,206
2019-01-15,215
2019-01-16,216
2019-01-17,215
2019-01-18,216
2019-01-19,213
2019-01-20,205
2019-01-21,203
2019-01-22,203
2019-01-23,204
2019-01-24,202
2019-01-25,207
2019-01-26,213
2019-01-27,217
2019-01-28,210
2019-01-29,205
2019-01-30,202
2019-01-31,203
2019-02-01,206
2019-02-02,206
2019-02-03,210
2019-02-04,214
2019-02-05,212
2019-02-06,204
2019-02-07,203
2019-02-08,205
2019-02-09,205
2019-02-10,202
2019-02-11,204
2019-02-12,204
2019-02-13,204
2019-02-14,206
2019-02-15,208
2019-02-16,206
2019-02-17,203
2019-02-18,205
2019-02-19,203
2019-02-20,207
2019-02-21,210
2019-02-22,212
2019-02-23,215
2019-02-24,217
2019-02-25,221
2019-02-26,227
2019-02-27,239
2019-02-28,240
2019-03-01,236
2019-03-02,226
2019-03-03,217
2019-03-04,215
2019-03-05,222
2019-03-06,219
2019-03-07,217
2019-03-08,217
2019-03-09,208
2019-03-10,203
2019-03-11,195
2019-03-12,196
2019-03-13,206
2019-03-14,217
2019-03-15,228
2019-03-16,239
2019-03-17,251
2019-03-18,263
2019-03-19,263
2019-03-20,253
2019-03-21,241
2019-03-22,230
2019-03-23,222
2019-03-24,213
2019-03-25,207
2019-03-26,206
2019-03-27,206
2019-03-28,207
2019-03-29,207
2019-03-30,207
2019-03-31,206
2019-04-01,206
2019-04-02,205
2019-04-03,205
2019-04-04,206
2019-04-05,206
2019-04-06,204
2019-04-07,206
2019-04-08,207
2019-04-09,212
2019-04-10,212
2019-04-11,205
2019-04-12,204
2019-04-13,205
2019-04-14,207
2019-04-15,207
2019-04-16,216
2019-04-17,213
2019-04-18,209
2019-04-19,213
2019-04-20,224
2019-04-21,236
2019-04-22,247
2019-04-23,236
2019-04-24,225
2019-04-25,221
2019-04-26,216
2019-04-27,210
2019-04-28,205
2019-04-29,198
2019-04-30,194
2019-05-01,194
2019-05-02,194
2019-05-03,201
2019-05-04,203
2019-05-05,204
2019-05-06,208
2019-05-07,205
2019-05-08,208
2019-05-09,212
2019-05-10,210
2019-05-11,210
2019-05-12,219
2019-05-13,219
2019-05-14,224
2019-05-15,219
2019-05-16,214
2019-05-17,206
2019-05-18,206
2019-05-19,206
2019-05-20,199
2019-05-21,192
2019-05-22,184
2019-05-23,181
2019-05-24,174
2019-05-25,172
2019-05-26,165
2019-05-27,168
2019-05-28,173
2019-05-29,174
2019-05-30,180
2019-05-31,175
2019-06-01,173
2019-06-02,171
2019-06-03,166
2019-06-04,165
2019-06-05,164
2019-06-06,159
2019-06-07,154
2019-06-08,156
2019-06-09,155
2019-06-10,155
2019-06-11,158
2019-06-12,155
2019-06-13,155
2019-06-14,158
2019-06-15,158
2019-06-16,157
2019-06-17,153
2019-06-18,161
2019-06-19,170
2019-06-20,179
2019-06-21,187
2019-06-22,197
2019-06-23,207
2019-06-24,218
2019-06-25,228
2019-06-26,231
2019-06-27,233
2019-06-28,233
2019-06-29,232
2019-06-30,223
2019-07-01,215
2019-07-02,213
2019-07-03,214
2019-07-04,206
2019-07-05,200
2019-07-06,195
2019-07-07,194
2019-07-08,192
2019-07-09,187
2019-07-10,183
2019-07-11,177
2019-07-12,181
2019-07-13,177
2019-07-14,176
2019-07-15,176
2019-07-16,172
2019-07-17,169
2019-07-18,167
2019-07-19,170
2019-07-20,179
2019-07-21,182
2019-07-22,190
2019-07-23,200
2019-07-24,200
2019-07-25,203
2019-07-26,203
2019-07-27,201
2019-07-28,198
2019-07-29,190
2019-07-30,189
2019-07-31,194
2019-08-01,195
2019-08-02,199
2019-08-03,195
2019-08-04,195
2019-08-05,194
2019-08-06,195
2019-08-07,194
2019-08-08,193
2019-08-09,193
2019-08-10,193
2019-08-11,192
2019-08-12,190
2019-08-13,189
2019-08-14,189
2019-08-15,189
2019-08-16,183
2019-08-17,183
2019-08-18,179
2019-08-19,175
2019-08-20,169
2019-08-21,166
2019-08-22,164
2019-08-23,164
