date_obj,Red%20boots price
2019-04-19,975
2019-04-20,994
2019-04-21,994
2019-04-22,979
2019-04-23,973
2019-04-24,965
2019-04-25,964
2019-04-26,947
2019-04-27,947
2019-04-28,956
2019-04-29,973
2019-04-30,950
2019-05-01,950
2019-05-02,935
2019-05-03,926
2019-05-04,929
2019-05-05,904
2019-05-06,904
2019-05-07,874
2019-05-08,874
2019-05-09,883
2019-05-10,894
2019-05-11,897
2019-05-12,902
2019-05-13,927
2019-05-14,950
2019-05-15,950
2019-05-16,958
2019-05-17,958
2019-05-18,984
2019-05-19,984
2019-05-20,984
2019-05-21,984
2019-05-22,1002
2019-05-23,965
2019-05-24,965
2019-05-25,926
2019-05-26,924
2019-05-27,933
2019-05-28,924
2019-05-29,926
2019-05-30,926
2019-05-31,928
2019-06-01,928
2019-06-02,968
2019-06-03,957
2019-06-04,947
2019-06-05,974
2019-06-06,1023
2019-06-07,1017
2019-06-08,1014
2019-06-09,974
2019-06-10,974
2019-06-11,969
2019-06-12,986
2019-06-13,981
2019-06-14,1016
2019-06-15,1016
2019-06-16,1014
2019-06-17,1044
2019-06-18,1044
2019-06-19,1069
2019-06-20,1062
2019-06-21,1085
2019-06-22,1085
2019-06-23,1097
2019-06-24,1129
2019-06-25,1172
2019-06-26,1212
2019-06-27,1234
2019-06-28,1234
2019-06-29,1228
2019-06-30,1182
2019-07-01,1182
2019-07-02,1184
2019-07-03,1198
2019-07-04,1198
2019-07-05,1207
2019-07-06,1214
2019-07-07,1233
2019-07-08,1233
2019-07-09,1224
2019-07-10,1237
2019-07-11,1237
2019-07-12,1194
2019-07-13,1194
2019-07-14,1166
2019-07-15,1166
2019-07-16,1120
2019-07-17,1118
2019-07-18,1118
2019-07-19,1090
2019-07-20,1090
2019-07-21,1040
2019-07-22,1027
2019-07-23,1036
2019-07-24,1036
2019-07-25,1039
2019-07-26,1039
2019-07-27,1006
2019-07-28,989
2019-07-29,1030
2019-07-30,1071
2019-07-31,1111
2019-08-01,1111
2019-08-02,1072
2019-08-03,1027
2019-08-04,1027
2019-08-05,1031
2019-08-06,1031
2019-08-07,1076
2019-08-08,1076
2019-08-09,1130
2019-08-10,1187
2019-08-11,1187
2019-08-12,1236
2019-08-13,1236
2019-08-14,1289
2019-08-15,1225
2019-08-16,1169
2019-08-17,1169
2019-08-18,1128
2019-08-19,1139
2019-08-20,1139
2019-08-21,1114
2019-08-22,1111
2019-08-23,1111
2019-08-24,1104
2019-08-24,1104
2019-08-25,1104
2019-08-25,1104
2019-08-26,1129
2019-08-26,1129
2019-08-27,1129
2019-08-27,1129
2019-08-28,1095
2019-08-29,1095
2019-08-30,1065
2019-08-31,1065
2019-09-01,1088
2019-09-02,1088
2019-09-03,1081
2019-09-04,1081
2019-09-05,1045
2019-09-06,1045
2019-09-07,1049
2019-09-08,1037
2019-09-09,1037
2019-09-10,1082
2019-09-11,1115
2019-09-12,1115
2019-09-13,1140
2019-09-14,1140
2019-09-15,1164
2019-09-16,1194
2019-09-17,1194
2019-09-18,1183
2019-09-19,1183
2019-09-20,1200
2019-09-21,1200
2019-09-22,1213
2019-09-23,1246
2019-09-24,1246
2019-09-25,1241
2019-09-26,1249
2019-09-27,1249
2019-09-28,1273
2019-09-29,1273
2019-09-30,1268
2019-10-01,1290
2019-10-02,1290
2019-10-03,1316
2019-10-04,1316
2019-10-05,1359
2019-10-06,1338
2019-10-07,1338
2019-10-08,1343
2019-10-09,1343
2019-10-10,1291
2019-10-11,1291
2019-10-12,1251
2019-10-13,1253
2019-10-14,1214
2019-10-15,1214
2019-10-16,1158
2019-10-17,1158
2019-10-18,1171
2019-10-19,1171
2019-10-20,1160
2019-10-21,1160
2019-10-22,1191
2019-10-23,1191
2019-10-24,1178
2019-10-25,1178
2019-10-26,1142
2019-10-27,1142
2019-10-28,1108
2019-10-29,1108
2019-10-30,1124
2019-10-31,1124
2019-11-01,1179
2019-11-02,1179
2019-11-03,1207
2019-11-04,1207
2019-11-05,1152
2019-11-06,1152
2019-11-07,1171
2019-11-08,1171
2019-11-09,1196
2019-11-10,1238
2019-11-11,1238
2019-11-12,1236
2019-11-13,1236
2019-11-14,1285
2019-11-15,1285
2019-11-16,1308
2019-11-17,1308
2019-11-18,1291
2019-11-19,1291
2019-11-20,1281
2019-11-21,1281
2019-11-22,1297
2019-11-23,1297
2019-11-24,1253
2019-11-25,1253
2019-11-26,1219
2019-11-27,1219
2019-11-28,1246
2019-11-29,1246
2019-11-30,1281
2019-12-01,1281
2019-12-02,1304
2019-12-03,1314
2019-12-04,1314
2019-12-05,1322
2019-12-06,1322
2019-12-07,1298
2019-12-08,1298
2019-12-09,1296
2019-12-10,1281
2019-12-11,1281
2019-12-12,1287
2019-12-13,1287
2019-12-14,1339
2019-12-15,1305
2019-12-16,1305
2019-12-17,1309
2019-12-18,1309
2019-12-19,1361
2019-12-20,1361
2019-12-21,1333
2019-12-22,1293
2019-12-23,1293
2019-12-24,1270
2019-12-25,1213
2019-12-26,1213
2019-12-27,1195
2019-12-28,1178
2019-12-29,1178
2019-12-30,1168
2019-12-31,1168
2020-01-01,1209
2020-01-02,1220
2020-01-03,1220
2020-01-04,1266
2020-01-05,1261
2020-01-06,1261
2020-01-07,1297
2020-01-08,1297
2020-01-09,1291
2020-01-10,1291
2020-01-11,1264
2020-01-12,1201
2020-01-13,1201
2020-01-14,1146
2020-01-15,1088
2020-01-16,1053
2020-01-17,1053
2020-01-18,1045
2020-01-19,1015
2020-01-20,1015
2020-01-21,1032
2020-01-22,1032
2020-01-23,1023
2020-01-24,1023
2020-01-25,981
2020-01-26,974
2020-01-27,974
2020-01-28,1013
2020-01-29,1013
2020-01-30,1061
2020-01-31,1061
2020-02-01,1078
2020-02-02,1097
2020-02-03,1097
2020-02-04,1104
2020-02-05,1104
2020-02-06,1102
2020-02-07,1102
2020-02-08,1114
2020-02-09,1114
2020-02-10,1110
2020-02-11,1110
2020-02-12,1080
2020-02-13,1080
2020-02-14,1073
2020-02-15,1073
2020-02-16,1076
2020-02-17,1052
2020-02-18,1018
2020-02-19,1018
2020-02-20,1036
2020-02-21,1036
2020-02-22,1014
2020-02-23,1014
2020-02-24,980
2020-02-25,980
2020-02-26,1006
2020-02-27,1006
2020-02-28,1023
2020-02-29,1023
2020-03-01,1012
2020-03-02,1012
2020-03-03,974
2020-03-04,974
2020-03-05,1023
2020-03-06,1023
2020-03-07,990
2020-03-08,944
2020-03-09,909
2020-03-10,897
2020-03-11,897
2020-03-12,912
2020-03-13,912
2020-03-14,935
2020-03-15,935
2020-03-16,966
2020-03-17,966
2020-03-18,954
2020-03-19,954
2020-03-20,967
2020-03-21,967
2020-03-22,971
2020-03-23,971
2020-03-24,965
2020-03-25,941
2020-03-26,964
2020-03-27,980
2020-03-28,1014
2020-03-29,1030
2020-03-30,1042
2020-03-31,1007
2020-04-01,994
2020-04-02,971
2020-04-03,971
2020-04-04,966
2020-04-05,957
2020-04-06,969
2020-04-07,987
2020-04-08,1014
2020-04-09,1060
2020-04-10,1060
2020-04-11,1077
2020-04-12,1098
2020-04-13,1117
2020-04-14,1130
2020-04-15,1151
2020-04-16,1151
2020-04-17,1181
2020-04-18,1135
2020-04-19,1146
2020-04-20,1099
2020-04-21,1125
2020-04-22,1119
2020-04-23,1109
2020-04-24,1113
2020-04-25,1163
2020-04-26,1203
2020-04-27,1170
2020-04-28,1143
2020-04-29,1169
2020-04-30,1159
2020-05-01,1159
2020-05-02,1157
2020-05-03,1120
2020-05-04,1068
2020-05-05,1028
2020-05-06,991
2020-05-07,944
2020-05-08,948
2020-05-09,969
2020-05-10,979
2020-05-11,979
2020-05-12,940
2020-05-13,899
