date_obj,Hunters'%20crossbow price
2015-06-21,4191
2015-06-22,4191
2015-06-23,4176
2015-06-24,4176
2015-06-25,4176
2015-06-26,4145
2015-06-27,4145
2015-06-28,4145
2015-06-29,4130
2015-06-30,4130
2015-07-01,4130
2015-07-02,4130
2015-07-03,4142
2015-07-04,4142
2015-07-05,4142
2015-07-06,3969
2015-07-07,3969
2015-07-08,3777
2015-07-09,3777
2015-07-10,3777
2015-07-11,3614
2015-07-12,3614
2015-07-13,3614
2015-07-14,3535
2015-07-15,3535
2015-07-16,3535
2015-07-17,3526
2015-07-18,3526
2015-07-19,3526
2015-07-20,3526
2015-07-21,3596
2015-07-22,3596
2015-07-23,3596
2015-07-24,3528
2015-07-25,3528
2015-07-26,3528
2015-07-27,3569
2015-07-28,3569
2015-07-29,3569
2015-07-30,3536
2015-07-31,3536
2015-08-01,3536
2015-08-02,3395
2015-08-03,3395
2015-08-04,3395
2015-08-05,3391
2015-08-06,3391
2015-08-07,3391
2015-08-08,3447
2015-08-09,3447
2015-08-10,3447
2015-08-11,3501
2015-08-12,3501
2015-08-13,3501
2015-08-14,3650
2015-08-15,3650
2015-08-16,3650
2015-08-17,3650
2015-08-18,3751
2015-08-19,3751
2015-08-20,3751
2015-08-21,3674
2015-08-22,3674
2015-08-23,3674
2015-08-24,3637
2015-08-25,3637
2015-08-26,3637
2015-08-27,3522
2015-08-28,3522
2015-08-29,3522
2015-08-30,3576
2015-08-31,3576
2015-09-01,3576
2015-09-02,3627
2015-09-07,3627
2015-09-08,3610
2015-09-10,3610
2015-09-14,3763
2015-09-16,3763
2015-09-22,3902
2015-09-23,3902
2015-09-24,3902
2015-09-25,3832
2015-09-27,3832
2015-09-28,3832
2015-09-29,3833
2015-09-30,3833
2015-10-05,3606
2015-10-06,3606
2015-10-07,3606
2015-10-08,3510
2015-10-09,3510
2015-10-10,3510
2015-10-11,3439
2015-10-12,3439
2015-10-13,3439
2015-10-14,3439
2015-10-15,3475
2015-10-16,3475
2015-10-17,3475
2015-10-18,3590
2015-10-19,3590
2015-10-20,3590
2015-10-22,3610
2015-10-23,3610
2015-10-24,3610
2015-10-25,3442
2015-10-26,3442
2015-10-27,3442
2015-10-29,3303
2015-10-30,3303
2015-10-31,3340
2015-11-01,3340
2015-11-02,3340
2015-11-03,3340
2015-11-04,3333
2015-11-05,3333
2015-11-06,3333
2015-11-07,3447
2015-11-08,3447
2015-11-09,3447
2015-11-10,3447
2015-11-11,3517
2015-11-12,3517
2015-11-13,3517
2015-11-14,3517
2015-11-15,3477
2015-11-16,3477
2015-11-17,3477
2015-11-18,3477
2015-11-19,3455
2015-11-20,3455
2015-11-21,3455
2015-11-22,3348
2015-11-23,3348
2015-11-24,3348
2015-11-25,3345
2015-11-26,3345
2015-11-27,3345
2015-11-28,3345
2015-11-29,3241
2015-11-30,3241
2015-12-01,3241
2015-12-02,3162
2015-12-03,3162
2015-12-04,3162
2015-12-05,3187
2015-12-06,3187
2015-12-07,3187
2015-12-08,3069
2015-12-09,3069
2015-12-10,3100
2015-12-11,3100
2015-12-12,3100
2015-12-13,3055
2015-12-14,3055
2015-12-15,3055
2015-12-16,3076
2015-12-17,3076
2015-12-18,3076
2015-12-19,3212
2015-12-20,3212
2015-12-21,3212
2015-12-22,3181
2015-12-23,3181
2015-12-24,3181
2015-12-25,3251
2015-12-26,3251
2015-12-27,3387
2015-12-28,3387
2015-12-29,3550
2015-12-30,3550
2015-12-31,3550
2016-01-01,3714
2016-01-02,3714
2016-01-03,3663
2016-01-04,3663
2016-01-05,3663
2016-01-06,3687
2016-01-07,3687
2016-01-08,3687
2016-01-09,3859
2016-01-10,3859
2016-01-11,3859
2016-01-12,3733
2016-01-13,3733
2016-01-14,3733
2016-01-15,3613
2016-01-16,3613
2016-01-17,3613
2016-01-18,3590
2016-01-19,3590
2016-01-20,3590
2016-01-21,3611
2016-01-22,3611
2016-01-23,3611
2016-01-24,3621
2016-01-25,3621
2016-01-26,3621
2016-01-27,3740
2016-01-28,3740
2016-01-29,3740
2016-01-30,3841
2016-01-31,3841
2016-02-01,3892
2016-02-02,3892
2016-02-03,3892
2016-02-04,3753
2016-02-05,3753
2016-02-06,3753
2016-02-07,3787
2016-02-08,3787
2016-02-09,3787
2016-02-10,3949
2016-02-11,3949
2016-02-12,3949
2016-02-13,4138
2016-02-14,4138
2016-02-15,4138
2016-02-16,4339
2016-02-17,4339
2016-02-18,4339
2016-02-19,4443
2016-02-20,4443
2016-02-21,4432
2016-02-22,4432
2016-02-23,4432
2016-02-24,4432
2016-02-25,4274
2016-02-26,4274
2016-02-27,4274
2016-02-28,4139
2016-02-29,4139
2016-03-01,4139
2016-03-02,4031
2016-03-03,4031
2016-03-04,4031
2016-03-05,3855
2016-03-06,3855
2016-03-07,3855
2016-03-08,3864
2016-03-09,3864
2016-03-10,3864
2016-03-11,3928
2016-03-12,3928
2016-03-13,3928
2016-03-14,3970
2016-03-15,3970
2016-03-16,4031
2016-03-17,4031
2016-03-18,4222
2016-03-19,4222
2016-03-20,4280
2016-03-22,4280
2016-03-23,4137
2016-03-24,4137
2016-03-25,4137
2016-03-26,4325
2016-03-27,4325
2016-03-28,4325
2016-03-29,4325
2016-03-30,4325
2016-03-31,4325
2016-04-01,4336
2016-04-02,4336
2016-04-03,4336
2016-04-04,4397
2016-04-05,4397
2016-04-06,4397
2016-04-07,4371
2016-04-08,4371
2016-04-09,4157
2016-04-10,4157
2016-04-11,4093
2016-04-12,4093
2016-04-13,3968
2016-04-14,3968
2016-04-15,3968
2016-04-16,3957
2016-04-17,3957
2016-04-18,3993
2016-04-19,3993
2016-04-20,3993
2016-04-21,3822
2016-04-22,3822
2016-04-23,3822
2016-04-24,3674
2016-04-25,3674
2016-04-26,3533
2016-04-27,3533
2016-04-28,3437
2016-04-29,3437
2016-04-30,3437
2016-05-01,3401
2016-05-02,3401
2016-05-03,3342
2016-05-04,3342
2016-05-05,3342
2016-05-06,3293
2016-05-07,3293
2016-05-08,3293
2016-05-09,3321
2016-05-10,3321
2016-05-11,3321
2016-05-12,3364
2016-05-13,3364
2016-05-14,3359
2016-05-15,3359
2016-05-16,3359
2016-05-17,3327
2016-05-18,3327
2016-05-19,3327
2016-05-22,3335
2016-05-23,3363
2016-05-24,3363
2016-05-25,3363
2016-05-26,3390
2016-05-27,3390
2016-05-28,3390
2016-05-29,3355
2016-05-30,3355
2016-05-31,3355
2016-06-01,3368
2016-06-02,3368
2016-06-03,3368
2016-06-04,3359
2016-06-05,3359
2016-06-06,3329
2016-06-07,3329
2016-06-08,3329
2016-06-09,3234
2016-06-10,3234
2016-06-11,3083
2016-06-12,3083
2016-06-13,3024
2016-06-14,3024
2016-06-15,3057
2016-06-16,3057
2016-06-17,3054
2016-06-18,3054
2016-06-19,3039
2016-06-20,3039
2016-06-21,3009
2016-06-22,3009
2016-06-23,3039
2016-06-24,3039
2016-06-25,3118
2016-06-26,3118
2016-06-27,3118
2016-06-28,3164
2016-06-29,3164
2016-06-30,3170
2016-07-01,3170
2016-07-02,3170
2016-07-03,3170
2016-07-04,3140
2016-07-05,3140
2016-07-06,3140
2016-07-07,3198
2016-07-08,3198
2016-07-09,3217
2016-07-10,3217
2016-07-11,3195
2016-07-12,3195
2016-07-13,3195
2016-07-14,3264
2016-07-15,3264
2016-07-16,3343
2016-07-17,3343
2016-07-18,3262
2016-07-23,3244
2016-07-24,3208
2016-07-25,3208
2016-07-26,3208
2016-07-27,3164
2016-07-28,3164
2016-07-29,3205
2016-07-30,3205
2016-07-31,3205
2016-08-01,3244
2016-08-02,3244
2016-08-03,3231
2016-08-04,3231
2016-08-05,3231
2016-08-06,3070
2016-08-07,3070
2016-08-08,3070
2016-08-09,2932
2016-08-10,2932
2016-08-11,2932
2016-08-12,2785
2016-08-13,2785
2016-08-14,2791
2016-08-15,2791
2016-08-16,2857
2016-08-17,2857
2016-08-18,2857
2016-08-19,2786
2016-08-20,2786
2016-08-21,2786
2016-08-22,2740
2016-08-23,2740
2016-08-24,2740
2016-08-25,2742
2016-08-26,2742
2016-08-28,2746
2016-08-31,2847
2016-09-01,2847
2016-09-02,2847
2016-09-03,2769
2016-09-04,2769
2016-09-05,2662
2016-09-06,2662
2016-09-07,2662
2016-09-08,2558
2016-09-09,2558
2016-09-10,2476
2016-09-11,2476
2016-09-12,2476
2016-09-13,2517
2016-09-14,2517
2016-09-15,2517
2016-09-16,2439
2016-09-17,2439
2016-09-18,2352
2016-09-19,2352
2016-09-20,2352
2016-09-21,2240
2016-09-22,2240
2016-09-23,2128
2016-09-24,2128
2016-09-25,2025
2016-09-26,2025
2016-09-27,1970
2016-09-28,1970
2016-09-29,1970
2016-09-30,1898
2016-10-01,1898
2016-10-02,1898
2016-10-03,1837
2016-10-04,1837
2016-10-05,1902
2016-10-06,1902
2016-10-07,1902
2016-10-08,1993
2016-10-09,1993
2016-10-10,1993
2016-10-11,2093
2016-10-12,2093
2016-10-13,2093
2016-10-14,2139
2016-10-15,2139
2016-10-16,2139
2016-10-17,2207
2016-10-18,2207
2016-10-19,2249
2016-10-20,2249
2016-10-21,2326
2016-10-22,2326
2016-10-23,2319
2016-10-24,2319
2016-10-25,2319
2016-10-26,2362
2016-10-27,2362
2016-10-28,2362
2016-10-29,2390
2016-10-30,2390
2016-10-31,2472
2016-11-01,2472
2016-11-02,2472
2016-11-03,2586
2016-11-04,2586
2016-11-05,2686
2016-11-06,2808
2016-11-07,2808
2016-11-08,2935
2016-11-09,2935
2016-11-10,2992
2016-11-11,2992
2016-11-12,2893
2016-11-13,2893
2016-11-14,2806
2016-11-15,2806
2016-12-07,3170
2016-12-08,3158
2016-12-09,3158
2016-12-10,3158
2016-12-11,3155
2016-12-12,3155
2016-12-13,3078
2016-12-14,3078
2016-12-15,3078
2016-12-16,3040
2016-12-17,3040
2016-12-18,3077
2016-12-19,3077
2016-12-20,3045
2016-12-21,3045
2016-12-22,3045
2016-12-23,3080
2016-12-24,3080
2016-12-25,3166
2016-12-26,3166
2016-12-27,3166
2016-12-28,3243
2016-12-29,3243
2016-12-30,3379
2016-12-31,3379
2017-01-01,3379
2017-01-02,3504
2017-01-03,3504
2017-01-04,3445
2017-01-05,3445
2017-01-06,3445
2017-01-07,3444
2017-01-08,3444
2017-01-09,3356
2017-01-10,3356
2017-01-11,3190
2017-01-12,3190
2017-01-13,3219
2017-01-14,3219
2017-01-15,3247
2017-01-16,3247
2017-01-17,3177
2017-01-18,3177
2017-01-19,3083
2017-01-20,3083
2017-01-21,3047
2017-01-22,3047
2017-01-23,2965
2017-01-27,2983
2017-01-28,2983
2017-01-29,3091
2017-01-30,3091
2017-01-31,3091
2017-02-01,3169
2017-02-02,3169
2017-02-03,3169
2017-02-04,3133
2017-02-05,3133
2017-02-06,3041
2017-02-07,3041
2017-02-08,3013
2017-02-09,3013
2017-02-10,2907
2017-02-11,2907
2017-02-12,2907
2017-02-13,2882
2017-02-14,2882
2017-02-15,2845
2017-02-16,2845
2017-02-18,2852
2017-02-19,2910
2017-02-20,2910
2017-02-21,2967
2017-02-22,2967
2017-02-23,3089
2017-02-24,3089
2017-02-25,3237
2017-02-26,3237
2017-02-27,3186
2017-02-28,3163
2017-03-01,3163
2017-03-02,3092
2017-03-03,3092
2017-03-04,3060
2017-03-05,3060
2017-03-06,2983
2017-03-07,2994
2017-03-08,2994
2017-03-09,3073
2017-03-10,3162
2017-03-11,3048
2017-03-12,2897
2017-03-13,2808
2017-03-14,2796
2017-03-15,2813
2017-03-16,2891
2017-03-17,2954
2017-03-18,2948
2017-03-19,2983
2017-03-20,3004
2017-03-21,2913
2017-03-22,2913
2017-03-23,2912
2017-03-24,2966
2017-03-25,2966
2017-03-26,2954
2017-03-27,2826
2017-03-28,2826
2017-03-29,2849
2017-03-30,2849
2017-03-31,2865
2017-04-01,2865
2017-04-02,2849
2017-04-03,2952
2017-04-04,2952
2017-04-12,2888
2017-04-13,2750
2017-04-14,2750
2017-04-15,2739
2017-04-16,2783
2017-04-17,2876
2017-04-18,2876
2017-04-19,2940
2017-04-20,2940
2017-04-21,3037
2017-04-22,3037
2017-04-23,3103
2017-04-24,3103
2017-04-25,3213
2017-04-26,3213
2017-04-27,3327
2017-04-28,3406
2017-04-29,3469
2017-04-30,3469
2017-05-01,3508
2017-05-02,3548
2017-05-03,3548
2017-05-04,3453
2017-05-05,3292
2017-05-06,3220
2017-05-07,3255
2017-05-08,3255
2017-05-09,3220
2017-05-10,3220
2017-05-11,3118
2017-05-12,2983
2017-05-13,2861
2017-05-14,2861
2017-05-15,2792
2017-05-16,2765
2017-05-17,2765
2017-05-18,2718
2017-05-19,2718
2017-05-20,2755
2017-05-21,2755
2017-05-22,2766
2017-05-23,2766
2017-05-24,2803
2017-05-25,2803
2017-05-26,2826
2017-05-27,2826
2017-05-28,2762
2017-05-29,2762
2017-05-30,2623
2017-05-31,2493
2017-06-01,2387
2017-06-02,2269
2017-06-03,2269
2017-06-04,2181
2017-06-06,2132
2017-06-07,2079
2017-06-08,2079
2017-06-09,1988
2017-06-10,1914
2017-06-11,1825
2017-06-12,1825
2017-06-13,1757
2017-06-14,1757
2017-06-15,1718
2017-06-16,1695
2017-06-17,1695
2017-06-18,1685
2017-06-19,1685
2017-06-20,1727
2017-06-21,1727
2017-06-22,1736
2017-06-23,1736
2017-06-24,1715
2017-06-25,1715
2017-06-26,1705
2017-06-27,1688
2017-06-28,1688
2017-06-29,1700
2017-06-30,1700
2017-07-01,1714
2017-07-02,1714
2017-07-03,1715
2017-07-04,1715
2017-07-05,1748
2017-07-06,1748
2017-07-07,1742
2017-07-08,1742
2017-07-13,1735
2017-07-14,1728
2017-07-15,1728
2017-07-16,1723
2017-07-17,1723
2017-07-18,1743
2017-07-19,1743
2017-07-20,1781
2017-07-21,1781
2017-07-22,1807
2017-07-23,1807
2017-07-24,1782
2017-07-25,1782
2017-07-26,1797
2017-07-27,1797
2017-07-28,1789
2017-07-29,1789
2017-07-30,1806
2017-07-31,1806
2017-08-01,1851
2017-08-02,1907
2017-08-03,1907
2017-08-04,1907
2017-08-05,1903
2017-08-06,1903
2017-08-09,1882
2017-08-10,1882
2017-08-11,1870
2017-08-12,1870
2017-08-13,1823
2017-08-14,1823
2017-08-15,1840
2017-08-16,1840
2017-08-17,1853
2017-08-18,1853
2017-08-19,1909
2017-08-20,1909
2017-08-21,1941
2017-08-22,1996
2017-08-23,1996
2017-08-24,1997
2017-08-25,1997
2017-08-26,2024
2017-08-27,2024
2017-08-28,2041
2017-08-29,2041
2017-08-30,2104
2017-08-31,2104
2017-09-01,2091
2017-09-02,2005
2017-09-03,2005
2017-09-04,1920
2017-09-05,1920
2017-09-06,1929
2017-09-07,1929
2017-09-08,1876
2017-09-09,1876
2017-09-10,1902
2017-09-11,1902
2017-09-12,1993
2017-09-13,1993
2017-09-14,2044
2017-09-15,2044
2017-09-16,2044
2017-09-17,1994
2017-09-18,1994
2017-09-19,1991
2017-09-20,1991
2017-09-21,2001
2017-09-22,2001
2017-09-23,2051
2017-09-24,2051
2017-09-25,1999
2017-09-26,1999
2017-09-27,1999
2017-09-28,1976
2017-09-29,1976
2017-09-30,1990
2017-10-01,1990
2017-10-02,1971
2017-10-03,1971
2017-10-04,1971
2017-10-05,1979
2017-10-06,1979
2017-10-07,2016
2017-10-08,2016
2017-10-09,2029
2017-10-10,2029
2017-10-11,2027
2017-10-12,2027
2017-10-13,2031
2017-10-14,2031
2017-10-15,1999
2017-10-16,1999
2017-10-17,1976
2017-10-18,1976
2017-10-19,2005
2017-10-20,2005
2017-10-21,2005
2017-10-22,1991
2017-10-23,1991
2017-10-24,1943
2017-10-25,1864
2017-10-26,1864
2017-10-27,1853
2017-10-28,1853
2017-10-29,1830
2017-10-30,1830
2017-10-31,1826
2017-11-01,1826
2017-11-02,1826
2017-11-03,1846
2017-11-04,1846
2017-11-05,1827
2017-11-06,1827
2017-11-07,1827
2017-11-08,1769
2017-11-09,1769
2017-11-10,1734
2017-11-11,1734
2017-11-12,1692
2017-11-13,1692
2017-11-14,1692
2017-11-15,1682
2017-11-16,1682
2017-11-17,1738
2017-11-18,1738
2017-11-19,1784
2017-11-20,1784
2017-11-21,1756
2017-11-22,1756
2017-11-23,1775
2017-11-24,1775
2017-11-25,1762
2017-11-26,1762
2017-11-27,1760
2017-11-28,1731
2017-11-29,1731
2017-11-30,1644
2017-12-01,1615
2017-12-02,1615
2017-12-03,1628
2017-12-04,1628
2017-12-05,1571
2017-12-06,1571
2017-12-07,1551
2017-12-08,1551
2017-12-09,1499
2017-12-10,1499
2017-12-11,1440
2017-12-12,1440
2017-12-13,1385
2017-12-14,1385
2017-12-15,1354
2017-12-16,1354
2017-12-17,1378
2017-12-18,1348
2017-12-19,1348
2017-12-20,1306
2017-12-21,1306
2017-12-22,1307
2017-12-23,1307
2017-12-24,1330
2017-12-25,1330
2017-12-26,1292
2017-12-27,1292
2017-12-28,1263
2017-12-29,1263
2017-12-30,1293
2017-12-31,1293
2018-01-01,1297
2018-01-02,1297
2018-01-03,1340
2018-01-04,1340
2018-01-05,1370
2018-01-06,1370
2018-01-07,1384
2018-01-08,1384
2018-01-09,1422
2018-01-10,1422
2018-01-11,1449
2018-01-12,1449
2018-01-13,1450
2018-01-14,1450
2018-01-15,1474
2018-01-16,1474
2018-01-17,1498
2018-01-18,1498
2018-01-19,1479
2018-01-20,1479
2018-01-21,1491
2018-01-22,1491
2018-01-23,1470
2018-01-25,1448
2018-01-26,1446
2018-01-27,1408
2018-01-28,1403
2018-01-29,1334
2018-01-30,1322
2018-01-31,1313
2018-02-01,1354
2018-02-02,1374
2018-02-03,1395
2018-02-04,1376
2018-02-05,1411
2018-02-06,1450
2018-02-07,1472
2018-02-08,1472
2018-02-09,1482
2018-02-10,1482
2018-02-11,1502
2018-02-12,1464
2018-02-13,1493
2018-02-14,1542
2018-02-15,1550
2018-02-16,1514
2018-02-17,1521
2018-02-18,1538
2018-02-19,1594
2018-02-20,1566
2018-02-21,1572
2018-02-22,1570
2018-02-23,1625
2018-02-24,1635
2018-02-25,1682
2018-02-26,1663
2018-02-27,1662
2018-02-28,1611
2018-03-01,1577
2018-03-02,1609
2018-03-03,1615
2018-03-04,1615
2018-03-05,1656
2018-03-06,1643
2018-03-07,1699
2018-03-08,1784
2018-03-09,1848
2018-03-10,1818
2018-03-11,1825
2018-03-12,1790
2018-03-13,1788
2018-03-14,1806
2018-03-15,1842
2018-03-16,1872
2018-03-17,1833
2018-03-18,1835
2018-03-19,1835
2018-03-20,1840
2018-03-21,1821
2018-03-23,1762
2018-03-24,1806
2018-03-25,1809
2018-03-26,1878
2018-03-27,1850
2018-03-28,1850
2018-03-29,1794
2018-03-30,1750
2018-03-31,1741
2018-04-01,1769
2018-04-02,1741
2018-04-03,1718
2018-04-04,1720
2018-04-05,1720
2018-04-06,1719
2018-04-07,1719
2018-04-08,1740
2018-04-09,1700
2018-04-10,1630
2018-04-11,1670
2018-04-12,1628
2018-04-13,1628
2018-04-14,1655
2018-04-15,1694
2018-04-16,1694
2018-04-17,1703
2018-04-18,1703
2018-04-19,1713
2018-04-20,1709
2018-04-21,1759
2018-04-22,1759
2018-04-23,1793
2018-04-24,1808
2018-04-25,1775
2018-04-26,1775
2018-04-27,1812
2018-04-28,1836
2018-04-29,1775
2018-04-30,1733
2018-05-01,1701
2018-05-03,1755
2018-05-04,1677
2018-05-05,1726
2018-05-06,1726
2018-05-07,1769
2018-05-08,1803
2018-05-09,1855
2018-05-10,1914
2018-05-11,1913
2018-05-12,1817
2018-05-13,1817
2018-05-14,1758
2018-05-15,1765
2018-05-16,1800
2018-05-17,1775
2018-05-18,1797
2018-05-19,1812
2018-05-20,1797
2018-05-21,1836
2018-05-22,1836
2018-05-23,1880
2018-05-24,1955
2018-05-25,2019
2018-05-26,2040
2018-05-27,2040
2018-05-28,2089
2018-05-29,2146
2018-05-30,2142
2018-05-31,2062
2018-06-01,2054
2018-06-02,2056
2018-06-03,1958
2018-06-04,1879
2018-06-05,1891
2018-06-06,1927
2018-06-07,1927
2018-06-08,1888
2018-06-09,1914
2018-06-10,1974
2018-06-11,1941
2018-06-12,1931
2018-06-13,1920
2018-06-14,1936
2018-06-15,1951
2018-06-16,1921
2018-06-17,1929
2018-06-18,1985
2018-06-19,2079
2018-06-20,2079
2018-06-21,2098
2018-06-22,2110
2018-06-23,2110
2018-06-24,2080
2018-06-25,2048
2018-06-26,2099
2018-06-27,2167
2018-06-28,2137
2018-06-29,2134
2018-06-30,2047
2018-07-01,2013
2018-07-02,2013
2018-07-03,2038
2018-07-04,2072
2018-07-05,2072
2018-07-06,2075
2018-07-07,2090
2018-07-08,2133
2018-07-09,2180
2018-07-10,2101
2018-07-11,2052
2018-07-12,2017
2018-07-13,2045
2018-07-14,2019
2018-07-15,2019
2018-07-16,1975
2018-07-17,1925
2018-07-18,1828
2018-07-19,1738
2018-07-20,1651
2018-07-21,1578
2018-07-22,1549
2018-07-23,1514
2018-07-24,1512
2018-07-25,1498
2018-07-26,1526
2018-07-27,1527
2018-07-28,1547
2018-07-29,1581
2018-07-30,1604
2018-07-31,1591
2018-08-01,1591
2018-08-02,1646
2018-08-03,1637
2018-08-04,1689
2018-08-05,1752
2018-08-06,1809
2018-08-07,1876
2018-08-08,1877
2018-08-09,1877
2018-08-10,1902
2018-08-11,1916
2018-08-12,1855
2018-08-14,1789
2018-08-16,1748
2018-08-17,1765
2018-08-18,1774
2018-08-19,1787
2018-08-20,1798
2018-08-21,1799
2018-08-22,1865
2018-08-23,1817
2018-08-24,1774
2018-08-25,1755
2018-08-26,1796
2018-08-27,1810
2018-08-28,1860
2018-08-29,1835
2018-08-30,1771
2018-08-31,1766
2018-09-01,1761
2018-09-02,1796
2018-09-03,1879
2018-09-04,1918
2018-09-05,1900
2018-09-06,1900
2018-09-07,1941
2018-09-08,1888
2018-09-09,1885
2018-09-10,1893
2018-09-11,1988
2018-09-12,2020
2018-09-13,2072
2018-09-14,2083
2018-09-15,2070
2018-09-16,2053
2018-09-17,2006
2018-09-18,1979
2018-09-19,1922
2018-09-20,1965
2018-09-21,1920
2018-09-22,1884
2018-09-23,1898
2018-09-24,1869
2018-09-25,1814
2018-09-26,1825
2018-09-27,1831
2018-09-28,1854
2018-09-29,1919
2018-09-30,1988
2018-10-01,1954
2018-10-02,1969
2018-10-03,1962
2018-10-04,2037
2018-10-05,2027
2018-10-06,1953
2018-10-07,1900
2018-10-08,1883
2018-10-09,1918
2018-10-10,1915
2018-10-11,1844
2018-10-12,1755
2018-10-13,1700
2018-10-14,1674
2018-10-15,1662
2018-10-16,1692
2018-10-17,1730
2018-10-18,1772
2018-10-19,1775
2018-10-20,1775
2018-10-21,1798
2018-10-22,1772
2018-10-23,1811
2018-10-24,1850
2018-10-25,1817
2018-10-26,1825
2018-10-27,1815
2018-10-28,1775
2018-10-29,1775
2018-10-30,1781
2018-10-31,1762
2018-11-01,1798
2018-11-03,1831
2018-11-04,1866
2018-11-05,1867
2018-11-06,1894
2018-11-07,1977
2018-11-08,2030
2018-11-09,2004
2018-11-10,1932
2018-11-11,1933
2018-11-12,1892
2018-11-13,1856
2018-11-14,1939
2018-11-15,1960
2018-11-16,1990
2018-11-17,2000
2018-11-18,2045
2018-11-19,2032
2018-11-20,2031
2018-11-21,2011
2018-11-22,1958
2018-11-23,1910
2018-11-24,1963
2018-11-25,1908
2018-11-26,1820
2018-11-27,1799
2018-11-28,1813
2018-11-29,1784
2018-12-01,1793
2018-12-02,1810
2018-12-03,1751
2018-12-04,1785
2018-12-05,1863
2018-12-07,1900
2018-12-09,1870
2018-12-10,1883
2018-12-11,1889
2018-12-13,1942
2018-12-14,1911
2018-12-15,1818
2018-12-16,1830
2018-12-17,1876
2018-12-18,1897
2018-12-19,1910
2018-12-20,1967
2018-12-21,1985
2018-12-22,1918
2018-12-23,1945
2018-12-24,1963
2018-12-25,2000
2018-12-26,2062
2018-12-27,2031
2018-12-28,2066
2018-12-29,2038
2018-12-30,1946
2018-12-31,1870
2019-01-01,1895
2019-01-02,1912
2019-01-03,1902
2019-01-04,1916
2019-01-05,1930
2019-01-06,1870
2019-01-08,1802
2019-01-10,1728
2019-01-11,1666
2019-01-12,1622
2019-01-13,1639
2019-01-14,1644
2019-01-15,1652
2019-01-16,1644
2019-01-17,1626
2019-01-18,1591
2019-01-19,1539
2019-01-20,1557
2019-01-21,1514
2019-01-22,1479
2019-01-23,1475
2019-01-25,1581
2019-01-26,1562
2019-01-27,1606
2019-01-28,1545
2019-01-29,1553
2019-01-30,1509
2019-01-31,1491
2019-02-01,1450
2019-02-02,1440
2019-02-03,1444
2019-02-04,1503
2019-02-05,1430
2019-02-06,1375
2019-02-07,1399
2019-02-08,1406
2019-02-09,1400
2019-02-10,1416
2019-02-11,1472
2019-02-12,1521
2019-02-13,1552
2019-02-14,1483
2019-02-15,1498
2019-02-16,1512
2019-02-17,1521
2019-02-18,1497
2019-02-19,1483
2019-02-20,1527
2019-02-21,1550
2019-02-22,1560
2019-02-23,1589
2019-02-24,1657
2019-02-25,1740
2019-02-26,1820
2019-02-27,1821
2019-02-28,1877
2019-03-01,1915
2019-03-02,1931
2019-03-03,1868
2019-03-04,1870
2019-03-05,1895
2019-03-06,1846
2019-03-07,1787
2019-03-08,1787
2019-03-09,1742
2019-03-10,1714
2019-03-11,1682
2019-03-12,1652
2019-03-13,1621
2019-03-14,1578
2019-03-15,1608
2019-03-16,1609
2019-03-17,1611
2019-03-18,1551
2019-03-19,1557
2019-03-20,1564
2019-03-21,1537
2019-03-22,1609
