date_obj,Grimy%20kwuarm price
2016-07-13,2782
2016-07-14,2780
2016-07-15,2809
2016-07-16,2901
2016-07-17,3020
2016-07-18,2944
2016-07-23,2900
2016-07-24,2890
2016-07-25,2891
2016-07-26,2897
2016-07-27,2898
2016-07-28,2903
2016-07-29,2885
2016-07-30,2833
2016-07-31,2806
2016-08-01,2820
2016-08-02,2850
2016-08-03,2907
2016-08-04,2911
2016-08-05,2884
2016-08-06,2842
2016-08-07,2787
2016-08-08,2778
2016-08-09,2700
2016-08-10,2607
2016-08-11,2619
2016-08-12,2623
2016-08-13,2593
2016-08-14,2519
2016-08-15,2462
2016-08-16,2462
2016-08-17,2431
2016-08-18,2352
2016-08-19,2346
2016-08-20,2372
2016-08-21,2358
2016-08-22,2292
2016-08-23,2265
2016-08-24,2291
2016-08-25,2287
2016-08-26,2265
2016-08-28,2231
2016-08-31,2088
2016-09-01,2059
2016-09-02,2102
2016-09-03,2108
2016-09-04,2113
2016-09-05,2109
2016-09-06,2103
2016-09-07,2103
2016-09-08,2115
2016-09-09,2112
2016-09-10,2064
2016-09-11,2011
2016-09-12,1996
2016-09-13,1989
2016-09-14,1985
2016-09-15,1979
2016-09-16,1966
2016-09-17,1992
2016-09-18,2088
2016-09-19,2183
2016-09-20,2228
2016-09-21,2319
2016-09-22,2407
2016-09-23,2518
2016-09-24,2578
2016-09-25,2639
2016-09-26,2679
2016-09-27,2761
2016-09-28,2776
2016-09-29,2856
2016-09-30,2946
2016-10-01,2958
2016-10-02,3035
2016-10-03,3113
2016-10-04,3228
2016-10-05,3365
2016-10-06,3450
2016-10-07,3289
2016-10-08,3231
2016-10-09,3262
2016-10-10,3289
2016-10-11,3325
2016-10-12,3354
2016-10-13,3383
2016-10-14,3441
2016-10-15,3503
2016-10-16,3599
2016-10-17,3695
2016-10-18,3708
2016-10-19,3821
2016-10-20,3887
2016-10-21,4031
2016-10-22,4154
2016-10-23,4238
2016-10-24,4331
2016-10-25,4245
2016-10-26,4227
2016-10-27,4282
2016-10-28,4346
2016-10-29,4371
2016-10-30,4407
2016-10-31,4467
2016-11-01,4574
2016-11-02,4674
2016-11-03,4793
2016-11-04,4875
2016-11-05,5022
2016-11-06,4988
2016-11-07,5024
2016-11-08,5049
2016-11-09,5125
2016-11-10,5066
2016-11-11,5007
2016-11-12,4795
2016-11-13,4647
2016-11-14,4686
2016-11-15,4640
2016-12-07,3459
2016-12-08,3516
2016-12-09,3608
2016-12-10,3518
2016-12-11,3384
2016-12-12,3325
2016-12-13,3348
2016-12-14,3415
2016-12-15,3434
2016-12-16,3350
2016-12-17,3311
2016-12-18,3369
2016-12-19,3383
2016-12-20,3333
2016-12-21,3446
2016-12-22,3563
2016-12-23,3706
2016-12-24,3780
2016-12-25,3760
2016-12-26,3590
2016-12-27,3515
2016-12-28,3433
2016-12-29,3387
2016-12-30,3313
2016-12-31,3250
2017-01-01,3148
2017-01-02,3144
2017-01-03,3239
2017-01-04,3386
2017-01-05,3474
2017-01-06,3606
2017-01-07,3787
2017-01-08,3976
2017-01-09,3995
2017-01-10,4052
2017-01-11,3892
2017-01-12,3751
2017-01-13,3727
2017-01-14,3553
2017-01-15,3425
2017-01-16,3276
2017-01-17,3153
2017-01-18,3174
2017-01-19,3085
2017-01-20,3046
2017-01-21,2940
2017-01-22,3027
2017-01-23,3109
2017-01-27,2720
2017-01-28,2725
2017-01-29,2839
2017-01-30,2907
2017-01-31,2883
2017-02-01,2769
2017-02-02,2740
2017-02-03,2712
2017-02-04,2704
2017-02-05,2707
2017-02-06,2683
2017-02-07,2700
2017-02-08,2720
2017-02-09,2736
2017-02-10,2667
2017-02-11,2612
2017-02-12,2606
2017-02-13,2593
2017-02-14,2549
2017-02-15,2517
2017-02-16,2459
2017-02-18,2349
2017-02-19,2257
2017-02-20,2218
2017-02-21,2313
2017-02-22,2394
2017-02-23,2413
2017-02-24,2344
2017-02-25,2236
2017-02-26,2252
2017-02-27,2272
2017-02-28,2303
2017-03-01,2323
2017-03-02,2417
2017-03-03,2424
2017-03-04,2412
2017-03-05,2395
2017-03-06,2350
2017-03-07,2267
2017-03-08,2203
2017-03-09,2165
2017-03-10,2242
2017-03-11,2228
2017-03-12,2186
2017-03-13,2119
2017-03-14,2129
2017-03-15,2131
2017-03-16,2135
2017-03-17,2186
2017-03-18,2212
2017-03-19,2143
2017-03-20,2060
2017-03-21,1965
2017-03-22,1945
2017-03-23,1963
2017-03-24,2046
2017-03-25,2069
2017-03-26,1991
2017-03-27,1943
2017-03-28,1945
2017-03-29,1940
2017-03-30,1959
2017-03-31,1976
2017-04-01,1921
2017-04-02,1932
2017-04-03,1920
2017-04-04,1903
2017-04-12,1997
2017-04-13,2012
2017-04-14,2000
2017-04-15,1918
2017-04-16,1941
2017-04-17,1964
2017-04-18,1964
2017-04-19,1954
2017-04-20,1967
2017-04-21,1956
2017-04-22,1939
2017-04-23,1980
2017-04-24,1991
2017-04-25,1918
2017-04-26,1941
2017-04-27,1987
2017-04-28,2076
2017-04-29,2155
2017-04-30,2228
2017-05-01,2175
2017-05-02,2172
2017-05-03,2276
2017-05-04,2338
2017-05-05,2364
2017-05-06,2333
2017-05-07,2343
2017-05-08,2381
2017-05-09,2369
2017-05-10,2472
2017-05-11,2545
2017-05-12,2465
2017-05-13,2414
2017-05-14,2496
2017-05-15,2475
2017-05-16,2509
2017-05-17,2580
2017-05-18,2645
2017-05-19,2664
2017-05-20,2647
2017-05-21,2567
2017-05-22,2526
2017-05-23,2641
2017-05-24,2703
2017-05-25,2655
2017-05-26,2682
2017-05-27,2667
2017-05-28,2663
2017-05-29,2647
2017-05-30,2640
2017-05-31,2616
2017-06-01,2591
2017-06-02,2688
2017-06-03,2699
2017-06-04,2635
2017-06-05,2674
2017-06-06,2706
2017-06-07,2795
2017-06-08,2839
2017-06-09,2829
2017-06-10,2749
2017-06-11,2687
2017-06-12,2693
2017-06-13,2626
2017-06-14,2678
2017-06-15,2622
2017-06-16,2734
2017-06-17,2727
2017-06-18,2710
2017-06-19,2711
2017-06-20,2681
2017-06-21,2698
2017-06-22,2714
2017-06-23,2693
2017-06-24,2717
2017-06-25,2722
2017-06-26,2730
2017-06-27,2714
2017-06-28,2710
2017-06-29,2694
2017-06-30,2683
2017-07-01,2651
2017-07-02,2652
2017-07-03,2708
2017-07-04,2717
2017-07-05,2715
2017-07-06,2673
2017-07-07,2665
2017-07-08,2613
2017-07-13,2468
2017-07-14,2440
2017-07-15,2485
2017-07-16,2488
2017-07-17,2538
2017-07-18,2642
2017-07-19,2711
2017-07-20,2737
2017-07-21,2702
2017-07-22,2656
2017-07-23,2645
2017-07-24,2598
2017-07-25,2601
2017-07-26,2623
2017-07-27,2664
2017-07-28,2740
2017-07-29,2731
2017-07-30,2686
2017-07-31,2673
2017-08-01,2645
2017-08-02,2577
2017-08-03,2548
2017-08-04,2579
2017-08-05,2525
2017-08-06,2548
2017-08-09,2629
2017-08-10,2678
2017-08-11,2595
2017-08-12,2545
2017-08-13,2518
2017-08-14,2501
2017-08-15,2501
2017-08-16,2475
2017-08-17,2507
2017-08-18,2531
2017-08-19,2537
2017-08-20,2527
2017-08-21,2549
2017-08-22,2553
2017-08-23,2509
2017-08-24,2534
2017-08-25,2527
2017-08-26,2519
2017-08-27,2527
2017-08-28,2533
2017-08-29,2520
2017-08-30,2532
2017-08-31,2528
2017-09-01,2535
2017-09-02,2548
2017-09-03,2536
2017-09-04,2550
2017-09-05,2529
2017-09-06,2496
2017-09-07,2486
2017-09-08,2431
2017-09-09,2406
2017-09-10,2372
2017-09-11,2359
2017-09-12,2405
2017-09-13,2463
2017-09-14,2505
2017-09-15,2526
2017-09-16,2505
2017-09-17,2467
2017-09-18,2461
2017-09-19,2462
2017-09-20,2438
2017-09-21,2431
2017-09-22,2394
2017-09-23,2391
2017-09-24,2375
2017-09-25,2388
2017-09-26,2394
2017-09-27,2418
2017-09-28,2427
2017-09-29,2374
2017-09-30,2367
2017-10-01,2383
2017-10-02,2402
2017-10-03,2375
2017-10-04,2397
2017-10-05,2388
2017-10-06,2339
2017-10-07,2325
2017-10-08,2313
2017-10-09,2297
2017-10-10,2285
2017-10-11,2289
2017-10-12,2240
2017-10-13,2224
2017-10-14,2147
2017-10-15,2137
2017-10-16,2142
2017-10-17,2152
2017-10-18,2181
2017-10-19,2255
2017-10-20,2288
2017-10-21,2305
2017-10-22,2288
2017-10-23,2299
2017-10-24,2283
2017-10-25,2281
2017-10-26,2274
2017-10-27,2264
2017-10-28,2205
2017-10-29,2188
2017-10-30,2170
2017-10-31,2175
2017-11-01,2186
2017-11-02,2173
2017-11-03,2184
2017-11-04,2210
2017-11-05,2304
2017-11-06,2343
2017-11-07,2356
2017-11-08,2372
2017-11-09,2413
2017-11-10,2433
2017-11-11,2408
2017-11-12,2394
2017-11-13,2401
2017-11-14,2385
2017-11-15,2356
2017-11-16,2393
2017-11-17,2386
2017-11-18,2394
2017-11-19,2378
2017-11-20,2397
2017-11-21,2423
2017-11-22,2385
2017-11-23,2424
2017-11-24,2366
2017-11-25,2359
2017-11-26,2347
2017-11-27,2324
2017-11-28,2325
2017-11-29,2304
2017-11-30,2297
2017-12-01,2310
2017-12-02,2342
2017-12-03,2313
2017-12-04,2292
2017-12-05,2333
2017-12-06,2346
2017-12-07,2320
2017-12-08,2292
2017-12-09,2284
2017-12-10,2294
2017-12-11,2292
2017-12-12,2270
2017-12-13,2257
2017-12-14,2235
2017-12-15,2241
2017-12-16,2237
2017-12-17,2267
2017-12-18,2282
2017-12-19,2259
2017-12-20,2256
2017-12-21,2235
2017-12-22,2208
2017-12-23,2212
2017-12-24,2206
2017-12-25,2198
2017-12-26,2218
2017-12-27,2213
2017-12-28,2193
2017-12-29,2153
2017-12-30,2103
2017-12-31,2066
2018-01-01,2070
2018-01-02,2113
2018-01-03,2188
2018-01-04,2191
2018-01-05,2162
2018-01-06,2111
2018-01-07,2156
2018-01-08,2151
2018-01-09,2137
2018-01-10,2110
2018-01-11,2118
2018-01-12,2182
2018-01-13,2192
2018-01-14,2212
2018-01-15,2237
2018-01-16,2220
2018-01-17,2241
2018-01-18,2271
2018-01-19,2311
2018-01-20,2324
2018-01-21,2353
2018-01-22,2328
2018-01-23,2332
2018-01-25,2421
2018-01-26,2443
2018-01-27,2421
2018-01-28,2407
2018-01-29,2414
2018-01-30,2397
2018-01-31,2438
2018-02-01,2514
2018-02-02,2517
2018-02-03,2529
2018-02-04,2586
2018-02-05,2607
2018-02-06,2611
2018-02-07,2569
2018-02-08,2541
2018-02-09,2546
2018-02-10,2528
2018-02-11,2503
2018-02-12,2567
2018-02-13,2638
2018-02-14,2744
2018-02-15,2736
2018-02-16,2734
2018-02-17,2731
2018-02-18,2705
2018-02-19,2677
2018-02-20,2656
2018-02-21,2633
2018-02-22,2589
2018-02-23,2553
2018-02-24,2544
2018-02-25,2556
2018-02-26,2596
2018-02-27,2620
2018-02-28,2592
2018-03-01,2550
2018-03-02,2547
2018-03-03,2508
2018-03-04,2484
2018-03-05,2485
2018-03-06,2470
2018-03-07,2489
2018-03-08,2487
2018-03-09,2458
2018-03-10,2410
2018-03-11,2379
2018-03-12,2392
2018-03-13,2359
2018-03-14,2315
2018-03-15,2314
2018-03-16,2323
2018-03-17,2266
2018-03-18,2258
2018-03-19,2297
2018-03-20,2330
2018-03-21,2348
2018-03-23,2324
2018-03-24,2272
2018-03-25,2236
2018-03-26,2220
2018-03-27,2226
2018-03-28,2215
2018-03-29,2232
2018-03-30,2265
2018-03-31,2233
2018-04-01,2203
2018-04-02,2222
2018-04-03,2277
2018-04-04,2270
2018-04-05,2274
2018-04-06,2247
2018-04-07,2246
2018-04-08,2228
2018-04-09,2250
2018-04-10,2257
2018-04-11,2276
2018-04-12,2299
2018-04-13,2294
2018-04-14,2282
2018-04-15,2272
2018-04-16,2265
2018-04-17,2295
2018-04-18,2261
2018-04-19,2226
2018-04-20,2241
2018-04-21,2266
2018-04-22,2227
2018-04-23,2240
2018-04-24,2261
2018-04-25,2271
2018-04-26,2244
2018-04-27,2206
2018-04-28,2172
2018-04-29,2120
2018-04-30,2126
2018-05-01,2138
2018-05-03,2174
2018-05-04,2195
2018-05-05,2238
2018-05-06,2240
2018-05-07,2220
2018-05-08,2197
2018-05-09,2202
2018-05-10,2192
2018-05-11,2177
2018-05-12,2189
2018-05-13,2183
2018-05-14,2191
2018-05-15,2182
2018-05-16,2153
2018-05-17,2148
2018-05-18,2150
2018-05-19,2127
2018-05-20,2138
2018-05-21,2156
2018-05-22,2151
2018-05-23,2171
2018-05-24,2158
2018-05-25,2171
2018-05-26,2184
2018-05-27,2152
2018-05-28,2182
2018-05-29,2189
2018-05-30,2175
2018-05-31,2169
2018-06-01,2176
2018-06-02,2195
2018-06-03,2178
2018-06-04,2161
2018-06-05,2130
2018-06-06,2054
2018-06-07,1991
2018-06-08,2000
2018-06-09,2034
2018-06-10,2026
2018-06-11,2040
2018-06-12,2014
2018-06-13,2008
2018-06-14,1980
2018-06-15,1934
2018-06-16,1903
2018-06-17,1915
2018-06-18,1972
2018-06-19,1978
2018-06-20,1984
2018-06-21,1934
2018-06-22,1964
2018-06-23,2020
2018-06-24,2045
2018-06-25,2075
2018-06-26,2071
2018-06-27,2071
2018-06-28,2061
2018-06-29,2049
2018-06-30,2037
2018-07-01,2038
2018-07-02,2028
2018-07-03,2008
2018-07-04,1989
2018-07-05,1998
2018-07-06,1990
2018-07-07,2027
2018-07-08,2013
2018-07-09,2015
2018-07-10,2030
2018-07-11,2038
2018-07-12,2038
2018-07-13,2063
2018-07-14,2100
2018-07-15,2082
2018-07-16,2087
2018-07-17,2095
2018-07-18,2088
2018-07-19,2079
2018-07-20,2088
2018-07-21,2092
2018-07-22,2107
2018-07-23,2085
2018-07-24,2104
2018-07-25,2089
2018-07-26,2066
2018-07-27,2052
2018-07-28,2036
2018-07-29,2042
2018-07-30,2036
2018-07-31,2058
2018-08-01,2073
2018-08-02,2045
2018-08-03,2031
2018-08-04,2046
2018-08-05,2058
2018-08-06,2112
2018-08-07,2156
2018-08-08,2146
2018-08-09,2141
2018-08-10,2121
2018-08-11,2102
2018-08-12,2091
2018-08-14,2074
2018-08-16,2087
2018-08-17,2049
2018-08-18,2060
2018-08-19,2085
2018-08-20,2074
2018-08-21,2080
2018-08-22,2080
2018-08-23,2075
2018-08-24,2050
2018-08-25,2027
2018-08-26,2013
2018-08-27,2023
2018-08-28,2007
2018-08-29,1984
2018-08-30,1989
2018-08-31,2007
2018-09-01,2022
2018-09-02,1994
2018-09-03,1978
2018-09-04,1982
2018-09-05,1990
2018-09-06,1994
2018-09-07,1972
2018-09-08,1944
2018-09-09,1944
2018-09-10,1912
2018-09-11,1873
2018-09-12,1866
2018-09-13,1900
2018-09-14,1902
2018-09-15,1870
2018-09-16,1784
2018-09-17,1776
2018-09-18,1787
2018-09-19,1788
2018-09-20,1753
2018-09-21,1705
2018-09-22,1709
2018-09-23,1686
2018-09-24,1637
2018-09-25,1614
2018-09-26,1632
2018-09-27,1669
2018-09-28,1706
2018-09-29,1740
2018-09-30,1776
2018-10-01,1781
2018-10-02,1764
2018-10-03,1777
2018-10-04,1788
2018-10-05,1795
2018-10-06,1803
2018-10-07,1785
2018-10-08,1810
2018-10-09,1774
2018-10-10,1730
2018-10-11,1733
2018-10-12,1728
2018-10-13,1741
2018-10-14,1757
2018-10-15,1725
2018-10-16,1759
2018-10-17,1748
2018-10-18,1754
2018-10-19,1759
2018-10-20,1754
2018-10-21,1746
2018-10-22,1733
2018-10-23,1736
2018-10-24,1716
2018-10-25,1714
2018-10-26,1729
2018-10-27,1748
2018-10-28,1751
2018-10-29,1768
2018-10-30,1769
2018-10-31,1774
2018-11-01,1768
2018-11-03,1775
2018-11-04,1752
2018-11-05,1742
2018-11-06,1753
2018-11-07,1772
2018-11-08,1757
2018-11-09,1748
2018-11-10,1762
2018-11-11,1779
2018-11-12,1743
2018-11-13,1723
2018-11-14,1718
2018-11-15,1695
2018-11-16,1705
2018-11-17,1693
2018-11-18,1666
2018-11-19,1702
2018-11-20,1728
2018-11-21,1718
2018-11-22,1723
2018-11-23,1718
2018-11-24,1707
2018-11-25,1730
2018-11-26,1738
2018-11-27,1746
2018-11-28,1751
2018-11-29,1773
2018-12-01,1715
2018-12-02,1725
2018-12-03,1732
2018-12-04,1729
2018-12-05,1715
2018-12-07,1633
2018-12-09,1575
2018-12-10,1571
2018-12-11,1571
2018-12-12,1575
2018-12-13,1602
2018-12-14,1605
2018-12-15,1615
2018-12-16,1609
2018-12-17,1607
2018-12-18,1613
2018-12-19,1618
2018-12-20,1584
2018-12-21,1556
2018-12-22,1567
2018-12-23,1589
2018-12-24,1623
2018-12-25,1634
2018-12-26,1643
2018-12-27,1671
2018-12-28,1679
2018-12-29,1700
2018-12-30,1698
2018-12-31,1671
2019-01-01,1658
2019-01-02,1666
2019-01-03,1692
2019-01-04,1703
2019-01-05,1720
2019-01-06,1716
2019-01-08,1719
2019-01-10,1659
2019-01-11,1578
2019-01-12,1499
2019-01-13,1424
2019-01-14,1356
2019-01-15,1334
2019-01-16,1325
2019-01-17,1300
2019-01-18,1286
2019-01-19,1249
2019-01-20,1276
2019-01-21,1303
2019-01-22,1324
2019-01-23,1330
2019-01-24,1344
2019-01-25,1347
2019-01-26,1349
2019-01-27,1343
2019-01-28,1304
2019-01-29,1311
2019-01-30,1308
2019-01-31,1321
2019-02-01,1297
2019-02-02,1256
2019-02-03,1241
2019-02-04,1244
2019-02-05,1245
2019-02-06,1253
2019-02-07,1248
2019-02-08,1240
2019-02-09,1228
2019-02-10,1193
2019-02-11,1170
2019-02-12,1182
2019-02-13,1175
2019-02-14,1158
2019-02-15,1121
2019-02-16,1103
2019-02-17,1073
2019-02-18,1060
2019-02-19,1051
2019-02-20,1044
2019-02-21,1023
2019-02-22,1017
2019-02-23,1028
2019-02-24,1064
2019-02-25,1095
2019-02-26,1140
2019-02-27,1185
2019-02-28,1242
2019-03-01,1262
2019-03-02,1266
2019-03-03,1277
2019-03-04,1243
2019-03-05,1245
2019-03-06,1231
2019-03-07,1222
2019-03-08,1197
2019-03-09,1171
2019-03-10,1173
2019-03-11,1177
2019-03-12,1192
2019-03-13,1180
2019-03-14,1184
2019-03-15,1152
2019-03-16,1118
2019-03-17,1093
2019-03-18,1080
2019-03-19,1095
2019-03-20,1102
2019-03-21,1092
2019-03-22,1072
2019-03-23,1032
2019-03-24,1019
2019-03-25,1010
