date_obj,Arceuus%20banner price
2017-04-17,5812
2017-04-18,5812
2017-04-19,5812
2017-04-20,5812
2017-04-21,5604
2017-04-22,5604
2017-04-23,5604
2017-04-24,5604
2017-04-25,5604
2017-04-26,5368
2017-04-27,5368
2017-04-28,5368
2017-04-29,5368
2017-04-30,5368
2017-05-01,5163
2017-05-02,5163
2017-05-03,5163
2017-05-04,5163
2017-05-05,5163
2017-05-06,4924
2017-05-07,4924
2017-05-08,4924
2017-05-09,4924
2017-05-10,4924
2017-05-11,4924
2017-05-12,4773
2017-05-13,4773
2017-05-14,4773
2017-05-15,4773
2017-05-16,4773
2017-05-17,4773
2017-05-18,4600
2017-05-19,4600
2017-05-20,4600
2017-05-21,4600
2017-05-22,4600
2017-05-23,4600
2017-05-24,4412
2017-05-25,4412
2017-05-26,4412
2017-05-27,4412
2017-05-28,4412
2017-05-29,4412
2017-05-30,4254
2017-05-31,4254
2017-06-01,4254
2017-06-02,4254
2017-06-03,4254
2017-06-04,4046
2017-06-05,4046
2017-06-06,4046
2017-06-07,4046
2017-06-08,3897
2017-06-09,3897
2017-06-10,3897
2017-06-11,3897
2017-06-12,3897
2017-06-13,3725
2017-06-14,3725
2017-06-15,3725
2017-06-16,3725
2017-06-17,3725
2017-06-18,3725
2017-06-19,3725
2017-06-20,3603
2017-06-21,3603
2017-06-22,3603
2017-06-23,3603
2017-06-24,3603
2017-06-25,3603
2017-06-26,3603
2017-06-27,3429
2017-06-28,3429
2017-06-29,3429
2017-06-30,3429
2017-07-01,3429
2017-07-02,3429
2017-07-03,3429
2017-07-04,3337
2017-07-05,3337
2017-07-06,3337
2017-07-07,3337
2017-07-08,3337
2017-07-09,3337
2017-07-13,3223
2017-07-14,3223
2017-07-15,3223
2017-07-16,3223
2017-07-17,3108
2017-07-18,3108
2017-07-19,3108
2017-07-20,3108
2017-07-21,3108
2017-07-22,3108
2017-07-23,2981
2017-07-24,2981
2017-07-25,2981
2017-07-26,2981
2017-07-27,2981
2017-07-28,2981
2017-07-29,2981
2017-07-30,2851
2017-07-31,2851
2017-08-01,2851
2017-08-02,2851
2017-08-03,2851
2017-08-04,2851
2017-08-05,2715
2017-08-06,2715
2017-08-07,2715
2017-08-08,2746
2017-08-09,2746
2017-08-10,2746
2017-08-11,2746
2017-08-12,2881
2017-08-13,2881
2017-08-14,2881
2017-08-15,2881
2017-08-16,2881
2017-08-17,2881
2017-08-18,2996
2017-08-19,2996
2017-08-20,2996
2017-08-21,2996
2017-08-22,2996
2017-08-23,2996
2017-08-24,2996
2017-08-25,3039
2017-08-26,3039
2017-08-27,3039
2017-08-28,3039
2017-08-29,3039
2017-08-30,2957
2017-08-31,2957
2017-09-01,2957
2017-09-02,2957
2017-09-03,2957
2017-09-04,2957
2017-09-05,2903
2017-09-06,2903
2017-09-07,2903
2017-09-08,2903
2017-09-09,2903
2017-09-10,2903
2017-09-11,2903
2017-09-12,2796
2017-09-13,2796
2017-09-14,2796
2017-09-15,2796
2017-09-16,2796
2017-09-17,2796
2017-09-18,2704
2017-09-19,2704
2017-09-20,2704
2017-09-22,2704
2017-09-23,2704
2017-09-24,2687
2017-09-25,2687
2017-09-26,2687
2017-09-27,2687
2017-09-28,2687
2017-09-29,2687
2017-09-30,2675
2017-10-01,2675
2017-10-02,2675
2017-10-03,2675
2017-10-04,2675
2017-10-05,2675
2017-10-06,2675
2017-10-07,2625
2017-10-08,2625
2017-10-09,2625
2017-10-10,2625
2017-10-11,2625
2017-10-12,2625
2017-10-13,2625
2017-10-14,2598
2017-10-15,2598
2017-10-16,2598
2017-10-17,2598
2017-10-18,2598
2017-10-19,2598
2017-10-20,2598
2017-10-21,2635
2017-10-22,2635
2017-10-23,2635
2017-10-24,2635
2017-10-25,2635
2017-10-26,2635
2017-10-27,2716
2017-10-28,2716
2017-10-29,2716
2017-10-30,2716
2017-10-31,2716
2017-11-01,2716
2017-11-02,2716
2017-11-03,2807
2017-11-04,2807
2017-11-05,2807
2017-11-06,2807
2017-11-07,2807
2017-11-08,2807
2017-11-09,2899
2017-11-10,2899
2017-11-11,2899
2017-11-12,2899
2017-11-13,2899
2017-11-14,2899
2017-11-15,2899
2017-11-16,2922
2017-11-17,2922
2017-11-18,2922
2017-11-19,2922
2017-11-20,2922
2017-11-21,2922
2017-11-22,2922
2017-11-23,2867
2017-11-24,2867
2017-11-25,2867
2017-11-26,2867
2017-11-27,2867
2017-11-28,2867
2017-11-29,2867
2017-11-30,2905
2017-12-01,2905
2017-12-02,2905
2017-12-03,2905
2017-12-04,2905
2017-12-05,2905
2017-12-06,2983
2017-12-07,2983
2017-12-08,2983
2017-12-09,2983
2017-12-10,2983
2017-12-11,2983
2017-12-12,2983
2017-12-13,2965
2017-12-14,2965
2017-12-15,2965
2017-12-16,2965
2017-12-17,2965
2017-12-18,2965
2017-12-19,2965
2017-12-20,2866
2017-12-21,2866
2017-12-22,2866
2017-12-23,2866
2017-12-24,2866
2017-12-25,2866
2017-12-26,2815
2017-12-27,2815
2017-12-28,2815
2017-12-29,2815
2017-12-30,2815
2017-12-31,2815
2018-01-01,2719
2018-01-02,2719
2018-01-03,2719
2018-01-04,2719
2018-01-05,2719
2018-01-06,2669
2018-01-07,2669
2018-01-08,2669
2018-01-09,2669
2018-01-10,2669
2018-01-11,2669
2018-01-12,2646
2018-01-13,2646
2018-01-14,2646
2018-01-15,2646
2018-01-16,2575
2018-01-17,2575
2018-01-18,2575
2018-01-19,2575
2018-01-20,2575
2018-01-21,2473
2018-01-22,2473
2018-01-23,2473
2018-01-24,2377
2018-01-25,2377
2018-01-26,2377
2018-01-27,2263
2018-01-28,2263
2018-01-29,2150
2018-01-30,2150
2018-01-31,2150
2018-02-01,2051
2018-02-02,2051
2018-02-03,1969
2018-02-04,1969
2018-02-05,1969
2018-02-06,1901
2018-02-07,1901
2018-02-08,1901
2018-02-09,1819
2018-02-10,1819
2018-02-11,1770
2018-02-12,1770
2018-02-13,1700
2018-02-14,1700
2018-02-15,1627
2018-02-16,1627
2018-02-17,1565
2018-02-18,1565
2018-02-19,1509
2018-02-20,1509
2018-02-21,1509
2018-02-22,1476
2018-02-23,1476
2018-02-24,1476
2018-02-25,1430
2018-02-26,1430
2018-02-27,1430
2018-02-28,1368
2018-03-01,1368
2018-03-02,1320
2018-03-03,1320
2018-03-04,1320
2018-03-05,1305
2018-03-06,1305
2018-03-07,1305
2018-03-08,1239
2018-03-09,1239
2018-03-10,1234
2018-03-11,1234
2018-03-12,1281
2018-03-13,1281
2018-03-14,1281
2018-03-15,1342
2018-03-16,1342
2018-03-17,1402
2018-03-18,1402
2018-03-20,1446
2018-03-22,1446
2018-03-23,1446
2018-03-24,1440
2018-03-25,1440
2018-03-26,1440
2018-03-27,1461
2018-03-28,1461
2018-03-29,1461
2018-03-30,1465
2018-03-31,1465
2018-04-01,1465
2018-04-02,1418
2018-04-03,1418
2018-04-04,1418
2018-04-05,1395
2018-04-06,1395
2018-04-07,1395
2018-04-08,1373
2018-04-09,1373
2018-04-10,1373
2018-04-11,1323
2018-04-12,1323
2018-04-13,1323
2018-04-14,1323
2018-04-15,1266
2018-04-16,1266
2018-04-17,1266
2018-04-18,1215
2018-04-19,1215
2018-04-20,1215
2018-04-21,1177
2018-04-22,1177
2018-04-23,1177
2018-04-24,1126
2018-04-25,1126
2018-04-26,1126
2018-04-27,1084
2018-04-28,1084
2018-04-29,1067
2018-04-30,1067
2018-05-01,1067
2018-05-02,1072
2018-05-03,1072
2018-05-04,1072
2018-05-05,1108
2018-05-06,1108
2018-05-07,1108
2018-05-08,1114
2018-05-09,1114
2018-05-10,1114
2018-05-11,1117
2018-05-12,1117
2018-05-13,1117
2018-05-14,1126
2018-05-15,1126
2018-05-16,1126
2018-05-17,1144
2018-05-18,1144
2018-05-19,1163
2018-05-20,1163
2018-05-21,1161
2018-05-22,1161
2018-05-23,1161
2018-05-24,1183
2018-05-25,1183
2018-05-26,1183
2018-05-27,1188
2018-05-28,1188
2018-05-29,1167
2018-05-30,1167
2018-05-31,1167
2018-06-01,1178
2018-06-02,1178
2018-06-03,1222
2018-06-04,1222
2018-06-05,1222
2018-06-06,1267
2018-06-07,1267
2018-06-08,1267
2018-06-09,1305
2018-06-10,1305
2018-06-11,1305
2018-06-12,1257
2018-06-13,1257
2018-06-14,1212
2018-06-15,1212
2018-06-16,1212
2018-06-17,1175
2018-06-18,1175
2018-06-19,1175
2018-06-20,1131
2018-06-21,1131
2018-06-22,1125
2018-06-23,1125
2018-06-24,1125
2018-06-25,1126
2018-06-26,1126
2018-06-27,1126
2018-06-28,1126
2018-06-29,1133
2018-06-30,1133
2018-07-01,1133
2018-07-02,1151
2018-07-03,1151
2018-07-04,1151
2018-07-05,1147
2018-07-06,1147
2018-07-07,1147
2018-07-08,1137
2018-07-09,1137
2018-07-10,1137
2018-07-11,1153
2018-07-12,1153
2018-07-13,1153
2018-07-14,1121
2018-07-15,1121
2018-07-16,1121
2018-07-17,1141
2018-07-18,1141
2018-07-19,1141
2018-07-20,1172
2018-07-21,1172
2018-07-22,1168
2018-07-23,1168
2018-07-24,1141
2018-07-25,1141
2018-07-26,1141
2018-07-27,1127
2018-07-28,1127
2018-07-29,1115
2018-07-30,1115
2018-07-31,1132
2018-08-01,1132
2018-08-02,1161
2018-08-03,1161
2018-08-04,1176
2018-08-05,1176
2018-08-06,1176
2018-08-07,1167
2018-08-08,1167
2018-08-09,1161
2018-08-10,1161
2018-08-11,1148
2018-08-12,1148
2018-08-14,1123
2018-08-16,1109
2018-08-17,1109
2018-08-18,1081
2018-08-19,1081
2018-08-20,1040
2018-08-21,1040
2018-08-22,1040
2018-08-23,1032
2018-08-24,1032
2018-08-25,1017
2018-08-26,1017
2018-08-27,1017
2018-08-28,1014
2018-08-29,1014
2018-08-30,1014
2018-08-31,1045
2018-09-01,1045
2018-09-02,1063
2018-09-03,1063
2018-09-04,1091
2018-09-05,1091
2018-09-06,1091
2018-09-07,1121
2018-09-08,1121
2018-09-09,1121
2018-09-10,1136
2018-09-11,1136
2018-09-12,1136
2018-09-13,1149
2018-09-14,1149
2018-09-15,1162
2018-09-16,1162
2018-09-17,1162
2018-09-18,1194
2018-09-19,1194
2018-09-20,1194
2018-09-21,1176
2018-09-22,1176
2018-09-23,1192
2018-09-24,1192
2018-09-25,1192
2018-09-26,1203
2018-09-27,1203
2018-09-28,1203
2018-09-29,1197
2018-09-30,1197
2018-10-01,1202
2018-10-02,1202
2018-10-03,1221
2018-10-04,1221
2018-10-05,1221
2018-10-06,1200
2018-10-07,1200
2018-10-08,1200
2018-10-09,1151
2018-10-10,1151
2018-10-11,1158
2018-10-12,1158
2018-10-13,1194
2018-10-14,1194
2018-10-15,1194
2018-10-16,1163
2018-10-17,1163
2018-10-18,1163
2018-10-19,1149
2018-10-20,1149
2018-10-21,1149
2018-10-22,1100
2018-10-23,1100
2018-10-24,1100
2018-10-25,1080
2018-10-26,1080
2018-10-27,1080
2018-10-28,1050
2018-10-29,1050
2018-10-30,1050
2018-10-31,1025
2018-11-01,1025
2018-11-03,1013
2018-11-04,1013
2018-11-05,995
2018-11-06,995
2018-11-07,995
2018-11-08,966
2018-11-09,966
2018-11-10,929
2018-11-11,929
2018-11-12,901
2018-11-13,901
2018-11-14,870
2018-11-15,870
2018-11-16,852
2018-11-17,852
2018-11-18,838
2018-11-19,838
2018-11-20,832
2018-11-21,832
2018-11-22,820
2018-11-23,820
2018-11-24,804
2018-11-25,795
2018-11-26,795
2018-11-27,787
2018-11-28,787
2018-11-29,786
2018-12-01,796
2018-12-02,796
2018-12-03,804
2018-12-04,804
2018-12-05,831
2018-12-07,845
2018-12-09,880
2018-12-10,880
2018-12-11,912
2018-12-12,912
2018-12-13,952
2018-12-14,952
2018-12-15,987
2018-12-16,965
2018-12-17,965
2018-12-18,926
2018-12-19,926
2018-12-20,924
2018-12-21,924
2018-12-22,946
2018-12-23,978
2018-12-24,978
2018-12-25,1021
2018-12-26,1021
2018-12-27,1049
2018-12-28,1049
2018-12-29,1054
2018-12-30,1054
2018-12-31,1072
2019-01-01,1072
2019-01-02,1099
2019-01-03,1099
2019-01-04,1120
2019-01-05,1120
2019-01-06,1158
2019-01-08,1182
2019-01-10,1224
2019-01-11,1224
2019-01-12,1276
2019-01-13,1276
2019-01-14,1330
2019-01-15,1330
2019-01-16,1365
2019-01-17,1365
2019-01-18,1375
2019-01-19,1375
2019-01-20,1395
2019-01-21,1395
2019-01-22,1432
2019-01-23,1432
2019-01-24,1474
2019-01-25,1474
2019-01-26,1465
2019-01-27,1465
2019-01-28,1459
2019-01-29,1459
2019-01-30,1446
2019-01-31,1446
2019-02-01,1420
2019-02-02,1420
2019-02-03,1406
2019-02-04,1406
2019-02-05,1452
2019-02-06,1452
2019-02-07,1458
2019-02-08,1458
2019-02-09,1433
2019-02-10,1433
2019-02-11,1399
2019-02-12,1399
2019-02-13,1406
2019-02-14,1406
2019-02-15,1433
2019-02-16,1433
2019-02-17,1427
2019-02-18,1427
2019-02-19,1425
2019-02-20,1425
2019-02-21,1390
2019-02-22,1390
2019-02-23,1368
2019-02-24,1368
2019-02-25,1332
2019-02-26,1332
2019-02-27,1288
2019-02-28,1288
2019-03-01,1267
2019-03-02,1267
2019-03-03,1232
2019-03-04,1232
2019-03-05,1172
2019-03-06,1172
2019-03-07,1119
2019-03-08,1119
2019-03-09,1119
2019-03-10,1099
2019-03-11,1099
2019-03-12,1084
2019-03-13,1084
2019-03-14,1031
2019-03-15,1031
2019-03-16,1031
2019-03-17,987
2019-03-18,987
2019-03-19,987
2019-03-20,958
2019-03-21,958
2019-03-22,933
2019-03-23,913
2019-03-24,913
2019-03-25,885
2019-03-26,885
2019-03-27,870
2019-03-28,870
2019-03-29,862
2019-03-30,862
2019-03-31,862
2019-04-01,842
2019-04-02,842
2019-04-03,804
2019-04-04,804
2019-04-05,769
2019-04-06,769
2019-04-07,769
2019-04-08,731
2019-04-09,731
2019-04-10,702
2019-04-11,674
2019-04-12,665
2019-04-13,648
2019-04-14,647
2019-04-15,647
2019-04-16,633
2019-04-17,633
2019-04-18,619
2019-04-19,619
2019-04-20,609
2019-04-21,609
2019-04-22,597
2019-04-23,580
2019-04-24,580
2019-04-25,578
2019-04-26,578
2019-04-27,594
2019-04-28,594
2019-04-29,573
2019-04-30,573
2019-05-01,592
2019-05-02,592
2019-05-03,609
2019-05-04,609
2019-05-05,634
2019-05-06,634
2019-05-07,655
2019-05-08,655
2019-05-09,655
2019-05-10,675
2019-05-11,675
2019-05-12,708
2019-05-13,708
2019-05-14,723
2019-05-15,723
2019-05-16,711
2019-05-17,711
2019-05-18,737
2019-05-19,737
2019-05-20,774
2019-05-21,774
2019-05-22,806
2019-05-23,806
2019-05-24,847
2019-05-25,847
2019-05-26,890
2019-05-27,890
2019-05-28,922
2019-05-29,922
2019-05-30,969
2019-05-31,969
2019-06-01,969
2019-06-02,1018
2019-06-03,1018
2019-06-04,1066
2019-06-05,1066
2019-06-06,1106
2019-06-07,1106
2019-06-08,1151
2019-06-09,1201
2019-06-10,1201
2019-06-11,1237
2019-06-12,1237
2019-06-13,1297
2019-06-14,1297
2019-06-15,1297
2019-06-16,1361
2019-06-17,1361
2019-06-18,1428
2019-06-19,1428
2019-06-20,1500
2019-06-21,1500
2019-06-22,1500
2019-06-23,1556
2019-06-24,1556
2019-06-25,1556
2019-06-26,1611
2019-06-27,1611
2019-06-28,1611
2019-06-29,1667
2019-06-30,1667
2019-07-01,1667
2019-07-02,1725
2019-07-03,1725
2019-07-04,1725
2019-07-05,1728
2019-07-06,1728
2019-07-07,1728
2019-07-08,1761
2019-07-09,1761
2019-07-10,1817
2019-07-11,1817
2019-07-12,1817
2019-07-13,1857
2019-07-14,1857
2019-07-15,1918
2019-07-16,1918
2019-07-17,1988
2019-07-18,1988
2019-07-19,1988
2019-07-20,2083
2019-07-21,2083
2019-07-22,2121
2019-07-23,2121
2019-07-24,2121
2019-07-25,2203
2019-07-26,2203
2019-07-27,2203
2019-07-28,2276
2019-07-29,2276
2019-07-30,2225
2019-07-31,2225
2019-08-01,2225
2019-08-02,2172
2019-08-03,2172
2019-08-04,2084
2019-08-05,2084
2019-08-06,2015
2019-08-07,2015
2019-08-08,2015
2019-08-09,1970
2019-08-10,1970
2019-08-11,1977
2019-08-12,1977
2019-08-13,1994
2019-08-14,1994
2019-08-15,1994
2019-08-16,2024
2019-08-17,2024
2019-08-18,2024
2019-08-19,1976
2019-08-20,1976
2019-08-21,1911
2019-08-22,1911
2019-08-23,1911
2019-08-24,1902
2019-08-24,1902
2019-08-25,1902
2019-08-25,1902
2019-08-26,1902
2019-08-27,1870
2019-08-27,1870
2019-08-28,1870
2019-08-29,1892
2019-08-30,1892
2019-08-31,1892
2019-09-01,1895
2019-09-02,1895
2019-09-03,1895
2019-09-04,1809
2019-09-05,1809
2019-09-06,1809
2019-09-07,1725
2019-09-08,1725
2019-09-09,1725
2019-09-10,1655
2019-09-11,1655
2019-09-12,1655
2019-09-13,1608
2019-09-14,1608
2019-09-15,1581
2019-09-16,1581
2019-09-17,1624
2019-09-18,1624
2019-09-19,1592
2019-09-20,1592
2019-09-21,1592
2019-09-22,1528
2019-09-23,1528
2019-09-24,1528
2019-09-25,1467
2019-09-26,1467
2019-09-27,1467
2019-09-28,1436
2019-09-29,1436
2019-09-30,1436
2019-10-01,1383
2019-10-02,1383
2019-10-03,1383
2019-10-04,1315
2019-10-05,1315
2019-10-06,1258
2019-10-07,1258
2019-10-08,1201
2019-10-09,1201
2019-10-10,1201
2019-10-11,1142
2019-10-12,1142
2019-10-13,1089
2019-10-14,1089
2019-10-15,1058
2019-10-16,1058
2019-10-17,1058
2019-10-18,1048
2019-10-19,1048
2019-10-20,1048
2019-10-21,1025
2019-10-22,1025
2019-10-23,996
2019-10-24,996
2019-10-25,996
2019-10-26,958
2019-10-27,958
2019-10-28,958
2019-10-29,946
2019-10-30,946
2019-10-31,900
2019-11-01,900
2019-11-02,900
2019-11-03,924
2019-11-04,924
2019-11-05,924
2019-11-06,928
2019-11-07,928
2019-11-08,883
2019-11-09,883
2019-11-10,838
2019-11-11,838
2019-11-12,799
2019-11-13,799
2019-11-14,799
2019-11-15,767
2019-11-16,767
2019-11-17,738
2019-11-18,738
2019-11-19,743
2019-11-20,743
2019-11-21,743
2019-11-22,742
2019-11-23,742
2019-11-24,742
2019-11-25,750
2019-11-26,750
2019-11-27,750
2019-11-28,779
2019-11-29,779
2019-11-30,779
2019-12-01,779
2019-12-02,790
2019-12-03,790
2019-12-04,790
2019-12-05,790
2019-12-06,790
2019-12-07,790
2019-12-08,790
2019-12-09,777
2019-12-10,777
2019-12-11,777
2019-12-12,743
2019-12-13,743
2019-12-14,743
2019-12-15,760
2019-12-16,760
2019-12-17,760
2019-12-18,760
2019-12-19,792
2019-12-20,792
2019-12-21,792
2019-12-22,816
2019-12-23,816
2019-12-24,816
2019-12-25,782
2019-12-26,782
2019-12-27,782
2019-12-28,810
2019-12-29,810
2019-12-30,810
2019-12-31,810
2020-01-01,830
2020-01-02,830
2020-01-03,830
2020-01-04,819
2020-01-05,819
2020-01-06,819
2020-01-07,813
2020-01-08,813
2020-01-09,813
2020-01-10,813
2020-01-11,811
2020-01-12,811
2020-01-13,811
2020-01-14,842
2020-01-15,842
2020-01-16,839
2020-01-17,839
2020-01-18,839
2020-01-19,864
2020-01-20,864
2020-01-21,864
2020-01-22,877
2020-01-23,877
2020-01-24,877
2020-01-25,905
2020-01-26,905
2020-01-27,936
2020-01-28,936
2020-01-29,936
2020-01-30,966
2020-01-31,966
2020-02-01,966
2020-02-02,979
2020-02-03,979
2020-02-04,979
2020-02-05,989
2020-02-06,989
2020-02-07,990
2020-02-08,990
2020-02-09,990
2020-02-10,996
2020-02-11,996
2020-02-12,996
2020-02-13,955
2020-02-14,955
2020-02-15,944
2020-02-16,944
2020-02-17,954
2020-02-18,954
2020-02-19,954
2020-02-20,973
2020-02-21,973
2020-02-22,973
2020-02-23,942
2020-02-24,942
2020-02-25,942
2020-02-26,924
2020-02-27,924
2020-02-28,884
2020-02-29,884
2020-03-01,884
2020-03-02,849
2020-03-03,849
2020-03-04,849
2020-03-05,841
2020-03-06,841
2020-03-07,844
2020-03-08,844
2020-03-09,844
2020-03-10,830
2020-03-11,830
2020-03-12,830
2020-03-13,797
2020-03-14,797
2020-03-15,797
2020-03-16,760
2020-03-17,760
2020-03-18,725
2020-03-19,725
2020-03-20,693
2020-03-21,693
2020-03-22,700
2020-03-23,700
2020-03-24,701
2020-03-25,701
2020-03-26,678
2020-03-27,678
2020-03-28,644
2020-03-29,611
2020-03-30,611
2020-03-31,586
2020-04-01,567
2020-04-02,557
2020-04-03,557
2020-04-04,542
2020-04-05,542
2020-04-06,517
2020-04-07,517
2020-04-08,525
2020-04-09,525
2020-04-10,509
2020-04-11,486
2020-04-12,486
2020-04-13,461
2020-04-14,444
2020-04-15,459
2020-04-16,459
2020-04-17,473
2020-04-18,473
2020-04-19,486
2020-04-20,486
2020-04-21,503
2020-04-22,503
2020-04-23,507
2020-04-24,507
2020-04-25,504
2020-04-26,483
2020-04-27,495
2020-04-28,488
2020-04-29,488
2020-04-30,506
2020-05-01,506
2020-05-02,521
2020-05-03,540
2020-05-04,540
2020-05-05,558
2020-05-06,562
2020-05-07,562
2020-05-08,574
2020-05-09,574
2020-05-10,594
2020-05-11,594
2020-05-12,607
2020-05-13,607
