date_obj,Adamant%20set%20(sk) price
2016-03-20,27892
2016-03-21,27892
2016-03-22,27892
2016-03-23,27892
2016-03-24,27892
2016-03-25,27892
2016-03-26,27892
2016-03-27,28163
2016-03-28,28163
2016-03-29,28163
2016-03-30,28163
2016-03-31,28163
2016-04-01,28163
2016-04-02,28163
2016-04-03,27709
2016-04-04,27709
2016-04-05,27709
2016-04-06,27709
2016-04-07,27709
2016-04-08,27709
2016-04-09,27709
2016-04-10,27000
2016-04-11,27000
2016-04-12,27000
2016-04-13,27000
2016-04-14,27000
2016-04-15,27000
2016-04-16,27000
2016-04-17,26465
2016-04-18,26465
2016-04-19,26465
2016-04-20,26465
2016-04-21,26465
2016-04-22,26465
2016-04-23,26490
2016-04-24,26490
2016-04-25,26490
2016-04-26,26490
2016-04-27,26490
2016-04-28,26490
2016-04-29,25924
2016-04-30,25924
2016-05-01,25924
2016-05-02,25924
2016-05-03,25924
2016-05-04,25924
2016-05-05,25743
2016-05-06,25743
2016-05-07,25743
2016-05-08,25743
2016-05-09,25743
2016-05-10,25743
2016-05-11,25743
2016-05-12,25434
2016-05-13,25434
2016-05-14,25434
2016-05-15,25434
2016-05-16,25434
2016-05-17,25434
2016-05-18,25459
2016-05-19,25459
2016-05-21,25459
2016-05-22,25459
2016-05-23,25407
2016-05-24,25407
2016-05-25,25407
2016-05-26,25407
2016-05-27,25407
2016-05-28,25407
2016-05-29,26200
2016-05-30,26200
2016-05-31,26200
2016-06-01,26200
2016-06-02,26200
2016-06-03,26200
2016-06-04,26200
2016-06-05,25984
2016-06-06,25984
2016-06-07,25984
2016-06-08,25984
2016-06-09,25984
2016-06-10,25729
2016-06-11,25729
2016-06-12,25729
2016-06-13,25729
2016-06-14,25729
2016-06-15,25729
2016-06-16,24787
2016-06-17,24787
2016-06-18,24787
2016-06-19,24787
2016-06-20,24787
2016-06-21,24327
2016-06-22,24327
2016-06-23,24327
2016-06-24,24327
2016-06-25,24327
2016-06-26,24487
2016-06-27,24487
2016-06-28,24487
2016-06-29,24487
2016-06-30,24487
2016-07-01,24103
2016-07-02,24103
2016-07-03,24103
2016-07-04,24103
2016-07-05,24103
2016-07-06,24103
2016-07-07,24199
2016-07-08,24199
2016-07-09,24199
2016-07-10,24199
2016-07-11,24199
2016-07-12,24199
2016-07-13,23917
2016-07-14,23917
2016-07-15,23917
2016-07-16,23917
2016-07-17,23917
2016-07-18,23917
2016-07-23,23728
2016-07-24,23728
2016-07-25,23728
2016-07-26,23728
2016-07-27,23641
2016-07-28,23641
2016-07-29,23641
2016-07-30,23641
2016-07-31,23641
2016-08-01,23641
2016-08-02,23641
2016-08-03,23641
2016-08-04,23668
2016-08-05,23668
2016-08-06,23668
2016-08-07,23668
2016-08-08,23668
2016-08-09,23668
2016-08-10,23668
2016-08-11,23668
2016-08-12,23082
2016-08-13,23082
2016-08-14,23082
2016-08-15,23082
2016-08-16,23082
2016-08-17,23082
2016-08-18,23082
2016-08-19,23082
2016-08-20,22922
2016-08-21,22922
2016-08-22,22922
2016-08-23,22922
2016-08-24,22922
2016-08-25,22922
2016-08-26,22922
2016-08-28,22816
2016-08-31,22816
2016-09-01,22816
2016-09-02,22816
2016-09-03,22816
2016-09-04,22555
2016-09-05,22555
2016-09-06,22555
2016-09-07,22555
2016-09-08,22555
2016-09-09,22555
2016-09-10,22555
2016-09-11,22695
2016-09-12,22695
2016-09-13,22695
2016-09-14,22695
2016-09-15,22695
2016-09-16,22695
2016-09-17,22695
2016-09-18,22695
2016-09-19,22785
2016-09-20,22785
2016-09-21,22785
2016-09-22,22785
2016-09-23,22785
2016-09-24,22785
2016-09-25,22785
2016-09-26,22785
2016-09-27,22785
2016-09-28,22785
2016-09-29,22921
2016-09-30,22921
2016-10-01,22921
2016-10-02,22921
2016-10-03,22921
2016-10-04,22921
2016-10-05,22921
2016-10-06,22921
2016-10-07,22921
2016-10-08,22478
2016-10-09,22478
2016-10-10,22478
2016-10-11,22478
2016-10-12,22478
2016-10-13,22478
2016-10-14,22478
2016-10-15,22478
2016-10-16,22478
2016-10-17,22659
2016-10-18,22659
2016-10-19,22659
2016-10-20,22659
2016-10-21,22659
2016-10-22,22659
2016-10-23,22659
2016-10-24,22659
2016-10-25,23126
2016-10-26,23126
2016-10-27,23126
2016-10-28,23126
2016-10-29,23126
2016-10-30,23126
2016-10-31,23126
2016-11-01,23126
2016-11-02,23499
2016-11-03,23499
2016-11-04,23499
2016-11-05,23499
2016-11-06,23499
2016-11-07,23499
2016-11-08,23499
2016-11-09,24120
2016-11-10,24120
2016-11-11,24120
2016-11-12,24120
2016-11-13,24120
2016-11-14,24120
2016-11-15,24120
2016-12-07,25087
2016-12-08,25087
2016-12-09,25087
2016-12-10,25087
2016-12-11,25087
2016-12-12,25087
2016-12-13,25087
2016-12-14,25014
2016-12-15,25014
2016-12-16,25014
2016-12-17,25014
2016-12-18,25014
2016-12-19,25014
2016-12-20,25038
2016-12-21,25038
2016-12-22,25038
2016-12-23,25038
2016-12-24,25038
2016-12-25,25038
2016-12-26,25038
2016-12-27,24876
2016-12-28,24876
2016-12-29,24876
2016-12-30,24876
2016-12-31,24876
2017-01-01,24876
2017-01-02,24876
2017-01-03,24772
2017-01-04,24772
2017-01-05,24772
2017-01-06,24772
2017-01-07,24772
2017-01-08,24772
2017-01-09,25563
2017-01-10,25563
2017-01-11,25563
2017-01-12,25563
2017-01-13,25563
2017-01-14,25563
2017-01-15,25219
2017-01-16,25219
2017-01-17,25219
2017-01-18,25219
2017-01-19,25219
2017-01-20,25219
2017-01-21,24746
2017-01-22,24746
2017-01-23,24746
2017-01-27,23837
2017-01-28,23837
2017-01-29,23837
2017-01-30,23837
2017-01-31,23837
2017-02-01,23285
2017-02-02,23285
2017-02-03,23285
2017-02-04,23285
2017-02-05,23285
2017-02-06,23285
2017-02-07,23285
2017-02-08,22312
2017-02-09,22312
2017-02-10,22312
2017-02-11,22312
2017-02-12,22312
2017-02-13,22312
2017-02-14,21928
2017-02-15,21928
2017-02-16,21928
2017-02-17,21928
2017-02-18,21928
2017-02-19,21928
2017-02-20,22409
2017-02-21,22409
2017-02-22,22409
2017-02-23,22409
2017-02-24,22409
2017-02-25,22409
2017-02-26,22409
2017-02-27,22663
2017-02-28,22663
2017-03-01,22663
2017-03-02,22663
2017-03-03,22663
2017-03-04,22663
2017-03-05,23155
2017-03-06,23155
2017-03-07,23155
2017-03-08,23155
2017-03-09,23155
2017-03-10,23155
2017-03-11,23310
2017-03-12,23310
2017-03-13,23310
2017-03-14,23310
2017-03-15,23310
2017-03-16,23310
2017-03-17,23507
2017-03-18,23507
2017-03-19,23507
2017-03-20,23507
2017-03-21,23507
2017-03-22,23507
2017-03-23,23265
2017-03-24,23265
2017-03-25,23265
2017-03-26,23265
2017-03-27,23265
2017-03-28,23265
2017-03-29,22966
2017-03-30,22966
2017-03-31,22966
2017-04-01,22966
2017-04-02,22966
2017-04-03,22966
2017-04-04,22448
2017-04-05,22448
2017-04-12,22634
2017-04-13,22634
2017-04-14,22634
2017-04-15,22634
2017-04-16,22634
2017-04-17,22920
2017-04-18,22920
2017-04-19,22920
2017-04-20,22920
2017-04-21,22920
2017-04-22,22920
2017-04-23,22920
2017-04-24,23346
2017-04-25,23346
2017-04-26,23346
2017-04-27,23346
2017-04-28,23346
2017-04-29,23346
2017-04-30,23891
2017-05-01,23891
2017-05-02,23891
2017-05-03,23891
2017-05-04,23891
2017-05-05,23891
2017-05-06,23968
2017-05-07,23968
2017-05-08,23968
2017-05-09,23968
2017-05-10,23968
2017-05-11,23968
2017-05-12,24675
2017-05-13,24675
2017-05-14,24675
2017-05-15,24675
2017-05-16,24675
2017-05-17,24675
2017-05-18,25489
2017-05-19,25489
2017-05-20,25489
2017-05-21,25489
2017-05-22,25489
2017-05-23,25489
2017-05-24,25489
2017-05-25,25489
2017-05-26,25334
2017-05-27,25334
2017-05-28,25334
2017-05-29,25334
2017-05-30,25334
2017-05-31,25334
2017-06-01,25334
2017-06-02,24593
2017-06-03,24593
2017-06-04,24593
2017-06-05,24593
2017-06-06,24593
2017-06-07,24593
2017-06-08,24491
2017-06-09,24491
2017-06-10,24491
2017-06-11,24491
2017-06-12,24491
2017-06-13,23927
2017-06-14,23927
2017-06-15,23927
2017-06-16,23927
2017-06-17,23927
2017-06-18,23927
2017-06-19,23927
2017-06-20,23923
2017-06-21,23923
2017-06-22,23923
2017-06-23,23923
2017-06-24,23923
2017-06-25,23923
2017-06-26,23923
2017-06-27,23729
2017-06-28,23729
2017-06-29,23729
2017-06-30,23729
2017-07-01,23729
2017-07-02,23729
2017-07-03,24476
2017-07-04,24476
2017-07-05,24476
2017-07-06,24476
2017-07-07,24476
2017-07-08,24476
2017-07-09,24476
2017-07-13,24264
2017-07-14,24264
2017-07-15,24264
2017-07-16,24264
2017-07-17,23053
2017-07-18,23053
2017-07-19,23053
2017-07-20,23053
2017-07-21,23053
2017-07-22,23053
2017-07-23,22516
2017-07-24,22516
2017-07-25,22516
2017-07-26,22516
2017-07-27,22516
2017-07-28,22487
2017-07-29,22487
2017-07-30,22487
2017-07-31,22487
2017-08-01,22487
2017-08-02,22184
2017-08-03,22184
2017-08-04,22184
2017-08-05,22184
2017-08-06,22184
2017-08-07,22184
2017-08-08,22614
2017-08-09,22614
2017-08-10,22614
2017-08-11,22614
2017-08-12,22614
2017-08-13,22614
2017-08-14,22274
2017-08-15,22274
2017-08-16,22274
2017-08-17,22274
2017-08-18,22274
2017-08-19,22274
2017-08-20,21688
2017-08-21,21688
2017-08-22,21688
2017-08-23,21688
2017-08-24,21688
2017-08-25,21688
2017-08-26,21266
2017-08-27,21266
2017-08-28,21266
2017-08-29,21266
2017-08-30,21266
2017-08-31,21266
2017-09-01,21266
2017-09-02,21403
2017-09-03,21403
2017-09-04,21403
2017-09-05,21403
2017-09-06,21403
2017-09-07,21403
2017-09-08,21403
2017-09-09,20806
2017-09-10,20806
2017-09-11,20806
2017-09-12,20806
2017-09-13,20806
2017-09-14,20806
2017-09-15,20723
2017-09-16,20723
2017-09-17,20723
2017-09-18,20723
2017-09-19,20723
2017-09-20,20045
2017-09-21,20045
2017-09-22,20045
2017-09-23,20045
2017-09-24,20045
2017-09-25,19355
2017-09-26,19355
2017-09-27,19355
2017-09-28,19355
2017-09-29,19355
2017-09-30,19029
2017-10-01,19029
2017-10-02,19029
2017-10-03,19029
2017-10-04,19029
2017-10-05,19522
2017-10-06,19522
2017-10-07,19522
2017-10-08,19522
2017-10-09,19522
2017-10-10,20190
2017-10-11,20190
2017-10-12,20190
2017-10-13,20190
2017-10-14,20190
2017-10-15,20190
2017-10-16,20758
2017-10-17,20758
2017-10-18,20758
2017-10-19,20758
2017-10-20,20758
2017-10-21,20758
2017-10-22,21476
2017-10-23,21476
2017-10-24,21476
2017-10-25,21476
2017-10-26,21476
2017-10-27,22045
2017-10-28,22045
2017-10-29,22045
2017-10-30,22045
2017-10-31,22045
2017-11-01,22045
2017-11-02,22593
2017-11-03,22593
2017-11-04,22593
2017-11-05,22593
2017-11-06,22593
2017-11-07,22593
2017-11-08,22856
2017-11-09,22856
2017-11-10,22856
2017-11-11,22856
2017-11-12,22856
2017-11-13,22815
2017-11-14,22815
2017-11-15,22815
2017-11-16,22815
2017-11-17,22815
2017-11-18,22815
2017-11-19,22810
2017-11-20,22810
2017-11-21,22810
2017-11-22,22810
2017-11-23,22810
2017-11-24,22810
2017-11-25,22921
2017-11-26,22921
2017-11-27,22921
2017-11-28,22921
2017-11-29,22921
2017-11-30,22921
2017-12-01,22644
2017-12-02,22644
2017-12-03,22644
2017-12-04,22644
2017-12-05,22644
2017-12-06,22644
2017-12-07,22041
2017-12-08,22041
2017-12-09,22041
2017-12-10,22041
2017-12-11,22041
2017-12-12,22041
2017-12-13,22041
2017-12-14,22041
2017-12-15,22041
2017-12-16,22041
2017-12-17,22041
2017-12-18,21878
2017-12-19,21878
2017-12-20,21878
2017-12-21,21878
2017-12-22,21878
2017-12-23,21878
2017-12-24,21880
2017-12-25,21880
2017-12-26,21880
2017-12-27,21880
2017-12-28,21880
2017-12-29,21787
2017-12-30,21787
2017-12-31,21787
2018-01-01,21787
2018-01-02,21752
2018-01-03,21752
2018-01-04,21752
2018-01-05,21752
2018-01-06,21461
2018-01-07,21461
2018-01-08,21461
2018-01-09,21461
2018-01-10,21461
2018-01-11,21092
2018-01-12,21092
2018-01-13,21092
2018-01-14,21092
2018-01-15,20653
2018-01-16,20653
2018-01-17,20653
2018-01-18,20653
2018-01-19,19948
2018-01-20,19948
2018-01-21,19948
2018-01-22,19948
2018-01-23,19525
2018-01-24,19525
2018-01-25,19142
2018-01-26,19142
2018-01-27,19142
2018-01-28,19548
2018-01-29,19548
2018-01-30,20263
2018-01-31,20263
2018-02-01,20263
2018-02-02,20774
2018-02-03,20774
2018-02-04,21390
2018-02-05,21390
2018-02-06,21735
2018-02-07,21735
2018-02-08,21735
2018-02-09,21267
2018-02-10,21267
2018-02-11,21267
2018-02-12,21343
2018-02-13,21343
2018-02-14,21343
2018-02-15,20904
2018-02-16,20904
2018-02-17,20787
2018-02-18,20787
2018-02-19,20860
2018-02-20,20860
2018-02-21,21273
2018-02-22,21273
2018-02-23,20679
2018-02-24,20679
2018-02-25,20543
2018-02-26,20543
2018-02-27,20830
2018-02-28,20830
2018-03-01,20830
2018-03-02,21173
2018-03-03,21173
2018-03-04,21173
2018-03-05,21799
2018-03-06,21799
2018-03-07,22596
2018-03-08,22596
2018-03-09,22596
2018-03-10,23236
2018-03-11,23236
2018-03-12,23093
2018-03-13,23093
2018-03-14,22959
2018-03-15,22959
2018-03-16,22959
2018-03-17,22401
2018-03-18,22401
2018-03-19,22401
2018-03-20,22601
2018-03-21,22601
2018-03-22,22601
2018-03-23,22103
2018-03-24,22103
2018-03-25,22186
2018-03-26,22186
2018-03-27,21891
2018-03-28,21891
2018-03-29,21891
2018-03-30,21538
2018-03-31,21538
2018-04-01,21538
2018-04-02,21098
2018-04-03,21098
2018-04-04,21703
2018-04-05,21703
2018-04-06,21703
2018-04-07,22544
2018-04-08,22544
2018-04-09,23362
2018-04-10,23362
2018-04-11,23362
2018-04-12,23436
2018-04-13,23436
2018-04-14,23436
2018-04-15,23946
2018-04-16,23946
2018-04-17,23946
2018-04-18,23515
2018-04-19,23515
2018-04-20,23794
2018-04-21,23794
2018-04-22,23794
2018-04-23,23116
2018-04-24,23116
2018-04-25,23116
2018-04-26,22769
2018-04-27,22769
2018-04-28,22769
2018-04-29,22678
2018-04-30,22678
2018-05-01,22857
2018-05-02,22857
2018-05-03,22857
2018-05-04,22844
2018-05-05,22219
2018-05-06,22219
2018-05-07,21408
2018-05-08,21408
2018-05-09,21235
2018-05-10,21235
2018-05-11,21632
2018-05-12,21632
2018-05-13,22230
2018-05-14,22230
2018-05-15,21658
2018-05-16,21658
2018-05-17,21546
2018-05-18,21546
2018-05-19,21233
2018-05-20,21233
2018-05-21,20911
2018-05-22,20911
2018-05-23,20650
2018-05-24,20650
2018-05-25,20650
2018-05-26,20605
2018-05-27,20605
2018-05-28,20120
2018-05-29,20120
2018-05-30,19772
2018-05-31,19772
2018-06-01,19464
2018-06-02,19464
2018-06-03,19416
2018-06-04,19416
2018-06-05,19600
2018-06-06,19600
2018-06-07,19600
2018-06-08,19727
2018-06-09,19727
2018-06-10,19855
2018-06-11,19855
2018-06-12,19855
2018-06-13,19836
2018-06-14,19836
2018-06-15,20317
2018-06-16,20317
2018-06-17,21008
2018-06-18,21008
2018-06-19,21138
2018-06-20,21138
2018-06-21,21138
2018-06-22,21477
2018-06-23,21477
2018-06-24,21477
2018-06-25,20876
2018-06-26,20876
2018-06-27,20876
2018-06-28,21112
2018-06-29,21112
2018-06-30,21112
2018-07-01,20873
2018-07-02,20873
2018-07-03,20873
2018-07-04,20791
2018-07-05,20791
2018-07-06,21479
2018-07-07,21479
2018-07-08,21479
2018-07-09,22182
2018-07-10,22182
2018-07-11,21685
2018-07-12,21685
2018-07-13,21374
2018-07-14,21374
2018-07-15,21092
2018-07-16,21092
2018-07-17,20126
2018-07-18,20126
2018-07-19,20126
2018-07-20,19980
2018-07-21,19980
2018-07-22,20266
2018-07-23,20266
2018-07-24,20692
2018-07-25,20692
2018-07-26,20692
2018-07-27,21121
2018-07-28,21121
2018-07-29,21236
2018-07-30,21236
2018-07-31,21850
2018-08-01,21850
2018-08-02,22647
2018-08-03,22647
2018-08-04,22829
2018-08-05,22829
2018-08-06,22309
2018-08-07,22309
2018-08-08,22166
2018-08-09,22166
2018-08-10,21880
2018-08-11,21880
2018-08-12,21799
2018-08-14,22093
2018-08-16,22426
2018-08-17,22426
2018-08-18,23317
2018-08-19,23317
2018-08-20,24089
2018-08-21,24089
2018-08-22,23985
2018-08-23,23985
2018-08-24,23065
2018-08-25,23065
2018-08-26,22258
2018-08-27,22258
2018-08-28,21808
2018-08-29,21808
2018-08-30,21654
2018-08-31,21654
2018-09-01,22115
2018-09-02,22115
2018-09-03,21753
2018-09-04,21753
2018-09-05,22139
2018-09-06,22139
2018-09-07,22758
2018-09-08,22758
2018-09-09,23054
2018-09-10,23338
2018-09-11,23338
2018-09-12,23124
2018-09-13,23124
2018-09-14,22594
2018-09-15,21655
2018-09-16,21655
2018-09-17,21042
2018-09-18,21042
2018-09-19,20558
2018-09-20,20558
2018-09-21,20918
2018-09-22,21144
2018-09-23,21144
2018-09-24,21409
2018-09-25,21409
2018-09-26,21341
2018-09-27,21341
2018-09-28,20793
2018-09-29,20793
2018-09-30,20429
2018-10-01,20429
2018-10-02,20118
2018-10-03,20242
2018-10-04,20242
2018-10-05,20242
2018-10-06,19899
2018-10-07,19899
2018-10-08,19901
2018-10-09,19901
2018-10-10,19164
2018-10-11,19164
2018-10-12,19567
2018-10-13,19628
2018-10-14,19628
2018-10-15,19966
2018-10-16,19966
2018-10-17,20221
2018-10-18,20221
2018-10-19,20589
2018-10-20,20589
2018-10-21,20206
2018-10-22,20197
2018-10-23,20197
2018-10-24,20658
2018-10-25,20658
2018-10-26,21226
2018-10-27,21226
2018-10-28,21693
2018-10-29,21693
2018-10-30,21868
2018-10-31,21551
2018-11-01,20834
2018-11-03,21574
2018-11-04,22447
2018-11-05,22895
2018-11-06,23536
2018-11-07,23610
2018-11-08,23944
2018-11-09,23686
2018-11-10,23432
2018-11-11,22612
2018-11-12,22226
2018-11-13,21773
2018-11-14,21702
2018-11-15,21473
2018-11-16,21139
2018-11-17,20608
2018-11-18,20343
2018-11-19,20384
2018-11-20,19754
2018-11-21,19642
2018-11-22,19779
2018-11-23,19803
2018-11-24,19573
2018-11-25,19954
2018-11-26,20097
2018-11-27,19740
2018-11-28,19728
2018-11-29,19555
2018-12-01,20078
2018-12-02,20589
2018-12-03,20589
2018-12-04,20670
2018-12-05,20303
2018-12-07,20074
2018-12-09,20160
2018-12-10,20211
2018-12-11,20186
2018-12-12,20109
2018-12-13,20094
2018-12-14,20179
2018-12-15,19991
2018-12-16,19639
2018-12-17,19639
2018-12-18,18981
2018-12-19,18901
2018-12-20,19215
2018-12-21,19551
2018-12-22,19515
2018-12-23,19517
2018-12-24,19947
2018-12-25,20535
2018-12-26,20535
2018-12-27,21115
2018-12-28,21115
2018-12-29,21631
2018-12-30,22006
2018-12-31,21433
2019-01-01,21433
2019-01-02,21734
2019-01-03,22351
2019-01-04,22698
2019-01-05,22879
2019-01-06,22747
2019-01-08,22375
2019-01-10,20998
2019-01-11,20744
2019-01-12,20239
2019-01-13,20634
2019-01-14,20825
2019-01-15,21524
2019-01-16,21425
2019-01-17,21123
2019-01-18,20847
2019-01-19,21341
2019-01-20,21456
2019-01-21,21456
2019-01-22,21373
2019-01-23,21069
2019-01-24,21054
2019-01-25,21065
2019-01-26,20949
2019-01-27,21521
2019-01-28,21253
2019-01-29,20876
2019-01-30,21105
2019-01-31,21105
2019-02-01,21405
2019-02-02,21405
2019-02-03,21103
2019-02-04,21103
2019-02-05,20466
2019-02-06,20466
2019-02-07,20171
2019-02-08,20143
2019-02-09,20470
2019-02-10,20470
2019-02-11,20690
2019-02-12,20690
2019-02-13,21341
2019-02-14,21341
2019-02-15,21847
2019-02-16,21847
2019-02-17,21771
2019-02-18,21771
2019-02-19,21011
2019-02-20,21011
2019-02-21,20541
2019-02-22,20541
2019-02-23,20104
2019-02-24,20077
2019-02-25,19634
2019-02-26,19634
2019-02-27,19171
2019-02-28,19171
2019-03-01,19905
2019-03-02,19905
2019-03-03,20310
2019-03-04,20380
2019-03-05,20380
2019-03-06,20644
2019-03-07,20644
2019-03-08,20864
2019-03-09,20864
2019-03-10,20712
2019-03-11,20712
2019-03-12,21152
2019-03-13,21152
2019-03-14,21725
2019-03-15,21725
