date_obj,Brine%20sabre price
2015-08-07,245363
2015-08-08,245809
2015-08-09,248677
2015-08-10,250414
2015-08-11,254629
2015-08-12,254629
2015-08-13,259735
2015-08-14,260240
2015-08-15,260240
2015-08-16,257403
2015-08-17,251250
2015-08-18,246285
2015-08-19,241947
2015-08-20,236759
2015-08-21,230768
2015-08-22,223777
2015-08-23,220101
2015-08-24,214794
2015-08-25,214794
2015-08-26,207419
2015-08-27,199646
2015-08-28,196399
2015-08-29,195181
2015-08-30,193226
2015-08-31,191923
2015-09-01,190253
2015-09-02,190253
2015-09-03,191550
2015-09-04,198482
2015-09-05,198482
2015-09-06,208188
2015-09-07,208973
2015-09-08,207308
2015-09-09,209265
2015-09-10,211449
2015-09-11,216097
2015-09-12,221107
2015-09-13,223226
2015-09-14,230188
2015-09-15,237598
2015-09-16,237598
2015-09-17,244447
2015-09-18,249905
2015-09-19,246981
2015-09-20,241022
2015-09-21,234361
2015-09-22,225208
2015-09-23,220897
2015-09-24,220897
2015-09-25,211495
2015-09-27,201101
2015-09-28,198230
2015-09-29,190880
2015-09-30,185107
2015-10-05,183970
2015-10-06,178955
2015-10-07,175507
2015-10-08,173758
2015-10-09,172728
2015-10-10,172728
2015-10-11,169703
2015-10-12,166273
2015-10-13,166273
2015-10-14,163965
2015-10-15,165901
2015-10-16,169516
2015-10-17,169516
2015-10-18,169399
2015-10-19,166638
2015-10-20,160165
2015-10-22,156729
2015-10-23,152083
2015-10-24,150672
2015-10-25,148058
2015-10-26,142323
2015-10-27,142323
2015-10-29,134614
2015-10-30,136135
2015-10-31,137904
2015-11-01,137904
2015-11-02,143270
2015-11-03,149320
2015-11-04,155069
2015-11-05,159509
2015-11-06,159509
2015-11-07,157720
2015-11-08,157720
2015-11-09,156237
2015-11-10,155265
2015-11-11,154928
2015-11-12,155176
2015-11-13,158212
2015-11-14,162584
2015-11-15,166664
2015-11-16,168692
2015-11-17,171536
2015-11-18,178130
2015-11-19,183329
2015-11-20,188673
2015-11-21,188673
2015-11-22,196479
2015-11-23,196479
2015-11-24,205138
2015-11-25,215395
2015-11-26,215395
2015-11-27,226160
2015-11-28,235815
2015-11-29,243766
2015-11-30,248179
2015-12-01,248179
2015-12-02,248833
2015-12-03,242687
2015-12-04,242687
2015-12-05,233761
2015-12-06,222326
2015-12-07,214245
2015-12-08,208395
2015-12-09,201192
2015-12-10,195980
2015-12-11,197552
2015-12-12,200209
2015-12-13,206856
2015-12-14,206856
2015-12-15,206695
2015-12-16,209387
2015-12-17,209387
2015-12-18,214679
2015-12-19,223413
2015-12-20,228363
2015-12-21,232895
2015-12-22,239065
2015-12-23,245963
2015-12-24,250534
2015-12-25,254665
2015-12-26,259395
2015-12-27,257608
2015-12-28,264300
2015-12-29,264624
2015-12-30,255010
2015-12-31,247187
2016-01-01,242597
2016-01-02,238707
2016-01-03,241370
2016-01-04,248572
2016-01-05,242830
2016-01-06,238960
2016-01-07,233863
2016-01-08,229273
2016-01-09,222007
2016-01-10,213121
2016-01-11,213644
2016-01-12,210218
2016-01-13,204831
2016-01-14,198181
2016-01-15,192016
2016-01-16,185570
2016-01-17,180627
2016-01-18,176914
2016-01-19,179149
2016-01-20,182772
2016-01-21,180640
2016-01-22,177750
2016-01-23,175571
2016-01-24,172548
2016-01-25,173172
2016-01-26,177162
2016-01-27,180094
2016-01-28,180094
2016-01-29,183670
2016-01-30,183670
2016-01-31,187418
2016-02-01,192745
2016-02-02,197322
2016-02-03,200054
2016-02-04,200510
2016-02-05,200236
2016-02-06,204323
2016-02-07,208317
2016-02-08,211284
2016-02-09,211481
2016-02-10,215960
2016-02-11,220746
2016-02-12,219874
2016-02-13,219791
2016-02-14,216038
2016-02-15,210876
2016-02-16,207249
2016-02-17,205500
2016-02-18,203329
2016-02-19,202379
2016-02-20,199164
2016-02-21,195440
2016-02-22,195440
2016-02-23,192184
2016-02-24,186988
2016-02-25,185471
2016-02-26,185471
2016-02-27,185088
2016-02-28,181464
2016-02-29,179577
2016-03-01,177639
2016-03-02,180068
2016-03-03,185182
2016-03-04,191653
2016-03-05,199330
2016-03-06,201729
2016-03-07,204015
2016-03-08,201581
2016-03-09,200463
2016-03-10,198675
2016-03-11,193683
2016-03-12,195444
2016-03-13,193352
2016-03-14,192395
2016-03-15,189296
2016-03-16,191463
2016-03-17,194368
2016-03-18,199127
2016-03-19,199535
2016-03-20,201928
2016-03-21,208132
2016-03-22,213692
2016-03-23,221856
2016-03-24,229563
2016-03-25,239970
2016-03-26,241293
2016-03-27,235354
2016-03-28,233279
2016-03-29,222940
2016-03-30,222940
2016-03-31,216640
2016-04-01,219467
2016-04-02,227213
2016-04-03,226494
2016-04-04,218145
2016-04-05,217288
2016-04-06,220236
2016-04-07,224789
2016-04-08,229227
2016-04-09,235197
2016-04-10,237904
2016-04-11,237904
2016-04-12,242866
2016-04-13,235674
2016-04-14,229468
2016-04-15,219407
2016-04-16,216890
2016-04-17,211767
2016-04-18,204120
2016-04-19,199650
2016-04-20,196675
2016-04-21,192219
2016-04-22,192219
2016-04-23,195554
2016-04-24,198812
2016-04-25,204231
2016-04-26,202675
2016-04-27,199139
2016-04-28,193265
2016-04-29,192209
2016-04-30,190649
2016-05-01,190632
2016-05-02,195550
2016-05-03,199822
2016-05-04,193885
2016-05-05,191004
2016-05-06,191004
2016-05-07,184063
2016-05-08,174954
2016-05-09,169040
2016-05-10,167966
2016-05-11,166048
2016-05-12,167939
2016-05-13,165556
2016-05-14,164968
2016-05-15,165479
2016-05-16,173206
2016-05-17,181510
2016-05-18,184797
2016-05-19,192948
2016-05-22,198787
2016-05-23,199873
2016-05-24,201562
2016-05-25,210392
2016-05-26,214209
2016-05-27,211603
2016-05-28,205957
2016-05-29,198571
2016-05-30,194062
2016-05-31,192598
2016-06-01,187758
2016-06-02,186673
2016-06-03,184828
2016-06-04,182387
2016-06-05,182747
2016-06-06,181370
2016-06-07,181349
2016-06-08,180706
2016-06-09,180856
2016-06-10,182070
2016-06-11,183881
2016-06-12,185653
2016-06-13,188446
2016-06-14,188439
2016-06-15,183136
2016-06-16,182124
2016-06-17,188033
2016-06-18,188490
2016-06-19,185338
2016-06-20,185855
2016-06-21,185717
2016-06-22,183540
2016-06-23,182530
2016-06-24,181156
2016-06-25,180751
2016-06-26,178599
2016-06-27,178621
2016-06-28,180709
2016-06-29,180900
2016-06-30,185687
2016-07-01,183111
2016-07-02,179862
2016-07-03,181284
2016-07-04,181311
2016-07-05,185413
2016-07-06,190505
2016-07-07,199513
2016-07-08,209198
2016-07-09,219634
2016-07-10,230614
2016-07-11,241439
2016-07-12,252806
2016-07-13,258480
2016-07-14,261506
2016-07-15,261704
2016-07-16,265661
2016-07-17,265498
2016-07-18,262545
2016-07-23,256645
2016-07-24,260634
2016-07-25,266988
2016-07-26,270613
2016-07-27,274602
2016-07-28,283502
2016-07-29,278629
2016-07-30,271575
2016-07-31,267003
2016-08-01,262549
2016-08-02,257853
2016-08-03,249905
2016-08-04,240476
2016-08-05,234707
2016-08-06,227559
2016-08-07,218469
2016-08-08,213195
2016-08-09,206141
2016-08-10,197912
2016-08-11,196044
2016-08-12,192654
2016-08-13,185799
2016-08-14,180463
2016-08-15,181736
2016-08-16,182927
2016-08-17,183429
2016-08-18,184577
2016-08-19,185078
2016-08-20,182394
2016-08-21,180324
2016-08-22,183932
2016-08-23,189061
2016-08-24,191776
2016-08-25,194445
2016-08-26,194445
2016-08-28,203105
2016-08-31,212123
2016-09-01,210794
2016-09-02,210794
2016-09-03,209775
2016-09-04,213475
2016-09-05,216055
2016-09-06,217568
2016-09-07,212336
2016-09-08,206935
2016-09-09,202463
2016-09-10,199702
2016-09-11,194319
2016-09-12,191200
2016-09-13,193600
2016-09-14,191872
2016-09-15,187858
2016-09-16,189987
2016-09-17,198270
2016-09-18,204528
2016-09-19,213591
2016-09-20,222033
2016-09-21,226946
2016-09-22,229321
2016-09-23,226304
2016-09-24,226304
2016-09-25,229208
2016-09-26,233229
2016-09-27,235116
2016-09-28,228731
2016-09-29,226261
2016-09-30,220206
2016-10-01,214391
2016-10-02,211880
2016-10-03,210146
2016-10-04,209073
2016-10-05,210330
2016-10-06,207905
2016-10-07,209853
2016-10-08,211972
2016-10-09,221051
2016-10-10,227544
2016-10-11,229687
2016-10-12,233186
2016-10-13,230612
2016-10-14,227222
2016-10-15,226954
2016-10-16,224701
2016-10-17,225778
2016-10-18,232451
2016-10-19,234888
2016-10-20,242121
2016-10-21,249714
2016-10-22,249714
2016-10-23,251458
2016-10-24,252878
2016-10-25,252878
2016-10-26,249887
2016-10-27,245978
2016-10-28,241917
2016-10-29,239106
2016-10-30,236972
2016-10-31,231186
2016-11-01,231186
2016-11-02,236182
2016-11-03,242625
2016-11-04,252170
2016-11-05,256026
2016-11-06,262914
2016-11-07,267539
2016-11-08,265350
2016-11-09,259547
2016-11-10,254203
2016-11-11,253569
2016-11-12,258956
2016-11-13,259445
2016-11-14,260080
2016-11-15,253510
2016-12-07,214645
2016-12-08,210067
2016-12-09,208331
2016-12-10,208044
2016-12-11,204891
2016-12-12,205399
2016-12-13,205213
2016-12-14,202349
2016-12-15,201592
2016-12-16,201680
2016-12-17,201567
2016-12-18,205295
2016-12-19,206323
2016-12-20,208682
2016-12-21,207411
2016-12-22,206626
2016-12-23,202267
2016-12-24,194685
2016-12-25,189368
2016-12-26,182938
2016-12-27,176354
2016-12-28,175813
2016-12-29,174049
2016-12-30,170530
2016-12-31,171538
2017-01-01,170810
2017-01-02,169364
2017-01-03,166018
2017-01-04,166081
2017-01-05,162325
2017-01-06,156030
2017-01-07,152853
2017-01-08,150841
2017-01-09,145881
2017-01-10,142466
2017-01-11,139052
2017-01-12,139555
2017-01-13,139630
2017-01-14,142631
2017-01-15,148373
2017-01-16,153078
2017-01-17,160632
2017-01-18,166580
2017-01-19,165277
2017-01-20,163234
2017-01-21,164547
2017-01-22,164457
2017-01-23,167268
2017-01-27,183270
2017-01-28,179536
2017-01-29,179521
2017-01-30,177026
2017-01-31,175769
2017-02-01,175483
2017-02-02,173779
2017-02-03,171885
2017-02-04,173736
2017-02-05,174290
2017-02-06,175868
2017-02-07,173319
2017-02-08,172629
2017-02-09,170942
2017-02-10,172909
2017-02-11,175538
2017-02-12,175518
2017-02-13,171736
2017-02-14,163609
2017-02-15,159325
2017-02-16,155740
2017-02-18,151090
2017-02-19,152583
2017-02-20,155078
2017-02-21,153582
2017-02-22,155520
2017-02-23,153057
2017-02-24,152220
2017-02-25,150803
2017-02-26,151929
2017-02-27,154427
2017-02-28,156257
2017-03-01,156582
2017-03-02,158834
2017-03-03,163808
2017-03-04,168918
2017-03-05,174225
2017-03-06,179326
2017-03-07,180028
2017-03-08,177667
2017-03-09,173142
2017-03-10,168730
2017-03-11,166739
2017-03-12,168396
2017-03-13,169576
2017-03-14,170752
2017-03-15,173811
2017-03-16,174263
2017-03-17,173609
2017-03-18,173415
2017-03-19,169506
2017-03-20,166982
2017-03-21,165965
2017-03-22,166899
2017-03-23,170628
2017-03-24,176371
2017-03-25,178686
2017-03-26,182073
2017-03-27,186512
2017-03-28,190857
2017-03-29,194602
2017-03-30,199061
2017-03-31,203122
2017-04-01,203865
2017-04-02,208569
2017-04-03,215356
2017-04-04,222039
2017-04-12,211837
2017-04-13,214964
2017-04-14,219407
2017-04-15,227173
2017-04-16,234160
2017-04-17,235580
2017-04-18,233931
2017-04-19,225864
2017-04-20,225008
2017-04-21,228194
2017-04-22,228276
2017-04-23,236076
2017-04-24,235385
2017-04-25,242562
2017-04-26,249376
2017-04-27,250337
2017-04-28,257416
2017-04-29,259955
2017-04-30,264824
2017-05-01,263761
2017-05-02,273011
2017-05-03,277862
2017-05-04,276695
2017-05-05,277334
2017-05-06,274699
2017-05-07,277649
2017-05-08,285229
2017-05-09,294455
2017-05-10,293984
2017-05-11,294470
2017-05-12,291453
2017-05-13,289091
2017-05-14,285810
2017-05-15,283184
2017-05-16,276826
2017-05-17,269392
2017-05-18,259610
2017-05-19,252797
2017-05-20,250268
2017-05-21,249007
2017-05-22,240226
2017-05-23,233626
2017-05-24,228664
2017-05-25,220346
2017-05-26,213567
2017-05-27,210309
2017-05-28,206367
2017-05-29,210694
2017-05-30,217493
2017-05-31,219078
2017-06-01,221920
2017-06-02,221035
2017-06-03,222871
2017-06-04,228176
2017-06-05,231111
2017-06-06,229250
2017-06-07,226998
2017-06-08,230974
2017-06-09,233841
2017-06-10,228255
2017-06-11,217328
2017-06-12,206690
2017-06-13,196863
2017-06-14,190899
2017-06-15,198734
2017-06-16,207007
2017-06-17,210905
2017-06-18,215535
2017-06-19,215535
2017-06-20,222563
2017-06-21,224554
2017-06-22,225554
2017-06-23,225582
2017-06-24,227398
2017-06-25,231138
2017-06-26,231440
2017-06-27,237430
2017-06-28,236439
2017-06-29,241184
2017-06-30,249674
2017-07-01,253475
2017-07-02,252590
2017-07-03,247589
2017-07-04,241151
2017-07-05,233735
2017-07-06,234613
2017-07-07,235225
2017-07-08,231013
2017-07-13,215597
2017-07-14,216931
2017-07-15,218575
2017-07-16,216735
2017-07-17,221970
2017-07-18,224789
2017-07-19,231439
2017-07-20,233691
2017-07-21,237744
2017-07-22,245293
2017-07-23,244279
2017-07-24,248568
2017-07-25,248808
2017-07-26,254279
2017-07-27,258591
2017-07-28,263577
2017-07-29,266141
2017-07-30,273901
2017-07-31,274866
2017-08-01,279325
2017-08-02,285285
2017-08-03,291112
2017-08-04,295585
2017-08-05,293328
2017-08-06,285525
2017-08-09,262663
2017-08-10,255657
2017-08-11,249110
2017-08-12,248395
2017-08-13,251939
2017-08-14,256806
2017-08-15,266142
2017-08-16,274783
2017-08-17,272082
2017-08-18,279884
2017-08-19,286469
2017-08-20,289294
2017-08-21,287559
2017-08-22,286048
2017-08-23,284484
2017-08-24,281045
2017-08-25,288931
2017-08-26,289168
2017-08-27,290940
2017-08-28,288364
2017-08-29,295308
2017-08-30,299748
2017-08-31,300801
2017-09-01,304477
2017-09-02,310702
2017-09-03,306974
2017-09-04,307678
2017-09-05,302559
2017-09-06,312422
2017-09-07,316801
2017-09-08,314682
2017-09-09,308111
2017-09-10,302914
2017-09-11,298007
2017-09-12,290921
2017-09-13,279043
2017-09-14,265936
2017-09-15,252648
2017-09-16,240842
2017-09-17,230329
2017-09-18,218812
2017-09-19,207880
2017-09-20,199287
2017-09-21,196279
2017-09-22,194041
2017-09-23,190528
2017-09-24,189489
2017-09-25,190724
2017-09-26,196519
2017-09-27,204735
2017-09-28,212134
2017-09-29,208331
2017-09-30,209396
2017-10-01,207622
2017-10-02,204732
2017-10-03,202291
2017-10-04,202000
2017-10-05,203957
2017-10-06,204160
2017-10-07,200133
2017-10-08,201101
2017-10-09,199698
2017-10-10,199525
2017-10-11,199803
2017-10-12,202183
2017-10-13,199389
2017-10-14,195399
2017-10-15,192832
2017-10-16,192503
2017-10-17,192277
2017-10-18,192511
2017-10-19,193602
2017-10-20,189181
2017-10-21,188841
2017-10-22,187054
2017-10-23,187951
2017-10-24,191448
2017-10-25,192100
2017-10-26,192507
2017-10-27,191966
2017-10-28,191966
2017-10-29,188264
2017-10-30,188833
2017-10-31,188365
2017-11-01,186117
2017-11-02,182776
2017-11-03,179285
2017-11-04,176438
2017-11-05,168823
2017-11-06,161854
2017-11-07,156239
2017-11-08,153861
2017-11-09,152381
2017-11-10,151208
2017-11-11,148779
2017-11-12,150064
2017-11-13,151536
2017-11-14,151695
2017-11-15,146916
2017-11-16,141988
2017-11-17,137362
2017-11-18,135462
2017-11-19,132003
2017-11-20,133654
2017-11-21,133373
2017-11-22,135148
2017-11-23,135501
2017-11-24,129427
2017-11-25,123996
2017-11-26,118724
2017-11-27,118724
2017-11-28,115978
2017-11-29,113945
2017-11-30,111858
2017-12-01,106752
2017-12-02,102651
2017-12-03,98861
2017-12-04,95419
2017-12-05,94873
2017-12-06,92582
2017-12-07,91814
2017-12-08,92629
2017-12-09,92611
2017-12-10,93165
2017-12-11,96559
2017-12-12,101224
2017-12-13,105745
2017-12-14,110804
2017-12-15,116286
2017-12-16,122101
2017-12-17,128112
2017-12-18,128133
2017-12-19,121726
2017-12-20,115723
2017-12-21,111367
2017-12-22,105798
2017-12-23,101035
2017-12-24,101129
2017-12-25,102352
2017-12-26,104970
2017-12-27,108733
2017-12-28,111634
2017-12-29,115526
2017-12-30,119912
2017-12-31,124748
2018-01-01,125466
2018-01-02,119192
2018-01-03,114731
2018-01-04,109065
2018-01-05,106203
2018-01-06,101674
2018-01-07,98342
2018-01-08,93424
2018-01-09,88752
2018-01-10,84650
2018-01-11,80814
2018-01-12,77107
2018-01-13,74785
2018-01-14,72550
2018-01-15,72023
2018-01-16,70792
2018-01-17,70252
2018-01-18,66739
2018-01-19,64078
2018-01-20,62208
2018-01-21,62139
2018-01-22,61330
2018-01-23,62760
2018-01-24,60957
2018-01-25,58260
2018-01-26,55704
2018-01-27,54532
2018-01-28,53042
2018-01-29,52518
2018-01-30,50882
2018-01-31,50895
2018-02-01,51747
2018-02-02,51963
2018-02-03,53604
2018-02-04,55259
2018-02-05,56848
2018-02-06,59194
2018-02-07,62147
2018-02-08,65029
2018-02-09,66760
2018-02-10,63827
2018-02-11,65359
2018-02-12,65718
2018-02-13,66362
2018-02-14,66314
2018-02-15,66353
2018-02-16,66943
2018-02-17,69005
2018-02-18,72260
2018-02-19,75871
2018-02-20,79665
2018-02-21,83649
2018-02-22,87808
2018-02-23,92150
2018-02-24,96758
2018-02-25,101369
2018-02-26,106321
2018-02-27,107315
2018-02-28,109531
2018-03-01,108986
2018-03-02,106406
2018-03-03,104540
2018-03-04,105493
2018-03-05,108833
2018-03-06,111203
2018-03-07,110380
2018-03-08,107779
2018-03-09,105206
2018-03-10,99945
2018-03-11,94947
2018-03-12,90199
2018-03-13,87004
2018-03-14,85315
2018-03-15,85473
2018-03-16,85864
2018-03-17,87904
2018-03-18,90188
2018-03-19,90611
2018-03-20,93216
2018-03-21,94377
2018-03-23,95305
2018-03-24,94350
2018-03-25,95858
2018-03-26,97136
2018-03-27,98631
2018-03-28,99340
2018-03-29,101910
2018-03-30,105424
2018-03-31,109126
2018-04-01,112736
2018-04-02,115383
2018-04-03,117011
2018-04-04,118520
2018-04-05,119403
2018-04-06,119588
2018-04-07,119091
2018-04-08,120515
2018-04-09,120496
2018-04-10,121059
2018-04-11,120315
2018-04-12,118964
2018-04-13,123064
2018-04-14,121878
2018-04-15,121236
2018-04-16,122883
2018-04-17,122156
2018-04-18,122286
2018-04-19,122998
2018-04-20,125916
2018-04-21,125846
2018-04-22,129175
2018-04-23,132907
2018-04-24,136463
2018-04-25,139402
2018-04-26,144161
2018-04-27,148698
2018-04-28,153970
2018-04-29,157580
2018-04-30,162140
2018-05-01,168452
2018-05-02,169049
2018-05-03,169435
2018-05-04,165244
2018-05-05,167391
2018-05-06,170543
2018-05-07,172349
2018-05-08,173057
2018-05-09,175977
2018-05-10,178841
2018-05-11,182541
2018-05-12,186265
2018-05-13,189467
2018-05-14,191844
2018-05-15,195733
2018-05-16,203403
2018-05-17,213206
2018-05-18,223754
2018-05-19,234942
2018-05-20,246526
2018-05-21,256027
2018-05-22,262632
2018-05-23,263042
2018-05-24,259659
2018-05-25,259356
2018-05-26,249879
2018-05-27,240128
2018-05-28,232222
2018-05-29,225775
2018-05-30,224384
2018-05-31,218051
2018-06-01,212946
2018-06-02,208106
2018-06-03,201334
2018-06-04,196283
2018-06-05,191664
2018-06-06,185846
2018-06-07,176553
2018-06-08,169857
2018-06-09,163112
2018-06-10,157947
2018-06-11,152049
2018-06-12,147583
2018-06-13,142085
2018-06-14,134980
2018-06-15,128231
2018-06-16,121819
2018-06-17,115728
2018-06-18,109941
2018-06-19,104443
2018-06-20,99226
2018-06-21,96138
2018-06-22,94390
2018-06-23,95380
2018-06-24,97155
2018-06-25,100941
2018-06-26,105947
2018-06-27,111245
2018-06-28,116686
2018-06-29,122268
2018-06-30,128137
2018-07-01,133397
2018-07-02,137585
2018-07-03,138641
2018-07-04,139482
2018-07-05,141609
2018-07-06,144580
2018-07-07,149796
2018-07-08,153102
2018-07-09,154804
2018-07-10,158222
2018-07-11,161508
2018-07-12,163218
2018-07-13,166390
2018-07-14,171227
2018-07-15,176623
2018-07-16,183161
2018-07-17,188447
2018-07-18,195006
2018-07-19,202556
2018-07-20,212632
2018-07-21,221438
2018-07-22,226269
2018-07-23,228215
2018-07-24,220624
2018-07-25,211612
2018-07-26,201530
2018-07-27,194503
2018-07-28,192312
2018-07-29,187920
2018-07-30,190478
2018-07-31,194449
2018-08-01,199838
2018-08-02,207500
2018-08-03,217335
2018-08-04,225520
2018-08-05,232840
2018-08-06,239922
2018-08-07,239501
2018-08-08,239403
2018-08-09,233842
2018-08-10,234316
2018-08-11,235127
2018-08-12,234973
2018-08-14,232427
2018-08-16,230990
2018-08-17,229357
2018-08-18,231520
2018-08-19,235461
2018-08-20,237153
2018-08-21,241727
2018-08-22,244122
2018-08-23,247093
2018-08-24,246601
2018-08-25,243780
2018-08-26,235518
2018-08-27,230045
2018-08-28,221758
2018-08-29,219408
2018-08-30,219614
2018-08-31,222131
2018-09-01,226644
2018-09-02,233595
2018-09-03,241579
2018-09-04,249361
2018-09-05,252200
2018-09-06,257518
2018-09-07,256466
2018-09-08,258665
2018-09-09,252526
2018-09-10,251389
2018-09-11,252219
2018-09-12,254839
2018-09-13,249169
2018-09-14,246784
2018-09-15,246124
2018-09-16,246855
2018-09-17,247750
2018-09-18,248168
2018-09-19,248921
2018-09-20,249952
2018-09-21,250122
2018-09-22,250091
2018-09-23,250713
2018-09-24,251860
2018-09-25,254776
2018-09-26,259693
2018-09-27,267220
2018-09-28,278376
2018-09-29,286117
2018-09-30,294095
2018-10-01,300458
2018-10-02,307427
2018-10-03,312573
2018-10-04,322456
2018-10-05,332779
2018-10-06,335247
2018-10-07,334847
2018-10-08,330698
2018-10-09,320273
2018-10-10,313014
2018-10-11,311920
2018-10-12,310054
2018-10-13,310574
2018-10-14,314481
2018-10-15,318301
2018-10-16,317367
2018-10-17,309622
2018-10-18,306469
2018-10-19,299035
2018-10-20,292075
2018-10-21,285334
2018-10-22,272770
2018-10-23,268257
2018-10-24,271862
2018-10-25,267181
2018-10-26,266679
2018-10-27,267963
2018-10-28,270874
2018-10-29,272807
2018-10-30,276666
2018-10-31,282836
2018-11-01,292705
2018-11-03,321302
2018-11-04,337324
2018-11-05,354177
2018-11-06,371849
2018-11-07,390407
2018-11-08,409903
2018-11-09,430339
2018-11-10,451856
2018-11-11,474449
2018-11-12,498172
2018-11-13,523081
2018-11-15,576244
2018-11-16,604700
2018-11-17,634728
2018-11-18,666465
2018-11-19,695083
2018-11-20,704363
2018-11-21,699968
2018-11-22,684625
2018-11-23,669747
2018-11-24,648849
2018-11-25,624835
2018-11-26,598373
2018-11-27,569241
2018-11-28,542095
2018-11-29,515113
2018-12-01,465294
2018-12-02,442493
2018-12-03,423834
2018-12-04,404985
2018-12-05,389669
2018-12-07,359680
2018-12-09,345101
2018-12-10,342123
2018-12-11,345018
2018-12-12,350695
2018-12-13,344479
2018-12-14,345852
2018-12-15,347414
2018-12-16,348926
2018-12-17,343678
2018-12-18,340623
2018-12-19,339183
2018-12-20,335537
2018-12-21,333087
2018-12-22,327560
2018-12-23,325227
2018-12-24,317337
2018-12-25,313189
2018-12-26,310026
2018-12-27,304753
2018-12-28,300464
2018-12-29,301533
2018-12-30,305239
2018-12-31,309036
2019-01-01,316036
2019-01-02,325200
2019-01-03,327902
2019-01-04,330633
2019-01-05,330987
2019-01-06,329520
2019-01-08,311278
2019-01-10,291668
2019-01-11,278412
2019-01-12,266092
2019-01-13,255111
2019-01-14,243495
2019-01-15,234598
2019-01-16,225029
2019-01-17,216338
2019-01-18,208945
2019-01-19,205202
2019-01-20,202287
2019-01-21,206532
2019-01-22,207530
2019-01-23,209449
2019-01-24,210606
2019-01-25,208721
2019-01-26,209335
2019-01-27,207424
2019-01-28,208487
2019-01-29,212075
2019-01-30,207840
2019-01-31,202167
2019-02-01,197970
2019-02-02,195564
2019-02-03,191571
2019-02-04,188584
2019-02-05,181270
2019-02-06,173265
2019-02-07,168092
2019-02-08,166482
2019-02-09,164893
2019-02-10,163893
2019-02-11,163387
2019-02-12,166526
2019-02-13,170159
2019-02-14,168615
2019-02-15,164744
2019-02-16,160412
2019-02-17,157158
2019-02-18,154430
2019-02-19,150633
2019-02-20,147588
2019-02-21,144483
2019-02-22,141462
2019-02-23,138581
2019-02-24,142165
2019-02-25,148462
2019-02-26,154427
2019-02-27,159085
2019-02-28,165604
2019-03-01,170492
2019-03-02,170394
2019-03-03,169646
2019-03-04,168903
2019-03-05,167763
2019-03-06,166809
2019-03-07,161990
2019-03-08,158685
2019-03-09,156243
2019-03-10,154851
2019-03-11,154405
2019-03-12,151321
2019-03-13,150244
2019-03-14,147287
2019-03-15,145274
2019-03-16,143358
2019-03-17,140314
2019-03-18,140586
2019-03-19,140324
2019-03-20,144594
2019-03-21,149815
2019-03-22,153337
2019-03-23,151431
2019-03-24,152925
2019-03-25,153308
