date_obj,Flamtaer%20bracelet price
2017-10-16,913
2017-10-17,947
2017-10-18,947
2017-10-19,947
2017-10-20,947
2017-10-21,947
2017-10-22,947
2017-10-23,950
2017-10-24,950
2017-10-25,950
2017-10-26,950
2017-10-27,950
2017-10-28,950
2017-10-29,950
2017-10-30,989
2017-10-31,989
2017-11-01,989
2017-11-02,989
2017-11-03,989
2017-11-04,989
2017-11-05,989
2017-11-06,1029
2017-11-07,1029
2017-11-08,1029
2017-11-09,1029
2017-11-10,1029
2017-11-11,1029
2017-11-12,1029
2017-11-13,1063
2017-11-14,1063
2017-11-15,1063
2017-11-16,1063
2017-11-17,1063
2017-11-18,1063
2017-11-19,1063
2017-11-20,1062
2017-11-21,1062
2017-11-22,1062
2017-11-23,1062
2017-11-24,1062
2017-11-25,1062
2017-11-26,1031
2017-11-27,1031
2017-11-28,1031
2017-11-29,1031
2017-11-30,1031
2017-12-01,1031
2017-12-02,1031
2017-12-03,988
2017-12-04,988
2017-12-05,988
2017-12-06,988
2017-12-07,988
2017-12-08,988
2017-12-09,988
2017-12-10,958
2017-12-11,958
2017-12-12,958
2017-12-13,958
2017-12-14,958
2017-12-15,958
2017-12-16,958
2017-12-17,942
2017-12-18,942
2017-12-19,942
2017-12-20,942
2017-12-21,942
2017-12-22,942
2017-12-23,925
2017-12-24,925
2017-12-25,925
2017-12-26,925
2017-12-27,925
2017-12-28,925
2017-12-29,946
2017-12-30,946
2017-12-31,946
2018-01-01,946
2018-01-02,946
2018-01-03,958
2018-01-04,958
2018-01-05,958
2018-01-06,958
2018-01-07,958
2018-01-08,911
2018-01-09,911
2018-01-10,911
2018-01-11,911
2018-01-12,911
2018-01-13,871
2018-01-14,871
2018-01-15,871
2018-01-16,871
2018-01-17,838
2018-01-18,838
2018-01-19,838
2018-01-20,838
2018-01-21,838
2018-01-22,838
2018-01-23,812
2018-01-24,812
2018-01-25,812
2018-01-26,812
2018-01-27,821
2018-01-28,821
2018-01-29,821
2018-01-30,830
2018-01-31,830
2018-02-01,830
2018-02-02,830
2018-02-03,866
2018-02-04,866
2018-02-05,866
2018-02-06,866
2018-02-07,884
2018-02-08,884
2018-02-09,884
2018-02-10,884
2018-02-11,923
2018-02-12,923
2018-02-13,923
2018-02-14,901
2018-02-15,901
2018-02-16,901
2018-02-17,865
2018-02-18,865
2018-02-19,865
2018-02-20,827
2018-02-21,827
2018-02-22,827
2018-02-23,827
2018-02-24,805
2018-02-25,805
2018-02-26,805
2018-02-27,782
2018-02-28,782
2018-03-01,782
2018-03-02,769
2018-03-03,769
2018-03-04,769
2018-03-05,759
2018-03-06,759
2018-03-07,759
2018-03-08,764
2018-03-09,764
2018-03-10,764
2018-03-11,758
2018-03-12,758
2018-03-13,758
2018-03-14,770
2018-03-15,770
2018-03-16,770
2018-03-17,773
2018-03-18,773
2018-03-20,760
2018-03-21,760
2018-03-23,760
2018-03-24,779
2018-03-25,779
2018-03-26,779
2018-03-27,779
2018-03-28,779
2018-03-29,779
2018-03-30,779
2018-03-31,817
2018-04-01,817
2018-04-02,817
2018-04-03,825
2018-04-04,825
2018-04-05,825
2018-04-06,815
2018-04-07,815
2018-04-08,815
2018-04-09,788
2018-04-10,788
2018-04-11,788
2018-04-12,782
2018-04-13,782
2018-04-14,782
2018-04-15,754
2018-04-16,754
2018-04-17,754
2018-04-18,754
2018-04-19,754
2018-04-20,754
2018-04-21,748
2018-04-22,748
2018-04-23,748
2018-04-24,748
2018-04-25,732
2018-04-26,732
2018-04-27,732
2018-04-28,706
2018-04-29,706
2018-04-30,706
2018-05-01,689
2018-05-02,689
2018-05-03,689
2018-05-04,689
2018-05-05,709
2018-05-06,709
2018-05-07,709
2018-05-08,709
2018-05-09,727
2018-05-10,727
2018-05-11,727
2018-05-12,719
2018-05-13,719
2018-05-14,719
2018-05-15,707
2018-05-16,707
2018-05-17,707
2018-05-18,733
2018-05-19,733
2018-05-20,733
2018-05-21,742
2018-05-22,742
2018-05-23,742
2018-05-24,776
2018-05-25,776
2018-05-26,776
2018-05-27,787
2018-05-28,787
2018-05-29,768
2018-05-30,768
2018-05-31,768
2018-06-01,807
2018-06-02,807
2018-06-03,807
2018-06-04,819
2018-06-05,819
2018-06-06,821
2018-06-07,821
2018-06-08,821
2018-06-09,821
2018-06-10,834
2018-06-11,834
2018-06-12,834
2018-06-13,821
2018-06-14,821
2018-06-15,821
2018-06-16,821
2018-06-17,826
2018-06-18,826
2018-06-19,826
2018-06-20,812
2018-06-21,812
2018-06-22,812
2018-06-23,828
2018-06-24,828
2018-06-25,828
2018-06-26,817
2018-06-27,817
2018-06-28,817
2018-06-29,828
2018-06-30,828
2018-07-01,828
2018-07-02,812
2018-07-03,812
2018-07-04,812
2018-07-05,780
2018-07-06,780
2018-07-07,780
2018-07-08,764
2018-07-09,764
2018-07-10,764
2018-07-11,752
2018-07-12,752
2018-07-13,752
2018-07-14,729
2018-07-15,729
2018-07-16,729
2018-07-17,710
2018-07-18,710
2018-07-19,710
2018-07-20,702
2018-07-21,702
2018-07-22,709
2018-07-23,709
2018-07-24,709
2018-07-25,732
2018-07-26,732
2018-07-27,734
2018-07-28,734
2018-07-29,734
2018-07-30,735
2018-07-31,735
2018-08-01,735
2018-08-02,745
2018-08-03,745
2018-08-04,745
2018-08-05,755
2018-08-06,755
2018-08-07,755
2018-08-08,754
2018-08-09,754
2018-08-10,754
2018-08-11,755
2018-08-12,755
2018-08-14,743
2018-08-16,743
2018-08-17,741
2018-08-18,741
2018-08-19,741
2018-08-20,733
2018-08-21,733
2018-08-22,733
2018-08-23,760
2018-08-24,760
2018-08-25,782
2018-08-26,782
2018-08-27,782
2018-08-28,798
2018-08-29,798
2018-08-30,798
2018-08-31,829
2018-09-01,829
2018-09-02,829
2018-09-03,871
2018-09-04,871
2018-09-05,871
2018-09-06,859
2018-09-07,859
2018-09-08,861
2018-09-09,861
2018-09-10,861
2018-09-11,863
2018-09-12,863
2018-09-13,863
2018-09-14,833
2018-09-15,833
2018-09-16,833
2018-09-17,815
2018-09-18,815
2018-09-19,815
2018-09-20,809
2018-09-21,809
2018-09-22,776
2018-09-23,776
2018-09-24,776
2018-09-25,737
2018-09-26,737
2018-09-27,737
2018-09-28,718
2018-09-29,718
2018-09-30,718
2018-10-02,712
2018-10-03,688
2018-10-04,688
2018-10-05,688
2018-10-06,706
2018-10-07,706
2018-10-08,706
2018-10-09,708
2018-10-10,708
2018-10-11,708
2018-10-12,713
2018-10-13,713
2018-10-14,737
2018-10-15,737
2018-10-16,737
2018-10-17,742
2018-10-18,742
2018-10-19,742
2018-10-20,751
2018-10-21,751
2018-10-22,751
2018-10-23,760
2018-10-24,760
2018-10-25,760
2018-10-26,773
2018-10-27,773
2018-10-28,805
2018-10-29,805
2018-10-30,805
2018-10-31,805
2018-11-01,792
2018-11-03,792
2018-11-04,764
2018-11-05,764
2018-11-06,748
2018-11-07,748
2018-11-08,748
2018-11-09,756
2018-11-10,756
2018-11-11,727
2018-11-12,727
2018-11-13,714
2018-11-14,714
2018-11-15,728
2018-11-16,728
2018-11-17,726
2018-11-18,726
2018-11-19,716
2018-11-20,716
2018-11-21,726
2018-11-22,726
2018-11-23,707
2018-11-24,707
2018-11-25,689
2018-11-26,689
2018-11-27,690
2018-11-28,690
2018-11-29,695
2018-12-01,700
2018-12-03,685
2018-12-04,685
2018-12-05,666
2018-12-07,667
2018-12-09,664
2018-12-10,674
2018-12-11,674
2018-12-12,686
2018-12-13,686
2018-12-14,703
2018-12-15,703
2018-12-16,704
2018-12-17,704
2018-12-18,694
2018-12-19,694
2018-12-20,711
2018-12-21,711
2018-12-22,734
2018-12-23,751
2018-12-24,751
2018-12-25,776
2018-12-26,776
2018-12-27,786
2018-12-28,786
2018-12-29,773
2018-12-30,773
2018-12-31,747
2019-01-01,747
2019-01-02,717
2019-01-03,717
2019-01-04,716
2019-01-05,709
2019-01-06,730
2019-01-08,751
2019-01-10,749
2019-01-11,749
2019-01-12,741
2019-01-13,741
2019-01-14,749
2019-01-15,749
2019-01-16,747
2019-01-17,747
2019-01-18,751
2019-01-19,761
2019-01-20,761
2019-01-21,776
2019-01-22,776
2019-01-23,782
2019-01-24,782
2019-01-25,785
2019-01-26,785
2019-01-27,805
2019-01-28,805
2019-01-29,843
2019-01-30,843
2019-01-31,842
2019-02-01,837
2019-02-02,837
2019-02-03,831
2019-02-04,831
2019-02-05,800
2019-02-06,800
2019-02-07,797
2019-02-08,797
2019-02-09,788
2019-02-10,788
2019-02-11,793
2019-02-12,793
2019-02-13,789
2019-02-14,789
2019-02-15,769
2019-02-16,769
2019-02-17,733
2019-02-18,733
2019-02-19,721
2019-02-20,721
2019-02-21,723
2019-02-22,723
2019-02-23,729
2019-02-24,729
2019-02-25,726
2019-02-26,726
2019-02-27,733
2019-02-28,733
2019-03-01,764
2019-03-02,764
2019-03-03,735
2019-03-04,735
2019-03-05,736
2019-03-06,736
2019-03-07,745
2019-03-08,745
2019-03-09,769
2019-03-10,807
2019-03-11,807
2019-03-12,846
2019-03-13,846
2019-03-14,803
2019-03-15,803
2019-03-16,796
2019-03-17,820
2019-03-18,820
2019-03-19,847
2019-03-20,820
2019-03-21,820
2019-03-22,789
2019-03-23,758
2019-03-24,760
2019-03-25,760
2019-03-26,728
2019-03-27,728
2019-03-28,705
2019-03-29,700
2019-03-30,700
2019-03-31,692
2019-04-01,692
2019-04-02,695
2019-04-03,701
2019-04-04,701
2019-04-05,697
2019-04-06,697
2019-04-07,701
2019-04-08,701
2019-04-09,729
2019-04-10,729
2019-04-11,726
2019-04-12,726
2019-04-13,749
2019-04-14,735
2019-04-15,735
2019-04-16,743
2019-04-17,743
2019-04-18,766
2019-04-19,766
2019-04-20,797
2019-04-21,797
2019-04-22,832
2019-04-23,861
2019-04-24,861
2019-04-25,846
2019-04-26,846
2019-04-27,863
2019-04-28,863
2019-04-29,829
2019-04-30,835
2019-05-01,835
2019-05-02,841
2019-05-03,835
2019-05-04,815
2019-05-05,815
2019-05-06,804
2019-05-07,804
2019-05-08,805
2019-05-09,805
2019-05-10,812
2019-05-11,812
2019-05-12,792
2019-05-13,786
2019-05-14,786
2019-05-15,795
2019-05-16,795
2019-05-17,800
2019-05-18,818
2019-05-19,818
2019-05-20,808
2019-05-21,808
2019-05-22,789
2019-05-23,761
2019-05-24,761
2019-05-25,739
2019-05-26,739
2019-05-27,730
2019-05-28,730
2019-05-29,711
2019-05-30,711
2019-05-31,703
2019-06-01,703
2019-06-02,720
2019-06-03,720
2019-06-04,754
2019-06-05,754
2019-06-06,733
2019-06-07,733
2019-06-08,737
2019-06-09,730
2019-06-10,730
2019-06-11,747
2019-06-12,747
2019-06-13,764
2019-06-14,764
2019-06-15,758
2019-06-16,742
2019-06-17,742
2019-06-18,742
2019-06-19,742
2019-06-20,715
2019-06-21,715
2019-06-22,712
2019-06-23,731
2019-06-24,731
2019-06-25,717
2019-06-26,717
2019-06-27,681
2019-06-28,681
2019-06-29,667
2019-06-30,662
2019-07-01,662
2019-07-02,679
2019-07-03,679
2019-07-04,694
2019-07-05,694
2019-07-06,696
2019-07-07,696
2019-07-08,668
2019-07-09,649
2019-07-10,649
2019-07-11,626
2019-07-12,619
2019-07-13,619
2019-07-14,628
2019-07-15,628
2019-07-16,620
2019-07-17,622
2019-07-18,622
2019-07-19,629
2019-07-20,629
2019-07-21,633
2019-07-22,633
2019-07-23,645
2019-07-24,645
2019-07-25,654
2019-07-26,654
2019-07-27,633
2019-07-28,633
2019-07-29,661
2019-07-30,661
2019-07-31,662
2019-08-01,662
2019-08-02,678
2019-08-03,664
2019-08-04,664
2019-08-05,644
2019-08-06,644
2019-08-07,633
2019-08-08,633
2019-08-09,633
2019-08-10,601
2019-08-11,601
2019-08-12,579
2019-08-13,579
2019-08-14,578
2019-08-15,578
2019-08-16,563
2019-08-17,563
2019-08-18,584
2019-08-19,584
2019-08-20,595
2019-08-21,595
2019-08-22,600
2019-08-23,600
2019-08-24,618
2019-08-24,618
2019-08-25,618
2019-08-25,618
2019-08-26,636
2019-08-27,636
2019-08-27,636
2019-08-28,647
2019-08-29,647
2019-08-30,658
2019-08-31,658
2019-09-01,681
2019-09-02,681
2019-09-03,707
2019-09-04,707
2019-09-05,738
2019-09-06,738
2019-09-07,753
2019-09-08,753
2019-09-09,735
2019-09-10,735
2019-09-11,720
2019-09-12,720
2019-09-13,690
2019-09-14,690
2019-09-15,707
2019-09-16,707
2019-09-17,702
2019-09-18,702
2019-09-19,702
2019-09-20,724
2019-09-21,724
2019-09-22,719
2019-09-23,740
2019-09-24,740
2019-09-25,753
2019-09-26,763
2019-09-27,763
2019-09-28,796
2019-09-29,796
2019-09-30,797
2019-10-01,837
2019-10-02,837
2019-10-03,829
2019-10-04,829
2019-10-05,801
2019-10-06,791
2019-10-07,791
2019-10-08,769
2019-10-09,769
2019-10-10,760
2019-10-11,760
2019-10-12,722
2019-10-13,691
2019-10-14,679
2019-10-15,679
2019-10-16,692
2019-10-17,692
2019-10-18,722
2019-10-19,727
2019-10-20,727
2019-10-21,701
2019-10-22,701
2019-10-23,725
2019-10-24,725
2019-10-25,731
2019-10-26,731
2019-10-27,757
2019-10-28,720
2019-10-29,720
2019-10-30,720
2019-10-31,684
2019-11-01,684
2019-11-02,677
2019-11-03,677
2019-11-04,698
2019-11-05,698
2019-11-06,733
2019-11-07,733
2019-11-08,738
2019-11-09,738
2019-11-10,757
2019-11-11,757
2019-11-12,794
2019-11-13,794
2019-11-14,780
2019-11-15,780
2019-11-16,754
2019-11-17,754
2019-11-18,733
2019-11-19,733
2019-11-20,738
2019-11-21,738
2019-11-22,715
2019-11-23,715
2019-11-24,732
2019-11-25,732
2019-11-26,766
2019-11-27,766
2019-11-28,782
2019-11-29,782
2019-11-30,792
2019-12-01,792
2019-12-02,769
2019-12-03,769
2019-12-04,745
2019-12-05,745
2019-12-06,756
2019-12-07,756
2019-12-08,782
2019-12-09,782
2019-12-10,798
2019-12-11,798
2019-12-12,766
2019-12-13,766
2019-12-14,743
2019-12-15,763
2019-12-16,763
2019-12-17,770
2019-12-18,770
2019-12-19,777
2019-12-20,777
2019-12-21,764
2019-12-22,764
2019-12-23,766
2019-12-24,766
2019-12-25,786
2019-12-26,786
2019-12-27,780
2019-12-28,775
2019-12-29,775
2019-12-30,767
2019-12-31,767
2020-01-01,736
2020-01-02,734
2020-01-03,734
2020-01-04,727
2020-01-05,741
2020-01-06,741
2020-01-07,754
2020-01-08,754
2020-01-09,765
2020-01-10,792
2020-01-11,802
2020-01-12,833
2020-01-13,833
2020-01-14,841
2020-01-15,800
2020-01-16,800
2020-01-17,760
2020-01-18,760
2020-01-19,731
2020-01-20,731
2020-01-21,728
2020-01-22,696
2020-01-23,664
2020-01-24,633
2020-01-25,633
2020-01-26,623
2020-01-27,623
2020-01-28,600
2020-01-29,582
2020-01-30,582
2020-01-31,591
2020-02-01,617
2020-02-02,632
2020-02-03,632
2020-02-04,618
2020-02-05,618
2020-02-06,615
2020-02-07,615
2020-02-08,624
2020-02-09,605
2020-02-10,636
2020-02-11,636
2020-02-12,658
2020-02-13,658
2020-02-14,685
2020-02-15,685
2020-02-16,684
2020-02-17,692
2020-02-18,696
2020-02-19,696
2020-02-20,681
2020-02-21,681
2020-02-22,664
2020-02-23,670
2020-02-24,683
2020-02-25,683
2020-02-26,705
2020-02-27,705
2020-02-28,704
2020-02-29,704
2020-03-01,730
2020-03-02,730
2020-03-03,753
2020-03-04,753
2020-03-05,774
2020-03-06,757
2020-03-07,757
2020-03-08,742
2020-03-09,764
2020-03-10,784
2020-03-11,784
2020-03-12,787
2020-03-13,787
2020-03-14,772
2020-03-15,807
2020-03-16,816
2020-03-17,839
2020-03-18,837
2020-03-19,797
2020-03-20,791
2020-03-21,775
2020-03-22,743
2020-03-23,742
2020-03-24,780
2020-03-25,819
2020-03-26,860
2020-03-27,903
2020-03-28,949
2020-03-29,984
2020-03-30,952
2020-03-31,904
2020-04-01,858
2020-04-02,817
2020-04-03,817
2020-04-04,821
2020-04-05,779
2020-04-06,763
2020-04-07,742
2020-04-08,777
2020-04-09,806
2020-04-10,813
2020-04-11,827
2020-04-12,810
2020-04-13,789
2020-04-14,799
2020-04-15,788
2020-04-16,806
2020-04-17,808
2020-04-18,813
2020-04-19,804
2020-04-20,784
2020-04-21,768
2020-04-22,785
2020-04-23,812
2020-04-24,817
2020-04-25,811
2020-04-26,789
2020-04-27,753
2020-04-28,750
2020-04-29,739
2020-04-30,726
2020-05-01,732
2020-05-02,744
2020-05-03,740
2020-05-04,726
2020-05-05,741
2020-05-06,750
2020-05-07,763
2020-05-08,801
2020-05-09,818
2020-05-10,817
2020-05-11,776
2020-05-12,781
2020-05-13,778
