date_obj,Dragon%20axe price
2019-03-29,53879
2019-03-30,53313
2019-03-31,51108
2019-04-01,51597
2019-04-02,51129
2019-04-03,51855
2019-04-04,54113
2019-04-05,55880
2019-04-06,57007
2019-04-07,56554
2019-04-08,56501
2019-04-09,55959
2019-04-10,56018
2019-04-11,57391
2019-04-12,56088
2019-04-13,56153
2019-04-14,56367
2019-04-15,56100
2019-04-16,55401
2019-04-17,55291
2019-04-18,54258
2019-04-19,55061
2019-04-20,55759
2019-04-21,58483
2019-04-22,60597
2019-04-23,63538
2019-04-24,66715
2019-04-25,68457
2019-04-26,66271
2019-04-27,66169
2019-04-28,65653
2019-04-29,65088
2019-04-30,63971
2019-05-01,61018
2019-05-02,59182
2019-05-03,56343
2019-05-04,53544
2019-05-05,51928
2019-05-06,52338
2019-05-07,54149
2019-05-08,56765
2019-05-09,57003
2019-05-10,58807
2019-05-11,60793
2019-05-12,60869
2019-05-13,62419
2019-05-14,63995
2019-05-15,65687
2019-05-16,68558
2019-05-17,71393
2019-05-18,69026
2019-05-19,65942
2019-05-20,64021
2019-05-21,62624
2019-05-22,61865
2019-05-23,59765
2019-05-24,57878
2019-05-25,57315
2019-05-26,59267
2019-05-27,60989
2019-05-28,62597
2019-05-29,62965
2019-05-30,65258
2019-05-31,67071
2019-06-01,65408
2019-06-02,62867
2019-06-03,62505
2019-06-04,65232
2019-06-05,67440
2019-06-06,68966
2019-06-07,69373
2019-06-08,68233
2019-06-09,68243
2019-06-10,66737
2019-06-11,65439
2019-06-12,66662
2019-06-13,67397
2019-06-14,67876
2019-06-15,69700
2019-06-16,72742
2019-06-17,75454
2019-06-18,77204
2019-06-19,79988
2019-06-20,83414
2019-06-21,87089
2019-06-22,88358
2019-06-23,89894
2019-06-24,93081
2019-06-25,95818
2019-06-26,96766
2019-06-27,93365
2019-06-28,88696
2019-06-29,84261
2019-06-30,80047
2019-07-01,76044
2019-07-02,72241
2019-07-03,71218
2019-07-04,71742
2019-07-05,72518
2019-07-06,71995
2019-07-07,71590
2019-07-08,71441
2019-07-09,71593
2019-07-10,73378
2019-07-11,75415
2019-07-12,75671
2019-07-13,77395
2019-07-14,76854
2019-07-15,77854
2019-07-16,78645
2019-07-17,81393
2019-07-18,82469
2019-07-19,80505
2019-07-20,77936
2019-07-21,76163
2019-07-22,75968
2019-07-23,77554
2019-07-24,74279
2019-07-25,70657
2019-07-26,67124
2019-07-27,63767
2019-07-28,60578
2019-07-29,57549
2019-07-30,54671
2019-07-31,51938
2019-08-01,49675
2019-08-02,47396
2019-08-03,46409
2019-08-04,45563
2019-08-05,47086
2019-08-06,47430
2019-08-07,48228
2019-08-08,48963
2019-08-09,48709
2019-08-10,47091
2019-08-11,45833
2019-08-12,45468
2019-08-13,44827
2019-08-14,44998
2019-08-15,44840
2019-08-16,43659
2019-08-17,42884
2019-08-18,41300
2019-08-19,41161
2019-08-20,41582
2019-08-21,41917
2019-08-22,40613
2019-08-23,39024
2019-08-24,37333
2019-08-24,37333
2019-08-25,36304
2019-08-25,36304
2019-08-26,37244
2019-08-26,37244
2019-08-27,38107
2019-08-27,38107
2019-08-28,36863
2019-08-29,36383
2019-08-30,38039
2019-08-31,39707
2019-09-01,40285
2019-09-02,40092
2019-09-03,40807
2019-09-04,41015
2019-09-05,40250
2019-09-06,41142
2019-09-07,39959
2019-09-08,40220
2019-09-09,40771
2019-09-10,40513
2019-09-11,39359
2019-09-12,39085
2019-09-13,38479
2019-09-14,39084
2019-09-15,38641
2019-09-16,39179
2019-09-17,39810
2019-09-18,39679
2019-09-19,39945
2019-09-20,39841
2019-09-21,39855
2019-09-22,39736
2019-09-23,39670
2019-09-24,39563
2019-09-25,39300
2019-09-26,39050
2019-09-27,39034
2019-09-28,39587
2019-09-29,39212
2019-09-30,38132
2019-10-01,37805
2019-10-02,36647
2019-10-03,36570
2019-10-04,36893
2019-10-05,36639
2019-10-06,37771
2019-10-07,38473
2019-10-08,38991
2019-10-09,39931
2019-10-10,40185
2019-10-11,40486
2019-10-12,40124
2019-10-13,40207
2019-10-14,40513
2019-10-15,41391
2019-10-16,42523
2019-10-17,43776
2019-10-18,45301
2019-10-19,45509
2019-10-20,44419
2019-10-21,43642
2019-10-22,43535
2019-10-23,43544
2019-10-24,42748
2019-10-25,42195
2019-10-26,41176
2019-10-27,39750
2019-10-28,39543
2019-10-29,40121
2019-10-30,40041
2019-10-31,41169
2019-11-01,40391
2019-11-02,40005
2019-11-03,40124
2019-11-04,40098
2019-11-05,40582
2019-11-06,39051
2019-11-07,38652
2019-11-08,38613
2019-11-09,38728
2019-11-10,39008
2019-11-11,38704
2019-11-12,38810
2019-11-13,39229
2019-11-14,38988
2019-11-15,38633
2019-11-16,39126
2019-11-17,38887
2019-11-18,39165
2019-11-19,39832
2019-11-20,40963
2019-11-21,42084
2019-11-22,43614
2019-11-23,44450
2019-11-24,42747
2019-11-25,41499
2019-11-26,40484
2019-11-27,39711
2019-11-28,39580
2019-11-29,40529
2019-11-30,39483
2019-12-01,39933
2019-12-02,40056
2019-12-03,39657
2019-12-04,39540
2019-12-05,38598
2019-12-06,38143
2019-12-07,38605
2019-12-08,38887
2019-12-09,38726
2019-12-10,38485
2019-12-11,37573
2019-12-12,36924
2019-12-13,35251
2019-12-14,33979
2019-12-15,34553
2019-12-16,35698
2019-12-17,36300
2019-12-18,36674
2019-12-19,36171
2019-12-20,36322
2019-12-21,35802
2019-12-22,36433
2019-12-23,36241
2019-12-24,36439
2019-12-25,36874
2019-12-26,36344
2019-12-27,35798
2019-12-28,35346
2019-12-29,34570
2019-12-30,34897
2019-12-31,35609
2020-01-01,36216
2020-01-02,36602
2020-01-03,37166
2020-01-04,37573
2020-01-05,37438
2020-01-06,36981
2020-01-07,36700
2020-01-08,36891
2020-01-09,37090
2020-01-10,36407
2020-01-11,36111
2020-01-12,36963
2020-01-13,36920
2020-01-14,37368
2020-01-15,36947
2020-01-16,36477
2020-01-17,36317
2020-01-18,36546
2020-01-19,36392
2020-01-20,36382
2020-01-21,35936
2020-01-22,36197
2020-01-23,36403
2020-01-24,36193
2020-01-25,36801
2020-01-26,36618
2020-01-27,36622
2020-01-28,36716
2020-01-29,36969
2020-01-30,37247
2020-01-31,37047
2020-02-01,37201
2020-02-02,37103
2020-02-03,37632
2020-02-04,37769
2020-02-05,37751
2020-02-06,36829
2020-02-07,36100
2020-02-08,36010
2020-02-09,35293
2020-02-10,35060
2020-02-11,34402
2020-02-12,33036
2020-02-13,33277
2020-02-14,33414
2020-02-15,33636
2020-02-16,33712
2020-02-17,33428
2020-02-18,33762
2020-02-19,33959
2020-02-20,34077
2020-02-21,34354
2020-02-22,34014
2020-02-23,33957
2020-02-24,33366
2020-02-25,33491
2020-02-26,33750
2020-02-27,34009
2020-02-28,34015
2020-02-29,34051
2020-03-01,34236
2020-03-02,34444
2020-03-03,34531
2020-03-04,34646
2020-03-05,34459
2020-03-06,34433
2020-03-07,34302
2020-03-08,34253
2020-03-09,34380
2020-03-10,34551
2020-03-11,34713
2020-03-12,34831
2020-03-13,34857
2020-03-14,35197
2020-03-15,36021
2020-03-16,37602
2020-03-17,37553
2020-03-18,38616
2020-03-19,40443
2020-03-20,41643
2020-03-21,40649
2020-03-22,39578
2020-03-23,38488
2020-03-24,37427
2020-03-25,36275
2020-03-26,36209
2020-03-27,35816
2020-03-28,35923
2020-03-29,35322
2020-03-30,36157
2020-03-31,37949
2020-04-01,38848
2020-04-02,37355
2020-04-03,36491
2020-04-04,35880
2020-04-05,35202
2020-04-06,35769
2020-04-07,36095
2020-04-08,36882
2020-04-09,36369
2020-04-10,36131
2020-04-11,36294
2020-04-12,36271
2020-04-13,36222
2020-04-14,36414
2020-04-15,36396
2020-04-16,36112
2020-04-17,36508
2020-04-18,36916
2020-04-19,37120
2020-04-20,37227
2020-04-21,37711
2020-04-22,37692
2020-04-23,37830
2020-04-24,37599
2020-04-25,36385
2020-04-26,36301
2020-04-27,35254
2020-04-28,33851
2020-04-29,34052
2020-04-30,35544
2020-05-01,36047
2020-05-02,35580
2020-05-03,36314
2020-05-04,36709
2020-05-05,37053
2020-05-06,37053
2020-05-07,36132
2020-05-08,35616
2020-05-09,35349
2020-05-10,35955
2020-05-11,36973
2020-05-12,36657
2020-05-13,36296
