date_obj,Ham%20hood price
2019-07-21,179
2019-07-22,177
2019-07-23,177
2019-07-24,179
2019-07-25,177
2019-07-26,177
2019-07-27,177
2019-07-28,179
2019-07-29,176
2019-07-30,178
2019-07-31,180
2019-08-01,176
2019-08-02,176
2019-08-03,177
2019-08-04,181
2019-08-05,184
2019-08-06,185
2019-08-07,184
2019-08-08,183
2019-08-09,185
2019-08-10,186
2019-08-11,183
2019-08-12,184
2019-08-13,184
2019-08-14,181
2019-08-15,185
2019-08-16,187
2019-08-17,187
2019-08-18,188
2019-08-19,192
2019-08-20,189
2019-08-21,185
2019-08-22,186
2019-08-23,182
2019-08-24,184
2019-08-24,184
2019-08-25,188
2019-08-25,188
2019-08-26,192
2019-08-26,192
2019-08-27,195
2019-08-27,195
2019-08-28,197
2019-08-29,195
2019-08-30,202
2019-08-31,204
2019-09-01,206
2019-09-02,206
2019-09-03,202
2019-09-04,200
2019-09-05,198
2019-09-06,196
2019-09-07,192
2019-09-08,187
2019-09-09,187
2019-09-10,192
2019-09-11,194
2019-09-12,195
2019-09-13,197
2019-09-14,198
2019-09-15,200
2019-09-16,198
2019-09-17,199
2019-09-18,197
2019-09-19,196
2019-09-20,195
2019-09-21,195
2019-09-22,197
2019-09-23,198
2019-09-24,198
2019-09-25,193
2019-09-26,185
2019-09-27,182
2019-09-28,180
2019-09-29,181
2019-09-30,176
2019-10-01,176
2019-10-02,178
2019-10-03,179
2019-10-04,174
2019-10-05,168
2019-10-06,164
2019-10-07,166
2019-10-08,164
2019-10-09,164
2019-10-10,159
2019-10-11,158
2019-10-12,158
2019-10-13,155
2019-10-14,156
2019-10-15,161
2019-10-16,158
2019-10-17,158
2019-10-18,160
2019-10-19,159
2019-10-20,160
2019-10-21,158
2019-10-22,158
2019-10-23,157
2019-10-24,154
2019-10-25,155
2019-10-26,149
2019-10-27,141
2019-10-28,145
2019-10-29,145
2019-10-30,146
2019-10-31,148
2019-11-01,149
2019-11-02,147
2019-11-03,149
2019-11-04,155
2019-11-05,155
2019-11-06,155
2019-11-07,157
2019-11-08,159
2019-11-09,159
2019-11-10,158
2019-11-11,158
2019-11-12,159
2019-11-13,157
2019-11-14,153
2019-11-15,154
2019-11-16,157
2019-11-17,157
2019-11-18,158
2019-11-19,162
2019-11-20,169
2019-11-21,169
2019-11-22,173
2019-11-23,182
2019-11-24,190
2019-11-25,198
2019-11-26,206
2019-11-27,206
2019-11-28,216
2019-11-29,213
2019-11-30,215
2019-12-01,209
2019-12-02,207
2019-12-03,207
2019-12-04,202
2019-12-05,202
2019-12-06,199
2019-12-07,199
2019-12-08,199
2019-12-09,201
2019-12-10,203
2019-12-11,211
2019-12-12,210
2019-12-13,206
2019-12-14,205
2019-12-15,202
2019-12-16,197
2019-12-17,195
2019-12-18,193
2019-12-19,193
2019-12-20,192
2019-12-21,191
2019-12-22,191
2019-12-23,190
2019-12-24,187
2019-12-25,186
2019-12-26,180
2019-12-27,178
2019-12-28,177
2019-12-29,174
2019-12-30,173
2019-12-31,165
2020-01-01,161
2020-01-02,158
2020-01-03,154
2020-01-04,149
2020-01-05,144
2020-01-06,140
2020-01-07,140
2020-01-08,137
2020-01-09,137
2020-01-10,138
2020-01-11,139
2020-01-12,135
2020-01-13,135
2020-01-14,136
2020-01-15,137
2020-01-16,137
2020-01-17,138
2020-01-18,138
2020-01-19,138
2020-01-20,139
2020-01-21,140
2020-01-22,140
2020-01-23,139
2020-01-24,138
2020-01-25,139
2020-01-26,136
2020-01-27,134
2020-01-28,130
2020-01-29,127
2020-01-30,126
2020-01-31,127
2020-02-01,127
2020-02-02,128
2020-02-03,130
2020-02-04,130
2020-02-05,131
2020-02-06,132
2020-02-07,133
2020-02-08,135
2020-02-09,136
2020-02-10,137
2020-02-11,140
2020-02-12,144
2020-02-13,148
2020-02-14,150
2020-02-15,151
2020-02-16,154
2020-02-17,156
2020-02-18,158
2020-02-19,161
2020-02-20,163
2020-02-21,163
2020-02-22,165
2020-02-23,167
2020-02-24,169
2020-02-25,168
2020-02-26,164
2020-02-27,165
2020-02-28,165
2020-02-29,167
2020-03-01,167
2020-03-02,167
2020-03-03,167
2020-03-04,166
2020-03-05,168
2020-03-06,169
2020-03-07,171
2020-03-08,171
2020-03-09,173
2020-03-10,174
2020-03-11,172
2020-03-12,172
2020-03-13,173
2020-03-14,166
2020-03-15,168
2020-03-16,171
2020-03-17,173
2020-03-18,173
2020-03-19,175
2020-03-20,178
2020-03-21,179
2020-03-22,181
2020-03-23,183
2020-03-24,185
2020-03-25,191
2020-03-26,199
2020-03-27,208
2020-03-28,214
2020-03-29,218
2020-03-30,219
2020-03-31,222
2020-04-01,226
2020-04-02,231
2020-04-03,231
2020-04-04,235
2020-04-05,237
2020-04-06,237
2020-04-07,238
2020-04-08,237
2020-04-09,236
2020-04-10,238
2020-04-11,238
2020-04-12,234
2020-04-13,231
2020-04-14,226
2020-04-15,228
2020-04-16,226
2020-04-17,229
2020-04-18,232
2020-04-19,233
2020-04-20,232
2020-04-21,234
2020-04-22,232
2020-04-23,234
2020-04-24,235
2020-04-25,234
2020-04-26,234
2020-04-27,232
2020-04-28,234
2020-04-29,234
2020-04-30,236
2020-05-01,227
2020-05-02,228
2020-05-03,227
2020-05-04,231
2020-05-05,229
2020-05-06,224
2020-05-07,224
2020-05-08,221
2020-05-09,219
2020-05-10,218
2020-05-11,219
2020-05-12,216
2020-05-13,213
