date_obj,Twisted%20boots%20(t3) price
2020-01-13,1000000
2020-01-14,1000000
2020-01-15,1044278
2020-01-16,1096492
2020-01-17,1096492
2020-01-18,1148551
2020-01-19,1148551
2020-01-20,1148551
2020-01-21,1200939
2020-01-22,1200939
2020-01-23,1200939
2020-01-24,1200939
2020-01-25,1200939
2020-01-26,1200939
2020-01-27,1256282
2020-01-28,1256282
2020-01-29,1256282
2020-01-30,1256282
2020-01-31,1256282
2020-02-01,1256282
2020-02-02,1256282
2020-02-03,1256282
2020-02-04,1256282
2020-02-05,1256282
2020-02-06,1256282
2020-02-07,1256282
2020-02-08,1256282
2020-02-09,1256282
2020-02-10,1313920
2020-02-11,1313920
2020-02-12,1313920
2020-02-13,1313920
2020-02-14,1313920
2020-02-15,1313920
2020-02-16,1313920
2020-02-17,1313920
2020-02-18,1313920
2020-02-19,1313920
2020-02-20,1313920
2020-02-21,1313920
2020-02-22,1313920
2020-02-23,1313920
2020-02-24,1313920
2020-02-25,1313920
2020-02-26,1313920
2020-02-27,1313920
2020-02-28,1373235
2020-02-29,1373235
2020-03-01,1373235
2020-03-02,1373235
2020-03-03,1373235
2020-03-04,1373235
2020-03-05,1373235
2020-03-06,1373235
2020-03-07,1373235
2020-03-08,1373235
2020-03-09,1373235
2020-03-10,1373235
2020-03-11,1373235
2020-03-12,1373235
2020-03-13,1373235
2020-03-14,1373235
2020-03-15,1373235
2020-03-16,1373235
2020-03-17,1373235
2020-03-18,1433295
2020-03-19,1433295
2020-03-20,1433295
2020-03-21,1433295
2020-03-22,1433295
2020-03-23,1433295
2020-03-24,1433295
2020-03-25,1433295
2020-03-26,1433295
2020-03-27,1433295
2020-03-28,1433295
2020-03-29,1433295
2020-03-30,1433295
2020-03-31,1433295
2020-04-01,1433295
2020-04-02,1433295
2020-04-03,1433295
2020-04-04,1433295
2020-04-05,1433295
2020-04-06,1496060
2020-04-07,1496060
2020-04-08,1496060
2020-04-09,1496060
2020-04-10,1496060
2020-04-11,1496060
2020-04-12,1496060
2020-04-13,1496060
2020-04-14,1496060
2020-04-15,1496060
2020-04-16,1496060
2020-04-17,1496060
2020-04-18,1496060
2020-04-19,1496060
2020-04-20,1496060
2020-04-21,1496060
2020-04-22,1496060
2020-04-23,1496060
2020-04-24,1562995
2020-04-25,1562995
2020-04-26,1562995
2020-04-27,1562995
2020-04-28,1562995
2020-04-29,1562995
2020-04-30,1562995
2020-05-01,1562995
2020-05-02,1562995
2020-05-03,1562995
2020-05-04,1562995
2020-05-05,1562995
2020-05-06,1562995
2020-05-07,1562995
2020-05-08,1562995
2020-05-09,1562995
2020-05-10,1562995
2020-05-11,1562995
2020-05-12,1562995
2020-05-13,1562995
