date_obj,Dragonfire%20ward price
2018-01-03,16000000
2018-01-04,16559820
2018-01-05,16559820
2018-01-06,17293858
2018-01-07,17293858
2018-01-08,17293858
2018-01-09,18026270
2018-01-10,18026270
2018-01-11,18026270
2018-01-12,18860530
2018-01-13,18860530
2018-01-14,18860530
2018-01-15,19733723
2018-01-16,19733723
2018-01-17,20666821
2018-01-18,20666821
2018-01-19,20666821
2018-01-20,20666821
2018-01-21,21630443
2018-01-22,21630443
2018-01-23,21630443
2018-01-25,22711966
2018-01-26,23847565
2018-01-27,23847565
2018-01-28,25039944
2018-01-29,25039944
2018-01-30,26291942
2018-01-31,26291942
2018-02-01,26291942
2018-02-02,27507838
2018-02-03,28823915
2018-02-04,28823915
2018-02-05,30202045
2018-02-06,30202045
2018-02-07,31712148
2018-02-08,31712148
2018-02-09,33234281
2018-02-10,33234281
2018-02-11,34895996
2018-02-12,36563744
2018-02-13,36563744
2018-02-14,38391932
2018-02-15,38391932
2018-02-16,40311529
2018-02-17,42257597
2018-02-18,44268328
2018-02-19,46379128
2018-02-20,46379128
2018-02-21,48698085
2018-02-22,48698085
2018-02-23,51132990
2018-02-24,51132990
2018-02-25,53689640
2018-02-26,53689640
2018-02-27,56374122
2018-02-28,59192829
2018-03-01,62059404
2018-03-02,65162375
2018-03-03,68287754
2018-03-04,68287754
2018-03-05,71702142
2018-03-06,71702142
2018-03-07,75287250
2018-03-09,79051613
2018-03-10,79051613
2018-03-11,83004194
2018-03-12,83004194
2018-03-13,87154404
2018-03-14,87154404
2018-03-15,85117132
2018-03-16,81066121
2018-03-17,77050241
2018-03-18,77050241
2018-03-20,69791390
2018-03-21,69791390
2018-03-23,70769411
2018-03-24,74303568
2018-03-25,77858585
2018-03-26,77858585
2018-03-27,79401051
2018-03-28,79401051
2018-03-29,79361909
2018-03-30,79361909
2018-03-31,81240017
2018-04-01,81240017
2018-04-02,82778324
2018-04-03,83786029
2018-04-04,83786029
2018-04-05,86207163
2018-04-06,87696475
2018-04-07,87696475
2018-04-08,88034879
2018-04-09,86578361
2018-04-10,86578361
2018-04-11,88219685
2018-04-12,89640505
2018-04-13,89640505
2018-04-14,90129549
2018-04-15,93303441
2018-04-16,93303441
2018-04-17,96989253
2018-04-18,96989253
2018-04-19,99005268
2018-04-20,99005268
2018-04-21,97826624
2018-04-22,97826624
2018-04-23,94315776
2018-04-24,94315776
2018-04-25,95085358
2018-04-26,95085358
2018-04-27,96160514
2018-04-28,97799657
2018-04-29,98568894
2018-04-30,98568894
2018-05-01,100874842
2018-05-03,101862665
2018-05-04,101862665
2018-05-05,100450177
2018-05-07,100630037
2018-05-08,100630037
2018-05-09,97910380
2018-05-10,93038844
2018-05-11,93038844
2018-05-12,91429659
2018-05-13,91429659
2018-05-14,91918254
2018-05-15,91918254
2018-05-16,91502609
2018-05-17,91502609
2018-05-18,91195362
2018-05-19,90748482
2018-05-20,90748482
2018-05-21,89389166
2018-05-22,89389166
2018-05-23,87128321
2018-05-24,83971607
2018-05-25,80097120
2018-05-26,76252530
2018-05-27,76252530
2018-05-28,77103374
2018-05-29,75803303
2018-05-30,72270622
2018-05-31,68764669
2018-06-01,70480747
2018-06-02,72926015
2018-06-03,72926015
2018-06-04,76427479
2018-06-05,73771491
2018-06-06,70229845
2018-06-07,70229845
2018-06-08,72240901
2018-06-09,72240901
2018-06-10,72250680
2018-06-11,72250680
2018-06-12,70772275
2018-06-13,69031138
2018-06-14,70459576
2018-06-15,70459576
2018-06-16,69751890
2018-06-17,71474059
2018-06-18,71537876
2018-06-19,71865747
2018-06-20,71865747
2018-06-21,70744247
2018-06-22,72296784
2018-06-23,72296784
2018-06-24,72793553
2018-06-25,74572526
2018-06-26,74572526
2018-06-27,77438531
2018-06-28,78470892
2018-06-29,79916225
2018-06-30,81961848
2018-07-01,79257654
2018-07-02,79257654
2018-07-03,77420278
2018-07-04,77420278
2018-07-05,76317889
2018-07-06,74813629
2018-07-07,75471750
2018-07-08,75848655
2018-07-09,76913921
2018-07-10,77542621
2018-07-11,77080693
2018-07-12,77080693
2018-07-13,74649368
2018-07-14,75399348
2018-07-15,75399348
2018-07-16,76183513
2018-07-17,76019492
2018-07-18,76019492
2018-07-19,75016297
2018-07-20,73985630
2018-07-21,72467000
2018-07-22,71906302
2018-07-23,71294426
2018-07-24,70953592
2018-07-25,70582582
2018-07-26,68420568
2018-07-27,65602095
2018-07-28,66673676
2018-07-29,67176229
2018-07-30,67316704
2018-07-31,67136125
2018-08-01,67136125
2018-08-02,66554341
2018-08-03,66554341
2018-08-04,64328356
2018-08-05,64361778
2018-08-06,63295289
2018-08-07,62290949
2018-08-08,59279945
2018-08-09,59279945
2018-08-10,56822204
2018-08-11,54776454
2018-08-12,52873465
2018-08-14,52600320
2018-08-16,52628573
2018-08-17,52540937
2018-08-18,54991409
2018-08-19,57725286
2018-08-20,58647847
2018-08-21,58647847
2018-08-22,59588614
2018-08-23,59588614
2018-08-24,58866368
2018-08-25,58195535
2018-08-26,58195535
2018-08-27,57949913
2018-08-28,57556496
2018-08-29,57838999
2018-08-30,59040602
2018-08-31,58835814
2018-09-01,58103883
2018-09-02,58103883
2018-09-03,57691491
2018-09-04,57198116
2018-09-05,56417173
2018-09-06,56417173
2018-09-07,56233282
2018-09-08,56440512
2018-09-09,56440512
2018-09-10,56729618
2018-09-11,56729618
2018-09-12,56157306
2018-09-13,56157306
2018-09-14,57149396
2018-09-15,58836593
2018-09-16,58836593
2018-09-17,58024382
2018-09-18,57947654
2018-09-19,57947654
2018-09-20,57691228
2018-09-21,58410260
2018-09-22,60187750
2018-09-23,61789582
2018-09-24,63719800
2018-09-25,63719800
2018-09-26,61643027
2018-09-27,61643027
2018-09-28,60217071
2018-09-29,59495980
2018-09-30,59243538
2018-10-02,60448319
2018-10-03,61333144
2018-10-04,61333144
2018-10-05,61405263
2018-10-06,61457767
2018-10-07,61457767
2018-10-08,60817473
2018-10-09,60861079
2018-10-10,61392898
2018-10-11,61846267
2018-10-12,61846267
2018-10-13,60544733
2018-10-14,60223399
2018-10-15,59056864
2018-10-16,58624328
2018-10-17,58698959
2018-10-18,59247357
2018-10-19,60090580
2018-10-20,60090580
2018-10-21,60240130
2018-10-22,59899889
2018-10-23,59899889
2018-10-24,60106019
2018-10-25,61677601
2018-10-26,61677601
2018-10-27,61208415
2018-10-28,61065429
2018-10-29,61065429
2018-10-30,61189136
2018-10-31,61165675
2018-11-01,61342228
2018-11-03,62398170
2018-11-04,62268154
2018-11-05,61710316
2018-11-06,61584272
2018-11-07,61584272
2018-11-08,61290392
2018-11-09,59618585
2018-11-10,60111419
2018-11-11,59863172
2018-11-12,59707225
2018-11-13,59564220
2018-11-14,59564220
2018-11-15,60601445
2018-11-16,62069837
2018-11-17,61587362
2018-11-18,61769559
2018-11-19,60937807
2018-11-20,59635082
2018-11-21,57475320
2018-11-22,55483358
2018-11-23,53081251
2018-11-24,54553757
2018-11-25,57054511
2018-11-26,57054511
2018-11-27,56929789
2018-11-28,57503446
2018-11-29,57548898
2018-12-01,56453113
2018-12-02,57699211
2018-12-03,57699211
2018-12-04,56991679
2018-12-05,57585047
2018-12-07,58327325
2018-12-09,59291950
2018-12-10,58569105
2018-12-11,57579740
2018-12-12,57156220
2018-12-13,56306481
2018-12-14,55682651
2018-12-15,56341192
2018-12-16,56443528
2018-12-17,56443528
2018-12-18,56503015
2018-12-19,56081671
2018-12-20,55334588
2018-12-21,54978611
2018-12-22,54331854
2018-12-23,53719775
2018-12-24,54034053
2018-12-25,53646980
2018-12-26,53250336
2018-12-27,53626424
2018-12-28,53626424
2018-12-29,53621503
2018-12-30,53381453
2018-12-31,52287238
2019-01-01,51333640
2019-01-02,49154137
2019-01-03,48205646
2019-01-04,47342615
2019-01-05,46783649
2019-01-06,45775738
2019-01-08,44193094
2019-01-10,40075032
2019-01-11,40645530
2019-01-12,39999508
2019-01-13,39084597
2019-01-14,38757650
2019-01-15,37425300
2019-01-16,37756550
2019-01-17,39542868
2019-01-18,40172079
2019-01-19,39102040
2019-01-20,37866776
2019-01-21,38028104
2019-01-22,37908623
2019-01-23,38413397
2019-01-24,38166187
2019-01-25,38627687
2019-01-26,39156498
2019-01-27,38663650
2019-01-28,37843615
2019-01-29,37923679
2019-01-30,38446638
2019-01-31,38630136
2019-02-01,38318712
2019-02-02,37259223
2019-02-03,36627347
2019-02-04,36821457
2019-02-05,37311564
2019-02-06,37833180
2019-02-07,39145300
2019-02-08,38258264
2019-02-09,37530129
2019-02-10,37134252
2019-02-11,36915916
2019-02-12,36821904
2019-02-13,37564212
2019-02-14,37147625
2019-02-15,36395765
2019-02-16,36100183
2019-02-17,35614394
2019-02-18,35700223
2019-02-19,36762626
2019-02-20,36688359
2019-02-21,36997790
2019-02-22,36841985
2019-02-23,37078290
2019-02-24,36868142
2019-02-25,36963767
2019-02-26,37285792
2019-02-27,37987134
2019-02-28,37437750
2019-03-01,37465267
2019-03-02,37978970
2019-03-03,37878225
2019-03-04,37899800
2019-03-05,38007909
2019-03-06,38140842
2019-03-07,37958235
2019-03-08,37846951
2019-03-09,38001711
2019-03-10,37834176
2019-03-11,37968685
2019-03-12,37873325
2019-03-13,37897490
2019-03-14,38403476
2019-03-15,39326866
2019-03-16,39873328
2019-03-17,39357500
2019-03-18,38898574
2019-03-19,38496082
2019-03-20,38457073
2019-03-21,38282707
2019-03-22,38187632
2019-03-23,38194137
2019-03-24,37826771
2019-03-25,37557112
2019-03-26,37190346
2019-03-27,37022553
2019-03-28,36885112
2019-03-29,36427180
2019-03-30,36285079
2019-03-31,36648673
2019-04-01,36949169
2019-04-02,37405817
2019-04-03,38557602
2019-04-04,38648755
2019-04-05,38618717
2019-04-06,39465083
2019-04-07,39870597
2019-04-08,38956995
2019-04-09,38926291
2019-04-10,39371171
2019-04-11,39581279
2019-04-12,40212533
2019-04-13,39616736
2019-04-14,38955793
2019-04-15,38060135
2019-04-16,36311344
2019-04-17,35909733
2019-04-18,36855099
2019-04-19,36956896
2019-04-20,37202294
2019-04-21,37474323
2019-04-22,37494986
2019-04-23,36903179
2019-04-24,36834919
2019-04-25,36844977
2019-04-26,36639268
2019-04-27,36024019
2019-04-28,35749515
2019-04-29,35360143
2019-04-30,35051752
2019-05-01,35117263
2019-05-02,35581259
2019-05-03,36343538
2019-05-04,36126167
2019-05-05,36665340
2019-05-06,36524743
2019-05-07,36413598
2019-05-08,36465181
2019-05-09,36969555
2019-05-10,37249709
2019-05-11,37214906
2019-05-12,37054268
2019-05-13,37115876
2019-05-14,37197211
2019-05-15,37364761
2019-05-16,37347738
2019-05-17,37079710
2019-05-18,36012465
2019-05-19,35006729
2019-05-20,35600030
2019-05-21,35326191
2019-05-22,35488791
2019-05-23,35987317
2019-05-24,36355133
2019-05-25,36498022
2019-05-26,36716751
2019-05-27,36818634
2019-05-28,36621973
2019-05-29,36005783
2019-05-30,35805241
2019-05-31,35612312
2019-06-01,35505762
2019-06-02,35432036
2019-06-03,35656517
2019-06-04,35393024
2019-06-05,35307715
2019-06-06,35128465
2019-06-07,35241252
2019-06-08,35168946
2019-06-09,34981719
2019-06-10,34767379
2019-06-11,34563386
2019-06-12,34278137
2019-06-13,33863404
2019-06-14,33472605
2019-06-15,33311293
2019-06-16,32895410
2019-06-17,32489277
2019-06-18,31520737
2019-06-19,30316450
2019-06-20,28801855
2019-06-21,27925822
2019-06-22,27965053
2019-06-23,26718319
2019-06-24,27901498
2019-06-25,29296418
2019-06-26,30761239
2019-06-27,31992063
2019-06-28,30959539
2019-06-29,30367638
2019-06-30,30174937
2019-07-01,30276629
2019-07-02,29854445
2019-07-03,29427685
2019-07-04,28526522
2019-07-05,28323220
2019-07-06,28588833
2019-07-07,29566166
2019-07-08,30147563
2019-07-09,29864194
2019-07-10,29488725
2019-07-11,29643624
2019-07-12,29846805
2019-07-13,29912870
2019-07-14,30213931
2019-07-15,30616028
2019-07-16,31075580
2019-07-17,31110394
2019-07-18,30603139
2019-07-19,31046388
2019-07-20,31140719
2019-07-21,31209378
2019-07-22,32050488
2019-07-23,31609130
2019-07-24,31374041
2019-07-25,30067487
2019-07-26,28888813
2019-07-27,29208738
2019-07-28,29459382
2019-07-29,29710677
2019-07-30,29862556
2019-07-31,30145378
2019-08-01,29805679
2019-08-02,29694377
2019-08-03,29489729
2019-08-04,29474647
2019-08-05,29818620
2019-08-06,29737842
2019-08-07,29739046
2019-08-08,29666707
2019-08-09,29526749
2019-08-10,29766413
2019-08-11,29735408
2019-08-12,29769001
2019-08-13,29668221
2019-08-14,29731574
2019-08-15,29656740
2019-08-16,30102899
2019-08-17,30928388
2019-08-18,30857177
2019-08-19,30742598
2019-08-20,30401753
2019-08-21,30011235
2019-08-22,30423517
2019-08-23,30253795
2019-08-24,31150504
2019-08-24,31150504
2019-08-25,32055242
2019-08-25,32055242
2019-08-26,31682841
2019-08-27,31588057
2019-08-27,31588057
2019-08-28,31224702
2019-08-29,30867706
2019-08-30,31052554
2019-08-31,31237484
2019-09-01,31313689
2019-09-02,31203021
2019-09-03,31211138
2019-09-04,30865058
2019-09-05,30537468
2019-09-06,30333538
2019-09-07,30418194
2019-09-08,30563723
2019-09-09,30889418
2019-09-10,30962220
2019-09-11,30817658
2019-09-12,30752639
2019-09-13,30773288
2019-09-14,31028248
2019-09-15,31096998
2019-09-16,31688880
2019-09-17,32039017
2019-09-18,31790225
2019-09-19,31683155
2019-09-20,31594899
2019-09-21,31510811
2019-09-22,31480616
2019-09-23,30853060
2019-09-24,30197474
2019-09-25,29857809
2019-09-26,28675042
2019-09-27,28299005
2019-09-28,28346859
2019-09-29,28655723
2019-09-30,28940621
2019-10-01,28680588
2019-10-02,28877110
2019-10-03,28859909
2019-10-04,28787964
2019-10-05,28769124
2019-10-06,29149180
2019-10-07,29261201
2019-10-08,29085752
2019-10-09,29113153
2019-10-10,29424933
2019-10-11,29266049
2019-10-12,29182416
2019-10-13,28974877
2019-10-14,28904520
2019-10-15,28878030
2019-10-16,28892212
2019-10-17,28934263
2019-10-18,29047347
2019-10-19,29600153
2019-10-20,29342269
2019-10-21,29246622
2019-10-22,29269640
2019-10-23,29169223
2019-10-24,29050278
2019-10-25,28958512
2019-10-26,28933410
2019-10-27,28934807
2019-10-28,28828017
2019-10-29,28696463
2019-10-30,28464767
2019-10-31,28276091
2019-11-01,28194037
2019-11-02,28109612
2019-11-03,28060426
2019-11-04,28039650
2019-11-05,27945416
2019-11-06,27578778
2019-11-07,27259995
2019-11-08,26668078
2019-11-09,25954639
2019-11-10,26052742
2019-11-11,26672157
2019-11-12,26702487
2019-11-13,26556447
2019-11-14,26514366
2019-11-15,26386884
2019-11-16,26289623
2019-11-17,26187580
2019-11-18,26229644
2019-11-19,26047694
2019-11-20,25727694
2019-11-21,25481921
2019-11-22,25493713
2019-11-23,25515314
2019-11-24,25355307
2019-11-25,25273118
2019-11-26,25629734
2019-11-27,25490141
2019-11-28,25643296
2019-11-29,25543162
2019-11-30,25587816
2019-12-01,25930050
2019-12-02,26139324
2019-12-03,26239300
2019-12-04,26156366
2019-12-05,26254494
2019-12-06,26530040
2019-12-07,26486423
2019-12-08,26428163
2019-12-09,26256293
2019-12-10,26117117
2019-12-11,26031044
2019-12-12,25966357
2019-12-13,25880058
2019-12-14,26453862
2019-12-15,26666191
2019-12-16,26586329
2019-12-17,26587365
2019-12-18,26603473
2019-12-19,26494395
2019-12-20,26498449
2019-12-21,27204715
2019-12-22,27564047
2019-12-23,27550897
2019-12-24,28322767
2019-12-25,28557824
2019-12-26,28574716
2019-12-27,29389011
2019-12-28,29434844
2019-12-29,29468780
2019-12-30,30071364
2019-12-31,29944979
2020-01-01,30689432
2020-01-02,30678087
2020-01-03,30666984
2020-01-04,30629231
2020-01-05,30491336
2020-01-06,31186712
2020-01-07,30803165
2020-01-08,31551265
2020-01-09,31909973
2020-01-10,31873571
2020-01-11,32036743
2020-01-12,32223474
2020-01-13,32103650
2020-01-14,32088041
2020-01-15,32081590
2020-01-16,32819434
2020-01-17,32506479
2020-01-18,32499233
2020-01-19,32359348
2020-01-20,31704740
2020-01-21,31637416
2020-01-22,31028748
2020-01-23,29765604
2020-01-24,29328375
2020-01-25,28791645
2020-01-26,28948103
2020-01-27,28704677
2020-01-28,28562173
2020-01-29,29205886
2020-01-30,29463234
2020-01-31,29844800
2020-02-01,30265394
2020-02-02,30506223
2020-02-03,31226650
2020-02-04,30975671
2020-02-05,31005041
2020-02-06,29547397
2020-02-07,28181908
2020-02-08,28546223
2020-02-09,28435932
2020-02-10,28449120
2020-02-11,28387826
2020-02-12,28326826
2020-02-13,28513063
2020-02-14,28971147
2020-02-15,29215700
2020-02-16,29458314
2020-02-17,29628971
2020-02-18,29302306
2020-02-19,29183701
2020-02-20,29690991
2020-02-21,29583077
2020-02-22,29430606
2020-02-23,29357499
2020-02-24,29297530
2020-02-25,29274072
2020-02-26,29343247
2020-02-27,29258187
2020-02-28,29196578
2020-02-29,29079559
2020-03-01,28990508
2020-03-02,29095096
2020-03-03,29110756
2020-03-04,29136562
2020-03-05,29094575
2020-03-06,28884897
2020-03-07,28779074
2020-03-08,28888185
2020-03-09,29191805
2020-03-10,28884159
2020-03-11,28846355
2020-03-12,28779154
2020-03-13,28720744
2020-03-14,28710399
2020-03-15,28679129
2020-03-16,28520116
2020-03-17,28364009
2020-03-18,28354822
2020-03-19,28328272
2020-03-20,28768636
2020-03-21,29140043
2020-03-22,29593205
2020-03-23,29724615
2020-03-24,29905486
2020-03-25,30386713
2020-03-26,30117334
2020-03-27,29757558
2020-03-28,29216855
2020-03-29,28504427
2020-03-30,28516937
2020-03-31,28784839
2020-04-01,28994230
2020-04-02,29269870
2020-04-03,29924406
2020-04-04,30327907
2020-04-05,30058541
2020-04-06,30136166
2020-04-07,30174892
2020-04-08,30094631
2020-04-09,29718401
2020-04-10,29751765
2020-04-11,29685587
2020-04-12,29617250
2020-04-13,30476906
2020-04-14,30132990
2020-04-15,29982565
2020-04-16,29781164
2020-04-17,29629078
2020-04-18,29210984
2020-04-19,28230326
2020-04-20,27838674
2020-04-21,27568027
2020-04-22,27288207
2020-04-23,27963541
2020-04-24,27874896
2020-04-25,27599131
2020-04-26,27401148
2020-04-27,27401635
2020-04-28,27614699
2020-04-29,27556603
