date_obj,Mithril%20scimitar price
2016-01-28,531
2016-01-29,517
2016-01-30,507
2016-01-31,504
2016-02-01,523
2016-02-02,529
2016-02-03,535
2016-02-04,538
2016-02-05,534
2016-02-06,536
2016-02-07,530
2016-02-08,513
2016-02-09,501
2016-02-10,503
2016-02-11,491
2016-02-12,500
2016-02-13,495
2016-02-14,507
2016-02-15,512
2016-02-16,505
2016-02-17,493
2016-02-18,483
2016-02-19,475
2016-02-20,472
2016-02-21,487
2016-02-22,508
2016-02-23,524
2016-02-24,541
2016-02-25,541
2016-02-26,544
2016-02-27,524
2016-02-28,502
2016-02-29,488
2016-03-01,469
2016-03-02,481
2016-03-03,483
2016-03-04,473
2016-03-05,468
2016-03-06,478
2016-03-07,501
2016-03-08,494
2016-03-09,487
2016-03-10,487
2016-03-11,496
2016-03-12,503
2016-03-13,490
2016-03-14,475
2016-03-15,474
2016-03-16,483
2016-03-17,486
2016-03-18,483
2016-03-19,488
2016-03-20,483
2016-03-21,482
2016-03-22,472
2016-03-23,480
2016-03-24,485
2016-03-25,499
2016-03-26,507
2016-03-27,505
2016-03-28,498
2016-03-29,486
2016-03-30,474
2016-03-31,470
2016-04-01,469
2016-04-02,473
2016-04-03,481
2016-04-04,476
2016-04-05,476
2016-04-06,490
2016-04-07,489
2016-04-08,496
2016-04-09,485
2016-04-10,476
2016-04-11,472
2016-04-12,478
2016-04-13,476
2016-04-14,475
2016-04-15,482
2016-04-16,483
2016-04-17,476
2016-04-18,467
2016-04-19,457
2016-04-20,464
2016-04-21,476
2016-04-22,460
2016-04-23,467
2016-04-24,480
2016-04-25,479
2016-04-26,479
2016-04-27,479
2016-04-28,497
2016-04-29,505
2016-04-30,513
2016-05-01,518
2016-05-02,504
2016-05-03,501
2016-05-04,492
2016-05-05,482
2016-05-06,477
2016-05-07,475
2016-05-08,458
2016-05-09,449
2016-05-10,454
2016-05-11,470
2016-05-12,476
2016-05-13,484
2016-05-14,482
2016-05-15,479
2016-05-16,482
2016-05-17,475
2016-05-18,479
2016-05-19,474
2016-05-22,480
2016-05-23,483
2016-05-24,497
2016-05-25,482
2016-05-26,489
2016-05-27,513
2016-05-28,538
2016-05-29,533
2016-05-30,520
2016-05-31,499
2016-06-01,497
2016-06-02,487
2016-06-03,475
2016-06-04,486
2016-06-05,495
2016-06-06,493
2016-06-07,501
2016-06-08,499
2016-06-09,506
2016-06-10,510
2016-06-11,529
2016-06-12,529
2016-06-13,508
2016-06-14,492
2016-06-15,473
2016-06-16,465
2016-06-17,467
2016-06-18,466
2016-06-19,460
2016-06-20,460
2016-06-21,461
2016-06-22,466
2016-06-23,465
2016-06-24,459
2016-06-25,456
2016-06-26,454
2016-06-27,445
2016-06-28,434
2016-06-29,430
2016-06-30,438
2016-07-01,440
2016-07-02,451
2016-07-03,468
2016-07-04,470
2016-07-05,480
2016-07-06,481
2016-07-07,488
2016-07-08,498
2016-07-09,501
2016-07-10,509
2016-07-11,509
2016-07-12,502
2016-07-13,513
2016-07-14,519
2016-07-15,525
2016-07-16,528
2016-07-17,516
2016-07-18,505
2016-07-23,516
2016-07-24,520
2016-07-25,522
2016-07-26,530
2016-07-27,533
2016-07-28,529
2016-07-29,524
2016-07-30,517
2016-07-31,499
2016-08-01,492
2016-08-02,501
2016-08-03,514
2016-08-04,518
2016-08-05,528
2016-08-06,514
2016-08-07,500
2016-08-08,496
2016-08-09,489
2016-08-10,506
2016-08-11,513
2016-08-12,514
2016-08-13,515
2016-08-14,518
2016-08-15,525
2016-08-16,522
2016-08-17,517
2016-08-18,509
2016-08-19,500
2016-08-20,496
2016-08-21,498
2016-08-22,502
2016-08-23,512
2016-08-24,509
2016-08-25,509
2016-08-26,506
2016-08-28,495
2016-08-31,503
2016-09-01,498
2016-09-02,498
2016-09-03,486
2016-09-04,472
2016-09-05,468
2016-09-06,471
2016-09-07,493
2016-09-08,492
2016-09-09,492
2016-09-10,496
2016-09-11,497
2016-09-12,493
2016-09-13,505
2016-09-14,500
2016-09-15,507
2016-09-16,514
2016-09-17,519
2016-09-18,513
2016-09-19,520
2016-09-20,528
2016-09-21,529
2016-09-22,521
2016-09-23,504
2016-09-24,519
2016-09-25,511
2016-09-26,506
2016-09-27,499
2016-09-28,503
2016-09-29,499
2016-09-30,509
2016-10-01,504
2016-10-02,495
2016-10-03,489
2016-10-04,478
2016-10-05,464
2016-10-06,449
2016-10-07,436
2016-10-08,425
2016-10-09,416
2016-10-10,409
2016-10-11,417
2016-10-12,424
2016-10-13,438
2016-10-14,454
2016-10-15,471
2016-10-16,476
2016-10-17,484
2016-10-18,471
2016-10-19,477
2016-10-20,480
2016-10-21,478
2016-10-22,469
2016-10-23,473
2016-10-24,479
2016-10-25,483
2016-10-26,491
2016-10-27,493
2016-10-28,491
2016-10-29,503
2016-10-30,527
2016-10-31,517
2016-11-01,496
2016-11-02,487
2016-11-03,478
2016-11-04,479
2016-11-05,481
2016-11-06,486
2016-11-07,479
2016-11-08,467
2016-11-09,462
2016-11-10,465
2016-11-11,470
2016-11-12,471
2016-11-13,460
2016-11-14,467
2016-12-07,485
2016-12-08,494
2016-12-09,501
2016-12-10,496
2016-12-11,491
2016-12-12,506
2016-12-13,511
2016-12-14,508
2016-12-15,499
2016-12-16,497
2016-12-17,489
2016-12-18,476
2016-12-19,470
2016-12-20,484
2016-12-21,470
2016-12-22,477
2016-12-23,468
2016-12-24,459
2016-12-25,463
2016-12-26,449
2016-12-27,460
2016-12-28,460
2016-12-29,458
2016-12-30,473
2016-12-31,479
2017-01-01,474
2017-01-02,469
2017-01-03,483
2017-01-04,474
2017-01-05,469
2017-01-06,474
2017-01-07,469
2017-01-08,457
2017-01-09,465
2017-01-10,471
2017-01-11,466
2017-01-12,480
2017-01-13,470
2017-01-14,475
2017-01-15,467
2017-01-16,463
2017-01-17,467
2017-01-18,472
2017-01-19,488
2017-01-20,500
2017-01-21,502
2017-01-22,496
2017-01-27,505
2017-01-28,499
2017-01-29,484
2017-01-30,484
2017-01-31,496
2017-02-01,496
2017-02-02,489
2017-02-03,484
2017-02-04,478
2017-02-05,475
2017-02-06,472
2017-02-07,467
2017-02-08,470
2017-02-09,471
2017-02-10,491
2017-02-11,493
2017-02-12,476
2017-02-13,477
2017-02-14,481
2017-02-15,483
2017-02-16,488
2017-02-18,467
2017-02-19,466
2017-02-20,475
2017-02-21,472
2017-02-22,459
2017-02-23,454
2017-02-24,458
2017-02-25,451
2017-02-26,444
2017-02-27,452
2017-02-28,450
2017-03-01,453
2017-03-02,443
2017-03-03,447
2017-03-04,452
2017-03-05,445
2017-03-06,446
2017-03-07,454
2017-03-08,469
2017-03-09,468
2017-03-10,469
2017-03-11,462
2017-03-12,463
2017-03-13,459
2017-03-14,466
2017-03-15,466
2017-03-16,473
2017-03-17,464
2017-03-18,455
2017-03-19,463
2017-03-20,467
2017-03-21,461
2017-03-22,464
2017-03-23,473
2017-03-24,467
2017-03-25,476
2017-03-26,478
2017-03-27,467
2017-03-28,462
2017-03-29,467
2017-03-30,460
2017-03-31,457
2017-04-01,455
2017-04-02,458
2017-04-03,462
2017-04-04,474
2017-04-12,478
2017-04-13,477
2017-04-14,494
2017-04-15,501
2017-04-16,514
2017-04-17,516
2017-04-18,517
2017-04-19,516
2017-04-20,520
2017-04-21,532
2017-04-22,530
2017-04-23,531
2017-04-24,527
2017-04-25,522
2017-04-26,529
2017-04-27,527
2017-04-28,523
2017-04-29,515
2017-04-30,502
2017-05-01,489
2017-05-02,483
2017-05-03,476
2017-05-04,488
2017-05-05,488
2017-05-06,481
2017-05-07,475
2017-05-08,477
2017-05-09,479
2017-05-10,482
2017-05-11,470
2017-05-12,482
2017-05-13,471
2017-05-14,464
2017-05-15,467
2017-05-16,463
2017-05-17,473
2017-05-18,484
2017-05-19,478
2017-05-20,476
2017-05-21,476
2017-05-22,477
2017-05-23,493
2017-05-24,481
2017-05-25,485
2017-05-26,468
2017-05-27,468
2017-05-28,466
2017-05-29,468
2017-05-30,480
2017-05-31,484
2017-06-01,479
2017-06-02,473
2017-06-03,475
2017-06-06,460
2017-06-07,455
2017-06-08,453
2017-06-09,462
2017-06-10,458
2017-06-11,450
2017-06-12,444
2017-06-13,443
2017-06-14,445
2017-06-15,455
2017-06-16,454
2017-06-17,459
2017-06-18,454
2017-06-19,457
2017-06-20,459
2017-06-21,460
2017-06-22,465
2017-06-23,473
2017-06-24,469
2017-06-25,469
2017-06-26,481
2017-06-27,492
2017-06-28,484
2017-06-29,472
2017-06-30,471
2017-07-01,467
2017-07-02,463
2017-07-03,459
2017-07-04,459
2017-07-05,453
2017-07-06,454
2017-07-07,460
2017-07-08,464
2017-07-13,461
2017-07-14,467
2017-07-15,464
2017-07-16,460
2017-07-17,458
2017-07-18,453
2017-07-19,467
2017-07-20,466
2017-07-21,461
2017-07-22,475
2017-07-23,465
2017-07-24,471
2017-07-25,477
2017-07-26,473
2017-07-27,474
2017-07-28,483
2017-07-29,492
2017-07-30,492
2017-07-31,500
2017-08-01,492
2017-08-02,485
2017-08-03,495
2017-08-04,479
2017-08-05,484
2017-08-06,474
2017-08-09,458
2017-08-10,467
2017-08-11,467
2017-08-12,466
2017-08-13,451
2017-08-14,458
2017-08-15,457
2017-08-16,452
2017-08-17,460
2017-08-18,442
2017-08-19,445
2017-08-20,444
2017-08-21,453
2017-08-22,451
2017-08-23,453
2017-08-24,436
2017-08-25,438
2017-08-26,446
2017-08-27,448
2017-08-28,461
2017-08-29,455
2017-08-30,452
2017-08-31,467
2017-09-01,474
2017-09-02,470
2017-09-03,470
2017-09-04,471
2017-09-05,468
2017-09-06,455
2017-09-07,459
2017-09-08,449
2017-09-09,438
2017-09-10,447
2017-09-11,463
2017-09-12,479
2017-09-13,488
2017-09-14,485
2017-09-15,472
2017-09-16,462
2017-09-17,470
2017-09-19,479
2017-09-20,476
2017-09-21,465
2017-09-22,457
2017-09-23,458
2017-09-24,452
2017-09-25,456
2017-09-26,456
2017-09-27,444
2017-09-28,441
2017-09-29,440
2017-09-30,437
2017-10-01,438
2017-10-02,442
2017-10-03,445
2017-10-04,458
2017-10-05,461
2017-10-06,483
2017-10-07,494
2017-10-08,496
2017-10-09,475
2017-10-10,468
2017-10-11,484
2017-10-12,481
2017-10-13,484
2017-10-14,477
2017-10-15,464
2017-10-16,472
2017-10-17,479
2017-10-18,469
2017-10-19,480
2017-10-20,482
2017-10-21,464
2017-10-22,473
2017-10-23,468
2017-10-24,453
2017-10-25,441
2017-10-26,441
2017-10-27,440
2017-10-28,451
2017-10-29,449
2017-10-30,445
2017-10-31,445
2017-11-01,439
2017-11-02,450
2017-11-03,455
2017-11-04,447
2017-11-05,440
2017-11-06,446
2017-11-07,447
2017-11-08,436
2017-11-09,454
2017-11-10,464
2017-11-11,467
2017-11-12,452
2017-11-13,450
2017-11-14,448
2017-11-15,449
2017-11-16,451
2017-11-17,456
2017-11-18,456
2017-11-19,452
2017-11-20,450
2017-11-21,446
2017-11-22,463
2017-11-23,454
2017-11-24,456
2017-11-25,446
2017-11-26,448
2017-11-27,455
2017-11-28,451
2017-11-29,458
2017-11-30,462
2017-12-01,471
2017-12-02,477
2017-12-03,472
2017-12-04,475
2017-12-05,483
2017-12-06,487
2017-12-07,493
2017-12-08,483
2017-12-09,481
2017-12-10,471
2017-12-11,454
2017-12-12,450
2017-12-14,449
2017-12-15,450
2017-12-17,450
2017-12-18,459
2017-12-19,456
2017-12-20,459
2017-12-21,466
2017-12-22,452
2017-12-23,446
2017-12-24,448
2017-12-25,442
2017-12-26,433
2017-12-27,429
2017-12-28,420
2017-12-29,424
2017-12-30,430
2017-12-31,432
2018-01-01,443
2018-01-02,438
2018-01-03,428
2018-01-04,421
2018-01-05,427
2018-01-06,436
2018-01-07,435
2018-01-08,435
2018-01-09,439
2018-01-10,444
2018-01-11,450
2018-01-12,447
2018-01-13,437
2018-01-14,428
2018-01-15,433
2018-01-16,426
2018-01-17,431
2018-01-18,427
2018-01-19,432
2018-01-20,437
2018-01-21,432
2018-01-22,427
2018-01-23,430
2018-01-25,423
2018-01-26,426
2018-01-27,426
2018-01-28,432
2018-01-29,446
2018-01-31,436
2018-02-01,430
2018-02-02,431
2018-02-03,425
2018-02-04,430
2018-02-05,437
2018-02-06,442
2018-02-07,446
2018-02-08,449
2018-02-09,439
2018-02-10,434
2018-02-11,430
2018-02-12,433
2018-02-13,446
2018-02-14,453
2018-02-15,455
2018-02-16,447
2018-02-17,440
2018-02-18,439
2018-02-19,437
2018-02-20,438
2018-02-21,435
2018-02-22,434
2018-02-23,439
2018-02-24,445
2018-02-25,455
2018-02-26,456
2018-02-27,453
2018-03-01,468
2018-03-02,459
2018-03-03,450
2018-03-04,459
2018-03-05,460
2018-03-06,455
2018-03-07,443
2018-03-08,444
2018-03-09,441
2018-03-10,446
2018-03-11,445
2018-03-12,461
2018-03-13,481
2018-03-14,487
2018-03-15,473
2018-03-16,466
2018-03-17,453
2018-03-18,439
2018-03-19,431
2018-03-20,436
2018-03-21,436
2018-03-23,420
2018-03-24,424
2018-03-26,428
2018-03-27,432
2018-03-28,438
2018-03-29,438
2018-03-30,438
2018-03-31,445
2018-04-01,438
2018-04-02,432
2018-04-03,447
2018-04-04,454
2018-04-05,463
2018-04-06,455
2018-04-07,452
2018-04-08,460
2018-04-09,453
2018-04-10,441
2018-04-11,447
2018-04-12,456
2018-04-13,442
2018-04-14,446
2018-04-15,439
2018-04-16,445
2018-04-17,448
2018-04-18,447
2018-04-19,441
2018-04-20,446
2018-04-21,439
2018-04-22,454
2018-04-23,449
2018-04-24,443
2018-04-25,445
2018-04-26,449
2018-04-27,442
2018-04-28,435
2018-04-29,441
2018-04-30,440
2018-05-01,451
2018-05-04,477
2018-05-05,468
2018-05-06,475
2018-05-07,475
2018-05-08,472
2018-05-09,462
2018-05-10,459
2018-05-11,453
2018-05-12,442
2018-05-13,449
2018-05-14,448
2018-05-15,459
2018-05-16,447
2018-05-17,455
2018-05-18,448
2018-05-19,445
2018-05-20,443
2018-05-21,445
2018-05-22,453
2018-05-23,459
2018-05-24,451
2018-05-25,452
2018-05-26,451
2018-05-27,458
2018-05-28,470
2018-05-29,459
2018-05-30,456
2018-05-31,466
2018-06-01,470
2018-06-02,461
2018-06-03,442
2018-06-04,437
2018-06-05,441
2018-06-06,444
2018-06-07,436
2018-06-08,435
2018-06-09,442
2018-06-10,445
2018-06-11,455
2018-06-12,448
2018-06-13,461
2018-06-14,459
2018-06-15,455
2018-06-16,446
2018-06-17,442
2018-06-18,444
2018-06-19,444
2018-06-20,456
2018-06-21,441
2018-06-22,446
2018-06-23,443
2018-06-24,438
2018-06-25,454
2018-06-26,460
2018-06-27,453
2018-06-28,464
2018-06-29,461
2018-06-30,448
2018-07-01,451
2018-07-02,442
2018-07-03,453
2018-07-04,466
2018-07-05,471
2018-07-06,464
2018-07-07,459
2018-07-08,456
2018-07-09,466
2018-07-10,484
2018-07-11,482
2018-07-12,466
2018-07-13,470
2018-07-14,456
2018-07-15,472
2018-07-16,472
2018-07-17,473
2018-07-18,479
2018-07-19,468
2018-07-20,469
2018-07-21,466
2018-07-22,447
2018-07-23,459
2018-07-24,471
2018-07-25,472
2018-07-26,458
2018-07-27,467
2018-07-28,481
2018-07-29,475
2018-07-30,459
2018-07-31,466
2018-08-01,468
2018-08-02,472
2018-08-03,464
2018-08-04,459
2018-08-05,452
2018-08-06,443
2018-08-07,449
2018-08-08,447
2018-08-09,450
2018-08-10,451
2018-08-11,436
2018-08-12,429
2018-08-14,412
2018-08-16,392
2018-08-17,396
2018-08-18,408
2018-08-19,416
2018-08-20,419
2018-08-21,421
2018-08-22,422
2018-08-23,430
2018-08-24,437
2018-08-25,433
2018-08-26,441
2018-08-27,434
2018-08-28,432
2018-08-29,441
2018-08-30,446
2018-08-31,436
2018-09-01,420
2018-09-02,418
2018-09-03,405
2018-09-04,411
2018-09-05,424
2018-09-06,424
2018-09-07,431
2018-09-08,439
2018-09-09,440
2018-09-10,436
2018-09-11,439
2018-09-12,441
2018-09-13,437
2018-09-14,438
2018-09-15,456
2018-09-16,475
2018-09-17,485
2018-09-18,490
2018-09-19,477
2018-09-20,471
2018-09-21,463
2018-09-22,451
2018-09-23,434
2018-09-24,419
2018-09-25,416
2018-09-26,420
2018-09-27,414
2018-09-28,424
2018-09-29,427
2018-09-30,421
2018-10-02,416
2018-10-03,413
2018-10-04,410
2018-10-05,414
2018-10-06,419
2018-10-07,409
2018-10-08,410
2018-10-09,406
2018-10-10,418
2018-10-11,419
2018-10-12,413
2018-10-13,415
2018-10-14,404
2018-10-15,397
2018-10-16,398
2018-10-17,406
2018-10-18,409
2018-10-19,417
2018-10-20,424
2018-10-21,425
2018-10-22,419
2018-10-23,415
2018-10-24,419
2018-10-25,428
2018-10-26,431
2018-10-27,423
2018-10-28,423
2018-10-29,419
2018-10-30,430
2018-10-31,450
2018-11-01,471
2018-11-03,514
2018-11-04,539
2018-11-05,554
2018-11-06,537
2018-11-07,522
2018-11-08,513
2018-11-09,517
2018-11-10,505
2018-11-11,494
2018-11-12,480
2018-11-13,468
2018-11-14,454
2018-11-15,452
2018-11-16,441
2018-11-17,440
2018-11-18,429
2018-11-19,425
2018-11-20,418
2018-11-21,413
2018-11-22,403
2018-11-23,403
2018-11-24,406
2018-11-25,411
2018-11-26,407
2018-11-27,398
2018-11-28,401
2018-11-29,404
2018-12-01,396
2018-12-02,390
2018-12-03,392
2018-12-04,395
2018-12-05,396
2018-12-07,397
2018-12-09,395
2018-12-10,397
2018-12-11,404
2018-12-12,406
2018-12-13,415
2018-12-14,414
2018-12-15,421
2018-12-16,424
2018-12-17,433
2018-12-18,434
2018-12-19,436
2018-12-20,450
2018-12-21,449
2018-12-22,445
2018-12-23,445
2018-12-24,451
2018-12-25,450
2018-12-26,445
2018-12-27,434
2018-12-28,428
2018-12-29,421
2018-12-30,413
2018-12-31,406
2019-01-01,399
2019-01-02,396
2019-01-03,397
2019-01-04,408
2019-01-05,403
2019-01-06,396
2019-01-08,398
2019-01-10,411
2019-01-11,399
2019-01-12,397
2019-01-13,398
2019-01-14,401
2019-01-15,399
2019-01-16,402
2019-01-17,401
2019-01-18,402
2019-01-19,404
2019-01-20,398
2019-01-21,396
2019-01-22,397
2019-01-23,404
2019-01-24,397
2019-01-25,399
2019-01-26,396
2019-01-27,386
2019-01-28,390
2019-01-29,391
2019-01-30,399
2019-01-31,390
2019-02-01,395
2019-02-02,395
2019-02-03,396
2019-02-04,395
2019-02-05,398
2019-02-06,399
2019-02-07,406
2019-02-08,408
2019-02-09,412
2019-02-10,409
2019-02-11,414
2019-02-12,420
2019-02-13,418
2019-02-14,425
2019-02-15,422
2019-02-16,420
2019-02-17,421
2019-02-18,426
2019-02-19,431
2019-02-20,436
2019-02-21,439
2019-02-22,443
2019-02-23,436
2019-02-24,432
2019-02-25,433
2019-02-26,436
2019-02-27,436
2019-02-28,435
2019-03-01,434
2019-03-02,434
2019-03-03,432
2019-03-04,438
2019-03-05,443
2019-03-06,450
2019-03-07,446
2019-03-08,450
2019-03-09,440
2019-03-10,434
2019-03-11,430
2019-03-12,418
2019-03-13,415
2019-03-14,418
2019-03-15,424
2019-03-16,422
2019-03-17,417
2019-03-18,421
2019-03-19,426
2019-03-20,430
2019-03-21,430
2019-03-22,434
2019-03-23,427
2019-03-24,422
2019-03-25,423
2019-03-26,411
2019-03-27,400
2019-03-28,405
2019-03-29,414
2019-03-30,419
2019-03-31,418
2019-04-01,409
2019-04-02,399
2019-04-03,400
2019-04-04,397
2019-04-05,396
2019-04-06,396
2019-04-07,397
2019-04-08,397
2019-04-09,400
2019-04-10,405
2019-04-11,410
2019-04-12,414
2019-04-13,409
2019-04-14,403
2019-04-15,408
2019-04-16,408
2019-04-17,406
2019-04-18,404
2019-04-19,411
2019-04-20,410
2019-04-21,403
2019-04-22,401
2019-04-23,408
2019-04-24,413
2019-04-25,415
2019-04-26,415
2019-04-27,418
2019-04-28,402
2019-04-29,404
2019-04-30,411
2019-05-01,409
2019-05-02,418
2019-05-03,414
2019-05-04,407
2019-05-05,402
2019-05-06,397
2019-05-07,405
2019-05-08,408
2019-05-09,417
2019-05-10,406
2019-05-11,409
2019-05-12,406
2019-05-13,406
2019-05-14,416
2019-05-15,418
2019-05-16,417
2019-05-17,412
2019-05-18,411
2019-05-19,410
2019-05-20,409
2019-05-21,408
2019-05-22,413
2019-05-23,411
2019-05-24,415
2019-05-25,419
2019-05-26,410
2019-05-27,407
2019-05-28,409
2019-05-29,419
2019-05-30,418
2019-05-31,425
2019-06-01,419
2019-06-02,424
2019-06-03,424
2019-06-04,428
2019-06-05,425
2019-06-06,416
2019-06-07,420
2019-06-08,419
2019-06-09,410
2019-06-10,408
2019-06-11,414
2019-06-12,412
2019-06-13,413
2019-06-14,410
2019-06-15,403
2019-06-16,401
2019-06-17,404
2019-06-18,401
2019-06-19,398
2019-06-20,410
2019-06-21,414
2019-06-22,406
2019-06-23,402
2019-06-24,400
2019-06-25,403
2019-06-26,404
2019-06-27,405
2019-06-28,407
2019-06-29,405
2019-06-30,414
2019-07-01,412
2019-07-02,423
2019-07-03,428
2019-07-04,428
2019-07-05,427
2019-07-06,419
2019-07-07,413
2019-07-08,413
2019-07-09,407
2019-07-10,414
2019-07-11,419
2019-07-12,423
2019-07-13,435
2019-07-14,437
2019-07-15,425
2019-07-16,420
2019-07-17,416
2019-07-18,415
2019-07-19,401
2019-07-20,418
2019-07-21,413
2019-07-22,407
2019-07-23,405
2019-07-24,404
2019-07-25,408
2019-07-26,413
2019-07-27,405
2019-07-28,395
2019-07-29,403
2019-07-30,393
2019-07-31,405
2019-08-01,408
2019-08-02,404
2019-08-03,404
2019-08-04,402
2019-08-05,402
2019-08-06,397
2019-08-07,395
2019-08-08,401
2019-08-09,396
2019-08-10,395
2019-08-11,391
2019-08-12,390
2019-08-13,399
2019-08-14,395
2019-08-15,391
2019-08-16,396
2019-08-17,397
2019-08-18,395
2019-08-19,404
2019-08-20,395
2019-08-21,404
2019-08-22,407
2019-08-23,409
2019-08-24,405
2019-08-24,405
2019-08-25,407
2019-08-25,407
2019-08-26,411
2019-08-26,411
2019-08-27,411
2019-08-27,411
2019-08-28,416
2019-08-29,417
2019-08-30,409
2019-08-31,416
2019-09-01,415
2019-09-02,407
2019-09-03,407
2019-09-04,406
