date_obj,Essence%20impling%20jar price
2015-11-11,21230
2015-11-12,21230
2015-11-13,21230
2015-11-14,21230
2015-11-15,21230
2015-11-16,21230
2015-11-17,21230
2015-11-18,21230
2015-11-19,21230
2015-11-20,21230
2015-11-21,21230
2015-11-22,21230
2015-11-23,21230
2015-11-24,21230
2015-11-25,21230
2015-11-26,21230
2015-11-27,21230
2015-11-28,21230
2015-11-29,21230
2015-11-30,21230
2015-12-01,21230
2015-12-02,20207
2015-12-03,20207
2015-12-04,20207
2015-12-05,20207
2015-12-06,20207
2015-12-07,20207
2015-12-08,20207
2015-12-09,20207
2015-12-10,20207
2015-12-11,20207
2015-12-12,20207
2015-12-13,20207
2015-12-14,20207
2015-12-15,20207
2015-12-16,20207
2015-12-17,20207
2015-12-18,20207
2015-12-19,20207
2015-12-20,20207
2015-12-21,20207
2015-12-22,20207
2015-12-23,20207
2015-12-24,19265
2015-12-25,19265
2015-12-26,19265
2015-12-27,19265
2015-12-28,19265
2015-12-29,19265
2015-12-30,19265
2015-12-31,19265
2016-01-01,19265
2016-01-02,19265
2016-01-03,19265
2016-01-04,19265
2016-01-05,19265
2016-01-06,19265
2016-01-07,19265
2016-01-08,19265
2016-01-09,19265
2016-01-10,19265
2016-01-11,19265
2016-01-12,18350
2016-01-13,18350
2016-01-14,18350
2016-01-15,18350
2016-01-16,18350
2016-01-17,18350
2016-01-18,18350
2016-01-19,18350
2016-01-20,18350
2016-01-21,18350
2016-01-22,18350
2016-01-23,18350
2016-01-24,18350
2016-01-25,18350
2016-01-26,18350
2016-01-27,18350
2016-01-28,18350
2016-01-29,18350
2016-01-30,18350
2016-01-31,17456
2016-02-01,17456
2016-02-02,17456
2016-02-03,17456
2016-02-04,17456
2016-02-05,17456
2016-02-06,17456
2016-02-07,17456
2016-02-08,17456
2016-02-09,17456
2016-02-10,17456
2016-02-11,17456
2016-02-12,17456
2016-02-13,17456
2016-02-14,17456
2016-02-15,17456
2016-02-16,17456
2016-02-17,17456
2016-02-18,17456
2016-02-19,17456
2016-02-20,17456
2016-02-21,16626
2016-02-22,16626
2016-02-23,16626
2016-02-24,16626
2016-02-25,16626
2016-02-26,16626
2016-02-27,16626
2016-02-28,16626
2016-02-29,16626
2016-03-01,16626
2016-03-02,16626
2016-03-03,16626
2016-03-04,16626
2016-03-05,16626
2016-03-06,16626
2016-03-07,16626
2016-03-08,16626
2016-03-09,16626
2016-03-10,16626
2016-03-11,15812
2016-03-12,15812
2016-03-13,15812
2016-03-14,15812
2016-03-15,15812
2016-03-16,15812
2016-03-17,15812
2016-03-18,15812
2016-03-19,15812
2016-03-20,15812
2016-03-21,15812
2016-03-22,15812
2016-03-23,15812
2016-03-24,15812
2016-03-25,15812
2016-03-26,15812
2016-03-27,15046
2016-03-28,15046
2016-03-29,15046
2016-03-30,15046
2016-03-31,15046
2016-04-01,15046
2016-04-02,15046
2016-04-03,15046
2016-04-04,15046
2016-04-05,15046
2016-04-06,15046
2016-04-07,15046
2016-04-08,15046
2016-04-09,15046
2016-04-10,15046
2016-04-11,15046
2016-04-12,14364
2016-04-13,14364
2016-04-14,14364
2016-04-15,14364
2016-04-16,14364
2016-04-17,14364
2016-04-18,14364
2016-04-19,14364
2016-04-20,14181
2016-04-21,13488
2016-04-22,13488
2016-04-23,12813
2016-04-24,12182
2016-04-25,11585
2016-04-26,11585
2016-04-27,11005
2016-04-28,11005
2016-04-29,11005
2016-04-30,10454
2016-05-01,10454
2016-05-02,10454
2016-05-03,9942
2016-05-04,9942
2016-05-05,9942
2016-05-06,9942
2016-05-07,9454
2016-05-08,9454
2016-05-09,9454
2016-05-10,9454
2016-05-11,9454
2016-05-12,8995
2016-05-13,8995
2016-05-14,8995
2016-05-15,8995
2016-05-16,8551
2016-05-17,8551
2016-05-18,8551
2016-05-19,8551
2016-05-22,8130
2016-05-23,8130
2016-05-24,8130
2016-05-25,8130
2016-05-26,7731
2016-05-27,7731
2016-05-28,7731
2016-05-29,7731
2016-05-30,7731
2016-05-31,7731
2016-06-01,7360
2016-06-02,7360
2016-06-03,7360
2016-06-04,7360
2016-06-05,7360
2016-06-06,7360
2016-06-07,7360
2016-06-08,6995
2016-06-09,6995
2016-06-10,6995
2016-06-11,6995
2016-06-12,6995
2016-06-13,6995
2016-06-14,6653
2016-06-15,6653
2016-06-16,6326
2016-06-17,6019
2016-06-18,6019
2016-06-19,5739
2016-06-20,5739
2016-06-21,5739
2016-06-22,5452
2016-06-23,5452
2016-06-24,5452
2016-06-25,5197
2016-06-26,5197
2016-06-27,5197
2016-06-28,5197
2016-06-29,4949
2016-06-30,4949
2016-07-01,4949
2016-07-02,4749
2016-07-03,4749
2016-07-04,4749
2016-07-05,4749
2016-07-06,4566
2016-07-07,4566
2016-07-08,4506
2016-07-09,4460
2016-07-10,4616
2016-07-11,4638
2016-07-12,4531
2016-07-13,4573
2016-07-14,4386
2016-07-15,4209
2016-07-16,4055
2016-07-17,4055
2016-07-18,3924
2016-07-23,3658
2016-07-24,3658
2016-07-25,3565
2016-07-26,3565
2016-07-27,3565
2016-07-28,3410
2016-07-29,3410
2016-07-30,3420
2016-07-31,3420
2016-08-01,3420
2016-08-02,3270
2016-08-03,3270
2016-08-04,3270
2016-08-05,3179
2016-08-06,3179
2016-08-07,3179
2016-08-08,3030
2016-08-09,3030
2016-08-10,3030
2016-08-11,2914
2016-08-12,2914
2016-08-13,2914
2016-08-14,2914
2016-08-15,2835
2016-08-16,2835
2016-08-17,2835
2016-08-18,2835
2016-08-19,2835
2016-08-20,2745
2016-08-21,2745
2016-08-22,2745
2016-08-23,2745
2016-08-24,2745
2016-08-25,2673
2016-08-26,2673
2016-08-28,2673
2016-08-31,2673
2016-09-01,2574
2016-09-02,2574
2016-09-03,2574
2016-09-04,2574
2016-09-05,2574
2016-09-06,2574
2016-09-07,2548
2016-09-08,2548
2016-09-09,2548
2016-09-10,2548
2016-09-11,2548
2016-09-12,2548
2016-09-13,2548
2016-09-14,2548
2016-09-15,2546
2016-09-16,2546
2016-09-17,2546
2016-09-18,2546
2016-09-19,2546
2016-09-20,2546
2016-09-21,2546
2016-09-22,2546
2016-09-23,2546
2016-09-24,2452
2016-09-25,2452
2016-09-26,2452
2016-09-27,2452
2016-09-28,2452
2016-09-29,2452
2016-09-30,2452
2016-10-01,2452
2016-10-02,2452
2016-10-03,2452
2016-10-04,2373
2016-10-05,2373
2016-10-06,2373
2016-10-07,2373
2016-10-08,2373
2016-10-09,2373
2016-10-10,2373
2016-10-11,2373
2016-10-12,2373
2016-10-13,2306
2016-10-14,2306
2016-10-15,2306
2016-10-16,2306
2016-10-17,2306
2016-10-18,2306
2016-10-19,2306
2016-10-20,2306
2016-10-21,2306
2016-10-22,2383
2016-10-23,2383
2016-10-24,2383
2016-10-25,2383
2016-10-26,2383
2016-10-27,2383
2016-10-28,2383
2016-10-29,2383
2016-10-30,2494
2016-10-31,2494
2016-11-01,2494
2016-11-02,2494
2016-11-03,2494
2016-11-04,2494
2016-11-05,2494
2016-11-06,2581
2016-11-07,2581
2016-11-08,2581
2016-11-09,2581
2016-11-10,2581
2016-11-11,2581
2016-11-12,2581
2016-11-13,2581
2016-11-14,2536
2016-11-15,2536
2016-12-07,2592
2016-12-08,2592
2016-12-09,2592
2016-12-10,2592
2016-12-11,2553
2016-12-12,2553
2016-12-13,2553
2016-12-14,2553
2016-12-15,2553
2016-12-16,2458
2016-12-17,2458
2016-12-18,2458
2016-12-19,2458
2016-12-20,2458
2016-12-21,2394
2016-12-22,2394
2016-12-23,2394
2016-12-24,2394
2016-12-25,2394
2016-12-26,2394
2016-12-27,2291
2016-12-28,2291
2016-12-29,2291
2016-12-30,2291
2016-12-31,2291
2017-01-01,2291
2017-01-02,2266
2017-01-03,2266
2017-01-04,2266
2017-01-05,2266
2017-01-06,2266
2017-01-07,2239
2017-01-08,2239
2017-01-09,2239
2017-01-10,2239
2017-01-11,2239
2017-01-12,2239
2017-01-13,2172
2017-01-14,2172
2017-01-15,2172
2017-01-16,2172
2017-01-17,2172
2017-01-18,2104
2017-01-19,2104
2017-01-20,2104
2017-01-21,2104
2017-01-22,2104
2017-01-23,2104
2017-01-27,2000
2017-01-28,2000
2017-01-29,1936
2017-01-30,1936
2017-01-31,1936
2017-02-01,1936
2017-02-02,1936
2017-02-03,1936
2017-02-04,1910
2017-02-05,1910
2017-02-06,1910
2017-02-07,1910
2017-02-08,1910
2017-02-09,1910
2017-02-10,1865
2017-02-11,1865
2017-02-12,1865
2017-02-13,1865
2017-02-14,1865
2017-02-15,1846
2017-02-16,1846
2017-02-18,1846
2017-02-19,1846
2017-02-20,1848
2017-02-21,1848
2017-02-22,1848
2017-02-23,1848
2017-02-24,1848
2017-02-25,1897
2017-02-26,1897
2017-02-27,1897
2017-02-28,1897
2017-03-01,1905
2017-03-02,1905
2017-03-03,1905
2017-03-04,1905
2017-03-05,1905
2017-03-06,1975
2017-03-07,1975
2017-03-08,1975
2017-03-09,1975
2017-03-10,1975
2017-03-11,2064
2017-03-12,2064
2017-03-13,2064
2017-03-14,2064
2017-03-15,2160
2017-03-16,2160
2017-03-17,2160
2017-03-18,2160
2017-03-19,2234
2017-03-20,2234
2017-03-21,2234
2017-03-22,2234
2017-03-23,2245
2017-03-24,2245
2017-03-25,2245
2017-03-26,2245
2017-03-27,2245
2017-03-28,2159
2017-03-29,2159
2017-03-30,2159
2017-03-31,2159
2017-04-01,2100
2017-04-02,2100
2017-04-03,2100
2017-04-04,2100
2017-04-12,2126
2017-04-13,2180
2017-04-14,2180
2017-04-15,2180
2017-04-16,2180
2017-04-17,2264
2017-04-18,2264
2017-04-19,2264
2017-04-20,2264
2017-04-21,2324
2017-04-22,2324
2017-04-23,2324
2017-04-24,2324
2017-04-25,2244
2017-04-26,2244
2017-04-27,2244
2017-04-28,2244
2017-04-29,2244
2017-04-30,2134
2017-05-01,2134
2017-05-02,2134
2017-05-03,2134
2017-05-04,2066
2017-05-05,2066
2017-05-06,2066
2017-05-07,2066
2017-05-08,2066
2017-05-09,1974
2017-05-10,1974
2017-05-11,1974
2017-05-12,1974
2017-05-13,1925
2017-05-14,1925
2017-05-15,1925
2017-05-16,1925
2017-05-17,1897
2017-05-18,1897
2017-05-19,1897
2017-05-20,1897
2017-05-21,1906
2017-05-22,1906
2017-05-23,1906
2017-05-24,1906
2017-05-25,1906
2017-05-26,1944
2017-05-27,1944
2017-05-28,1944
2017-05-29,1944
2017-05-30,1944
2017-05-31,1870
2017-06-01,1870
2017-06-02,1870
2017-06-03,1870
2017-06-04,1883
2017-06-05,1883
2017-06-06,1883
2017-06-07,1883
2017-06-08,1912
2017-06-09,1912
2017-06-10,1912
2017-06-11,1912
2017-06-12,1841
2017-06-13,1841
2017-06-14,1841
2017-06-15,1841
2017-06-16,1756
2017-06-17,1756
2017-06-18,1756
2017-06-19,1756
2017-06-20,1756
2017-06-21,1695
2017-06-22,1695
2017-06-23,1695
2017-06-24,1695
2017-06-25,1695
2017-06-26,1695
2017-06-27,1616
2017-06-28,1616
2017-06-29,1616
2017-06-30,1616
2017-07-01,1616
2017-07-02,1616
2017-07-03,1642
2017-07-04,1642
2017-07-05,1642
2017-07-06,1642
2017-07-07,1642
2017-07-08,1642
2017-07-13,1616
2017-07-14,1633
2017-07-15,1633
2017-07-16,1633
2017-07-17,1633
2017-07-18,1633
2017-07-19,1633
2017-07-20,1633
2017-07-21,1569
2017-07-22,1569
2017-07-23,1569
2017-07-24,1569
2017-07-25,1569
2017-07-26,1569
2017-07-27,1569
2017-07-28,1521
2017-07-29,1521
2017-07-30,1521
2017-07-31,1521
2017-08-01,1521
2017-08-02,1521
2017-08-03,1523
2017-08-04,1523
2017-08-05,1523
2017-08-06,1523
2017-08-09,1551
2017-08-10,1551
2017-08-11,1551
2017-08-12,1551
2017-08-13,1576
2017-08-14,1576
2017-08-15,1576
2017-08-16,1576
2017-08-17,1534
2017-08-18,1534
2017-08-19,1534
2017-08-20,1534
2017-08-21,1534
2017-08-22,1476
2017-08-23,1476
2017-08-24,1476
2017-08-25,1476
2017-08-26,1476
2017-08-27,1458
2017-08-28,1458
2017-08-29,1458
2017-08-30,1458
2017-08-31,1494
2017-09-01,1494
2017-09-02,1494
2017-09-03,1494
2017-09-04,1560
2017-09-05,1560
2017-09-06,1560
2017-09-07,1615
2017-09-08,1615
2017-09-09,1615
2017-09-10,1615
2017-09-11,1675
2017-09-12,1675
2017-09-13,1675
2017-09-14,1675
2017-09-15,1675
2017-09-16,1728
2017-09-17,1728
2017-09-18,1728
2017-09-19,1728
2017-09-20,1762
2017-09-21,1762
2017-09-22,1762
2017-09-23,1762
2017-09-24,1762
2017-09-25,1770
2017-09-26,1770
2017-09-27,1770
2017-09-28,1770
2017-09-29,1806
2017-09-30,1806
2017-10-01,1806
2017-10-02,1806
2017-10-03,1871
2017-10-04,1871
2017-10-05,1871
2017-10-06,1871
2017-10-07,1918
2017-10-08,1918
2017-10-09,1918
2017-10-10,1918
2017-10-11,1936
2017-10-12,1936
2017-10-13,1936
2017-10-14,1936
2017-10-15,1853
2017-10-16,1853
2017-10-17,1853
2017-10-18,1853
2017-10-19,1773
2017-10-20,1773
2017-10-21,1773
2017-10-22,1773
2017-10-23,1750
2017-10-24,1750
2017-10-25,1750
2017-10-26,1750
2017-10-27,1720
2017-10-28,1720
2017-10-29,1720
2017-10-30,1720
2017-10-31,1702
2017-11-01,1702
2017-11-02,1702
2017-11-03,1702
2017-11-04,1740
2017-11-05,1740
2017-11-06,1740
2017-11-07,1740
2017-11-08,1740
2017-11-09,1757
2017-11-10,1757
2017-11-11,1757
2017-11-12,1757
2017-11-13,1757
2017-11-14,1697
2017-11-15,1697
2017-11-16,1697
2017-11-17,1697
2017-11-18,1697
2017-11-19,1616
2017-11-20,1616
2017-11-21,1616
2017-11-22,1616
2017-11-23,1563
2017-11-24,1563
2017-11-25,1563
2017-11-26,1563
2017-11-27,1563
2017-11-28,1626
2017-11-29,1626
2017-11-30,1626
2017-12-01,1626
2017-12-02,1658
2017-12-03,1658
2017-12-04,1658
2017-12-05,1658
2017-12-06,1689
2017-12-07,1689
2017-12-08,1689
2017-12-09,1689
2017-12-10,1705
2017-12-11,1705
2017-12-12,1705
2017-12-13,1705
2017-12-14,1753
2017-12-15,1753
2017-12-16,1753
2017-12-17,1753
2017-12-18,1788
2017-12-19,1788
2017-12-20,1788
2017-12-21,1788
2017-12-22,1791
2017-12-23,1791
2017-12-24,1791
2017-12-25,1791
2017-12-26,1791
2017-12-27,1809
2017-12-28,1809
2017-12-29,1809
2017-12-30,1809
2017-12-31,1809
2018-01-01,1746
2018-01-02,1746
2018-01-03,1746
2018-01-04,1746
2018-01-05,1706
2018-01-06,1706
2018-01-07,1706
2018-01-08,1706
2018-01-09,1675
2018-01-10,1675
2018-01-11,1675
2018-01-12,1675
2018-01-13,1641
2018-01-14,1641
2018-01-15,1641
2018-01-16,1659
2018-01-17,1659
2018-01-18,1659
2018-01-19,1659
2018-01-20,1653
2018-01-21,1653
2018-01-22,1653
2018-01-23,1717
2018-01-25,1776
2018-01-26,1795
2018-01-27,1795
2018-01-28,1826
2018-01-29,1869
2018-01-30,1870
2018-01-31,1870
2018-02-01,1876
2018-02-02,1876
2018-02-03,1814
2018-02-04,1807
2018-02-05,1807
2018-02-06,1761
2018-02-07,1733
2018-02-08,1733
2018-02-09,1681
2018-02-10,1681
2018-02-11,1620
2018-02-12,1578
2018-02-13,1578
2018-02-14,1521
2018-02-15,1525
2018-02-16,1525
2018-02-17,1535
2018-02-18,1535
2018-02-19,1584
2018-02-20,1584
2018-02-21,1649
2018-02-22,1649
2018-02-23,1654
2018-02-24,1654
2018-02-25,1728
2018-02-26,1795
2018-02-27,1747
2018-02-28,1747
2018-03-01,1731
2018-03-02,1722
2018-03-03,1735
2018-03-04,1735
2018-03-05,1777
2018-03-06,1810
2018-03-07,1795
2018-03-08,1795
2018-03-09,1845
2018-03-10,1845
2018-03-11,1868
2018-03-12,1885
2018-03-13,1885
2018-03-14,1917
2018-03-15,1917
2018-03-16,1929
2018-03-17,1929
2018-03-18,1875
2018-03-20,1878
2018-03-21,1878
2018-03-23,1912
2018-03-24,1850
2018-03-25,1836
2018-03-26,1836
2018-03-27,1865
2018-03-28,1865
2018-03-29,1847
2018-03-30,1847
2018-03-31,1842
2018-04-01,1842
2018-04-02,1875
2018-04-03,1838
2018-04-04,1834
2018-04-05,1834
2018-04-06,1817
2018-04-07,1817
2018-04-08,1795
2018-04-09,1795
2018-04-10,1754
2018-04-11,1715
2018-04-12,1738
2018-04-13,1738
2018-04-14,1816
2018-04-15,1844
2018-04-16,1844
2018-04-17,1916
2018-04-18,1916
2018-04-19,1954
2018-04-20,1940
2018-04-21,1904
2018-04-22,1904
2018-04-23,1925
2018-04-24,1925
2018-04-25,1973
2018-04-26,1973
2018-04-27,2003
2018-04-28,2037
2018-04-29,1968
2018-04-30,1879
2018-05-01,1800
2018-05-03,1757
2018-05-04,1757
2018-05-05,1769
2018-05-07,1701
2018-05-08,1701
2018-05-09,1715
2018-05-10,1715
2018-05-11,1786
2018-05-12,1848
2018-05-13,1848
2018-05-14,1871
2018-05-15,1871
2018-05-16,1933
2018-05-17,1933
2018-05-18,1975
2018-05-19,1975
2018-05-20,1956
2018-05-21,1913
2018-05-22,1913
2018-05-23,1899
2018-05-24,1899
2018-05-25,1924
2018-05-26,1967
2018-05-27,1967
2018-05-28,2040
2018-05-29,2026
2018-05-30,2026
2018-05-31,2083
2018-06-01,2044
2018-06-02,1970
2018-06-03,1970
2018-06-04,1909
2018-06-05,1995
2018-06-06,2066
2018-06-07,2066
2018-06-08,2060
2018-06-09,2060
2018-06-10,2106
2018-06-11,2106
2018-06-12,2141
2018-06-13,2198
2018-06-14,2176
2018-06-15,2176
2018-06-16,2097
2018-06-17,2002
2018-06-18,2002
2018-06-19,2017
2018-06-20,2017
2018-06-21,2053
2018-06-22,2076
2018-06-23,2076
2018-06-24,2078
2018-06-25,2103
2018-06-26,2103
2018-06-27,2077
2018-06-28,2152
2018-06-29,2187
2018-06-30,2187
2018-07-01,2190
2018-07-02,2190
2018-07-03,2286
2018-07-04,2286
2018-07-05,2258
2018-07-06,2292
2018-07-07,2292
2018-07-08,2255
2018-07-09,2255
2018-07-10,2246
2018-07-11,2246
2018-07-12,2246
2018-07-13,2142
2018-07-14,2115
2018-07-15,2115
2018-07-16,2036
2018-07-17,2023
2018-07-18,2023
2018-07-19,2083
2018-07-20,2083
2018-07-21,2066
2018-07-22,1997
2018-07-23,1969
2018-07-24,1969
2018-07-25,1919
2018-07-26,1919
2018-07-27,1917
2018-07-28,1917
2018-07-29,1991
2018-07-30,1991
2018-07-31,2011
2018-08-01,2011
2018-08-02,2025
2018-08-03,2025
2018-08-04,2020
2018-08-05,1973
2018-08-06,1940
2018-08-07,1910
2018-08-08,1936
2018-08-09,1936
2018-08-10,1926
2018-08-11,1974
2018-08-12,1969
2018-08-14,2139
2018-08-16,2239
2018-08-17,2335
2018-08-18,2335
2018-08-19,2318
2018-08-20,2282
2018-08-21,2282
2018-08-22,2276
2018-08-23,2353
2018-08-24,2448
2018-08-25,2434
2018-08-26,2434
2018-08-27,2453
2018-08-28,2355
2018-08-29,2277
2018-08-30,2193
2018-08-31,2221
2018-09-01,2152
2018-09-02,2152
2018-09-03,2144
2018-09-04,2071
2018-09-05,2028
2018-09-06,2028
2018-09-07,2118
2018-09-08,2138
2018-09-09,2138
2018-09-10,2193
2018-09-11,2193
2018-09-12,2296
2018-09-13,2320
2018-09-14,2286
2018-09-15,2377
2018-09-16,2377
2018-09-17,2407
2018-09-18,2478
2018-09-19,2439
2018-09-20,2404
2018-09-21,2472
2018-09-22,2535
2018-09-23,2540
2018-09-24,2509
2018-09-25,2509
2018-09-26,2540
2018-09-27,2540
2018-09-28,2543
2018-09-29,2588
2018-09-30,2551
2018-10-01,2567
2018-10-02,2661
2018-10-03,2687
2018-10-04,2687
2018-10-05,2726
2018-10-06,2704
2018-10-07,2704
2018-10-08,2671
2018-10-09,2593
2018-10-10,2518
2018-10-11,2465
2018-10-12,2465
2018-10-13,2387
2018-10-14,2322
2018-10-15,2334
2018-10-16,2334
2018-10-17,2327
2018-10-18,2306
2018-10-19,2258
2018-10-20,2258
2018-10-21,2211
2018-10-22,2243
2018-10-23,2243
2018-10-24,2266
2018-10-25,2254
2018-10-26,2314
2018-10-27,2373
2018-10-28,2390
2018-10-29,2390
2018-10-30,2328
2018-10-31,2257
2018-11-01,2242
2018-11-03,2282
2018-11-04,2279
2018-11-05,2327
2018-11-06,2419
2018-11-07,2419
2018-11-08,2440
2018-11-09,2440
2018-11-10,2458
2018-11-11,2458
2018-11-12,2581
2018-11-13,2683
2018-11-14,2668
2018-11-15,2602
2018-11-16,2500
2018-11-17,2500
2018-11-18,2447
2018-11-19,2435
2018-11-20,2359
2018-11-21,2315
2018-11-22,2300
2018-11-23,2316
2018-11-24,2302
2018-11-25,2398
2018-11-26,2483
2018-11-27,2450
2018-11-28,2408
2018-11-29,2392
2018-12-01,2414
2018-12-02,2492
2018-12-03,2492
2018-12-04,2528
2018-12-05,2511
2018-12-07,2483
2018-12-09,2477
2018-12-10,2470
2018-12-11,2555
2018-12-12,2671
2018-12-13,2805
2018-12-14,2943
2018-12-15,3054
2018-12-16,2988
2018-12-17,2926
2018-12-18,2836
2018-12-19,2750
2018-12-20,2709
2018-12-21,2757
2018-12-22,2721
2018-12-23,2608
2018-12-24,2532
2018-12-25,2476
2018-12-26,2407
2018-12-27,2371
2018-12-28,2363
2018-12-29,2278
2018-12-30,2218
2018-12-31,2268
2019-01-01,2268
2019-01-02,2290
2019-01-03,2395
2019-01-04,2514
2019-01-05,2591
2019-01-06,2596
2019-01-08,2783
2019-01-10,2668
2019-01-11,2541
2019-01-12,2454
2019-01-13,2353
2019-01-14,2322
2019-01-15,2317
2019-01-16,2408
2019-01-17,2469
2019-01-18,2476
2019-01-19,2497
2019-01-20,2489
2019-01-21,2507
2019-01-22,2500
2019-01-23,2491
2019-01-24,2479
2019-01-25,2543
2019-01-26,2588
2019-01-27,2550
2019-01-28,2625
2019-01-29,2716
2019-01-30,2764
2019-01-31,2821
2019-02-01,2932
2019-02-02,3017
2019-02-03,2926
2019-02-04,2886
2019-02-05,2808
2019-02-06,2741
2019-02-07,2628
2019-02-08,2522
2019-02-09,2458
2019-02-10,2370
2019-02-11,2415
2019-02-12,2534
2019-02-13,2626
2019-02-14,2731
2019-02-15,2696
2019-02-16,2664
2019-02-17,2531
2019-02-18,2470
2019-02-19,2477
2019-02-20,2445
2019-02-21,2333
2019-02-22,2310
2019-02-23,2334
2019-02-24,2373
2019-02-25,2358
2019-02-26,2353
2019-02-27,2290
2019-02-28,2246
2019-03-01,2209
2019-03-02,2242
2019-03-03,2309
2019-03-04,2367
2019-03-05,2276
2019-03-06,2242
2019-03-07,2242
2019-03-08,2242
2019-03-09,2227
2019-03-10,2227
2019-03-11,2339
2019-03-12,2456
2019-03-13,2579
2019-03-14,2681
2019-03-15,2567
2019-03-16,2464
2019-03-17,2410
2019-03-18,2523
2019-03-19,2568
2019-03-20,2694
