date_obj,Regen%20bracelet price
2015-07-19,3006715
2015-07-20,3026318
2015-07-21,3026318
2015-07-22,3003826
2015-07-23,3003826
2015-07-24,3034849
2015-07-25,3034849
2015-07-26,3024590
2015-07-27,3024590
2015-07-28,3042959
2015-07-29,3042959
2015-07-30,3015035
2015-07-31,3015035
2015-08-01,3097887
2015-08-02,3136025
2015-08-03,3136025
2015-08-04,3124528
2015-08-05,3124528
2015-08-06,3121091
2015-08-07,3121091
2015-08-08,3059858
2015-08-09,3059858
2015-08-10,3069497
2015-08-11,3069497
2015-08-12,3051444
2015-08-13,3051444
2015-08-14,3045939
2015-08-15,3045939
2015-08-16,3088793
2015-08-17,3088793
2015-08-18,3044876
2015-08-19,3044876
2015-08-20,3040128
2015-08-21,3040128
2015-08-22,3007009
2015-08-23,3007009
2015-08-24,3005878
2015-08-25,3005878
2015-08-26,3005878
2015-08-27,2998021
2015-08-28,2998021
2015-08-29,2982907
2015-08-30,2982907
2015-08-31,2993372
2015-09-01,2993372
2015-09-02,2982062
2015-09-03,2982062
2015-09-04,2996510
2015-09-05,2996510
2015-09-06,2965142
2015-09-07,2965142
2015-09-08,2958045
2015-09-09,2958045
2015-09-10,2957409
2015-09-11,2957409
2015-09-12,2929012
2015-09-13,2929012
2015-09-14,2883147
2015-09-15,2876456
2015-09-16,2876456
2015-09-17,2875932
2015-09-18,2875932
2015-09-19,2847547
2015-09-20,2847547
2015-09-21,2852306
2015-09-22,2852306
2015-09-23,2847649
2015-09-24,2847649
2015-09-25,2842873
2015-09-27,2819583
2015-09-28,2819583
2015-09-29,2774093
2015-09-30,2725024
2015-10-05,2781929
2015-10-06,2850833
2015-10-07,2850833
2015-10-08,2918348
2015-10-09,2918348
2015-10-10,2845174
2015-10-11,2905373
2015-10-12,2905373
2015-10-13,2926147
2015-10-14,2926147
2015-10-15,2847179
2015-10-16,2847179
2015-10-17,2801757
2015-10-18,2801757
2015-10-19,2838632
2015-10-20,2838632
2015-10-22,2849315
2015-10-23,2928681
2015-10-24,2928681
2015-10-25,2910022
2015-10-26,2910022
2015-10-27,2929430
2015-10-29,3009552
2015-10-30,3009552
2015-10-31,3076873
2015-11-01,3076873
2015-11-02,2981960
2015-11-03,2981960
2015-11-04,2947310
2015-11-05,2947310
2015-11-06,2908966
2015-11-07,2908966
2015-11-08,2911990
2015-11-09,2911990
2015-11-10,2954081
2015-11-11,2954081
2015-11-12,2986045
2015-11-13,2986045
2015-11-14,3004932
2015-11-15,3004932
2015-11-16,2987056
2015-11-17,2987056
2015-11-18,3028498
2015-11-19,3028498
2015-11-20,3075970
2015-11-21,3075970
2015-11-22,3161130
2015-11-23,3161130
2015-11-24,3146846
2015-11-25,3146846
2015-11-26,3179482
2015-11-27,3179482
2015-11-28,3219173
2015-11-29,3219173
2015-11-30,3276588
2015-12-01,3276588
2015-12-02,3348793
2015-12-03,3348793
2015-12-04,3447069
2015-12-05,3447069
2015-12-06,3361383
2015-12-07,3361383
2015-12-08,3257059
2015-12-09,3319345
2015-12-10,3319345
2015-12-11,3157647
2015-12-12,3157647
2015-12-13,3153143
2015-12-14,3153143
2015-12-15,3156191
2015-12-16,3156191
2015-12-17,3138662
2015-12-18,3138662
2015-12-19,3123050
2015-12-20,3141569
2015-12-21,3141569
2015-12-22,3249215
2015-12-23,3249215
2015-12-24,3274259
2015-12-25,3274259
2015-12-26,3252157
2015-12-27,3131372
2015-12-28,3131372
2015-12-29,3056043
2015-12-30,2976981
2015-12-31,2976981
2016-01-01,2955303
2016-01-02,2955303
2016-01-03,2948052
2016-01-04,3026514
2016-01-05,3026514
2016-01-06,3112712
2016-01-07,3112712
2016-01-08,3141892
2016-01-09,3141892
2016-01-10,3048394
2016-01-11,3048394
2016-01-12,2981826
2016-01-13,2981826
2016-01-14,2993828
2016-01-15,3003154
2016-01-16,3003154
2016-01-17,3053178
2016-01-18,3108692
2016-01-19,3108692
2016-01-20,3071644
2016-01-21,3071644
2016-01-22,3076028
2016-01-23,3076028
2016-01-24,3080193
2016-01-25,3077452
2016-01-26,3077452
2016-01-27,3101495
2016-01-28,3101495
2016-01-29,3086099
2016-01-30,3086099
2016-01-31,3069421
2016-02-01,3053364
2016-02-02,3053364
2016-02-03,3069128
2016-02-04,3069128
2016-02-05,3089883
2016-02-06,3097515
2016-02-07,3097515
2016-02-08,3104675
2016-02-09,3104675
2016-02-10,3052210
2016-02-11,3052210
2016-02-12,3015238
2016-02-13,3011298
2016-02-14,3011298
2016-02-15,3004481
2016-02-16,3004481
2016-02-17,3011177
2016-02-18,3011177
2016-02-19,3007195
2016-02-20,3007195
2016-02-21,3007541
2016-02-22,3007541
2016-02-23,2999404
2016-02-24,2999404
2016-02-25,3004968
2016-02-26,3004968
2016-02-27,3003971
2016-02-28,3003971
2016-02-29,3019337
2016-03-01,3071381
2016-03-02,3071381
2016-03-03,3142779
2016-03-04,3235786
2016-03-05,3197665
2016-03-06,3137171
2016-03-07,3137171
2016-03-08,3069894
2016-03-09,3084528
2016-03-10,3046885
2016-03-11,3046885
2016-03-12,3021705
2016-03-13,3021705
2016-03-14,3068287
2016-03-15,3030231
2016-03-16,2987252
2016-03-17,2979371
2016-03-18,2985387
2016-03-19,2998210
2016-03-20,3033793
2016-03-21,3033793
2016-03-22,3048905
2016-03-23,3033911
2016-03-24,3033911
2016-03-25,3020202
2016-03-26,3006147
2016-03-27,3006147
2016-03-28,3019340
2016-03-29,3026681
2016-03-30,3026681
2016-03-31,2999100
2016-04-01,3000059
2016-04-02,3000059
2016-04-03,3030284
2016-04-04,3049367
2016-04-05,3049367
2016-04-06,3054812
2016-04-07,3054812
2016-04-08,3063104
2016-04-09,3155834
2016-04-10,3064776
2016-04-11,3064776
2016-04-12,3058258
2016-04-13,3039304
2016-04-14,3039304
2016-04-15,3013830
2016-04-16,3087929
2016-04-17,3069880
2016-04-18,3123964
2016-04-19,3123964
2016-04-20,3121258
2016-04-21,3121258
2016-04-22,3147488
2016-04-23,3171773
2016-04-24,3159125
2016-04-25,3122777
2016-04-26,3066129
2016-04-27,3051198
2016-04-28,3051198
2016-04-29,3101920
2016-04-30,3108835
2016-05-01,3191730
2016-05-02,3105223
2016-05-03,3038326
2016-05-04,3045262
2016-05-05,3148016
2016-05-06,3148016
2016-05-07,2991299
2016-05-08,2991299
2016-05-09,2845058
2016-05-10,2745696
2016-05-11,2745696
2016-05-12,2693399
2016-05-13,2768549
2016-05-14,2871116
2016-05-15,2891262
2016-05-16,2891262
2016-05-17,2929090
2016-05-18,2878124
2016-05-19,2979748
2016-05-22,2938919
2016-05-23,2977569
2016-05-24,3077764
2016-05-25,2947213
2016-05-26,2923594
2016-05-27,2939287
2016-05-28,2939287
2016-05-29,3002590
2016-05-30,3002590
2016-05-31,2971319
2016-06-01,2997225
2016-06-02,3018416
2016-06-03,3018416
2016-06-04,3017609
2016-06-05,3017609
2016-06-06,3073189
2016-06-07,3073189
2016-06-08,3028793
2016-06-09,2993736
2016-06-10,2991595
2016-06-11,3066527
2016-06-12,3068619
2016-06-13,3068619
2016-06-14,3048496
2016-06-15,3033098
2016-06-16,3033098
2016-06-17,3018636
2016-06-18,3018636
2016-06-19,3067275
2016-06-20,3036971
2016-06-21,3068387
2016-06-22,3065327
2016-06-23,3115560
2016-06-24,3115560
2016-06-25,3142510
2016-06-26,3142510
2016-06-27,3075131
2016-06-28,3041372
2016-06-29,3031488
2016-06-30,3044469
2016-07-01,3126475
2016-07-02,3126475
2016-07-03,3210224
2016-07-04,3147984
2016-07-05,3147984
2016-07-06,3042945
2016-07-07,3068312
2016-07-08,3078486
2016-07-09,3154589
2016-07-10,3160529
2016-07-11,3132965
2016-07-12,3122845
2016-07-13,3135285
2016-07-14,3104371
2016-07-15,3103756
2016-07-16,3106370
2016-07-17,3100966
2016-07-18,3087865
2016-07-23,2969600
2016-07-24,2960039
2016-07-25,2981802
2016-07-26,2981802
2016-07-27,3014583
2016-07-28,2958967
2016-07-29,2982093
2016-07-30,2988334
2016-07-31,2988334
2016-08-01,2983400
2016-08-02,2963785
2016-08-03,2980070
2016-08-04,2964470
2016-08-05,2964470
2016-08-06,2963819
2016-08-07,2983862
2016-08-08,2983862
2016-08-09,2976011
2016-08-10,2993075
2016-08-11,2993075
2016-08-12,2949280
2016-08-13,2941956
2016-08-14,2946639
2016-08-15,2940535
2016-08-16,2971631
2016-08-17,2972879
2016-08-18,2972879
2016-08-19,2947514
2016-08-20,2926842
2016-08-21,2934370
2016-08-22,2954941
2016-08-23,2985737
2016-08-24,3023228
2016-08-25,3017821
2016-08-26,3017821
2016-08-28,3084548
2016-08-31,2966651
2016-09-01,3000334
2016-09-02,3000334
2016-09-03,3043057
2016-09-04,3017270
2016-09-05,3018182
2016-09-06,3055650
2016-09-07,3190746
2016-09-08,3296698
2016-09-09,3178843
2016-09-10,3067549
2016-09-11,3067549
2016-09-12,3058811
2016-09-13,3040153
2016-09-14,2987691
2016-09-15,3013187
2016-09-16,3013187
2016-09-17,3013583
2016-09-18,3069833
2016-09-19,3130798
2016-09-20,3081100
2016-09-21,2995365
2016-09-22,3003037
2016-09-23,3093313
2016-09-24,3093313
2016-09-25,3105398
2016-09-26,3105398
2016-09-27,3056381
2016-09-28,3012848
2016-09-29,3012848
2016-09-30,3008556
2016-10-01,3034880
2016-10-02,3034880
2016-10-03,3019203
2016-10-04,3012469
2016-10-05,3036007
2016-10-06,2951572
2016-10-07,2951572
2016-10-08,2963124
2016-10-09,2963124
2016-10-10,2971951
2016-10-11,2973328
2016-10-12,2973328
2016-10-13,2997100
2016-10-14,3031723
2016-10-15,3109354
2016-10-16,3092558
2016-10-17,3047359
2016-10-18,3005461
2016-10-19,3006013
2016-10-20,3039965
2016-10-21,3037962
2016-10-22,3037962
2016-10-23,3109924
2016-10-24,3107155
2016-10-25,3107155
2016-10-26,3054888
2016-10-27,3020671
2016-10-28,3020671
2016-10-29,2992640
2016-10-30,2962208
2016-10-31,2959846
2016-11-01,2959846
2016-11-02,2995898
2016-11-03,2995898
2016-11-04,3020094
2016-11-05,3020094
2016-11-06,3023766
2016-11-07,2977897
2016-11-08,2967256
2016-11-09,2960286
2016-11-10,2955974
2016-11-11,2958420
2016-11-12,2964706
2016-11-13,3005812
2016-11-14,3062715
2016-12-08,2995503
2016-12-09,2980937
2016-12-10,3008056
2016-12-11,2970730
2016-12-12,2944401
2016-12-13,2938351
2016-12-14,2954279
2016-12-15,2954279
2016-12-16,2976120
2016-12-17,2976682
2016-12-18,2976682
2016-12-19,3013073
2016-12-20,3090667
2016-12-21,3056301
2016-12-22,3056301
2016-12-23,3051365
2016-12-24,3057504
2016-12-25,3082083
2016-12-26,3114138
2016-12-27,3107889
2016-12-28,3105771
2016-12-29,3066806
2016-12-30,3028063
2016-12-31,3013834
2017-01-01,3036846
2017-01-02,3070460
2017-01-03,3084442
2017-01-04,2986212
2017-01-05,2849203
2017-01-06,2767818
2017-01-07,2776883
2017-01-08,2881407
2017-01-09,2907520
2017-01-10,2905079
2017-01-11,2917353
2017-01-12,2991941
2017-01-13,3090777
2017-01-14,3043569
2017-01-15,3024782
2017-01-16,3108241
2017-01-17,3059969
2017-01-18,3036796
2017-01-19,3053836
2017-01-20,3019466
2017-01-21,3026759
2017-01-22,3044525
2017-01-27,2978794
2017-01-28,2967307
2017-01-29,2966791
2017-01-30,3007486
2017-01-31,2977995
2017-02-01,2994380
2017-02-02,3003222
2017-02-03,2977105
2017-02-04,2984942
2017-02-05,3004153
2017-02-06,2980289
2017-02-07,2980177
2017-02-08,2989139
2017-02-09,2989139
2017-02-10,2985490
2017-02-11,3037923
2017-02-12,3095574
2017-02-13,3113475
2017-02-14,3041590
2017-02-15,3020585
2017-02-16,3019594
2017-02-18,3029927
2017-02-19,3025873
2017-02-20,3050247
2017-02-21,3023102
2017-02-22,2971532
2017-02-23,2964260
2017-02-24,2969870
2017-02-25,2978168
2017-02-26,3036998
2017-02-27,2987198
2017-02-28,2984758
2017-03-01,2990543
2017-03-02,2995460
2017-03-03,3004115
2017-03-04,3024890
2017-03-05,3060989
2017-03-06,3047390
2017-03-07,3029306
2017-03-08,3014077
2017-03-09,2994978
2017-03-10,2993965
2017-03-11,2984275
2017-03-12,2993878
2017-03-13,3002584
2017-03-14,3002006
2017-03-15,3036011
2017-03-16,3088324
2017-03-17,3112638
2017-03-18,3050906
2017-03-19,3016990
2017-03-20,3003222
2017-03-21,3016511
2017-03-22,3135171
2017-03-23,3143434
2017-03-24,3054245
2017-03-25,3032405
2017-03-26,3019153
2017-03-27,2996336
2017-03-28,3004028
2017-03-29,3024985
2017-03-30,3026215
2017-03-31,3027404
2017-04-01,3018620
2017-04-02,3045084
2017-04-03,3031466
2017-04-04,3028277
2017-04-12,3098798
2017-04-13,3049551
2017-04-14,3029916
2017-04-15,3033184
2017-04-16,3029436
2017-04-17,3029814
2017-04-18,3021161
2017-04-19,3023270
2017-04-20,3020108
2017-04-21,3024839
2017-04-22,3063257
2017-04-23,3056431
2017-04-24,3039922
2017-04-25,3026739
2017-04-26,3025908
2017-04-27,3018179
2017-04-28,3020450
2017-04-29,3013248
2017-04-30,3017804
2017-05-01,3025431
2017-05-02,3023238
2017-05-03,3020049
2017-05-04,3018700
2017-05-05,2998774
2017-05-06,3006487
2017-05-07,3007296
2017-05-08,3005738
2017-05-09,2984468
2017-05-10,2991477
2017-05-11,2990077
2017-05-12,2998863
2017-05-13,2973333
2017-05-14,2974022
2017-05-15,2959864
2017-05-16,2947634
2017-05-17,2967968
2017-05-18,2967257
2017-05-19,2969997
2017-05-20,2972685
2017-05-21,2963305
2017-05-22,2955016
2017-05-23,2918480
2017-05-24,2909092
2017-05-25,2824709
2017-05-26,2749193
2017-05-27,2725539
2017-05-28,2733981
2017-05-29,2777573
2017-05-30,2831342
2017-05-31,2899640
2017-06-01,2964597
2017-06-02,3017169
2017-06-03,3135926
2017-06-06,3085717
2017-06-07,3084640
2017-06-08,3084440
2017-06-09,3071911
2017-06-10,3019093
2017-06-11,2953284
2017-06-12,2874949
2017-06-13,2933374
2017-06-14,2934936
2017-06-15,2918895
2017-06-16,2929071
2017-06-17,2998988
2017-06-18,2996172
2017-06-19,2996172
2017-06-20,3001512
2017-06-21,3015625
2017-06-22,3015453
2017-06-23,3037283
2017-06-24,3028881
2017-06-25,3021428
2017-06-26,3042683
2017-06-27,3090896
2017-06-28,3134171
2017-06-29,3127594
2017-06-30,3095601
2017-07-01,3095601
2017-07-02,3059701
2017-07-03,3039183
2017-07-04,3033935
2017-07-05,3033935
2017-07-06,2999008
2017-07-07,2999008
2017-07-08,3013766
2017-07-13,2972202
2017-07-14,2979748
2017-07-15,2990019
2017-07-16,3032969
2017-07-17,3009746
2017-07-18,3001822
2017-07-19,2984009
2017-07-20,3028108
2017-07-21,3045099
2017-07-22,3190948
2017-07-23,3136632
2017-07-24,3108649
2017-07-25,3121399
2017-07-26,3157185
2017-07-27,3174266
2017-07-28,3210627
2017-07-29,3265561
2017-07-30,3216420
2017-07-31,3216420
2017-08-01,3154396
2017-08-02,3108381
2017-08-03,3098990
2017-08-04,3133301
2017-08-05,3137492
2017-08-06,3093971
2017-08-09,3015334
2017-08-10,2998449
2017-08-11,2987508
2017-08-12,2982291
2017-08-13,2960461
2017-08-14,2964293
2017-08-15,3002919
2017-08-17,3023907
2017-08-18,3026048
2017-08-19,3023941
2017-08-20,3016998
2017-08-22,2999910
2017-08-23,2996160
2017-08-24,2983853
2017-08-25,2979244
2017-08-26,2975885
2017-08-27,2992471
2017-08-28,3003773
2017-08-29,2998276
2017-08-30,2989686
2017-08-31,2989837
2017-09-01,2991375
2017-09-02,3001154
2017-09-03,3008804
2017-09-04,3026888
2017-09-05,3020485
2017-09-06,3006552
2017-09-07,3013306
2017-09-08,3054591
2017-09-09,2999502
2017-09-10,3013883
2017-09-11,3002933
2017-09-12,2994005
2017-09-13,3001392
2017-09-14,2997249
2017-09-15,2997249
2017-09-16,2997390
2017-09-17,2995385
2017-09-19,2990811
2017-09-20,3001423
2017-09-21,2999814
2017-09-22,2992488
2017-09-23,2992645
2017-09-24,3008201
2017-09-25,2981319
2017-09-26,2973579
2017-09-27,2948415
2017-09-28,2933878
2017-09-29,2943605
2017-09-30,2951256
2017-10-01,2931808
2017-10-02,2943101
2017-10-03,2919558
2017-10-04,2903024
2017-10-05,2885400
2017-10-06,2892404
2017-10-07,2917738
2017-10-08,2888057
2017-10-09,2908617
2017-10-10,2913566
2017-10-11,2913566
2017-10-12,2936079
2017-10-13,2941777
2017-10-14,2895381
2017-10-15,2896565
2017-10-16,2933655
2017-10-17,2933655
2017-10-18,2904590
2017-10-19,2909349
2017-10-20,2927006
2017-10-21,2945715
2017-10-22,2924120
2017-10-23,2887101
2017-10-24,2932089
2017-10-25,2927370
2017-10-26,2893559
2017-10-27,2847849
2017-10-28,2847849
2017-10-29,2879677
2017-10-30,2873207
2017-10-31,2896687
2017-11-01,2896687
2017-11-02,2943543
2017-11-03,2902290
2017-11-04,2939313
2017-11-05,2992124
2017-11-06,3013042
2017-11-07,2885502
2017-11-08,2881748
2017-11-09,2866186
2017-11-10,2880113
2017-11-11,2892784
2017-11-12,2886193
2017-11-13,2869183
2017-11-14,2892292
2017-11-15,2929701
2017-11-16,2927016
2017-11-17,2913235
2017-11-18,2936814
2017-11-19,2913680
2017-11-20,2882235
2017-11-21,2885562
2017-11-22,2868987
2017-11-23,2851642
2017-11-24,2805656
2017-11-25,2830878
2017-11-26,2838642
2017-11-27,2838642
2017-11-28,2855185
2017-11-29,2819978
2017-11-30,2768199
2017-12-01,2779185
2017-12-02,2746712
2017-12-03,2765207
2017-12-04,2781246
2017-12-05,2841603
2017-12-06,2812705
2017-12-07,2800061
2017-12-08,2789635
2017-12-09,2790647
2017-12-10,2822049
2017-12-11,2791283
2017-12-12,2804420
2017-12-14,2883499
2017-12-15,2926129
2017-12-16,2909147
2017-12-17,2964343
2017-12-18,2994255
2017-12-19,3042735
2017-12-20,2986781
2017-12-21,2983724
2017-12-22,2983800
2017-12-23,2980619
2017-12-24,2981032
2017-12-25,2965234
2017-12-26,2960109
2017-12-27,2979023
2017-12-28,2984981
2017-12-29,3000080
2017-12-30,2995366
2017-12-31,2959882
2018-01-01,2960230
2018-01-02,2936693
2018-01-03,2931591
2018-01-04,2897605
2018-01-05,2837216
2018-01-06,2853615
2018-01-07,2862993
2018-01-08,2872801
2018-01-09,2898337
2018-01-10,2903027
2018-01-11,2878444
2018-01-12,2872700
2018-01-13,2902561
2018-01-14,2897274
2018-01-15,2870548
2018-01-16,2850937
2018-01-17,2827467
2018-01-18,2809198
2018-01-19,2811328
2018-01-20,2803475
2018-01-21,2815223
2018-01-22,2820765
2018-01-23,2825168
2018-01-24,2814764
2018-01-25,2810772
2018-01-26,2825949
2018-01-27,2810206
2018-01-28,2840476
2018-01-29,2804404
2018-01-31,2736086
2018-02-01,2757136
2018-02-02,2789608
2018-02-03,2799314
2018-02-04,2797895
2018-02-05,2794521
2018-02-06,2796247
2018-02-07,2799497
2018-02-08,2798653
2018-02-09,2786865
2018-02-10,2781718
2018-02-11,2764521
2018-02-12,2766781
2018-02-13,2756730
2018-02-14,2723282
2018-02-15,2722883
2018-02-16,2738577
2018-02-17,2752157
2018-02-18,2763490
2018-02-19,2776841
2018-02-20,2777496
2018-02-21,2785950
2018-02-22,2857461
2018-02-23,2872151
2018-02-24,2892318
2018-02-25,2894623
2018-02-26,2925199
2018-02-27,2896588
2018-02-28,2876388
2018-03-01,2885201
2018-03-02,2888612
2018-03-03,2904818
2018-03-04,2912922
2018-03-05,2889530
2018-03-06,2873010
2018-03-07,2824368
2018-03-08,2908835
2018-03-09,2911992
2018-03-10,2934546
2018-03-11,2935392
2018-03-12,2938465
2018-03-13,2947095
2018-03-14,2940426
2018-03-15,2957307
2018-03-16,2939986
2018-03-17,2946780
2018-03-18,2943123
2018-03-19,2931164
2018-03-20,2992942
2018-03-21,2934517
2018-03-23,2879225
2018-03-24,2902166
2018-03-26,2918064
2018-03-27,2918598
2018-03-29,2910209
2018-03-30,2900807
2018-03-31,2915114
2018-04-01,2928811
2018-04-02,2923533
2018-04-03,2894514
2018-04-04,2938698
2018-04-05,2923593
2018-04-06,2921178
2018-04-08,2937865
2018-04-09,2939934
2018-04-10,2898577
2018-04-11,2896247
2018-04-12,2912485
2018-04-13,2926747
2018-04-14,2934979
2018-04-15,2927406
2018-04-16,2911299
2018-04-17,2912749
2018-04-18,2950661
2018-04-19,2944987
2018-04-20,2941656
2018-04-21,2919039
2018-04-22,2949565
2018-04-23,2947780
2018-04-24,2939750
2018-04-25,2930532
2018-04-26,2963938
2018-04-27,2968653
2018-04-28,2945457
2018-04-29,2963924
2018-04-30,3000310
2018-05-01,2963683
2018-05-02,2963323
2018-05-03,2950304
2018-05-04,2983764
2018-05-05,2967915
2018-05-06,2945115
2018-05-07,2931099
2018-05-08,2956284
2018-05-09,2956419
2018-05-10,2916395
2018-05-11,2908753
2018-05-12,2946303
2018-05-13,2962329
2018-05-14,2945488
2018-05-15,2957752
2018-05-16,2963307
2018-05-17,2978663
2018-05-18,3020212
2018-05-19,3051533
2018-05-20,3115072
2018-05-21,3115884
2018-05-22,3117837
2018-05-23,3069758
2018-05-24,3068963
2018-05-25,3050838
2018-05-26,3062571
2018-05-27,3066709
2018-05-28,3105501
2018-05-29,3063101
2018-05-30,3016309
2018-05-31,2992651
2018-06-01,2980130
2018-06-02,2979528
2018-06-03,2978084
2018-06-04,2996525
2018-06-05,2977889
2018-06-06,2943699
2018-06-07,2906406
2018-06-08,2840934
2018-06-09,2811792
2018-06-10,2744307
2018-06-11,2851840
2018-06-12,2827281
2018-06-13,2762431
2018-06-14,2867914
2018-06-15,2852355
2018-06-16,2797601
2018-06-17,2810216
2018-06-18,2820966
2018-06-19,2850085
2018-06-20,2827062
2018-06-21,2805631
2018-06-22,2828226
2018-06-23,2839565
2018-06-24,2868066
2018-06-25,2902607
2018-06-26,2867136
2018-06-27,2807681
2018-06-28,2810743
2018-06-29,2820301
2018-06-30,2889219
2018-07-01,2900874
2018-07-02,2899278
2018-07-03,2898296
2018-07-04,2892479
2018-07-05,2928270
2018-07-06,2917001
2018-07-07,2968321
2018-07-08,3066138
2018-07-09,3089015
2018-07-10,3150290
2018-07-11,3225679
2018-07-12,3166026
2018-07-13,3235082
2018-07-14,3253745
2018-07-15,3296910
2018-07-16,3275924
2018-07-17,3291733
2018-07-18,3264589
2018-07-19,3211025
2018-07-20,3198356
2018-07-21,3231079
2018-07-22,3211265
2018-07-23,3153384
2018-07-24,3121100
2018-07-25,3052705
2018-07-26,2982352
2018-07-27,2948444
2018-07-28,2967264
2018-07-29,2999329
2018-07-30,3052646
2018-07-31,3011459
2018-08-01,3078240
2018-08-02,3104100
2018-08-03,3103743
2018-08-04,3134850
2018-08-05,3173067
2018-08-06,3167134
2018-08-07,3152039
2018-08-08,3148684
2018-08-09,3113489
2018-08-10,3095811
2018-08-11,3089191
2018-08-12,3094526
2018-08-14,3088028
2018-08-16,3052343
2018-08-17,3017171
2018-08-18,3010796
2018-08-19,3004961
2018-08-20,3013044
2018-08-21,3021971
2018-08-22,2999832
2018-08-23,3024315
2018-08-24,3005730
2018-08-25,3077903
2018-08-26,3091978
2018-08-27,3102503
2018-08-28,3066034
2018-08-29,3113414
2018-08-30,3128806
2018-08-31,3106473
2018-09-01,3123631
2018-09-02,3089763
2018-09-03,3084270
2018-09-04,3049215
2018-09-05,3029354
2018-09-06,2990029
2018-09-07,2967805
2018-09-08,2966797
2018-09-09,2980281
2018-09-10,2981833
2018-09-11,2960295
2018-09-12,2968030
2018-09-13,2995381
2018-09-14,3003775
2018-09-15,3007966
2018-09-16,3026164
2018-09-17,3048648
2018-09-18,3046270
2018-09-19,3049234
2018-09-20,3056271
2018-09-21,3085087
2018-09-22,3090160
2018-09-23,3129758
2018-09-24,3114188
2018-09-25,3136032
2018-09-26,3077535
2018-09-27,3033472
2018-09-28,3056308
2018-09-29,3025909
2018-09-30,3040158
2018-10-02,3043872
2018-10-03,3016019
2018-10-04,3002597
2018-10-05,3000312
2018-10-06,2999311
2018-10-07,2996956
2018-10-08,3010887
2018-10-09,3003480
2018-10-10,3003742
2018-10-11,3024033
2018-10-12,3026992
2018-10-13,3022884
2018-10-14,3011183
2018-10-15,3015268
2018-10-16,3004938
2018-10-17,3045422
2018-10-18,3006918
2018-10-19,3032299
2018-10-20,3076512
2018-10-21,3058146
2018-10-22,3055435
2018-10-23,3010251
2018-10-24,3067056
2018-10-25,3082193
2018-10-26,3074971
2018-10-27,3054775
2018-10-28,3042793
2018-10-29,3039038
2018-10-30,3038182
2018-10-31,3110685
2018-11-01,3140616
2018-11-03,3267235
2018-11-04,3352714
2018-11-05,3309075
2018-11-06,3359155
2018-11-07,3248614
2018-11-08,3248756
2018-11-09,3255522
2018-11-10,3234366
2018-11-11,3230948
2018-11-12,3218599
2018-11-13,3246186
2018-11-14,3238803
2018-11-15,3260560
2018-11-16,3232132
2018-11-17,3167332
2018-11-18,3185028
2018-11-19,3161936
2018-11-20,3152295
2018-11-21,3122261
2018-11-22,3134925
2018-11-23,3110187
2018-11-24,3080866
2018-11-25,3083396
