date_obj,Dragon%20bitter price
2015-03-26,126
2015-03-27,126
2015-03-28,126
2015-03-29,126
2015-03-30,126
2015-03-31,126
2015-04-01,126
2015-04-02,126
2015-04-03,126
2015-04-04,126
2015-04-05,126
2015-04-06,126
2015-04-07,126
2015-04-08,126
2015-04-09,126
2015-04-10,126
2015-04-11,126
2015-04-12,126
2015-04-13,126
2015-04-14,126
2015-04-15,126
2015-04-16,126
2015-04-17,126
2015-04-18,126
2015-04-19,126
2015-04-20,126
2015-04-21,126
2015-04-22,131
2015-04-23,131
2015-04-24,131
2015-04-25,131
2015-04-26,131
2015-04-27,131
2015-04-28,131
2015-04-29,131
2015-04-30,131
2015-05-01,131
2015-05-02,131
2015-05-03,131
2015-05-04,131
2015-05-05,131
2015-05-06,131
2015-05-07,131
2015-05-08,131
2015-05-09,131
2015-05-10,131
2015-05-11,131
2015-05-12,131
2015-05-13,131
2015-05-14,131
2015-05-15,131
2015-05-16,131
2015-05-17,131
2015-05-18,131
2015-05-19,131
2015-05-20,131
2015-05-21,131
2015-05-22,131
2015-05-23,131
2015-05-24,136
2015-05-25,136
2015-05-26,136
2015-05-27,136
2015-05-28,136
2015-05-29,136
2015-05-30,136
2015-05-31,136
2015-06-01,136
2015-06-02,136
2015-06-03,136
2015-06-04,136
2015-06-05,136
2015-06-06,136
2015-06-07,136
2015-06-08,136
2015-06-09,136
2015-06-10,136
2015-06-11,136
2015-06-12,136
2015-06-13,136
2015-06-14,136
2015-06-15,142
2015-06-16,142
2015-06-17,142
2015-06-18,142
2015-06-19,142
2015-06-20,142
2015-06-21,142
2015-06-22,142
2015-06-23,142
2015-06-24,142
2015-06-25,142
2015-06-26,142
2015-06-27,142
2015-06-28,142
2015-06-29,142
2015-06-30,142
2015-07-01,142
2015-07-02,142
2015-07-03,142
2015-07-04,142
2015-07-05,142
2015-07-06,142
2015-07-07,142
2015-07-08,148
2015-07-09,148
2015-07-10,148
2015-07-11,148
2015-07-12,148
2015-07-13,148
2015-07-14,148
2015-07-15,148
2015-07-16,148
2015-07-17,148
2015-07-18,148
2015-07-19,148
2015-07-20,148
2015-07-21,148
2015-07-22,148
2015-07-23,148
2015-07-24,148
2015-07-25,148
2015-07-26,148
2015-07-27,148
2015-07-28,148
2015-07-29,148
2015-07-30,148
2015-07-31,156
2015-08-01,156
2015-08-02,156
2015-08-03,156
2015-08-04,156
2015-08-05,156
2015-08-06,156
2015-08-07,156
2015-08-08,156
2015-08-09,156
2015-08-10,156
2015-08-11,156
2015-08-12,156
2015-08-13,156
2015-08-14,156
2015-08-15,156
2015-08-16,156
2015-08-17,156
2015-08-18,156
2015-08-19,156
2015-08-20,156
2015-08-21,156
2015-08-22,156
2015-08-23,156
2015-08-24,156
2015-08-25,164
2015-08-26,164
2015-08-27,164
2015-08-28,164
2015-08-29,164
2015-08-30,164
2015-08-31,164
2015-09-01,164
2015-09-02,164
2015-09-03,164
2015-09-04,164
2015-09-05,164
2015-09-06,164
2015-09-07,164
2015-09-08,164
2015-09-09,164
2015-09-10,164
2015-09-11,164
2015-09-12,164
2015-09-13,164
2015-09-14,164
2015-09-15,164
2015-09-16,164
2015-09-17,164
2015-09-18,164
2015-09-19,164
2015-09-20,164
2015-09-21,164
2015-09-22,164
2015-09-23,164
2015-09-24,168
2015-09-25,168
2015-09-27,168
2015-09-28,168
2015-09-29,168
2015-09-30,168
2015-10-05,168
2015-10-06,168
2015-10-07,168
2015-10-08,168
2015-10-09,168
2015-10-10,168
2015-10-11,168
2015-10-12,168
2015-10-13,168
2015-10-14,168
2015-10-15,168
2015-10-16,168
2015-10-17,168
2015-10-18,168
2015-10-19,168
2015-10-20,168
2015-10-22,168
2015-10-23,168
2015-10-24,168
2015-10-25,168
2015-10-26,170
2015-10-27,170
2015-10-29,170
2015-10-30,170
2015-10-31,170
2015-11-01,170
2015-11-02,170
2015-11-03,170
2015-11-04,170
2015-11-05,170
2015-11-06,170
2015-11-07,170
2015-11-08,170
2015-11-09,170
2015-11-10,170
2015-11-11,170
2015-11-12,170
2015-11-13,170
2015-11-14,170
2015-11-15,170
2015-11-16,170
2015-11-17,170
2015-11-18,170
2015-11-19,170
2015-11-20,170
2015-11-21,170
2015-11-22,170
2015-11-23,170
2015-11-24,170
2015-11-25,170
2015-11-26,170
2015-11-27,170
2015-11-28,172
2015-11-29,172
2015-11-30,172
2015-12-01,172
2015-12-02,172
2015-12-03,172
2015-12-04,172
2015-12-05,172
2015-12-06,172
2015-12-07,172
2015-12-08,172
2015-12-09,172
2015-12-10,172
2015-12-11,172
2015-12-12,172
2015-12-13,172
2015-12-14,172
2015-12-15,172
2015-12-16,172
2015-12-17,172
2015-12-18,172
2015-12-19,172
2015-12-20,172
2015-12-21,172
2015-12-22,172
2015-12-23,172
2015-12-24,172
2015-12-25,172
2015-12-26,171
2015-12-27,171
2015-12-28,171
2015-12-29,171
2015-12-30,171
2015-12-31,171
2016-01-01,171
2016-01-02,171
2016-01-03,171
2016-01-04,171
2016-01-05,171
2016-01-06,171
2016-01-07,171
2016-01-08,171
2016-01-09,171
2016-01-10,171
2016-01-11,171
2016-01-12,171
2016-01-13,171
2016-01-14,171
2016-01-15,171
2016-01-16,171
2016-01-17,174
2016-01-18,174
2016-01-19,174
2016-01-20,174
2016-01-21,174
2016-01-22,174
2016-01-23,174
2016-01-24,174
2016-01-25,174
2016-01-26,174
2016-01-27,174
2016-01-28,174
2016-01-29,174
2016-01-30,174
2016-01-31,174
2016-02-01,174
2016-02-02,174
2016-02-03,174
2016-02-04,174
2016-02-05,174
2016-02-06,174
2016-02-07,174
2016-02-08,174
2016-02-09,174
2016-02-10,181
2016-02-11,181
2016-02-12,181
2016-02-13,181
2016-02-14,181
2016-02-15,181
2016-02-16,181
2016-02-17,181
2016-02-18,181
2016-02-19,181
2016-02-20,181
2016-02-21,181
2016-02-22,181
2016-02-23,181
2016-02-24,181
2016-02-25,181
2016-02-26,181
2016-02-27,181
2016-02-28,181
2016-02-29,181
2016-03-01,181
2016-03-02,181
2016-03-03,184
