date_obj,Shade%20robe price
2016-04-06,1034
2016-04-07,1029
2016-04-08,1029
2016-04-09,992
2016-04-10,992
2016-04-11,989
2016-04-12,989
2016-04-13,1005
2016-04-14,1005
2016-04-15,1001
2016-04-16,1001
2016-04-17,1006
2016-04-18,1006
2016-04-19,988
2016-04-20,988
2016-04-21,991
2016-04-22,991
2016-04-23,991
2016-04-24,993
2016-04-25,993
2016-04-26,973
2016-04-27,973
2016-04-28,975
2016-04-29,975
2016-04-30,962
2016-05-01,962
2016-05-02,938
2016-05-03,938
2016-05-04,919
2016-05-05,919
2016-05-06,889
2016-05-07,889
2016-05-08,890
2016-05-09,890
2016-05-10,886
2016-05-11,886
2016-05-12,886
2016-05-13,887
2016-05-14,887
2016-05-15,897
2016-05-16,897
2016-05-17,891
2016-05-18,891
2016-05-19,895
2016-05-22,919
2016-05-23,935
2016-05-24,935
2016-05-25,949
2016-05-26,949
2016-05-27,954
2016-05-28,954
2016-05-29,941
2016-05-30,941
2016-05-31,941
2016-06-01,916
2016-06-02,916
2016-06-03,916
2016-06-04,903
2016-06-05,903
2016-06-06,874
2016-06-07,874
2016-06-08,874
2016-06-09,848
2016-06-10,848
2016-06-11,841
2016-06-12,841
2016-06-13,817
2016-06-14,817
2016-06-15,793
2016-06-16,793
2016-06-17,785
2016-06-18,785
2016-06-19,794
2016-06-20,794
2016-06-21,823
2016-06-22,823
2016-06-23,863
2016-06-24,863
2016-06-25,870
2016-06-26,870
2016-06-27,899
2016-06-28,899
2016-06-29,897
2016-06-30,897
2016-07-01,873
2016-07-02,873
2016-07-03,857
2016-07-04,857
2016-07-05,837
2016-07-06,837
2016-07-07,849
2016-07-08,849
2016-07-09,837
2016-07-10,837
2016-07-11,852
2016-07-12,852
2016-07-13,852
2016-07-14,847
2016-07-15,847
2016-07-16,832
2016-07-17,832
2016-07-18,838
2016-07-23,829
2016-07-24,829
2016-07-25,790
2016-07-26,790
2016-07-27,790
2016-07-28,784
2016-07-29,784
2016-07-30,778
2016-07-31,778
2016-08-01,778
2016-08-02,769
2016-08-03,769
2016-08-04,769
2016-08-05,773
2016-08-06,773
2016-08-07,756
2016-08-08,756
2016-08-09,756
2016-08-10,753
2016-08-11,753
2016-08-12,753
2016-08-13,747
2016-08-14,747
2016-08-15,747
2016-08-16,762
2016-08-17,762
2016-08-18,762
2016-08-19,753
2016-08-20,753
2016-08-21,753
2016-08-22,730
2016-08-23,730
2016-08-24,730
2016-08-25,699
2016-08-26,699
2016-08-28,699
2016-08-31,695
2016-09-01,695
2016-09-02,695
2016-09-03,668
2016-09-04,668
2016-09-05,653
2016-09-06,653
2016-09-07,653
2016-09-08,658
2016-09-09,658
2016-09-10,660
2016-09-11,660
2016-09-12,660
2016-09-13,678
2016-09-14,678
2016-09-15,678
2016-09-16,668
2016-09-17,668
2016-09-18,654
2016-09-19,654
2016-09-20,654
2016-09-21,655
2016-09-22,655
2016-09-23,655
2016-09-24,662
2016-09-25,662
2016-09-26,662
2016-09-27,656
2016-09-28,656
2016-09-29,656
2016-09-30,643
2016-10-01,643
2016-10-02,643
2016-10-03,633
2016-10-04,633
2016-10-05,633
2016-10-06,635
2016-10-07,635
2016-10-08,659
2016-10-09,659
2016-10-11,672
2016-10-12,672
2016-10-13,672
2016-10-14,683
2016-10-15,683
2016-10-16,683
2016-10-17,717
2016-10-18,717
2016-10-19,717
2016-10-20,731
2016-10-21,731
2016-10-22,743
2016-10-23,743
2016-10-24,739
2016-10-25,739
2016-10-26,739
2016-10-27,757
2016-10-28,757
2016-10-29,757
2016-10-30,750
2016-10-31,750
2016-11-01,750
2016-11-02,740
2016-11-03,740
2016-11-04,740
2016-11-05,738
2016-11-06,738
2016-11-07,738
2016-11-08,738
2016-11-09,738
2016-11-10,719
2016-11-11,719
2016-11-12,719
2016-11-13,718
2016-11-14,718
2016-12-08,954
2016-12-09,954
2016-12-10,954
2016-12-11,1002
2016-12-12,1002
2016-12-13,1002
2016-12-14,1053
2016-12-15,1053
2016-12-16,1053
2016-12-17,1106
2016-12-18,1106
2016-12-19,1106
2016-12-20,1162
2016-12-21,1162
2016-12-22,1186
2016-12-23,1186
2016-12-24,1151
2016-12-25,1151
2016-12-26,1131
2016-12-27,1131
2016-12-28,1129
2016-12-29,1129
2016-12-30,1092
2016-12-31,1092
2017-01-01,1087
2017-01-02,1087
2017-01-03,1082
2017-01-04,1082
2017-01-05,1052
2017-01-06,1052
2017-01-07,1050
2017-01-08,1050
2017-01-09,1033
2017-01-10,1033
2017-01-11,1035
2017-01-12,1035
2017-01-13,1034
2017-01-14,1034
2017-01-15,1015
2017-01-16,1015
2017-01-17,1011
2017-01-18,1011
2017-01-19,1034
2017-01-20,1034
2017-01-21,1021
2017-01-22,1021
2017-01-27,1084
2017-01-28,1084
2017-01-29,1099
2017-01-30,1099
2017-01-31,1099
2017-02-01,1094
2017-02-02,1094
2017-02-03,1103
2017-02-04,1103
2017-02-05,1100
2017-02-06,1100
2017-02-07,1086
2017-02-08,1086
2017-02-09,1046
2017-02-10,1034
2017-02-11,1034
2017-02-12,1062
2017-02-13,1062
2017-02-14,1109
2017-02-15,1109
2017-02-16,1101
2017-02-18,1101
2017-02-19,1118
2017-02-20,1118
2017-02-21,1080
2017-02-22,1080
2017-02-23,1080
2017-02-24,1074
2017-02-25,1074
2017-02-26,1093
2017-02-27,1093
2017-02-28,1118
2017-03-01,1118
2017-03-02,1139
2017-03-03,1139
2017-03-04,1143
2017-03-05,1143
2017-03-06,1163
2017-03-07,1163
2017-03-08,1163
2017-03-09,1168
2017-03-10,1168
2017-03-11,1176
2017-03-12,1176
2017-03-13,1199
2017-03-14,1199
2017-03-15,1259
2017-03-16,1259
2017-03-17,1297
2017-03-18,1297
2017-03-19,1293
2017-03-20,1293
2017-03-21,1319
2017-03-22,1319
2017-03-23,1306
2017-03-24,1306
2017-03-25,1290
2017-03-26,1290
2017-03-27,1283
2017-03-28,1283
2017-03-29,1294
2017-03-30,1294
2017-03-31,1272
2017-04-01,1272
2017-04-02,1272
2017-04-03,1323
2017-04-04,1323
2017-04-12,1572
2017-04-13,1648
2017-04-14,1648
2017-04-15,1648
2017-04-16,1707
2017-04-17,1707
2017-04-18,1729
2017-04-19,1729
2017-04-20,1758
2017-04-21,1758
2017-04-22,1758
2017-04-23,1710
2017-04-24,1710
2017-04-25,1655
2017-04-26,1655
2017-04-27,1655
2017-04-28,1572
2017-04-29,1572
2017-04-30,1576
2017-05-01,1576
2017-05-02,1577
2017-05-03,1577
2017-05-04,1522
2017-05-05,1522
2017-05-06,1490
2017-05-07,1490
2017-05-08,1484
2017-05-09,1484
2017-05-10,1434
2017-05-11,1434
2017-05-12,1440
2017-05-13,1440
2017-05-14,1415
2017-05-15,1415
2017-05-16,1379
2017-05-17,1379
2017-05-18,1369
2017-05-19,1369
2017-05-20,1414
2017-05-21,1414
2017-05-22,1414
2017-05-23,1414
2017-05-24,1414
2017-05-25,1414
2017-05-26,1422
2017-05-27,1422
2017-05-28,1422
2017-05-29,1404
2017-05-30,1404
2017-05-31,1360
2017-06-01,1360
2017-06-02,1335
2017-06-03,1335
2017-06-06,1348
2017-06-07,1348
2017-06-08,1348
2017-06-09,1343
2017-06-10,1343
2017-06-11,1333
2017-06-12,1333
2017-06-13,1325
2017-06-14,1325
2017-06-15,1290
2017-06-16,1290
2017-06-17,1252
2017-06-18,1252
2017-06-19,1218
2017-06-20,1218
2017-06-21,1220
2017-06-22,1220
2017-06-23,1220
2017-06-24,1243
2017-06-25,1243
2017-06-26,1241
2017-06-27,1241
2017-06-28,1228
2017-06-29,1228
2017-06-30,1170
2017-07-01,1170
2017-07-02,1170
2017-07-03,1133
2017-07-04,1133
2017-07-05,1133
2017-07-06,1093
2017-07-07,1093
2017-07-08,1093
2017-07-13,1081
2017-07-14,1030
2017-07-15,1030
2017-07-16,1030
2017-07-17,1017
2017-07-18,1017
2017-07-19,979
2017-07-20,979
2017-07-21,941
2017-07-22,941
2017-07-23,896
2017-07-24,896
2017-07-25,896
2017-07-26,852
2017-07-27,852
2017-07-28,854
2017-07-29,854
2017-07-30,881
2017-07-31,881
2017-08-01,881
2017-08-02,925
2017-08-03,925
2017-08-04,925
2017-08-05,972
2017-08-06,972
2017-08-09,967
2017-08-10,943
2017-08-11,943
2017-08-12,945
2017-08-13,945
2017-08-14,945
2017-08-15,935
2017-08-17,961
2017-08-18,961
2017-08-19,961
2017-08-20,946
2017-08-21,946
2017-08-22,928
2017-08-23,928
2017-08-24,928
2017-08-25,952
2017-08-26,952
2017-08-27,998
2017-08-28,998
2017-08-29,998
2017-08-30,993
2017-08-31,993
2017-09-01,993
2017-09-02,982
2017-09-03,982
2017-09-04,982
2017-09-05,952
2017-09-06,952
2017-09-07,933
2017-09-08,933
2017-09-09,951
2017-09-10,951
2017-09-11,997
2017-09-12,997
2017-09-13,997
2017-09-14,1047
2017-09-15,1047
2017-09-16,1047
2017-09-17,1075
2017-09-19,1029
2017-09-20,1029
2017-09-21,1076
2017-09-22,1076
2017-09-23,1076
2017-09-24,1130
2017-09-25,1130
2017-09-26,1130
2017-09-27,1166
2017-09-28,1166
2017-09-29,1185
2017-09-30,1185
2017-10-01,1168
2017-10-02,1168
2017-10-03,1168
2017-10-04,1122
2017-10-05,1122
2017-10-06,1093
2017-10-07,1093
2017-10-08,1049
2017-10-09,1049
2017-10-10,1021
2017-10-11,1021
2017-10-12,1021
2017-10-13,1018
2017-10-14,1018
2017-10-15,1018
2017-10-16,993
2017-10-17,993
2017-10-18,993
2017-10-19,965
2017-10-20,965
2017-10-21,937
2017-10-22,937
2017-10-23,910
2017-10-24,910
2017-10-25,898
2017-10-26,898
2017-10-27,939
2017-10-28,939
2017-10-29,985
2017-10-30,985
2017-10-31,1030
2017-11-01,1030
2017-11-02,1030
2017-11-03,1082
2017-11-04,1082
2017-11-05,1093
2017-11-06,1093
2017-11-07,1093
2017-11-08,1096
2017-11-09,1096
2017-11-10,1149
2017-11-11,1149
2017-11-12,1204
2017-11-13,1204
2017-11-14,1204
2017-11-15,1265
2017-11-16,1265
2017-11-17,1329
2017-11-18,1329
2017-11-19,1329
2017-11-20,1357
2017-11-21,1357
2017-11-22,1357
2017-11-23,1298
2017-11-24,1298
2017-11-25,1251
2017-11-26,1251
2017-11-27,1251
2017-11-28,1197
2017-11-29,1197
2017-11-30,1197
2017-12-01,1154
2017-12-02,1154
2017-12-03,1103
2017-12-04,1103
2017-12-05,1053
2017-12-06,1053
2017-12-07,1005
2017-12-08,1005
2017-12-09,959
2017-12-10,959
2017-12-11,913
2017-12-12,913
2017-12-13,877
2017-12-14,877
2017-12-15,834
2017-12-16,834
2017-12-17,797
2017-12-18,796
2017-12-19,796
2017-12-20,835
2017-12-21,835
2017-12-22,873
2017-12-23,873
2017-12-24,899
2017-12-25,899
2017-12-26,942
2017-12-27,942
2017-12-28,939
2017-12-29,939
2017-12-30,902
2017-12-31,902
2018-01-01,861
2018-01-02,861
2018-01-04,864
2018-01-05,908
2018-01-06,908
2018-01-07,946
2018-01-08,946
2018-01-09,989
2018-01-10,989
2018-01-11,995
2018-01-12,995
2018-01-13,974
2018-01-14,974
2018-01-15,926
2018-01-16,916
2018-01-17,916
2018-01-18,886
2018-01-19,886
2018-01-20,895
2018-01-21,895
2018-01-22,869
2018-01-23,869
2018-01-24,856
2018-01-25,843
2018-01-26,816
2018-01-27,775
2018-01-28,736
2018-01-29,733
2018-01-30,769
2018-02-01,829
2018-02-02,854
2018-02-03,821
2018-02-04,806
2018-02-05,795
2018-02-06,802
2018-02-07,838
2018-02-08,838
2018-02-09,876
2018-02-10,876
2018-02-11,881
2018-02-12,863
2018-02-13,893
2018-02-14,913
2018-02-15,919
2018-02-16,884
2018-02-17,880
2018-02-18,890
2018-02-19,860
2018-02-20,860
2018-02-21,851
2018-02-22,817
2018-02-23,844
2018-02-24,844
2018-02-25,845
2018-02-26,869
2018-02-27,868
2018-02-28,868
2018-03-01,860
2018-03-02,846
2018-03-03,873
2018-03-04,873
2018-03-05,851
2018-03-06,845
2018-03-07,823
2018-03-08,823
2018-03-09,791
2018-03-10,756
2018-03-11,738
2018-03-12,720
2018-03-13,752
2018-03-14,787
2018-03-15,823
2018-03-16,807
2018-03-17,794
2018-03-18,784
2018-03-19,784
2018-03-20,790
2018-03-21,790
2018-03-23,799
2018-03-24,787
2018-03-26,763
2018-03-27,762
2018-03-28,762
2018-03-29,738
2018-03-30,738
2018-03-31,705
2018-04-01,705
2018-04-02,684
2018-04-03,687
2018-04-04,678
2018-04-05,678
2018-04-06,662
2018-04-08,663
2018-04-09,654
2018-04-10,653
2018-04-11,652
2018-04-12,657
2018-04-13,657
2018-04-14,650
2018-04-15,639
2018-04-16,639
2018-04-17,641
2018-04-18,641
2018-04-19,633
2018-04-20,627
2018-04-21,616
2018-04-22,616
2018-04-23,634
2018-04-24,634
2018-04-25,629
2018-04-26,629
2018-04-27,625
2018-04-28,633
2018-04-29,646
2018-04-30,634
2018-05-01,639
2018-05-02,639
2018-05-03,645
2018-05-04,645
2018-05-05,644
2018-05-06,644
2018-05-07,611
2018-05-08,599
2018-05-09,602
2018-05-10,601
2018-05-11,601
2018-05-12,578
2018-05-13,578
2018-05-14,572
2018-05-15,572
2018-05-16,582
2018-05-17,571
2018-05-18,588
2018-05-19,589
2018-05-20,589
2018-05-21,597
2018-05-22,597
2018-05-23,604
2018-05-24,609
2018-05-25,609
2018-05-26,598
2018-05-27,598
2018-05-28,601
2018-05-29,590
2018-05-30,571
2018-05-31,548
2018-06-01,523
2018-06-02,535
2018-06-03,535
2018-06-04,546
2018-06-05,543
2018-06-06,542
2018-06-07,542
2018-06-08,541
2018-06-09,541
2018-06-10,543
2018-06-11,537
2018-06-12,523
2018-06-13,516
2018-06-14,491
2018-06-15,491
2018-06-16,492
2018-06-17,489
2018-06-18,483
2018-06-19,461
2018-06-20,461
2018-06-21,452
2018-06-22,442
2018-06-23,442
2018-06-24,433
2018-06-25,428
2018-06-26,428
2018-06-27,425
2018-06-28,421
2018-06-29,418
2018-06-30,424
2018-07-01,436
2018-07-02,436
2018-07-03,431
2018-07-04,431
2018-07-05,439
2018-07-06,425
2018-07-07,420
2018-07-08,430
2018-07-09,433
2018-07-10,454
2018-07-11,454
2018-07-12,454
2018-07-13,476
2018-07-14,489
2018-07-15,489
2018-07-16,496
2018-07-17,519
2018-07-18,539
2018-07-19,539
2018-07-20,562
2018-07-21,576
2018-07-22,578
2018-07-23,607
2018-07-24,628
2018-07-25,636
2018-07-26,664
2018-07-27,680
2018-07-28,705
2018-07-29,723
2018-07-30,721
2018-07-31,726
2018-08-01,726
2018-08-02,729
2018-08-03,729
2018-08-04,723
2018-08-05,760
2018-08-06,793
2018-08-07,789
2018-08-08,811
2018-08-09,811
2018-08-10,796
2018-08-11,793
2018-08-12,785
2018-08-14,783
2018-08-16,779
2018-08-17,762
2018-08-18,793
2018-08-19,813
2018-08-20,854
2018-08-21,896
2018-08-22,941
2018-08-23,987
2018-08-24,1037
2018-08-25,1085
2018-08-26,1129
2018-08-27,1133
2018-08-28,1111
2018-08-29,1064
2018-08-30,1010
2018-08-31,959
2018-09-01,917
2018-09-02,890
2018-09-03,856
2018-09-04,824
2018-09-05,830
2018-09-06,830
2018-09-07,857
2018-09-08,837
2018-09-09,822
2018-09-10,787
2018-09-11,765
2018-09-12,759
2018-09-13,726
2018-09-14,717
2018-09-15,729
2018-09-16,699
2018-09-17,692
2018-09-18,682
2018-09-19,693
2018-09-20,687
2018-09-21,711
2018-09-22,700
2018-09-23,688
2018-09-24,673
2018-09-25,651
2018-09-26,637
2018-09-27,649
2018-09-28,649
2018-09-29,635
2018-09-30,635
2018-10-02,643
2018-10-03,629
2018-10-04,629
2018-10-05,653
2018-10-06,644
2018-10-07,665
2018-10-08,663
2018-10-09,662
2018-10-10,638
2018-10-11,607
2018-10-12,595
2018-10-13,585
2018-10-14,575
2018-10-15,570
2018-10-16,559
2018-10-17,551
2018-10-18,565
2018-10-19,574
2018-10-20,574
2018-10-21,569
2018-10-22,550
2018-10-23,550
2018-10-24,569
2018-10-25,586
2018-10-26,583
2018-10-27,597
2018-10-28,627
2018-10-29,647
2018-10-30,659
2018-10-31,687
2018-11-01,711
2018-11-03,743
2018-11-04,768
2018-11-05,806
2018-11-06,838
2018-11-07,880
2018-11-08,924
2018-11-09,971
2018-11-10,1016
2018-11-11,1067
2018-11-12,1120
2018-11-13,1163
2018-11-14,1221
2018-11-15,1283
2018-11-16,1348
2018-11-17,1416
2018-11-18,1486
2018-11-19,1561
2018-11-20,1640
2018-11-21,1722
2018-11-22,1808
2018-11-23,1881
2018-11-24,1933
2018-11-25,1922
2018-11-26,2002
2018-11-27,2041
2018-11-28,2006
2018-11-29,1948
2018-12-01,1797
2018-12-02,1759
2018-12-03,1723
2018-12-04,1694
2018-12-05,1659
2018-12-07,1564
2018-12-09,1421
2018-12-10,1349
2018-12-11,1281
2018-12-12,1216
2018-12-13,1155
2018-12-14,1099
2018-12-15,1045
2018-12-16,992
2018-12-17,943
2018-12-18,895
2018-12-19,851
2018-12-20,825
2018-12-21,802
2018-12-22,771
2018-12-23,751
2018-12-24,754
2018-12-25,737
2018-12-26,711
2018-12-27,693
2018-12-28,688
2018-12-29,669
2018-12-30,654
2018-12-31,640
2019-01-01,648
2019-01-02,636
2019-01-03,630
2019-01-04,662
2019-01-05,679
2019-01-06,656
2019-01-08,626
2019-01-10,635
2019-01-11,664
2019-01-12,681
2019-01-13,701
2019-01-14,697
2019-01-15,682
2019-01-16,705
2019-01-17,696
2019-01-18,702
2019-01-19,696
2019-01-20,674
2019-01-21,696
2019-01-22,677
2019-01-23,659
2019-01-24,646
2019-01-25,629
2019-01-26,621
2019-01-27,602
2019-01-28,594
2019-01-29,586
2019-01-30,594
2019-01-31,588
2019-02-01,577
2019-02-02,574
2019-02-03,565
2019-02-04,550
2019-02-05,528
2019-02-06,514
2019-02-07,521
2019-02-08,529
2019-02-09,520
2019-02-10,542
2019-02-11,546
2019-02-12,534
2019-02-13,545
2019-02-14,545
2019-02-15,547
2019-02-16,544
2019-02-17,557
2019-02-18,552
2019-02-19,537
2019-02-20,533
2019-02-21,545
2019-02-22,538
2019-02-23,550
2019-02-24,562
2019-02-25,556
2019-02-26,552
2019-02-27,551
2019-02-28,561
2019-03-01,565
2019-03-02,578
2019-03-03,575
2019-03-04,569
2019-03-05,564
2019-03-06,548
2019-03-07,555
2019-03-08,555
2019-03-09,569
2019-03-10,583
2019-03-11,584
2019-03-12,591
2019-03-13,582
2019-03-14,577
2019-03-15,574
2019-03-16,599
2019-03-17,607
2019-03-18,610
2019-03-19,602
2019-03-20,589
2019-03-21,567
2019-03-22,554
2019-03-23,550
2019-03-24,559
2019-03-25,554
2019-03-26,545
2019-03-27,538
2019-03-28,529
2019-03-29,535
2019-03-30,535
2019-03-31,542
2019-04-01,546
2019-04-02,548
2019-04-03,562
2019-04-04,569
2019-04-05,563
2019-04-06,592
2019-04-07,584
2019-04-08,559
2019-04-09,546
2019-04-10,549
2019-04-11,547
2019-04-12,532
2019-04-13,539
2019-04-14,561
2019-04-15,565
2019-04-16,594
2019-04-17,621
2019-04-18,653
2019-04-19,683
2019-04-20,718
2019-04-21,753
2019-04-22,791
2019-04-23,831
2019-04-24,873
2019-04-25,917
2019-04-26,963
2019-04-27,1004
2019-04-28,1054
2019-04-29,1107
2019-04-30,1155
2019-05-01,1212
2019-05-02,1273
2019-05-03,1284
2019-05-04,1252
2019-05-05,1235
2019-05-06,1294
2019-05-07,1247
2019-05-08,1309
2019-05-09,1350
2019-05-10,1361
2019-05-11,1427
2019-05-12,1499
2019-05-13,1433
2019-05-14,1385
2019-05-15,1347
2019-05-16,1297
2019-05-17,1252
2019-05-18,1211
2019-05-19,1159
2019-05-20,1146
2019-05-21,1135
2019-05-22,1153
2019-05-23,1120
2019-05-24,1166
2019-05-25,1155
2019-05-26,1170
2019-05-27,1167
2019-05-28,1130
2019-05-29,1088
2019-05-30,1044
2019-05-31,997
2019-06-01,983
2019-06-02,933
2019-06-03,937
2019-06-04,947
2019-06-05,913
2019-06-06,893
2019-06-07,876
2019-06-08,885
2019-06-09,913
2019-06-10,913
2019-06-11,956
2019-06-12,1004
2019-06-13,990
2019-06-14,962
2019-06-15,957
2019-06-16,956
2019-06-17,989
2019-06-18,1037
2019-06-19,1081
2019-06-20,1127
2019-06-21,1095
2019-06-22,1132
2019-06-23,1171
2019-06-24,1202
2019-06-25,1247
2019-06-26,1241
2019-06-27,1210
2019-06-28,1210
2019-06-29,1244
2019-06-30,1261
