date_obj,Adamant%20platebody%20(h5) price
2019-04-11,62000
2019-04-11,59216
2019-04-12,56255
2019-04-13,53442
2019-04-14,50769
2019-04-15,48421
2019-04-16,45999
2019-04-17,43863
2019-04-18,41669
2019-04-19,39674
2019-04-20,37690
2019-04-21,35972
2019-04-22,34173
2019-04-23,32464
2019-04-24,30898
2019-04-25,29353
2019-04-26,27885
2019-04-27,26630
2019-04-28,25398
2019-04-29,24242
2019-04-30,23029
2019-05-01,21969
2019-05-02,21025
2019-05-03,19973
2019-05-04,18974
2019-05-05,18190
2019-05-06,17465
2019-05-07,16704
2019-05-08,15980
2019-05-09,15305
2019-05-10,14629
2019-05-11,14034
2019-05-12,13439
2019-05-13,12767
2019-05-14,12140
2019-05-15,12140
2019-05-16,11619
2019-05-17,11619
2019-05-18,11038
2019-05-19,11038
2019-05-20,10553
2019-05-21,10553
2019-05-22,10095
2019-05-23,10095
2019-05-24,9860
2019-05-25,9860
2019-05-26,9664
2019-05-27,9505
2019-05-28,9505
2019-05-29,9530
2019-05-30,9530
2019-05-31,9673
2019-06-01,9673
2019-06-02,9711
2019-06-03,9711
2019-06-04,9650
2019-06-05,9650
2019-06-06,9658
2019-06-07,9658
2019-06-08,9615
2019-06-09,9615
2019-06-10,9540
2019-06-11,9540
2019-06-12,9539
2019-06-13,9539
2019-06-14,9491
2019-06-15,9491
2019-06-16,9654
2019-06-17,9654
2019-06-18,9522
2019-06-19,9522
2019-06-20,9392
2019-06-21,9392
2019-06-22,9467
2019-06-23,9467
2019-06-24,9565
2019-06-25,9565
2019-06-26,9818
2019-06-27,9818
2019-06-28,9869
2019-06-29,9869
2019-06-30,9616
2019-07-01,9616
2019-07-02,9736
2019-07-03,9736
2019-07-04,9449
2019-07-05,9449
2019-07-06,9486
2019-07-07,9486
2019-07-08,9516
2019-07-09,9516
2019-07-10,9710
2019-07-11,9710
2019-07-12,9666
2019-07-13,9666
2019-07-14,9644
2019-07-15,9644
2019-07-16,9644
2019-07-17,9549
2019-07-18,9549
2019-07-19,9549
2019-07-20,9546
2019-07-21,9546
2019-07-22,9510
2019-07-23,9510
2019-07-24,9510
2019-07-25,9581
2019-07-26,9581
2019-07-27,9581
2019-07-28,9638
2019-07-29,9638
2019-07-30,9785
2019-07-31,9785
2019-08-01,9699
2019-08-02,9699
2019-08-03,9496
2019-08-04,9496
2019-08-05,9559
2019-08-06,9559
2019-08-07,9559
2019-08-08,9498
2019-08-09,9498
2019-08-10,9605
2019-08-11,9605
2019-08-12,9585
2019-08-13,9585
2019-08-14,9590
2019-08-15,9590
2019-08-16,9665
2019-08-17,9665
2019-08-18,9711
2019-08-19,9711
2019-08-20,9847
2019-08-21,9847
2019-08-22,9706
2019-08-23,9706
2019-08-24,9627
2019-08-24,9627
2019-08-25,9627
2019-08-25,9627
2019-08-26,9627
2019-08-26,9627
2019-08-27,9604
2019-08-27,9604
2019-08-28,9604
2019-08-29,9622
2019-08-30,9622
2019-08-31,9622
2019-09-01,9586
2019-09-02,9586
2019-09-03,9615
2019-09-04,9615
2019-09-05,9615
2019-09-06,9580
2019-09-07,9580
2019-09-08,9550
2019-09-09,9550
2019-09-10,9550
2019-09-11,9616
2019-09-12,9616
2019-09-13,9616
2019-09-14,9643
2019-09-15,9643
2019-09-16,9524
2019-09-17,9524
2019-09-18,9489
2019-09-19,9489
2019-09-20,9489
2019-09-21,9529
2019-09-22,9529
2019-09-23,9591
2019-09-24,9591
2019-09-25,9591
2019-09-26,9577
2019-09-27,9577
2019-09-28,9577
2019-09-29,9647
2019-09-30,9647
2019-10-01,9629
2019-10-02,9629
2019-10-03,9629
2019-10-04,9584
2019-10-05,9584
2019-10-06,9529
2019-10-07,9529
2019-10-08,9529
2019-10-09,9585
2019-10-10,9585
2019-10-11,9585
2019-10-12,9648
2019-10-13,9648
2019-10-14,9576
2019-10-15,9576
2019-10-16,9576
2019-10-17,9499
2019-10-18,9499
2019-10-19,9391
2019-10-20,9391
2019-10-21,9391
2019-10-22,9293
2019-10-23,9293
2019-10-24,9293
2019-10-25,9265
2019-10-26,9265
2019-10-27,9299
2019-10-28,9299
2019-10-29,9299
2019-10-30,9231
2019-10-31,9231
2019-11-01,9371
2019-11-02,9371
2019-11-03,9335
2019-11-04,9335
2019-11-05,9335
2019-11-06,9423
2019-11-07,9423
2019-11-08,9423
2019-11-09,9026
2019-11-10,9026
2019-11-11,9139
2019-11-12,9139
2019-11-13,9139
2019-11-14,9139
2019-11-15,9288
2019-11-16,9288
2019-11-17,9288
2019-11-18,9239
2019-11-19,9239
2019-11-20,9239
2019-11-21,9313
2019-11-22,9313
2019-11-23,9445
2019-11-24,9445
2019-11-25,9445
2019-11-26,9538
2019-11-27,9538
2019-11-28,9538
2019-11-29,9522
2019-11-30,9522
2019-12-01,9522
2019-12-02,9463
2019-12-03,9463
2019-12-04,9386
2019-12-05,9386
2019-12-06,9386
2019-12-07,9439
2019-12-08,9439
2019-12-09,9439
2019-12-10,9363
2019-12-11,9363
2019-12-12,9363
2019-12-13,9470
2019-12-14,9470
2019-12-15,9483
2019-12-16,9483
2019-12-17,9483
2019-12-18,9483
2019-12-19,9516
2019-12-20,9516
2019-12-21,9516
2019-12-22,9639
2019-12-23,9639
2019-12-24,9639
2019-12-25,9492
2019-12-26,9492
2019-12-27,9492
2019-12-28,9374
2019-12-29,9374
2019-12-30,9374
2019-12-31,9464
2020-01-01,9464
2020-01-02,9464
2020-01-03,9424
2020-01-04,9424
2020-01-05,9470
2020-01-06,9470
2020-01-07,9426
2020-01-08,9426
2020-01-09,9426
2020-01-10,9395
2020-01-11,9395
2020-01-12,9395
2020-01-13,9381
2020-01-14,9381
2020-01-15,9371
2020-01-16,9371
2020-01-17,9371
2020-01-18,9427
2020-01-19,9427
2020-01-20,9483
2020-01-21,9483
2020-01-22,9483
2020-01-23,9551
2020-01-24,9551
2020-01-25,9551
2020-01-26,9307
2020-01-27,9307
2020-01-28,9307
2020-01-29,9320
2020-01-30,9320
2020-01-31,9320
2020-02-01,9340
2020-02-02,9340
2020-02-03,9411
2020-02-04,9411
2020-02-05,9374
2020-02-06,9374
2020-02-07,9423
2020-02-08,9423
2020-02-09,9423
2020-02-10,9329
2020-02-11,9329
2020-02-12,9329
2020-02-13,9329
2020-02-14,9329
2020-02-15,9329
2020-02-16,9128
2020-02-17,9128
2020-02-18,9176
2020-02-19,9176
2020-02-20,9262
2020-02-21,9262
2020-02-22,9341
2020-02-23,9341
2020-02-24,9392
2020-02-25,9392
2020-02-26,9464
2020-02-27,9464
2020-02-28,9464
2020-02-29,9417
2020-03-01,9417
2020-03-02,9456
2020-03-03,9456
2020-03-04,9456
2020-03-05,9307
2020-03-06,9307
2020-03-07,9307
2020-03-08,9397
2020-03-09,9397
2020-03-10,9488
2020-03-11,9488
2020-03-12,9550
2020-03-13,9550
2020-03-14,9569
2020-03-15,9569
2020-03-16,9394
2020-03-17,9394
2020-03-18,9394
2020-03-19,9487
2020-03-20,9487
2020-03-21,9502
2020-03-22,9502
2020-03-23,9545
2020-03-24,9545
2020-03-25,9317
2020-03-26,9317
2020-03-27,9221
2020-03-28,9221
2020-03-29,9213
2020-03-30,9306
2020-03-31,9306
2020-04-01,9287
2020-04-02,9426
2020-04-03,9426
2020-04-04,9477
2020-04-05,9477
2020-04-06,9447
2020-04-07,9447
2020-04-08,9440
2020-04-09,9440
2020-04-10,9255
2020-04-11,9277
2020-04-12,9277
2020-04-13,9317
2020-04-14,9317
2020-04-15,9354
2020-04-16,9354
2020-04-17,9329
2020-04-18,9329
2020-04-19,9380
2020-04-20,9380
2020-04-21,9353
2020-04-22,9394
2020-04-23,9394
2020-04-24,9372
2020-04-25,9372
2020-04-26,9434
2020-04-27,9403
2020-04-28,9403
2020-04-29,9185
2020-04-30,9161
2020-05-01,9161
2020-05-02,9072
2020-05-03,9202
2020-05-04,9202
2020-05-05,9214
2020-05-06,9256
2020-05-07,9256
2020-05-08,9347
2020-05-09,9446
2020-05-10,9446
2020-05-11,9398
2020-05-12,9398
2020-05-13,9225
