date_obj,Adamantite%20bar price
2016-02-20,2486
2016-02-21,2476
2016-02-22,2445
2016-02-23,2446
2016-02-24,2454
2016-02-25,2507
2016-02-26,2440
2016-02-27,2458
2016-02-28,2470
2016-02-29,2465
2016-03-01,2435
2016-03-02,2454
2016-03-03,2439
2016-03-04,2438
2016-03-05,2417
2016-03-06,2393
2016-03-07,2383
2016-03-08,2391
2016-03-09,2392
2016-03-10,2386
2016-03-11,2380
2016-03-12,2374
2016-03-13,2383
2016-03-14,2391
2016-03-15,2401
2016-03-16,2418
2016-03-17,2429
2016-03-18,2430
2016-03-19,2436
2016-03-20,2438
2016-03-21,2429
2016-03-22,2417
2016-03-23,2411
2016-03-24,2430
2016-03-25,2431
2016-03-26,2433
2016-03-27,2409
2016-03-28,2386
2016-03-29,2390
2016-03-30,2407
2016-03-31,2428
2016-04-01,2379
2016-04-02,2373
2016-04-03,2363
2016-04-04,2352
2016-04-05,2328
2016-04-06,2330
2016-04-07,2333
2016-04-08,2400
2016-04-09,2466
2016-04-10,2447
2016-04-11,2481
2016-04-12,2479
2016-04-13,2488
2016-04-14,2456
2016-04-15,2457
2016-04-16,2490
2016-04-17,2507
2016-04-18,2470
2016-04-19,2461
2016-04-20,2461
2016-04-21,2430
2016-04-22,2434
2016-04-23,2443
2016-04-24,2430
2016-04-25,2407
2016-04-26,2413
2016-04-27,2431
2016-04-28,2441
2016-04-29,2438
2016-04-30,2407
2016-05-01,2394
2016-05-02,2391
2016-05-03,2397
2016-05-04,2366
2016-05-05,2374
2016-05-06,2350
2016-05-07,2370
2016-05-08,2377
2016-05-09,2370
2016-05-10,2397
2016-05-11,2408
2016-05-12,2381
2016-05-13,2380
2016-05-14,2378
2016-05-15,2391
2016-05-16,2412
2016-05-17,2419
2016-05-18,2436
2016-05-19,2435
2016-05-21,2481
2016-05-22,2481
2016-05-23,2487
2016-05-24,2485
2016-05-25,2548
2016-05-26,2630
2016-05-27,2579
2016-05-28,2556
2016-05-29,2536
2016-05-30,2543
2016-05-31,2492
2016-06-01,2465
2016-06-02,2507
2016-06-03,2552
2016-06-04,2545
2016-06-05,2580
2016-06-06,2600
2016-06-07,2575
2016-06-08,2616
2016-06-09,2644
2016-06-10,2637
2016-06-11,2632
2016-06-12,2697
2016-06-13,2703
2016-06-14,2771
2016-06-15,2805
2016-06-16,2843
2016-06-17,2872
2016-06-18,2811
2016-06-19,2775
2016-06-20,2752
2016-06-21,2737
2016-06-22,2750
2016-06-23,2758
2016-06-24,2767
2016-06-25,2792
2016-06-26,2775
2016-06-27,2770
2016-06-28,2759
2016-06-29,2737
2016-06-30,2715
2016-07-01,2704
2016-07-02,2659
2016-07-03,2627
2016-07-04,2609
2016-07-05,2659
2016-07-06,2659
2016-07-07,2632
2016-07-08,2689
2016-07-09,2699
2016-07-10,2744
2016-07-11,2776
2016-07-12,2803
2016-07-13,2798
2016-07-14,2762
2016-07-15,2741
2016-07-16,2728
2016-07-17,2726
2016-07-18,2688
2016-07-23,2676
2016-07-24,2681
2016-07-25,2683
2016-07-26,2664
2016-07-27,2681
2016-07-28,2683
2016-07-29,2701
2016-07-30,2707
2016-07-31,2692
2016-08-01,2683
2016-08-02,2685
2016-08-03,2705
2016-08-04,2691
2016-08-05,2688
2016-08-06,2692
2016-08-07,2669
2016-08-08,2617
2016-08-09,2566
2016-08-10,2529
2016-08-11,2485
2016-08-12,2491
2016-08-13,2530
2016-08-14,2533
2016-08-15,2532
2016-08-16,2568
2016-08-17,2584
2016-08-18,2584
2016-08-19,2568
2016-08-20,2527
2016-08-21,2504
2016-08-22,2475
2016-08-23,2473
2016-08-24,2471
2016-08-25,2459
2016-08-26,2469
2016-08-28,2415
2016-08-31,2418
2016-09-01,2424
2016-09-02,2422
2016-09-03,2420
2016-09-04,2413
2016-09-05,2419
2016-09-06,2416
2016-09-07,2392
2016-09-08,2300
2016-09-09,2275
2016-09-10,2280
2016-09-11,2339
2016-09-12,2316
2016-09-13,2339
2016-09-14,2398
2016-09-15,2339
2016-09-16,2341
2016-09-17,2338
2016-09-18,2315
2016-09-19,2295
2016-09-20,2291
2016-09-21,2305
2016-09-22,2300
2016-09-23,2299
2016-09-24,2322
2016-09-25,2340
2016-09-26,2358
2016-09-27,2399
2016-09-28,2351
2016-09-29,2313
2016-09-30,2316
2016-10-01,2320
2016-10-02,2326
2016-10-03,2319
2016-10-04,2346
2016-10-05,2330
2016-10-06,2327
2016-10-07,2340
2016-10-08,2334
2016-10-09,2331
2016-10-10,2341
2016-10-11,2346
2016-10-12,2376
2016-10-13,2429
2016-10-14,2445
2016-10-15,2391
2016-10-16,2350
2016-10-17,2342
2016-10-18,2382
2016-10-19,2419
2016-10-20,2437
2016-10-21,2465
2016-10-22,2438
2016-10-23,2424
2016-10-24,2392
2016-10-25,2400
2016-10-26,2406
2016-10-27,2407
2016-10-28,2403
2016-10-29,2403
2016-10-30,2396
2016-10-31,2395
2016-11-01,2386
2016-11-02,2386
2016-11-03,2397
2016-11-04,2417
2016-11-05,2418
2016-11-06,2425
2016-11-07,2416
2016-11-08,2415
2016-11-09,2434
2016-11-10,2441
2016-11-11,2456
2016-11-12,2453
2016-11-13,2434
2016-11-14,2424
2016-11-15,2433
2016-12-07,2450
2016-12-08,2455
2016-12-09,2413
2016-12-10,2432
2016-12-11,2439
2016-12-12,2437
2016-12-13,2440
2016-12-14,2437
2016-12-15,2437
2016-12-16,2438
2016-12-17,2449
2016-12-18,2452
2016-12-19,2448
2016-12-20,2421
2016-12-21,2417
2016-12-22,2424
2016-12-23,2436
2016-12-24,2454
2016-12-25,2471
2016-12-26,2456
2016-12-27,2403
2016-12-28,2381
2016-12-29,2380
2016-12-30,2381
2016-12-31,2384
2017-01-01,2381
2017-01-02,2362
2017-01-03,2286
2017-01-04,2199
2017-01-05,2249
2017-01-06,2274
2017-01-07,2284
2017-01-08,2292
2017-01-09,2282
2017-01-10,2288
2017-01-11,2331
2017-01-12,2333
2017-01-13,2355
2017-01-14,2347
2017-01-15,2359
2017-01-16,2391
2017-01-17,2426
2017-01-18,2455
2017-01-19,2464
2017-01-20,2508
2017-01-21,2514
2017-01-22,2526
2017-01-23,2533
2017-01-27,2455
2017-01-28,2464
2017-01-29,2462
2017-01-30,2473
2017-01-31,2487
2017-02-01,2506
2017-02-02,2536
2017-02-03,2538
2017-02-04,2529
2017-02-05,2516
2017-02-06,2495
2017-02-07,2485
2017-02-08,2493
2017-02-09,2506
2017-02-10,2487
2017-02-11,2444
2017-02-12,2419
2017-02-13,2401
2017-02-14,2368
2017-02-15,2334
2017-02-16,2328
2017-02-17,2322
2017-02-18,2318
2017-02-19,2330
2017-02-20,2346
2017-02-21,2388
2017-02-22,2366
2017-02-23,2353
2017-02-24,2314
2017-02-25,2324
2017-02-26,2323
2017-02-27,2319
2017-02-28,2312
2017-03-01,2301
2017-03-02,2303
2017-03-03,2319
2017-03-04,2307
2017-03-05,2296
2017-03-06,2302
2017-03-07,2306
2017-03-08,2313
2017-03-09,2324
2017-03-10,2320
2017-03-11,2324
2017-03-12,2333
2017-03-13,2334
2017-03-14,2321
2017-03-15,2333
2017-03-16,2315
2017-03-17,2328
2017-03-18,2322
2017-03-19,2320
2017-03-20,2309
2017-03-21,2307
2017-03-22,2304
2017-03-23,2276
2017-03-24,2272
2017-03-25,2262
2017-03-26,2258
2017-03-27,2253
2017-03-28,2252
2017-03-29,2247
2017-03-30,2241
2017-03-31,2230
2017-04-01,2222
2017-04-02,2220
2017-04-03,2201
2017-04-04,2195
2017-04-05,2195
2017-04-12,2223
2017-04-13,2220
2017-04-14,2234
2017-04-15,2221
2017-04-16,2214
2017-04-17,2205
2017-04-18,2211
2017-04-19,2212
2017-04-20,2231
2017-04-21,2237
2017-04-22,2251
2017-04-23,2266
2017-04-24,2238
2017-04-25,2219
2017-04-26,2179
2017-04-27,2162
2017-04-28,2156
2017-04-29,2164
2017-04-30,2197
2017-05-01,2194
2017-05-02,2216
2017-05-03,2229
2017-05-04,2217
2017-05-05,2180
2017-05-06,2197
2017-05-07,2217
2017-05-08,2182
2017-05-09,2184
2017-05-10,2186
2017-05-11,2189
2017-05-12,2195
2017-05-13,2223
2017-05-14,2248
2017-05-15,2242
2017-05-16,2264
2017-05-17,2268
2017-05-18,2276
2017-05-19,2280
2017-05-20,2285
2017-05-21,2288
2017-05-22,2284
2017-05-23,2301
2017-05-24,2291
2017-05-25,2276
2017-05-26,2255
2017-05-27,2257
2017-05-28,2286
2017-05-29,2273
2017-05-30,2277
2017-05-31,2269
2017-06-01,2259
2017-06-02,2231
2017-06-03,2224
2017-06-04,2225
2017-06-05,2227
2017-06-06,2228
2017-06-07,2230
2017-06-08,2233
2017-06-09,2236
2017-06-10,2227
2017-06-11,2230
2017-06-12,2222
2017-06-13,2208
2017-06-14,2208
2017-06-15,2217
2017-06-16,2232
2017-06-17,2244
2017-06-18,2252
2017-06-19,2263
2017-06-20,2257
2017-06-21,2250
2017-06-22,2258
2017-06-23,2258
2017-06-24,2260
2017-06-25,2263
2017-06-26,2260
2017-06-27,2249
2017-06-28,2214
2017-06-29,2208
2017-06-30,2211
2017-07-01,2220
2017-07-02,2229
2017-07-03,2206
2017-07-04,2195
2017-07-05,2203
2017-07-06,2220
2017-07-07,2213
2017-07-08,2212
2017-07-09,2210
2017-07-13,2126
2017-07-14,2151
2017-07-15,2189
2017-07-16,2183
2017-07-17,2184
2017-07-18,2197
2017-07-19,2207
2017-07-20,2192
2017-07-21,2180
2017-07-22,2178
2017-07-23,2183
2017-07-24,2186
2017-07-25,2187
2017-07-26,2190
2017-07-27,2190
2017-07-28,2189
2017-07-29,2192
2017-07-30,2198
2017-07-31,2200
2017-08-01,2193
2017-08-02,2208
2017-08-03,2213
2017-08-04,2222
2017-08-05,2218
2017-08-06,2223
2017-08-07,2243
2017-08-08,2224
2017-08-09,2226
2017-08-10,2223
2017-08-11,2216
2017-08-12,2227
2017-08-13,2229
2017-08-14,2213
2017-08-15,2197
2017-08-16,2185
2017-08-17,2172
2017-08-18,2167
2017-08-19,2177
2017-08-20,2193
2017-08-21,2210
2017-08-22,2219
2017-08-23,2234
2017-08-24,2229
2017-08-25,2225
2017-08-26,2239
2017-08-27,2227
2017-08-28,2208
2017-08-29,2207
2017-08-30,2209
2017-08-31,2212
2017-09-01,2218
2017-09-02,2231
2017-09-03,2251
2017-09-04,2250
2017-09-05,2243
2017-09-06,2224
2017-09-07,2210
2017-09-08,2190
2017-09-09,2195
2017-09-10,2209
2017-09-11,2206
2017-09-12,2210
2017-09-13,2205
2017-09-14,2186
2017-09-15,2177
2017-09-16,2185
2017-09-17,2192
2017-09-18,2194
2017-09-19,2202
2017-09-20,2192
2017-09-21,2193
2017-09-22,2185
2017-09-23,2182
2017-09-24,2187
2017-09-25,2190
2017-09-26,2195
2017-09-27,2203
2017-09-28,2215
2017-09-29,2244
2017-09-30,2239
2017-10-01,2218
2017-10-02,2197
2017-10-03,2196
2017-10-04,2194
2017-10-05,2196
2017-10-06,2195
2017-10-07,2198
2017-10-08,2196
2017-10-09,2205
2017-10-10,2219
2017-10-11,2221
2017-10-12,2212
2017-10-13,2172
2017-10-14,2150
2017-10-15,2165
2017-10-16,2192
2017-10-17,2183
2017-10-18,2176
2017-10-19,2174
2017-10-20,2151
2017-10-21,2145
2017-10-22,2130
2017-10-23,2131
2017-10-24,2133
2017-10-25,2125
2017-10-26,2116
2017-10-27,2111
2017-10-28,2114
2017-10-29,2113
2017-10-30,2100
2017-10-31,2102
2017-11-01,2069
2017-11-02,2053
2017-11-03,2059
2017-11-04,2090
2017-11-05,2090
2017-11-06,2087
2017-11-07,2082
2017-11-08,2074
2017-11-09,2091
2017-11-10,2085
2017-11-11,2086
2017-11-12,2076
2017-11-13,2090
2017-11-14,2089
2017-11-15,2086
2017-11-16,2082
2017-11-17,2078
2017-11-18,2063
2017-11-19,2047
2017-11-20,2054
2017-11-21,2062
2017-11-22,2055
2017-11-23,2050
2017-11-24,2022
2017-11-25,2028
2017-11-26,2035
2017-11-27,2038
2017-11-28,2050
2017-11-29,2041
2017-11-30,2066
2017-12-01,2067
2017-12-02,2082
2017-12-03,2095
2017-12-04,2123
2017-12-05,2114
2017-12-06,2100
2017-12-07,2105
2017-12-08,2103
2017-12-09,2111
2017-12-10,2116
2017-12-11,2107
2017-12-12,2095
2017-12-13,2041
2017-12-14,2032
2017-12-15,2035
2017-12-16,2041
2017-12-17,2052
2017-12-18,2080
2017-12-19,2083
2017-12-20,2063
2017-12-21,2064
2017-12-22,2068
2017-12-23,2072
2017-12-24,2055
2017-12-25,2058
2017-12-26,2061
2017-12-27,2058
2017-12-28,2052
2017-12-29,2034
2017-12-30,2029
2017-12-31,2037
2018-01-01,2047
2018-01-02,2052
2018-01-03,2047
2018-01-04,2022
2018-01-05,2000
2018-01-06,2018
2018-01-07,2018
2018-01-08,2034
2018-01-09,2031
2018-01-10,2037
2018-01-11,2038
2018-01-12,2032
2018-01-13,2037
2018-01-14,2038
2018-01-15,2052
2018-01-16,2049
2018-01-17,2045
2018-01-18,2048
2018-01-19,2044
2018-01-20,2084
2018-01-21,2094
2018-01-22,2103
2018-01-23,2114
2018-01-24,2110
2018-01-25,2103
2018-01-26,2090
2018-01-27,2119
2018-01-28,2132
2018-01-29,2122
2018-01-30,2118
2018-01-31,2115
2018-02-01,2118
2018-02-02,2110
2018-02-03,2137
2018-02-04,2144
2018-02-05,2149
2018-02-06,2143
2018-02-07,2150
2018-02-08,2126
2018-02-09,2064
2018-02-10,2056
2018-02-11,2046
2018-02-12,2056
2018-02-13,2044
2018-02-14,2048
2018-02-15,2045
2018-02-16,2027
2018-02-17,2016
2018-02-18,2031
2018-02-19,2033
2018-02-20,2037
2018-02-21,2050
2018-02-22,2076
2018-02-23,2072
2018-02-24,2085
2018-02-25,2098
2018-02-26,2106
2018-02-27,2115
2018-02-28,2123
2018-03-01,2134
2018-03-02,2139
2018-03-03,2138
2018-03-04,2138
2018-03-05,2136
2018-03-06,2115
2018-03-07,2096
2018-03-08,2086
2018-03-09,2083
2018-03-10,2093
2018-03-11,2095
2018-03-12,2081
2018-03-13,2083
2018-03-14,2078
2018-03-15,2073
2018-03-16,2073
2018-03-17,2087
2018-03-18,2091
2018-03-19,2082
2018-03-20,2085
2018-03-21,2087
2018-03-22,2090
2018-03-23,2097
2018-03-24,2098
2018-03-25,2106
2018-03-26,2108
2018-03-27,2110
2018-03-28,2107
2018-03-29,2109
2018-03-30,2111
2018-03-31,2130
2018-04-01,2119
2018-04-02,2113
2018-04-03,2113
2018-04-04,2112
2018-04-05,2112
2018-04-06,2109
2018-04-07,2103
2018-04-08,2107
2018-04-09,2113
2018-04-10,2113
2018-04-11,2117
2018-04-12,2113
2018-04-13,2110
2018-04-14,2097
2018-04-15,2102
2018-04-16,2099
2018-04-17,2093
2018-04-18,2091
2018-04-19,2081
2018-04-20,2069
2018-04-21,2068
2018-04-22,2068
2018-04-23,2069
2018-04-24,2058
2018-04-25,2054
2018-04-26,2045
2018-04-27,2052
2018-04-28,2058
2018-04-29,2061
2018-04-30,2060
2018-05-01,2059
2018-05-02,2063
2018-05-03,2069
2018-05-04,2067
2018-05-05,2062
2018-05-06,2059
2018-05-07,2052
2018-05-08,2053
2018-05-09,2052
2018-05-10,2053
2018-05-11,2055
2018-05-12,2064
2018-05-13,2069
2018-05-14,2071
2018-05-15,2063
2018-05-16,2055
2018-05-17,2050
2018-05-18,2042
2018-05-19,2040
2018-05-20,2041
2018-05-21,2037
2018-05-22,2038
2018-05-23,2038
2018-05-24,2038
2018-05-25,2036
2018-05-26,2039
2018-05-27,2040
2018-05-28,2042
2018-05-29,2048
2018-05-30,2053
2018-05-31,2062
2018-06-01,2061
2018-06-02,2067
2018-06-03,2067
2018-06-04,2073
2018-06-05,2065
2018-06-06,2050
2018-06-07,2028
2018-06-08,2030
2018-06-09,2022
2018-06-10,2012
2018-06-11,2004
2018-06-12,2004
2018-06-13,2003
2018-06-14,2004
2018-06-15,2007
2018-06-16,2008
2018-06-17,2024
2018-06-18,2039
2018-06-19,2036
2018-06-20,2037
2018-06-21,2040
2018-06-22,2036
2018-06-23,2042
2018-06-24,2053
2018-06-25,2057
2018-06-26,2054
2018-06-27,2047
2018-06-28,2036
2018-06-29,2031
2018-06-30,2037
2018-07-01,2039
2018-07-02,2049
2018-07-03,2054
2018-07-04,2051
2018-07-05,2055
2018-07-06,2057
2018-07-07,2059
2018-07-08,2061
2018-07-09,2064
2018-07-10,2072
2018-07-11,2077
2018-07-12,2087
2018-07-13,2083
2018-07-14,2072
2018-07-15,2063
2018-07-16,2061
2018-07-17,2060
2018-07-18,2055
2018-07-19,2057
2018-07-20,2061
2018-07-21,2060
2018-07-22,2064
2018-07-23,2059
2018-07-24,2046
2018-07-25,2045
2018-07-26,2039
2018-07-27,2041
2018-07-28,2036
2018-07-29,2036
2018-07-30,2039
2018-07-31,2038
2018-08-01,2033
2018-08-02,2032
2018-08-03,2030
2018-08-04,2024
2018-08-05,2021
2018-08-06,2030
2018-08-07,2038
2018-08-08,2037
2018-08-09,2034
2018-08-10,2039
2018-08-11,2045
2018-08-12,2052
2018-08-14,2037
2018-08-16,2020
2018-08-17,2029
2018-08-18,2020
2018-08-19,2018
2018-08-20,2024
2018-08-21,2030
2018-08-22,2040
2018-08-23,2045
2018-08-24,2045
2018-08-25,2049
2018-08-26,2051
2018-08-27,2048
2018-08-28,2049
2018-08-29,2054
2018-08-30,2059
2018-08-31,2063
2018-09-01,2080
2018-09-02,2068
2018-09-03,2076
2018-09-04,2079
2018-09-05,2084
2018-09-06,2092
2018-09-07,2088
2018-09-08,2079
2018-09-09,2085
2018-09-10,2096
2018-09-11,2085
2018-09-12,2083
2018-09-13,2077
2018-09-14,2071
2018-09-15,2070
2018-09-16,2067
2018-09-17,2066
2018-09-18,2075
2018-09-19,2084
2018-09-20,2080
2018-09-21,2073
2018-09-22,2069
2018-09-23,2068
2018-09-24,2069
2018-09-25,2069
2018-09-26,2070
2018-09-27,2087
2018-09-28,2093
2018-09-29,2078
2018-09-30,2081
2018-10-01,2077
2018-10-02,2072
2018-10-03,2080
2018-10-04,2086
2018-10-05,2082
2018-10-06,2086
2018-10-07,2102
2018-10-08,2105
2018-10-09,2110
2018-10-10,2131
2018-10-11,2138
2018-10-12,2131
2018-10-13,2118
2018-10-14,2121
2018-10-15,2132
2018-10-16,2140
2018-10-17,2138
2018-10-18,2127
2018-10-19,2119
2018-10-20,2110
2018-10-21,2105
2018-10-22,2094
2018-10-23,2084
2018-10-24,2090
2018-10-25,2088
2018-10-26,2092
2018-10-27,2091
2018-10-28,2094
2018-10-29,2094
2018-10-30,2090
2018-10-31,2083
2018-11-01,2086
2018-11-03,2087
2018-11-04,2094
2018-11-05,2116
2018-11-06,2124
2018-11-07,2131
2018-11-08,2134
2018-11-09,2136
2018-11-10,2128
2018-11-11,2112
2018-11-12,2103
2018-11-13,2103
2018-11-14,2106
2018-11-15,2099
2018-11-16,2088
2018-11-17,2085
2018-11-18,2084
2018-11-19,2097
2018-11-20,2095
2018-11-21,2095
2018-11-22,2094
2018-11-23,2089
2018-11-24,2092
2018-11-25,2110
2018-11-26,2110
2018-11-27,2106
2018-11-28,2108
2018-11-29,2101
2018-12-01,2099
2018-12-02,2113
2018-12-03,2107
2018-12-04,2112
2018-12-05,2113
2018-12-07,2107
2018-12-09,2104
2018-12-10,2103
2018-12-11,2100
2018-12-12,2103
2018-12-13,2112
2018-12-14,2123
2018-12-15,2124
2018-12-16,2122
2018-12-17,2101
2018-12-18,2099
2018-12-19,2092
2018-12-20,2088
2018-12-21,2091
2018-12-22,2084
2018-12-23,2082
2018-12-24,2086
2018-12-25,2081
2018-12-26,2072
2018-12-27,2074
2018-12-28,2077
2018-12-29,2077
2018-12-30,2085
2018-12-31,2094
2019-01-01,2116
2019-01-02,2145
2019-01-03,2157
2019-01-04,2169
2019-01-05,2146
2019-01-06,2121
2019-01-08,2089
2019-01-10,2077
2019-01-11,2055
2019-01-12,2041
2019-01-13,2042
2019-01-14,2046
2019-01-15,2049
2019-01-16,2067
2019-01-17,2077
2019-01-18,2078
2019-01-19,2089
2019-01-20,2105
2019-01-21,2118
2019-01-22,2167
2019-01-23,2196
2019-01-24,2195
2019-01-25,2170
2019-01-26,2138
2019-01-27,2114
2019-01-28,2113
2019-01-29,2135
2019-01-30,2125
2019-01-31,2114
2019-02-01,2109
2019-02-02,2113
2019-02-03,2114
2019-02-04,2103
2019-02-05,2095
2019-02-06,2076
2019-02-07,2083
2019-02-08,2074
2019-02-09,2074
2019-02-10,2079
2019-02-11,2088
2019-02-12,2084
2019-02-13,2095
2019-02-14,2096
2019-02-15,2083
2019-02-16,2071
2019-02-17,2071
2019-02-18,2080
2019-02-19,2095
2019-02-20,2108
2019-02-21,2131
2019-02-22,2127
2019-02-23,2139
2019-02-24,2125
2019-02-25,2119
2019-02-26,2116
2019-02-27,2115
2019-02-28,2108
2019-03-01,2114
2019-03-02,2102
2019-03-03,2100
2019-03-04,2097
2019-03-05,2105
2019-03-06,2107
2019-03-07,2114
2019-03-08,2124
2019-03-09,2145
2019-03-10,2134
2019-03-11,2130
2019-03-12,2122
2019-03-13,2103
2019-03-14,2088
2019-03-15,2080
